element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Fe 1	9924.388	992.4388	-3.127	3.5465	28604.452	2.0	4.7955	38678.316	2.0	5.0	1.030	1.150	GA	1.58E+08	8.200	-5.890	-7.730	-7.730	-7.730	1.000	0.072	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	9927.351	992.7351	-1.290	1.8792	15156.770	4.0	3.1278	25227.408	3.0	7.0	1.060	1.060	GA	9.77E+07	7.990	-6.060	-7.637	-7.637	-7.637	1.000	0.061	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 2	9930.925	993.0925	-1.980	2.5903	20892.178	3.5	3.8384	30958.784	2.5	6.0	1.140	1.030	GA	2.40E+08	8.380	-6.500	-7.840	-7.840	-7.840	1.000	0.120	0.000	X	X	F	0	2	22.1	22.000000	22.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 2	9931.374	993.1374	0.092	7.5148	60610.950	1.5	8.7629	70677.555	0.5	2.0	1.330	2.000	GA	1.95E+08	8.290	-5.010	-7.430	-7.430	-7.430	1.000	0.105	0.000	X	X	F	0	2	20.1	20.000000	20.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9944.207	994.4207	-1.338	5.0117	40422.087	4.0	6.2581	50474.981	4.0	9.0	1.750	1.590	GA	1.70E+08	8.230	-5.450	-7.550	-7.550	-7.550	1.000	0.127	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	9949.073	994.9073	-1.093	3.5561	28681.881	2.0	4.8020	38730.742	2.0	5.0	1.190	1.170	GA	3.09E+06	6.490	-6.110	-7.780	-7.780	-7.780	1.000	0.055	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9951.157	995.1157	-1.267	5.3933	43499.898	4.0	6.6388	53545.533	4.0	9.0	1.490	1.260	GA	2.95E+08	8.470	-4.450	-7.510	-7.510	-7.510	1.000	0.074	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9953.470	995.3470	-1.309	5.4457	43922.533	3.0	6.6910	53966.554	3.0	7.0	1.480	1.110	GA	2.51E+08	8.400	-4.770	-7.510	-7.510	-7.510	1.000	0.062	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	9961.256	996.1256	-0.820	3.6170	29173.072	2.5	4.8613	39209.029	3.5	8.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.061	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9977.641	997.7641	-1.660	5.0638	40842.301	3.0	6.3061	50862.127	2.0	5.0	1.250	1.800	GA	7.76E+08	8.890	-5.380	-7.540	-7.540	-7.540	1.000	0.064	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	9980.463	998.0463	-1.379	5.0331	40594.689	4.0	6.2750	50611.288	3.0	7.0	1.330	1.690	GA	7.41E+08	8.870	-5.110	-7.540	-7.540	-7.540	1.000	0.112	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	9986.475	998.6475	-1.676	5.9320	47844.807	1.0	7.1731	57854.953	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.099	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	9993.209	999.3209	-1.455	5.9328	47851.259	2.0	7.1731	57854.953	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.139	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 2	9997.598	999.7598	-1.867	5.4841	44232.250	4.5	6.7239	54231.911	5.5	12.0	1.320	1.270	GA	2.88E+08	8.460	-6.530	-7.880	-7.880	-7.880	1.000	0.087	0.000	X	X	F	0	2	26.1	26.000000	26.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10034.492	1003.4492	-1.770	1.4601	11776.501	4.0	2.6954	21739.867	5.0	11.0	1.260	1.210	GA	2.88E+06	6.460	-6.100	-7.780	-7.780	-7.780	1.000	0.056	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sr 2	10036.653	1003.6653	-1.189	1.8047	14555.887	1.5	3.0397	24516.834	1.5	4.0	0.800	1.330	GA	1.48E+08	8.170	-6.290	-7.641	-7.641	-7.641	1.000	0.353	0.000	X	X	F	0	2	38.1	38.000000	38.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10041.472	1004.1472	-1.772	5.0117	40422.087	4.0	6.2461	50378.194	5.0	11.0	1.750	1.510	GA	2.45E+08	8.390	-4.990	-7.540	-7.540	-7.540	1.000	0.058	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10057.640	1005.7640	-1.435	5.0331	40594.689	4.0	6.2655	50534.666	3.0	7.0	1.330	1.620	GA	7.76E+08	8.890	-5.780	-7.540	-7.540	-7.540	1.000	0.103	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	10057.728	1005.7728	-0.990	2.1747	17540.138	3.0	3.4071	27480.115	3.0	7.0	1.340	1.360	GA	9.33E+06	6.970	-6.010	-7.780	-7.780	-7.780	1.000	0.062	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10061.245	1006.1245	-0.401	5.4943	44314.518	4.0	6.7263	54251.268	3.0	7.0	1.180	1.000	GA	7.08E+08	8.850	-4.690	-7.500	-7.500	-7.500	1.000	0.052	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10065.045	1006.5045	-0.289	4.8349	38996.098	1.0	6.0663	48928.009	2.0	5.0	0.490	0.660	GA	2.14E+08	8.330	-5.280	-7.540	-7.540	-7.540	1.000	0.365	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10068.329	1006.8329	-1.318	6.0986	49188.526	2.0	7.3297	59118.017	3.0	7.0	1.500	1.320	GA	3.39E+08	8.530	-3.760	-7.230	-7.230	-7.230	1.000	0.108	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.415	1007.8415	-4.519	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.417	1007.8417	-4.312	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.425	1007.8425	-4.284	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.440	1007.8440	-4.364	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.460	1007.8460	-4.556	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.466	1007.8466	-3.519	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.485	1007.8485	-3.308	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.487	1007.8487	-4.945	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.499	1007.8499	-3.067	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.509	1007.8509	-3.212	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.535	1007.8535	-2.949	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.540	1007.8540	-3.176	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.576	1007.8576	-2.831	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.577	1007.8577	-3.192	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.621	1007.8621	-3.274	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.624	1007.8624	-2.719	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.671	1007.8671	-3.492	2.7005	21781.001	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.678	1007.8678	-2.615	2.7004	21780.195	5.5	3.9302	31699.201	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.738	1007.8738	-2.519	2.7004	21780.195	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.805	1007.8805	-2.429	2.7005	21781.001	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	10078.877	1007.8877	-2.345	2.7005	21781.001	5.5	3.9303	31700.007	4.5	10.0	1.100	1.130	GA	5.01E+07	7.700	-6.140	-7.810	-7.810	-7.810	1.000	0.060	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10085.071	1008.5071	-2.128	4.5844	36975.680	3.0	5.8134	46888.233	2.0	5.0	1.080	1.260	GA	1.05E+08	8.020	-5.990	-7.770	-7.770	-7.770	1.000	0.067	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10089.775	1008.9775	-1.247	5.4457	43922.533	3.0	6.6742	53831.053	2.0	5.0	1.480	1.420	GA	2.45E+08	8.390	-4.370	-7.520	-7.520	-7.520	1.000	0.070	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10114.014	1011.4014	-3.692	2.7586	22249.610	3.0	3.9841	32133.934	2.0	5.0	0.760	0.680	GA	1.17E+06	6.070	-6.120	-7.810	-7.810	-7.810	1.000	0.114	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	10123.870	1012.3870	-0.031	8.5371	68856.355	1.0	9.7614	78731.001	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	-7.216	-7.216	-7.216	1.000	0.128	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10137.100	1013.7100	-1.708	5.0856	41018.130	2.0	6.3083	50879.871	1.0	3.0	1.000	1.660	GA	7.41E+08	8.870	-5.170	-7.550	-7.550	-7.550	1.000	0.056	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10142.844	1014.2844	-1.510	5.0638	40842.301	3.0	6.2858	50698.396	2.0	5.0	1.250	1.610	GA	7.59E+08	8.880	-5.310	-7.540	-7.540	-7.540	1.000	0.086	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10145.337	1014.5337	-1.471	4.2661	34408.417	1.0	5.4879	44262.899	2.0	5.0	0.510	1.090	GA	2.40E+08	8.380	-5.330	-7.560	-7.560	-7.560	1.000	0.070	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10145.561	1014.5561	-0.177	4.7955	38678.316	2.0	6.0172	48531.991	3.0	7.0	1.150	1.110	GA	2.14E+08	8.330	-5.290	-7.540	-7.540	-7.540	1.000	0.386	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10153.305	1015.3305	-1.187	5.4457	43922.533	3.0	6.6665	53768.949	4.0	9.0	1.480	1.230	GA	2.51E+08	8.400	-4.940	-7.510	-7.510	-7.510	1.000	0.079	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10155.162	1015.5162	-4.226	2.1759	17549.817	3.0	3.3965	27394.620	3.0	7.0	1.670	1.250	GA	1.78E+07	7.250	-6.150	-7.800	-7.800	-7.800	1.000	0.127	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10156.505	1015.6505	-1.711	4.5931	37045.850	4.0	5.8135	46889.040	4.0	9.0	1.250	1.340	GA	6.31E+07	7.800	-5.860	-7.790	-7.790	-7.790	1.000	0.139	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10167.468	1016.7468	-4.117	2.1979	17727.259	2.0	3.4170	27559.964	2.0	5.0	1.820	1.000	GA	1.74E+07	7.240	-6.150	-7.800	-7.800	-7.800	1.000	0.147	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10193.218	1019.3218	-1.237	4.0893	32982.429	1.0	5.3053	42790.130	2.0	5.0	1.000	1.090	GA	2.40E+08	8.380	-5.460	-7.560	-7.560	-7.560	1.000	0.144	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10193.229	1019.3229	-0.823	4.0893	32982.429	1.0	5.3053	42790.130	2.0	5.0	1.000	1.090	GA	2.40E+08	8.380	-5.460	-7.560	-7.560	-7.560	1.000	0.238	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10195.105	1019.5105	-3.580	2.7275	21998.771	4.0	3.9433	31804.859	3.0	7.0	1.050	1.090	GA	1.32E+06	6.120	-6.110	-7.810	-7.810	-7.810	1.000	0.145	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10216.313	1021.6313	-0.063	4.7331	38175.026	3.0	5.9464	47960.950	4.0	9.0	1.320	1.290	GA	2.19E+08	8.340	-5.380	-7.540	-7.540	-7.540	1.000	0.409	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10218.407	1021.8407	-2.760	3.0713	24771.705	1.0	4.2843	34555.210	0.0	1.0	1.470	0.000	GA	5.25E+06	6.720	-6.130	-7.648	-7.648	-7.648	1.000	0.261	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10227.994	1022.7994	-0.354	6.1189	49352.257	5.0	7.3308	59126.889	5.0	11.0	1.590	1.540	GA	4.79E+07	7.680	-4.080	-7.120	-7.120	-7.120	1.000	0.107	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10230.795	1023.0795	-0.339	6.1189	49352.257	5.0	7.3305	59124.470	6.0	13.0	1.590	1.480	GA	4.90E+07	7.690	-4.030	-7.120	-7.120	-7.120	1.000	0.109	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10252.551	1025.2551	-1.026	5.8279	47005.184	5.0	7.0369	56756.426	6.0	13.0	1.420	1.310	GA	8.32E+07	7.920	-4.480	-7.320	-7.320	-7.320	1.000	0.053	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10265.217	1026.5217	-4.537	2.2227	17927.285	1.0	3.4302	27666.429	1.0	3.0	2.500	-0.010	GA	1.70E+07	7.230	-6.150	-7.800	-7.800	-7.800	1.000	0.065	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	10273.684	1027.3684	-0.636	4.5347	36574.822	2.0	5.7412	46305.901	3.0	7.0	1.500	1.330	GA	2.63E+07	7.420	-2.890	-6.960	-6.960	-6.960	1.000	0.063	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10288.944	1028.8944	-1.511	4.9201	39683.283	0.0	6.1248	49399.844	1.0	3.0	0.000	1.970	GA	3.55E+08	8.550	-5.080	-7.260	-7.260	-7.260	1.000	0.304	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10302.611	1030.2611	-0.881	4.2661	34408.417	1.0	5.4692	44112.073	1.0	3.0	0.510	0.500	GA	2.45E+08	8.390	-5.290	-7.560	-7.560	-7.560	1.000	0.184	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10307.453	1030.7453	-2.067	4.5931	37045.850	4.0	5.7956	46744.666	3.0	7.0	1.250	1.400	GA	1.15E+08	8.060	-6.030	-7.770	-7.770	-7.770	1.000	0.076	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	10312.531	1031.2531	-1.730	6.1182	49346.611	1.0	7.3202	59041.395	2.0	5.0	99.000	99.000	GA	1.17E+08	8.070	0.000	0.000	0.000	0.000	1.000	0.066	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10313.197	1031.3196	-0.886	6.3991	51612.222	0.0	7.6009	61305.393	1.0	3.0	0.000	0.950	GA	1.32E+08	8.120	-2.590	-7.080	-7.080	-7.080	1.000	0.134	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Sr 2	10327.311	1032.7311	-0.247	1.8395	14836.568	2.5	3.0397	24516.834	1.5	4.0	1.200	1.330	GA	1.48E+08	8.170	-6.300	-7.641	-7.641	-7.641	1.000	0.494	0.000	X	X	F	0	2	38.1	38.000000	38.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10330.197	1033.0197	-1.563	4.1054	33112.284	3.0	5.3053	42790.130	2.0	5.0	1.190	1.090	GA	1.78E+08	8.250	-5.460	-7.560	-7.560	-7.560	1.000	0.082	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10330.248	1033.0248	-1.149	4.1054	33112.284	3.0	5.3053	42790.130	2.0	5.0	1.190	1.090	GA	1.78E+08	8.250	-5.460	-7.560	-7.560	-7.560	1.000	0.161	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10331.221	1033.1221	-0.472	6.1445	49558.735	4.0	7.3443	59235.774	3.0	7.0	1.660	1.810	GA	4.68E+07	7.670	-3.450	-7.110	-7.110	-7.110	1.000	0.085	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10332.327	1033.2327	-2.938	3.6352	29319.865	1.0	4.8349	38996.098	1.0	3.0	0.500	0.490	GA	1.58E+08	8.200	-5.880	-7.730	-7.730	-7.730	1.000	0.090	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10340.885	1034.0885	-3.577	2.1979	17727.259	2.0	3.3965	27394.620	3.0	7.0	1.820	1.250	GA	1.78E+07	7.250	-6.150	-7.800	-7.800	-7.800	1.000	0.288	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	10343.819	1034.3819	-0.300	2.9325	23652.208	1.0	4.1308	33317.149	0.0	1.0	1.000	0.000	GA	3.16E+08	8.500	-5.060	-7.480	-7.480	-7.480	1.000	0.403	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10347.965	1034.7965	-0.551	5.3933	43499.898	4.0	6.5911	53160.807	3.0	7.0	1.490	1.590	GA	2.95E+08	8.470	-4.690	-7.520	-7.520	-7.520	1.000	0.214	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10353.804	1035.3804	-0.819	5.3933	43499.898	4.0	6.5904	53155.161	4.0	9.0	1.490	1.440	GA	3.02E+08	8.480	-4.690	-7.520	-7.520	-7.520	1.000	0.157	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10362.704	1036.2704	-1.343	5.4781	44183.856	2.0	6.6742	53831.053	2.0	5.0	1.530	1.420	GA	1.95E+08	8.290	-4.370	-7.520	-7.520	-7.520	1.000	0.056	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10364.062	1036.4062	-0.960	5.4457	43922.533	3.0	6.6417	53568.923	2.0	5.0	1.480	1.400	GA	2.51E+08	8.400	-4.570	-7.510	-7.510	-7.510	1.000	0.118	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10371.263	1037.1264	-0.705	4.9296	39759.905	1.0	6.1248	49399.844	1.0	3.0	1.500	1.970	GA	3.55E+08	8.550	-5.080	-7.259	-7.259	-7.259	1.000	0.415	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10378.565	1037.8565	-1.374	4.0882	32973.557	4.0	5.2825	42606.236	3.0	7.0	1.220	1.340	GA	1.26E+08	8.100	-4.810	-7.560	-7.560	-7.560	1.000	0.118	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	10378.636	1037.8636	-0.960	4.0882	32973.557	4.0	5.2825	42606.236	3.0	7.0	1.220	1.340	GA	1.26E+08	8.100	-4.810	-7.560	-7.560	-7.560	1.000	0.209	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10378.999	1037.8999	-4.148	2.2227	17927.285	1.0	3.4170	27559.964	2.0	5.0	2.500	1.000	GA	1.74E+07	7.240	-6.150	-7.800	-7.800	-7.800	1.000	0.135	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	10384.927	1038.4927	-1.639	5.8708	47351.195	2.0	7.0644	56978.229	1.0	3.0	1.000	0.700	GA	8.13E+07	7.910	-4.440	-7.320	-7.320	-7.320	1.000	0.095	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	10395.794	1039.5794	-3.393	2.1759	17549.817	3.0	3.3683	27167.172	4.0	9.0	1.670	1.360	GA	1.82E+07	7.260	-6.150	-7.800	-7.800	-7.800	1.000	0.335	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
