element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Fe 1	23975.687	2397.5687	-1.784	6.6638	53747.172	3.0	7.1808	57917.058	4.0	9.0	1.260	1.260	GA	1.20E+08	8.080	-4.380	-7.460	-7.460	-7.460	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23976.170	2397.6170	-0.938	9.2955	74973.264	4.0	9.8125	79143.150	4.0	9.0	1.500	1.350	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.006	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23976.170	2397.6170	-0.073	9.2955	74973.264	4.0	9.8125	79143.150	5.0	11.0	1.500	1.400	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.032	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	23977.556	2397.7556	-2.104	6.7151	54160.934	3.0	7.2321	58330.820	2.0	5.0	1.140	1.440	GA	1.45E+08	8.160	-4.600	-7.350	-7.350	-7.350	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23981.692	2398.1692	-0.792	9.2956	74974.070	3.0	9.8125	79143.150	3.0	7.0	1.500	1.250	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.008	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23981.692	2398.1692	-0.239	9.2956	74974.070	3.0	9.8125	79143.150	4.0	9.0	1.500	1.350	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.023	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23982.325	2398.2325	-0.298	9.7248	78435.802	3.0	10.2416	82604.075	3.0	7.0	1.090	1.090	GA	3.55E+07	7.550	-3.450	-7.260	-7.260	-7.260	1.000	0.010	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	23982.980	2398.2980	-2.404	6.6742	53831.053	2.0	7.1910	57999.326	2.0	5.0	1.420	1.440	GA	1.45E+08	8.160	-4.370	-7.460	-7.460	-7.460	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	23986.542	2398.6542	-2.034	7.4994	60486.740	1.0	8.0162	64655.013	1.0	3.0	1.360	1.310	GA	3.02E+07	7.480	-2.480	-6.660	-6.660	-6.660	1.000	0.005	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23987.964	2398.7964	-0.813	9.2957	74974.877	2.0	9.8125	79143.150	2.0	5.0	1.500	1.000	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.007	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23987.964	2398.7964	-0.432	9.2957	74974.877	2.0	9.8125	79143.150	3.0	7.0	1.500	1.250	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.016	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Y 1	23990.451	2399.0451	-0.966	1.3736	11078.831	2.5	1.8902	15245.491	2.5	6.0	1.030	1.080	GA	1.07E+06	6.030	-5.850	-7.760	-7.760	-7.760	1.000	0.003	0.000	X	X	F	0	1	39.0	39.000000	39.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23992.972	2399.2973	-0.967	9.2958	74975.683	1.0	9.8125	79143.150	1.0	3.0	1.500	-0.000	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.006	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23992.972	2399.2973	-0.666	9.2958	74975.683	1.0	9.8125	79143.150	2.0	5.0	1.500	1.000	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.010	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	23993.894	2399.3894	-0.788	7.1230	57450.869	3.0	7.6396	61617.529	4.0	9.0	1.080	1.020	GA	2.51E+07	7.400	-3.240	-7.120	-7.120	-7.120	1.000	0.118	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	23996.140	2399.6140	-0.967	9.2959	74976.490	0.0	9.8125	79143.150	1.0	3.0	0.000	-0.000	GA	1.95E+07	7.290	-4.110	-7.130	-7.130	-7.130	1.000	0.006	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	23996.560	2399.6560	0.563	6.9055	55696.614	6.0	7.4220	59862.467	5.0	11.0	1.330	1.400	GA	5.89E+07	7.770	-4.860	-7.340	-7.340	-7.340	1.000	0.065	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	23999.124	2399.9124	-1.262	7.5006	60496.419	2.0	8.0171	64662.272	3.0	7.0	1.190	1.150	GA	6.76E+07	7.830	-2.060	-6.660	-6.660	-6.660	1.000	0.026	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	24002.489	2400.2489	-2.623	4.5322	36554.658	1.0	5.0486	40719.705	2.0	5.0	1.500	1.000	GA	1.05E+08	8.020	-4.850	-7.450	-7.450	-7.450	1.000	0.003	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	24009.481	2400.9481	-1.398	6.3047	50850.835	1.0	6.8210	55015.075	0.0	1.0	0.540	0.000	GA	1.66E+08	8.220	-3.860	-7.190	-7.190	-7.190	1.000	0.004	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24010.998	2401.0998	-1.550	6.7640	54555.339	4.0	7.2802	58718.773	3.0	7.0	0.870	1.420	GA	1.20E+08	8.080	-4.160	-7.330	-7.330	-7.330	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24015.981	2401.5981	-2.458	6.7395	54357.733	3.0	7.2556	58520.361	4.0	9.0	1.180	1.180	GA	2.45E+08	8.390	-5.330	-7.390	-7.390	-7.390	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	24018.203	2401.8203	-1.802	6.2658	50537.085	1.0	6.7818	54698.906	1.0	3.0	1.540	1.350	GA	1.23E+08	8.090	-4.060	-7.330	-7.330	-7.330	1.000	0.001	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	24026.243	2402.6243	-0.267	9.4168	75951.614	1.0	9.9327	80112.628	2.0	5.0	0.500	0.670	GA	1.82E+08	8.260	-3.140	-6.980	-6.980	-6.980	1.000	0.018	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
S 1	24028.553	2402.8553	-0.998	9.4169	75952.421	2.0	9.9327	80112.628	2.0	5.0	1.170	0.670	GA	1.82E+08	8.260	-3.140	-6.980	-6.980	-6.980	1.000	0.004	0.000	X	X	F	0	1	16.0	16.000000	16.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.720	2402.8720	-2.102	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.720	2402.8720	-1.704	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.720	2402.8720	-1.704	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.725	2402.8725	-2.403	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.725	2402.8725	-1.704	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24028.725	2402.8725	-1.257	4.3445	35040.756	0.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.035	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	24034.058	2403.4058	-1.930	7.4994	60486.740	1.0	8.0152	64646.948	2.0	5.0	1.360	0.980	GA	1.00E+07	7.000	-3.390	-6.720	-6.720	-6.720	1.000	0.007	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24034.272	2403.4272	-2.519	5.8134	46888.233	2.0	6.3292	51048.441	1.0	3.0	1.260	1.800	GA	2.95E+08	8.470	-5.340	-7.550	-7.550	-7.550	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24036.353	2403.6353	-1.378	6.7640	54555.339	4.0	7.2797	58714.740	3.0	7.0	0.870	1.240	GA	1.29E+08	8.110	-4.090	-7.330	-7.330	-7.330	1.000	0.010	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	24039.925	2403.9925	-2.529	7.5006	60496.419	2.0	8.0162	64655.013	1.0	3.0	1.190	1.310	GA	2.95E+07	7.470	-2.480	-6.660	-6.660	-6.660	1.000	0.002	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 2	24041.555	2404.1555	0.330	11.5690	93310.278	2.5	12.0846	97468.872	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.010	0.000	X	X	F	0	2	12.1	12.000000	12.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.996	2404.2996	-2.802	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.996	2404.2996	-1.848	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.997	2404.2997	-3.200	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.997	2404.2997	-2.802	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.997	2404.2997	-2.598	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.997	2404.2997	-1.894	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.997	2404.2997	-1.526	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-2.848	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-2.656	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-2.598	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-2.501	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-1.781	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24042.998	2404.2998	-1.276	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24043.000	2404.3000	-3.024	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24043.000	2404.3000	-2.656	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24043.000	2404.3000	-2.054	4.3448	35043.175	1.5	4.8603	39200.963	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.008	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24043.000	2404.3000	-1.878	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Na 1	24043.000	2404.3000	-1.070	4.3448	35043.175	1.5	4.8603	39200.963	2.5	6.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.059	0.000	X	X	F	0	1	11.0	11.000000	11.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Zn 1	24044.168	2404.4168	-0.089	7.5971	61274.744	1.0	8.1126	65432.532	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.011	0.000	X	X	F	0	1	30.0	30.000000	30.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 2	24044.562	2404.4562	-0.620	11.5691	93311.084	1.5	12.0846	97468.872	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.001	0.000	X	X	F	0	2	12.1	12.000000	12.01	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24048.622	2404.8622	-1.968	6.7288	54271.432	1.0	7.2442	58428.413	0.0	1.0	2.460	0.000	GA	3.80E+08	8.580	-4.990	-7.400	-7.400	-7.400	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.118	2404.9118	-1.315	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.325	2404.9325	-1.133	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.517	2404.9517	-1.102	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.695	2404.9695	-1.167	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.837	2404.9837	-0.323	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.858	2404.9858	-1.365	5.7034	46001.023	3.5	6.2187	50157.198	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.924	2404.9924	-0.494	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24049.997	2404.9997	-0.679	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.054	2405.0054	-0.871	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.098	2405.0098	-1.046	5.7034	46001.023	3.5	6.2187	50157.198	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.127	2405.0127	-1.110	5.7034	46001.023	3.5	6.2187	50157.198	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.367	2405.0367	-1.365	5.7034	46001.023	3.5	6.2187	50157.198	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.458	2405.0458	-1.167	5.7034	46001.023	3.5	6.2187	50157.198	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.534	2405.0534	-1.102	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.596	2405.0596	-1.133	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24050.643	2405.0643	-1.315	5.7034	46001.023	3.5	6.2188	50158.005	3.5	8.0	1.940	2.000	GA	3.55E+07	7.550	-4.820	-7.360	-7.360	-7.360	1.000	0.067	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24052.290	2405.2290	-2.652	5.6114	45258.993	1.5	6.1268	49415.975	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24052.409	2405.2409	-2.330	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24052.554	2405.2554	-2.698	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24052.648	2405.2648	-2.506	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24052.792	2405.2792	-2.175	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	24052.834	2405.2834	-2.236	7.0299	56699.967	1.0	7.5453	60856.949	1.0	3.0	1.500	1.630	GA	5.75E+07	7.760	-4.360	-7.130	-7.130	-7.130	1.000	0.008	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24053.010	2405.3010	-2.874	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24053.150	2405.3150	-2.096	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24053.368	2405.3367	-2.154	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24053.657	2405.3657	-3.254	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24053.845	2405.3845	-1.823	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24054.134	2405.4134	-2.300	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	24054.731	2405.4731	-1.611	5.6114	45258.993	1.5	6.1267	49415.168	2.5	6.0	2.400	2.000	GA	2.57E+08	8.410	-5.120	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	24056.023	2405.6023	-2.095	6.7640	54555.339	4.0	7.2793	58711.514	4.0	9.0	0.870	1.390	GA	1.12E+08	8.050	-3.860	-7.320	-7.320	-7.320	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
