Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position(angair),Position(cm-1),f-value(4sig),f-value,Eupper,Elower,A,Branch,Label,v',J',N',Fnp,Label,"v""","J""","N""",Fnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,1,X,17,e,3,3731.4401,26791.6864,0.00008655,8.65E-05,34063.66827,7271.981851,41438.58126,qQ1(17),A,v=0,17,16,F1f,X,v=1,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,2,X,17,e,3,3658.7837,27323.7039,8.147E-07,8.15E-07,34595.68576,7271.981851,405.7374499,rQ21(17),A,v=0,17,17,F2f,X,v=1,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,3,X,17,e,3,3587.7512,27864.6601,5.083E-10,5.08E-10,35136.64199,7271.981851,0.263261566,sQ31(17),A,v=0,17,18,F3f,X,v=1,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,1,X,17,e,4,3880.6928,25761.2938,6.123E-10,6.12E-10,34063.66827,8302.374501,0.271050637,oQ13(17),A,v=0,17,16,F1f,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,2,X,17,e,4,3802.1692,26293.3113,5.235E-07,5.23E-07,34595.68576,8302.374501,241.3903055,pQ23(17),A,v=0,17,17,F2f,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,3,X,17,e,4,3725.5188,26834.2675,0.00008696,8.70E-05,35136.64199,8302.374501,41769.59476,qQ3(17),A,v=0,17,18,F3f,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,1,X,17,e,3,3659.1788,27320.7536,0.0000657,6.57E-05,34592.7355,7271.981851,30941.23727,rR1(17),A,v=0,18,17,F1e,X,v=1,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,2,X,17,e,3,3588.2491,27860.7942,1.786E-07,1.79E-07,35132.77608,7271.981851,87.45585096,sR21(17),A,v=0,18,18,F2e,X,v=1,17,16,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,1,X,17,e,4,3802.5959,26290.3610,2.446E-09,2.45E-09,34592.7355,8302.374501,1.066685484,pR13(17),A,v=0,18,17,F1e,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,2,X,17,e,4,3726.0556,26830.4016,7.756E-07,7.76E-07,35132.77608,8302.374501,352.281519,qR23(17),A,v=0,18,18,F2e,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,3,X,17,e,4,3646.6559,27414.5722,0.0000653,6.53E-05,35716.94668,8302.374501,30967.38367,rR3(17),A,v=0,18,19,F3e,X,v=1,17,18,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,1,X,18,e,3,3801.5020,26297.9262,0.0000278,2.78E-05,34071.49418,7773.568015,13559.29676,pP1(18),A,v=0,17,16,F1e,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,2,X,18,e,3,3728.5167,26812.6917,5.448E-07,5.45E-07,34586.25974,7773.568015,276.1560022,qP21(18),A,v=0,17,17,F2e,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,3,X,18,e,3,3652.5208,27370.5541,7.492E-10,7.49E-10,35144.12211,7773.568015,0.395757095,rP31(18),A,v=0,17,18,F3e,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,2,X,18,e,4,3885.1380,25731.8192,3.223E-08,3.22E-08,34586.25974,8854.440523,15.04953363,oP23(18),A,v=0,17,17,F2e,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,e,3,X,18,e,4,3802.6942,26289.6816,0.0000283,2.83E-05,35144.12211,8854.440523,13789.90968,pP3(18),A,v=0,17,18,F3e,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,1,X,18,e,3,3728.8234,26810.4870,0.00008915,8.91E-05,34584.05499,7773.568015,42742.40441,qQ1(18),A,v=0,18,17,F1f,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,2,X,18,e,3,3652.6662,27369.4645,7.569E-07,7.57E-07,35143.03256,7773.568015,378.1836315,rQ21(18),A,v=0,18,18,F2f,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,3,X,18,e,3,3578.7071,27935.0781,4.033E-10,4.03E-10,35708.64615,7773.568015,0.209927933,sQ31(18),A,v=0,18,19,F3f,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,1,X,18,e,4,3885.4709,25729.6145,5.046E-10,5.05E-10,34584.05499,8854.440523,0.222836159,oQ13(18),A,v=0,18,17,F1f,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,2,X,18,e,4,3802.8518,26288.5920,4.871E-07,4.87E-07,35143.03256,8854.440523,224.5276199,pQ23(18),A,v=0,18,18,F2f,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,3,X,18,e,4,3722.7527,26854.2056,0.00008955,8.95E-05,35708.64615,8854.440523,43074.65157,qQ3(18),A,v=0,18,19,F3f,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,1,X,18,e,3,3653.0304,27366.7360,0.00006802,6.80E-05,35140.30405,7773.568015,32236.70977,rR1(18),A,v=0,19,18,F1e,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,2,X,18,e,3,3579.1847,27931.3504,1.699E-07,1.70E-07,35704.91845,7773.568015,83.86830154,sR21(18),A,v=0,19,19,F2e,X,v=1,18,17,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,1,X,18,e,4,3803.2465,26285.8635,2.095E-09,2.10E-09,35140.30405,8854.440523,0.916073281,pR13(18),A,v=0,19,18,F1e,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,2,X,18,e,4,3723.2695,26850.4779,7.266E-07,7.27E-07,35704.91845,8854.440523,331.4787295,qR23(18),A,v=0,19,19,F2e,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,3,X,18,e,4,3640.5917,27460.2360,0.00006767,6.77E-05,36314.67651,8854.440523,32292.45469,rR3(18),A,v=0,19,20,F3e,X,v=1,18,19,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,1,X,18,f,2,3880.7076,25761.1955,4.159E-08,4.16E-08,34063.66827,8302.472777,19.46231203,oP12(18),A,v=0,17,16,F1f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,2,X,18,f,2,3802.1834,26293.2130,0.00002785,2.78E-05,34595.68576,8302.472777,13575.6556,pP2(18),A,v=0,17,17,F2f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,17,f,3,X,18,f,2,3725.5324,26834.1692,5.121E-07,5.12E-07,35136.64199,8302.472777,260.0149731,qP32(18),A,v=0,17,18,F3f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,1,X,18,f,2,3802.6101,26290.2627,5.184E-07,5.18E-07,34592.7355,8302.472777,238.97963,pQ12(18),A,v=0,18,17,F1e,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,2,X,18,f,2,3726.0693,26830.3033,0.00008859,8.86E-05,35132.77608,8302.472777,42539.2143,qQ2(18),A,v=0,18,18,F2e,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,3,X,18,f,2,3646.6690,27414.4739,6.619E-07,6.62E-07,35716.94668,8302.472777,331.8094289,rQ32(18),A,v=0,18,19,F3e,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,1,X,18,f,2,3726.3503,26828.2796,0.000000813,8.13E-07,35130.75239,8302.472777,370.2997021,qR12(18),A,v=0,19,18,F1f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,2,X,18,f,2,3646.7926,27413.5447,0.00006731,6.73E-05,35716.01752,8302.472777,32010.9213,rR2(18),A,v=0,19,19,F2f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,3,X,18,f,2,3570.0172,28003.0739,1.571E-07,1.57E-07,36305.54666,8302.472777,77.96660587,sR32(18),A,v=0,19,20,F3f,X,v=1,18,18,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,1,X,19,f,2,3885.4800,25729.5545,3.778E-08,3.78E-08,34584.05499,8854.500524,17.58459548,oP12(19),A,v=0,18,17,F1f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,2,X,19,f,2,3802.8605,26288.5320,0.00002846,2.85E-05,35143.03256,8854.500524,13830.7752,pP2(19),A,v=0,18,18,F2f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,f,3,X,19,f,2,3722.7610,26854.1456,4.751E-07,4.75E-07,35708.64615,8854.500524,240.8867534,qP32(19),A,v=0,18,19,F3f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,1,X,19,f,2,3803.2552,26285.8035,4.833E-07,4.83E-07,35140.30405,8854.500524,222.7289368,pQ12(19),A,v=0,19,18,F1e,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,2,X,19,f,2,3723.2779,26850.4179,0.00009145,9.14E-05,35704.91845,8854.500524,43975.32669,qQ2(19),A,v=0,19,19,F2e,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,3,X,19,f,2,3640.5997,27460.1760,6.235E-07,6.24E-07,36314.67651,8854.500524,313.629895,rQ32(19),A,v=0,19,20,F3e,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,1,X,19,f,2,3723.5361,26848.5555,7.631E-07,7.63E-07,35703.05605,8854.500524,349.03848,qR12(19),A,v=0,20,19,F1f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,2,X,19,f,2,3640.7034,27459.3938,0.00006984,6.98E-05,36313.89429,8854.500524,33412.58318,rR2(19),A,v=0,20,20,F2f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,3,X,19,f,2,3561.2428,28072.0672,1.517E-07,1.52E-07,36926.5677,8854.500524,75.85185101,sR32(19),A,v=0,20,21,F3f,X,v=1,19,19,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,1,X,19,e,3,3802.3512,26292.0530,0.00002843,2.84E-05,34592.7355,8300.682452,13816.30839,pP1(19),A,v=0,18,17,F1e,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,2,X,19,e,3,3725.8206,26832.0936,5.029E-07,5.03E-07,35132.77608,8300.682452,254.5388687,qP21(19),A,v=0,18,18,F2e,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,3,X,19,e,3,3646.4309,27416.2642,5.934E-10,5.93E-10,35716.94668,8300.682452,0.313618411,rP31(19),A,v=0,18,19,F3e,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,2,X,19,e,4,3889.6338,25702.0782,2.96E-08,2.96E-08,35132.77608,9430.697848,13.7498269,oP23(19),A,v=0,18,18,F2e,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,18,e,3,X,19,e,4,3803.1908,26286.2488,0.00002888,2.89E-05,35716.94668,9430.697848,14031.04176,pP3(19),A,v=0,18,19,F3e,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,1,X,19,e,3,3726.1017,26830.0699,0.00009196,9.20E-05,35130.75239,8300.682452,44157.75009,qQ1(19),A,v=0,19,18,F1f,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,2,X,19,e,3,3646.5545,27415.3351,7.087E-07,7.09E-07,35716.01752,8300.682452,355.27556,rQ21(19),A,v=0,19,19,F2f,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,3,X,19,e,3,3569.7889,28004.8642,3.224E-10,3.22E-10,36305.54666,8300.682452,0.168639623,sQ31(19),A,v=0,19,20,F3f,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,1,X,19,e,4,3889.9401,25700.0545,4.216E-10,4.22E-10,35130.75239,9430.697848,0.185755444,oQ13(19),A,v=0,19,18,F1f,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,2,X,19,e,4,3803.3252,26285.3197,4.569E-07,4.57E-07,35716.01752,9430.697848,210.5635227,pQ23(19),A,v=0,19,19,F2f,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,3,X,19,e,4,3719.8931,26874.8488,0.00009236,9.24E-05,36305.54666,9430.697848,44493.38287,qQ3(19),A,v=0,19,20,F3f,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,1,X,19,e,3,3646.8906,27412.8080,0.0000705,7.05E-05,35713.49045,8300.682452,33613.87871,rR1(19),A,v=0,20,19,F1e,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,2,X,19,e,3,3570.2481,28001.2630,1.627E-07,1.63E-07,36301.94547,8300.682452,80.93809853,sR21(19),A,v=0,20,20,F2e,X,v=1,19,18,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,1,X,19,e,4,3803.6909,26282.7926,1.819E-09,1.82E-09,35713.49045,9430.697848,0.797200676,pR13(19),A,v=0,20,19,F1e,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,2,X,19,e,4,3720.3916,26871.2476,6.853E-07,6.85E-07,36301.94547,9430.697848,313.9535428,qR23(19),A,v=0,20,20,F2e,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,3,X,19,e,4,3634.5565,27505.8330,0.0000702,7.02E-05,36936.53087,9430.697848,33696.56206,rR3(19),A,v=0,20,21,F3e,X,v=1,19,20,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,1,X,20,e,3,3802.9908,26287.6313,0.00002913,2.91E-05,35140.30405,8852.672721,14115.63295,pP1(20),A,v=0,19,18,F1e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,2,X,20,e,3,3723.0244,26852.2457,4.681E-07,4.68E-07,35704.91845,8852.672721,236.6570417,qP21(20),A,v=0,19,19,F2e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,3,X,20,e,3,3640.3574,27462.0038,4.746E-10,4.75E-10,36314.67651,8852.672721,0.251004522,rP31(20),A,v=0,19,20,F3e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,2,X,20,e,4,3893.8148,25674.4809,2.748E-08,2.75E-08,35704.91845,10030.43751,12.70308702,oP23(20),A,v=0,19,19,F2e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,3,X,20,e,4,3803.4816,26284.2390,0.00002955,2.96E-05,36314.67651,10030.43751,14317.91024,pP3(20),A,v=0,19,20,F3e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,1,X,20,e,3,3723.2827,26850.3833,0.00009502,9.50E-05,35703.05605,8852.672721,45694.59772,qQ1(20),A,v=0,20,19,F1f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,2,X,20,e,3,3640.4611,27461.2216,6.683E-07,6.68E-07,36313.89429,8852.672721,336.174157,rQ21(20),A,v=0,20,20,F2f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,3,X,20,e,3,3561.0110,28073.8950,2.591E-10,2.59E-10,36926.5677,8852.672721,0.13618734,sQ31(20),A,v=0,20,21,F3f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,1,X,20,e,4,3894.0973,25672.6185,3.567E-10,3.57E-10,35703.05605,10030.43751,0.156796782,oQ13(20),A,v=0,20,19,F1f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,2,X,20,e,4,3803.5948,26283.4568,4.319E-07,4.32E-07,36313.89429,10030.43751,199.0049046,pQ23(20),A,v=0,20,20,F2f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,3,X,20,e,4,3716.9497,26896.1302,0.0000954,9.54E-05,36926.5677,10030.43751,46035.39698,qQ3(20),A,v=0,20,21,F3f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,1,X,20,e,3,3640.7717,27458.8785,0.00007315,7.31E-05,36311.5512,8852.672721,35077.79584,rR1(20),A,v=0,21,20,F1e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,2,X,20,e,3,3561.4531,28070.4102,1.568E-07,1.57E-07,36923.08289,8852.672721,78.55681161,sR21(20),A,v=0,21,21,F2e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,1,X,20,e,4,3803.9339,26281.1137,1.595E-09,1.60E-09,36311.5512,10030.43751,0.700694641,pR13(20),A,v=0,21,20,F1e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,2,X,20,e,4,3717.4313,26892.6454,6.505E-07,6.50E-07,36923.08289,10030.43751,299.1906357,qR23(20),A,v=0,21,21,F2e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,3,X,20,e,4,3628.5637,27551.2592,0.00007288,7.29E-05,37581.6967,10030.43751,35185.12675,rR3(20),A,v=0,21,22,F3e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,1,X,20,f,2,3889.9436,25700.0311,3.471E-08,3.47E-08,35130.75239,9430.721282,16.0749944,oP12(20),A,v=0,19,18,F1f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,2,X,20,f,2,3803.3286,26285.2962,0.00002916,2.92E-05,35716.01752,9430.721282,14128.75761,pP2(20),A,v=0,19,19,F2f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,3,X,20,f,2,3719.8963,26874.8254,4.443E-07,4.44E-07,36305.54666,9430.721282,225.0103729,qP32(20),A,v=0,19,20,F3f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,1,X,20,f,2,3803.6943,26282.7692,4.542E-07,4.54E-07,35713.49045,9430.721282,209.2955282,pQ12(20),A,v=0,20,19,F1e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,2,X,20,f,2,3720.3949,26871.2242,0.00009453,9.45E-05,36301.94547,9430.721282,45530.38779,qQ2(20),A,v=0,20,20,F2e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,3,X,20,f,2,3634.5596,27505.8096,5.914E-07,5.91E-07,36936.53087,9430.721282,298.441242,rQ32(20),A,v=0,20,21,F3e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,1,X,20,f,2,3720.6327,26869.5062,7.211E-07,7.21E-07,36300.2275,9430.721282,331.1322817,qR12(20),A,v=0,21,20,F1f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,2,X,20,f,2,3634.6451,27505.1623,0.00007253,7.25E-05,36935.88357,9430.721282,34897.99358,rR2(20),A,v=0,21,21,F2f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,3,X,20,f,2,3552.6227,28140.1799,1.473E-07,1.47E-07,37570.90123,9430.721282,74.17172627,sR32(20),A,v=0,21,22,F3f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,1,X,21,f,2,3894.0956,25672.6299,3.223E-08,3.22E-08,35703.05605,10030.42613,14.86213485,oP12(21),A,v=0,20,19,F1f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,2,X,21,f,2,3803.5931,26283.4682,0.00002995,2.99E-05,36313.89429,10030.42613,14473.85628,pP2(21),A,v=0,20,20,F2f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,3,X,21,f,2,3716.9481,26896.1416,4.186E-07,4.19E-07,36926.5677,10030.42613,211.8201445,qP32(21),A,v=0,20,21,F3f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,1,X,21,f,2,3803.9323,26281.1251,4.302E-07,4.30E-07,36311.5512,10030.42613,198.2062927,pQ12(21),A,v=0,21,20,F1e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,2,X,21,f,2,3717.4298,26892.6568,0.00009788,9.79E-05,36923.08289,10030.42613,47215.36573,qQ2(21),A,v=0,21,21,F2e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,3,X,21,f,2,3628.5622,27551.2706,5.644E-07,5.64E-07,37581.6967,10030.42613,285.7664714,rQ32(21),A,v=0,21,22,F3e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,f,1,X,21,f,2,3717.6493,26891.0688,6.857E-07,6.86E-07,36921.49491,10030.42613,316.0631497,qR12(21),A,v=0,22,21,F1f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,f,2,X,21,f,2,3628.6311,27550.7474,0.00007539,7.54E-05,37581.17348,10030.42613,36472.70892,rR2(21),A,v=0,22,22,F2f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,f,3,X,21,f,2,3544.1713,28207.2810,1.437E-07,1.44E-07,38237.70713,10030.42613,72.86054566,sR32(21),A,v=0,22,23,F3f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,1,X,21,e,3,3803.4246,26284.6328,0.00002992,2.99E-05,35713.49045,9428.857695,14461.62787,pP1(21),A,v=0,20,19,F1e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,2,X,21,e,3,3720.1369,26873.0878,4.391E-07,4.39E-07,36301.94547,9428.857695,221.8286166,qP21(21),A,v=0,20,20,F2e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,3,X,21,e,3,3634.3133,27507.6732,3.826E-10,3.83E-10,36936.53087,9428.857695,0.202521583,rP31(21),A,v=0,20,21,F3e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,2,X,21,e,4,3897.6799,25649.0217,2.578E-08,2.58E-08,36301.94547,10652.92372,11.86481008,oP23(21),A,v=0,20,20,F2e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,3,X,21,e,4,3803.5730,26283.6072,0.00003032,3.03E-05,36936.53087,10652.92372,14654.25899,pP3(21),A,v=0,20,21,F3e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,1,X,21,e,3,3720.3747,26871.3698,0.00009834,9.83E-05,36300.2275,9428.857695,47363.56989,qQ1(21),A,v=0,21,20,F1f,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,2,X,21,e,3,3634.3989,27507.0259,6.345E-07,6.35E-07,36935.88357,9428.857695,320.2428196,rQ21(21),A,v=0,21,21,F2f,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,1,X,21,e,4,3897.9410,25647.3038,3.055E-10,3.06E-10,36300.2275,10652.92372,0.134061628,oQ13(21),A,v=0,21,20,F1f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,2,X,21,e,4,3803.6667,26282.9599,4.112E-07,4.11E-07,36935.88357,10652.92372,189.4644824,pQ23(21),A,v=0,21,21,F2f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,3,X,21,e,4,3713.9328,26917.9775,0.00009872,9.87E-05,37570.90123,10652.92372,47711.02743,qQ3(21),A,v=0,21,22,F3f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,e,1,X,21,e,3,3634.6862,27504.8516,0.00007597,7.60E-05,36933.70928,9428.857695,36633.77189,rR1(21),A,v=0,22,21,F1e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,e,2,X,21,e,3,3552.8138,28138.6663,1.519E-07,1.52E-07,37567.52402,9428.857695,76.65815953,sR21(21),A,v=0,22,22,F2e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,22,e,1,X,21,e,4,3803.9814,26280.7856,1.417E-09,1.42E-09,36933.70928,10652.92372,0.623589455,pR13(21),A,v=0,22,21,F1e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
