Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position(angair),Position(cm-1),f-value(4sig),f-value,Eupper,Elower,A,Branch,Label,v',J',N',Fnp,Label,"v""","J""","N""",Fnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,9,X,20,e,3,3058.9237,32681.7350,1.058E-09,1.06E-09,41534.40769,8852.672721,0.792431437,rP31(20),A,v=2,19,20,F3e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,7,X,20,e,4,3282.8242,30452.8026,6.014E-10,6.01E-10,40483.24008,10030.43751,0.391081361,nP13(20),A,v=2,19,18,F1e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,8,X,20,e,4,3229.0947,30959.4943,1.673E-07,1.67E-07,40989.93181,10030.43751,112.4666955,oP23(20),A,v=2,19,19,F2e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,e,9,X,20,e,4,3173.2850,31503.9702,0.00006846,6.85E-05,41534.40769,10030.43751,47642.83169,pP3(20),A,v=2,19,20,F3e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,7,X,20,e,3,3110.9456,32135.2462,0.00009711,9.71E-05,40987.91894,8852.672721,66890.51213,qQ1(20),A,v=2,20,19,F1f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,8,X,20,e,3,3059.0286,32680.6152,5.262E-07,5.26E-07,41533.28791,8852.672721,374.8404522,rQ21(20),A,v=2,20,20,F2f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,9,X,20,e,3,3008.5841,33228.5428,2.622E-10,2.62E-10,42081.21556,8852.672721,0.193073949,sQ31(20),A,v=2,20,21,F3f,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,7,X,20,e,4,3229.3047,30957.4814,1.752E-09,1.75E-09,40987.91894,10030.43751,1.119940705,oQ13(20),A,v=2,20,19,F1f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,8,X,20,e,4,3173.3978,31502.8504,7.227E-07,7.23E-07,41533.28791,10030.43751,478.3994777,pQ23(20),A,v=2,20,20,F2f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,9,X,20,e,4,3119.1446,32050.7780,0.00009663,9.66E-05,42081.21556,10030.43751,66214.41074,qQ3(20),A,v=2,20,21,F3f,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,7,X,20,e,3,3059.2607,32678.1358,0.00002951,2.95E-05,41530.80851,8852.672721,20042.12346,rR1(20),A,v=2,21,20,F1e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,8,X,20,e,3,3008.8863,33225.2064,3.395E-08,3.40E-08,42077.87914,8852.672721,23.83885913,sR21(20),A,v=2,21,21,F2e,X,v=1,20,19,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,7,X,20,e,4,3173.6476,31500.3710,1.715E-09,1.72E-09,41530.80851,10030.43751,1.082444555,pR13(20),A,v=2,21,20,F1e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,8,X,20,e,4,3119.4694,32047.4416,3.909E-07,3.91E-07,42077.87914,10030.43751,255.360119,qR23(20),A,v=2,21,21,F2e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,9,X,20,e,4,3063.4848,32633.0785,0.0000291,2.91E-05,42663.51599,10030.43751,19707.97688,rR3(20),A,v=2,21,22,F3e,X,v=1,20,21,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,7,X,20,f,2,3220.2268,31044.7480,2.012E-07,2.01E-07,40475.46932,9430.721282,135.9682792,oP12(20),A,v=2,19,18,F1f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,8,X,20,f,2,3166.8205,31568.2773,0.00006776,6.78E-05,40998.99856,9430.721282,47351.38454,pP2(20),A,v=2,19,19,F2f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,19,f,9,X,20,f,2,3114.7141,32096.3663,8.706E-07,8.71E-07,41527.08759,9430.721282,628.9143198,qP32(20),A,v=2,19,20,F3f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,7,X,20,f,2,3167.0878,31565.6130,7.699E-07,7.70E-07,40996.33433,9430.721282,511.6601288,pQ12(20),A,v=2,20,19,F1e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,8,X,20,f,2,3115.0509,32092.8962,0.00009621,9.62E-05,41523.61748,9430.721282,66095.22894,qQ2(20),A,v=2,20,20,F2e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,9,X,20,f,2,3061.1096,32658.3989,4.572E-07,4.57E-07,42089.12018,9430.721282,325.2408059,rQ32(20),A,v=2,20,21,F3e,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,7,X,20,f,2,3115.2308,32091.0439,4.323E-07,4.32E-07,41521.76515,9430.721282,283.1623867,qR12(20),A,v=2,21,20,F1f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,8,X,20,f,2,3061.2023,32657.4099,0.00002915,2.92E-05,42088.1312,9430.721282,19774.9078,rR2(20),A,v=2,21,21,F2f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,9,X,20,f,2,3008.9654,33224.3320,3.144E-08,3.14E-08,42655.05326,9430.721282,22.07127585,sR32(20),A,v=2,21,22,F3f,X,v=1,20,20,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,7,X,21,f,2,3229.3035,30957.4928,1.864E-07,1.86E-07,40987.91894,10030.42613,124.9588603,oP12(21),A,v=2,20,19,F1f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,8,X,21,f,2,3173.3967,31502.8618,0.00006769,6.77E-05,41533.28791,10030.42613,46995.14426,pP2(21),A,v=2,20,20,F2f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,f,9,X,21,f,2,3119.1435,32050.7894,7.922E-07,7.92E-07,42081.21556,10030.42613,569.3083238,qP32(21),A,v=2,20,21,F3f,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,7,X,21,f,2,3173.6465,31500.3824,6.967E-07,6.97E-07,41530.80851,10030.42613,461.0980407,pQ12(21),A,v=2,21,20,F1e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,8,X,21,f,2,3119.4682,32047.4530,0.00009382,9.38E-05,42077.87914,10030.42613,64271.77425,qQ2(21),A,v=2,21,21,F2e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,9,X,21,f,2,3063.4838,32633.0899,4.063E-07,4.06E-07,42663.51599,10030.42613,288.5721067,rQ32(21),A,v=2,21,22,F3e,X,v=1,21,21,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,7,X,21,e,3,3166.9009,31567.4766,0.00006793,6.79E-05,40996.33433,9428.857695,47351.85757,pP1(21),A,v=2,20,19,F1e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,8,X,21,e,3,3114.8701,32094.7598,8.401E-07,8.40E-07,41523.61748,9428.857695,605.4019031,qP21(21),A,v=2,20,20,F2e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,9,X,21,e,3,3060.9349,32660.2625,8.671E-10,8.67E-10,42089.12018,9428.857695,0.647051114,rP31(21),A,v=2,20,21,F3e,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,7,X,21,e,4,3294.6596,30343.4106,5.481E-10,5.48E-10,40996.33433,10652.92372,0.353028715,nP13(21),A,v=2,20,19,F1e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,8,X,21,e,4,3238.3836,30870.6938,1.563E-07,1.56E-07,41523.61748,10652.92372,104.1918471,oP23(21),A,v=2,20,20,F2e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,20,e,9,X,21,e,4,3180.1266,31436.1965,0.0000683,6.83E-05,42089.12018,10652.92372,47220.40534,pP3(21),A,v=2,20,21,F3e,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,7,X,21,e,3,3115.0498,32092.9075,0.00009465,9.46E-05,41521.76515,9428.857695,65024.04296,qQ1(21),A,v=2,21,20,F1f,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,8,X,21,e,3,3061.0276,32659.2735,4.651E-07,4.65E-07,42088.1312,9428.857695,330.9120773,rQ21(21),A,v=2,21,21,F2f,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,9,X,21,e,3,3008.7967,33226.1956,2.16E-10,2.16E-10,42655.05326,9428.857695,0.159058337,sQ31(21),A,v=2,21,22,F3f,X,v=1,21,20,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,7,X,21,e,4,3238.5780,30868.8414,1.529E-09,1.53E-09,41521.76515,10652.92372,0.971522266,oQ13(21),A,v=2,21,20,F1f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,8,X,21,e,4,3180.2266,31435.2075,6.569E-07,6.57E-07,42088.1312,10652.92372,432.9851231,pQ23(21),A,v=2,21,21,F2f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,9,X,21,e,4,3123.8864,32002.1295,0.00009417,9.42E-05,42655.05326,10652.92372,64328.13569,qQ3(21),A,v=2,21,22,F3f,X,v=1,21,22,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,7,X,22,e,3,3173.4553,31502.2800,0.00006768,6.77E-05,41530.80851,10028.5285,46881.19614,pP1(22),A,v=2,21,20,F1e,X,v=1,22,21,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,8,X,22,e,3,3119.2835,32049.3506,7.634E-07,7.63E-07,42077.87914,10028.5285,547.3756683,qP21(22),A,v=2,21,21,F2e,X,v=1,22,21,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,9,X,22,e,3,3063.3056,32634.9875,7.199E-10,7.20E-10,42663.51599,10028.5285,0.535231355,rP31(22),A,v=2,21,22,F3e,X,v=1,22,21,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,7,X,22,e,4,3306.6468,30233.4138,5.042E-10,5.04E-10,41530.80851,11297.39473,0.321720399,nP13(22),A,v=2,21,20,F1e,X,v=1,22,23,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,8,X,22,e,4,3247.8748,30780.4844,1.464E-07,1.46E-07,42077.87914,11297.39473,96.79427478,oP23(22),A,v=2,21,21,F2e,X,v=1,22,23,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,e,9,X,22,e,4,3187.2316,31366.1213,0.00006798,6.80E-05,42663.51599,11297.39473,46684.7116,pP3(22),A,v=2,21,22,F3e,X,v=1,22,23,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,7,X,22,f,2,3238.5733,30868.8858,1.733E-07,1.73E-07,41521.76515,10652.87932,115.2452134,oP12(22),A,v=2,21,20,F1f,X,v=1,22,22,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,8,X,22,f,2,3180.2222,31435.2519,0.00006744,6.74E-05,42088.1312,10652.87932,46518.39053,pP2(22),A,v=2,21,21,F2f,X,v=1,22,22,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,21,f,9,X,22,f,2,3123.8821,32002.1739,7.227E-07,7.23E-07,42655.05326,10652.87932,516.6260262,qP32(22),A,v=2,21,22,F3f,X,v=1,22,22,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,5,X,0,e,1,2804.6767,35644.2305,0.000002637,2.64E-06,35675.79336,31.56285972,745.0006092,qR23(0),A,v=2,1,1,F2e,X,v=0,0,1,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,6,X,0,e,1,2799.3571,35711.9615,9.078E-07,9.08E-07,35743.52434,31.56285972,257.4120489,rR3(0),A,v=2,1,2,F3e,X,v=0,0,1,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,0,f,3,X,1,f,1,2802.9939,35665.6291,6.187E-07,6.19E-07,35698.97689,33.34782985,1574.897123,qP32(1),A,v=2,0,1,F3f,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,5,X,1,f,1,2804.8172,35642.4455,2.264E-07,2.26E-07,35675.79336,33.34782985,191.8753573,qQ2(1),A,v=2,1,1,F2e,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,6,X,1,f,1,2799.4971,35710.1765,6.603E-07,6.60E-07,35743.52434,33.34782985,561.6863209,rQ32(1),A,v=2,1,2,F3e,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,7,X,1,f,1,2807.6653,35606.2907,0.000001286,1.29E-06,35639.63854,33.34782985,652.3396269,qR12(1),A,v=2,2,1,F1f,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,8,X,1,f,1,2800.5173,35697.1673,7.126E-07,7.13E-07,35730.51516,33.34782985,363.438007,rR2(1),A,v=2,2,2,F2f,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,9,X,1,f,1,2792.9194,35794.2744,4.193E-08,4.19E-08,35827.62221,33.34782985,21.50197346,sR32(1),A,v=2,2,3,F3f,X,v=0,1,1,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,0,e,3,X,1,e,1,2800.5584,35696.6437,4.075E-07,4.08E-07,35696.63598,-0.007710236,1039.11431,rP31(1),A,v=2,0,1,F3e,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,0,e,3,X,1,e,2,2808.2342,35599.0789,0.000000211,2.11E-07,35696.63598,97.55711273,535.0532819,pP3(1),A,v=2,0,1,F3e,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,5,X,1,e,1,2802.1511,35676.3557,0.000001144,1.14E-06,35676.34798,-0.007710236,971.1642126,rQ21(1),A,v=2,1,1,F2f,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,6,X,1,e,1,2796.7490,35745.2628,7.447E-08,7.45E-08,35745.25512,-0.007710236,63.46542445,sQ31(1),A,v=2,1,2,F3f,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,5,X,1,e,2,2809.8356,35578.7909,4.764E-07,4.76E-07,35676.34798,97.55711273,402.273302,pQ23(1),A,v=2,1,1,F2f,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,6,X,1,e,2,2804.4039,35647.6980,0.000001047,1.05E-06,35745.25512,97.55711273,887.2712833,qQ3(1),A,v=2,1,2,F3f,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,7,X,1,e,1,2805.0366,35639.6581,0.000001798,1.80E-06,35639.6504,-0.007710236,914.0116294,rR1(1),A,v=2,2,1,F1e,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,8,X,1,e,1,2797.9734,35729.6222,1.227E-07,1.23E-07,35729.61447,-0.007710236,62.71331628,sR21(1),A,v=2,2,2,F2e,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,9,X,1,e,1,2790.4192,35826.3440,3.954E-10,3.95E-10,35826.3363,-0.007710236,0.20309354,tR31(1),A,v=2,2,3,F3e,X,v=0,1,0,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,7,X,1,e,2,2812.7369,35542.0933,1.058E-07,1.06E-07,35639.6504,97.55711273,53.49870914,pR13(1),A,v=2,2,1,F1e,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,8,X,1,e,2,2805.6349,35632.0574,0.000000693,6.93E-07,35729.61447,97.55711273,352.1514201,qR23(1),A,v=2,2,2,F2e,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,9,X,1,e,2,2798.0394,35728.7792,0.000001014,1.01E-06,35826.3363,97.55711273,517.8878917,rR3(1),A,v=2,2,3,F3e,X,v=0,1,2,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,5,X,2,e,1,2804.7502,35643.2961,4.193E-07,4.19E-07,35675.79336,32.49728177,592.251401,qP21(2),A,v=2,1,1,F2e,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,6,X,2,e,1,2799.4304,35711.0271,9.17E-08,9.17E-08,35743.52434,32.49728177,130.002715,rP31(2),A,v=2,1,2,F3e,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,5,X,2,e,2,2817.6449,35480.1860,3.159E-08,3.16E-08,35675.79336,195.6073674,44.20509676,oP23(2),A,v=2,1,1,F2e,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,e,6,X,2,e,2,2812.2761,35547.9170,4.446E-07,4.45E-07,35743.52434,195.6073674,624.5193592,pP3(2),A,v=2,1,2,F3e,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,7,X,2,e,1,2807.5983,35607.1413,0.000001017,1.02E-06,35639.63854,32.49728177,860.2297478,qQ1(2),A,v=2,2,1,F1f,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,8,X,2,e,1,2800.4506,35698.0179,6.302E-07,6.30E-07,35730.51516,32.49728177,535.6575723,rQ21(2),A,v=2,2,2,F2f,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,9,X,2,e,1,2792.8530,35795.1249,1.68E-08,1.68E-08,35827.62221,32.49728177,14.36060497,sQ31(2),A,v=2,2,3,F3f,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,7,X,2,e,2,2820.5192,35444.0312,1.615E-08,1.62E-08,35639.63854,195.6073674,13.53610774,oQ13(2),A,v=2,2,1,F1f,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,8,X,2,e,2,2813.3057,35534.9078,3.071E-07,3.07E-07,35730.51516,195.6073674,258.6837639,pQ23(2),A,v=2,2,2,F2f,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,9,X,2,e,2,2805.6383,35632.0148,0.0000014,1.40E-06,35827.62221,195.6073674,1186.045827,qQ3(2),A,v=2,2,3,F3f,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,7,X,2,e,1,2802.4362,35672.7256,0.000001315,1.32E-06,35705.22286,32.49728177,797.5839804,rR1(2),A,v=2,3,2,F1e,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,8,X,2,e,1,2793.8251,35782.6707,6.273E-08,6.27E-08,35815.16796,32.49728177,38.26675371,sR21(2),A,v=2,3,3,F2e,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,9,X,2,e,1,2784.0385,35908.4490,9.833E-11,9.83E-11,35940.94632,32.49728177,0.060410107,tR31(2),A,v=2,3,4,F3e,X,v=0,2,1,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,7,X,2,e,2,2815.3096,35509.6155,3.279E-08,3.28E-08,35705.22286,195.6073674,19.69771808,pR13(2),A,v=2,3,2,F1e,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,8,X,2,e,2,2806.6193,35619.5606,3.455E-07,3.45E-07,35815.16796,195.6073674,208.8368798,qR23(2),A,v=2,3,3,F2e,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,9,X,2,e,2,2796.7431,35745.3389,9.739E-07,9.74E-07,35940.94632,195.6073674,592.8799479,rR3(2),A,v=2,3,4,F3e,X,v=0,2,3,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,5,X,2,f,1,2809.9232,35577.6816,0.000000141,1.41E-07,35676.34798,98.66640593,198.4153224,pP2(2),A,v=2,1,1,F2f,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,1,f,6,X,2,f,1,2804.4912,35646.5887,4.413E-07,4.41E-07,35745.25512,98.66640593,623.3964745,qP32(2),A,v=2,1,2,F3f,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,7,X,2,f,1,2812.8247,35540.9840,3.553E-07,3.55E-07,35639.6504,98.66640593,299.38694,pQ12(2),A,v=2,2,1,F1e,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,8,X,2,f,1,2805.7223,35630.9481,8.141E-07,8.14E-07,35729.61447,98.66640593,689.4148315,qQ2(2),A,v=2,2,2,F2e,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,9,X,2,f,1,2798.1263,35727.6699,3.631E-07,3.63E-07,35826.3363,98.66640593,309.1153116,rQ32(2),A,v=2,2,3,F3e,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,f,7,X,2,f,1,2807.6503,35606.4814,5.693E-07,5.69E-07,35705.14777,98.66640593,343.902284,qR12(2),A,v=2,3,2,F1f,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,f,8,X,2,f,1,2798.9108,35717.6554,8.402E-07,8.40E-07,35816.32183,98.66640593,510.7102034,rR2(2),A,v=2,3,3,F2f,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,f,9,X,2,f,1,2789.1060,35843.2108,2.729E-08,2.73E-08,35941.87723,98.66640593,16.70334866,sR32(2),A,v=2,3,4,F3f,X,v=0,2,2,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,7,X,3,f,1,2820.5936,35443.0963,3.541E-08,3.54E-08,35639.63854,196.5422478,41.54004687,oP12(3),A,v=2,2,1,F1f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,8,X,3,f,1,2813.3797,35533.9729,3.525E-07,3.53E-07,35730.51516,196.5422478,415.6824776,pP2(3),A,v=2,2,2,F2f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,f,9,X,3,f,1,2805.7119,35631.0800,2.964E-07,2.96E-07,35827.62221,196.5422478,351.4483429,qP32(3),A,v=2,2,3,F3f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,7,X,3,f,1,2815.3837,35508.6806,2.836E-07,2.84E-07,35705.22286,196.5422478,238.4881466,pQ12(3),A,v=2,3,2,F1e,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,8,X,3,f,1,2806.6930,35618.6257,0.00000119,1.19E-06,35815.16796,196.5422478,1007.221977,qQ2(3),A,v=2,3,3,F2e,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,3,e,9,X,3,f,1,2796.8162,35744.4041,2.209E-07,2.21E-07,35940.94632,196.5422478,188.2339698,rQ32(3),A,v=2,3,4,F3e,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,4,f,7,X,3,f,1,2808.0800,35601.0337,3.108E-07,3.11E-07,35797.57594,196.5422478,204.331561,qR12(3),A,v=2,4,3,F1f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,4,f,8,X,3,f,1,2797.4582,35736.2016,8.531E-07,8.53E-07,35932.74385,196.5422478,565.233665,rR2(3),A,v=2,4,4,F2f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,4,f,9,X,3,f,1,2785.4725,35889.9637,1.743E-08,1.74E-08,36086.50591,196.5422478,11.64531519,sR32(3),A,v=2,4,5,F3f,X,v=0,3,3,F2f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,7,X,3,e,1,2812.7490,35541.9404,2.557E-07,2.56E-07,35639.6504,97.70999796,301.6786922,pP1(3),A,v=2,2,1,F1e,X,v=0,3,2,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,8,X,3,e,1,2805.6470,35631.9045,3.681E-07,3.68E-07,35729.61447,97.70999796,436.3900424,qP21(3),A,v=2,2,2,F2e,X,v=0,3,2,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,9,X,3,e,1,2798.0514,35728.6263,2.669E-08,2.67E-08,35826.3363,97.70999796,31.81694702,rP31(3),A,v=2,2,3,F3e,X,v=0,3,2,F1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,A,2,e,7,X,3,e,2,2830.9352,35313.6267,8.45E-10,8.45E-10,35639.6504,326.0236991,0.983991233,nP13(3),A,v=2,2,1,F1e,X,v=0,3,4,F3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
