species,wavelength_air_A,star,abundance_dex,used,source_table
K,15168.40,2M14360935-6309399,,False,table_k.dat
K,15168.40,2M14371958-6251344,-0.11,True,table_k.dat
K,15168.40,2M14375085-6237526,-0.12,True,table_k.dat
K,15168.40,2M15161949+0244516,0.19,True,table_k.dat
K,15168.40,2M17584888-2351011,-0.15,True,table_k.dat
K,15168.40,2M18103303-1626220,-0.03,True,table_k.dat
K,15168.40,2M18142346-2136410,0.04,True,table_k.dat
K,15168.40,2M18191551-1726223,-0.01,True,table_k.dat
K,15168.40,2M18522108-3022143,0.25,True,table_k.dat
K,15168.40,HD132813,0.04,True,table_k.dat
K,15168.40,HD175588,-0.07,True,table_k.dat
K,15168.40,HD89758,-0.02,True,table_k.dat
K,15168.40,HD224935,0.00,True,table_k.dat
K,15168.40,HD101153,0.05,True,table_k.dat
K,15168.40,HIP54396,-0.02,True,table_k.dat
Ca,16150.76,2M05484106-0602007,-0.01,True,table_ca.dat
Ca,16150.76,2M05594446-7212111,0.05,True,table_ca.dat
Ca,16150.76,2M06035110-7456029,0.14,True,table_ca.dat
Ca,16150.76,2M06035214-7255079,-0.00,True,table_ca.dat
Ca,16150.76,2M06052796-0553384,-0.18,True,table_ca.dat
Ca,16150.76,2M06074096-0530332,0.01,True,table_ca.dat
Ca,16150.76,2M06124201-0025095,0.06,True,table_ca.dat
Ca,16150.76,2M06140107-0641072,0.05,True,table_ca.dat
Ca,16150.76,2M06143705-0551064,-0.04,True,table_ca.dat
Ca,16150.76,2M06171159-7259319,0.22,True,table_ca.dat
Ca,16150.76,2M06223443-0443153,0.04,True,table_ca.dat
Ca,16150.76,2M06231693-0530385,0.06,True,table_ca.dat
Ca,16150.76,2M06520463-0047080,-0.01,True,table_ca.dat
Ca,16150.76,2M06551808-0148080,0.00,True,table_ca.dat
Ca,16150.76,2M06574070-1231239,-0.00,True,table_ca.dat
Ca,16150.76,2M10430394-4605354,-0.18,True,table_ca.dat
Ca,16150.76,2M11042542-7318068,-0.03,True,table_ca.dat
Ca,16150.76,2M12101600-4936072,-0.01,True,table_ca.dat
Ca,16150.76,2M13403516-5040261,-0.09,True,table_ca.dat
Ca,16150.76,2M14131192-4849280,-0.01,True,table_ca.dat
Ca,16150.76,2M14240039-6252516,-0.02,True,table_ca.dat
Ca,16150.76,2M14241044-6218367,-0.10,True,table_ca.dat
Ca,16150.76,2M14260433-6219024,0.13,True,table_ca.dat
Ca,16150.76,2M14261117-6240220,-0.06,True,table_ca.dat
Ca,16150.76,2M14275833-6147534,0.04,True,table_ca.dat
Ca,16150.76,2M14283733-6257279,-0.05,True,table_ca.dat
Ca,16150.76,2M14291063-6317181,-0.04,True,table_ca.dat
Ca,16150.76,2M14311520-6145468,-0.02,True,table_ca.dat
Ca,16150.76,2M14322072-6215506,-0.17,True,table_ca.dat
Ca,16150.76,2M14332169-6302108,-0.12,True,table_ca.dat
Ca,16150.76,2M14332869-6211255,-0.11,True,table_ca.dat
Ca,16150.76,2M14333081-6221450,-0.06,True,table_ca.dat
Ca,16150.76,2M14333688-6232028,-0.01,True,table_ca.dat
Ca,16150.76,2M14345114-6225509,-0.00,True,table_ca.dat
Ca,16150.76,2M14360142-6228561,-0.04,True,table_ca.dat
Ca,16150.76,2M14360935-6309399,0.00,True,table_ca.dat
Ca,16150.76,2M14371958-6251344,-0.12,True,table_ca.dat
Ca,16150.76,2M14375085-6237526,-0.12,True,table_ca.dat
Ca,16150.76,2M15161949+0244516,0.07,True,table_ca.dat
Ca,16150.76,2M17584888-2351011,-0.12,True,table_ca.dat
Ca,16150.76,2M18103303-1626220,0.05,True,table_ca.dat
Ca,16150.76,2M18142346-2136410,0.02,True,table_ca.dat
Ca,16150.76,2M18191551-1726223,-0.00,True,table_ca.dat
Ca,16150.76,2M18522108-3022143,0.16,True,table_ca.dat
Ca,16150.76,HD132813,-0.02,True,table_ca.dat
Ca,16150.76,HD175588,-0.03,True,table_ca.dat
Ca,16150.76,HD89758,-0.08,True,table_ca.dat
Ca,16150.76,HD224935,-0.07,True,table_ca.dat
Ca,16150.76,HD101153,-0.06,True,table_ca.dat
Ca,16150.76,HIP54396,-0.05,True,table_ca.dat
Ca,16155.24,2M05484106-0602007,0.09,True,table_ca.dat
Ca,16155.24,2M05594446-7212111,0.07,True,table_ca.dat
Ca,16155.24,2M06035110-7456029,0.18,True,table_ca.dat
Ca,16155.24,2M06035214-7255079,-0.02,True,table_ca.dat
Ca,16155.24,2M06052796-0553384,0.00,True,table_ca.dat
Ca,16155.24,2M06074096-0530332,0.04,True,table_ca.dat
Ca,16155.24,2M06124201-0025095,0.13,True,table_ca.dat
Ca,16155.24,2M06140107-0641072,0.14,True,table_ca.dat
Ca,16155.24,2M06143705-0551064,0.10,True,table_ca.dat
Ca,16155.24,2M06171159-7259319,0.24,True,table_ca.dat
Ca,16155.24,2M06223443-0443153,0.08,True,table_ca.dat
Ca,16155.24,2M06231693-0530385,0.09,True,table_ca.dat
Ca,16155.24,2M06520463-0047080,0.07,True,table_ca.dat
Ca,16155.24,2M06551808-0148080,0.10,True,table_ca.dat
Ca,16155.24,2M06574070-1231239,0.09,True,table_ca.dat
Ca,16155.24,2M10430394-4605354,-0.11,True,table_ca.dat
Ca,16155.24,2M11042542-7318068,0.04,True,table_ca.dat
Ca,16155.24,2M12101600-4936072,0.03,True,table_ca.dat
Ca,16155.24,2M13403516-5040261,0.04,True,table_ca.dat
Ca,16155.24,2M14131192-4849280,0.10,True,table_ca.dat
Ca,16155.24,2M14240039-6252516,0.12,True,table_ca.dat
Ca,16155.24,2M14241044-6218367,0.04,True,table_ca.dat
Ca,16155.24,2M14260433-6219024,0.02,True,table_ca.dat
Ca,16155.24,2M14261117-6240220,0.03,True,table_ca.dat
Ca,16155.24,2M14275833-6147534,0.09,True,table_ca.dat
Ca,16155.24,2M14283733-6257279,0.01,True,table_ca.dat
Ca,16155.24,2M14291063-6317181,0.04,True,table_ca.dat
Ca,16155.24,2M14311520-6145468,0.04,True,table_ca.dat
Ca,16155.24,2M14322072-6215506,-0.02,True,table_ca.dat
Ca,16155.24,2M14332169-6302108,0.05,True,table_ca.dat
Ca,16155.24,2M14332869-6211255,-0.00,True,table_ca.dat
Ca,16155.24,2M14333081-6221450,0.03,True,table_ca.dat
Ca,16155.24,2M14333688-6232028,0.07,True,table_ca.dat
Ca,16155.24,2M14345114-6225509,0.12,True,table_ca.dat
Ca,16155.24,2M14360142-6228561,0.08,True,table_ca.dat
Ca,16155.24,2M14360935-6309399,0.12,True,table_ca.dat
Ca,16155.24,2M14371958-6251344,0.00,True,table_ca.dat
Ca,16155.24,2M14375085-6237526,-0.06,True,table_ca.dat
Ca,16155.24,2M15161949+0244516,0.19,True,table_ca.dat
Ca,16155.24,2M17584888-2351011,0.02,True,table_ca.dat
Ca,16155.24,2M18103303-1626220,0.17,True,table_ca.dat
Ca,16155.24,2M18142346-2136410,0.12,True,table_ca.dat
Ca,16155.24,2M18191551-1726223,0.10,True,table_ca.dat
Ca,16155.24,2M18522108-3022143,0.24,True,table_ca.dat
Ca,16155.24,HD132813,0.02,True,table_ca.dat
Ca,16155.24,HD175588,0.07,True,table_ca.dat
Ca,16155.24,HD89758,0.06,True,table_ca.dat
Ca,16155.24,HD224935,0.04,True,table_ca.dat
Ca,16155.24,HD101153,0.02,True,table_ca.dat
Ca,16155.24,HIP54396,0.03,True,table_ca.dat
Ca,16157.36,2M05484106-0602007,0.01,True,table_ca.dat
Ca,16157.36,2M05594446-7212111,0.08,True,table_ca.dat
Ca,16157.36,2M06035110-7456029,0.11,True,table_ca.dat
Ca,16157.36,2M06035214-7255079,-0.04,True,table_ca.dat
Ca,16157.36,2M06052796-0553384,-0.13,True,table_ca.dat
Ca,16157.36,2M06074096-0530332,-0.00,True,table_ca.dat
Ca,16157.36,2M06124201-0025095,0.01,True,table_ca.dat
Ca,16157.36,2M06140107-0641072,0.04,True,table_ca.dat
Ca,16157.36,2M06143705-0551064,-0.02,True,table_ca.dat
Ca,16157.36,2M06171159-7259319,0.19,True,table_ca.dat
Ca,16157.36,2M06223443-0443153,0.01,True,table_ca.dat
Ca,16157.36,2M06231693-0530385,0.01,True,table_ca.dat
Ca,16157.36,2M06520463-0047080,-0.01,True,table_ca.dat
Ca,16157.36,2M06551808-0148080,0.02,True,table_ca.dat
Ca,16157.36,2M06574070-1231239,0.01,True,table_ca.dat
Ca,16157.36,2M10430394-4605354,-0.17,True,table_ca.dat
Ca,16157.36,2M11042542-7318068,0.04,True,table_ca.dat
Ca,16157.36,2M12101600-4936072,-0.00,True,table_ca.dat
Ca,16157.36,2M13403516-5040261,-0.03,True,table_ca.dat
Ca,16157.36,2M14131192-4849280,0.02,True,table_ca.dat
Ca,16157.36,2M14240039-6252516,-0.02,True,table_ca.dat
Ca,16157.36,2M14241044-6218367,-0.06,True,table_ca.dat
Ca,16157.36,2M14260433-6219024,0.00,True,table_ca.dat
Ca,16157.36,2M14261117-6240220,-0.04,True,table_ca.dat
Ca,16157.36,2M14275833-6147534,-0.04,True,table_ca.dat
Ca,16157.36,2M14283733-6257279,-0.01,True,table_ca.dat
Ca,16157.36,2M14291063-6317181,-0.07,True,table_ca.dat
Ca,16157.36,2M14311520-6145468,-0.05,True,table_ca.dat
Ca,16157.36,2M14322072-6215506,-0.08,True,table_ca.dat
Ca,16157.36,2M14332169-6302108,-0.02,True,table_ca.dat
Ca,16157.36,2M14332869-6211255,-0.14,True,table_ca.dat
Ca,16157.36,2M14333081-6221450,-0.05,True,table_ca.dat
Ca,16157.36,2M14333688-6232028,-0.05,True,table_ca.dat
Ca,16157.36,2M14345114-6225509,0.02,True,table_ca.dat
Ca,16157.36,2M14360142-6228561,-0.01,True,table_ca.dat
Ca,16157.36,2M14360935-6309399,-0.03,True,table_ca.dat
Ca,16157.36,2M14371958-6251344,-0.09,True,table_ca.dat
Ca,16157.36,2M14375085-6237526,-0.12,True,table_ca.dat
Ca,16157.36,2M15161949+0244516,0.14,True,table_ca.dat
Ca,16157.36,2M17584888-2351011,-0.15,True,table_ca.dat
Ca,16157.36,2M18103303-1626220,0.02,True,table_ca.dat
Ca,16157.36,2M18142346-2136410,-0.00,True,table_ca.dat
Ca,16157.36,2M18191551-1726223,-0.01,True,table_ca.dat
Ca,16157.36,2M18522108-3022143,0.14,True,table_ca.dat
Ca,16157.36,HD132813,-0.10,True,table_ca.dat
Ca,16157.36,HD175588,-0.10,True,table_ca.dat
Ca,16157.36,HD89758,-0.06,True,table_ca.dat
Ca,16157.36,HD224935,-0.10,True,table_ca.dat
Ca,16157.36,HD101153,-0.15,True,table_ca.dat
Ca,16157.36,HIP54396,-0.09,True,table_ca.dat
Ca,20962.57,2M05484106-0602007,0.07,True,table_ca.dat
Ca,20962.57,2M05594446-7212111,0.05,True,table_ca.dat
Ca,20962.57,2M06035110-7456029,0.16,True,table_ca.dat
Ca,20962.57,2M06035214-7255079,0.01,True,table_ca.dat
Ca,20962.57,2M06052796-0553384,-0.01,True,table_ca.dat
Ca,20962.57,2M06074096-0530332,0.06,True,table_ca.dat
Ca,20962.57,2M06124201-0025095,0.17,True,table_ca.dat
Ca,20962.57,2M06140107-0641072,0.22,True,table_ca.dat
Ca,20962.57,2M06143705-0551064,0.10,True,table_ca.dat
Ca,20962.57,2M06171159-7259319,0.21,True,table_ca.dat
Ca,20962.57,2M06223443-0443153,0.03,True,table_ca.dat
Ca,20962.57,2M06231693-0530385,0.09,True,table_ca.dat
Ca,20962.57,2M06520463-0047080,0.08,True,table_ca.dat
Ca,20962.57,2M06551808-0148080,0.11,True,table_ca.dat
Ca,20962.57,2M06574070-1231239,0.09,True,table_ca.dat
Ca,20962.57,2M10430394-4605354,-0.06,True,table_ca.dat
Ca,20962.57,2M11042542-7318068,0.13,True,table_ca.dat
Ca,20962.57,2M12101600-4936072,0.03,True,table_ca.dat
Ca,20962.57,2M13403516-5040261,-0.00,True,table_ca.dat
Ca,20962.57,2M14131192-4849280,0.12,True,table_ca.dat
Ca,20962.57,2M14240039-6252516,0.11,True,table_ca.dat
Ca,20962.57,2M14241044-6218367,0.07,True,table_ca.dat
Ca,20962.57,2M14260433-6219024,0.01,True,table_ca.dat
Ca,20962.57,2M14261117-6240220,-0.02,True,table_ca.dat
Ca,20962.57,2M14275833-6147534,0.09,True,table_ca.dat
Ca,20962.57,2M14283733-6257279,0.06,True,table_ca.dat
Ca,20962.57,2M14291063-6317181,0.05,True,table_ca.dat
Ca,20962.57,2M14311520-6145468,0.07,True,table_ca.dat
Ca,20962.57,2M14322072-6215506,0.01,True,table_ca.dat
Ca,20962.57,2M14332169-6302108,0.09,True,table_ca.dat
Ca,20962.57,2M14332869-6211255,0.02,True,table_ca.dat
Ca,20962.57,2M14333081-6221450,0.03,True,table_ca.dat
Ca,20962.57,2M14333688-6232028,0.02,True,table_ca.dat
Ca,20962.57,2M14345114-6225509,0.11,True,table_ca.dat
Ca,20962.57,2M14360142-6228561,0.08,True,table_ca.dat
Ca,20962.57,2M14360935-6309399,0.06,True,table_ca.dat
Ca,20962.57,2M14371958-6251344,0.00,True,table_ca.dat
Ca,20962.57,2M14375085-6237526,0.03,True,table_ca.dat
Ca,20962.57,2M15161949+0244516,0.24,True,table_ca.dat
Ca,20962.57,2M17584888-2351011,0.01,True,table_ca.dat
Ca,20962.57,2M18103303-1626220,0.08,True,table_ca.dat
Ca,20962.57,2M18142346-2136410,0.05,True,table_ca.dat
Ca,20962.57,2M18191551-1726223,0.07,True,table_ca.dat
Ca,20962.57,2M18522108-3022143,0.26,True,table_ca.dat
Ca,20962.57,HD132813,0.12,True,table_ca.dat
Ca,20962.57,HD175588,0.13,True,table_ca.dat
Ca,20962.57,HD89758,0.09,True,table_ca.dat
Ca,20962.57,HD224935,,False,table_ca.dat
Ca,20962.57,HD101153,,False,table_ca.dat
Ca,20962.57,HIP54396,0.13,True,table_ca.dat
Ca,20972.53,2M05484106-0602007,0.09,True,table_ca.dat
Ca,20972.53,2M05594446-7212111,0.07,True,table_ca.dat
Ca,20972.53,2M06035110-7456029,0.19,True,table_ca.dat
Ca,20972.53,2M06035214-7255079,-0.08,True,table_ca.dat
Ca,20972.53,2M06052796-0553384,-0.08,True,table_ca.dat
Ca,20972.53,2M06074096-0530332,0.04,True,table_ca.dat
Ca,20972.53,2M06124201-0025095,0.21,True,table_ca.dat
Ca,20972.53,2M06140107-0641072,0.17,True,table_ca.dat
Ca,20972.53,2M06143705-0551064,0.07,True,table_ca.dat
Ca,20972.53,2M06171159-7259319,0.32,True,table_ca.dat
Ca,20972.53,2M06223443-0443153,0.13,True,table_ca.dat
Ca,20972.53,2M06231693-0530385,0.07,True,table_ca.dat
Ca,20972.53,2M06520463-0047080,0.09,True,table_ca.dat
Ca,20972.53,2M06551808-0148080,0.11,True,table_ca.dat
Ca,20972.53,2M06574070-1231239,0.08,True,table_ca.dat
Ca,20972.53,2M10430394-4605354,-0.09,True,table_ca.dat
Ca,20972.53,2M11042542-7318068,0.03,True,table_ca.dat
Ca,20972.53,2M12101600-4936072,0.05,True,table_ca.dat
Ca,20972.53,2M13403516-5040261,0.06,True,table_ca.dat
Ca,20972.53,2M14131192-4849280,0.10,True,table_ca.dat
Ca,20972.53,2M14240039-6252516,0.11,True,table_ca.dat
Ca,20972.53,2M14241044-6218367,0.08,True,table_ca.dat
Ca,20972.53,2M14260433-6219024,0.02,True,table_ca.dat
Ca,20972.53,2M14261117-6240220,0.03,True,table_ca.dat
Ca,20972.53,2M14275833-6147534,0.04,True,table_ca.dat
Ca,20972.53,2M14283733-6257279,0.07,True,table_ca.dat
Ca,20972.53,2M14291063-6317181,0.02,True,table_ca.dat
Ca,20972.53,2M14311520-6145468,0.13,True,table_ca.dat
Ca,20972.53,2M14322072-6215506,-0.00,True,table_ca.dat
Ca,20972.53,2M14332169-6302108,0.12,True,table_ca.dat
Ca,20972.53,2M14332869-6211255,0.04,True,table_ca.dat
Ca,20972.53,2M14333081-6221450,0.05,True,table_ca.dat
Ca,20972.53,2M14333688-6232028,0.05,True,table_ca.dat
Ca,20972.53,2M14345114-6225509,0.15,True,table_ca.dat
Ca,20972.53,2M14360142-6228561,0.11,True,table_ca.dat
Ca,20972.53,2M14360935-6309399,0.16,True,table_ca.dat
Ca,20972.53,2M14371958-6251344,0.01,True,table_ca.dat
Ca,20972.53,2M14375085-6237526,0.03,True,table_ca.dat
Ca,20972.53,2M15161949+0244516,0.17,True,table_ca.dat
Ca,20972.53,2M17584888-2351011,0.09,True,table_ca.dat
Ca,20972.53,2M18103303-1626220,0.14,True,table_ca.dat
Ca,20972.53,2M18142346-2136410,0.12,True,table_ca.dat
Ca,20972.53,2M18191551-1726223,0.10,True,table_ca.dat
Ca,20972.53,2M18522108-3022143,0.27,True,table_ca.dat
Ca,20972.53,HD132813,0.19,True,table_ca.dat
Ca,20972.53,HD175588,0.18,True,table_ca.dat
Ca,20972.53,HD89758,0.04,True,table_ca.dat
Ca,20972.53,HD224935,0.12,True,table_ca.dat
Ca,20972.53,HD101153,0.13,True,table_ca.dat
Ca,20972.53,HIP54396,0.13,True,table_ca.dat
Ca,21113.90,2M05484106-0602007,0.10,True,table_ca.dat
Ca,21113.90,2M05594446-7212111,,False,table_ca.dat
Ca,21113.90,2M06035110-7456029,0.36,True,table_ca.dat
Ca,21113.90,2M06035214-7255079,0.16,True,table_ca.dat
Ca,21113.90,2M06052796-0553384,-0.07,True,table_ca.dat
Ca,21113.90,2M06074096-0530332,0.24,True,table_ca.dat
Ca,21113.90,2M06124201-0025095,,False,table_ca.dat
Ca,21113.90,2M06140107-0641072,0.30,True,table_ca.dat
Ca,21113.90,2M06143705-0551064,,False,table_ca.dat
Ca,21113.90,2M06171159-7259319,,False,table_ca.dat
Ca,21113.90,2M06223443-0443153,,False,table_ca.dat
Ca,21113.90,2M06231693-0530385,,False,table_ca.dat
Ca,21113.90,2M06520463-0047080,0.16,True,table_ca.dat
Ca,21113.90,2M06551808-0148080,0.22,True,table_ca.dat
Ca,21113.90,2M06574070-1231239,,False,table_ca.dat
Ca,21113.90,2M10430394-4605354,,False,table_ca.dat
Ca,21113.90,2M11042542-7318068,,False,table_ca.dat
Ca,21113.90,2M12101600-4936072,,False,table_ca.dat
Ca,21113.90,2M13403516-5040261,,False,table_ca.dat
Ca,21113.90,2M14131192-4849280,0.08,True,table_ca.dat
Ca,21113.90,2M14240039-6252516,0.15,True,table_ca.dat
Ca,21113.90,2M14241044-6218367,0.06,True,table_ca.dat
Ca,21113.90,2M14260433-6219024,0.15,True,table_ca.dat
Ca,21113.90,2M14261117-6240220,,False,table_ca.dat
Ca,21113.90,2M14275833-6147534,0.08,True,table_ca.dat
Ca,21113.90,2M14283733-6257279,0.02,True,table_ca.dat
Ca,21113.90,2M14291063-6317181,0.10,True,table_ca.dat
Ca,21113.90,2M14311520-6145468,0.07,True,table_ca.dat
Ca,21113.90,2M14322072-6215506,,False,table_ca.dat
Ca,21113.90,2M14332169-6302108,,False,table_ca.dat
Ca,21113.90,2M14332869-6211255,0.06,True,table_ca.dat
Ca,21113.90,2M14333081-6221450,0.08,True,table_ca.dat
Ca,21113.90,2M14333688-6232028,0.10,True,table_ca.dat
Ca,21113.90,2M14345114-6225509,0.11,True,table_ca.dat
Ca,21113.90,2M14360142-6228561,0.22,True,table_ca.dat
Ca,21113.90,2M14360935-6309399,0.20,True,table_ca.dat
Ca,21113.90,2M14371958-6251344,0.03,True,table_ca.dat
Ca,21113.90,2M14375085-6237526,,False,table_ca.dat
Ca,21113.90,2M15161949+0244516,,False,table_ca.dat
Ca,21113.90,2M17584888-2351011,0.03,True,table_ca.dat
Ca,21113.90,2M18103303-1626220,0.21,True,table_ca.dat
Ca,21113.90,2M18142346-2136410,0.10,True,table_ca.dat
Ca,21113.90,2M18191551-1726223,0.10,True,table_ca.dat
Ca,21113.90,2M18522108-3022143,0.38,True,table_ca.dat
Ca,21113.90,HD132813,0.28,True,table_ca.dat
Ca,21113.90,HD175588,0.22,True,table_ca.dat
Ca,21113.90,HD89758,0.04,True,table_ca.dat
Ca,21113.90,HD224935,0.14,True,table_ca.dat
Ca,21113.90,HD101153,0.03,True,table_ca.dat
Ca,21113.90,HIP54396,0.12,True,table_ca.dat
Ca,22607.94,2M05484106-0602007,-0.03,True,table_ca.dat
Ca,22607.94,2M05594446-7212111,0.01,True,table_ca.dat
Ca,22607.94,2M06035110-7456029,,False,table_ca.dat
Ca,22607.94,2M06035214-7255079,-0.17,True,table_ca.dat
Ca,22607.94,2M06052796-0553384,0.04,True,table_ca.dat
Ca,22607.94,2M06074096-0530332,,False,table_ca.dat
Ca,22607.94,2M06124201-0025095,-0.04,True,table_ca.dat
Ca,22607.94,2M06140107-0641072,0.12,True,table_ca.dat
Ca,22607.94,2M06143705-0551064,-0.11,True,table_ca.dat
Ca,22607.94,2M06171159-7259319,0.12,True,table_ca.dat
Ca,22607.94,2M06223443-0443153,-0.06,True,table_ca.dat
Ca,22607.94,2M06231693-0530385,0.01,True,table_ca.dat
Ca,22607.94,2M06520463-0047080,0.00,True,table_ca.dat
Ca,22607.94,2M06551808-0148080,-0.03,True,table_ca.dat
Ca,22607.94,2M06574070-1231239,0.01,True,table_ca.dat
Ca,22607.94,2M10430394-4605354,-0.16,True,table_ca.dat
Ca,22607.94,2M11042542-7318068,-0.05,True,table_ca.dat
Ca,22607.94,2M12101600-4936072,-0.12,True,table_ca.dat
Ca,22607.94,2M13403516-5040261,-0.06,True,table_ca.dat
Ca,22607.94,2M14131192-4849280,0.06,True,table_ca.dat
Ca,22607.94,2M14240039-6252516,0.08,True,table_ca.dat
Ca,22607.94,2M14241044-6218367,-0.08,True,table_ca.dat
Ca,22607.94,2M14260433-6219024,-0.18,True,table_ca.dat
Ca,22607.94,2M14261117-6240220,-0.04,True,table_ca.dat
Ca,22607.94,2M14275833-6147534,,False,table_ca.dat
Ca,22607.94,2M14283733-6257279,0.01,True,table_ca.dat
Ca,22607.94,2M14291063-6317181,0.00,True,table_ca.dat
Ca,22607.94,2M14311520-6145468,0.07,True,table_ca.dat
Ca,22607.94,2M14322072-6215506,-0.09,True,table_ca.dat
Ca,22607.94,2M14332169-6302108,0.02,True,table_ca.dat
Ca,22607.94,2M14332869-6211255,-0.17,True,table_ca.dat
Ca,22607.94,2M14333081-6221450,0.01,True,table_ca.dat
Ca,22607.94,2M14333688-6232028,-0.05,True,table_ca.dat
Ca,22607.94,2M14345114-6225509,,False,table_ca.dat
Ca,22607.94,2M14360142-6228561,0.06,True,table_ca.dat
Ca,22607.94,2M14360935-6309399,0.10,True,table_ca.dat
Ca,22607.94,2M14371958-6251344,-0.08,True,table_ca.dat
Ca,22607.94,2M14375085-6237526,-0.10,True,table_ca.dat
Ca,22607.94,2M15161949+0244516,0.13,True,table_ca.dat
Ca,22607.94,2M17584888-2351011,-0.12,True,table_ca.dat
Ca,22607.94,2M18103303-1626220,0.12,True,table_ca.dat
Ca,22607.94,2M18142346-2136410,0.06,True,table_ca.dat
Ca,22607.94,2M18191551-1726223,0.07,True,table_ca.dat
Ca,22607.94,2M18522108-3022143,0.13,True,table_ca.dat
Ca,22607.94,HD132813,0.13,True,table_ca.dat
Ca,22607.94,HD175588,0.16,True,table_ca.dat
Ca,22607.94,HD89758,0.01,True,table_ca.dat
Ca,22607.94,HD224935,0.21,True,table_ca.dat
Ca,22607.94,HD101153,,False,table_ca.dat
Ca,22607.94,HIP54396,0.34,True,table_ca.dat
Ca,22624.96,2M05484106-0602007,-0.00,True,table_ca.dat
Ca,22624.96,2M05594446-7212111,0.10,True,table_ca.dat
Ca,22624.96,2M06035110-7456029,0.01,True,table_ca.dat
Ca,22624.96,2M06035214-7255079,-0.06,True,table_ca.dat
Ca,22624.96,2M06052796-0553384,-0.10,True,table_ca.dat
Ca,22624.96,2M06074096-0530332,0.04,True,table_ca.dat
Ca,22624.96,2M06124201-0025095,-0.04,True,table_ca.dat
Ca,22624.96,2M06140107-0641072,-0.03,True,table_ca.dat
Ca,22624.96,2M06143705-0551064,0.02,True,table_ca.dat
Ca,22624.96,2M06171159-7259319,0.09,True,table_ca.dat
Ca,22624.96,2M06223443-0443153,-0.03,True,table_ca.dat
Ca,22624.96,2M06231693-0530385,-0.01,True,table_ca.dat
Ca,22624.96,2M06520463-0047080,-0.00,True,table_ca.dat
Ca,22624.96,2M06551808-0148080,0.07,True,table_ca.dat
Ca,22624.96,2M06574070-1231239,-0.09,True,table_ca.dat
