element,ion,wave_A,teff_K,logg,feh,delta_nlte
Na,1,5682.633,5772,4.44,0.0,-0.1214
Na,1,5688.205,5772,4.44,0.0,-0.1373
Na,1,5682.633,5100,4.44,0.0,-0.1016
Na,1,5688.205,5100,4.44,0.0,-0.1027
Na,1,5682.633,6200,4.44,0.0,-0.1246
Na,1,5688.205,6200,4.44,0.0,-0.1546
Na,1,5682.633,5772,4.0,0.0,-0.1591
Na,1,5688.205,5772,4.0,0.0,-0.1772
Na,1,5682.633,5772,4.7,0.0,-0.1013
Na,1,5688.205,5772,4.7,0.0,-0.1187
Na,1,5682.633,5772,4.44,-0.3,-0.1214
Na,1,5688.205,5772,4.44,-0.3,-0.1373
Na,1,5682.633,5172,4.43,0.31,-0.1044
Na,1,5688.205,5172,4.43,0.31,-0.1073
Na,1,5682.633,5100,4.5,0.5,-0.0977
Na,1,5688.205,5100,4.5,0.5,-0.0991
Na,1,5682.633,6000,4.3,-0.2,-0.1353
Na,1,5688.205,6000,4.3,-0.2,-0.16
Na,1,5682.633,5772,4.44,0.6,-0.1214
Na,1,5688.205,5772,4.44,0.6,-0.1373
Na,1,5682.633,5400,4.5,0.5,-0.1083
Na,1,5688.205,5400,4.5,0.5,-0.1146
