element,wave_A,teff_K,logg,feh,delta_nlte
Si,5701.14,5500,4.0,0.0,-0.006
Si,5708.44,5500,4.0,0.0,-0.014
Si,5772.15,5500,4.0,0.0,-0.005
Si,5780.45,5500,4.0,0.0,-0.005
Si,6067.62,5500,4.0,0.0,-0.001
Si,6253.6,5500,4.0,0.0,-0.0
Si,5622.23,5500,4.0,0.3,-0.014
Si,5701.14,5500,4.0,0.3,-0.006
Si,5708.44,5500,4.0,0.3,-0.016
Si,5772.15,5500,4.0,0.3,-0.006
Si,5780.45,5500,4.0,0.3,-0.004
Si,6067.62,5500,4.0,0.3,-0.001
Si,6253.6,5500,4.0,0.3,-0.0
Si,5622.23,5500,4.4,-0.5,-0.006
Si,5701.14,5500,4.4,-0.5,-0.004
Si,5708.44,5500,4.4,-0.5,-0.006
Si,5772.15,5500,4.4,-0.5,-0.003
Si,5780.45,5500,4.4,-0.5,-0.004
Si,6067.62,5500,4.4,-0.5,-0.002
Si,6253.6,5500,4.4,-0.5,0.0
Si,5622.23,5500,4.4,0.0,-0.008
Si,5701.14,5500,4.4,0.0,-0.004
Si,5708.44,5500,4.4,0.0,-0.009
Si,5772.15,5500,4.4,0.0,-0.003
Si,5780.45,5500,4.4,0.0,-0.003
Si,6067.62,5500,4.4,0.0,-0.001
Si,6253.6,5500,4.4,0.0,-0.0
Si,5622.23,5500,4.4,0.3,-0.009
Si,5701.14,5500,4.4,0.3,-0.004
Si,5708.44,5500,4.4,0.3,-0.01
Si,5772.15,5500,4.4,0.3,-0.004
Si,5780.45,5500,4.4,0.3,-0.003
Si,6067.62,5500,4.4,0.3,-0.001
Si,6253.6,5500,4.4,0.3,-0.0
Si,5622.23,5500,4.5,-0.5,-0.005
Si,5701.14,5500,4.5,-0.5,-0.003
Si,5708.44,5500,4.5,-0.5,-0.005
Si,5772.15,5500,4.5,-0.5,-0.002
Si,5780.45,5500,4.5,-0.5,-0.003
Si,6067.62,5500,4.5,-0.5,-0.001
Si,6253.6,5500,4.5,-0.5,-0.0
Si,5622.23,5500,4.5,0.0,-0.006
Si,5701.14,5500,4.5,0.0,-0.003
Si,5708.44,5500,4.5,0.0,-0.007
Si,5772.15,5500,4.5,0.0,-0.003
Si,5780.45,5500,4.5,0.0,-0.003
Si,6067.62,5500,4.5,0.0,-0.001
Si,6253.6,5500,4.5,0.0,-0.0
Si,5622.23,5500,4.5,0.3,-0.007
Si,5701.14,5500,4.5,0.3,-0.004
Si,5708.44,5500,4.5,0.3,-0.008
Si,5772.15,5500,4.5,0.3,-0.003
Si,5780.45,5500,4.5,0.3,-0.003
Si,6067.62,5500,4.5,0.3,-0.001
Si,6253.6,5500,4.5,0.3,-0.0
Si,5622.23,5750,3.5,-0.5,-0.018
Si,5701.14,5750,3.5,-0.5,-0.011
Si,5708.44,5750,3.5,-0.5,-0.019
Si,5772.15,5750,3.5,-0.5,-0.007
Si,5780.45,5750,3.5,-0.5,-0.01
Si,6067.62,5750,3.5,-0.5,-0.004
Si,6253.6,5750,3.5,-0.5,-0.0
Si,5622.23,5750,3.5,0.0,-0.024
Si,5701.14,5750,3.5,0.0,-0.011
Si,5708.44,5750,3.5,0.0,-0.027
Si,5772.15,5750,3.5,0.0,-0.01
Si,5780.45,5750,3.5,0.0,-0.009
Si,6067.62,5750,3.5,0.0,-0.002
Si,6253.6,5750,3.5,0.0,-0.0
Si,5622.23,5750,3.5,0.3,-0.027
Si,5701.14,5750,3.5,0.3,-0.012
Si,5708.44,5750,3.5,0.3,-0.029
Si,5772.15,5750,3.5,0.3,-0.011
Si,5780.45,5750,3.5,0.3,-0.008
Si,6067.62,5750,3.5,0.3,-0.002
Si,6253.6,5750,3.5,0.3,-0.0
Si,5622.23,5750,4.0,-0.5,-0.01
Si,5701.14,5750,4.0,-0.5,-0.006
Si,5708.44,5750,4.0,-0.5,-0.011
Si,5772.15,5750,4.0,-0.5,-0.004
Si,5780.45,5750,4.0,-0.5,-0.006
Si,6067.62,5750,4.0,-0.5,-0.002
Si,6253.6,5750,4.0,-0.5,-0.0
Si,5622.23,5750,4.0,0.0,-0.014
Si,5701.14,5750,4.0,0.0,-0.007
Si,5708.44,5750,4.0,0.0,-0.016
Si,5772.15,5750,4.0,0.0,-0.006
Si,5780.45,5750,4.0,0.0,-0.005
Si,6067.62,5750,4.0,0.0,-0.002
Si,6253.6,5750,4.0,0.0,-0.0
Si,5622.23,5750,4.0,0.3,-0.016
Si,5701.14,5750,4.0,0.3,-0.007
Si,5708.44,5750,4.0,0.3,-0.017
Si,5772.15,5750,4.0,0.3,-0.006
Si,5780.45,5750,4.0,0.3,-0.005
Si,6067.62,5750,4.0,0.3,-0.001
Si,6253.6,5750,4.0,0.3,-0.0
Si,5622.23,5750,4.4,-0.5,-0.006
Si,5701.14,5750,4.4,-0.5,-0.004
Si,5708.44,5750,4.4,-0.5,-0.007
Si,5772.15,5750,4.4,-0.5,-0.003
Si,5780.45,5750,4.4,-0.5,-0.004
Si,6067.62,5750,4.4,-0.5,-0.002
Si,6253.6,5750,4.4,-0.5,-0.0
Si,5622.23,5750,4.4,0.0,-0.009
Si,5701.14,5750,4.4,0.0,-0.004
Si,5708.44,5750,4.4,0.0,-0.01
Si,5772.15,5750,4.4,0.0,-0.004
Si,5780.45,5750,4.4,0.0,-0.004
Si,6067.62,5750,4.4,0.0,-0.001
Si,6253.6,5750,4.4,0.0,-0.0
Si,5622.23,5750,4.4,0.3,-0.01
Si,5701.14,5750,4.4,0.3,-0.005
Si,5708.44,5750,4.4,0.3,-0.011
Si,5772.15,5750,4.4,0.3,-0.004
Si,5780.45,5750,4.4,0.3,-0.003
Si,6067.62,5750,4.4,0.3,-0.001
Si,6253.6,5750,4.4,0.3,-0.0
Si,5622.23,5750,4.5,-0.5,-0.006
Si,5701.14,5750,4.5,-0.5,-0.004
Si,5708.44,5750,4.5,-0.5,-0.006
Si,5772.15,5750,4.5,-0.5,-0.003
Si,5780.45,5750,4.5,-0.5,-0.004
Si,6067.62,5750,4.5,-0.5,-0.002
Si,6253.6,5750,4.5,-0.5,-0.0
Si,5622.23,5750,4.5,0.0,-0.008
Si,5701.14,5750,4.5,0.0,-0.004
Si,5708.44,5750,4.5,0.0,-0.009
Si,5772.15,5750,4.5,0.0,-0.003
Si,5780.45,5750,4.5,0.0,-0.003
Si,6067.62,5750,4.5,0.0,-0.001
Si,6253.6,5750,4.5,0.0,-0.0
Si,5622.23,5750,4.5,0.3,-0.009
Si,5701.14,5750,4.5,0.3,-0.004
Si,5708.44,5750,4.5,0.3,-0.01
Si,5772.15,5750,4.5,0.3,-0.004
Si,5780.45,5750,4.5,0.3,-0.003
Si,6067.62,5750,4.5,0.3,-0.001
Si,6253.6,5750,4.5,0.3,-0.0
Si,5622.23,5772,3.5,-0.5,-0.018
Si,5701.14,5772,3.5,-0.5,-0.011
Si,5708.44,5772,3.5,-0.5,-0.02
Si,5772.15,5772,3.5,-0.5,-0.007
Si,5780.45,5772,3.5,-0.5,-0.01
Si,6067.62,5772,3.5,-0.5,-0.004
Si,6253.6,5772,3.5,-0.5,-0.0
Si,5622.23,5772,3.5,0.0,-0.024
Si,5701.14,5772,3.5,0.0,-0.011
Si,5708.44,5772,3.5,0.0,-0.027
Si,5772.15,5772,3.5,0.0,-0.01
Si,5780.45,5772,3.5,0.0,-0.009
Si,6067.62,5772,3.5,0.0,-0.003
Si,6253.6,5772,3.5,0.0,-0.0
Si,5622.23,5772,3.5,0.3,-0.027
Si,5701.14,5772,3.5,0.3,-0.012
Si,5708.44,5772,3.5,0.3,-0.029
Si,5772.15,5772,3.5,0.3,-0.011
Si,5780.45,5772,3.5,0.3,-0.008
Si,6067.62,5772,3.5,0.3,-0.002
Si,6253.6,5772,3.5,0.3,-0.0
Si,5622.23,5772,4.0,-0.5,-0.01
Si,5701.14,5772,4.0,-0.5,-0.006
Si,5708.44,5772,4.0,-0.5,-0.011
Si,5772.15,5772,4.0,-0.5,-0.004
Si,5780.45,5772,4.0,-0.5,-0.006
Si,6067.62,5772,4.0,-0.5,-0.003
Si,6253.6,5772,4.0,-0.5,-0.0
Si,5622.23,5772,4.0,0.0,-0.014
Si,5701.14,5772,4.0,0.0,-0.007
Si,5708.44,5772,4.0,0.0,-0.016
Si,5772.15,5772,4.0,0.0,-0.006
Si,5780.45,5772,4.0,0.0,-0.005
Si,6067.62,5772,4.0,0.0,-0.002
Si,6253.6,5772,4.0,0.0,-0.0
Si,5622.23,5772,4.0,0.3,-0.016
Si,5701.14,5772,4.0,0.3,-0.007
Si,5708.44,5772,4.0,0.3,-0.017
Si,5772.15,5772,4.0,0.3,-0.006
Si,5780.45,5772,4.0,0.3,-0.005
Si,6067.62,5772,4.0,0.3,-0.001
Si,6253.6,5772,4.0,0.3,-0.0
Si,5622.23,5772,4.4,-0.5,-0.007
