element,ion,wave_A,teff_K,logg,feh,delta_nlte
Na,I,5682.633,5000,3.5,-0.5,-0.137
Na,I,5682.633,5000,3.5,0.0,-0.125
Na,I,5682.633,5000,3.5,0.3,-0.106
Na,I,5682.633,5000,4.0,-0.5,-0.116
Na,I,5682.633,5000,4.0,0.0,-0.105
Na,I,5682.633,5000,4.0,0.3,-0.093
Na,I,5682.633,5000,4.4,-0.5,-0.096
Na,I,5682.633,5000,4.4,0.0,-0.087
Na,I,5682.633,5000,4.4,0.3,-0.077
Na,I,5682.633,5000,4.5,-0.5,-0.091
Na,I,5682.633,5000,4.5,0.0,-0.082
Na,I,5682.633,5000,4.5,0.3,-0.073
Na,I,5682.633,5500,3.5,-0.5,-0.154
Na,I,5682.633,5500,3.5,0.0,-0.135
Na,I,5682.633,5500,3.5,0.3,-0.124
Na,I,5682.633,5500,4.0,-0.5,-0.131
Na,I,5682.633,5500,4.0,0.0,-0.117
Na,I,5682.633,5500,4.0,0.3,-0.106
Na,I,5682.633,5500,4.4,-0.5,-0.112
Na,I,5682.633,5500,4.4,0.0,-0.098
Na,I,5682.633,5500,4.4,0.3,-0.086
Na,I,5682.633,5500,4.5,-0.5,-0.108
Na,I,5682.633,5500,4.5,0.0,-0.094
Na,I,5682.633,5500,4.5,0.3,-0.081
Na,I,5682.633,5750,3.5,-0.5,-0.159
Na,I,5682.633,5750,3.5,0.0,-0.141
Na,I,5682.633,5750,3.5,0.3,-0.128
Na,I,5682.633,5750,4.0,-0.5,-0.138
Na,I,5682.633,5750,4.0,0.0,-0.122
Na,I,5682.633,5750,4.0,0.3,-0.109
Na,I,5682.633,5750,4.4,-0.5,-0.116
Na,I,5682.633,5750,4.4,0.0,-0.102
Na,I,5682.633,5750,4.4,0.3,-0.09
Na,I,5682.633,5750,4.5,-0.5,-0.111
Na,I,5682.633,5750,4.5,0.0,-0.097
Na,I,5682.633,5750,4.5,0.3,-0.085
Na,I,5682.633,5772,3.5,-0.5,-0.16
