element,ion,wave_A,teff_K,logg,feh,delta_nlte
Fe,I,4842.788,5800,4.0,0.35,0.013
Fe,I,4869.465,5800,4.0,0.35,0.013
Fe,I,4874.357,5800,4.0,0.35,0.013
Fe,I,4875.882,5800,4.0,0.35,0.012
Fe,I,4892.862,5800,4.0,0.35,0.01
Fe,I,4793.96,5800,4.3,-0.2,0.014
Fe,I,4800.128,5800,4.3,-0.2,0.013
Fe,I,4808.148,5800,4.3,-0.2,0.013
Fe,I,4809.94,5800,4.3,-0.2,0.01
Fe,I,4839.549,5800,4.3,-0.2,0.008
Fe,I,4842.788,5800,4.3,-0.2,0.014
Fe,I,4869.465,5800,4.3,-0.2,0.013
Fe,I,4874.357,5800,4.3,-0.2,0.013
Fe,I,4875.882,5800,4.3,-0.2,0.013
Fe,I,4892.862,5800,4.3,-0.2,0.012
Fe,I,4793.96,5800,4.3,0.0,0.013
Fe,I,4800.128,5800,4.3,0.0,0.012
Fe,I,4808.148,5800,4.3,0.0,0.012
Fe,I,4809.94,5800,4.3,0.0,0.009
Fe,I,4839.549,5800,4.3,0.0,0.008
Fe,I,4842.788,5800,4.3,0.0,0.013
Fe,I,4869.465,5800,4.3,0.0,0.011
Fe,I,4874.357,5800,4.3,0.0,0.012
Fe,I,4875.882,5800,4.3,0.0,0.012
Fe,I,4892.862,5800,4.3,0.0,0.01
Fe,I,4793.96,5800,4.3,0.2,0.011
Fe,I,4800.128,5800,4.3,0.2,0.011
Fe,I,4808.148,5800,4.3,0.2,0.01
Fe,I,4809.94,5800,4.3,0.2,0.008
Fe,I,4839.549,5800,4.3,0.2,0.008
Fe,I,4842.788,5800,4.3,0.2,0.012
Fe,I,4869.465,5800,4.3,0.2,0.01
Fe,I,4874.357,5800,4.3,0.2,0.011
Fe,I,4875.882,5800,4.3,0.2,0.011
Fe,I,4892.862,5800,4.3,0.2,0.009
Fe,I,4793.96,5800,4.3,0.35,0.01
Fe,I,4800.128,5800,4.3,0.35,0.01
Fe,I,4808.148,5800,4.3,0.35,0.01
Fe,I,4809.94,5800,4.3,0.35,0.007
Fe,I,4839.549,5800,4.3,0.35,0.007
Fe,I,4842.788,5800,4.3,0.35,0.011
Fe,I,4869.465,5800,4.3,0.35,0.01
Fe,I,4874.357,5800,4.3,0.35,0.011
Fe,I,4875.882,5800,4.3,0.35,0.01
Fe,I,4892.862,5800,4.3,0.35,0.008
Fe,I,4793.96,5800,4.5,-0.2,0.012
Fe,I,4800.128,5800,4.5,-0.2,0.011
Fe,I,4808.148,5800,4.5,-0.2,0.011
Fe,I,4809.94,5800,4.5,-0.2,0.009
Fe,I,4839.549,5800,4.5,-0.2,0.007
Fe,I,4842.788,5800,4.5,-0.2,0.012
Fe,I,4869.465,5800,4.5,-0.2,0.011
Fe,I,4874.357,5800,4.5,-0.2,0.011
Fe,I,4875.882,5800,4.5,-0.2,0.011
Fe,I,4892.862,5800,4.5,-0.2,0.01
Fe,I,4793.96,5800,4.5,0.0,0.011
Fe,I,4800.128,5800,4.5,0.0,0.01
Fe,I,4808.148,5800,4.5,0.0,0.01
Fe,I,4809.94,5800,4.5,0.0,0.007
Fe,I,4839.549,5800,4.5,0.0,0.006
Fe,I,4842.788,5800,4.5,0.0,0.01
Fe,I,4869.465,5800,4.5,0.0,0.01
Fe,I,4874.357,5800,4.5,0.0,0.01
Fe,I,4875.882,5800,4.5,0.0,0.01
Fe,I,4892.862,5800,4.5,0.0,0.008
Fe,I,4793.96,5800,4.5,0.2,0.01
Fe,I,4800.128,5800,4.5,0.2,0.009
Fe,I,4808.148,5800,4.5,0.2,0.009
Fe,I,4809.94,5800,4.5,0.2,0.007
Fe,I,4839.549,5800,4.5,0.2,0.006
Fe,I,4842.788,5800,4.5,0.2,0.01
Fe,I,4869.465,5800,4.5,0.2,0.009
Fe,I,4874.357,5800,4.5,0.2,0.009
Fe,I,4875.882,5800,4.5,0.2,0.009
Fe,I,4892.862,5800,4.5,0.2,0.007
Fe,I,4793.96,5800,4.5,0.35,0.009
Fe,I,4800.128,5800,4.5,0.35,0.009
Fe,I,4808.148,5800,4.5,0.35,0.008
Fe,I,4809.94,5800,4.5,0.35,0.006
Fe,I,4839.549,5800,4.5,0.35,0.006
Fe,I,4842.788,5800,4.5,0.35,0.009
Fe,I,4869.465,5800,4.5,0.35,0.008
Fe,I,4874.357,5800,4.5,0.35,0.009
Fe,I,4875.882,5800,4.5,0.35,0.009
Fe,I,4892.862,5800,4.5,0.35,0.007
Fe,I,4793.96,5800,4.6,-0.2,0.011
Fe,I,4800.128,5800,4.6,-0.2,0.01
Fe,I,4808.148,5800,4.6,-0.2,0.01
Fe,I,4809.94,5800,4.6,-0.2,0.008
Fe,I,4839.549,5800,4.6,-0.2,0.006
Fe,I,4842.788,5800,4.6,-0.2,0.01
Fe,I,4869.465,5800,4.6,-0.2,0.01
Fe,I,4874.357,5800,4.6,-0.2,0.01
Fe,I,4875.882,5800,4.6,-0.2,0.01
Fe,I,4892.862,5800,4.6,-0.2,0.009
Fe,I,4793.96,5800,4.6,0.0,0.01
Fe,I,4800.128,5800,4.6,0.0,0.009
Fe,I,4808.148,5800,4.6,0.0,0.009
Fe,I,4809.94,5800,4.6,0.0,0.007
Fe,I,4839.549,5800,4.6,0.0,0.006
Fe,I,4842.788,5800,4.6,0.0,0.009
Fe,I,4869.465,5800,4.6,0.0,0.009
Fe,I,4874.357,5800,4.6,0.0,0.009
Fe,I,4875.882,5800,4.6,0.0,0.009
Fe,I,4892.862,5800,4.6,0.0,0.007
Fe,I,4793.96,5800,4.6,0.2,0.009
Fe,I,4800.128,5800,4.6,0.2,0.008
Fe,I,4808.148,5800,4.6,0.2,0.008
Fe,I,4809.94,5800,4.6,0.2,0.006
Fe,I,4839.549,5800,4.6,0.2,0.006
Fe,I,4842.788,5800,4.6,0.2,0.009
Fe,I,4869.465,5800,4.6,0.2,0.008
Fe,I,4874.357,5800,4.6,0.2,0.009
Fe,I,4875.882,5800,4.6,0.2,0.008
Fe,I,4892.862,5800,4.6,0.2,0.007
Fe,I,4793.96,5800,4.6,0.35,0.008
Fe,I,4800.128,5800,4.6,0.35,0.008
Fe,I,4808.148,5800,4.6,0.35,0.007
Fe,I,4809.94,5800,4.6,0.35,0.005
Fe,I,4839.549,5800,4.6,0.35,0.005
Fe,I,4842.788,5800,4.6,0.35,0.008
Fe,I,4869.465,5800,4.6,0.35,0.007
Fe,I,4874.357,5800,4.6,0.35,0.008
Fe,I,4875.882,5800,4.6,0.35,0.008
Fe,I,4892.862,5800,4.6,0.35,0.006
Fe,I,4793.96,6200,4.0,-0.2,0.024
Fe,I,4800.128,6200,4.0,-0.2,0.025
Fe,I,4808.148,6200,4.0,-0.2,0.024
Fe,I,4809.94,6200,4.0,-0.2,0.019
Fe,I,4839.549,6200,4.0,-0.2,0.014
Fe,I,4842.788,6200,4.0,-0.2,0.026
Fe,I,4869.465,6200,4.0,-0.2,0.024
Fe,I,4874.357,6200,4.0,-0.2,0.024
Fe,I,4875.882,6200,4.0,-0.2,0.024
Fe,I,4892.862,6200,4.0,-0.2,0.023
Fe,I,4793.96,6200,4.0,0.0,0.02
Fe,I,4800.128,6200,4.0,0.0,0.021
Fe,I,4808.148,6200,4.0,0.0,0.02
Fe,I,4809.94,6200,4.0,0.0,0.016
Fe,I,4839.549,6200,4.0,0.0,0.012
Fe,I,4842.788,6200,4.0,0.0,0.022
Fe,I,4869.465,6200,4.0,0.0,0.02
Fe,I,4874.357,6200,4.0,0.0,0.02
Fe,I,4875.882,6200,4.0,0.0,0.021
Fe,I,4892.862,6200,4.0,0.0,0.019
Fe,I,4793.96,6200,4.0,0.2,0.018
Fe,I,4800.128,6200,4.0,0.2,0.018
Fe,I,4808.148,6200,4.0,0.2,0.017
Fe,I,4809.94,6200,4.0,0.2,0.013
Fe,I,4839.549,6200,4.0,0.2,0.011
Fe,I,4842.788,6200,4.0,0.2,0.02
Fe,I,4869.465,6200,4.0,0.2,0.017
Fe,I,4874.357,6200,4.0,0.2,0.018
Fe,I,4875.882,6200,4.0,0.2,0.018
Fe,I,4892.862,6200,4.0,0.2,0.016
Fe,I,4793.96,6200,4.0,0.35,0.016
Fe,I,4800.128,6200,4.0,0.35,0.016
Fe,I,4808.148,6200,4.0,0.35,0.016
Fe,I,4809.94,6200,4.0,0.35,0.012
Fe,I,4839.549,6200,4.0,0.35,0.01
Fe,I,4842.788,6200,4.0,0.35,0.018
Fe,I,4869.465,6200,4.0,0.35,0.016
Fe,I,4874.357,6200,4.0,0.35,0.016
Fe,I,4875.882,6200,4.0,0.35,0.016
Fe,I,4892.862,6200,4.0,0.35,0.014
Fe,I,4793.96,6200,4.3,-0.2,0.019
Fe,I,4800.128,6200,4.3,-0.2,0.019
Fe,I,4808.148,6200,4.3,-0.2,0.018
Fe,I,4809.94,6200,4.3,-0.2,0.015
Fe,I,4839.549,6200,4.3,-0.2,0.011
Fe,I,4842.788,6200,4.3,-0.2,0.02
Fe,I,4869.465,6200,4.3,-0.2,0.018
Fe,I,4874.357,6200,4.3,-0.2,0.019
Fe,I,4875.882,6200,4.3,-0.2,0.019
Fe,I,4892.862,6200,4.3,-0.2,0.017
Fe,I,4793.96,6200,4.3,0.0,0.016
Fe,I,4800.128,6200,4.3,0.0,0.017
Fe,I,4808.148,6200,4.3,0.0,0.016
Fe,I,4809.94,6200,4.3,0.0,0.012
Fe,I,4839.549,6200,4.3,0.0,0.01
Fe,I,4842.788,6200,4.3,0.0,0.018
Fe,I,4869.465,6200,4.3,0.0,0.016
Fe,I,4874.357,6200,4.3,0.0,0.016
Fe,I,4875.882,6200,4.3,0.0,0.016
Fe,I,4892.862,6200,4.3,0.0,0.015
Fe,I,4793.96,6200,4.3,0.2,0.015
Fe,I,4800.128,6200,4.3,0.2,0.015
Fe,I,4808.148,6200,4.3,0.2,0.014
Fe,I,4809.94,6200,4.3,0.2,0.011
Fe,I,4839.549,6200,4.3,0.2,0.009
Fe,I,4842.788,6200,4.3,0.2,0.016
Fe,I,4869.465,6200,4.3,0.2,0.014
Fe,I,4874.357,6200,4.3,0.2,0.014
Fe,I,4875.882,6200,4.3,0.2,0.015
Fe,I,4892.862,6200,4.3,0.2,0.013
Fe,I,4793.96,6200,4.3,0.35,0.013
Fe,I,4800.128,6200,4.3,0.35,0.014
Fe,I,4808.148,6200,4.3,0.35,0.013
Fe,I,4809.94,6200,4.3,0.35,0.01
Fe,I,4839.549,6200,4.3,0.35,0.009
Fe,I,4842.788,6200,4.3,0.35,0.015
Fe,I,4869.465,6200,4.3,0.35,0.013
Fe,I,4874.357,6200,4.3,0.35,0.013
Fe,I,4875.882,6200,4.3,0.35,0.014
Fe,I,4892.862,6200,4.3,0.35,0.012
Fe,I,4793.96,6200,4.5,-0.2,0.016
Fe,I,4800.128,6200,4.5,-0.2,0.016
Fe,I,4808.148,6200,4.5,-0.2,0.015
Fe,I,4809.94,6200,4.5,-0.2,0.012
Fe,I,4839.549,6200,4.5,-0.2,0.009
Fe,I,4842.788,6200,4.5,-0.2,0.016
Fe,I,4869.465,6200,4.5,-0.2,0.015
Fe,I,4874.357,6200,4.5,-0.2,0.016
Fe,I,4875.882,6200,4.5,-0.2,0.016
Fe,I,4892.862,6200,4.5,-0.2,0.014
Fe,I,4793.96,6200,4.5,0.0,0.014
Fe,I,4800.128,6200,4.5,0.0,0.014
Fe,I,4808.148,6200,4.5,0.0,0.013
Fe,I,4809.94,6200,4.5,0.0,0.01
Fe,I,4839.549,6200,4.5,0.0,0.008
Fe,I,4842.788,6200,4.5,0.0,0.015
Fe,I,4869.465,6200,4.5,0.0,0.013
Fe,I,4874.357,6200,4.5,0.0,0.014
Fe,I,4875.882,6200,4.5,0.0,0.014
Fe,I,4892.862,6200,4.5,0.0,0.013
Fe,I,4793.96,6200,4.5,0.2,0.013
Fe,I,4800.128,6200,4.5,0.2,0.013
Fe,I,4808.148,6200,4.5,0.2,0.012
Fe,I,4809.94,6200,4.5,0.2,0.009
Fe,I,4839.549,6200,4.5,0.2,0.008
Fe,I,4842.788,6200,4.5,0.2,0.013
Fe,I,4869.465,6200,4.5,0.2,0.012
Fe,I,4874.357,6200,4.5,0.2,0.012
Fe,I,4875.882,6200,4.5,0.2,0.013
Fe,I,4892.862,6200,4.5,0.2,0.011
Fe,I,4793.96,6200,4.5,0.35,0.012
Fe,I,4800.128,6200,4.5,0.35,0.012
Fe,I,4808.148,6200,4.5,0.35,0.011
Fe,I,4809.94,6200,4.5,0.35,0.008
Fe,I,4839.549,6200,4.5,0.35,0.008
Fe,I,4842.788,6200,4.5,0.35,0.013
Fe,I,4869.465,6200,4.5,0.35,0.011
Fe,I,4874.357,6200,4.5,0.35,0.012
Fe,I,4875.882,6200,4.5,0.35,0.012
Fe,I,4892.862,6200,4.5,0.35,0.01
Fe,I,4793.96,6200,4.6,-0.2,0.015
Fe,I,4800.128,6200,4.6,-0.2,0.015
Fe,I,4808.148,6200,4.6,-0.2,0.014
Fe,I,4809.94,6200,4.6,-0.2,0.011
Fe,I,4839.549,6200,4.6,-0.2,0.008
Fe,I,4842.788,6200,4.6,-0.2,0.015
Fe,I,4869.465,6200,4.6,-0.2,0.014
Fe,I,4874.357,6200,4.6,-0.2,0.014
Fe,I,4875.882,6200,4.6,-0.2,0.014
Fe,I,4892.862,6200,4.6,-0.2,0.013
Fe,I,4793.96,6200,4.6,0.0,0.013
Fe,I,4800.128,6200,4.6,0.0,0.013
Fe,I,4808.148,6200,4.6,0.0,0.012
Fe,I,4809.94,6200,4.6,0.0,0.01
Fe,I,4839.549,6200,4.6,0.0,0.007
Fe,I,4842.788,6200,4.6,0.0,0.013
Fe,I,4869.465,6200,4.6,0.0,0.012
Fe,I,4874.357,6200,4.6,0.0,0.013
Fe,I,4875.882,6200,4.6,0.0,0.013
Fe,I,4892.862,6200,4.6,0.0,0.011
Fe,I,4793.96,6200,4.6,0.2,0.012
Fe,I,4800.128,6200,4.6,0.2,0.012
Fe,I,4808.148,6200,4.6,0.2,0.011
Fe,I,4809.94,6200,4.6,0.2,0.008
Fe,I,4839.549,6200,4.6,0.2,0.007
Fe,I,4842.788,6200,4.6,0.2,0.012
Fe,I,4869.465,6200,4.6,0.2,0.011
Fe,I,4874.357,6200,4.6,0.2,0.011
Fe,I,4875.882,6200,4.6,0.2,0.012
Fe,I,4892.862,6200,4.6,0.2,0.01
Fe,I,4793.96,6200,4.6,0.35,0.011
Fe,I,4800.128,6200,4.6,0.35,0.011
Fe,I,4808.148,6200,4.6,0.35,0.01
Fe,I,4809.94,6200,4.6,0.35,0.008
Fe,I,4839.549,6200,4.6,0.35,0.007
Fe,I,4842.788,6200,4.6,0.35,0.012
Fe,I,4869.465,6200,4.6,0.35,0.01
Fe,I,4874.357,6200,4.6,0.35,0.011
Fe,I,4875.882,6200,4.6,0.35,0.011
Fe,I,4892.862,6200,4.6,0.35,0.009
Fe,I,4793.96,6600,4.0,-0.2,0.035
Fe,I,4800.128,6600,4.0,-0.2,0.036
Fe,I,4808.148,6600,4.0,-0.2,0.035
Fe,I,4809.94,6600,4.0,-0.2,0.028
Fe,I,4839.549,6600,4.0,-0.2,0.02
Fe,I,4842.788,6600,4.0,-0.2,0.037
Fe,I,4869.465,6600,4.0,-0.2,0.035
Fe,I,4874.357,6600,4.0,-0.2,0.035
Fe,I,4875.882,6600,4.0,-0.2,0.036
Fe,I,4892.862,6600,4.0,-0.2,0.034
Fe,I,4793.96,6600,4.0,0.0,0.028
Fe,I,4800.128,6600,4.0,0.0,0.029
Fe,I,4808.148,6600,4.0,0.0,0.028
Fe,I,4809.94,6600,4.0,0.0,0.022
Fe,I,4839.549,6600,4.0,0.0,0.016
Fe,I,4842.788,6600,4.0,0.0,0.031
Fe,I,4869.465,6600,4.0,0.0,0.028
Fe,I,4874.357,6600,4.0,0.0,0.028
Fe,I,4875.882,6600,4.0,0.0,0.029
Fe,I,4892.862,6600,4.0,0.0,0.027
Fe,I,4793.96,6600,4.0,0.2,0.023
Fe,I,4800.128,6600,4.0,0.2,0.024
Fe,I,4808.148,6600,4.0,0.2,0.023
Fe,I,4809.94,6600,4.0,0.2,0.018
Fe,I,4839.549,6600,4.0,0.2,0.013
Fe,I,4842.788,6600,4.0,0.2,0.026
Fe,I,4869.465,6600,4.0,0.2,0.024
Fe,I,4874.357,6600,4.0,0.2,0.023
Fe,I,4875.882,6600,4.0,0.2,0.024
Fe,I,4892.862,6600,4.0,0.2,0.022
Fe,I,4793.96,6600,4.0,0.35,0.02
Fe,I,4800.128,6600,4.0,0.35,0.021
Fe,I,4808.148,6600,4.0,0.35,0.02
Fe,I,4809.94,6600,4.0,0.35,0.015
Fe,I,4839.549,6600,4.0,0.35,0.012
Fe,I,4842.788,6600,4.0,0.35,0.023
Fe,I,4869.465,6600,4.0,0.35,0.02
Fe,I,4874.357,6600,4.0,0.35,0.02
Fe,I,4875.882,6600,4.0,0.35,0.021
Fe,I,4892.862,6600,4.0,0.35,0.019
Fe,I,4793.96,6600,4.3,-0.2,0.028
Fe,I,4800.128,6600,4.3,-0.2,0.029
Fe,I,4808.148,6600,4.3,-0.2,0.028
Fe,I,4809.94,6600,4.3,-0.2,0.022
Fe,I,4839.549,6600,4.3,-0.2,0.016
Fe,I,4842.788,6600,4.3,-0.2,0.03
Fe,I,4869.465,6600,4.3,-0.2,0.028
Fe,I,4874.357,6600,4.3,-0.2,0.028
Fe,I,4875.882,6600,4.3,-0.2,0.028
Fe,I,4892.862,6600,4.3,-0.2,0.027
Fe,I,4793.96,6600,4.3,0.0,0.022
Fe,I,4800.128,6600,4.3,0.0,0.023
Fe,I,4808.148,6600,4.3,0.0,0.022
Fe,I,4809.94,6600,4.3,0.0,0.017
Fe,I,4839.549,6600,4.3,0.0,0.013
Fe,I,4842.788,6600,4.3,0.0,0.024
Fe,I,4869.465,6600,4.3,0.0,0.022
Fe,I,4874.357,6600,4.3,0.0,0.022
Fe,I,4875.882,6600,4.3,0.0,0.023
Fe,I,4892.862,6600,4.3,0.0,0.021
Fe,I,4793.96,6600,4.3,0.2,0.019
Fe,I,4800.128,6600,4.3,0.2,0.02
Fe,I,4808.148,6600,4.3,0.2,0.019
Fe,I,4809.94,6600,4.3,0.2,0.015
Fe,I,4839.549,6600,4.3,0.2,0.011
Fe,I,4842.788,6600,4.3,0.2,0.021
Fe,I,4869.465,6600,4.3,0.2,0.019
Fe,I,4874.357,6600,4.3,0.2,0.019
Fe,I,4875.882,6600,4.3,0.2,0.02
Fe,I,4892.862,6600,4.3,0.2,0.018
Fe,I,4793.96,6600,4.3,0.35,0.017
Fe,I,4800.128,6600,4.3,0.35,0.017
Fe,I,4808.148,6600,4.3,0.35,0.016
Fe,I,4809.94,6600,4.3,0.35,0.013
Fe,I,4839.549,6600,4.3,0.35,0.01
Fe,I,4842.788,6600,4.3,0.35,0.019
Fe,I,4869.465,6600,4.3,0.35,0.017
Fe,I,4874.357,6600,4.3,0.35,0.017
Fe,I,4875.882,6600,4.3,0.35,0.017
Fe,I,4892.862,6600,4.3,0.35,0.016
Fe,I,4793.96,6600,4.5,-0.2,0.023
Fe,I,4800.128,6600,4.5,-0.2,0.024
Fe,I,4808.148,6600,4.5,-0.2,0.023
Fe,I,4809.94,6600,4.5,-0.2,0.018
Fe,I,4839.549,6600,4.5,-0.2,0.013
Fe,I,4842.788,6600,4.5,-0.2,0.025
Fe,I,4869.465,6600,4.5,-0.2,0.023
Fe,I,4874.357,6600,4.5,-0.2,0.023
Fe,I,4875.882,6600,4.5,-0.2,0.024
Fe,I,4892.862,6600,4.5,-0.2,0.022
Fe,I,4793.96,6600,4.5,0.0,0.019
Fe,I,4800.128,6600,4.5,0.0,0.02
Fe,I,4808.148,6600,4.5,0.0,0.019
Fe,I,4809.94,6600,4.5,0.0,0.015
Fe,I,4839.549,6600,4.5,0.0,0.011
Fe,I,4842.788,6600,4.5,0.0,0.021
Fe,I,4869.465,6600,4.5,0.0,0.019
Fe,I,4874.357,6600,4.5,0.0,0.019
Fe,I,4875.882,6600,4.5,0.0,0.019
Fe,I,4892.862,6600,4.5,0.0,0.018
Fe,I,4793.96,6600,4.5,0.2,0.016
Fe,I,4800.128,6600,4.5,0.2,0.017
Fe,I,4808.148,6600,4.5,0.2,0.016
Fe,I,4809.94,6600,4.5,0.2,0.012
Fe,I,4839.549,6600,4.5,0.2,0.009
Fe,I,4842.788,6600,4.5,0.2,0.018
Fe,I,4869.465,6600,4.5,0.2,0.016
Fe,I,4874.357,6600,4.5,0.2,0.016
Fe,I,4875.882,6600,4.5,0.2,0.017
Fe,I,4892.862,6600,4.5,0.2,0.015
Fe,I,4793.96,6600,4.5,0.35,0.014
Fe,I,4800.128,6600,4.5,0.35,0.015
Fe,I,4808.148,6600,4.5,0.35,0.014
Fe,I,4809.94,6600,4.5,0.35,0.011
Fe,I,4839.549,6600,4.5,0.35,0.009
Fe,I,4842.788,6600,4.5,0.35,0.016
Fe,I,4869.465,6600,4.5,0.35,0.014
Fe,I,4874.357,6600,4.5,0.35,0.014
Fe,I,4875.882,6600,4.5,0.35,0.015
Fe,I,4892.862,6600,4.5,0.35,0.014
Fe,I,4793.96,6600,4.6,-0.2,0.021
Fe,I,4800.128,6600,4.6,-0.2,0.022
Fe,I,4808.148,6600,4.6,-0.2,0.021
Fe,I,4809.94,6600,4.6,-0.2,0.016
Fe,I,4839.549,6600,4.6,-0.2,0.012
Fe,I,4842.788,6600,4.6,-0.2,0.022
Fe,I,4869.465,6600,4.6,-0.2,0.021
Fe,I,4874.357,6600,4.6,-0.2,0.021
Fe,I,4875.882,6600,4.6,-0.2,0.021
Fe,I,4892.862,6600,4.6,-0.2,0.02
Fe,I,4793.96,6600,4.6,0.0,0.017
Fe,I,4800.128,6600,4.6,0.0,0.018
Fe,I,4808.148,6600,4.6,0.0,0.017
Fe,I,4809.94,6600,4.6,0.0,0.013
Fe,I,4839.549,6600,4.6,0.0,0.01
Fe,I,4842.788,6600,4.6,0.0,0.019
Fe,I,4869.465,6600,4.6,0.0,0.017
Fe,I,4874.357,6600,4.6,0.0,0.017
Fe,I,4875.882,6600,4.6,0.0,0.018
Fe,I,4892.862,6600,4.6,0.0,0.016
Fe,I,4793.96,6600,4.6,0.2,0.015
Fe,I,4800.128,6600,4.6,0.2,0.016
Fe,I,4808.148,6600,4.6,0.2,0.015
Fe,I,4809.94,6600,4.6,0.2,0.011
Fe,I,4839.549,6600,4.6,0.2,0.009
Fe,I,4842.788,6600,4.6,0.2,0.016
Fe,I,4869.465,6600,4.6,0.2,0.015
Fe,I,4874.357,6600,4.6,0.2,0.015
Fe,I,4875.882,6600,4.6,0.2,0.016
Fe,I,4892.862,6600,4.6,0.2,0.014
Fe,I,4793.96,6600,4.6,0.35,0.013
Fe,I,4800.128,6600,4.6,0.35,0.014
Fe,I,4808.148,6600,4.6,0.35,0.013
Fe,I,4809.94,6600,4.6,0.35,0.01
Fe,I,4839.549,6600,4.6,0.35,0.008
Fe,I,4842.788,6600,4.6,0.35,0.015
Fe,I,4869.465,6600,4.6,0.35,0.013
Fe,I,4874.357,6600,4.6,0.35,0.013
Fe,I,4875.882,6600,4.6,0.35,0.014
Fe,I,4892.862,6600,4.6,0.35,0.013
Fe,I,4896.44,5000,4.0,-0.2,0.004
Fe,I,4903.318,5000,4.0,-0.2,0.005
Fe,I,4907.736,5000,4.0,-0.2,0.003
Fe,I,4961.919,5000,4.0,-0.2,0.004
Fe,I,4962.572,5000,4.0,-0.2,0.004
Fe,I,4994.13,5000,4.0,-0.2,0.007
Fe,I,5049.828,5000,4.0,-0.2,0.004
Fe,I,5054.65,5000,4.0,-0.2,0.005
Fe,I,5056.86,5000,4.0,-0.2,0.003
Fe,I,5058.498,5000,4.0,-0.2,0.004
Fe,I,4896.44,5000,4.0,0.0,0.003
Fe,I,4903.318,5000,4.0,0.0,0.004
Fe,I,4907.736,5000,4.0,0.0,0.002
Fe,I,4961.919,5000,4.0,0.0,0.003
Fe,I,4962.572,5000,4.0,0.0,0.003
Fe,I,4994.13,5000,4.0,0.0,0.006
Fe,I,5049.828,5000,4.0,0.0,0.003
Fe,I,5054.65,5000,4.0,0.0,0.004
Fe,I,5056.86,5000,4.0,0.0,0.002
Fe,I,5058.498,5000,4.0,0.0,0.003
Fe,I,4896.44,5000,4.0,0.2,0.003
Fe,I,4903.318,5000,4.0,0.2,0.003
Fe,I,4907.736,5000,4.0,0.2,0.002
Fe,I,4961.919,5000,4.0,0.2,0.003
Fe,I,4962.572,5000,4.0,0.2,0.002
Fe,I,4994.13,5000,4.0,0.2,0.004
Fe,I,5049.828,5000,4.0,0.2,0.002
Fe,I,5054.65,5000,4.0,0.2,0.003
Fe,I,5056.86,5000,4.0,0.2,0.002
Fe,I,5058.498,5000,4.0,0.2,0.003
Fe,I,4896.44,5000,4.0,0.35,0.002
Fe,I,4903.318,5000,4.0,0.35,0.003
Fe,I,4907.736,5000,4.0,0.35,0.001
Fe,I,4961.919,5000,4.0,0.35,0.002
Fe,I,4962.572,5000,4.0,0.35,0.001
Fe,I,4994.13,5000,4.0,0.35,0.003
Fe,I,5049.828,5000,4.0,0.35,0.002
Fe,I,5054.65,5000,4.0,0.35,0.003
Fe,I,5056.86,5000,4.0,0.35,0.001
Fe,I,5058.498,5000,4.0,0.35,0.002
Fe,I,4896.44,5000,4.3,-0.2,0.003
Fe,I,4903.318,5000,4.3,-0.2,0.003
Fe,I,4907.736,5000,4.3,-0.2,0.002
Fe,I,4961.919,5000,4.3,-0.2,0.003
Fe,I,4962.572,5000,4.3,-0.2,0.003
Fe,I,4994.13,5000,4.3,-0.2,0.005
Fe,I,5049.828,5000,4.3,-0.2,0.002
Fe,I,5054.65,5000,4.3,-0.2,0.003
Fe,I,5056.86,5000,4.3,-0.2,0.002
Fe,I,5058.498,5000,4.3,-0.2,0.003
Fe,I,4896.44,5000,4.3,0.0,0.002
Fe,I,4903.318,5000,4.3,0.0,0.003
Fe,I,4907.736,5000,4.3,0.0,0.002
Fe,I,4961.919,5000,4.3,0.0,0.002
Fe,I,4962.572,5000,4.3,0.0,0.002
Fe,I,4994.13,5000,4.3,0.0,0.004
Fe,I,5049.828,5000,4.3,0.0,0.002
Fe,I,5054.65,5000,4.3,0.0,0.003
Fe,I,5056.86,5000,4.3,0.0,0.001
Fe,I,5058.498,5000,4.3,0.0,0.002
Fe,I,4896.44,5000,4.3,0.2,0.002
Fe,I,4903.318,5000,4.3,0.2,0.002
Fe,I,4907.736,5000,4.3,0.2,0.001
Fe,I,4961.919,5000,4.3,0.2,0.001
Fe,I,4962.572,5000,4.3,0.2,0.001
Fe,I,4994.13,5000,4.3,0.2,0.002
Fe,I,5049.828,5000,4.3,0.2,0.001
Fe,I,5054.65,5000,4.3,0.2,0.002
Fe,I,5056.86,5000,4.3,0.2,0.001
Fe,I,5058.498,5000,4.3,0.2,0.002
Fe,I,4896.44,5000,4.3,0.35,0.001
Fe,I,4903.318,5000,4.3,0.35,0.002
Fe,I,4907.736,5000,4.3,0.35,0.001
Fe,I,4961.919,5000,4.3,0.35,0.001
Fe,I,4962.572,5000,4.3,0.35,0.001
Fe,I,4994.13,5000,4.3,0.35,0.001
Fe,I,5049.828,5000,4.3,0.35,0.001
Fe,I,5054.65,5000,4.3,0.35,0.002
Fe,I,5056.86,5000,4.3,0.35,0.001
Fe,I,5058.498,5000,4.3,0.35,0.001
Fe,I,4896.44,5000,4.5,-0.2,0.002
Fe,I,4903.318,5000,4.5,-0.2,0.002
Fe,I,4907.736,5000,4.5,-0.2,0.002
Fe,I,4961.919,5000,4.5,-0.2,0.002
Fe,I,4962.572,5000,4.5,-0.2,0.002
Fe,I,4994.13,5000,4.5,-0.2,0.004
Fe,I,5049.828,5000,4.5,-0.2,0.002
