element,ion,wave_A,teff_K,logg,feh,delta_nlte
Si,1,5622.22,5772,4.44,0.0,-0.0076
Si,1,5701.104,5772,4.44,0.0,-0.0131
Si,1,5708.4,5772,4.44,0.0,-0.0363
Si,1,5772.146,5772,4.44,0.0,-0.0184
Si,1,5780.384,5772,4.44,0.0,-0.0109
Si,1,6125.021,5772,4.44,0.0,-0.0091
Si,1,6253.598,5772,4.44,0.0,-0.0095
Si,1,5622.22,5100,4.44,0.0,-0.0054
Si,1,5701.104,5100,4.44,0.0,-0.0096
Si,1,5708.4,5100,4.44,0.0,-0.0265
Si,1,5772.146,5100,4.44,0.0,-0.0135
Si,1,5780.384,5100,4.44,0.0,-0.0082
Si,1,6125.021,5100,4.44,0.0,-0.0065
Si,1,6253.598,5100,4.44,0.0,-0.0072
Si,1,5622.22,6200,4.44,0.0,-0.0079
Si,1,5701.104,6200,4.44,0.0,-0.0126
Si,1,5708.4,6200,4.44,0.0,-0.0335
Si,1,5772.146,6200,4.44,0.0,-0.0171
Si,1,5780.384,6200,4.44,0.0,-0.0105
Si,1,6125.021,6200,4.44,0.0,-0.006
Si,1,6253.598,6200,4.44,0.0,-0.01
Si,1,5622.22,5772,4.0,0.0,-0.0097
Si,1,5701.104,5772,4.0,0.0,-0.0185
Si,1,5708.4,5772,4.0,0.0,-0.0525
Si,1,5772.146,5772,4.0,0.0,-0.0256
Si,1,5780.384,5772,4.0,0.0,-0.0141
Si,1,6125.021,5772,4.0,0.0,-0.0123
Si,1,6253.598,5772,4.0,0.0,-0.0123
Si,1,5622.22,5772,4.7,0.0,-0.0066
Si,1,5701.104,5772,4.7,0.0,-0.0104
Si,1,5708.4,5772,4.7,0.0,-0.028
Si,1,5772.146,5772,4.7,0.0,-0.0145
Si,1,5780.384,5772,4.7,0.0,-0.0091
Si,1,6125.021,5772,4.7,0.0,-0.0073
Si,1,6253.598,5772,4.7,0.0,-0.0082
Si,1,5622.22,5772,4.44,-0.3,-0.0076
Si,1,5701.104,5772,4.44,-0.3,-0.0131
Si,1,5708.4,5772,4.44,-0.3,-0.0363
Si,1,5772.146,5772,4.44,-0.3,-0.0184
Si,1,5780.384,5772,4.44,-0.3,-0.0109
Si,1,6125.021,5772,4.44,-0.3,-0.0091
Si,1,6253.598,5772,4.44,-0.3,-0.0095
Si,1,5622.22,5172,4.43,0.31,-0.0056
Si,1,5701.104,5172,4.43,0.31,-0.0102
Si,1,5708.4,5172,4.43,0.31,-0.0284
Si,1,5772.146,5172,4.43,0.31,-0.0145
Si,1,5780.384,5172,4.43,0.31,-0.0086
Si,1,6125.021,5172,4.43,0.31,-0.0068
Si,1,6253.598,5172,4.43,0.31,-0.0075
Si,1,5622.22,5100,4.5,0.5,-0.0052
Si,1,5701.104,5100,4.5,0.5,-0.0089
Si,1,5708.4,5100,4.5,0.5,-0.0246
Si,1,5772.146,5100,4.5,0.5,-0.0126
Si,1,5780.384,5100,4.5,0.5,-0.0078
Si,1,6125.021,5100,4.5,0.5,-0.0061
Si,1,6253.598,5100,4.5,0.5,-0.0069
Si,1,5622.22,6000,4.3,-0.2,-0.009
Si,1,5701.104,6000,4.3,-0.2,-0.0147
Si,1,5708.4,6000,4.3,-0.2,-0.0402
Si,1,5772.146,6000,4.3,-0.2,-0.0201
Si,1,5780.384,6000,4.3,-0.2,-0.0116
Si,1,6125.021,6000,4.3,-0.2,-0.0104
Si,1,6253.598,6000,4.3,-0.2,-0.011
Si,1,5622.22,5772,4.44,0.6,-0.0076
Si,1,5701.104,5772,4.44,0.6,-0.0131
Si,1,5708.4,5772,4.44,0.6,-0.0363
Si,1,5772.146,5772,4.44,0.6,-0.0184
Si,1,5780.384,5772,4.44,0.6,-0.0109
Si,1,6125.021,5772,4.44,0.6,-0.0091
Si,1,6253.598,5772,4.44,0.6,-0.0095
Si,1,5622.22,5400,4.5,0.5,-0.0061
Si,1,5701.104,5400,4.5,0.5,-0.0109
Si,1,5708.4,5400,4.5,0.5,-0.0305
Si,1,5772.146,5400,4.5,0.5,-0.0155
Si,1,5780.384,5400,4.5,0.5,-0.0091
Si,1,6125.021,5400,4.5,0.5,-0.0074
Si,1,6253.598,5400,4.5,0.5,-0.008
