element,wave_A,teff_K,logg,feh,delta_nlte
Ti,4964.7,5750,4.4,-0.5,0.173
Ti,4997.1,5750,4.4,-0.5,0.191
Ti,5009.66,5750,4.4,-0.5,0.19
Ti,5471.21,5750,4.4,-0.5,0.169
Ti,5474.23,5750,4.4,-0.5,0.168
Ti,5490.15,5750,4.4,-0.5,0.161
Ti,5648.57,5750,4.4,-0.5,0.182
Ti,5662.15,5750,4.4,-0.5,0.185
Ti,5689.49,5750,4.4,-0.5,0.189
Ti,6092.8,5750,4.4,-0.5,0.185
Ti,6303.76,5750,4.4,-0.5,0.159
Ti,6312.24,5750,4.4,-0.5,0.159
Ti,6336.1,5750,4.4,-0.5,0.16
Ti,6554.24,5750,4.4,-0.5,0.172
Ti,6599.13,5750,4.4,-0.5,0.191
Ti,6861.45,5750,4.4,-0.5,0.185
Ti,4449.15,5750,4.4,0.0,0.101
Ti,4548.77,5750,4.4,0.0,0.1
Ti,4759.27,5750,4.4,0.0,0.107
Ti,4964.7,5750,4.4,0.0,0.107
Ti,4997.1,5750,4.4,0.0,0.117
Ti,5009.66,5750,4.4,0.0,0.115
Ti,5471.21,5750,4.4,0.0,0.105
Ti,5474.23,5750,4.4,0.0,0.108
Ti,5490.15,5750,4.4,0.0,0.102
Ti,5648.57,5750,4.4,0.0,0.118
Ti,5662.15,5750,4.4,0.0,0.12
Ti,5689.49,5750,4.4,0.0,0.124
Ti,6092.8,5750,4.4,0.0,0.117
Ti,6303.76,5750,4.4,0.0,0.102
Ti,6312.24,5750,4.4,0.0,0.105
Ti,6336.1,5750,4.4,0.0,0.101
Ti,6554.24,5750,4.4,0.0,0.107
Ti,6599.13,5750,4.4,0.0,0.116
Ti,6861.45,5750,4.4,0.0,0.132
Ti,4449.15,5750,4.4,0.3,0.068
Ti,4548.77,5750,4.4,0.3,0.076
Ti,4759.27,5750,4.4,0.3,0.083
Ti,4964.7,5750,4.4,0.3,0.083
Ti,4997.1,5750,4.4,0.3,0.095
Ti,5009.66,5750,4.4,0.3,0.094
Ti,5471.21,5750,4.4,0.3,0.081
Ti,5474.23,5750,4.4,0.3,0.086
Ti,5490.15,5750,4.4,0.3,0.082
Ti,5648.57,5750,4.4,0.3,0.091
Ti,5662.15,5750,4.4,0.3,0.09
Ti,5689.49,5750,4.4,0.3,0.093
Ti,6092.8,5750,4.4,0.3,0.09
Ti,6303.76,5750,4.4,0.3,0.084
Ti,6312.24,5750,4.4,0.3,0.086
Ti,6336.1,5750,4.4,0.3,0.082
Ti,6554.24,5750,4.4,0.3,0.082
Ti,6599.13,5750,4.4,0.3,0.092
Ti,6861.45,5750,4.4,0.3,0.103
Ti,4449.15,5750,4.5,-0.5,0.159
Ti,4548.77,5750,4.5,-0.5,0.159
Ti,4759.27,5750,4.5,-0.5,0.155
Ti,4964.7,5750,4.5,-0.5,0.167
Ti,4997.1,5750,4.5,-0.5,0.185
Ti,5009.66,5750,4.5,-0.5,0.184
Ti,5471.21,5750,4.5,-0.5,0.164
Ti,5474.23,5750,4.5,-0.5,0.163
Ti,5490.15,5750,4.5,-0.5,0.156
Ti,5648.57,5750,4.5,-0.5,0.175
Ti,5662.15,5750,4.5,-0.5,0.178
Ti,5689.49,5750,4.5,-0.5,0.183
Ti,6092.8,5750,4.5,-0.5,0.179
Ti,6303.76,5750,4.5,-0.5,0.155
Ti,6312.24,5750,4.5,-0.5,0.155
Ti,6336.1,5750,4.5,-0.5,0.155
Ti,6554.24,5750,4.5,-0.5,0.167
Ti,6599.13,5750,4.5,-0.5,0.185
Ti,6861.45,5750,4.5,-0.5,0.176
Ti,4449.15,5750,4.5,0.0,0.098
Ti,4548.77,5750,4.5,0.0,0.097
Ti,4759.27,5750,4.5,0.0,0.103
Ti,4964.7,5750,4.5,0.0,0.104
Ti,4997.1,5750,4.5,0.0,0.114
Ti,5009.66,5750,4.5,0.0,0.113
Ti,5471.21,5750,4.5,0.0,0.102
Ti,5474.23,5750,4.5,0.0,0.105
Ti,5490.15,5750,4.5,0.0,0.099
Ti,5648.57,5750,4.5,0.0,0.114
Ti,5662.15,5750,4.5,0.0,0.115
Ti,5689.49,5750,4.5,0.0,0.119
Ti,6092.8,5750,4.5,0.0,0.113
Ti,6303.76,5750,4.5,0.0,0.1
Ti,6312.24,5750,4.5,0.0,0.102
Ti,6336.1,5750,4.5,0.0,0.099
Ti,6554.24,5750,4.5,0.0,0.104
Ti,6599.13,5750,4.5,0.0,0.113
Ti,6861.45,5750,4.5,0.0,0.128
Ti,4449.15,5750,4.5,0.3,0.067
Ti,4548.77,5750,4.5,0.3,0.075
Ti,4759.27,5750,4.5,0.3,0.08
Ti,4964.7,5750,4.5,0.3,0.081
Ti,4997.1,5750,4.5,0.3,0.094
Ti,5009.66,5750,4.5,0.3,0.093
Ti,5471.21,5750,4.5,0.3,0.08
Ti,5474.23,5750,4.5,0.3,0.084
Ti,5490.15,5750,4.5,0.3,0.081
Ti,5648.57,5750,4.5,0.3,0.088
Ti,5662.15,5750,4.5,0.3,0.088
Ti,5689.49,5750,4.5,0.3,0.09
Ti,6092.8,5750,4.5,0.3,0.088
Ti,6303.76,5750,4.5,0.3,0.083
Ti,6312.24,5750,4.5,0.3,0.085
Ti,6336.1,5750,4.5,0.3,0.081
Ti,6554.24,5750,4.5,0.3,0.081
Ti,6599.13,5750,4.5,0.3,0.091
Ti,6861.45,5750,4.5,0.3,0.099
Ti,4449.15,5777,3.5,-0.5,0.2
Ti,4548.77,5777,3.5,-0.5,0.197
Ti,4759.27,5777,3.5,-0.5,0.196
Ti,4964.7,5777,3.5,-0.5,0.207
Ti,4997.1,5777,3.5,-0.5,0.245
Ti,5009.66,5777,3.5,-0.5,0.239
Ti,5471.21,5777,3.5,-0.5,0.197
Ti,5474.23,5777,3.5,-0.5,0.2
Ti,5490.15,5777,3.5,-0.5,0.187
Ti,5648.57,5777,3.5,-0.5,0.226
Ti,5662.15,5777,3.5,-0.5,0.235
Ti,5689.49,5777,3.5,-0.5,0.244
Ti,6092.8,5777,3.5,-0.5,
Ti,6303.76,5777,3.5,-0.5,0.181
Ti,6312.24,5777,3.5,-0.5,0.179
Ti,6336.1,5777,3.5,-0.5,0.178
Ti,6554.24,5777,3.5,-0.5,0.206
Ti,6599.13,5777,3.5,-0.5,0.244
Ti,6861.45,5777,3.5,-0.5,0.23
Ti,4449.15,5777,3.5,0.0,0.109
Ti,4548.77,5777,3.5,0.0,0.115
Ti,4759.27,5777,3.5,0.0,0.125
Ti,4964.7,5777,3.5,0.0,0.128
Ti,4997.1,5777,3.5,0.0,0.136
Ti,5009.66,5777,3.5,0.0,0.131
Ti,5471.21,5777,3.5,0.0,0.115
Ti,5474.23,5777,3.5,0.0,0.124
Ti,5490.15,5777,3.5,0.0,0.11
Ti,5648.57,5777,3.5,0.0,0.141
Ti,5662.15,5777,3.5,0.0,0.152
Ti,5689.49,5777,3.5,0.0,0.159
Ti,6092.8,5777,3.5,0.0,0.133
Ti,6303.76,5777,3.5,0.0,0.105
Ti,6312.24,5777,3.5,0.0,0.11
Ti,6336.1,5777,3.5,0.0,0.1
Ti,6554.24,5777,3.5,0.0,0.115
Ti,6599.13,5777,3.5,0.0,0.135
Ti,6861.45,5777,3.5,0.0,0.163
Ti,4449.15,5777,3.5,0.3,0.065
Ti,4548.77,5777,3.5,0.3,0.08
Ti,4759.27,5777,3.5,0.3,0.095
Ti,4964.7,5777,3.5,0.3,0.093
Ti,4997.1,5777,3.5,0.3,0.097
Ti,5009.66,5777,3.5,0.3,0.095
Ti,5471.21,5777,3.5,0.3,0.082
Ti,5474.23,5777,3.5,0.3,0.093
Ti,5490.15,5777,3.5,0.3,0.082
Ti,5648.57,5777,3.5,0.3,0.105
Ti,5662.15,5777,3.5,0.3,0.111
Ti,5689.49,5777,3.5,0.3,0.117
Ti,6092.8,5777,3.5,0.3,0.097
Ti,6303.76,5777,3.5,0.3,0.081
Ti,6312.24,5777,3.5,0.3,0.086
Ti,6336.1,5777,3.5,0.3,0.078
Ti,6554.24,5777,3.5,0.3,0.078
Ti,6599.13,5777,3.5,0.3,0.097
Ti,6861.45,5777,3.5,0.3,0.131
Ti,4449.15,5777,4.0,-0.5,0.186
Ti,4548.77,5777,4.0,-0.5,0.188
Ti,4759.27,5777,4.0,-0.5,0.182
Ti,4964.7,5777,4.0,-0.5,0.192
Ti,4997.1,5777,4.0,-0.5,0.22
Ti,5009.66,5777,4.0,-0.5,0.216
Ti,5471.21,5777,4.0,-0.5,0.187
Ti,5474.23,5777,4.0,-0.5,0.188
Ti,5490.15,5777,4.0,-0.5,0.178
Ti,5648.57,5777,4.0,-0.5,0.206
Ti,5662.15,5777,4.0,-0.5,0.211
Ti,5689.49,5777,4.0,-0.5,0.219
Ti,6092.8,5777,4.0,-0.5,
Ti,6303.76,5777,4.0,-0.5,0.175
Ti,6312.24,5777,4.0,-0.5,0.175
Ti,6336.1,5777,4.0,-0.5,0.174
Ti,6554.24,5777,4.0,-0.5,0.191
Ti,6599.13,5777,4.0,-0.5,0.22
Ti,6861.45,5777,4.0,-0.5,0.209
Ti,4449.15,5777,4.0,0.0,0.109
Ti,4548.77,5777,4.0,0.0,0.111
Ti,4759.27,5777,4.0,0.0,0.119
Ti,4964.7,5777,4.0,0.0,0.12
Ti,4997.1,5777,4.0,0.0,0.127
Ti,5009.66,5777,4.0,0.0,0.124
Ti,5471.21,5777,4.0,0.0,0.114
Ti,5474.23,5777,4.0,0.0,0.12
Ti,5490.15,5777,4.0,0.0,0.11
Ti,5648.57,5777,4.0,0.0,0.133
Ti,5662.15,5777,4.0,0.0,0.136
Ti,5689.49,5777,4.0,0.0,0.142
Ti,6092.8,5777,4.0,0.0,0.129
Ti,6303.76,5777,4.0,0.0,0.109
Ti,6312.24,5777,4.0,0.0,0.113
Ti,6336.1,5777,4.0,0.0,0.106
Ti,6554.24,5777,4.0,0.0,0.114
Ti,6599.13,5777,4.0,0.0,0.128
Ti,6861.45,5777,4.0,0.0,0.149
Ti,4449.15,5777,4.0,0.3,0.07
Ti,4548.77,5777,4.0,0.3,0.081
Ti,4759.27,5777,4.0,0.3,0.09
Ti,4964.7,5777,4.0,0.3,0.089
Ti,4997.1,5777,4.0,0.3,0.097
Ti,5009.66,5777,4.0,0.3,0.096
Ti,5471.21,5777,4.0,0.3,0.084
Ti,5474.23,5777,4.0,0.3,0.092
Ti,5490.15,5777,4.0,0.3,0.085
Ti,5648.57,5777,4.0,0.3,0.099
Ti,5662.15,5777,4.0,0.3,0.1
Ti,5689.49,5777,4.0,0.3,0.104
Ti,6092.8,5777,4.0,0.3,0.096
Ti,6303.76,5777,4.0,0.3,0.087
Ti,6312.24,5777,4.0,0.3,0.09
Ti,6336.1,5777,4.0,0.3,0.084
Ti,6554.24,5777,4.0,0.3,0.084
Ti,6599.13,5777,4.0,0.3,0.096
Ti,6861.45,5777,4.0,0.3,0.116
Ti,4449.15,5777,4.4,-0.5,0.166
Ti,4548.77,5777,4.4,-0.5,0.167
Ti,4759.27,5777,4.4,-0.5,0.161
Ti,4964.7,5777,4.4,-0.5,0.174
Ti,4997.1,5777,4.4,-0.5,0.193
Ti,5009.66,5777,4.4,-0.5,0.191
Ti,5471.21,5777,4.4,-0.5,0.17
Ti,5474.23,5777,4.4,-0.5,0.169
Ti,5490.15,5777,4.4,-0.5,0.162
Ti,5648.57,5777,4.4,-0.5,0.183
Ti,5662.15,5777,4.4,-0.5,0.186
Ti,5689.49,5777,4.4,-0.5,0.191
Ti,6092.8,5777,4.4,-0.5,
Ti,6303.76,5777,4.4,-0.5,0.16
Ti,6312.24,5777,4.4,-0.5,0.16
Ti,6336.1,5777,4.4,-0.5,0.161
Ti,6554.24,5777,4.4,-0.5,0.174
Ti,6599.13,5777,4.4,-0.5,0.193
Ti,6861.45,5777,4.4,-0.5,0.186
Ti,4449.15,5777,4.4,0.0,0.102
Ti,4548.77,5777,4.4,0.0,0.102
Ti,4759.27,5777,4.4,0.0,0.107
Ti,4964.7,5777,4.4,0.0,0.108
Ti,4997.1,5777,4.4,0.0,0.118
Ti,5009.66,5777,4.4,0.0,0.116
Ti,5471.21,5777,4.4,0.0,0.106
Ti,5474.23,5777,4.4,0.0,0.109
Ti,5490.15,5777,4.4,0.0,0.103
Ti,5648.57,5777,4.4,0.0,0.119
Ti,5662.15,5777,4.4,0.0,0.121
Ti,5689.49,5777,4.4,0.0,0.125
Ti,6092.8,5777,4.4,0.0,0.118
Ti,6303.76,5777,4.4,0.0,0.103
Ti,6312.24,5777,4.4,0.0,0.106
Ti,6336.1,5777,4.4,0.0,0.101
Ti,6554.24,5777,4.4,0.0,0.108
Ti,6599.13,5777,4.4,0.0,0.117
Ti,6861.45,5777,4.4,0.0,0.133
Ti,4449.15,5777,4.4,0.3,0.069
Ti,4548.77,5777,4.4,0.3,0.077
Ti,4759.27,5777,4.4,0.3,0.083
Ti,4964.7,5777,4.4,0.3,0.083
Ti,4997.1,5777,4.4,0.3,0.095
Ti,5009.66,5777,4.4,0.3,0.094
Ti,5471.21,5777,4.4,0.3,0.082
Ti,5474.23,5777,4.4,0.3,0.086
Ti,5490.15,5777,4.4,0.3,0.083
Ti,5648.57,5777,4.4,0.3,0.091
Ti,5662.15,5777,4.4,0.3,0.091
Ti,5689.49,5777,4.4,0.3,0.093
Ti,6092.8,5777,4.4,0.3,0.09
Ti,6303.76,5777,4.4,0.3,0.084
Ti,6312.24,5777,4.4,0.3,0.086
Ti,6336.1,5777,4.4,0.3,0.082
Ti,6554.24,5777,4.4,0.3,0.083
Ti,6599.13,5777,4.4,0.3,0.092
Ti,6861.45,5777,4.4,0.3,0.104
Ti,4449.15,5777,4.5,-0.5,0.16
Ti,4548.77,5777,4.5,-0.5,0.16
Ti,4759.27,5777,4.5,-0.5,0.155
Ti,4964.7,5777,4.5,-0.5,0.168
Ti,4997.1,5777,4.5,-0.5,0.187
Ti,5009.66,5777,4.5,-0.5,0.185
Ti,5471.21,5777,4.5,-0.5,0.165
Ti,5474.23,5777,4.5,-0.5,0.163
Ti,5490.15,5777,4.5,-0.5,0.156
Ti,5648.57,5777,4.5,-0.5,0.176
Ti,5662.15,5777,4.5,-0.5,0.179
Ti,5689.49,5777,4.5,-0.5,0.184
Ti,6092.8,5777,4.5,-0.5,
Ti,6303.76,5777,4.5,-0.5,0.155
Ti,6312.24,5777,4.5,-0.5,0.155
Ti,6336.1,5777,4.5,-0.5,0.156
Ti,6554.24,5777,4.5,-0.5,0.168
Ti,6599.13,5777,4.5,-0.5,0.186
Ti,6861.45,5777,4.5,-0.5,0.18
Ti,4449.15,5777,4.5,0.0,0.099
Ti,4548.77,5777,4.5,0.0,0.099
Ti,4759.27,5777,4.5,0.0,0.104
Ti,4964.7,5777,4.5,0.0,0.105
Ti,4997.1,5777,4.5,0.0,0.115
Ti,5009.66,5777,4.5,0.0,0.113
Ti,5471.21,5777,4.5,0.0,0.103
Ti,5474.23,5777,4.5,0.0,0.106
Ti,5490.15,5777,4.5,0.0,0.1
Ti,5648.57,5777,4.5,0.0,0.114
Ti,5662.15,5777,4.5,0.0,0.116
Ti,5689.49,5777,4.5,0.0,0.12
Ti,6092.8,5777,4.5,0.0,0.114
Ti,6303.76,5777,4.5,0.0,0.1
Ti,6312.24,5777,4.5,0.0,0.103
Ti,6336.1,5777,4.5,0.0,0.099
Ti,6554.24,5777,4.5,0.0,0.105
Ti,6599.13,5777,4.5,0.0,0.114
Ti,6861.45,5777,4.5,0.0,0.129
Ti,4449.15,5777,4.5,0.3,0.068
Ti,4548.77,5777,4.5,0.3,0.075
Ti,4759.27,5777,4.5,0.3,0.081
Ti,4964.7,5777,4.5,0.3,0.081
Ti,4997.1,5777,4.5,0.3,0.094
Ti,5009.66,5777,4.5,0.3,0.093
Ti,5471.21,5777,4.5,0.3,0.08
Ti,5474.23,5777,4.5,0.3,0.084
Ti,5490.15,5777,4.5,0.3,0.081
Ti,5648.57,5777,4.5,0.3,0.089
Ti,5662.15,5777,4.5,0.3,0.088
Ti,5689.49,5777,4.5,0.3,0.091
Ti,6092.8,5777,4.5,0.3,0.088
Ti,6303.76,5777,4.5,0.3,0.083
Ti,6312.24,5777,4.5,0.3,0.085
Ti,6336.1,5777,4.5,0.3,0.081
Ti,6554.24,5777,4.5,0.3,0.082
Ti,6599.13,5777,4.5,0.3,0.091
Ti,6861.45,5777,4.5,0.3,0.1
Ti,4449.15,6000,3.5,-0.5,0.205
Ti,4548.77,6000,3.5,-0.5,0.195
Ti,4759.27,6000,3.5,-0.5,0.2
Ti,4964.7,6000,3.5,-0.5,0.219
Ti,4997.1,6000,3.5,-0.5,0.256
Ti,5009.66,6000,3.5,-0.5,0.25
Ti,5471.21,6000,3.5,-0.5,0.21
Ti,5474.23,6000,3.5,-0.5,0.207
Ti,5490.15,6000,3.5,-0.5,0.198
Ti,5648.57,6000,3.5,-0.5,0.235
Ti,5662.15,6000,3.5,-0.5,0.24
Ti,5689.49,6000,3.5,-0.5,0.249
Ti,6092.8,6000,3.5,-0.5,
Ti,6303.76,6000,3.5,-0.5,0.19
Ti,6312.24,6000,3.5,-0.5,0.186
Ti,6336.1,6000,3.5,-0.5,
Ti,6554.24,6000,3.5,-0.5,0.221
Ti,6599.13,6000,3.5,-0.5,
Ti,6861.45,6000,3.5,-0.5,0.265
Ti,4449.15,6000,3.5,0.0,0.118
Ti,4548.77,6000,3.5,0.0,0.126
Ti,4759.27,6000,3.5,0.0,0.126
Ti,4964.7,6000,3.5,0.0,0.137
Ti,4997.1,6000,3.5,0.0,0.149
Ti,5009.66,6000,3.5,0.0,0.145
Ti,5471.21,6000,3.5,0.0,0.121
Ti,5474.23,6000,3.5,0.0,0.129
Ti,5490.15,6000,3.5,0.0,0.116
Ti,5648.57,6000,3.5,0.0,0.147
Ti,5662.15,6000,3.5,0.0,0.158
Ti,5689.49,6000,3.5,0.0,0.165
Ti,6092.8,6000,3.5,0.0,0.141
Ti,6303.76,6000,3.5,0.0,0.109
Ti,6312.24,6000,3.5,0.0,0.113
Ti,6336.1,6000,3.5,0.0,0.102
Ti,6554.24,6000,3.5,0.0,0.124
Ti,6599.13,6000,3.5,0.0,0.146
Ti,6861.45,6000,3.5,0.0,0.171
Ti,4449.15,6000,3.5,0.3,0.072
Ti,4548.77,6000,3.5,0.3,0.087
Ti,4759.27,6000,3.5,0.3,0.095
Ti,4964.7,6000,3.5,0.3,0.097
Ti,4997.1,6000,3.5,0.3,0.104
Ti,5009.66,6000,3.5,0.3,0.1
Ti,5471.21,6000,3.5,0.3,0.085
Ti,5474.23,6000,3.5,0.3,0.095
Ti,5490.15,6000,3.5,0.3,0.084
Ti,5648.57,6000,3.5,0.3,0.107
Ti,5662.15,6000,3.5,0.3,0.117
Ti,5689.49,6000,3.5,0.3,0.123
Ti,6092.8,6000,3.5,0.3,0.098
Ti,6303.76,6000,3.5,0.3,0.081
Ti,6312.24,6000,3.5,0.3,0.086
Ti,6336.1,6000,3.5,0.3,0.077
Ti,6554.24,6000,3.5,0.3,0.084
Ti,6599.13,6000,3.5,0.3,0.101
Ti,6861.45,6000,3.5,0.3,0.14
Ti,4449.15,6000,4.0,-0.5,0.192
Ti,4548.77,6000,4.0,-0.5,0.19
Ti,4759.27,6000,4.0,-0.5,0.187
Ti,4964.7,6000,4.0,-0.5,0.203
Ti,4997.1,6000,4.0,-0.5,0.234
Ti,5009.66,6000,4.0,-0.5,0.229
Ti,5471.21,6000,4.0,-0.5,0.196
Ti,5474.23,6000,4.0,-0.5,0.196
Ti,5490.15,6000,4.0,-0.5,0.187
Ti,5648.57,6000,4.0,-0.5,0.218
Ti,5662.15,6000,4.0,-0.5,0.22
Ti,5689.49,6000,4.0,-0.5,0.227
Ti,6092.8,6000,4.0,-0.5,
Ti,6303.76,6000,4.0,-0.5,0.183
Ti,6312.24,6000,4.0,-0.5,0.181
Ti,6336.1,6000,4.0,-0.5,
Ti,6554.24,6000,4.0,-0.5,0.203
Ti,6599.13,6000,4.0,-0.5,0.236
Ti,6861.45,6000,4.0,-0.5,0.235
Ti,4449.15,6000,4.0,0.0,0.118
Ti,4548.77,6000,4.0,0.0,0.124
Ti,4759.27,6000,4.0,0.0,0.121
Ti,4964.7,6000,4.0,0.0,0.129
Ti,4997.1,6000,4.0,0.0,0.139
Ti,5009.66,6000,4.0,0.0,0.136
Ti,5471.21,6000,4.0,0.0,0.121
Ti,5474.23,6000,4.0,0.0,0.126
Ti,5490.15,6000,4.0,0.0,0.116
Ti,5648.57,6000,4.0,0.0,0.14
Ti,5662.15,6000,4.0,0.0,0.143
Ti,5689.49,6000,4.0,0.0,0.149
Ti,6092.8,6000,4.0,0.0,0.138
Ti,6303.76,6000,4.0,0.0,0.114
Ti,6312.24,6000,4.0,0.0,0.117
Ti,6336.1,6000,4.0,0.0,0.109
Ti,6554.24,6000,4.0,0.0,0.123
Ti,6599.13,6000,4.0,0.0,0.138
Ti,6861.45,6000,4.0,0.0,0.156
Ti,4449.15,6000,4.0,0.3,0.077
Ti,4548.77,6000,4.0,0.3,0.088
Ti,4759.27,6000,4.0,0.3,0.092
Ti,4964.7,6000,4.0,0.3,0.093
Ti,4997.1,6000,4.0,0.3,0.101
Ti,5009.66,6000,4.0,0.3,0.099
Ti,5471.21,6000,4.0,0.3,0.088
Ti,5474.23,6000,4.0,0.3,0.094
Ti,5490.15,6000,4.0,0.3,0.087
Ti,5648.57,6000,4.0,0.3,0.103
Ti,5662.15,6000,4.0,0.3,0.105
Ti,5689.49,6000,4.0,0.3,0.109
Ti,6092.8,6000,4.0,0.3,0.098
Ti,6303.76,6000,4.0,0.3,0.087
Ti,6312.24,6000,4.0,0.3,0.09
Ti,6336.1,6000,4.0,0.3,0.084
Ti,6554.24,6000,4.0,0.3,0.088
Ti,6599.13,6000,4.0,0.3,0.099
Ti,6861.45,6000,4.0,0.3,0.124
Ti,4449.15,6000,4.4,-0.5,0.172
Ti,4548.77,6000,4.4,-0.5,0.172
Ti,4759.27,6000,4.4,-0.5,0.168
Ti,4964.7,6000,4.4,-0.5,0.183
Ti,4997.1,6000,4.4,-0.5,0.207
Ti,5009.66,6000,4.4,-0.5,0.203
Ti,5471.21,6000,4.4,-0.5,0.179
Ti,5474.23,6000,4.4,-0.5,0.177
Ti,5490.15,6000,4.4,-0.5,0.17
Ti,5648.57,6000,4.4,-0.5,0.193
Ti,5662.15,6000,4.4,-0.5,0.194
Ti,5689.49,6000,4.4,-0.5,0.199
Ti,6092.8,6000,4.4,-0.5,
Ti,6303.76,6000,4.4,-0.5,0.169
Ti,6312.24,6000,4.4,-0.5,0.167
Ti,6336.1,6000,4.4,-0.5,
Ti,6554.24,6000,4.4,-0.5,0.185
Ti,6599.13,6000,4.4,-0.5,0.207
Ti,6861.45,6000,4.4,-0.5,0.205
Ti,4449.15,6000,4.4,0.0,0.111
Ti,4548.77,6000,4.4,0.0,0.114
Ti,4759.27,6000,4.4,0.0,0.111
Ti,4964.7,6000,4.4,0.0,0.117
Ti,4997.1,6000,4.4,0.0,0.128
Ti,5009.66,6000,4.4,0.0,0.126
Ti,5471.21,6000,4.4,0.0,0.113
Ti,5474.23,6000,4.4,0.0,0.116
Ti,5490.15,6000,4.4,0.0,0.109
Ti,5648.57,6000,4.4,0.0,0.126
Ti,5662.15,6000,4.4,0.0,0.128
Ti,5689.49,6000,4.4,0.0,0.132
Ti,6092.8,6000,4.4,0.0,0.127
Ti,6303.76,6000,4.4,0.0,0.109
Ti,6312.24,6000,4.4,0.0,0.11
Ti,6336.1,6000,4.4,0.0,0.105
Ti,6554.24,6000,4.4,0.0,0.116
Ti,6599.13,6000,4.4,0.0,0.127
Ti,6861.45,6000,4.4,0.0,0.14
Ti,4449.15,6000,4.4,0.3,0.076
Ti,4548.77,6000,4.4,0.3,0.083
Ti,4759.27,6000,4.4,0.3,0.085
Ti,4964.7,6000,4.4,0.3,0.087
Ti,4997.1,6000,4.4,0.3,0.098
Ti,5009.66,6000,4.4,0.3,0.096
Ti,5471.21,6000,4.4,0.3,0.085
Ti,5474.23,6000,4.4,0.3,0.089
Ti,5490.15,6000,4.4,0.3,0.084
Ti,5648.57,6000,4.4,0.3,0.094
Ti,5662.15,6000,4.4,0.3,0.096
Ti,5689.49,6000,4.4,0.3,0.098
Ti,6092.8,6000,4.4,0.3,0.092
Ti,6303.76,6000,4.4,0.3,0.085
Ti,6312.24,6000,4.4,0.3,0.088
Ti,6336.1,6000,4.4,0.3,0.083
Ti,6554.24,6000,4.4,0.3,0.086
Ti,6599.13,6000,4.4,0.3,0.095
Ti,6861.45,6000,4.4,0.3,0.11
Ti,4449.15,6000,4.5,-0.5,0.166
Ti,4548.77,6000,4.5,-0.5,0.166
Ti,4759.27,6000,4.5,-0.5,0.162
Ti,4964.7,6000,4.5,-0.5,0.178
Ti,4997.1,6000,4.5,-0.5,0.199
Ti,5009.66,6000,4.5,-0.5,0.196
Ti,5471.21,6000,4.5,-0.5,0.174
Ti,5474.23,6000,4.5,-0.5,0.172
Ti,5490.15,6000,4.5,-0.5,0.165
Ti,5648.57,6000,4.5,-0.5,0.187
Ti,5662.15,6000,4.5,-0.5,0.188
Ti,5689.49,6000,4.5,-0.5,0.192
Ti,6092.8,6000,4.5,-0.5,
Ti,6303.76,6000,4.5,-0.5,0.165
Ti,6312.24,6000,4.5,-0.5,0.163
Ti,6336.1,6000,4.5,-0.5,
Ti,6554.24,6000,4.5,-0.5,0.18
Ti,6599.13,6000,4.5,-0.5,0.2
Ti,6861.45,6000,4.5,-0.5,0.198
Ti,4449.15,6000,4.5,0.0,0.108
Ti,4548.77,6000,4.5,0.0,0.111
Ti,4759.27,6000,4.5,0.0,0.107
Ti,4964.7,6000,4.5,0.0,0.114
Ti,4997.1,6000,4.5,0.0,0.125
Ti,5009.66,6000,4.5,0.0,0.123
Ti,5471.21,6000,4.5,0.0,0.111
Ti,5474.23,6000,4.5,0.0,0.112
Ti,5490.15,6000,4.5,0.0,0.106
Ti,5648.57,6000,4.5,0.0,0.122
Ti,5662.15,6000,4.5,0.0,0.124
Ti,5689.49,6000,4.5,0.0,0.128
Ti,6092.8,6000,4.5,0.0,0.124
Ti,6303.76,6000,4.5,0.0,0.106
Ti,6312.24,6000,4.5,0.0,0.108
Ti,6336.1,6000,4.5,0.0,0.103
Ti,6554.24,6000,4.5,0.0,0.113
Ti,6599.13,6000,4.5,0.0,0.124
Ti,6861.45,6000,4.5,0.0,0.135
Ti,4449.15,6000,4.5,0.3,0.075
Ti,4548.77,6000,4.5,0.3,0.082
Ti,4759.27,6000,4.5,0.3,0.083
Ti,4964.7,6000,4.5,0.3,0.085
Ti,4997.1,6000,4.5,0.3,0.096
Ti,5009.66,6000,4.5,0.3,0.094
Ti,5471.21,6000,4.5,0.3,0.084
Ti,5474.23,6000,4.5,0.3,0.087
Ti,5490.15,6000,4.5,0.3,0.083
Ti,5648.57,6000,4.5,0.3,0.092
Ti,5662.15,6000,4.5,0.3,0.093
Ti,5689.49,6000,4.5,0.3,0.095
Ti,6092.8,6000,4.5,0.3,0.09
Ti,6303.76,6000,4.5,0.3,0.084
Ti,6312.24,6000,4.5,0.3,0.086
Ti,6336.1,6000,4.5,0.3,0.082
Ti,6554.24,6000,4.5,0.3,0.085
Ti,6599.13,6000,4.5,0.3,0.093
Ti,6861.45,6000,4.5,0.3,0.106
Ti,4449.15,6500,3.5,-0.5,0.215
Ti,4548.77,6500,3.5,-0.5,0.194
Ti,4759.27,6500,3.5,-0.5,0.212
Ti,4964.7,6500,3.5,-0.5,
Ti,4997.1,6500,3.5,-0.5,0.266
Ti,5009.66,6500,3.5,-0.5,0.263
Ti,5471.21,6500,3.5,-0.5,
Ti,5474.23,6500,3.5,-0.5,0.217
Ti,5490.15,6500,3.5,-0.5,0.227
