'         0608.012016'    1   117783
'ExoMol Li2015'
  4515.025  0.01716 -16.314    0.000   19.0 8.35E-10 'X' 'X'    9.0    8.0 'X' 'X'   0.0    0.0  'v11-0_J9-8_Li2015'
  4515.027  0.02145 -16.236    0.000   21.0 9.06E-10 'X' 'X'   10.0    9.0 'X' 'X'   0.0    0.0  'v11-0_J10-9_Li2015'
  4515.101  0.01335 -16.397    0.000   17.0 7.72E-10 'X' 'X'    8.0    7.0 'X' 'X'   0.0    0.0  'v11-0_J8-7_Li2015'
  4515.108  0.02621 -16.160    0.000   23.0 9.85E-10 'X' 'X'   11.0   10.0 'X' 'X'   0.0    0.0  'v11-0_J11-10_Li2015'
  4515.257  0.01001 -16.484    0.000   15.0 7.16E-10 'X' 'X'    7.0    6.0 'X' 'X'   0.0    0.0  'v11-0_J7-6_Li2015'
  4515.267  0.03145 -16.086    0.000   25.0 1.07E-09 'X' 'X'   12.0   11.0 'X' 'X'   0.0    0.0  'v11-0_J12-11_Li2015'
  4515.491  0.00715 -16.577    0.000   13.0 6.67E-10 'X' 'X'    6.0    5.0 'X' 'X'   0.0    0.0  'v11-0_J6-5_Li2015'
  4515.506  0.03717 -16.014    0.000   27.0 1.17E-09 'X' 'X'   13.0   12.0 'X' 'X'   0.0    0.0  'v11-0_J13-12_Li2015'
  4515.803  0.00477 -16.679    0.000   11.0 6.23E-10 'X' 'X'    5.0    4.0 'X' 'X'   0.0    0.0  'v11-0_J5-4_Li2015'
  4515.823  0.04336 -15.944    0.000   29.0 1.28E-09 'X' 'X'   14.0   13.0 'X' 'X'   0.0    0.0  'v11-0_J14-13_Li2015'
  4516.195  0.00286 -16.796    0.000    9.0 5.81E-10 'X' 'X'    4.0    3.0 'X' 'X'   0.0    0.0  'v11-0_J4-3_Li2015'
  4516.220  0.05002 -15.876    0.000   31.0 1.41E-09 'X' 'X'   15.0   14.0 'X' 'X'   0.0    0.0  'v11-0_J15-14_Li2015'
  4516.665  0.00143 -16.937    0.000    7.0 5.40E-10 'X' 'X'    3.0    2.0 'X' 'X'   0.0    0.0  'v11-0_J3-2_Li2015'
  4516.695  0.05716 -15.809    0.000   33.0 1.54E-09 'X' 'X'   16.0   15.0 'X' 'X'   0.0    0.0  'v11-0_J16-15_Li2015'
  4517.214  0.00048 -17.126    0.000    5.0 4.89E-10 'X' 'X'    2.0    1.0 'X' 'X'   0.0    0.0  'v11-0_J2-1_Li2015'
  4517.250  0.06478 -15.743    0.000   35.0 1.69E-09 'X' 'X'   17.0   16.0 'X' 'X'   0.0    0.0  'v11-0_J17-16_Li2015'
  4517.841  0.00000 -17.436    0.000    3.0 3.99E-10 'X' 'X'    1.0    0.0 'X' 'X'   0.0    0.0  'v11-0_J1-0_Li2015'
  4517.884  0.07287 -15.680    0.000   37.0 1.85E-09 'X' 'X'   18.0   17.0 'X' 'X'   0.0    0.0  'v11-0_J18-17_Li2015'
  4518.597  0.08143 -15.618    0.000   39.0 2.02E-09 'X' 'X'   19.0   18.0 'X' 'X'   0.0    0.0  'v11-0_J19-18_Li2015'
  4519.333  0.00048 -17.441    0.000    1.0 1.18E-09 'X' 'X'    0.0    1.0 'X' 'X'   0.0    0.0  'v11-0_J0-1_Li2015'
  4519.389  0.09047 -15.557    0.000   41.0 2.21E-09 'X' 'X'   20.0   19.0 'X' 'X'   0.0    0.0  'v11-0_J20-19_Li2015'
  4520.197  0.00143 -17.136    0.000    3.0 7.96E-10 'X' 'X'    1.0    2.0 'X' 'X'   0.0    0.0  'v11-0_J1-2_Li2015'
  4520.261  0.09998 -15.498    0.000   43.0 2.41E-09 'X' 'X'   21.0   20.0 'X' 'X'   0.0    0.0  'v11-0_J21-20_Li2015'
  4521.140  0.00286 -16.952    0.000    5.0 7.29E-10 'X' 'X'    2.0    3.0 'X' 'X'   0.0    0.0  'v11-0_J2-3_Li2015'
  4521.213  0.10996 -15.441    0.000   45.0 2.63E-09 'X' 'X'   22.0   21.0 'X' 'X'   0.0    0.0  'v11-0_J22-21_Li2015'
  4522.162  0.00477 -16.815    0.000    7.0 7.14E-10 'X' 'X'    3.0    4.0 'X' 'X'   0.0    0.0  'v11-0_J3-4_Li2015'
  4522.244  0.12042 -15.385    0.000   47.0 2.86E-09 'X' 'X'   23.0   22.0 'X' 'X'   0.0    0.0  'v11-0_J23-22_Li2015'
  4523.263  0.00715 -16.702    0.000    9.0 7.19E-10 'X' 'X'    4.0    5.0 'X' 'X'   0.0    0.0  'v11-0_J4-5_Li2015'
  4523.356  0.13135 -15.331    0.000   49.0 3.11E-09 'X' 'X'   24.0   23.0 'X' 'X'   0.0    0.0  'v11-0_J24-23_Li2015'
  4524.443  0.01001 -16.604    0.000   11.0 7.38E-10 'X' 'X'    5.0    6.0 'X' 'X'   0.0    0.0  'v11-0_J5-6_Li2015'
  4524.547  0.14274 -15.278    0.000   51.0 3.37E-09 'X' 'X'   25.0   24.0 'X' 'X'   0.0    0.0  'v11-0_J25-24_Li2015'
  4525.703  0.01335 -16.514    0.000   13.0 7.67E-10 'X' 'X'    6.0    7.0 'X' 'X'   0.0    0.0  'v11-0_J6-7_Li2015'
  4525.819  0.15462 -15.227    0.000   53.0 3.65E-09 'X' 'X'   26.0   25.0 'X' 'X'   0.0    0.0  'v11-0_J26-25_Li2015'
  4527.042  0.01716 -16.431    0.000   15.0 8.05E-10 'X' 'X'    7.0    8.0 'X' 'X'   0.0    0.0  'v11-0_J7-8_Li2015'
  4527.171  0.16696 -15.177    0.000   55.0 3.94E-09 'X' 'X'   27.0   26.0 'X' 'X'   0.0    0.0  'v11-0_J27-26_Li2015'
  4528.460  0.02145 -16.351    0.000   17.0 8.52E-10 'X' 'X'    8.0    9.0 'X' 'X'   0.0    0.0  'v11-0_J8-9_Li2015'
  4528.604  0.17977 -15.129    0.000   57.0 4.24E-09 'X' 'X'   28.0   27.0 'X' 'X'   0.0    0.0  'v11-0_J28-27_Li2015'
  4529.958  0.02621 -16.275    0.000   19.0 9.08E-10 'X' 'X'    9.0   10.0 'X' 'X'   0.0    0.0  'v11-0_J9-10_Li2015'
  4530.117  0.19305 -15.082    0.000   59.0 4.56E-09 'X' 'X'   29.0   28.0 'X' 'X'   0.0    0.0  'v11-0_J29-28_Li2015'
  4531.536  0.03145 -16.201    0.000   21.0 9.73E-10 'X' 'X'   10.0   11.0 'X' 'X'   0.0    0.0  'v11-0_J10-11_Li2015'
  4531.712  0.20680 -15.037    0.000   61.0 4.89E-09 'X' 'X'   30.0   29.0 'X' 'X'   0.0    0.0  'v11-0_J30-29_Li2015'
  4533.193  0.03717 -16.130    0.000   23.0 1.05E-09 'X' 'X'   11.0   12.0 'X' 'X'   0.0    0.0  'v11-0_J11-12_Li2015'
  4533.387  0.22102 -14.994    0.000   63.0 5.23E-09 'X' 'X'   31.0   30.0 'X' 'X'   0.0    0.0  'v11-0_J31-30_Li2015'
