element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason
Al,I,7083.969,kpno_solar_atlas,61.07695959882629,"PROFILE-FIT (voigt); gap 0.575 A; model integrated; chi2_red=0.001461; sigma_fit=0.4000 A (init 0.0406, floor 0.0060); ew_err=132.64 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0708",,-5.06439924220235,,False,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.573 A from the catalogued position (depth 0.169 vs 0.111 at the line) — the EW is an upper bound on a blend, not this line"
Al,I,7084.643,kpno_solar_atlas,82.00011389750155,"PROFILE-FIT (voigt); gap 0.353 A; model integrated; chi2_red=0.002771; sigma_fit=0.0060 A (init 0.0406, floor 0.0060); ew_err=9.19 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0708",,-4.936503515123561,,False,"FIT-PINNED: fitted sigma 0.0060 A sits on the instrumental floor 0.0060 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Al,I,7361.568,kpno_solar_atlas,49.69762522646872,"PROFILE-FIT (voigt); gap 0.728 A; model integrated; chi2_red=0.001048; sigma_fit=0.0063 A (init 0.0422, floor 0.0063); ew_err=10.87 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0732,lm0736",,-5.170634691382586,,False,"FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Al,I,7362.296,kpno_solar_atlas,64.02332706912615,"PROFILE-FIT (voigt); gap 0.728 A; model integrated; chi2_red=0.000494; sigma_fit=0.0063 A (init 0.0422, floor 0.0063); ew_err=16.50 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0732,lm0736",,-5.060675035040944,,False,"FIT-PINNED: fitted sigma 0.0063 A sits on the instrumental floor 0.0063 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Al,I,7835.309,kpno_solar_atlas,55.75011900561934,"PROFILE-FIT (voigt); gap 0.825 A; model integrated; chi2_red=9.556e-05; sigma_fit=0.0067 A (init 0.0449, floor 0.0067); ew_err=13.93 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0780",,-5.147810329576689,,False,"FIT-PINNED: fitted sigma 0.0067 A sits on the instrumental floor 0.0067 A. No observed feature can be narrower than the instrument profile, so the optimiser hit a bound rather than a minimum and the integrated EW is not trustworthy."
Al,I,7836.134,kpno_solar_atlas,71.92586415480511,"PROFILE-FIT (voigt); gap 0.825 A; model integrated; chi2_red=8.57e-05; sigma_fit=0.0239 A (init 0.0449, floor 0.0067); ew_err=11.27 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0780",,-5.03721676550482,,True,
Al,I,8772.865,kpno_solar_atlas,94.26682765879337,"PROFILE-FIT (voigt); gap 0.335 A; model integrated; chi2_red=0.0001957; sigma_fit=0.0085 A (init 0.0503, floor 0.0075); ew_err=23.19 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0876",,-4.968782554221521,,True,
Al,I,8773.8975,kpno_solar_atlas,109.5137117963516,"PROFILE-FIT (voigt); gap 1.032 A; model integrated; chi2_red=2.952e-05; sigma_fit=0.0501 A (init 0.0503, floor 0.0075); ew_err=22.04 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0876",,-4.903724057560737,,True,
