element,ion,instrument,band,treatment,value,sigma,n_lines,n_excluded,handler,provenance,route,scale,model,atmos,gf,route_basis,deck,stat_dex,syst_dex,stat_basis
Fe,I,kpno_solar_atlas,VIS,ENGINE-A-3DNLTE,7.471284281349637,0.0565245490315604,21,19,SynthesisHandler,"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP); line set + log gf from Asplund, Amarsi & Grevesse 2021, A&A 653, A141, Table A.2 (AGSS21) -- ingested by RYA-1109, loaded through the RYA-1111 reference_lineset path (NO further cut -- Table A.2 is Asplund's own published selection); 1D-LTE base MEASURED HERE by Turbospectrum flux fit on holding solar_kpno_kurucz2005_corrected (half-width +/-0.62 A); canonical gf single-sourcing (RYA-353) DECLARED OFF for the target lines and ON for the blend context — this product is a replication of Asplund's analysis and therefore runs on Asplund's gf scale, not ours (RYA-1106)",synth,3D-NLTE,amarsi,atlas9,lab,handler,none,0.0123,0.17,"measured — RMS of the random terms, 0.01233 dex at n_lines=21"
