wavelength_air_A,flux
8.615863130800951694e+03,9.929000000000000048e-01
8.615873128096774963e+03,9.929999999999999938e-01
8.615883125392601869e+03,9.929999999999999938e-01
8.615893122688425137e+03,9.929000000000000048e-01
8.615903119984250225e+03,9.927000000000000268e-01
8.615913117280071674e+03,9.922999999999999599e-01
8.615923114575896761e+03,9.919999999999999929e-01
8.615933111871721849e+03,9.917000000000000259e-01
8.615943109167543298e+03,9.916000000000000369e-01
8.615953106463368385e+03,9.915000000000000480e-01
8.615963103759189835e+03,9.913999999999999480e-01
8.615973101055013103e+03,9.912999999999999590e-01
8.615983098350840010e+03,9.911999999999999700e-01
8.615993095646663278e+03,9.909000000000000030e-01
8.616003092942486546e+03,9.906000000000000361e-01
8.616013090238307996e+03,9.901999999999999691e-01
8.616023087534133083e+03,9.899000000000000021e-01
8.616033084829954532e+03,9.895000000000000462e-01
8.616043082125781439e+03,9.889000000000000012e-01
8.616053079421602888e+03,9.880999999999999783e-01
8.616063076717426156e+03,9.874000000000000554e-01
8.616073074013249425e+03,9.864000000000000545e-01
8.616083071309072693e+03,9.849999999999999867e-01
8.616093068604894142e+03,9.830999999999999739e-01
8.616103065900717411e+03,9.806000000000000272e-01
8.616113063196540679e+03,9.772999999999999465e-01
8.616123060492362129e+03,9.729999999999999760e-01
8.616133057788187216e+03,9.674000000000000377e-01
8.616143055084010484e+03,9.606000000000000094e-01
8.616153052379831934e+03,9.522000000000000464e-01
8.616163049675655202e+03,9.422000000000000375e-01
8.616173046971478470e+03,9.302000000000000268e-01
8.616183044267299920e+03,9.157999999999999474e-01
8.616193041563121369e+03,8.993999999999999773e-01
8.616203038858944637e+03,8.806000000000000494e-01
8.616213036154766087e+03,8.604000000000000536e-01
8.616223033450591174e+03,8.393000000000000460e-01
8.616233030746412624e+03,8.176999999999999824e-01
8.616243028042235892e+03,7.971000000000000307e-01
8.616253025338053703e+03,7.782999999999999918e-01
8.616263022633878791e+03,7.625999999999999446e-01
8.616273019929700240e+03,7.510000000000000009e-01
8.616283017225523508e+03,7.445000000000000506e-01
8.616293014521344958e+03,7.437000000000000277e-01
8.616303011817166407e+03,7.488000000000000211e-01
8.616313009112987856e+03,7.590999999999999970e-01
8.616323006408811125e+03,7.740000000000000213e-01
8.616333003704632574e+03,7.923000000000000043e-01
8.616343001000452205e+03,8.126999999999999780e-01
8.616352998296275473e+03,8.338999999999999746e-01
8.616362995592096922e+03,8.548999999999999932e-01
8.616372992887918372e+03,8.747000000000000330e-01
8.616382990183739821e+03,8.931000000000000050e-01
8.616392987479563089e+03,9.094999999999999751e-01
8.616402984775384539e+03,9.236999999999999655e-01
8.616412982071204169e+03,9.362000000000000322e-01
8.616422979367025619e+03,9.465999999999999970e-01
8.616432976662845249e+03,9.553000000000000380e-01
8.616442973958668517e+03,9.625000000000000222e-01
8.616452971254489967e+03,9.684000000000000385e-01
8.616462968550309597e+03,9.731999999999999540e-01
8.616472965846132865e+03,9.769999999999999796e-01
8.616482963141954315e+03,9.800999999999999712e-01
8.616492960437775764e+03,9.826000000000000290e-01
8.616502957733593576e+03,9.847000000000000197e-01
8.616512955029415025e+03,9.864000000000000545e-01
8.616522952325234655e+03,9.876000000000000334e-01
8.616532949621056105e+03,9.885000000000000453e-01
8.616542946916879373e+03,9.891999999999999682e-01
8.616552944212699003e+03,9.896000000000000352e-01
8.616562941508520453e+03,9.899999999999999911e-01
8.616572938804340083e+03,9.902999999999999581e-01
8.616582936100159714e+03,9.905000000000000471e-01
8.616592933395981163e+03,9.906000000000000361e-01
8.616602930691802612e+03,9.907000000000000250e-01
8.616612927987622243e+03,9.908000000000000140e-01
8.616622925283440054e+03,9.909000000000000030e-01
8.616632922579263322e+03,9.911999999999999700e-01
8.616642919875082953e+03,9.915000000000000480e-01
8.616652917170904402e+03,9.918000000000000149e-01
8.616662914466724033e+03,9.919999999999999929e-01
8.616672911762541844e+03,9.922999999999999599e-01
8.616682909058361474e+03,9.925000000000000488e-01
8.616692906354182924e+03,9.928000000000000158e-01
8.616702903650004373e+03,9.929999999999999938e-01
8.616712900945820365e+03,9.930999999999999828e-01
8.616722898241641815e+03,9.931999999999999718e-01
8.616732895537463264e+03,9.930999999999999828e-01
8.616742892833281076e+03,9.928000000000000158e-01
8.616752890129102525e+03,9.925000000000000488e-01
8.616762887424922155e+03,9.922999999999999599e-01
8.616772884720739967e+03,9.920999999999999819e-01
8.616782882016557778e+03,9.919000000000000039e-01
8.616792879312379227e+03,9.917000000000000259e-01
8.616802876608198858e+03,9.917000000000000259e-01
8.616812873904016669e+03,9.916000000000000369e-01
8.616822871199838119e+03,9.915000000000000480e-01
8.616832868495654111e+03,9.911999999999999700e-01
8.616842865791475560e+03,9.909999999999999920e-01
8.616852863087295191e+03,9.908000000000000140e-01
8.616862860383113002e+03,9.906000000000000361e-01
8.616872857678930814e+03,9.901999999999999691e-01
8.616882854974752263e+03,9.896000000000000352e-01
8.616892852270571893e+03,9.888000000000000123e-01
8.616902849566389705e+03,9.879000000000000004e-01
8.616912846862207516e+03,9.868000000000000105e-01
8.616922844158025327e+03,9.857000000000000206e-01
8.616932841453843139e+03,9.844000000000000528e-01
8.616942838749666407e+03,9.829999999999999849e-01
8.616952836045482400e+03,9.814000000000000501e-01
8.616962833341302030e+03,9.798999999999999932e-01
8.616972830637119841e+03,9.784000000000000474e-01
8.616982827932935834e+03,9.771999999999999575e-01
8.616992825228759102e+03,9.762999999999999456e-01
8.617002822524575095e+03,9.755000000000000338e-01
8.617012819820392906e+03,9.750999999999999668e-01
8.617022817116212536e+03,9.749999999999999778e-01
8.617032814412030348e+03,9.750999999999999668e-01
8.617042811707848159e+03,9.752999999999999448e-01
8.617052809003665971e+03,9.758999999999999897e-01
8.617062806299483782e+03,9.765000000000000346e-01
8.617072803595299774e+03,9.772999999999999465e-01
8.617082800891121224e+03,9.781999999999999584e-01
8.617092798186939035e+03,9.791999999999999593e-01
8.617102795482755027e+03,9.800999999999999712e-01
8.617112792778572839e+03,9.808999999999999941e-01
8.617122790074390650e+03,9.818000000000000060e-01
8.617132787370208462e+03,9.828000000000000069e-01
8.617142784666026273e+03,9.839999999999999858e-01
8.617152781961844084e+03,9.851999999999999647e-01
8.617162779257661896e+03,9.859999999999999876e-01
8.617172776553477888e+03,9.868000000000000105e-01
8.617182773849297519e+03,9.874000000000000554e-01
8.617192771145111692e+03,9.879999999999999893e-01
8.617202768440931322e+03,9.885000000000000453e-01
8.617212765736747315e+03,9.889000000000000012e-01
8.617222763032566945e+03,9.891999999999999682e-01
8.617232760328382938e+03,9.893999999999999462e-01
8.617242757624200749e+03,9.896000000000000352e-01
8.617252754920014922e+03,9.897000000000000242e-01
8.617262752215832734e+03,9.897000000000000242e-01
8.617272749511654183e+03,9.897000000000000242e-01
8.617282746807466538e+03,9.896000000000000352e-01
8.617292744103284349e+03,9.896000000000000352e-01
8.617302741399102160e+03,9.896000000000000352e-01
8.617312738694918153e+03,9.898000000000000131e-01
8.617322735990735964e+03,9.902999999999999581e-01
8.617332733286551957e+03,9.909000000000000030e-01
8.617342730582367949e+03,9.912999999999999590e-01
8.617352727878183941e+03,9.917000000000000259e-01
8.617362725173999934e+03,9.920999999999999819e-01
8.617372722469819564e+03,9.923999999999999488e-01
8.617382719765635557e+03,9.926000000000000378e-01
8.617392717061449730e+03,9.927000000000000268e-01
8.617402714357269360e+03,9.926000000000000378e-01
8.617412711653081715e+03,9.923999999999999488e-01
8.617422708948899526e+03,9.923999999999999488e-01
8.617432706244715519e+03,9.922999999999999599e-01
8.617442703540529692e+03,9.923999999999999488e-01
8.617452700836347503e+03,9.925000000000000488e-01
8.617462698132165315e+03,9.925000000000000488e-01
8.617472695427979488e+03,9.925000000000000488e-01
8.617482692723795481e+03,9.925000000000000488e-01
8.617492690019613292e+03,9.925000000000000488e-01
8.617502687315427465e+03,9.926000000000000378e-01
8.617512684611243458e+03,9.926000000000000378e-01
8.617522681907057631e+03,9.923999999999999488e-01
8.617532679202875443e+03,9.920999999999999819e-01
8.617542676498689616e+03,9.919000000000000039e-01
8.617552673794505608e+03,9.917000000000000259e-01
8.617562671090319782e+03,9.916000000000000369e-01
8.617572668386137593e+03,9.915000000000000480e-01
8.617582665681951767e+03,9.912999999999999590e-01
8.617592662977765940e+03,9.911999999999999700e-01
8.617602660273580113e+03,9.911999999999999700e-01
8.617612657569397925e+03,9.911999999999999700e-01
8.617622654865212098e+03,9.912999999999999590e-01
8.617632652161026272e+03,9.913999999999999480e-01
8.617642649456842264e+03,9.915000000000000480e-01
8.617652646752658256e+03,9.915000000000000480e-01
8.617662644048474249e+03,9.913999999999999480e-01
8.617672641344288422e+03,9.912999999999999590e-01
8.617682638640102596e+03,9.913999999999999480e-01
8.617692635935916769e+03,9.913999999999999480e-01
8.617702633231730942e+03,9.913999999999999480e-01
8.617712630527545116e+03,9.913999999999999480e-01
8.617722627823361108e+03,9.913999999999999480e-01
8.617732625119177101e+03,9.912999999999999590e-01
8.617742622414991274e+03,9.911999999999999700e-01
8.617752619710803629e+03,9.909999999999999920e-01
8.617762617006621440e+03,9.908000000000000140e-01
8.617772614302433794e+03,9.908000000000000140e-01
8.617782611598247968e+03,9.908000000000000140e-01
8.617792608894062141e+03,9.908000000000000140e-01
8.617802606189878134e+03,9.908000000000000140e-01
8.617812603485692307e+03,9.909999999999999920e-01
8.617822600781504661e+03,9.911999999999999700e-01
8.617832598077320654e+03,9.912999999999999590e-01
8.617842595373133008e+03,9.913999999999999480e-01
8.617852592668947182e+03,9.913999999999999480e-01
8.617862589964761355e+03,9.912999999999999590e-01
8.617872587260573710e+03,9.911999999999999700e-01
8.617882584556387883e+03,9.909999999999999920e-01
8.617892581852202056e+03,9.908000000000000140e-01
8.617902579148016230e+03,9.907000000000000250e-01
8.617912576443830403e+03,9.908000000000000140e-01
8.617922573739646396e+03,9.909999999999999920e-01
8.617932571035458750e+03,9.910999999999999810e-01
8.617942568331271104e+03,9.910999999999999810e-01
8.617952565627085278e+03,9.909999999999999920e-01
8.617962562922897632e+03,9.908000000000000140e-01
8.617972560218711806e+03,9.906000000000000361e-01
8.617982557514524160e+03,9.902999999999999581e-01
8.617992554810338333e+03,9.899000000000000021e-01
8.618002552106152507e+03,9.895000000000000462e-01
8.618012549401964861e+03,9.889000000000000012e-01
8.618022546697777216e+03,9.885000000000000453e-01
8.618032543993589570e+03,9.880999999999999783e-01
8.618042541289403744e+03,9.877000000000000224e-01
8.618052538585217917e+03,9.874000000000000554e-01
8.618062535881028452e+03,9.870999999999999774e-01
8.618072533176842626e+03,9.869999999999999885e-01
8.618082530472653161e+03,9.871999999999999664e-01
8.618092527768467335e+03,9.872999999999999554e-01
8.618102525064281508e+03,9.874000000000000554e-01
8.618112522360092044e+03,9.874000000000000554e-01
8.618122519655904398e+03,9.875000000000000444e-01
8.618132516951718571e+03,9.877000000000000224e-01
8.618142514247530926e+03,9.878000000000000114e-01
8.618152511543343280e+03,9.880999999999999783e-01
8.618162508839155635e+03,9.883999999999999453e-01
8.618172506134966170e+03,9.888000000000000123e-01
8.618182503430780343e+03,9.890999999999999792e-01
8.618192500726592698e+03,9.893999999999999462e-01
8.618202498022403233e+03,9.895000000000000462e-01
8.618212495318217407e+03,9.896000000000000352e-01
8.618222492614027942e+03,9.897000000000000242e-01
8.618232489909840297e+03,9.896000000000000352e-01
8.618242487205652651e+03,9.892999999999999572e-01
8.618252484501466824e+03,9.889000000000000012e-01
8.618262481797273722e+03,9.882999999999999563e-01
8.618272479093087895e+03,9.878000000000000114e-01
8.618282476388902069e+03,9.871999999999999664e-01
8.618292473684712604e+03,9.866000000000000325e-01
8.618302470980523140e+03,9.859999999999999876e-01
8.618312468276335494e+03,9.855000000000000426e-01
8.618322465572144210e+03,9.849999999999999867e-01
8.618332462867958384e+03,9.846000000000000307e-01
8.618342460163770738e+03,9.841999999999999638e-01
8.618352457459579455e+03,9.839999999999999858e-01
8.618362454755393628e+03,9.838999999999999968e-01
8.618372452051204164e+03,9.839999999999999858e-01
8.618382449347014699e+03,9.840999999999999748e-01
8.618392446642827053e+03,9.842999999999999527e-01
8.618402443938639408e+03,9.844000000000000528e-01
8.618412441234446305e+03,9.847000000000000197e-01
8.618422438530258660e+03,9.849999999999999867e-01
8.618432435826072833e+03,9.854000000000000536e-01
8.618442433121881550e+03,9.858000000000000096e-01
8.618452430417692085e+03,9.861999999999999655e-01
8.618462427713504439e+03,9.867000000000000215e-01
8.618472425009314975e+03,9.870999999999999774e-01
8.618482422305125510e+03,9.875000000000000444e-01
8.618492419600936046e+03,9.879000000000000004e-01
8.618502416896746581e+03,9.881999999999999673e-01
8.618512414192555298e+03,9.882999999999999563e-01
8.618522411488367652e+03,9.881999999999999673e-01
8.618532408784176368e+03,9.880999999999999783e-01
8.618542406079988723e+03,9.880999999999999783e-01
8.618552403375797439e+03,9.880999999999999783e-01
8.618562400671609794e+03,9.879999999999999893e-01
8.618572397967420329e+03,9.878000000000000114e-01
8.618582395263229046e+03,9.876000000000000334e-01
8.618592392559037762e+03,9.875000000000000444e-01
8.618602389854850117e+03,9.874000000000000554e-01
8.618612387150658833e+03,9.874000000000000554e-01
8.618622384446469368e+03,9.876000000000000334e-01
8.618632381742281723e+03,9.878000000000000114e-01
8.618642379038088620e+03,9.879999999999999893e-01
8.618652376333900975e+03,9.881999999999999673e-01
8.618662373629707872e+03,9.883999999999999453e-01
8.618672370925520227e+03,9.887000000000000233e-01
8.618682368221328943e+03,9.890999999999999792e-01
8.618692365517139478e+03,9.895000000000000462e-01
8.618702362812950014e+03,9.898000000000000131e-01
8.618712360108756911e+03,9.902999999999999581e-01
8.618722357404567447e+03,9.909000000000000030e-01
8.618732354700377982e+03,9.911999999999999700e-01
8.618742351996186699e+03,9.913999999999999480e-01
8.618752349291997234e+03,9.915000000000000480e-01
8.618762346587805951e+03,9.917000000000000259e-01
8.618772343883614667e+03,9.920999999999999819e-01
8.618782341179423383e+03,9.922999999999999599e-01
8.618792338475232100e+03,9.925000000000000488e-01
8.618802335771042635e+03,9.925000000000000488e-01
8.618812333066851352e+03,9.925000000000000488e-01
8.618822330362660068e+03,9.925000000000000488e-01
8.618832327658470604e+03,9.925000000000000488e-01
8.618842324954275682e+03,9.923999999999999488e-01
8.618852322250086218e+03,9.922999999999999599e-01
8.618862319545894934e+03,9.922999999999999599e-01
8.618872316841703650e+03,9.921999999999999709e-01
8.618882314137512367e+03,9.919999999999999929e-01
8.618892311433322902e+03,9.916000000000000369e-01
8.618902308729131619e+03,9.909999999999999920e-01
8.618912306024938516e+03,9.901999999999999691e-01
8.618922303320747233e+03,9.891999999999999682e-01
8.618932300616555949e+03,9.879999999999999893e-01
8.618942297912362847e+03,9.867000000000000215e-01
8.618952295208173382e+03,9.850999999999999757e-01
8.618962292503982098e+03,9.834000000000000519e-01
8.618972289799788996e+03,9.816000000000000281e-01
8.618982287095597712e+03,9.798999999999999932e-01
8.618992284391404610e+03,9.785000000000000364e-01
8.619002281687211507e+03,9.772999999999999465e-01
8.619012278983022043e+03,9.760999999999999677e-01
8.619022276278828940e+03,9.748999999999999888e-01
8.619032273574637657e+03,9.739999999999999769e-01
8.619042270870444554e+03,9.733000000000000540e-01
8.619052268166255089e+03,9.727000000000000091e-01
8.619062265462060168e+03,9.720999999999999641e-01
8.619072262757868884e+03,9.716000000000000192e-01
8.619082260053677601e+03,9.711999999999999522e-01
8.619092257349484498e+03,9.707999999999999963e-01
8.619102254645293215e+03,9.706000000000000183e-01
8.619112251941098293e+03,9.705000000000000293e-01
8.619122249236905191e+03,9.705000000000000293e-01
8.619132246532715726e+03,9.707999999999999963e-01
8.619142243828522624e+03,9.715000000000000302e-01
8.619152241124329521e+03,9.725000000000000311e-01
8.619162238420136418e+03,9.737000000000000099e-01
8.619172235715943316e+03,9.752999999999999448e-01
8.619182233011750213e+03,9.769999999999999796e-01
8.619192230307557111e+03,9.787000000000000144e-01
8.619202227603364008e+03,9.802999999999999492e-01
8.619212224899172725e+03,9.819999999999999840e-01
8.619222222194977803e+03,9.834000000000000519e-01
8.619232219490786520e+03,9.846000000000000307e-01
8.619242216786591598e+03,9.856000000000000316e-01
8.619252214082398496e+03,9.864000000000000545e-01
8.619262211378205393e+03,9.867000000000000215e-01
8.619272208674012290e+03,9.867000000000000215e-01
8.619282205969821007e+03,9.864000000000000545e-01
8.619292203265624266e+03,9.858999999999999986e-01
8.619302200561431164e+03,9.850999999999999757e-01
8.619312197857239880e+03,9.841999999999999638e-01
8.619322195153046778e+03,9.829999999999999849e-01
8.619332192448851856e+03,9.816000000000000281e-01
8.619342189744658754e+03,9.802999999999999492e-01
8.619352187040467470e+03,9.790999999999999703e-01
8.619362184336270730e+03,9.779999999999999805e-01
8.619372181632077627e+03,9.774000000000000465e-01
8.619382178927882705e+03,9.769999999999999796e-01
8.619392176223689603e+03,9.770999999999999686e-01
8.619402173519494681e+03,9.776000000000000245e-01
8.619412170815301579e+03,9.787000000000000144e-01
8.619422168111106657e+03,9.798999999999999932e-01
8.619432165406911736e+03,9.810999999999999721e-01
8.619442162702720452e+03,9.822999999999999510e-01
8.619452159998523712e+03,9.835000000000000409e-01
8.619462157294330609e+03,9.849999999999999867e-01
8.619472154590135688e+03,9.864000000000000545e-01
8.619482151885940766e+03,9.879000000000000004e-01
8.619492149181747664e+03,9.891999999999999682e-01
8.619502146477554561e+03,9.901999999999999691e-01
8.619512143773356001e+03,9.910999999999999810e-01
8.619522141069162899e+03,9.917000000000000259e-01
8.619532138364969796e+03,9.922999999999999599e-01
8.619542135660773056e+03,9.928000000000000158e-01
8.619552132956578134e+03,9.928000000000000158e-01
8.619562130252385032e+03,9.929000000000000048e-01
8.619572127548190110e+03,9.929000000000000048e-01
8.619582124843997008e+03,9.929999999999999938e-01
8.619592122139802086e+03,9.929999999999999938e-01
8.619602119435603527e+03,9.929999999999999938e-01
8.619612116731410424e+03,9.930999999999999828e-01
8.619622114027215503e+03,9.930999999999999828e-01
8.619632111323020581e+03,9.931999999999999718e-01
8.619642108618825660e+03,9.931999999999999718e-01
8.619652105914630738e+03,9.932999999999999607e-01
8.619662103210432178e+03,9.932999999999999607e-01
8.619672100506237257e+03,9.932999999999999607e-01
8.619682097802045973e+03,9.932999999999999607e-01
8.619692095097847414e+03,9.933999999999999497e-01
8.619702092393652492e+03,9.933999999999999497e-01
8.619712089689457571e+03,9.935000000000000497e-01
8.619722086985260830e+03,9.932999999999999607e-01
8.619732084281065909e+03,9.932999999999999607e-01
8.619742081576870987e+03,9.933999999999999497e-01
8.619752078872674247e+03,9.936000000000000387e-01
8.619762076168477506e+03,9.936000000000000387e-01
8.619772073464284404e+03,9.937000000000000277e-01
8.619782070760085844e+03,9.937000000000000277e-01
8.619792068055889104e+03,9.937000000000000277e-01
8.619802065351696001e+03,9.936000000000000387e-01
8.619812062647499260e+03,9.936000000000000387e-01
8.619822059943302520e+03,9.936000000000000387e-01
8.619832057239107598e+03,9.937000000000000277e-01
8.619842054534909039e+03,9.939000000000000057e-01
8.619852051830714117e+03,9.941999999999999726e-01
8.619862049126519196e+03,9.942999999999999616e-01
8.619872046422320636e+03,9.942999999999999616e-01
8.619882043718123896e+03,9.941999999999999726e-01
8.619892041013928974e+03,9.941999999999999726e-01
8.619902038309730415e+03,9.942999999999999616e-01
8.619912035605533674e+03,9.945000000000000506e-01
8.619922032901338753e+03,9.947000000000000286e-01
8.619932030197142012e+03,9.948000000000000176e-01
8.619942027492945272e+03,9.948000000000000176e-01
8.619952024788746712e+03,9.948000000000000176e-01
8.619962022084549972e+03,9.946000000000000396e-01
8.619972019380353231e+03,9.943999999999999506e-01
8.619982016676156491e+03,9.942999999999999616e-01
8.619992013971961569e+03,9.942999999999999616e-01
8.620002011267763010e+03,9.943999999999999506e-01
8.620012008563568088e+03,9.945000000000000506e-01
8.620022005859369528e+03,9.945000000000000506e-01
8.620032003155170969e+03,9.945000000000000506e-01
8.620042000450976047e+03,9.943999999999999506e-01
8.620051997746777488e+03,9.941999999999999726e-01
8.620061995042582566e+03,9.939999999999999947e-01
8.620071992338382188e+03,9.938000000000000167e-01
8.620081989634185447e+03,9.937000000000000277e-01
8.620091986929986888e+03,9.935000000000000497e-01
8.620101984225791966e+03,9.935000000000000497e-01
8.620111981521591588e+03,9.936000000000000387e-01
8.620121978817394847e+03,9.937000000000000277e-01
8.620131976113196288e+03,9.937000000000000277e-01
8.620141973408999547e+03,9.937000000000000277e-01
8.620151970704800988e+03,9.937000000000000277e-01
8.620161968000604247e+03,9.938000000000000167e-01
8.620171965296405688e+03,9.938000000000000167e-01
8.620181962592208947e+03,9.937000000000000277e-01
8.620191959888008569e+03,9.936000000000000387e-01
8.620201957183811828e+03,9.933999999999999497e-01
8.620211954479613269e+03,9.935000000000000497e-01
8.620221951775416528e+03,9.935000000000000497e-01
8.620231949071217969e+03,9.936000000000000387e-01
8.620241946367021228e+03,9.937000000000000277e-01
8.620251943662820850e+03,9.937000000000000277e-01
8.620261940958624109e+03,9.935000000000000497e-01
8.620271938254425550e+03,9.931999999999999718e-01
8.620281935550225171e+03,9.929999999999999938e-01
8.620291932846026612e+03,9.929000000000000048e-01
8.620301930141829871e+03,9.929000000000000048e-01
8.620311927437629492e+03,9.928000000000000158e-01
8.620321924733430933e+03,9.923999999999999488e-01
8.620331922029232373e+03,9.918000000000000149e-01
8.620341919325033814e+03,9.910999999999999810e-01
8.620351916620835254e+03,9.906000000000000361e-01
8.620361913916634876e+03,9.903999999999999471e-01
8.620371911212434497e+03,9.903999999999999471e-01
8.620381908508239576e+03,9.905000000000000471e-01
8.620391905804041016e+03,9.905000000000000471e-01
8.620401903099840638e+03,9.903999999999999471e-01
8.620411900395640259e+03,9.901999999999999691e-01
8.620421897691441700e+03,9.899000000000000021e-01
8.620431894987241321e+03,9.897000000000000242e-01
8.620441892283044581e+03,9.899000000000000021e-01
8.620451889578842383e+03,9.901999999999999691e-01
8.620461886874645643e+03,9.903999999999999471e-01
8.620471884170443445e+03,9.907000000000000250e-01
8.620481881466246705e+03,9.910999999999999810e-01
8.620491878762044507e+03,9.915000000000000480e-01
8.620501876057847767e+03,9.919000000000000039e-01
8.620511873353645569e+03,9.922999999999999599e-01
8.620521870649445191e+03,9.926000000000000378e-01
8.620531867945244812e+03,9.929000000000000048e-01
8.620541865241046253e+03,9.929999999999999938e-01
8.620551862536845874e+03,9.930999999999999828e-01
8.620561859832647315e+03,9.932999999999999607e-01
8.620571857128446936e+03,9.935000000000000497e-01
8.620581854424246558e+03,9.936000000000000387e-01
8.620591851720047998e+03,9.936000000000000387e-01
8.620601849015849439e+03,9.937000000000000277e-01
8.620611846311645422e+03,9.937000000000000277e-01
8.620621843607446863e+03,9.936000000000000387e-01
8.620631840903246484e+03,9.935000000000000497e-01
8.620641838199047925e+03,9.935000000000000497e-01
8.620651835494845727e+03,9.936000000000000387e-01
8.620661832790647168e+03,9.938000000000000167e-01
8.620671830086443151e+03,9.938000000000000167e-01
8.620681827382244592e+03,9.937000000000000277e-01
8.620691824678046032e+03,9.937000000000000277e-01
8.620701821973842016e+03,9.938000000000000167e-01
8.620711819269641637e+03,9.938000000000000167e-01
8.620721816565441259e+03,9.938000000000000167e-01
8.620731813861240880e+03,9.937000000000000277e-01
8.620741811157040502e+03,9.936000000000000387e-01
8.620751808452841942e+03,9.933999999999999497e-01
8.620761805748637926e+03,9.930999999999999828e-01
8.620771803044435728e+03,9.929999999999999938e-01
8.620781800340238988e+03,9.931999999999999718e-01
8.620791797636036790e+03,9.933999999999999497e-01
8.620801794931834593e+03,9.937000000000000277e-01
8.620811792227634214e+03,9.938000000000000167e-01
8.620821789523430198e+03,9.939000000000000057e-01
8.620831786819231638e+03,9.938000000000000167e-01
8.620841784115029441e+03,9.936000000000000387e-01
