element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Fe 1	15007.217	1500.7217	-2.006	6.3207	50979.884	4.0	7.1466	57641.216	4.0	9.0	1.240	1.270	GA	1.35E+08	8.130	-4.460	-7.320	-7.320	-7.320	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	15007.584	1500.7584	-3.776	3.0133	24303.904	3.0	3.8392	30965.236	3.0	7.0	1.550	1.250	GA	1.20E+07	7.080	-6.010	-7.780	-7.780	-7.780	1.000	0.001	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15009.416	1500.9416	-0.383	6.2810	50659.681	0.0	7.1068	57320.208	1.0	3.0	0.000	-0.330	GA	5.89E+07	7.770	-4.320	-7.290	-7.290	-7.290	1.000	0.195	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15009.486	1500.9486	-2.429	6.3360	51103.286	5.0	7.1618	57763.813	4.0	9.0	1.380	1.500	GA	1.82E+08	8.260	-4.380	-7.340	-7.340	-7.340	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	15009.950	1500.9950	-1.111	5.5854	45049.289	1.0	6.4112	51709.815	1.0	3.0	0.500	0.500	GA	4.47E+07	7.650	-3.540	-7.090	-7.090	-7.090	1.000	0.009	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15010.169	1501.0169	-2.574	5.4669	44093.522	2.0	6.2927	50754.048	2.0	5.0	1.450	1.190	GA	1.29E+08	8.110	-4.500	-7.500	-7.500	-7.500	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15010.568	1501.0568	-2.001	5.2884	42653.823	2.0	6.1141	49313.542	3.0	7.0	1.200	1.000	GA	2.04E+08	8.310	-4.640	-7.500	-7.500	-7.500	1.000	0.007	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15011.260	1501.1260	-1.481	5.9303	47831.095	2.0	6.7560	54490.815	3.0	7.0	0.470	0.480	GA	1.35E+08	8.130	-4.660	-7.510	-7.510	-7.510	1.000	0.052	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.093	1501.2093	-0.528	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.110	1501.2110	-0.939	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.195	1501.2195	-0.939	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.212	1501.2212	-1.144	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.225	1501.2225	-0.825	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.293	1501.2293	-0.825	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.306	1501.2306	-19.922	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.317	1501.2317	-0.950	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.367	1501.2367	-0.950	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15012.377	1501.2377	-1.126	6.0849	49078.028	1.5	6.9106	55737.748	1.5	4.0	0.400	0.980	GA	1.55E+08	8.190	-4.230	-7.430	-7.430	-7.430	1.000	0.005	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	15012.984	1501.2984	-1.569	5.5855	45050.096	2.0	6.4112	51709.815	1.0	3.0	1.170	0.500	GA	4.37E+07	7.640	-3.530	-7.090	-7.090	-7.090	1.000	0.003	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15013.771	1501.3771	0.087	6.2222	50185.427	4.0	7.0478	56844.341	4.0	9.0	1.680	1.570	GA	6.31E+07	7.800	-4.630	-7.290	-7.290	-7.290	1.000	0.321	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15014.944	1501.4944	-4.136	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15014.974	1501.4974	-3.492	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.036	1501.5036	-3.939	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.075	1501.5075	-3.438	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.105	1501.5105	-4.136	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.161	1501.5161	-3.883	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.211	1501.5211	-3.332	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.251	1501.5250	-3.939	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.320	1501.5320	-3.924	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.379	1501.5379	-3.208	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.429	1501.5429	-3.883	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15015.462	1501.5462	-1.033	6.2681	50555.636	2.0	7.0936	57213.742	1.0	3.0	1.540	2.030	GA	6.17E+07	7.790	-3.890	-7.300	-7.300	-7.300	1.000	0.067	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.511	1501.5511	-4.114	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.581	1501.5581	-3.080	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.640	1501.5640	-3.924	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.815	1501.5815	-2.955	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mn 1	15015.884	1501.5884	-4.114	4.6656	37630.602	4.5	5.4911	44288.708	4.5	10.0	1.160	1.320	GA	6.03E+07	7.780	-6.090	-7.770	-7.770	-7.770	1.000	0.002	0.000	X	X	F	0	1	25.0	25.000000	25.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15016.146	1501.6146	-2.550	2.2363	18036.976	4.0	3.0618	24695.082	4.0	9.0	0.800	0.970	GA	3.31E+06	6.520	-6.040	-7.770	-7.770	-7.770	1.000	0.004	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15017.700	1501.7700	0.062	6.2222	50185.427	4.0	7.0476	56842.727	5.0	11.0	1.680	1.510	GA	6.46E+07	7.810	-4.380	-7.290	-7.290	-7.290	1.000	0.316	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15018.178	1501.8178	-3.131	5.9307	47834.321	3.0	6.7560	54490.815	3.0	7.0	0.670	0.480	GA	1.10E+08	8.040	-4.660	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15018.221	1501.8221	-1.394	6.1751	49805.540	3.0	7.0004	56462.034	3.0	7.0	1.750	1.850	GA	5.89E+07	7.770	-3.730	-7.290	-7.290	-7.290	1.000	0.038	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15020.303	1502.0303	-3.312	4.7955	38678.316	2.0	5.6207	45334.003	2.0	5.0	1.150	1.500	GA	2.57E+08	8.410	-5.410	-7.540	-7.540	-7.540	1.000	0.009	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15022.317	1502.2317	-0.282	6.4149	51739.658	2.0	7.2400	58394.538	1.0	3.0	1.120	0.890	GA	2.09E+08	8.320	-4.840	-7.400	-7.400	-7.400	1.000	0.187	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15022.669	1502.2669	-2.513	5.8388	47093.098	3.0	6.6638	53747.172	3.0	7.0	1.160	1.260	GA	1.35E+08	8.130	-4.380	-7.510	-7.510	-7.510	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15024.997	1502.4997	0.357	5.1078	41197.185	1.0	5.9328	47851.259	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.564	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15026.248	1502.6248	-2.112	6.4013	51629.966	2.0	7.2262	58283.234	1.0	3.0	1.480	1.280	GA	1.86E+08	8.270	-4.420	-7.340	-7.340	-7.340	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15026.316	1502.6316	-2.886	5.8610	47272.153	1.0	6.6859	53925.420	1.0	3.0	0.770	0.730	GA	2.00E+08	8.300	-4.040	-7.520	-7.520	-7.520	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15027.840	1502.7840	-0.390	4.6897	37824.981	4.0	5.5145	44477.442	5.0	11.0	1.270	1.370	GA	9.33E+07	7.970	-4.980	-7.430	-7.430	-7.430	1.000	0.003	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	15030.005	1503.0005	-1.214	6.7206	54205.295	2.0	7.5453	60856.949	1.0	3.0	1.170	1.630	GA	3.63E+08	8.560	-4.360	-7.130	-7.130	-7.130	1.000	0.134	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15030.646	1503.0646	-2.175	6.2529	50433.040	3.0	7.0775	57083.887	3.0	7.0	1.550	1.660	GA	6.46E+07	7.810	-3.900	-7.290	-7.290	-7.290	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15031.868	1503.1868	-2.890	5.2843	42620.754	3.0	6.1089	49271.601	3.0	7.0	1.360	1.320	GA	4.90E+08	8.690	-4.370	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15032.007	1503.2007	-2.296	5.2843	42620.754	3.0	6.1089	49271.601	3.0	7.0	1.360	1.320	GA	4.90E+08	8.690	-4.370	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15032.081	1503.2081	-2.800	5.2843	42620.754	3.0	6.1089	49271.601	3.0	7.0	1.360	1.320	GA	4.90E+08	8.690	-4.370	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15032.157	1503.2157	-1.438	5.2843	42620.754	3.0	6.1089	49271.601	3.0	7.0	1.360	1.320	GA	4.90E+08	8.690	-4.370	-7.510	-7.510	-7.510	1.000	0.027	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15032.311	1503.2311	-1.024	5.2843	42620.754	3.0	6.1089	49271.601	3.0	7.0	1.360	1.320	GA	4.90E+08	8.690	-4.370	-7.510	-7.510	-7.510	1.000	0.067	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15034.916	1503.4916	-1.291	6.5798	53069.666	6.0	7.4042	59718.900	5.0	11.0	1.330	1.410	GA	6.46E+07	7.810	-3.810	-7.120	-7.120	-7.120	1.000	0.021	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15036.158	1503.6158	-1.394	6.1445	49558.735	4.0	6.9688	56207.163	4.0	9.0	1.660	1.430	GA	3.63E+07	7.560	-4.350	-7.340	-7.340	-7.340	1.000	0.041	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	15036.420	1503.6420	-1.545	10.0557	81104.690	1.0	10.8801	87753.925	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.006	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15036.470	1503.6470	-1.845	5.7956	46744.666	3.0	6.6200	53393.901	3.0	7.0	1.400	1.350	GA	2.04E+08	8.310	-4.690	-7.510	-7.510	-7.510	1.000	0.031	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.670	1503.8670	-1.805	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.754	1503.8754	-1.377	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.831	1503.8831	-1.127	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.902	1503.8902	-0.951	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.961	1503.8961	-0.940	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15038.987	1503.8987	-0.779	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.006	1503.9006	-0.787	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.019	1503.9019	-0.951	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.194	1503.9194	-1.252	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.239	1503.9239	-0.813	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.278	1503.9278	-0.530	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15039.309	1503.9309	-0.314	5.8385	47090.678	2.5	6.6627	53738.300	1.5	4.0	1.300	1.280	GA	1.41E+08	8.150	-4.940	-7.490	-7.490	-7.490	1.000	0.013	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15040.246	1504.0246	0.135	5.1078	41197.185	1.0	5.9320	47844.807	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.550	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15040.250	1504.0250	-2.060	6.4433	51968.719	3.0	7.2675	58616.341	3.0	7.0	1.310	1.510	GA	2.29E+08	8.360	-4.140	-7.380	-7.380	-7.380	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15040.320	1504.0320	-1.928	5.5869	45061.387	3.0	6.4110	51708.202	2.0	5.0	1.510	1.030	GA	1.95E+08	8.290	-5.220	-7.540	-7.540	-7.540	1.000	0.039	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15040.811	1504.0811	-2.230	6.1751	49805.540	3.0	6.9992	56452.355	4.0	9.0	1.750	1.640	GA	6.17E+07	7.790	-3.910	-7.290	-7.290	-7.290	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Cr 1	15042.832	1504.2832	-0.453	5.9530	48014.183	4.0	6.7770	54660.191	5.0	11.0	1.460	1.400	GA	2.82E+08	8.450	-4.830	-7.480	-7.480	-7.480	1.000	0.004	0.000	X	X	F	0	1	24.0	24.000000	24.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15044.000	1504.4000	-2.309	5.9307	47834.321	5.0	6.7546	54479.523	4.0	9.0	1.200	1.510	GA	4.79E+07	7.680	-5.160	-7.310	-7.310	-7.310	1.000	0.008	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15046.398	1504.6398	-1.313	6.3253	51016.985	5.0	7.1490	57660.574	5.0	11.0	1.400	1.390	GA	1.62E+08	8.210	-4.840	-7.290	-7.290	-7.290	1.000	0.032	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15046.919	1504.6919	-2.152	6.4270	51837.251	3.0	7.2508	58481.646	4.0	9.0	1.660	1.350	GA	1.32E+08	8.120	-4.190	-7.300	-7.300	-7.300	1.000	0.004	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15046.953	1504.6953	-2.068	6.6155	53357.606	3.0	7.4392	60001.194	4.0	9.0	1.060	0.980	GA	9.55E+07	7.980	-3.620	-7.240	-7.240	-7.240	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15047.182	1504.7182	-2.600	6.5911	53160.807	3.0	7.4148	59804.395	4.0	9.0	1.590	1.390	GA	1.10E+08	8.040	-4.560	-7.070	-7.070	-7.070	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15047.714	1504.7714	-0.341	5.1078	41197.185	1.0	5.9315	47840.774	0.0	1.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.516	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15048.862	1504.8862	-1.253	6.1159	49328.060	3.0	6.9396	55971.649	3.0	7.0	1.280	1.330	GA	1.45E+08	8.160	-3.550	-7.150	-7.150	-7.150	1.000	0.007	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	15049.940	1504.9940	-2.323	9.7089	78307.560	2.0	10.5325	84950.342	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
N 1	15050.868	1505.0868	-1.175	10.9294	88151.556	1.5	11.7529	94793.531	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	7.0	7.000000	7.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15051.749	1505.1749	0.426	5.3516	43163.565	4.0	6.1751	49805.540	3.0	7.0	1.660	1.750	GA	1.66E+08	8.220	-4.860	-7.490	-7.490	-7.490	1.000	0.473	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	15051.930	1505.1930	-2.512	9.7072	78293.848	1.0	10.5306	84935.017	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.001	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
