element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	nlte	nlte_level_low	nlte_level_up	nlte_label_low	nlte_label_up	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Co 1	15569.895	1556.9895	-1.909	5.7498	46375.265	1.5	6.5459	52796.244	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15569.900	1556.9900	-1.901	5.7498	46375.265	1.5	6.5459	52796.244	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15569.906	1556.9906	-2.062	5.7498	46375.265	1.5	6.5459	52796.244	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.051	1557.0051	-3.200	6.7790	54676.322	3.0	7.5751	61097.302	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.003	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.051	1557.0051	-2.060	6.7790	54676.322	3.0	7.5751	61097.302	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.038	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15570.061	1557.0061	-2.073	5.7498	46375.265	1.5	6.5458	52795.438	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15570.150	1557.0150	-2.249	5.7498	46375.265	1.5	6.5458	52795.438	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15570.240	1557.0240	-2.499	5.7498	46375.265	1.5	6.5459	52796.244	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Co 1	15570.331	1557.0331	-2.927	5.7498	46375.265	1.5	6.5459	52796.244	2.5	6.0	0.440	0.880	GA	1.29E+08	8.110	-4.350	-7.510	-7.510	-7.510	1.000	0.001	0.000	X	X	F	0	1	27.0	27.000000	27.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.575	1557.0575	-3.140	6.7790	54676.322	2.0	7.5751	61097.302	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.003	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.575	1557.0575	-2.230	6.7790	54676.322	2.0	7.5751	61097.302	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.027	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.689	1557.0689	-3.340	6.7790	54676.322	3.0	7.5751	61097.302	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15570.820	1557.0820	-1.900	6.7791	54677.129	4.0	7.5751	61097.302	3.0	7.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.052	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15571.118	1557.1118	-1.421	5.8794	47420.559	5.0	6.6754	53840.732	6.0	13.0	1.310	1.230	GA	1.66E+08	8.220	-4.670	-7.510	-7.510	-7.510	1.000	0.074	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15571.749	1557.1749	-0.857	6.3208	50980.690	0.0	7.1168	57400.863	1.0	3.0	0.000	0.870	GA	1.45E+08	8.160	-3.940	-7.280	-7.280	-7.280	1.000	0.100	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15572.629	1557.2629	0.002	4.6692	37659.638	3.0	5.4652	44079.811	2.0	5.0	1.110	1.180	GA	1.86E+08	8.270	-5.450	-7.440	-7.440	-7.440	1.000	0.009	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15574.070	1557.4070	-2.323	6.3109	50900.841	2.0	7.1068	57320.208	1.0	3.0	2.320	-0.330	GA	6.17E+07	7.790	-4.320	-7.290	-7.290	-7.290	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15576.038	1557.6038	-2.234	5.5068	44415.337	4.0	6.3025	50833.091	5.0	11.0	1.400	1.510	GA	2.63E+08	8.420	-5.120	-7.540	-7.540	-7.540	1.000	0.029	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15576.533	1557.6533	-2.844	6.2810	50659.681	0.0	7.0768	57078.241	1.0	3.0	0.000	0.320	GA	4.57E+07	7.660	-4.450	-7.350	-7.350	-7.350	1.000	0.002	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15577.875	1557.7875	-2.389	6.4405	51946.136	1.0	7.2361	58363.082	1.0	3.0	0.070	0.880	GA	1.62E+08	8.210	-4.740	-7.300	-7.300	-7.300	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15579.077	1557.9077	-2.123	6.3230	50998.434	2.0	7.1186	57415.381	2.0	5.0	1.840	1.510	GA	2.24E+08	8.350	-4.650	-7.270	-7.270	-7.270	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15581.867	1558.1867	-3.829	5.3852	43434.567	3.0	6.1807	49850.707	3.0	7.0	1.760	0.760	GA	2.57E+08	8.410	-5.410	-7.580	-7.580	-7.580	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
N 1	15582.287	1558.2287	-0.020	12.1264	97806.012	1.5	12.9218	104221.346	1.5	4.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.004	0.000	X	X	F	0	1	7.0	7.000000	7.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15582.319	1558.2319	-1.142	4.4088	35559.370	5.0	5.2043	41975.510	4.0	9.0	1.040	1.040	GA	1.38E+08	8.140	-4.880	-7.560	-7.560	-7.560	1.000	0.001	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15585.370	1558.5370	-2.827	6.3597	51294.440	3.0	7.1550	57708.967	2.0	5.0	1.350	0.700	GA	2.45E+08	8.390	-5.290	-7.570	-7.570	-7.570	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15585.727	1558.5727	-1.677	6.2416	50341.899	6.0	7.0369	56756.426	6.0	13.0	1.490	1.310	GA	2.51E+08	8.400	-4.480	-7.320	-7.320	-7.320	1.000	0.022	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15586.927	1558.6927	-0.659	6.3642	51330.735	2.0	7.1595	57745.262	3.0	7.0	1.850	1.030	GA	2.29E+08	8.360	-4.740	-7.320	-7.320	-7.320	1.000	0.130	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15588.259	1558.8259	0.419	6.3666	51350.092	4.0	7.1618	57763.813	4.0	9.0	1.490	1.500	GA	1.17E+08	8.070	-4.650	-7.340	-7.340	-7.340	1.000	0.381	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15589.020	1558.9020	-2.750	5.4470	43933.018	2.0	6.2422	50346.738	2.0	5.0	1.480	0.950	GA	2.04E+08	8.310	-5.440	-7.590	-7.590	-7.590	1.000	0.001	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15590.046	1559.0046	-0.829	6.2416	50341.899	6.0	7.0367	56754.813	5.0	11.0	1.490	1.360	GA	2.51E+08	8.400	-4.960	-7.320	-7.320	-7.320	1.000	0.119	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15590.335	1559.0335	-0.231	5.1849	41819.039	4.0	5.9799	48231.146	4.0	9.0	1.190	1.120	GA	1.91E+08	8.280	-4.290	-7.330	-7.330	-7.330	1.000	0.002	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15590.724	1559.0724	-1.544	6.3642	51330.735	2.0	7.1593	57743.649	2.0	5.0	1.850	0.380	GA	2.29E+08	8.360	-4.640	-7.320	-7.320	-7.320	1.000	0.023	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15591.303	1559.1303	-1.708	6.3503	51218.624	3.0	7.1453	57630.731	3.0	7.0	1.290	1.290	GA	1.51E+08	8.180	-4.480	-7.320	-7.320	-7.320	1.000	0.016	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15591.490	1559.1490	0.874	6.2416	50341.899	6.0	7.0366	56754.006	7.0	15.0	1.490	1.400	GA	2.45E+08	8.390	-4.420	-7.330	-7.330	-7.330	1.000	0.448	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15591.497	1559.1498	-0.687	6.3642	51330.735	2.0	7.1592	57742.842	3.0	7.0	1.850	1.090	GA	2.29E+08	8.360	-4.470	-7.320	-7.320	-7.320	1.000	0.125	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	15591.840	1559.1840	-3.319	6.2694	50566.121	1.0	7.0644	56978.229	1.0	3.0	1.500	0.700	GA	9.55E+07	7.980	-4.440	-7.320	-7.320	-7.320	1.000	0.005	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15592.835	1559.2835	-1.493	6.2529	50433.040	3.0	7.0478	56844.341	4.0	9.0	1.550	1.570	GA	6.31E+07	7.800	-4.630	-7.290	-7.290	-7.290	1.000	0.033	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15593.229	1559.3229	-3.352	5.8793	47419.752	2.0	6.6742	53831.053	2.0	5.0	1.140	1.420	GA	1.26E+08	8.100	-4.370	-7.520	-7.520	-7.520	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	15593.718	1559.3718	-1.626	5.0261	40538.230	3.0	5.8209	46948.725	2.0	5.0	1.000	1.000	GA	2.45E+07	7.390	-3.000	-6.850	-6.850	-6.850	1.000	0.011	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15593.749	1559.3749	-1.922	5.0331	40594.689	4.0	5.8279	47005.184	5.0	11.0	1.330	1.420	GA	6.61E+08	8.820	-5.330	-7.550	-7.550	-7.550	1.000	0.125	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15594.397	1559.4397	-0.091	6.3490	51208.138	1.0	7.1438	57618.633	2.0	5.0	2.490	0.930	GA	2.57E+08	8.410	-4.620	-7.330	-7.330	-7.330	1.000	0.279	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15595.992	1559.5992	-2.810	5.7956	46744.666	3.0	6.5904	53155.161	4.0	9.0	1.400	1.440	GA	2.14E+08	8.330	-4.690	-7.520	-7.520	-7.520	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15596.586	1559.6586	-1.697	6.8843	55525.624	5.0	7.6790	61935.312	4.0	9.0	1.020	1.010	GA	1.07E+08	8.030	-5.130	-7.540	-7.540	-7.540	1.000	0.006	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	15597.000	1559.7000	-1.635	10.0854	81344.237	2.0	10.8801	87753.925	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.006	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15597.326	1559.7326	-2.180	6.7262	54250.462	1.0	7.5208	60659.343	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.034	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15598.769	1559.8769	-0.282	6.3490	51208.138	1.0	7.1436	57617.020	1.0	3.0	2.490	0.170	GA	2.57E+08	8.410	-4.530	-7.330	-7.330	-7.330	1.000	0.229	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15598.869	1559.8869	-0.236	6.2416	50341.899	6.0	7.0362	56750.780	5.0	11.0	1.490	1.450	GA	2.45E+08	8.390	-4.460	-7.330	-7.330	-7.330	1.000	0.269	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15599.132	1559.9132	-0.501	4.6897	37824.981	4.0	5.4843	44233.863	3.0	7.0	1.270	0.940	GA	1.45E+08	8.160	-5.020	-7.430	-7.430	-7.430	1.000	0.002	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
C 1	15602.330	1560.2330	-2.209	10.0813	81311.168	0.0	10.8757	87718.436	1.0	3.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.002	0.000	X	X	F	0	1	6.0	6.000000	6.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15602.842	1560.2842	-1.435	2.2674	18287.814	4.0	3.0618	24695.082	4.0	9.0	1.020	0.970	GA	3.31E+06	6.520	-6.050	-7.770	-7.770	-7.770	1.000	0.061	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Mg 1	15603.753	1560.3753	-2.660	6.7265	54252.881	2.0	7.5208	60659.343	2.0	5.0	99.000	99.000	GA	0.00E+00	0.000	0.000	0.000	0.000	0.000	1.000	0.012	0.000	X	X	F	0	1	12.0	12.000000	12.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15603.762	1560.3762	-2.777	5.3025	42767.547	3.0	6.0969	49174.815	4.0	9.0	1.220	1.050	GA	1.41E+08	8.150	-4.870	-7.510	-7.510	-7.510	1.000	0.002	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15603.934	1560.3934	-2.363	5.3025	42767.547	3.0	6.0969	49174.815	4.0	9.0	1.220	1.050	GA	1.41E+08	8.150	-4.870	-7.510	-7.510	-7.510	1.000	0.004	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15604.164	1560.4164	-0.350	5.8741	47377.812	4.0	6.6685	53785.080	3.0	7.0	1.330	1.090	GA	1.58E+08	8.200	-4.760	-7.550	-7.550	-7.550	1.000	0.330	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15604.220	1560.4220	0.538	6.2416	50341.899	6.0	7.0360	56749.167	6.0	13.0	1.490	1.430	GA	2.45E+08	8.390	-4.470	-7.330	-7.330	-7.330	1.000	0.414	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ti 1	15604.888	1560.4888	-0.152	5.1849	41819.039	4.0	5.9792	48225.500	5.0	11.0	1.200	1.120	GA	1.86E+08	8.270	-4.110	-7.330	-7.330	-7.330	1.000	0.002	0.000	X	X	F	0	1	22.0	22.000000	22.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15605.654	1560.5654	-0.150	5.3053	42790.130	2.0	6.0995	49195.785	1.0	3.0	1.090	1.280	GA	1.48E+08	8.170	-4.260	-7.490	-7.490	-7.490	1.000	0.284	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15605.730	1560.5730	-0.564	5.3053	42790.130	2.0	6.0996	49196.592	1.0	3.0	1.090	1.280	GA	1.48E+08	8.170	-4.260	-7.490	-7.490	-7.490	1.000	0.170	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15605.767	1560.5767	-1.926	5.3053	42790.130	2.0	6.0996	49196.592	1.0	3.0	1.090	1.280	GA	1.48E+08	8.170	-4.260	-7.490	-7.490	-7.490	1.000	0.011	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15605.802	1560.5802	-1.422	5.3053	42790.130	2.0	6.0996	49196.592	1.0	3.0	1.090	1.280	GA	1.48E+08	8.170	-4.260	-7.490	-7.490	-7.490	1.000	0.035	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15605.871	1560.5871	-2.016	5.3053	42790.130	2.0	6.0996	49196.592	1.0	3.0	1.090	1.280	GA	1.48E+08	8.170	-4.260	-7.490	-7.490	-7.490	1.000	0.009	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ca 1	15609.995	1560.9995	-2.097	5.1675	41678.698	1.0	5.9616	48083.547	2.0	5.0	1.000	1.000	GA	7.24E+07	7.860	-2.670	-6.590	-6.590	-6.590	1.000	0.002	0.000	X	X	F	0	1	20.0	20.000000	20.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15611.145	1561.1145	-3.768	3.4149	27543.026	1.0	4.2089	33947.068	2.0	5.0	0.820	1.490	GA	7.59E+06	6.880	-6.130	-7.790	-7.790	-7.790	1.000	0.077	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15613.432	1561.3432	-2.077	5.9307	47834.321	3.0	6.7246	54237.557	4.0	9.0	0.670	0.900	GA	1.10E+08	8.040	-4.530	-7.510	-7.510	-7.510	1.000	0.017	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15613.625	1561.3625	-0.671	6.3503	51218.624	3.0	7.1442	57621.859	4.0	9.0	1.290	1.220	GA	1.51E+08	8.180	-4.580	-7.320	-7.320	-7.320	1.000	0.132	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15615.132	1561.5132	-1.843	6.1751	49805.540	3.0	6.9688	56207.163	4.0	9.0	1.750	1.430	GA	3.63E+07	7.560	-4.350	-7.340	-7.340	-7.340	1.000	0.018	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15615.417	1561.5417	-1.840	6.2770	50627.419	1.0	7.0708	57029.848	2.0	5.0	1.550	1.760	GA	6.03E+07	7.780	-4.130	-7.290	-7.290	-7.290	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15616.374	1561.6374	-2.107	6.4609	52110.673	1.0	7.2546	58512.295	2.0	5.0	2.630	1.450	GA	2.29E+08	8.360	-4.250	-7.350	-7.350	-7.350	1.000	0.005	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	15617.601	1561.7601	-2.396	7.1133	57372.634	2.0	7.9069	63773.449	2.0	5.0	0.670	0.880	GA	1.48E+07	7.170	-2.800	-6.860	-6.860	-6.860	1.000	0.007	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15617.701	1561.7701	-0.817	6.2771	50628.226	3.0	7.0708	57029.848	2.0	5.0	1.870	1.760	GA	6.31E+07	7.800	-4.130	-7.290	-7.290	-7.290	1.000	0.117	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	15618.308	1561.8308	-2.963	7.1133	57372.634	2.0	7.9069	63773.449	3.0	7.0	0.670	1.200	GA	1.45E+07	7.160	-2.820	-6.860	-6.860	-6.860	1.000	0.002	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15619.231	1561.9231	-2.969	5.0674	40871.337	2.0	5.8610	47272.153	1.0	3.0	1.480	0.770	GA	1.05E+08	8.020	-6.020	-7.770	-7.770	-7.770	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15619.238	1561.9238	-2.916	5.4581	44022.545	4.0	6.2517	50423.361	4.0	9.0	1.440	1.510	GA	1.91E+08	8.280	-5.170	-7.550	-7.550	-7.550	1.000	0.007	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Y 1	15619.958	1561.9958	-0.526	2.2936	18499.132	4.5	3.0872	24899.947	3.5	8.0	1.120	1.150	GA	1.82E+08	8.260	-5.850	-7.660	-7.660	-7.660	1.000	0.002	0.000	X	X	F	0	1	39.0	39.000000	39.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15621.161	1562.1161	-1.160	6.2057	50052.346	5.0	6.9992	56452.355	4.0	9.0	1.510	1.640	GA	6.46E+07	7.810	-3.910	-7.290	-7.290	-7.290	1.000	0.070	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15621.242	1562.1242	-2.840	6.3503	51218.624	3.0	7.1438	57618.633	2.0	5.0	1.290	0.930	GA	1.51E+08	8.180	-4.620	-7.330	-7.330	-7.330	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15621.596	1562.1596	-2.135	6.7034	54066.567	4.0	7.4968	60465.770	4.0	9.0	1.100	1.070	GA	6.61E+08	8.820	-4.660	-7.510	-7.510	-7.510	1.000	0.003	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15621.654	1562.1654	0.589	5.5392	44676.661	4.0	6.3327	51076.670	4.0	9.0	1.500	1.490	GA	1.38E+08	8.140	-4.360	-7.450	-7.450	-7.450	1.000	0.489	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15627.490	1562.7490	-2.710	6.5472	52806.729	5.0	7.3404	59204.319	4.0	9.0	1.170	1.330	GA	1.35E+08	8.130	-3.770	-7.220	-7.220	-7.220	1.000	0.001	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15629.364	1562.9364	-1.014	5.9464	47960.950	4.0	6.7395	54357.733	3.0	7.0	1.290	1.180	GA	1.41E+08	8.150	-5.380	-7.500	-7.500	-7.500	1.000	0.139	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15629.399	1562.9399	-1.847	6.2681	50555.636	2.0	7.0612	56952.419	2.0	5.0	1.540	1.230	GA	3.98E+07	7.600	-4.350	-7.340	-7.340	-7.340	1.000	0.014	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15629.621	1562.9621	-3.036	4.5585	36766.782	3.0	5.3516	43163.565	4.0	9.0	1.660	1.660	GA	3.24E+08	8.510	-5.410	-7.580	-7.580	-7.580	1.000	0.036	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15631.107	1563.1107	-3.917	3.6416	29371.485	3.0	4.4346	35767.461	4.0	9.0	1.330	1.100	GA	9.77E+07	7.990	-6.080	-7.780	-7.780	-7.780	1.000	0.036	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15631.383	1563.1383	-1.391	5.8741	47377.812	4.0	6.6671	53773.788	3.0	7.0	1.330	1.210	GA	8.13E+07	7.910	-5.230	-7.550	-7.550	-7.550	1.000	0.081	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Si 1	15631.476	1563.1476	-1.889	7.1252	57468.614	2.0	7.9181	63863.783	2.0	5.0	1.480	1.500	GA	2.04E+07	7.310	-3.380	-6.820	-6.820	-6.820	1.000	0.022	0.000	X	X	F	0	1	14.0	14.000000	14.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Fe 1	15631.948	1563.1948	0.120	5.3516	43163.565	4.0	6.1445	49558.735	4.0	9.0	1.660	1.660	GA	1.66E+08	8.220	-4.850	-7.490	-7.490	-7.490	1.000	0.469	0.000	X	X	F	0	1	26.0	26.000000	26.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
Ni 1	15632.610	1563.2610	-0.042	5.3053	42790.130	2.0	6.0982	49185.300	2.0	5.0	1.090	1.000	GA	1.35E+08	8.130	-5.210	-7.510	-7.510	-7.510	1.000	0.313	0.000	X	X	F	0	1	28.0	28.000000	28.00	VALD3	F	0	0	none	none	F	T	F	F	F	F
