teff_K,logg,log_eps_Fe,vturb_kms,species,lambda_air_nm,e_low,log_gf,lambda_air_min_nm,lambda_air_max_nm,clean,delta_mean3d_nlte_minus_mean3d_lte
5750,4.50,7.50,3.00,Fe1,420.6696,0.051570,-3.9601,420.6128,420.7777,no,-0.0156
5750,4.50,7.50,0.75,Fe1,421.0343,2.482139,-0.9280,420.7777,421.1968,no,-0.0300
5750,4.50,7.50,1.50,Fe1,421.0343,2.482139,-0.9280,420.7777,421.1968,no,-0.0404
5750,4.50,7.50,3.00,Fe1,421.0343,2.482139,-0.9280,420.7777,421.1968,no,-0.0625
5750,4.50,7.50,0.75,Fe1,421.0383,3.071364,-1.2409,421.1968,421.3378,no,-0.0173
5750,4.50,7.50,1.50,Fe1,421.0383,3.071364,-1.2409,421.1968,421.3378,no,-0.0250
5750,4.50,7.50,3.00,Fe1,421.0383,3.071364,-1.2409,421.1968,421.3378,no,-0.0403
5750,4.50,7.50,0.75,Fe1,421.5423,2.990377,-1.7551,421.3378,421.5661,no,-0.0344
5750,4.50,7.50,1.50,Fe1,421.5423,2.990377,-1.7551,421.3378,421.5661,no,-0.0455
5750,4.50,7.50,3.00,Fe1,421.5423,2.990377,-1.7551,421.3378,421.5661,no,-0.0632
5750,4.50,7.50,0.75,Fe1,421.6183,0.000000,-3.3570,421.5661,421.6860,no,-0.0065
5750,4.50,7.50,1.50,Fe1,421.6183,0.000000,-3.3570,421.5661,421.6860,no,-0.0111
5750,4.50,7.50,3.00,Fe1,421.6183,0.000000,-3.3570,421.5661,421.6860,no,-0.0195
5750,4.50,7.50,0.75,Fe1,421.7545,3.430218,-0.4839,421.6860,421.8452,no,-0.0391
5750,4.50,7.50,1.50,Fe1,421.7545,3.430218,-0.4839,421.6860,421.8452,no,-0.0545
5750,4.50,7.50,3.00,Fe1,421.7545,3.430218,-0.4839,421.6860,421.8452,no,-0.0884
5750,4.50,7.50,0.75,Fe1,421.9359,3.573248,0.0000,421.8452,421.9992,no,-0.0724
5750,4.50,7.50,1.50,Fe1,421.9359,3.573248,0.0000,421.8452,421.9992,no,-0.0931
5750,4.50,7.50,3.00,Fe1,421.9359,3.573248,0.0000,421.8452,421.9992,no,-0.1324
5750,4.50,7.50,0.75,Fe1,421.9414,2.990377,-1.8959,421.9992,421.9992,no,-0.0160
5750,4.50,7.50,1.50,Fe1,421.9414,2.990377,-1.8959,421.9992,421.9992,no,-0.0240
5750,4.50,7.50,3.00,Fe1,421.9414,2.990377,-1.8959,421.9992,421.9992,no,-0.0411
5750,4.50,7.50,0.75,Fe1,422.0341,3.071364,-1.3110,421.9992,422.0860,no,-0.0460
5750,4.50,7.50,1.50,Fe1,422.0341,3.071364,-1.3110,421.9992,422.0860,no,-0.0604
5750,4.50,7.50,3.00,Fe1,422.0341,3.071364,-1.3110,421.9992,422.0860,no,-0.0832
5750,4.50,7.50,0.75,Fe1,422.2212,2.449580,-0.9141,422.0860,422.3327,no,-0.0238
5750,4.50,7.50,1.50,Fe1,422.2212,2.449580,-0.9141,422.0860,422.3327,no,-0.0338
5750,4.50,7.50,3.00,Fe1,422.2212,2.449580,-0.9141,422.0860,422.3327,no,-0.0559
5750,4.50,7.50,0.75,Fe1,422.4171,3.368284,-0.5061,422.3327,422.4364,no,-0.0390
5750,4.50,7.50,1.50,Fe1,422.4171,3.368284,-0.5061,422.3327,422.4364,no,-0.0550
5750,4.50,7.50,3.00,Fe1,422.4171,3.368284,-0.5061,422.3327,422.4364,no,-0.0890
5750,4.50,7.50,0.75,Fe1,422.4512,3.430218,-1.0400,422.4364,422.4931,no,-0.0333
5750,4.50,7.50,1.50,Fe1,422.4512,3.430218,-1.0400,422.4364,422.4931,no,-0.0468
5750,4.50,7.50,3.00,Fe1,422.4512,3.430218,-1.0400,422.4364,422.4931,no,-0.0724
5750,4.50,7.50,0.75,Fe1,422.5454,3.416981,-0.5100,422.4931,422.5794,no,-0.0400
5750,4.50,7.50,1.50,Fe1,422.5454,3.416981,-0.5100,422.4931,422.5794,no,-0.0559
5750,4.50,7.50,3.00,Fe1,422.5454,3.416981,-0.5100,422.4931,422.5794,no,-0.0907
5750,4.50,7.50,0.75,Fe1,422.5955,3.046894,-1.4100,422.5794,422.6258,no,-0.0420
5750,4.50,7.50,1.50,Fe1,422.5955,3.046894,-1.4100,422.5794,422.6258,no,-0.0549
5750,4.50,7.50,3.00,Fe1,422.5955,3.046894,-1.4100,422.5794,422.6258,no,-0.0757
5750,4.50,7.50,0.75,Fe1,422.7426,3.332047,0.2659,422.6258,422.9116,no,-0.0369
5750,4.50,7.50,1.50,Fe1,422.7426,3.332047,0.2659,422.6258,422.9116,no,-0.0514
5750,4.50,7.50,3.00,Fe1,422.7426,3.332047,0.2659,422.6258,422.9116,no,-0.0827
5750,4.50,7.50,0.75,Fe1,422.9509,3.274011,-1.6270,422.9116,423.1038,no,-0.0296
5750,4.50,7.50,1.50,Fe1,422.9509,3.274011,-1.6270,422.9116,423.1038,no,-0.0408
5750,4.50,7.50,3.00,Fe1,422.9509,3.274011,-1.6270,422.9116,423.1038,no,-0.0597
5750,4.50,7.50,0.75,Fe2,423.3162,2.582681,-1.9700,423.1038,423.3322,no,-0.0159
5750,4.50,7.50,1.50,Fe2,423.3162,2.582681,-1.9700,423.1038,423.3322,no,-0.0213
5750,4.50,7.50,3.00,Fe2,423.3162,2.582681,-1.9700,423.1038,423.3322,no,-0.0302
5750,4.50,7.50,0.75,Fe1,423.3602,2.482139,-0.6000,423.3322,423.4640,no,-0.0258
5750,4.50,7.50,1.50,Fe1,423.3602,2.482139,-0.6000,423.3322,423.4640,no,-0.0367
5750,4.50,7.50,3.00,Fe1,423.3602,2.482139,-0.6000,423.3322,423.4640,no,-0.0610
5750,4.50,7.50,0.75,Fe1,423.5385,3.396537,-1.6750,423.4640,423.5517,no,-0.0222
5750,4.50,7.50,1.50,Fe1,423.5385,3.396537,-1.6750,423.4640,423.5517,no,-0.0321
5750,4.50,7.50,3.00,Fe1,423.5385,3.396537,-1.6750,423.4640,423.5517,no,-0.0506
5750,4.50,7.50,0.75,Fe1,423.5936,2.425453,-0.3400,423.5517,423.7822,no,-0.0268
5750,4.50,7.50,1.50,Fe1,423.5936,2.425453,-0.3400,423.5517,423.7822,no,-0.0382
5750,4.50,7.50,3.00,Fe1,423.5936,2.425453,-0.3400,423.5517,423.7822,no,-0.0626
5750,4.50,7.50,0.75,Fe1,423.8809,3.396537,-0.2330,423.7822,423.9432,no,-0.0386
5750,4.50,7.50,1.50,Fe1,423.8809,3.396537,-0.2330,423.7822,423.9432,no,-0.0539
5750,4.50,7.50,3.00,Fe1,423.8809,3.396537,-0.2330,423.7822,423.9432,no,-0.0882
5750,4.50,7.50,0.75,Fe1,423.9732,2.948817,-1.5269,423.9432,423.9781,no,-0.0441
5750,4.50,7.50,1.50,Fe1,423.9732,2.948817,-1.5269,423.9432,423.9781,no,-0.0619
5750,4.50,7.50,3.00,Fe1,423.9732,2.948817,-1.5269,423.9432,423.9781,no,-0.0877
5750,4.50,7.50,0.75,Fe1,423.9847,2.692430,-1.6431,423.9781,424.0161,no,-0.0436
5750,4.50,7.50,1.50,Fe1,423.9847,2.692430,-1.6431,423.9781,424.0161,no,-0.0600
5750,4.50,7.50,3.00,Fe1,423.9847,2.692430,-1.6431,423.9781,424.0161,no,-0.0967
5750,4.50,7.50,0.75,Fe1,424.0370,3.546549,-1.2660,424.0161,424.1528,no,-0.0473
5750,4.50,7.50,1.50,Fe1,424.0370,3.546549,-1.2660,424.0161,424.1528,no,-0.0759
5750,4.50,7.50,3.00,Fe1,424.0370,3.546549,-1.2660,424.0161,424.1528,no,-0.1143
5750,4.50,7.50,0.75,Fe1,424.2595,2.727567,-2.6480,424.1528,424.2658,no,-0.0184
5750,4.50,7.50,1.50,Fe1,424.2595,2.727567,-2.6480,424.1528,424.2658,no,-0.0263
5750,4.50,7.50,3.00,Fe1,424.2595,2.727567,-2.6480,424.1528,424.2658,no,-0.0417
5750,4.50,7.50,0.75,Fe1,424.2729,3.300950,-1.7490,424.2658,424.3656,no,-0.0294
5750,4.50,7.50,1.50,Fe1,424.2729,3.300950,-1.7490,424.2658,424.3656,no,-0.0401
5750,4.50,7.50,3.00,Fe1,424.2729,3.300950,-1.7490,424.2658,424.3656,no,-0.0610
5750,4.50,7.50,0.75,Fe1,424.5344,3.332047,-1.4299,424.3656,424.5720,no,-0.0359
5750,4.50,7.50,1.50,Fe1,424.5344,3.332047,-1.4299,424.3656,424.5720,no,-0.0486
5750,4.50,7.50,3.00,Fe1,424.5344,3.332047,-1.4299,424.3656,424.5720,no,-0.0693
5750,4.50,7.50,0.75,Fe1,424.6084,3.641671,-1.1018,424.5720,424.6422,no,-0.0405
5750,4.50,7.50,1.50,Fe1,424.6084,3.641671,-1.1018,424.5720,424.6422,no,-0.0531
5750,4.50,7.50,3.00,Fe1,424.6084,3.641671,-1.1018,424.5720,424.6422,no,-0.0715
5750,4.50,7.50,0.75,Fe1,424.7305,2.453451,-2.7139,424.6422,424.6878,no,-0.0198
5750,4.50,7.50,1.50,Fe1,424.7305,2.453451,-2.7139,424.6422,424.6878,no,-0.0279
5750,4.50,7.50,3.00,Fe1,424.7305,2.453451,-2.7139,424.6422,424.6878,no,-0.0445
5750,4.50,7.50,0.75,Fe1,424.7425,3.368284,-0.2380,424.6878,424.7935,no,-0.0394
5750,4.50,7.50,1.50,Fe1,424.7425,3.368284,-0.2380,424.6878,424.7935,no,-0.0548
5750,4.50,7.50,3.00,Fe1,424.7425,3.368284,-0.2380,424.6878,424.7935,no,-0.0885
5750,4.50,7.50,0.75,Fe1,424.8223,3.071364,-1.2851,424.7935,424.8614,no,-0.0410
5750,4.50,7.50,1.50,Fe1,424.8223,3.071364,-1.2851,424.7935,424.8614,no,-0.0557
5750,4.50,7.50,3.00,Fe1,424.8223,3.071364,-1.2851,424.7935,424.8614,no,-0.0809
5750,4.50,7.50,0.75,Fe1,425.0118,2.468855,-0.3800,424.8614,425.0401,no,-0.0268
5750,4.50,7.50,1.50,Fe1,425.0118,2.468855,-0.3800,424.8614,425.0401,no,-0.0384
5750,4.50,7.50,3.00,Fe1,425.0118,2.468855,-0.3800,424.8614,425.0401,no,-0.0634
5750,4.50,7.50,0.75,Fe1,425.0786,1.557370,-0.7130,425.0401,425.4389,no,-0.0241
5750,4.50,7.50,1.50,Fe1,425.0786,1.557370,-0.7130,425.0401,425.4389,no,-0.0349
5750,4.50,7.50,3.00,Fe1,425.0786,1.557370,-0.7130,425.0401,425.4389,no,-0.0621
5750,4.50,7.50,0.75,Fe1,425.4944,3.017647,-2.5660,425.4389,425.5173,no,-0.0175
5750,4.50,7.50,1.50,Fe1,425.4944,3.017647,-2.5660,425.4389,425.5173,no,-0.0252
5750,4.50,7.50,3.00,Fe1,425.4944,3.017647,-2.5660,425.4389,425.5173,no,-0.0384
5750,4.50,7.50,0.75,Fe1,425.5500,3.017647,-2.0141,425.5173,425.6454,no,-0.0249
5750,4.50,7.50,1.50,Fe1,425.5500,3.017647,-2.0141,425.5173,425.6454,no,-0.0341
5750,4.50,7.50,3.00,Fe1,425.5500,3.017647,-2.0141,425.5173,425.6454,no,-0.0495
5750,4.50,7.50,0.75,Fe2,425.8147,2.704371,-3.3301,425.6454,425.8191,no,-0.0077
5750,4.50,7.50,1.50,Fe2,425.8147,2.704371,-3.3301,425.6454,425.8191,no,-0.0092
5750,4.50,7.50,3.00,Fe2,425.8147,2.704371,-3.3301,425.6454,425.8191,no,-0.0104
5750,4.50,7.50,0.75,Fe1,425.8315,0.087286,-4.3550,425.8191,425.8577,no,0.0010
5750,4.50,7.50,1.50,Fe1,425.8315,0.087286,-4.3550,425.8191,425.8577,no,-0.0043
5750,4.50,7.50,3.00,Fe1,425.8315,0.087286,-4.3550,425.8191,425.8577,no,-0.0147
5750,4.50,7.50,0.75,Fe1,425.8951,3.017647,-2.2420,425.8577,425.9102,no,-0.0215
5750,4.50,7.50,1.50,Fe1,425.8951,3.017647,-2.2420,425.8577,425.9102,no,-0.0304
5750,4.50,7.50,3.00,Fe1,425.8951,3.017647,-2.2420,425.8577,425.9102,no,-0.0457
5750,4.50,7.50,0.75,Fe1,425.9998,3.332047,-1.4000,425.9102,426.0063,no,-0.0224
5750,4.50,7.50,1.50,Fe1,425.9998,3.332047,-1.4000,425.9102,426.0063,no,-0.0330
5750,4.50,7.50,3.00,Fe1,425.9998,3.332047,-1.4000,425.9102,426.0063,no,-0.0558
5750,4.50,7.50,0.75,Fe1,426.0135,3.071364,-1.5240,426.0063,426.0247,no,-0.0389
5750,4.50,7.50,1.50,Fe1,426.0135,3.071364,-1.5240,426.0063,426.0247,no,-0.0577
5750,4.50,7.50,3.00,Fe1,426.0135,3.071364,-1.5240,426.0063,426.0247,no,-0.1073
5750,4.50,7.50,0.75,Fe1,426.0473,2.399225,0.0768,426.0247,426.3736,no,-0.0303
5750,4.50,7.50,1.50,Fe1,426.0473,2.399225,0.0768,426.0247,426.3736,no,-0.0432
5750,4.50,7.50,3.00,Fe1,426.0473,2.399225,0.0768,426.0247,426.3736,no,-0.0700
5750,4.50,7.50,0.75,Fe1,426.4203,3.368284,-1.5100,426.3736,426.5775,no,-0.0327
5750,4.50,7.50,1.50,Fe1,426.4203,3.368284,-1.5100,426.3736,426.5775,no,-0.0449
5750,4.50,7.50,3.00,Fe1,426.4203,3.368284,-1.5100,426.3736,426.5775,no,-0.0655
5750,4.50,7.50,0.75,Fe1,426.6964,2.727567,-1.8120,426.5775,426.7235,no,-0.0328
5750,4.50,7.50,1.50,Fe1,426.6964,2.727567,-1.8120,426.5775,426.7235,no,-0.0437
5750,4.50,7.50,3.00,Fe1,426.6964,2.727567,-1.8120,426.5775,426.7235,no,-0.0635
5750,4.50,7.50,0.75,Fe1,426.7826,3.110987,-1.1740,426.7235,426.8267,no,-0.0427
5750,4.50,7.50,1.50,Fe1,426.7826,3.110987,-1.1740,426.7235,426.8267,no,-0.0581
5750,4.50,7.50,3.00,Fe1,426.7826,3.110987,-1.1740,426.7235,426.8267,no,-0.0842
5750,4.50,7.50,0.75,Fe1,426.8748,3.300950,-1.5680,426.8267,426.8959,no,-0.0301
5750,4.50,7.50,1.50,Fe1,426.8748,3.300950,-1.5680,426.8267,426.8959,no,-0.0419
5750,4.50,7.50,3.00,Fe1,426.8748,3.300950,-1.5680,426.8267,426.8959,no,-0.0616
5750,4.50,7.50,0.75,Fe1,427.1153,2.449580,-0.3500,426.8959,427.1349,no,-0.0247
5750,4.50,7.50,1.50,Fe1,427.1153,2.449580,-0.3500,426.8959,427.1349,no,-0.0359
5750,4.50,7.50,3.00,Fe1,427.1153,2.449580,-0.3500,426.8959,427.1349,no,-0.0594
5750,4.50,7.50,0.75,Fe1,427.1759,1.484877,-0.1730,427.1349,427.3175,no,-0.0255
5750,4.50,7.50,1.50,Fe1,427.1759,1.484877,-0.1730,427.1349,427.3175,no,-0.0377
5750,4.50,7.50,3.00,Fe1,427.1759,1.484877,-0.1730,427.1349,427.3175,no,-0.0696
5750,4.50,7.50,0.75,Fe2,427.3320,2.704371,-3.3801,427.3175,427.5514,no,-0.0103
5750,4.50,7.50,1.50,Fe2,427.3320,2.704371,-3.3801,427.3175,427.5514,no,-0.0140
5750,4.50,7.50,3.00,Fe2,427.3320,2.704371,-3.3801,427.3175,427.5514,no,-0.0184
5750,4.50,7.50,0.75,Fe1,427.5697,2.559193,-2.8591,427.5514,427.6395,no,-0.0155
5750,4.50,7.50,1.50,Fe1,427.5697,2.559193,-2.8591,427.5514,427.6395,no,-0.0231
5750,4.50,7.50,3.00,Fe1,427.5697,2.559193,-2.8591,427.5514,427.6395,no,-0.0361
5750,4.50,7.50,0.75,Fe1,427.6674,3.881636,-1.7500,427.6395,427.7615,no,-0.0178
5750,4.50,7.50,1.50,Fe1,427.6674,3.881636,-1.7500,427.6395,427.7615,no,-0.0252
5750,4.50,7.50,3.00,Fe1,427.6674,3.881636,-1.7500,427.6395,427.7615,no,-0.0375
5750,4.50,7.50,0.75,Fe2,427.8151,2.691954,-3.7299,427.7615,427.7751,no,-0.0153
5750,4.50,7.50,1.50,Fe2,427.8151,2.691954,-3.7299,427.7615,427.7751,no,-0.0229
5750,4.50,7.50,3.00,Fe2,427.8151,2.691954,-3.7299,427.7615,427.7751,no,-0.0378
5750,4.50,7.50,0.75,Fe1,427.8229,3.368284,-1.5799,427.7751,427.9346,no,-0.0224
5750,4.50,7.50,1.50,Fe1,427.8229,3.368284,-1.5799,427.7751,427.9346,no,-0.0312
5750,4.50,7.50,3.00,Fe1,427.8229,3.368284,-1.5799,427.7751,427.9346,no,-0.0478
5750,4.50,7.50,0.75,Fe1,428.2402,2.175963,-0.7791,427.9346,428.4575,yes,-0.0395
5750,4.50,7.50,1.50,Fe1,428.2402,2.175963,-0.7791,427.9346,428.4575,yes,-0.0549
5750,4.50,7.50,3.00,Fe1,428.2402,2.175963,-0.7791,427.9346,428.4575,yes,-0.0882
5750,4.50,7.50,0.75,Fe1,428.5441,3.236747,-1.1960,428.4575,428.6384,yes,-0.0567
5750,4.50,7.50,1.50,Fe1,428.5441,3.236747,-1.1960,428.4575,428.6384,yes,-0.0928
5750,4.50,7.50,3.00,Fe1,428.5441,3.236747,-1.1960,428.4575,428.6384,yes,-0.1505
5750,4.50,7.50,0.75,Fe1,428.6863,3.416981,-2.2000,428.6384,428.7321,yes,-0.0200
5750,4.50,7.50,1.50,Fe1,428.6863,3.416981,-2.2000,428.6384,428.7321,yes,-0.0280
5750,4.50,7.50,3.00,Fe1,428.6863,3.416981,-2.2000,428.6384,428.7321,yes,-0.0414
5750,4.50,7.50,0.75,Fe1,428.7939,3.430218,-1.9500,428.7321,428.8034,no,-0.0245
5750,4.50,7.50,1.50,Fe1,428.7939,3.430218,-1.9500,428.7321,428.8034,no,-0.0334
5750,4.50,7.50,3.00,Fe1,428.7939,3.430218,-1.9500,428.7321,428.8034,no,-0.0478
5750,4.50,7.50,0.75,Fe1,428.8145,2.758600,-2.0618,428.8034,428.8449,no,-0.0311
5750,4.50,7.50,1.50,Fe1,428.8145,2.758600,-2.0618,428.8034,428.8449,no,-0.0405
5750,4.50,7.50,3.00,Fe1,428.8145,2.758600,-2.0618,428.8034,428.8449,no,-0.0571
5750,4.50,7.50,0.75,Fe1,428.8954,2.588127,-2.3950,428.8449,428.9008,no,-0.0302
5750,4.50,7.50,1.50,Fe1,428.8954,2.588127,-2.3950,428.8449,428.9008,no,-0.0393
5750,4.50,7.50,3.00,Fe1,428.8954,2.588127,-2.3950,428.8449,428.9008,no,-0.0583
5750,4.50,7.50,0.75,Fe1,428.9079,3.368284,-1.1700,428.9008,428.9581,no,-0.0488
5750,4.50,7.50,1.50,Fe1,428.9079,3.368284,-1.1700,428.9008,428.9581,no,-0.0655
5750,4.50,7.50,3.00,Fe1,428.9079,3.368284,-1.1700,428.9008,428.9581,no,-0.1063
5750,4.50,7.50,0.75,Fe1,428.9914,3.396537,-1.7399,428.9581,429.0139,no,-0.0297
5750,4.50,7.50,1.50,Fe1,428.9914,3.396537,-1.7399,428.9581,429.0139,no,-0.0400
5750,4.50,7.50,3.00,Fe1,428.9914,3.396537,-1.7399,428.9581,429.0139,no,-0.0562
5750,4.50,7.50,0.75,Fe1,429.0378,2.990377,-1.7190,429.0139,429.0611,no,-0.0361
5750,4.50,7.50,1.50,Fe1,429.0378,2.990377,-1.7190,429.0139,429.0611,no,-0.0466
5750,4.50,7.50,3.00,Fe1,429.0378,2.990377,-1.7190,429.0139,429.0611,no,-0.0633
5750,4.50,7.50,0.75,Fe1,429.0864,2.831615,-2.1311,429.0611,429.1120,no,-0.0230
5750,4.50,7.50,1.50,Fe1,429.0864,2.831615,-2.1311,429.0611,429.1120,no,-0.0319
5750,4.50,7.50,3.00,Fe1,429.0864,2.831615,-2.1311,429.0611,429.1120,no,-0.0471
5750,4.50,7.50,0.75,Fe1,429.1462,0.051570,-4.0790,429.1120,429.1997,no,0.0020
5750,4.50,7.50,1.50,Fe1,429.1462,0.051570,-4.0790,429.1120,429.1997,no,-0.0032
5750,4.50,7.50,3.00,Fe1,429.1462,0.051570,-4.0790,429.1120,429.1997,no,-0.0152
5750,4.50,7.50,0.75,Fe1,429.4124,1.484877,-1.1100,429.1997,429.6146,no,-0.0220
5750,4.50,7.50,1.50,Fe1,429.4124,1.484877,-1.1100,429.1997,429.6146,no,-0.0319
5750,4.50,7.50,3.00,Fe1,429.4124,1.484877,-1.1100,429.1997,429.6146,no,-0.0552
5750,4.50,7.50,0.75,Fe2,429.6565,2.704371,-2.9200,429.6146,429.7075,no,-0.0069
5750,4.50,7.50,1.50,Fe2,429.6565,2.704371,-2.9200,429.6146,429.7075,no,-0.0069
5750,4.50,7.50,3.00,Fe2,429.6565,2.704371,-2.9200,429.6146,429.7075,no,-0.0050
5750,4.50,7.50,0.75,Fe1,429.8036,3.046894,-1.4260,429.7075,429.8231,no,-0.0395
5750,4.50,7.50,1.50,Fe1,429.8036,3.046894,-1.4260,429.7075,429.8231,no,-0.0525
5750,4.50,7.50,3.00,Fe1,429.8036,3.046894,-1.4260,429.7075,429.8231,no,-0.0741
5750,4.50,7.50,0.75,Fe1,429.9233,2.425453,-0.4050,429.8231,430.1711,no,-0.0259
5750,4.50,7.50,1.50,Fe1,429.9233,2.425453,-0.4050,429.8231,430.1711,no,-0.0368
5750,4.50,7.50,3.00,Fe1,429.9233,2.425453,-0.4050,429.8231,430.1711,no,-0.0602
5750,4.50,7.50,0.75,Fe1,430.2185,3.046894,-1.7160,430.1711,430.2498,no,-0.0350
5750,4.50,7.50,1.50,Fe1,430.2185,3.046894,-1.7160,430.1711,430.2498,no,-0.0461
5750,4.50,7.50,3.00,Fe1,430.2185,3.046894,-1.7160,430.1711,430.2498,no,-0.0641
5750,4.50,7.50,0.75,Fe2,430.3169,2.704371,-2.5600,430.2498,430.3696,no,-0.0099
5750,4.50,7.50,1.50,Fe2,430.3169,2.704371,-2.5600,430.2498,430.3696,no,-0.0115
5750,4.50,7.50,3.00,Fe2,430.3169,2.704371,-2.5600,430.2498,430.3696,no,-0.0114
5750,4.50,7.50,0.75,Fe1,430.4540,2.948817,-2.0290,430.3696,430.4750,no,-0.0277
5750,4.50,7.50,1.50,Fe1,430.4540,2.948817,-2.0290,430.3696,430.4750,no,-0.0378
5750,4.50,7.50,3.00,Fe1,430.4540,2.948817,-2.0290,430.3696,430.4750,no,-0.0555
5750,4.50,7.50,0.75,Fe1,430.5450,3.017275,-1.3340,430.4750,430.5703,no,-0.0376
5750,4.50,7.50,1.50,Fe1,430.5450,3.017275,-1.3340,430.4750,430.5703,no,-0.0510
5750,4.50,7.50,3.00,Fe1,430.5450,3.017275,-1.3340,430.4750,430.5703,no,-0.0741
5750,4.50,7.50,0.75,Fe1,430.7901,1.557370,-0.0721,430.5703,430.8884,no,-0.0219
5750,4.50,7.50,1.50,Fe1,430.7901,1.557370,-0.0721,430.5703,430.8884,no,-0.0325
5750,4.50,7.50,3.00,Fe1,430.7901,1.557370,-0.0721,430.5703,430.8884,no,-0.0588
5750,4.50,7.50,0.75,Fe1,430.9030,3.634380,-1.1490,430.8884,430.9207,no,-0.0456
5750,4.50,7.50,1.50,Fe1,430.9030,3.634380,-1.1490,430.8884,430.9207,no,-0.0594
5750,4.50,7.50,3.00,Fe1,430.9030,3.634380,-1.1490,430.8884,430.9207,no,-0.0823
5750,4.50,7.50,0.75,Fe1,430.9374,2.948817,-1.1910,430.9207,431.3712,no,-0.0299
5750,4.50,7.50,1.50,Fe1,430.9374,2.948817,-1.1910,430.9207,431.3712,no,-0.0422
5750,4.50,7.50,3.00,Fe1,430.9374,2.948817,-1.1910,430.9207,431.3712,no,-0.0676
5750,4.50,7.50,0.75,Fe1,431.5084,2.197885,-0.9650,431.3712,431.9316,no,-0.0405
5750,4.50,7.50,1.50,Fe1,431.5084,2.197885,-0.9650,431.3712,431.9316,no,-0.0560
5750,4.50,7.50,3.00,Fe1,431.5084,2.197885,-0.9650,431.3712,431.9316,no,-0.0885
5750,4.50,7.50,0.75,Fe1,432.5761,1.607909,0.0060,431.9316,432.6262,no,-0.0241
5750,4.50,7.50,1.50,Fe1,432.5761,1.607909,0.0060,431.9316,432.6262,no,-0.0359
5750,4.50,7.50,3.00,Fe1,432.5761,1.607909,0.0060,431.9316,432.6262,no,-0.0649
5750,4.50,7.50,0.75,Fe1,432.5940,3.267140,-1.8270,432.6262,432.6617,no,-0.0146
5750,4.50,7.50,1.50,Fe1,432.5940,3.267140,-1.8270,432.6262,432.6617,no,-0.0226
5750,4.50,7.50,3.00,Fe1,432.5940,3.267140,-1.8270,432.6262,432.6617,no,-0.0383
5750,4.50,7.50,0.75,Fe1,432.6752,2.948817,-1.9321,432.6617,432.6932,no,-0.0269
5750,4.50,7.50,1.50,Fe1,432.6752,2.948817,-1.9321,432.6617,432.6932,no,-0.0386
5750,4.50,7.50,3.00,Fe1,432.6752,2.948817,-1.9321,432.6617,432.6932,no,-0.0608
5750,4.50,7.50,0.75,Fe1,432.7095,3.546549,-0.8030,432.6932,432.7739,no,-0.0358
5750,4.50,7.50,1.50,Fe1,432.7095,3.546549,-0.8030,432.6932,432.7739,no,-0.0511
5750,4.50,7.50,3.00,Fe1,432.7095,3.546549,-0.8030,432.6932,432.7739,no,-0.0798
5750,4.50,7.50,0.75,Fe1,432.7903,3.301430,-1.7419,432.7739,433.2355,no,-0.0236
5750,4.50,7.50,1.50,Fe1,432.7903,3.301430,-1.7419,432.7739,433.2355,no,-0.0405
5750,4.50,7.50,3.00,Fe1,432.7903,3.301430,-1.7419,432.7739,433.2355,no,-0.0730
5750,4.50,7.50,0.75,Fe1,433.7045,1.557370,-1.7040,433.2355,434.1865,yes,-0.0213
5750,4.50,7.50,1.50,Fe1,433.7045,1.557370,-1.7040,433.2355,434.1865,yes,-0.0304
5750,4.50,7.50,3.00,Fe1,433.7045,1.557370,-1.7040,433.2355,434.1865,yes,-0.0496
5750,4.50,7.50,0.75,Fe1,434.4498,3.602555,-1.1502,434.1865,434.5759,yes,-0.0357
5750,4.50,7.50,1.50,Fe1,434.4498,3.602555,-1.1502,434.1865,434.5759,yes,-0.0493
5750,4.50,7.50,3.00,Fe1,434.4498,3.602555,-1.1502,434.1865,434.5759,yes,-0.0708
5750,4.50,7.50,0.75,Fe1,434.6552,3.301430,-1.7170,434.5759,434.6956,yes,-0.0339
5750,4.50,7.50,1.50,Fe1,434.6552,3.301430,-1.7170,434.5759,434.6956,yes,-0.0495
5750,4.50,7.50,3.00,Fe1,434.6552,3.301430,-1.7170,434.5759,434.6956,yes,-0.0726
5750,4.50,7.50,0.75,Fe1,434.7232,0.000000,-5.4260,434.6956,434.8021,yes,-0.0011
5750,4.50,7.50,1.50,Fe1,434.7232,0.000000,-5.4260,434.6956,434.8021,yes,-0.0088
5750,4.50,7.50,3.00,Fe1,434.7232,0.000000,-5.4260,434.6956,434.8021,yes,-0.0224
5750,4.50,7.50,0.75,Fe1,434.8936,2.990377,-2.1430,434.8021,434.9993,yes,-0.0288
5750,4.50,7.50,1.50,Fe1,434.8936,2.990377,-2.1430,434.8021,434.9993,yes,-0.0379
5750,4.50,7.50,3.00,Fe1,434.8936,2.990377,-2.1430,434.8021,434.9993,yes,-0.0532
5750,4.50,7.50,0.75,Fe1,435.1543,2.990377,-1.7289,434.9993,435.1653,no,-0.0371
5750,4.50,7.50,1.50,Fe1,435.1543,2.990377,-1.7289,434.9993,435.1653,no,-0.0486
5750,4.50,7.50,3.00,Fe1,435.1543,2.990377,-1.7289,434.9993,435.1653,no,-0.0685
5750,4.50,7.50,0.75,Fe2,435.1761,2.704371,-2.2500,435.1653,435.2200,no,-0.0146
