 3727.0924 50534.394 3 23711.454 4                               -0.60 0.06 OB91 P
 3735.3238 50475.285 4 23711.454 4 0.212  6.5  25.285 -0.32 0.03 -0.29 0.04 OB91 P
 3742.6166 50423.134 4 23711.454 4 0.069  6.5   8.208 -0.81 0.03 -0.89 0.04 OB91 P
 3769.9874 50698.617 2 24180.860 3 0.076  8.0   8.013 -1.07 0.04
 3790.6547 50880.099 1 24506.915 2 0.046 15.2   4.591 -1.53 0.06 -1.55 0.08 OB91 P
 3793.4806 50534.394 3 24180.860 3 0.040  7.2   4.909 -1.13 0.04 -0.92 0.04 OB91 P
 3801.9840 53169.142 6 26874.548 5                               -0.98 0.30 Ma74 A
 3809.5643 50423.134 4 24180.860 3 0.014 20.7   1.626 -1.50 0.08 -1.55 0.06 OB91 P
 3928.0829 51350.489 4 25899.987 4 0.091  5.6   8.163 -0.77 0.03 -0.93 0.04 OB91 P
 3941.2753 51705.011 2 26339.694 2 0.128  7.7   8.000 -1.03 0.04 -0.98 0.18 Ma74 A
 3955.3413 51754.494 1 26479.379 1 0.212  8.8  12.688 -1.05 0.04 -0.98 0.18 Ma74 A
 3963.1005 51705.011 2 26479.379 1 0.283  4.9  17.685 -0.68 0.03 -0.76 0.18 Br74 A
 3965.5088 51350.489 4 26140.177 3 0.015  6.8   1.316 -1.55 0.04 -1.78 0.07 OB91 P
 3966.4995 51754.494 1 26550.477 0 0.254  7.5  15.221 -0.97 0.04
 3975.2055 45061.326 3 19912.494 2                               -2.70 0.18 Ma74 A
 3984.9340 51566.799 1 26479.379 1 0.006 26.1   0.985 -2.15 0.10
 3996.2623 51566.799 1 26550.477 0 0.004 17.4   0.624 -2.35 0.07
 4058.2170 50534.394 3 25899.987 4 0.031  6.4   3.802 -1.18 0.03 -1.11 0.05 OB91 P
 4067.9777 50475.285 4 25899.987 4 0.111  3.0  13.150 -0.53 0.03 -0.47 0.04 OB91 P
 4070.7707 50698.617 2 26140.177 3 0.104  6.0  10.935 -0.87 0.03 -0.85 0.18 Br74 A
 4073.7623 50880.099 1 26339.694 2 0.142  4.7  14.324 -0.97 0.03 -0.90 0.04 OB91 P
 4076.6291 50423.134 4 25899.987 4 0.097  2.7  11.536 -0.59 0.02 -0.53 0.04 OB91 P
 4080.2092 50981.009 0 26479.379 1 0.278 16.9  26.510 -1.18 0.07 -1.23 0.18 Br74 A
 4084.4915 51350.489 4 26874.548 5 0.144  2.3  12.936 -0.54 0.02 -0.71 0.06 OB91 P
 4097.0834 50880.099 1 26479.379 1 0.023 14.9   2.270 -1.77 0.06 -1.65 0.30 Ma74 A
 4098.1758 50534.394 3 26140.177 3 0.050  5.5   6.093 -0.97 0.03 -0.88 0.04 OB91 P
 4104.1136 50698.617 2 26339.694 2 0.040  7.0   4.224 -1.27 0.04
 4106.4229 51739.917 2 27394.689 3 0.026  8.3   2.530 -1.50 0.04 -1.50 0.06 OB91 P
 4108.1330 50475.285 4 26140.177 3 0.004 34.7   0.442 -2.00 0.13 -2.10 0.30 Ma74
 4109.0561 50880.099 1 26550.477 0 0.037 11.5   3.732 -1.55 0.05 -1.56 0.07 OB91 P
 4112.3185 51705.011 2 27394.689 3 0.035 16.6   2.160 -1.56 0.07 -1.72 0.18 Ma74 A
 4127.7843 50698.617 2 26479.379 1 0.018  8.0   1.933 -1.61 0.04
 4131.9354 51754.494 1 27559.581 2 0.050 24.1   2.967 -1.64 0.10
 4133.8557 51350.489 4 27166.818 4 0.036  5.2   3.203 -1.13 0.03 -1.31 0.05 OB91 P
 4134.4207 51739.917 2 27559.581 2
 4140.4024 51705.011 2 27559.581 2 0.031 17.0   1.940 -1.60 0.07
 4150.2491 51754.494 1 27666.346 1 0.138  8.7   8.279 -1.19 0.04 -1.23 0.18 Ma74 A
 4158.7924 51705.011 2 27666.346 1 0.247  4.9  15.455 -0.70 0.03 -0.70 0.18 Ma74 A
 4245.3444 50423.134 4 26874.548 5 0.013  7.7   1.538 -1.43 0.04 -1.61 0.06 OB91 P
 4259.9992 50342.126 6 26874.548 5 0.006 10.3   1.119 -1.40 0.05 -1.26 0.18 OB91 L
 4278.2314 50534.394 3 27166.818 4 0.011 10.0   1.380 -1.58 0.05 -1.70 0.18 Ma74 A
 4286.8645 50880.099 1 27559.581 2 0.008 21.9   0.765 -2.20 0.09
 4287.9385 50981.009 0 27666.346 1 0.043 27.2   4.070 -1.95 0.11
 4289.0824 50475.285 4 27166.818 4 0.023  3.9   2.745 -1.17 0.03
 4289.9146 50698.617 2 27394.689 3 0.013 16.2   1.327 -1.74 0.07
 4484.2198 51350.489 4 29056.322 3 0.094  2.5   8.439 -0.64 0.02 -0.86 0.04 OB91 P
 4485.9725 51754.494 1 29469.022 2                               -2.32 0.30 Ma74 A
 4488.9069 51739.917 2 29469.022 2 0.013  9.0   1.260 -1.72 0.04 -1.83 0.08 OB91 P
 4495.3936 45509.149 1 23270.382 0 0.001 39.1   0.045 -3.39 0.14
 4495.9531 51705.011 2 29469.022 2 0.021 14.8   1.330 -1.70 0.06 -1.69 0.18 Ma74 A
 4515.1667 45333.872 2 23192.498 2                               -3.17 0.30 Ma74 A
 4525.8635 45333.872 2 23244.836 1                               -3.14 0.30 Ma74 A
 4554.4512 45061.326 3 23110.937 3 0.001 21.6   0.071 -2.81 0.09 -2.99 0.18 Ma74 A
 4565.6619 48036.670 2 26140.177 3 0.008  9.1   0.434 -2.17 0.04 -2.20 0.30 Ma74 A
 4571.4378 45061.326 3 23192.498 2                               -3.21 0.30 Ma74 A
 4574.2162 47755.534 3 25899.987 4 0.004 14.5   0.203 -2.35 0.06 -2.45 0.30 Ma74 A
 4607.6469 48036.670 2 26339.694 2 0.054  3.0   2.950 -1.33 0.03
 4619.2880 50698.617 2 29056.322 3 0.052  6.2   5.505 -1.06 0.03 -1.08 0.18 Ma74 A
 4625.0453 47755.534 3 26140.177 3 0.044  2.7   2.385 -1.27 0.02
 4637.5034 48036.670 2 26479.379 1 0.059  3.1   3.205 -1.29 0.03 -1.34 0.18 Ma74 A
 4654.6050 50534.394 3 29056.322 3 0.026  4.2   3.216 -1.14 0.03 -1.08 0.04 OB91 P
 4667.4531 50475.285 4 29056.322 3 0.055  3.0   6.573 -0.71 0.03 -0.75 0.04 OB91 P
 4668.1344 47755.534 3 26339.694 2 0.068  3.1   3.654 -1.08 0.03
 4669.1711 50880.099 1 29469.022 2 0.057  6.6   5.780 -1.25 0.03 -1.21 0.05 OB91 P
 4678.8458 50423.134 4 29056.322 3 0.060  2.8   7.094 -0.68 0.02 -0.83 0.04 OB91 P
 4682.5605 45061.326 3 23711.454 4                               -3.07 0.30 Ma74 A
 4704.9481 50981.009 0 29732.734 1 0.152 12.3  14.484 -1.32 0.05 -1.53 0.18 Ma74 A
 4709.0881 50698.617 2 29469.022 2 0.027  7.6   2.889 -1.32 0.04
 4726.1370 45333.872 2 24180.860 3 0.001 23.4   0.076 -2.89 0.09 -3.19 0.30 Ma74 A
 4727.3946 50880.099 1 29732.734 1 0.087  6.2   8.753 -1.06 0.03 -1.16 0.05 OB91 P
 4736.7734 47005.503 5 25899.987 4 0.106  1.4   5.781 -0.67 0.02 -0.75 0.04 OB91 P
 4745.8001 50534.394 3 29469.022 2 0.020  6.9   2.404 -1.25 0.04 -1.27 0.06 OB91 P
 4768.3203 50698.617 2 29732.734 1 0.022  7.4   2.283 -1.41 0.04
 4787.8269 45061.326 3 24180.860 3 0.002 14.0   0.101 -2.62 0.06 -2.60 0.12 OB91 P
 4843.1438 48036.670 2 27394.689 3 0.023  4.5   1.262 -1.65 0.03 -1.79 0.30 Ma74 A
 4855.6732 47755.534 3 27166.818 4 0.018  3.5   0.946 -1.63 0.03
 4882.1434 48036.670 2 27559.581 2 0.034  4.2   1.839 -1.48 0.03
 4896.4385 51739.917 2 31322.611 3 0.008 11.0   0.721 -1.89 0.05 -2.02 0.30 Ma74 A
 4907.7318 48036.670 2 27666.346 1 0.020  5.8   1.101 -1.70 0.03
 4910.0169 47755.534 3 27394.689 3 0.039  2.6   2.082 -1.28 0.02
 4950.1060 47755.534 3 27559.581 2 0.023  3.0   1.227 -1.50 0.03
 4966.0889 47005.503 5 26874.548 5 0.073  1.4   3.980 -0.79 0.02 -0.87 0.06 OB91 P
 4985.2529 51739.917 2 31686.349 2 0.202  1.4  19.428 -0.44 0.02 -0.56 0.04 OB91 P
 5014.9425 51739.917 2 31805.069 3 0.364  1.1  34.982 -0.18 0.02 -0.30 0.05 OB91 P
 5039.2520 47005.503 5 27166.818 4 0.013  3.6   0.718 -1.52 0.03 -1.57 0.04 OB91 P
 5048.4361 51739.917 2 31937.323 1 0.055  2.3   5.250 -1.00 0.02 -1.03 0.04 OB91 P
 5099.0773 51739.917 2 32133.989 2 0.022  4.7   2.101 -1.39 0.03 -1.27 0.04 OB91 P
 5133.6885 53169.142 6 33695.395 5 0.540  0.8  45.021  0.36 0.02
 5208.5940 45333.872 2 26140.177 3 0.098  1.3   6.414 -0.89 0.02 -0.90 0.03 Ba91 L
 5215.1806 45509.149 1 26339.694 2 0.172  1.8  11.185 -0.86 0.02 -0.87 0.03 Ba94 L
 5217.3893 45061.326 3 25899.987 4 0.046  1.0   2.979 -1.07 0.02 -1.16 0.04 OB91 P
 5253.4617 45509.149 1 26479.379 1 0.033  2.0   2.114 -1.58 0.02 -1.57 0.03 Ba94 L
 5263.3063 45333.872 2 26339.694 2 0.100  1.6   6.560 -0.87 0.02 -0.88 0.03 Ba91 L
 5273.1636 45509.149 1 26550.477 0 0.120  1.7   7.799 -1.01 0.02 -0.99 0.03 Ba94 L
 5283.6210 45061.326 3 26140.177 3 0.187  0.9  12.153 -0.45 0.02 -0.53 0.04 OB91 P
 5302.3030 45333.872 2 26479.379 1 0.136  1.3   8.891 -0.73 0.02 -0.72 0.03 Ba91 L
 5339.9294 45061.326 3 26339.694 2 0.120  0.9   7.810 -0.63 0.02 -0.72 0.05 OB91 P
 5455.4544 53169.142 6 34843.955 6 0.382  1.1  31.791  0.27 0.02
 5476.5642 51350.489 4 33095.939 4 0.145  2.2  13.096 -0.28 0.02 -0.45 0.04 OB91 P
 5483.0988 51739.917 2 33507.121 3 0.019  4.8   1.807 -1.39 0.03 -1.41 0.05 OB91 P
 5569.6181 45509.149 1 27559.581 2 0.337  1.1  21.886 -0.52 0.02 -0.49 0.03 Ba94 L
 5572.8424 45333.872 2 27394.689 3 0.346  0.9  22.631 -0.28 0.02 -0.28 0.03 Ba91 L
 5573.1024 51739.917 2 33801.570 2 0.023  6.8   2.189 -1.29 0.04 -1.32 0.05 OB91 P
 5586.7559 45061.326 3 27166.818 4 0.369  0.7  23.964 -0.11 0.02 -0.14 0.04 OB91 P
 5602.7673 51350.489 4 33507.121 3 0.030  3.3   2.680 -0.95 0.03 -1.14 0.04 OB91 P
 5602.9451 45509.149 1 27666.346 1 0.142  1.5   9.226 -0.89 0.02 -0.85 0.03 Ba94 L
 5618.6327 51739.917 2 33946.931 2 0.025  5.5   2.406 -1.25 0.03 -1.28 0.05 OB91 P
 5619.5954 53169.142 6 35379.206 5                               -1.67 0.30 Ma74 A
 5624.5422 45333.872 2 27559.581 2 0.112  1.3   7.331 -0.76 0.02 -0.76 0.03 Ba91 L
 5658.5317 45333.872 2 27666.346 1 0.009  4.6   0.586 -1.85 0.03 -1.86 0.03 Ba91 L
 5658.8164 45061.326 3 27394.689 3 0.079  1.8   5.129 -0.76 0.02 -0.84 0.04 OB91 P
 5662.5162 51350.489 4 33695.395 5 0.100  2.4   8.984 -0.41 0.02 -0.57 0.04 OB91 P
 5712.1316 45061.326 3 27559.581 2 0.004 15.6   0.286 -2.01 0.07 -1.99 0.03 Ba91 L
 5741.8484 51739.917 2 34328.750 3                               -1.67 0.08 OB91 P
 5753.1227 51739.917 2 34362.871 1 0.102  1.9   9.759 -0.62 0.02 -0.69 0.04 OB91 P
 5775.0806 51350.489 4 34039.514 4 0.021  4.8   1.850 -1.08 0.03 -1.30 0.06 OB91 P
 5814.8075 51739.917 2 34547.209 2                               -1.94 0.30 Ma74 A
 5815.2178 50698.617 2 33507.121 3                               -2.58 0.30 Ma74 A
 6141.7320 45333.872 2 29056.322 3 0.019  4.4   1.234 -1.46 0.03 -1.46 0.03 Ba91 L
 6232.6412 45509.149 1 29469.022 2 0.051  3.6   3.288 -1.24 0.03 -1.22 0.03 Ba94 L
 6246.3188 45061.326 3 29056.322 3 0.065  1.3   4.195 -0.77 0.02 -0.88 0.04 OB91 P
 6301.5012 45333.872 2 29469.022 2 0.100  2.2   6.545 -0.71 0.02 -0.72 0.03 Ba91 L
 6336.8243 45509.149 1 29732.734 1 0.122  2.9   7.906 -0.85 0.02 -0.86 0.03 Ba94 L
 6408.0184 45333.872 2 29732.734 1 0.051  2.7   3.361 -0.99 0.02 -1.02 0.03 Ba91 L
 6411.6493 45061.326 3 29469.022 2 0.093  1.6   6.034 -0.59 0.02 -0.72 0.04 OB91 P
 6855.1621 51350.489 4 36766.964 3 0.056  2.7   5.054 -0.49 0.02 -0.74 0.09 OB91 P
 6858.1498 51739.917 2 37162.744 3 0.038  4.6   3.609 -0.90 0.03 -0.93 0.05 OB91 P
 7016.3920 47755.534 3 33507.121 3 0.030  4.0   1.632 -1.07 0.03 -1.21 0.18 Ma74 A
 7022.9539 48036.670 2 33801.570 2 0.044  5.3   2.422 -1.05 0.03 -1.20 0.18 Ma74 A
 7130.9221 48036.670 2 34017.101 1 0.099  2.9   5.387 -0.69 0.02 -0.80 0.18 Ma74 A
 7164.4486 47755.534 3 33801.570 2 0.099  2.4   5.345 -0.54 0.02
 7175.9251 50698.617 2 36766.964 3 0.013 16.6   1.400 -1.27 0.07
 7187.3180 47005.503 5 33095.939 4 0.174  1.0   9.502 -0.09 0.02 -0.15 0.05 OB91 P
 7239.8676 47755.534 3 33946.931 2 0.015 28.2   0.829 -1.34 0.11
 7261.5140 50534.394 3 36766.964 3 0.006 18.9   0.778 -1.37 0.08
 7288.7385 47755.534 3 34039.514 4 0.019  5.6   1.043 -1.24 0.03
 7292.8294 50475.285 4 36766.964 3 0.008 14.0   0.955 -1.16 0.06 -1.10 0.07 OB91 P
 7293.0454 48036.670 2 34328.750 3 0.051  3.6   2.761 -0.96 0.03
 7320.6826 50423.134 4 36766.964 3                               -1.16 0.08 OB91 P
 7411.1544 48036.670 2 34547.209 2 0.165  2.4   9.039 -0.43 0.02
 7445.7508 47755.534 3 34328.750 3 0.186  2.0  10.043 -0.23 0.02
 7491.6486 48036.670 2 34692.146 1 0.038  5.0   2.088 -1.06 0.03
 7511.0205 47005.503 5 33695.395 5 0.257  0.8  14.022  0.12 0.02  0.10 0.04 OB91 P
 7568.8999 47755.534 3 34547.209 2 0.041  3.3   2.205 -0.88 0.03
 7653.7596 51739.917 2 38678.036 2 0.040  6.3   3.852 -0.77 0.03 -0.89 0.07 OB91 P
 7710.3645 47005.503 5 34039.514 4 0.016  4.7   0.865 -1.07 0.03 -1.11 0.06 OB91 P
 7998.9458 47755.534 3 35257.322 4 0.263  1.7  14.193 -0.02 0.02
 8046.0479 48036.670 2 35611.623 3 0.300  1.9  16.401 -0.10 0.02
 8207.7429 48036.670 2 35856.400 2 0.040  3.9   2.170 -0.96 0.03
 8220.3790 47005.503 5 34843.955 6 0.327  0.7  17.893  0.30 0.02  0.28 0.05 OB91 P
 8232.3178 47755.534 3 35611.623 3 0.037  2.9   1.971 -0.85 0.02
 8339.4039 47755.534 3 35767.562 4 0.073  3.7   3.931 -0.54 0.03
 8360.7956 48036.670 2 36079.370 3 0.028  6.8   1.524 -1.10 0.04
 8526.6690 51350.489 4 39625.801 4 0.029  5.5   2.639 -0.59 0.03 -0.76 0.09 OB91 P
 8598.8302 47005.503 5 35379.206 5 0.009  3.7   0.515 -1.20 0.03 -1.09 0.04 OB91 P
 8713.2034 51705.011 2 40231.333 2 0.050  7.9   3.116 -0.75 0.04
 8784.4405 51350.489 4 39969.850 3 0.008 31.5   0.704 -1.14 0.12
 8808.1710 51754.494 1 40404.515 1 0.058 14.4   3.480 -0.92 0.06
 8846.7407 51705.011 2 40404.515 1 0.075  7.6   4.659 -0.56 0.04
 8876.0241 51754.494 1 40491.281 0 0.042 12.3   2.510 -1.05 0.05
 9012.0745 51350.489 4 40257.311 5 0.090  2.5   8.090 -0.05 0.02 -0.31 0.09 OB91 P
 9070.4342 45061.326 3 34039.514 4 0.003  6.5   0.202 -1.76 0.03
 9119.9705 45509.149 1 34547.209 2 0.001 31.0   0.064 -2.62 0.12
 9164.5715 50534.394 3 39625.801 4 0.006  7.6   0.748 -1.18 0.04
 9173.6758 51739.917 2 40842.151 3 0.013  4.1   1.236 -1.11 0.03
 9214.4977 50475.285 4 39625.801 4 0.013  3.1   1.518 -0.76 0.03
 9259.0055 50423.134 4 39625.801 4 0.014  3.4   1.707 -0.71 0.03 -0.75 0.10 OB91 P
 9294.5351 51350.489 4 40594.429 4 0.004 16.5   0.377 -1.36 0.07
 9311.5149 51754.494 1 41018.048 2 0.019 13.4   1.120 -1.36 0.06
 9318.1787 50698.617 2 39969.850 3 0.012  8.7   1.209 -1.10 0.04
 9324.1745 51739.917 2 41018.048 2 0.007  9.9   0.629 -1.39 0.05
 9354.6304 51705.011 2 41018.048 2 0.016  8.4   1.014 -1.18 0.04
 9388.1837 50880.099 1 40231.333 2 0.015  6.7   1.511 -1.22 0.04
 9410.1583 51754.494 1 41130.596 1 0.053  8.6   3.175 -0.90 0.04
 9437.7961 47755.534 3 37162.744 3 0.007  7.2   0.369 -1.46 0.04
 9452.3359 50981.009 0 40404.515 1 0.023 12.5   2.171 -1.54 0.06
 9454.1951 51705.011 2 41130.596 1 0.059  6.2   3.686 -0.61 0.03
 9463.0287 50534.394 3 39969.850 3 0.006  7.0   0.717 -1.17 0.04
 9507.1551 48036.670 2 37521.158 2 0.003  8.7   0.167 -1.95 0.04
 9543.3912 50880.099 1 40404.515 1 0.010 24.8   1.030 -1.38 0.10
 9550.9568 50698.617 2 40231.333 2 0.004 11.2   0.426 -1.54 0.05
 9626.8254 53169.142 6 42784.349 6 0.008  5.1   0.673 -0.92 0.03
 9768.3155 47755.534 3 37521.158 2 0.002 38.8   0.080 -2.09 0.14
 9783.9910 50475.285 4 40257.311 5 0.004 22.4   0.457 -1.23 0.09
 9913.1793 50342.126 6 40257.311 5 0.001 12.0   0.094 -1.74 0.05
 9944.2057 50475.285 4 40421.935 4 0.003  4.3   0.396 -1.28 0.03
10142.8430 50698.617 2 40842.151 3 0.003 11.8   0.304 -1.63 0.05
10435.3560 47755.534 3 38175.352 3 0.001 22.5   0.075 -2.07 0.09
11013.2370 47755.534 3 38678.036 2 0.007 11.5   0.369 -1.33 0.05
12053.0830 45061.326 3 36766.964 3                               -1.54 0.12 OB91 P
12648.7420 45061.326 3 37157.564 2                               -1.14 0.05 OB91 P
14331.3900 50475.285 4 43499.502 4                               -0.94 0.13 OB91 P
14439.3410 50423.134 4 43499.502 4                               -1.14 0.13 OB91 P
14814.7350 47005.503 5 40257.311 5                               -1.03 0.08 OB91 P
18392.4610 45061.326 3 39625.801 4                               -1.09 0.07 OB91 P
19635.3090 45061.326 3 39969.850 3                               -0.68 0.05 OB91 P
20698.3130 45061.326 3 40231.333 2                               -1.05 0.06 OB91 P
22380.7970 45061.326 3 40594.429 4                               -0.46 0.05 OB91 P
