canonical_line_id,merged_row_number,species,wavelength_air_A,lower_EP,component_loggf,source,gf_fraction,parent_sum_loggf,source_total_loggf,rescaled_component_loggf,raw_path,raw_line_number,lower_J,upper_J,raw_lower_EP,raw_upper_EP,lower_term,upper_term,source_annotation,component_semantics
alphys_I_2372.0700_0308,79690,Al I,2372.07104,0.0,-2.686,VALD3,0.2592157082,-2.0996613158,-2.012,-2.5983386842,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147212,0.5,0.5,0.0,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2372.0700_0308,79691,Al I,2372.07137,0.0,-2.589,VALD3,0.32408678,-2.0996613158,-2.012,-2.5013386842,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147216,0.5,0.5,0.0,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2372.1140_0309,79694,Al I,2372.114,3.6132,0.48,VALD3,1.0,0.48,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147228,2.5,3.5,3.6132,8.8384,LS                                                                   3s.3p2           4P,LS                                                                  3s.3p.(3P*).3d   4D*,'_          Al 1 Kurucz NLTE  55 wl:KP  55 gf:KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79819,Al I,2373.12077,0.0139,-0.878,VALD3,0.3054775541,-0.3629793047,-0.337,-0.8520206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147728,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79820,Al I,2373.12156,0.0139,-1.09,VALD3,0.1874905161,-0.3629793047,-0.337,-1.0640206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147732,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79821,Al I,2373.12226,0.0139,-1.363,VALD3,0.0999952348,-0.3629793047,-0.337,-1.3370206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147736,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79822,Al I,2373.12229,0.0139,-1.567,VALD3,0.0625142902,-0.3629793047,-0.337,-1.5410206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147740,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79823,Al I,2373.12277,0.0139,-1.421,VALD3,0.0874942081,-0.3629793047,-0.337,-1.3950206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147744,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79824,Al I,2373.12285,0.0139,-1.773,VALD3,0.0389026606,-0.3629793047,-0.337,-1.7470206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147748,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79825,Al I,2373.12317,0.0139,-1.442,VALD3,0.0833641458,-0.3629793047,-0.337,-1.4160206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147752,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79826,Al I,2373.12345,0.0139,-1.597,VALD3,0.0583417302,-0.3629793047,-0.337,-1.5710206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147756,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79827,Al I,2373.12351,0.0139,-2.521,VALD3,0.006949912,-0.3629793047,-0.337,-2.4950206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147760,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79828,Al I,2373.12369,0.0139,-2.141,VALD3,0.0166716777,-0.3629793047,-0.337,-2.1150206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147764,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79829,Al I,2373.12376,0.0139,-1.919,VALD3,0.0277958081,-0.3629793047,-0.337,-1.8930206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147768,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.1220_0310,79830,Al I,2373.12378,0.0139,-1.965,VALD3,0.0250022622,-0.3629793047,-0.337,-1.9390206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147772,1.5,2.5,0.0139,5.2368,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA+BB Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79842,Al I,2373.3496,0.0139,-2.749,VALD3,0.0374935318,-1.3229563524,-1.291,-2.7170436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147820,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79843,Al I,2373.34979,0.0139,-2.381,VALD3,0.0874895842,-1.3229563524,-1.291,-2.3490436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147824,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79844,Al I,2373.34993,0.0139,-2.381,VALD3,0.0874895842,-1.3229563524,-1.291,-2.3490436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147828,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79846,Al I,2373.35012,0.0139,-3.958,VALD3,0.0023171618,-1.3229563524,-1.291,-3.9260436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147836,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79847,Al I,2373.3504,0.0139,-2.249,VALD3,0.1185649582,-1.3229563524,-1.291,-2.2170436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147840,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79848,Al I,2373.35063,0.0139,-2.249,VALD3,0.1185649582,-1.3229563524,-1.291,-2.2170436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147844,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79850,Al I,2373.35091,0.0139,-2.423,VALD3,0.0794248407,-1.3229563524,-1.291,-2.3910436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147852,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79851,Al I,2373.35129,0.0139,-2.351,VALD3,0.0937467784,-1.3229563524,-1.291,-2.3190436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147856,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79853,Al I,2373.35165,0.0139,-2.351,VALD3,0.0937467784,-1.3229563524,-1.291,-2.3190436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147864,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.3510_0311,79854,Al I,2373.35203,0.0139,-1.874,VALD3,0.2811618242,-1.3229563524,-1.291,-1.8420436476,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,147868,1.5,1.5,0.0139,5.2363,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.5d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2373.5700_0312,79928,Al I,2373.57,3.6132,-0.17,VALD3,1.0,-0.17,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,148164,2.5,2.5,3.6132,8.8352,LS                                                                   3s.3p2           4P,LS                                                                  3s.3p.(3P*).3d   4D*,'_          Al 1 Kurucz NLTE  55 wl:KP  55 gf:KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2374.4940_0313,80001,Al I,2374.494,3.6132,-1.12,VALD3,1.0,-1.12,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,148456,2.5,1.5,3.6132,8.8332,LS                                                                   3s.3p2           4P,LS                                                                  3s.3p.(3P*).3d   4D*,'_          Al 1 Kurucz NLTE  55 wl:KP  55 gf:KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP  55 KP    Al',RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80395,Al I,2378.39428,0.0139,-3.134,VALD3,0.0463250713,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150032,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80396,Al I,2378.39428,0.0139,-2.703,VALD3,0.1249729715,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150036,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80397,Al I,2378.39461,0.0139,-2.59,VALD3,0.1621123481,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150040,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80398,Al I,2378.3948,0.0139,-2.59,VALD3,0.1621123481,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150044,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80399,Al I,2378.39513,0.0139,-2.687,VALD3,0.1296630091,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150048,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2378.3950_0314,80400,Al I,2378.39554,0.0139,-2.226,VALD3,0.374814252,-1.7998160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,150052,1.5,0.5,0.0139,5.2252,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.6s           2S,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   hfs:BE,CHA Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101344,Al I,2567.98023,0.0,-1.963,VALD3,0.1249729715,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233828,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101345,Al I,2567.98055,0.0,-1.85,VALD3,0.1621123481,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233832,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101346,Al I,2567.98103,0.0,-1.947,VALD3,0.1296630091,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233836,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101347,Al I,2567.98387,0.0,-2.394,VALD3,0.0463250713,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233840,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101348,Al I,2567.98434,0.0,-1.85,VALD3,0.1621123481,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233844,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2567.9830_0315,101349,Al I,2567.98498,0.0,-1.486,VALD3,0.374814252,-1.0598160962,,,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,233848,0.5,1.5,0.0,4.8266,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102054,Al I,2575.09197,0.0139,-1.315,VALD3,0.3054775541,-0.7999793047,-0.668,-1.1830206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236668,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102055,Al I,2575.09336,0.0139,-1.527,VALD3,0.1874905161,-0.7999793047,-0.668,-1.3950206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236672,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102056,Al I,2575.09423,0.0139,-2.004,VALD3,0.0625142902,-0.7999793047,-0.668,-1.8720206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236676,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102057,Al I,2575.09456,0.0139,-1.8,VALD3,0.0999952348,-0.7999793047,-0.668,-1.6680206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236680,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102058,Al I,2575.09517,0.0139,-1.858,VALD3,0.0874942081,-0.7999793047,-0.668,-1.7260206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236684,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102059,Al I,2575.09553,0.0139,-2.21,VALD3,0.0389026606,-0.7999793047,-0.668,-2.0780206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236688,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102060,Al I,2575.09591,0.0139,-1.879,VALD3,0.0833641458,-0.7999793047,-0.668,-1.7470206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236692,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102061,Al I,2575.09603,0.0139,-2.958,VALD3,0.006949912,-0.7999793047,-0.668,-2.8260206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236696,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102062,Al I,2575.09643,0.0139,-2.034,VALD3,0.0583417302,-0.7999793047,-0.668,-1.9020206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236700,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102063,Al I,2575.09652,0.0139,-2.578,VALD3,0.0166716777,-0.7999793047,-0.668,-2.4460206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236704,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102064,Al I,2575.09682,0.0139,-2.402,VALD3,0.0250022622,-0.7999793047,-0.668,-2.2700206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236708,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
alphys_I_2575.0940_0316,102065,Al I,2575.09688,0.0139,-2.356,VALD3,0.0277958081,-0.7999793047,-0.668,-2.2240206953,data/linelists/vald_solar_nearuv_2000_3780_hfson_raw.txt,236712,1.5,2.5,0.0139,4.8272,LS                                                                  3s2.3p           2P*,LS                                                                   3s2.4d           2D,"'_          Al 1 Kurucz NLTE  55 wl:WSM  55 gf:WSM  55 WSM  55 WSM  55 WSM  55 WSM  55 WSM   4 BPM  55 WSM   hfs:BE,SZ+FZ Al'",RAW_PHYSICAL_COMPONENT
