source_record_id,wavelength_vac_A,Aul_s,branching_fraction,lifetime_ns,lifetime_unc_ns,lifetime_source,lifetime_kind,source_table,component_note,species,wavelength_air,lower_EP,upper_EP,lower_level,upper_level,lower_J,upper_J,loggf,recomputed_loggf,gf_bound_dex,uncertainty_basis,source_class,source_key,source_path,source_semantics,priority,unc_pct,other_Aul_s,other_reference,aki_limit,aki_note,uncertainty_limit,intensity_limit,theory_flag,branching_limit,upper_statistical_weight_from_A_f,nist_grade,source_reference,bibliography_key,bibliography_chain,source_doi,citation_role
nist_snapshot_0115,,,,,,,,,,Al I,25022.86,4.993821,5.4891689,,,1.5,0.5,-0.8982529261,-0.8982529261,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9996982225,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0116,,,,,,,,,,Al I,25618.77,5.1229514,5.6067785,,,2.5,3.5,0.0236639182,0.0236639182,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0047712041,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0117,,,,,,,,,,Al I,25618.77,5.1229524,5.6067785,,,3.5,4.5,0.1795517912,0.1795517912,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,9.9728864382,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0118,,,,,,,,,,Al I,25618.79,5.1229524,5.6067785,,,3.5,3.5,-1.1223983203,-1.1223983203,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.998808436,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0119,,,,,,,,,,Al I,25670.73,4.9930889,5.4759355,,,0.5,1.5,-2.2628073573,-2.2628073573,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.002611807,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0120,,,,,,,,,,Al I,25693.51,4.993821,5.4762391,,,1.5,2.5,-2.0087739243,-2.0087739243,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9979330057,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0121,,,,,,,,,,Al I,25709.74,4.993821,5.4759355,,,1.5,1.5,-2.9617773616,-2.9617773616,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0049853279,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0122,,,,,,,,,,Al I,26343.1,3.1427212,3.613244,,,0.5,2.5,-13.096910013,-13.096910013,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0041650227,C,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0123,,,,,,,,,,Al I,26433.6,5.2363166,5.7052289,,,1.5,2.5,-1.2104192878,-1.2104192878,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9971978122,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0124,,,,,,,,,,Al I,26461.87,5.2368177,5.7052289,,,2.5,2.5,-2.3579313727,-2.3579313727,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9996330686,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0125,,,,,,,,,,Al I,26461.87,5.2368177,5.7052289,,,2.5,3.5,-1.0574958938,-1.0574958938,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0192927747,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0126,,,,,,,,,,Al I,26880.1,3.1427212,3.603844,,,0.5,1.5,-12.4412914295,-12.4412914295,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.000061848,E,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0127,,,,,,,,,,Al I,27220.8,3.1427212,3.598072,,,0.5,0.5,-13.1426675036,-13.1426675036,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9993650351,E,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0128,,,,,,,,,,Al I,30049.8,5.3728582,5.785342,,,0.5,0.5,-1.9251835594,-1.9251835594,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9979064867,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0129,,,,,,,,,,Al I,30075.7,5.3732134,5.785342,,,1.5,0.5,-1.6241535637,-1.6241535637,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9990205113,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0130,,,,,,,,,,Al I,30682.5,5.3728582,5.776835,,,0.5,1.5,-2.0757207139,-2.0757207139,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9922519906,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0131,,,,,,,,,,Al I,30703.6,5.3732134,5.776914,,,1.5,2.5,-1.8204482088,-1.8204482088,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0070272799,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0132,,,,,,,,,,Al I,30709.5,5.3732134,5.776835,,,1.5,1.5,-2.7757259857,-2.7757259857,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0026095454,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0133,,,,,,,,,,Al I,33253.6,5.4759355,5.848678,,,1.5,2.5,-1.3080348972,-1.3080348972,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0043673149,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0134,,,,,,,,,,Al I,33280.7,5.4762391,5.848678,,,2.5,2.5,-2.4561801949,-2.4561801949,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9983833761,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0135,,,,,,,,,,Al I,33280.7,5.4762391,5.848678,,,2.5,3.5,-1.1536628879,-1.1536628879,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.002482266,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0136,,,,,,,,,,Al I,33763.9,5.2363166,5.6034263,,,1.5,2.5,-0.5263670731,-0.5263670731,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0011731453,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0137,,,,,,,,,,Al I,33810.0,5.2368177,5.6034263,,,2.5,3.5,-0.3724293358,-0.3724293358,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0062340594,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0138,,,,,,,,,,Al I,33810.0,5.2368177,5.6034263,,,2.5,2.5,-1.6728454876,-1.6728454876,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0131687207,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0139,,,,,,,,,,Al I,35084.84,5.1229514,5.4762391,,,2.5,2.5,-3.7654827165,-3.7654827165,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9958813774,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0140,,,,,,,,,,Al I,35084.94,5.1229524,5.4762391,,,3.5,2.5,-2.4644527208,-2.4644527208,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9958471982,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0141,,,,,,,,,,Al I,35092.05,5.3728582,5.7260732,,,0.5,0.5,-1.5985994592,-1.5985994592,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0003460579,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0142,,,,,,,,,,Al I,35115.02,5.1229514,5.4759355,,,2.5,1.5,-2.6197887583,-2.6197887583,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0048553904,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0143,,,,,,,,,,Al I,35127.38,5.3732134,5.7260732,,,1.5,0.5,-1.2975694636,-1.2975694636,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0021958558,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0144,,,,,,,,,,Al I,36001.73,5.225241,5.5695298,,,0.5,1.5,-1.0362121727,-1.0362121727,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0101953761,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0145,,,,,,,,,,Al I,36022.49,5.225241,5.5693288,,,0.5,0.5,-1.3372421683,-1.3372421683,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0027872523,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0146,,,,,,,,,,Al I,36243.02,5.3728582,5.7148562,,,0.5,1.5,-2.223298816,-2.223298816,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9986841843,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0147,,,,,,,,,,Al I,36269.01,5.3732134,5.7149663,,,1.5,2.5,-1.9681877287,-1.9681877287,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.999063239,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0148,,,,,,,,,,Al I,36280.7,5.3732134,5.7148562,,,1.5,1.5,-2.9222688203,-2.9222688203,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0115237831,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0149,,,,,,,,,,Al I,36406.9,5.4759355,5.816394,,,1.5,2.5,-1.0419141515,-1.0419141515,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0012296338,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0150,,,,,,,,,,Al I,36439.4,5.4762391,5.816394,,,2.5,3.5,-0.8873949985,-0.8873949985,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0034728586,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0151,,,,,,,,,,Al I,36439.4,5.4762391,5.816394,,,2.5,2.5,-2.1884249941,-2.1884249941,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.002604644,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0152,,,,,,,,,,Al I,37198.53,5.2363166,5.5695298,,,1.5,1.5,-1.8158766458,-1.8158766458,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0009252258,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0153,,,,,,,,,,Al I,37220.6,5.2363166,5.5693288,,,1.5,0.5,-1.1169066414,-1.1169066414,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9980909633,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0154,,,,,,,,,,Al I,37254.4,5.2368177,5.5695298,,,2.5,1.5,-0.8620132673,-0.8620132673,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9999457546,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0155,,,,,,,,,,Al I,37412.24,5.4398996,5.7712093,,,4.5,3.5,-2.2502636844,-2.2502636844,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.990437257,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0156,,,,,,,,,,Al I,37412.24,5.4398996,5.7712093,,,3.5,2.5,-2.4058285209,-2.4058285209,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9964735478,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0157,,,,,,,,,,Al I,37412.24,5.4398996,5.7712093,,,3.5,3.5,-3.5516028965,-3.5516028965,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0086565505,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0158,,,,,,,,,,Al I,38622.3,4.6728909,4.993821,,,0.5,1.5,0.3654879849,0.3654879849,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0033026249,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0159,,,,,,,,,,Al I,38710.63,4.6728909,4.9930889,,,0.5,0.5,0.0637085594,0.0637085594,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9968012575,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0160,,,,,,,,,,Al I,39107.55,5.1229514,5.4398996,,,2.5,3.5,0.8645110811,0.8645110811,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9969325957,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0161,,,,,,,,,,Al I,39107.55,5.1229524,5.4398996,,,3.5,4.5,1.0203612826,1.0203612826,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,9.9960940284,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0162,,,,,,,,,,Al I,39107.59,5.1229524,5.4398996,,,3.5,3.5,-0.2813322647,-0.2813322647,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0021601164,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0164,,,,,,,,,,Al I,41830.01,4.8266321,5.1229514,,,1.5,2.5,0.4996870826,0.4996870826,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9899275279,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0167,,,,,,,,,,Al I,41909.3,4.8271968,5.1229524,,,2.5,3.5,0.6537911874,0.6537911874,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9921399437,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0170,,,,,,,,,,Al I,41910.3,4.8271968,5.1229514,,,2.5,2.5,-0.6466609047,-0.6466609047,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.987809824,B+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0172,,,,,,,,,,Al I,41978.12,5.4759355,5.7712093,,,1.5,2.5,-0.6878226436,-0.6878226436,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0179442035,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
