source_record_id,wavelength_vac_A,Aul_s,branching_fraction,lifetime_ns,lifetime_unc_ns,lifetime_source,lifetime_kind,source_table,component_note,species,wavelength_air,lower_EP,upper_EP,lower_level,upper_level,lower_J,upper_J,loggf,recomputed_loggf,gf_bound_dex,uncertainty_basis,source_class,source_key,source_path,source_semantics,priority,unc_pct,other_Aul_s,other_reference,aki_limit,aki_note,uncertainty_limit,intensity_limit,theory_flag,branching_limit,upper_statistical_weight_from_A_f,nist_grade,source_reference,bibliography_key,bibliography_chain,source_doi,citation_role
nist_snapshot_0046,,,,,,,,,,Al I,11254.926,4.0216502,5.1229524,,,2.5,3.5,0.3246939139,0.3246939139,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.996488653,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0047,,,,,,,,,,Al I,11254.926,4.0216502,5.1229514,,,2.5,2.5,-0.9763360818,-0.9763360818,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0016842482,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0048,,,,,,,,,,Al I,12747.671,4.0214836,4.993821,,,1.5,1.5,-3.2104192878,-3.2104192878,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9985973581,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0049,,,,,,,,,,Al I,12749.909,4.0216502,4.993821,,,2.5,1.5,-2.2571178286,-2.2571178286,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0012038341,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0050,,,,,,,,,,Al I,12757.275,4.0214836,4.9930889,,,1.5,0.5,-2.5125787886,-2.5125787886,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0006009281,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0051,,,,,,,,,,Al I,13122.304,4.8266321,5.7712093,,,1.5,2.5,-1.7894139751,-1.7894139751,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9880072374,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0053,,,,,,,,,,Al I,13123.416,3.1427212,4.0872183,,,0.5,1.5,0.2185355052,0.2185355052,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0015432133,A,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0055,,,,,,,,,,Al I,13130.155,4.8271968,5.7712093,,,2.5,2.5,-2.9362914406,-2.9362914406,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0025502877,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0056,,,,,,,,,,Al I,13130.155,4.8271968,5.7712093,,,2.5,3.5,-1.6352614449,-1.6352614449,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9962544904,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0058,,,,,,,,,,Al I,13150.753,3.1427212,4.0852554,,,0.5,0.5,-0.0830199527,-0.0830199527,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0025688887,A,c40,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0060,,,,,,,,,,Al I,13823.859,4.6728909,5.5695298,,,0.5,1.5,-1.896196279,-1.896196279,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9914253241,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0061,,,,,,,,,,Al I,13826.98,4.6728909,5.5693288,,,0.5,0.5,-2.1979107421,-2.1979107421,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9916703922,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0062,,,,,,,,,,Al I,14107.76,4.8266321,5.7052289,,,1.5,2.5,-1.660747366,-1.660747366,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.996289091,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0063,,,,,,,,,,Al I,14116.83,4.8271968,5.7052289,,,2.5,3.5,-1.505845406,-1.505845406,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0286542951,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0064,,,,,,,,,,Al I,14116.83,4.8271968,5.7052289,,,2.5,2.5,-2.8068754016,-2.8068754016,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9984198757,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0065,,,,,,,,,,Al I,15815.1,4.9930889,5.776835,,,0.5,1.5,-2.0141246427,-2.0141246427,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0001638481,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0066,,,,,,,,,,Al I,15828.31,4.993821,5.776914,,,1.5,2.5,-1.7594507517,-1.7594507517,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9974809416,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0067,,,,,,,,,,Al I,15829.89,4.993821,5.776835,,,1.5,1.5,-2.7139928779,-2.7139928779,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0155716731,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0068,,,,,,,,,,Al I,15956.622,4.8266321,5.6034263,,,1.5,2.5,-1.5910819792,-1.5910819792,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9941018219,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0071,,,,,,,,,,Al I,15968.25,4.8271968,5.6034263,,,2.5,3.5,-1.4365189146,-1.4365189146,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9742753085,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0072,,,,,,,,,,Al I,15968.26,4.8271968,5.6034263,,,2.5,2.5,-2.7375489103,-2.7375489103,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.003211032,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0074,,,,,,,,,,Al I,16684.71,4.8266321,5.5695298,,,1.5,1.5,-2.9222688203,-2.9222688203,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.00024793,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0075,,,,,,,,,,Al I,16689.23,4.8266321,5.5693288,,,1.5,0.5,-2.2247537403,-2.2247537403,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0007379377,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0076,,,,,,,,,,Al I,16697.41,4.8271968,5.5695298,,,2.5,1.5,-1.9689957186,-1.9689957186,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0001576563,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0077,,,,,,,,,,Al I,16718.974,4.0852554,4.8266321,,,0.5,1.5,0.2195845262,0.2195845262,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9982971614,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0080,,,,,,,,,,Al I,16750.52,4.0872183,4.8271968,,,1.5,2.5,0.4742162641,0.4742162641,0.0128372247,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0004490139,A,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0083,,,,,,,,,,Al I,16763.369,4.0872183,4.8266321,,,1.5,1.5,-0.4804344991,-0.4804344991,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0039892331,B+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0084,,,,,,,,,,Al I,17173.17,4.9930889,5.7148562,,,0.5,1.5,-1.9714287473,-1.9714287473,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9970490671,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0085,,,,,,,,,,Al I,17187.99,4.993821,5.7149663,,,1.5,2.5,-1.7166987713,-1.7166987713,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0009492089,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0086,,,,,,,,,,Al I,17190.61,4.993821,5.7148562,,,1.5,1.5,-2.6712127996,-2.6712127996,0.1760912591,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,4.0080163419,D,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0087,,,,,,,,,,Al I,17699.051,4.6728909,5.3732134,,,0.5,1.5,-1.2076083105,-1.2076083105,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9983786381,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0088,,,,,,,,,,Al I,17708.036,4.6728909,5.3728582,,,0.5,0.5,-1.5086383062,-1.5086383062,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9971610714,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0089,,,,,,,,,,Al I,19280.15,4.9930889,5.63598,,,0.5,0.5,-1.6903698326,-1.6903698326,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.999237817,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0090,,,,,,,,,,Al I,19302.13,4.993821,5.63598,,,1.5,0.5,-1.3893398369,-1.3893398369,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0001521078,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0091,,,,,,,,,,Al I,19709.98,4.9930889,5.62196,,,0.5,1.5,-2.1662156253,-2.1662156253,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9943912335,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0092,,,,,,,,,,Al I,19727.39,4.993821,5.6221371,,,1.5,2.5,-1.9108016332,-1.9108016332,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9931921619,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0093,,,,,,,,,,Al I,19732.95,4.993821,5.62196,,,1.5,1.5,-2.8651856297,-2.8651856297,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9987449615,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0094,,,,,,,,,,Al I,20395.56,4.8266321,5.4343639,,,1.5,2.5,-2.1911141326,-2.1911141326,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0005683571,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0095,,,,,,,,,,Al I,20414.43,4.8271968,5.4343644,,,2.5,3.5,-2.0371573188,-2.0371573188,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9809865269,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0097,,,,,,,,,,Al I,20414.6,4.8271968,5.4343639,,,2.5,2.5,-3.33761998,-3.33761998,0.096910013,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,5.9772221195,C,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0099,,,,,,,,,,Al I,21093.08,4.0852554,4.6728909,,,0.5,0.5,-0.3979400087,-0.3979400087,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,1.9978597311,B+,T7365,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0100,,,,,,,,,,Al I,21163.8,4.0872183,4.6728909,,,1.5,0.5,-0.0925886392,-0.0925886392,0.0293837777,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_SOURCE_UNRESOLVED,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0043754336,B+,T7365,kelleher2008_al,kelleher2008_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0101,,,,,,,,,,Al I,21208.17,5.1229514,5.7073982,,,2.5,3.5,-0.4614262662,-0.4614262662,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,8.0037520766,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0102,,,,,,,,,,Al I,21208.17,5.1229524,5.7073982,,,3.5,4.5,-0.306624849,-0.306624849,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,9.9945659406,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0103,,,,,,,,,,Al I,21208.19,5.1229524,5.7073982,,,3.5,3.5,-1.6083592965,-1.6083592965,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9914125623,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0104,,,,,,,,,,Al I,22677.45,4.8266321,5.3732134,,,1.5,1.5,-2.4475751543,-2.4475751543,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9873532907,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0105,,,,,,,,,,Al I,22692.14,4.8266321,5.3728582,,,1.5,0.5,-1.74860515,-1.74860515,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0084101067,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0108,,,,,,,,,,Al I,22700.88,4.8271968,5.3732134,,,2.5,1.5,-1.4934949676,-1.4934949676,0.0413926852,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,3.9929383466,B,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0111,,,,,,,,,,Al I,23172.94,5.2363166,5.7712093,,,1.5,2.5,-1.6903698326,-1.6903698326,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0015268011,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0112,,,,,,,,,,Al I,23194.67,5.2368177,5.7712093,,,2.5,2.5,-2.836242476,-2.836242476,,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,6.0023448141,E,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0113,,,,,,,,,,Al I,23194.67,5.2368177,5.7712093,,,2.5,3.5,-1.536107011,-1.536107011,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,7.9955134697,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
nist_snapshot_0114,,,,,,,,,,Al I,24985.93,4.9930889,5.4891689,,,0.5,0.5,-1.1992829217,-1.1992829217,0.0718820073,"NIST accuracy bound; E is >50%, no finite bound assigned",EVALUATED_THEORY,NIST_ASD_Al_snapshot,data/linelists/primary_gf/nist_asd_AlI_6600_42000.tsv,FINE_STRUCTURE_TOTAL,3,,,,,,,,,,2.0026381352,C+,"u36,LS",kelleher2008_al,kelleher2008_al;mendoza1995_al,10.1063/1.2734564,source-lineage compilation; numeric values from ASD snapshot
