wavelength_air_A,model_flux
8.623229999999999563e+03,1.000000000000000036e-10
8.623231999999999971e+03,9.965745406976042053e-01
8.623233999999998559e+03,9.965420956780010053e-01
8.623235999999998967e+03,9.965027181825498737e-01
8.623237999999997555e+03,9.964564773746489301e-01
8.623239999999997963e+03,9.964044472360014115e-01
8.623241999999996551e+03,9.963486614045443668e-01
8.623243999999996959e+03,9.962916219958584119e-01
8.623245999999995547e+03,9.962356227887331217e-01
8.623247999999995955e+03,9.961823077709064389e-01
8.623249999999994543e+03,9.961326330228675863e-01
8.623251999999994950e+03,9.960870716262554270e-01
8.623253999999993539e+03,9.960458364104590734e-01
8.623255999999993946e+03,9.960090194673513198e-01
8.623257999999992535e+03,9.959766545652369851e-01
8.623259999999992942e+03,9.959487412429777198e-01
8.623261999999991531e+03,9.959252488186806085e-01
8.623263999999991938e+03,9.959061202535079982e-01
8.623265999999990527e+03,9.958912729824367371e-01
8.623267999999990934e+03,9.958805998246523794e-01
8.623269999999989523e+03,9.958739703143772992e-01
8.623271999999989930e+03,9.958712326244778534e-01
8.623273999999988519e+03,9.958722157868639124e-01
8.623275999999988926e+03,9.958767317443618650e-01
8.623277999999987514e+03,9.958845771707369732e-01
8.623279999999987922e+03,9.958955354453384867e-01
8.623281999999986510e+03,9.959093790719055761e-01
8.623283999999986918e+03,9.959258723745233466e-01
8.623285999999985506e+03,9.959447740724265419e-01
8.623287999999985914e+03,9.959658395608966819e-01
8.623289999999984502e+03,9.959888230498459283e-01
8.623291999999984910e+03,9.960134797278887842e-01
8.623293999999983498e+03,9.960395679353579723e-01
8.623295999999983906e+03,9.960668512228986193e-01
8.623297999999982494e+03,9.960951002198654702e-01
8.623299999999982901e+03,9.961240943266231884e-01
8.623301999999981490e+03,9.961536232386882794e-01
8.623303999999981897e+03,9.961834882787388157e-01
8.623305999999980486e+03,9.962135035224330970e-01
8.623307999999980893e+03,9.962434967324680368e-01
8.623309999999979482e+03,9.962733101392112767e-01
8.623311999999979889e+03,9.963028010718905092e-01
8.623313999999978478e+03,9.963318423955951353e-01
8.623315999999978885e+03,9.963603227065045420e-01
8.623317999999977474e+03,9.963881462938504185e-01
8.623319999999977881e+03,9.964152329545508113e-01
8.623321999999976470e+03,9.964415177405337998e-01
8.623323999999976877e+03,9.964669506267346266e-01
8.623325999999975465e+03,9.964914960235788932e-01
8.623327999999975873e+03,9.965151321000853546e-01
8.623329999999974461e+03,9.965378499821840874e-01
8.623331999999974869e+03,9.965596529179243657e-01
8.623333999999973457e+03,9.965805554354369988e-01
8.623335999999973865e+03,9.966005824609793784e-01
8.623337999999972453e+03,9.966197683772896054e-01
8.623339999999972861e+03,9.966381560440603637e-01
8.623341999999971449e+03,9.966557958086680324e-01
8.623343999999971857e+03,9.966727445187828494e-01
8.623345999999970445e+03,9.966890645487386236e-01
8.623347999999970853e+03,9.967048228647950037e-01
8.623349999999969441e+03,9.967200901416085612e-01
8.623351999999969848e+03,9.967349399096391283e-01
8.623353999999968437e+03,9.967494477127383234e-01
8.623355999999968844e+03,9.967636902889646100e-01
8.623357999999967433e+03,9.967777448145155317e-01
8.623359999999967840e+03,9.967916882348728524e-01
8.623361999999966429e+03,9.968055966674481683e-01
8.623363999999966836e+03,9.968195448453751606e-01
