wavelength_air_A,status,A0,ew_lo,ew_mid,ew_hi,rew,d_rew_dA,recovered_from_ceiling
4367.4782,ok,7.45,255.97726461384724,265.14331862164767,274.87821366179605,-4.216750058152444,0.1546946298465457,True
4377.2805,ok,7.45,138.0426563417118,150.3421425801162,162.95028341400203,-4.4641236422372295,0.36020906184234147,True
4377.3392,ok,7.45,137.24322157297172,149.3586661161177,161.7480055539994,-4.466979775009161,0.35674015187926345,True
4378.3395,ok,7.45,80.48231478470149,89.48249667587413,99.23140683235945,-4.689571341120339,0.45474344852648896,True
4380.7361,ok,7.45,99.1290335679513,103.55116594504159,108.65530379961749,-4.62639209838414,0.19925029131359517,True
4386.762,ok,7.45,113.9934723154717,116.8401315879889,120.32457570394926,-4.574552035356426,0.11737178081452138,True
4391.861,ok,7.45,139.5458238652642,146.22715632723603,153.77502885376398,-4.477620552104654,0.21084486565817073,True
4403.1545,ok,7.45,106.15669232073087,118.4295611935918,132.5274560214445,-4.570303804329755,0.481792416367397,True
4406.4999,ok,7.45,148.28651590542378,161.6110144899786,176.9178171464999,-4.435622808106835,0.3833495552668198,True
4408.3429,ok,7.45,323.4749844137022,332.90482898121263,342.96196387761677,-4.121955273562648,0.12702628383145842,True
