system_id,holding_id,instrument_id,band,coverage_A,evidence_state,product_selected,normalization_state,telluric_basis,telluric_applied,telluric_satisfied,reader_wired,line_pool_reachable,measurement_ready,blocking_gate,source_issue_ids
alpha_cen_a,alpha_cen_a_harps,harps,VIS,3780.0-6910.0,verified,False,unknown,line_selection,unknown,True,False,False,NO-GO,product:n-file-inventory(88);normalization:unknown;reader:unwired;line_pool:unreachable(856-in-band),RYA-479;RYA-806
alpha_cen_a,alpha_cen_a_crires_plus,crires_plus,NIR,9500.0-13000.0,verified,False,unknown,correction_required,not-applied,False,False,False,NO-GO,product:n-file-inventory(6);normalization:unknown;telluric:ir-band-uncorrected;reader:unwired;line_pool:unreachable(13-in-band),RYA-479;RYA-806
alpha_cen_a,alpha_cen_a_stis,hst_stis,near-UV,3000.0-3780.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(111);normalization:unknown;reader:unwired;line_pool:unreachable(560-in-band),RYA-303;RYA-806
alpha_cen_a,alpha_cen_a_stis,hst_stis,VIS,3780.0-6910.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(111);normalization:unknown;reader:unwired;line_pool:unreachable(856-in-band),RYA-303;RYA-806
alpha_cen_a,alpha_cen_a_stis,hst_stis,red-optical,6910.0-9199.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(111);normalization:unknown;reader:unwired;line_pool:unreachable(107-in-band),RYA-303;RYA-806
alpha_cen_a,alpha_cen_a_stis,hst_stis,NIR,9199.0-10270.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(111);normalization:unknown;reader:unwired;line_pool:unreachable(26-in-band),RYA-303;RYA-806
alpha_cen_a,alpha_cen_a_crires_plus_molecfit,crires_plus,NIR,9500.0-13000.0,verified,False,unknown,correction_required,applied,True,False,False,NO-GO,product:n-file-inventory(6);normalization:unknown;reader:unwired;line_pool:unreachable(13-in-band),RYA-963
