system_id,holding_id,instrument_id,band,coverage_A,evidence_state,product_selected,normalization_state,telluric_basis,telluric_applied,telluric_satisfied,reader_wired,line_pool_reachable,measurement_ready,blocking_gate,source_issue_ids
procyon,procyon_stis,hst_stis,near-UV,3000.0-3780.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(421);normalization:unknown;reader:unwired;line_pool:unreachable(560-in-band),RYA-222;RYA-806
procyon,procyon_stis,hst_stis,VIS,3780.0-6910.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(421);normalization:unknown;reader:unwired;line_pool:unreachable(856-in-band),RYA-222;RYA-806
procyon,procyon_stis,hst_stis,red-optical,6910.0-9199.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(421);normalization:unknown;reader:unwired;line_pool:unreachable(107-in-band),RYA-222;RYA-806
procyon,procyon_stis,hst_stis,NIR,9199.0-10270.0,verified,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,product:n-file-inventory(421);normalization:unknown;reader:unwired;line_pool:unreachable(26-in-band),RYA-222;RYA-806
procyon,procyon_cos,hst_cos,near-UV,3000.0-3200.0,audited,False,unknown,not_applicable,not-applied,True,False,False,NO-GO,evidence:audited;product:n-file-inventory(421);normalization:unknown;reader:unwired;line_pool:unreachable(114-in-band),RYA-222;RYA-806
procyon,procyon_uves,uves,near-UV,3000.0-3780.0,verified,False,unknown,mode_dependent,not-applied,False,False,False,NO-GO,product:n-file-inventory(45);normalization:unknown;telluric:basis-mode_dependent;reader:unwired;line_pool:unreachable(560-in-band),RYA-348;RYA-806
procyon,procyon_uves,uves,VIS,3780.0-6910.0,verified,False,unknown,mode_dependent,not-applied,False,False,False,NO-GO,product:n-file-inventory(45);normalization:unknown;telluric:basis-mode_dependent;reader:unwired;line_pool:unreachable(856-in-band),RYA-348;RYA-806
procyon,procyon_uves,uves,red-optical,6910.0-9199.0,verified,False,unknown,mode_dependent,not-applied,False,False,False,NO-GO,product:n-file-inventory(45);normalization:unknown;telluric:basis-mode_dependent;reader:unwired;line_pool:unreachable(107-in-band),RYA-348;RYA-806
procyon,procyon_uves,uves,NIR,9199.0-11000.0,verified,False,unknown,mode_dependent,not-applied,False,False,False,NO-GO,product:n-file-inventory(45);normalization:unknown;telluric:basis-mode_dependent;reader:unwired;line_pool:unreachable(28-in-band),RYA-348;RYA-806
