element,ion,wavelength_air_A,gf_linelist_vald,excitation_potential_eV,reference_code,key_z,hfs_n_components,lab_log_gf,lab_sigma_dex,lab_source,n_lab_candidates,adjudicated,delta_lab_minus_vald
Fe,1,16433.378,-2.185,6.3327,K14,26,1,,,,0,False,
Fe,1,16434.246,-1.807,6.2529,K14,26,1,,,,0,False,
Fe,1,16436.621,0.007,5.9209,K14,26,1,,,,0,False,
Fe,1,16440.394,-0.241,6.2858,K14,26,1,,,,0,False,
Fe,1,16443.363,-2.1,6.2517,K14,26,1,,,,0,False,
Fe,1,16444.816,0.663,5.8279,K14,26,1,,,,0,False,
Fe,1,16444.962,-1.77,6.3327,K14,26,1,,,,0,False,
Fe,1,16445.349,-1.176,6.3901,K14,26,1,,,,0,False,
Fe,1,16446.55,-0.751,6.2858,K14,26,1,,,,0,False,
Fe,1,16447.159,-1.599,6.3999,K14,26,1,,,,0,False,
Fe,1,16450.211,-1.529,6.3901,K14,26,1,,,,0,False,
Fe,1,16452.97,-1.777,6.323,K14,26,1,,,,0,False,
Fe,1,16454.405,-2.254,5.9132,K14,26,1,,,,0,False,
Fe,1,16460.368,-2.025,5.6066,K14,26,1,,,,0,False,
Fe,1,16464.391,-2.026,6.306,K14,26,1,,,,0,False,
Fe,1,16466.55,-1.852,6.6641,K14,26,1,,,,0,False,
Fe,1,16466.921,0.003,6.3939,K14,26,1,,,,0,False,
Fe,1,16467.16,-2.358,5.989,K14,26,1,,,,0,False,
Fe,1,16468.34,-1.892,6.5997,K14,26,1,,,,0,False,
Fe,1,16471.753,0.03,6.3691,K14,26,1,,,,0,False,
Fe,1,16474.077,-0.959,6.0172,,26,1,,,,0,False,
Fe,1,16476.933,-0.592,6.2858,K14,26,1,,,,0,False,
Fe,1,16480.76,-1.543,6.7091,K14,26,1,,,,0,False,
Fe,1,16481.228,-0.162,6.3935,K14,26,1,,,,0,False,
Fe,1,16486.666,0.783,5.8279,K14,26,1,,,,0,False,
Fe,1,16489.788,-0.506,6.3691,K14,26,1,,,,0,False,
Fe,1,16492.111,-1.765,6.6119,K14,26,1,,,,0,False,
Fe,1,16492.536,-1.252,6.2057,K14,26,1,,,,0,False,
Fe,1,16494.427,-0.52,6.3939,K14,26,1,,,,0,False,
Fe,1,16494.5,-0.458,6.3691,K14,26,1,,,,0,False,
Fe,1,16494.702,-0.626,6.2865,K14,26,1,,,,0,False,
Fe,1,16497.345,-2.465,5.5237,K14,26,1,,,,0,False,
Fe,1,16504.14,-0.514,6.3691,K14,26,1,,,,0,False,
Fe,1,16506.293,-0.463,5.9464,K14,26,1,,,,0,False,
Fe,1,16507.244,-1.74,6.3691,K14,26,1,,,,0,False,
Fe,1,16515.458,-1.766,6.3083,K14,26,1,,,,0,False,
Fe,1,16515.67,-2.211,5.5578,K14,26,1,,,,0,False,
Fe,1,16516.366,-2.563,5.8283,K14,26,1,,,,0,False,
Fe,1,16517.223,0.679,6.2865,K14,26,1,,,,0,False,
Fe,1,16518.94,-0.703,6.3935,K14,26,1,,,,0,False,
Fe,1,16519.147,-0.734,6.3597,K14,26,1,,,,0,False,
Fe,1,16519.412,-1.851,6.3939,K14,26,1,,,,0,False,
Fe,1,16520.796,-1.335,6.3691,K14,26,1,,,,0,False,
Fe,1,16521.511,-0.701,6.2865,K14,26,1,,,,0,False,
Fe,1,16521.569,-1.866,6.3109,K14,26,1,,,,0,False,
Fe,1,16522.074,0.324,6.2865,K14,26,1,,,,0,False,
Fe,1,16523.846,-1.284,6.3935,K14,26,1,,,,0,False,
Fe,1,16524.466,0.688,6.336,K14,26,1,,,,0,False,
Fe,1,16525.482,-1.28,6.3597,K14,26,1,,,,0,False,
Fe,1,16527.938,-1.734,6.3939,K14,26,1,,,,0,False,
Fe,1,16531.983,-0.823,6.2865,K14,26,1,,,,0,False,
Fe,1,16535.557,-1.364,6.336,K14,26,1,,,,0,False,
Fe,1,16537.994,-0.867,6.2865,K14,26,1,-0.53,0.08,Ruffoni2013,1,True,0.33699999999999997
Fe,1,16539.193,-0.119,6.336,K14,26,1,,,,0,False,
Fe,1,16540.87,-0.662,6.336,K14,26,1,,,,0,False,
Fe,1,16541.423,-1.7,5.9464,K14,26,1,,,,0,False,
Fe,1,16541.962,0.15,6.336,K14,26,1,-0.33,0.06,Ruffoni2013,1,True,-0.48
Fe,1,16544.667,-0.029,6.336,K14,26,1,,,,0,False,
Fe,1,16547.781,-1.244,6.2581,K14,26,1,,,,0,False,
Fe,1,16548.033,-1.621,6.3416,K14,26,1,,,,0,False,
Fe,1,16551.994,0.338,6.4106,K14,26,1,,,,0,False,
Fe,1,16556.484,-0.901,6.3981,K14,26,1,,,,0,False,
Fe,1,16556.674,-1.568,5.9665,K14,26,1,,,,0,False,
Fe,1,16557.148,-1.083,6.4106,K14,26,1,,,,0,False,
Fe,1,16559.677,0.21,6.3981,K14,26,1,,,,0,False,
Fe,1,16560.914,-2.027,5.9426,K14,26,1,,,,0,False,
Fe,1,16561.764,0.243,5.9787,K14,26,1,,,,0,False,
Fe,1,16563.891,-2.058,5.9947,K14,26,1,,,,0,False,
Fe,1,16566.732,-2.124,5.5376,K14,26,1,,,,0,False,
Fe,1,16570.51,-0.801,6.6155,K14,26,1,,,,0,False,
Fe,1,16575.271,-1.492,5.6207,K14,26,1,,,,0,False,
Fe,1,16576.472,-1.681,6.3691,K14,26,1,,,,0,False,
Fe,1,16578.064,-2.009,5.0674,K14,26,1,,,,0,False,
Fe,1,16579.4,-1.356,6.9314,K14,26,1,,,,0,False,
Fe,1,16581.383,-0.68,5.9209,K14,26,1,,,,0,False,
Fe,1,16583.44,-2.094,6.2865,K14,26,1,,,,0,False,
Fe,1,16583.916,-1.179,6.9316,K14,26,1,,,,0,False,
Fe,1,16585.63,-2.217,6.2581,K14,26,1,,,,0,False,
Fe,1,16586.051,-0.753,5.6207,K14,26,1,,,,0,False,
Fe,1,16587.493,-0.74,6.3981,K14,26,1,,,,0,False,
Fe,1,16588.0,-2.153,6.3292,K14,26,1,,,,0,False,
Fe,1,16588.553,-2.154,6.3061,K14,26,1,,,,0,False,
Fe,1,16592.782,-1.603,5.9947,K14,26,1,,,,0,False,
Fe,1,16599.683,-1.786,6.6859,K14,26,1,,,,0,False,
Fe,1,16601.77,-1.41,6.2222,K14,26,1,,,,0,False,
Fe,1,16604.914,-1.815,6.2655,K14,26,1,,,,0,False,
Fe,1,16606.152,-1.873,6.341,K14,26,1,,,,0,False,
Fe,1,16607.634,-1.6,6.3416,K14,26,1,,,,0,False,
Fe,1,16607.805,-0.965,6.3417,K14,26,1,,,,0,False,
Fe,1,16609.537,-2.152,6.2529,K14,26,1,,,,0,False,
Fe,1,16610.47,-2.166,5.9809,K14,26,1,,,,0,False,
Fe,1,16612.206,-4.404,3.3965,K14,26,1,,,,0,False,
Fe,1,16612.761,0.286,6.3981,K14,26,1,,,,0,False,
Fe,1,16619.737,-0.856,5.5869,K14,26,1,,,,0,False,
Fe,1,16621.384,-1.862,6.3981,K14,26,1,,,,0,False,
Fe,1,16629.836,-0.435,6.5654,K14,26,1,,,,0,False,
Fe,1,16632.503,-0.235,5.8741,K14,26,1,,,,0,False,
Fe,1,16632.661,-1.233,7.0266,K14,26,1,,,,0,False,
Fe,1,16634.341,-1.878,6.306,K14,26,1,,,,0,False,
Fe,1,16640.64,-1.405,5.9209,K14,26,1,,,,0,False,
Fe,1,16640.889,-1.472,6.3327,K14,26,1,,,,0,False,
Fe,1,16642.147,-1.923,6.2655,K14,26,1,,,,0,False,
Fe,1,16645.231,-1.157,6.3417,K14,26,1,,,,0,False,
Fe,1,16645.275,-2.008,5.9307,K14,26,1,,,,0,False,
Fe,1,16645.874,-0.032,5.9558,K14,26,1,,,,0,False,
Fe,1,16646.902,-1.898,6.409,K14,26,1,,,,0,False,
Fe,1,16647.074,-1.27,6.3416,K14,26,1,,,,0,False,
Fe,1,16647.246,-0.717,6.3417,K14,26,1,,,,0,False,
Fe,1,16648.203,-0.495,6.5472,K14,26,1,,,,0,False,
Fe,1,16652.215,-0.81,6.3416,K14,26,1,,,,0,False,
Fe,1,16652.387,-0.433,6.3417,K14,26,1,,,,0,False,
Fe,1,16652.798,-0.478,6.3417,K14,26,1,,,,0,False,
Fe,1,16653.522,-0.153,5.9787,K14,26,1,,,,0,False,
Fe,1,16656.432,-1.68,6.6193,K14,26,1,,,,0,False,
Fe,1,16659.347,-1.107,6.3416,K14,26,1,,,,0,False,
Fe,1,16659.519,-0.751,6.3417,K14,26,1,,,,0,False,
Fe,1,16659.744,-0.49,6.3416,K14,26,1,,,,0,False,
Fe,1,16659.916,-0.898,6.3417,K14,26,1,,,,0,False,
Fe,1,16661.379,-0.748,6.3416,K14,26,1,,,,0,False,
Fe,1,16665.387,-2.12,5.1055,K14,26,1,,,,0,False,
Fe,1,16665.481,-0.039,6.0172,K14,26,1,,,,0,False,
Fe,1,16666.773,-0.645,6.3416,K14,26,1,,,,0,False,
Fe,1,16668.524,-2.293,5.9715,K14,26,1,,,,0,False,
Fe,1,16677.976,-1.301,6.691,K14,26,1,,,,0,False,
Fe,1,16679.161,-0.795,5.9209,K14,26,1,,,,0,False,
Fe,1,16679.509,-1.872,6.3327,K14,26,1,,,,0,False,
Fe,1,16680.834,-0.979,6.4187,K14,26,1,,,,0,False,
Fe,1,16685.903,-1.811,6.6061,K14,26,1,,,,0,False,
Fe,1,16693.072,-0.143,6.4167,K14,26,1,,,,0,False,
Fe,1,16694.274,-1.568,6.8346,K14,26,1,,,,0,False,
Fe,1,16699.608,-1.83,6.4258,K14,26,1,,,,0,False,
Fe,1,16706.716,-1.799,6.6973,K14,26,1,,,,0,False,
Fe,1,16707.551,-0.91,6.4534,K14,26,1,,,,0,False,
Fe,1,16708.914,-1.415,6.6061,K14,26,1,,,,0,False,
Fe,1,16709.285,-2.661,5.5237,K14,26,1,,,,0,False,
Fe,1,16711.282,-1.12,6.2655,K14,26,1,,,,0,False,
Fe,1,16711.598,-1.04,6.6061,K14,26,1,,,,0,False,
Fe,1,16715.641,-2.284,6.0383,K14,26,1,,,,0,False,
Fe,1,16717.805,-1.49,6.264,K14,26,1,,,,0,False,
Fe,1,16719.071,-0.512,5.8741,K14,26,1,,,,0,False,
Fe,1,16720.727,-0.834,6.3803,K14,26,1,,,,0,False,
Fe,1,16721.462,-0.582,6.3803,K14,26,1,,,,0,False,
Fe,1,16723.949,-1.497,6.3804,K14,26,1,,,,0,False,
Fe,1,16724.685,-0.408,6.3804,K14,26,1,,,,0,False,
Fe,1,16725.44,-0.561,6.3803,K14,26,1,,,,0,False,
Fe,1,16728.309,-0.744,6.3804,K14,26,1,,,,0,False,
Fe,1,16728.664,-1.389,6.3804,K14,26,1,,,,0,False,
Fe,1,16731.044,-1.425,6.6531,K14,26,1,,,,0,False,
Fe,1,16737.24,-0.793,6.6119,K14,26,1,,,,0,False,
Fe,1,16739.311,-0.802,6.3803,K14,26,1,,,,0,False,
Fe,1,16744.167,-1.553,6.3803,K14,26,1,,,,0,False,
Fe,1,16747.906,-0.935,6.2994,K14,26,1,,,,0,False,
Fe,1,16750.305,-1.635,6.3981,K14,26,1,,,,0,False,
Fe,1,16751.33,-1.935,5.9558,K14,26,1,,,,0,False,
Fe,1,16753.065,0.407,6.3804,K14,26,1,,,,0,False,
Fe,1,16754.101,-1.521,6.3803,K14,26,1,,,,0,False,
Fe,1,16779.414,-1.995,6.2994,K14,26,1,,,,0,False,
Fe,1,16780.778,-1.668,6.347,K14,26,1,,,,0,False,
Fe,1,16781.18,-2.069,6.347,K14,26,1,,,,0,False,
Fe,1,16782.78,-2.314,5.9279,K14,26,1,,,,0,False,
Fe,1,16782.84,-0.954,6.347,K14,26,1,,,,0,False,
Fe,1,16783.037,-0.711,6.2994,K14,26,1,,,,0,False,
Fe,1,16784.806,-1.409,6.349,K14,26,1,,,,0,False,
Fe,1,16786.585,-0.526,6.347,K14,26,1,,,,0,False,
Fe,1,16788.313,-1.627,6.347,K14,26,1,,,,0,False,
Fe,1,16791.962,-2.166,5.9947,K14,26,1,,,,0,False,
Fe,1,16792.224,-1.109,6.347,K14,26,1,,,,0,False,
Fe,1,16794.21,-1.427,6.5654,K14,26,1,,,,0,False,
Fe,1,16798.276,-2.672,5.5392,K14,26,1,,,,0,False,
Fe,1,16799.648,-2.544,5.8741,K14,26,1,,,,0,False,
Fe,1,16803.5,-0.87,6.3503,K14,26,1,,,,0,False,
Fe,1,16807.435,-1.301,5.8279,K14,26,1,,,,0,False,
Fe,1,16807.61,-1.437,6.349,K14,26,1,,,,0,False,
Fe,1,16810.614,-1.196,6.349,K14,26,1,,,,0,False,
Fe,1,16811.375,-0.849,6.2994,K14,26,1,,,,0,False,
Fe,1,16812.67,-1.534,6.349,K14,26,1,,,,0,False,
Fe,1,16814.341,-1.982,6.1289,K14,26,1,,,,0,False,
Fe,1,16817.104,-1.726,6.5911,K14,26,1,,,,0,False,
Fe,1,16817.993,-0.591,6.6155,K14,26,1,,,,0,False,
Fe,1,16818.358,-2.21,5.9426,K14,26,1,,,,0,False,
Fe,1,16819.532,-2.333,5.9665,K14,26,1,,,,0,False,
Fe,1,16820.254,-1.236,5.9665,K14,26,1,,,,0,False,
Fe,1,16821.635,-1.237,6.2994,K14,26,1,,,,0,False,
Fe,1,16822.69,-2.046,5.1124,K14,26,1,,,,0,False,
Fe,1,16831.216,-2.383,5.9024,K14,26,1,,,,0,False,
Fe,1,16833.052,-0.889,5.9558,K14,26,1,,,,0,False,
Fe,1,16836.445,-2.432,5.5496,K14,26,1,,,,0,False,
Fe,1,16837.877,-0.384,6.4106,K14,26,1,,,,0,False,
Fe,1,16838.408,-2.6,5.6142,K14,26,1,,,,0,False,
Fe,1,16839.307,-1.78,6.6155,K14,26,1,,,,0,False,
Fe,1,16843.228,-1.321,5.8741,K14,26,1,,,,0,False,
Fe,1,16843.514,-2.425,5.9279,K14,26,1,,,,0,False,
Fe,1,16843.877,-0.623,6.3503,K14,26,1,,,,0,False,
Fe,1,16845.345,-1.321,6.323,K14,26,1,,,,0,False,
Fe,1,16847.028,-1.335,6.9172,K14,26,1,,,,0,False,
Fe,1,16849.141,-1.804,6.3503,K14,26,1,,,,0,False,
Fe,1,16850.955,-1.863,5.8794,K14,26,1,,,,0,False,
Fe,1,16851.907,-2.062,6.349,K14,26,1,,,,0,False,
Fe,1,16853.467,-0.558,6.6417,K14,26,1,,,,0,False,
Fe,1,16853.87,-1.555,6.6638,K14,26,1,,,,0,False,
Fe,1,16855.024,-1.332,6.3025,K14,26,1,,,,0,False,
Fe,1,16856.442,-0.088,6.3503,K14,26,1,,,,0,False,
Fe,1,16856.848,-1.266,6.3503,K14,26,1,,,,0,False,
Fe,1,16857.135,-0.247,5.9464,K14,26,1,,,,0,False,
Fe,1,16857.744,-1.902,5.7203,K14,26,1,,,,0,False,
Fe,1,16858.523,0.139,6.3503,K14,26,1,,,,0,False,
Fe,1,16859.35,-2.08,6.3061,K14,26,1,,,,0,False,
Fe,1,16863.431,-0.682,6.306,K14,26,1,,,,0,False,
Fe,1,16864.045,-1.694,6.3503,K14,26,1,,,,0,False,
Fe,1,16864.079,-1.547,6.2222,K14,26,1,,,,0,False,
Fe,1,16864.822,-1.975,6.3061,K14,26,1,,,,0,False,
Fe,1,16865.513,-0.749,6.4106,K14,26,1,,,,0,False,
Fe,1,16866.424,-1.699,5.9279,K14,26,1,,,,0,False,
Fe,1,16869.95,-0.415,6.4106,K14,26,1,,,,0,False,
Fe,1,16870.166,-1.905,6.3417,K14,26,1,,,,0,False,
Fe,1,16870.571,-2.112,6.3705,K14,26,1,,,,0,False,
Fe,1,16871.283,-1.316,6.6638,K14,26,1,,,,0,False,
Fe,1,16874.116,-0.159,6.3515,K14,26,1,,,,0,False,
Fe,1,16874.913,-1.309,6.2994,K14,26,1,,,,0,False,
Fe,1,16877.967,-1.549,6.3025,K14,26,1,,,,0,False,
Fe,1,16878.54,-0.772,6.3025,K14,26,1,,,,0,False,
Fe,1,16880.743,-1.72,5.9809,K14,26,1,,,,0,False,
Fe,1,16883.261,-2.0,6.3503,K14,26,1,,,,0,False,
Fe,1,16883.606,-0.943,6.3025,K14,26,1,,,,0,False,
Fe,1,16884.809,-1.718,5.9464,K14,26,1,,,,0,False,
Fe,1,16885.682,-1.775,6.3515,K14,26,1,,,,0,False,
Fe,1,16889.473,-0.842,6.3515,K14,26,1,,,,0,False,
Fe,1,16890.414,-1.159,6.6149,K14,26,1,,,,0,False,
Fe,1,16890.551,-1.093,6.2416,K14,26,1,,,,0,False,
Fe,1,16892.361,-2.136,6.3515,K14,26,1,-0.59,0.08,Ruffoni2013,1,True,1.5460000000000003
Fe,1,16892.384,-0.799,6.306,K14,26,1,,,,0,False,
Fe,1,16893.954,-1.481,6.3025,K14,26,1,,,,0,False,
Fe,1,16898.883,-0.908,6.306,K14,26,1,,,,0,False,
Fe,1,16900.231,-0.814,6.3025,K14,26,1,,,,0,False,
Fe,1,16900.28,-2.151,6.3061,K14,26,1,,,,0,False,
Fe,1,16905.006,-1.117,6.4106,K14,26,1,,,,0,False,
Fe,1,16906.507,-1.679,6.6193,K14,26,1,,,,0,False,
Fe,1,16906.716,-1.605,6.6665,K14,26,1,,,,0,False,
Fe,1,16910.145,-1.612,6.4106,K14,26,1,,,,0,False,
Fe,1,16910.683,-1.611,5.8723,K14,26,1,,,,0,False,
Fe,1,16913.18,-1.757,6.6149,K14,26,1,,,,0,False,
Fe,1,16919.162,-1.665,6.3207,K14,26,1,,,,0,False,
Fe,1,16924.742,-1.662,5.9947,K14,26,1,,,,0,False,
Fe,1,16927.611,-0.163,6.427,K14,26,1,,,,0,False,
Fe,1,16927.843,-1.14,6.427,K14,26,1,,,,0,False,
Fe,1,16928.623,-1.063,5.9209,K14,26,1,,,,0,False,
Fe,1,16928.792,-1.126,6.275,K14,26,1,,,,0,False,
Fe,1,16930.497,-2.511,5.9307,K14,26,1,,,,0,False,
Fe,1,16930.962,-0.927,6.306,K14,26,1,,,,0,False,
Fe,1,16932.66,-1.549,6.6665,K14,26,1,,,,0,False,
Fe,1,16934.65,-1.394,6.306,K14,26,1,,,,0,False,
Fe,1,16937.0,-1.285,6.6665,K14,26,1,,,,0,False,
Fe,1,16942.204,-2.413,5.7421,K14,26,1,,,,0,False,
Fe,1,16945.196,-1.234,6.3901,K14,26,1,,,,0,False,
Fe,1,16946.572,-2.154,6.2994,K14,26,1,,,,0,False,
Fe,1,16947.692,-1.58,6.3025,K14,26,1,,,,0,False,
Fe,1,16958.939,-1.142,6.6665,K14,26,1,,,,0,False,
Fe,1,16961.877,-0.894,6.7034,K14,26,1,,,,0,False,
Fe,1,16962.133,-1.72,6.6155,K14,26,1,,,,0,False,
Fe,1,16962.91,-1.226,6.306,K14,26,1,,,,0,False,
Fe,1,16964.283,-1.611,6.3901,K14,26,1,,,,0,False,
Fe,1,16969.27,-1.303,6.3901,K14,26,1,,,,0,False,
Fe,1,16969.91,-0.069,5.9464,K14,26,1,,,,0,False,
Fe,1,16970.682,-2.234,5.9787,K14,26,1,,,,0,False,
Fe,1,16973.932,-1.998,6.323,K14,26,1,,,,0,False,
Fe,1,16977.994,-1.388,6.6119,K14,26,1,,,,0,False,
Fe,1,16979.473,-1.354,6.3901,K14,26,1,,,,0,False,
Fe,1,16979.502,-1.594,6.2771,K14,26,1,,,,0,False,
Fe,1,16982.072,-0.768,6.6641,K14,26,1,,,,0,False,
Fe,1,16982.758,-1.905,6.3901,K14,26,1,,,,0,False,
Fe,1,16986.919,-1.484,6.3292,K14,26,1,,,,0,False,
Fe,1,16993.275,-1.616,6.2461,K14,26,1,,,,0,False,
Fe,1,16994.742,-0.655,6.62,K14,26,1,,,,0,False,
Fe,1,16995.921,-1.035,6.3804,K14,26,1,,,,0,False,
Fe,1,16996.227,-2.001,6.1053,K14,26,1,,,,0,False,
Fe,1,16997.103,-1.741,6.3901,K14,26,1,,,,0,False,
Fe,1,17000.698,-1.636,6.7034,K14,26,1,,,,0,False,
Fe,1,17004.631,-0.822,6.5232,K14,26,1,,,,0,False,
Fe,1,17005.45,0.005,6.0663,K14,26,1,,,,0,False,
Fe,1,17007.489,-0.567,6.4167,K14,26,1,,,,0,False,
Fe,1,17008.971,-0.301,6.62,K14,26,1,,,,0,False,
Fe,1,17009.098,-0.714,6.5654,K14,26,1,,,,0,False,
Fe,1,17011.095,0.102,5.9464,K14,26,1,,,,0,False,
Fe,1,17012.328,-1.674,6.62,K14,26,1,,,,0,False,
Fe,1,17012.728,-0.955,5.9558,K14,26,1,,,,0,False,
Fe,1,17015.476,-0.989,6.6119,K14,26,1,,,,0,False,
Fe,1,17018.624,-0.967,6.3597,K14,26,1,,,,0,False,
Fe,1,17019.972,-1.375,6.3025,K14,26,1,,,,0,False,
Fe,1,17020.739,-2.271,5.0674,K14,26,1,,,,0,False,
Fe,1,17022.191,-0.96,6.6658,K14,26,1,,,,0,False,
Fe,1,17023.293,-1.859,6.323,K14,26,1,,,,0,False,
Fe,1,17025.111,-1.802,6.347,K14,26,1,,,,0,False,
Fe,1,17025.116,-0.368,6.62,K14,26,1,,,,0,False,
Fe,1,17025.638,-1.438,6.6531,K14,26,1,,,,0,False,
Fe,1,17032.896,-0.926,6.3939,K14,26,1,,,,0,False,
Fe,1,17033.659,-0.251,6.3939,K14,26,1,,,,0,False,
Fe,1,17036.826,-1.317,6.6119,K14,26,1,,,,0,False,
Fe,1,17037.787,-0.852,6.3939,K14,26,1,,,,0,False,
Fe,1,17040.099,-0.347,6.7118,K14,26,1,,,,0,False,
Fe,1,17045.009,-1.494,6.6468,K14,26,1,,,,0,False,
Fe,1,17047.636,-1.078,6.3935,K14,26,1,,,,0,False,
Fe,1,17047.651,0.157,6.4167,K14,26,1,,,,0,False,
Fe,1,17052.181,-0.741,6.3939,K14,26,1,,,,0,False,
Fe,1,17052.876,-0.787,6.4167,K14,26,1,,,,0,False,
Fe,1,17055.428,-1.774,6.6531,K14,26,1,,,,0,False,
Fe,1,17055.934,-2.316,5.8794,K14,26,1,,,,0,False,
Fe,1,17057.933,-1.929,6.3935,K14,26,1,,,,0,False,
Fe,1,17061.092,-1.259,6.6155,K14,26,1,,,,0,False,
Fe,1,17061.249,-1.296,6.3935,K14,26,1,,,,0,False,
Fe,1,17062.632,-2.021,6.3642,K14,26,1,,,,0,False,
Fe,1,17064.887,-0.231,6.5654,K14,26,1,,,,0,False,
Fe,1,17065.265,-0.501,6.3253,K14,26,1,,,,0,False,
Fe,1,17067.357,-1.521,6.7288,K14,26,1,,,,0,False,
Fe,1,17067.529,-1.392,6.3939,K14,26,1,,,,0,False,
Fe,1,17067.654,-2.022,6.368,K14,26,1,,,,0,False,
Fe,1,17070.539,-1.386,6.2858,K14,26,1,,,,0,False,
Fe,1,17070.548,-0.669,6.6742,K14,26,1,,,,0,False,
Fe,1,17071.192,-1.782,6.4167,K14,26,1,,,,0,False,
Fe,1,17072.825,-1.906,5.0674,K14,26,1,,,,0,False,
Fe,1,17072.933,-1.556,6.3597,K14,26,1,,,,0,False,
Fe,1,17075.12,-2.118,5.9209,K14,26,1,,,,0,False,
Fe,1,17078.008,-1.641,6.6119,K14,26,1,,,,0,False,
Fe,1,17081.775,-2.502,5.9132,K14,26,1,,,,0,False,
Fe,1,17086.163,-2.159,6.2771,K14,26,1,,,,0,False,
Fe,1,17091.304,-0.942,6.6742,K14,26,1,,,,0,False,
Fe,1,17094.434,-0.364,6.6742,K14,26,1,,,,0,False,
Fe,1,17098.22,-2.288,5.7542,K14,26,1,,,,0,False,
Fe,1,17098.942,-0.949,6.6155,K14,26,1,,,,0,False,
Fe,1,17107.673,-1.947,5.9665,K14,26,1,,,,0,False,
Fe,1,17108.716,-1.761,6.3642,K14,26,1,,,,0,False,
Fe,1,17114.313,-1.433,6.4106,K14,26,1,,,,0,False,
Fe,1,17114.377,-1.726,6.6641,K14,26,1,,,,0,False,
Fe,1,17115.719,-1.531,6.6742,K14,26,1,,,,0,False,
Fe,1,17120.503,-1.211,6.6155,K14,26,1,,,,0,False,
Fe,1,17121.596,-1.567,5.9426,K14,26,1,,,,0,False,
Fe,1,17125.28,-1.429,6.2865,K14,26,1,,,,0,False,
Fe,1,17130.952,-0.896,6.3515,K14,26,1,,,,0,False,
Fe,1,17132.928,-1.089,6.3981,K14,26,1,,,,0,False,
Fe,1,17134.2,-1.29,6.347,K14,26,1,,,,0,False,
Fe,1,17137.105,-0.161,6.3981,K14,26,1,,,,0,False,
Fe,1,17137.263,-1.529,6.2771,K14,26,1,,,,0,False,
Fe,1,17137.334,-1.568,6.3647,K14,26,1,,,,0,False,
Fe,1,17138.888,-1.794,6.3981,K14,26,1,,,,0,False,
Fe,1,17138.897,-1.541,6.3642,K14,26,1,,,,0,False,
Fe,1,17140.351,-1.408,6.4149,K14,26,1,,,,0,False,
Fe,1,17151.667,-0.368,6.3981,K14,26,1,,,,0,False,
Fe,1,17152.191,-1.665,6.6193,K14,26,1,,,,0,False,
Fe,1,17154.077,-1.928,5.9809,K14,26,1,,,,0,False,
Fe,1,17154.404,-1.825,6.3253,K14,26,1,,,,0,False,
Fe,1,17156.765,-1.795,6.3981,K14,26,1,,,,0,False,
Fe,1,17159.533,-1.326,6.3253,K14,26,1,,,,0,False,
Fe,1,17161.103,-0.071,6.0172,K14,26,1,,,,0,False,
Fe,1,17161.56,-1.343,6.4149,K14,26,1,,,,0,False,
Fe,1,17166.201,-0.811,5.9464,K14,26,1,,,,0,False,
Fe,1,17167.194,-1.009,6.3981,K14,26,1,,,,0,False,
Fe,1,17173.417,-2.013,6.3642,K14,26,1,,,,0,False,
Fe,1,17173.853,-1.827,6.3642,K14,26,1,,,,0,False,
Fe,1,17183.228,-1.369,6.3666,K14,26,1,,,,0,False,
Fe,1,17184.812,-2.175,5.9426,K14,26,1,,,,0,False,
Fe,1,17190.447,-1.166,6.6193,K14,26,1,,,,0,False,
Fe,1,17191.573,-0.761,6.7116,K14,26,1,,,,0,False,
Fe,1,17192.51,-1.394,6.8843,K14,26,1,,,,0,False,
Fe,1,17192.827,-1.061,6.3647,K14,26,1,,,,0,False,
Fe,1,17193.536,-1.602,6.6531,K14,26,1,,,,0,False,
Fe,1,17194.568,-1.45,6.3647,K14,26,1,,,,0,False,
Fe,1,17198.499,-1.198,6.3647,K14,26,1,,,,0,False,
Fe,1,17199.147,-1.512,5.9464,K14,26,1,,,,0,False,
Fe,1,17200.313,-0.639,6.3647,K14,26,1,,,,0,False,
Fe,1,17202.107,-1.897,6.3981,K14,26,1,,,,0,False,
Fe,1,17204.215,-0.815,6.3192,K14,26,1,,,,0,False,
Fe,1,17204.297,-0.181,6.0172,K14,26,1,,,,0,False,
Fe,1,17204.419,-0.6,6.3647,K14,26,1,,,,0,False,
Fe,1,17205.168,-1.562,6.723,K14,26,1,,,,0,False,
Fe,1,17208.66,-1.266,5.9426,K14,26,1,,,,0,False,
Fe,1,17208.864,-1.578,6.3642,K14,26,1,,,,0,False,
Fe,1,17212.239,-0.834,6.6193,K14,26,1,,,,0,False,
Fe,1,17217.195,-1.787,6.4149,K14,26,1,,,,0,False,
Fe,1,17219.541,-1.973,5.8723,K14,26,1,,,,0,False,
Fe,1,17221.395,-0.71,6.427,K14,26,1,,,,0,False,
Fe,1,17222.492,-1.319,6.6119,K14,26,1,,,,0,False,
Fe,1,17224.848,-0.944,6.427,K14,26,1,,,,0,False,
Fe,1,17224.899,-1.929,5.7542,K14,26,1,,,,0,False,
Fe,1,17225.905,-2.464,5.9004,K14,26,1,,,,0,False,
Fe,1,17229.72,-1.622,5.9464,K14,26,1,,,,0,False,
Fe,1,17230.86,-1.879,6.4187,K14,26,1,,,,0,False,
Fe,1,17232.229,-1.412,5.8279,K14,26,1,,,,0,False,
