file,path,md5,object_raw,obs_targ_name,star_id,instrument_class,pro_catg,rec_chain,setting,date_obs,mjd,exptime,snr_header,specsys,prog_id,n_hdu,columns,wave_min_A,wave_max_A,n_good_px,berv_kms,has_telluric_column,frac_px_below_0p7_continuum,telluric_applied
ADP.2025-05-10T13:29:03.307.fits,/mnt/codex-data/spectra/tau_cet/CRIRESPlus/ADP.2025-05-10T13:29:03.307.fits,68e5bac0a59ebe24f4cd246971b2c44b,STD,tau Cet,tau_cet,crires_plus,OBS_NODDING_EXTRACTC_IDP,cr2res_obs_nodding,K2148,2022-01-06T01:34:12,59585.06542282,126.0,425.254946796615,TOPOCENT,60.A-9051(A),2,DETEC|ERR|FLUX|ORDER|QUAL|TRACE|WAVE|XPOS,19722.987,24523.032,36585,-27.6985,False,0.1729,not-applied
ADP.2025-05-10T13:29:03.310.fits,/mnt/codex-data/spectra/tau_cet/CRIRESPlus/ADP.2025-05-10T13:29:03.310.fits,8253e314ce95e0d27d62b7db7f628509,STD,tau Cet,tau_cet,crires_plus,OBS_NODDING_EXTRACTC_IDP,cr2res_obs_nodding,K2148,2022-01-06T01:38:46,59585.06859319,126.0,464.323554858766,TOPOCENT,60.A-9051(A),2,DETEC|ERR|FLUX|ORDER|QUAL|TRACE|WAVE|XPOS,19722.987,24523.032,36585,-27.7054,False,0.1158,not-applied
ADP.2025-05-10T15:25:08.684.fits,/mnt/codex-data/spectra/tau_cet/CRIRESPlus/ADP.2025-05-10T15:25:08.684.fits,c349917297dbf6c08db165f106c9488c,STD,tau Cet,tau_cet,crires_plus,OBS_NODDING_EXTRACTC_IDP,cr2res_obs_nodding,K2148,2022-01-16T00:57:34,59595.03998711,126.0,402.77860295119,TOPOCENT,60.A-9051(A),2,DETEC|ERR|FLUX|ORDER|QUAL|TRACE|WAVE|XPOS,19722.966,24523.023,36585,-27.4598,False,0.2148,not-applied
ADP.2025-05-10T15:25:08.687.fits,/mnt/codex-data/spectra/tau_cet/CRIRESPlus/ADP.2025-05-10T15:25:08.687.fits,8508fdbab6ea3ed2ac7e4f77cb3e2f9f,STD,tau Cet,tau_cet,crires_plus,OBS_NODDING_EXTRACTC_IDP,cr2res_obs_nodding,K2148,2022-01-16T01:01:51,59595.04295647,126.0,441.399026535244,TOPOCENT,60.A-9051(A),2,DETEC|ERR|FLUX|ORDER|QUAL|TRACE|WAVE|XPOS,19722.966,24523.023,36585,-27.4659,False,0.1807,not-applied
