wavelength_air_A,flux_normalized,n_frames,min_mtrans
20966.309,0.994901,2,0.9772
20966.3765,0.996366,2,0.9754
20966.4441,0.995159,2,0.9748
20966.5117,1.001462,2,0.9771
20966.5793,1.004047,2,0.9814
20966.6469,1.004067,2,0.9855
20966.7145,1.000668,2,0.9885
20966.782,1.001387,2,0.9905
20966.8496,1.002317,2,0.9916
20966.9172,1.001545,2,0.9923
20966.9848,0.997828,2,0.9925
20967.0524,1.001205,2,0.9925
20967.1199,0.997882,2,0.9924
20967.1875,0.994986,2,0.9922
20967.2551,1.001481,2,0.9921
20967.3227,1.001414,2,0.992
20967.3903,1.000219,2,0.9919
20967.4578,1.003196,2,0.9917
20967.5254,1.001262,2,0.9913
20967.593,0.996055,2,0.9904
20967.6606,0.99731,2,0.9887
20967.7282,1.00104,2,0.9862
20967.7958,0.999891,2,0.9833
20967.8633,1.005561,2,0.9815
20967.9309,0.998225,2,0.9819
20967.9985,1.002714,2,0.9838
20968.0661,0.998558,2,0.9854
20968.1337,1.000744,2,0.9857
20968.2012,0.998103,2,0.9843
20968.2688,0.999041,2,0.9812
20968.3364,1.001499,2,0.9775
20968.404,1.001358,2,0.9754
20968.4716,1.001236,2,0.9768
20968.5392,1.000475,2,0.9808
20968.6067,1.002123,2,0.9852
20968.6743,0.999125,2,0.9887
20968.7419,0.999543,2,0.991
20968.8095,0.99966,2,0.9925
20968.8771,0.998085,2,0.9934
20968.9446,1.003375,2,0.994
20969.0122,0.996718,2,0.9943
20969.0798,0.997762,2,0.9943
20969.1474,0.996374,2,0.9942
20969.215,0.994962,2,0.994
20969.2825,0.996084,2,0.9936
20969.3501,0.994133,2,0.9931
20969.4177,0.994099,2,0.9926
20969.4853,0.998263,2,0.9918
20969.5529,0.993528,2,0.9905
20969.6205,0.992945,2,0.9881
20969.688,0.996487,2,0.9837
20969.7556,0.995225,2,0.9771
20969.8232,0.997566,2,0.971
20969.8908,0.997525,2,0.9701
20969.9584,1.003691,2,0.9753
20970.0259,1.001157,2,0.9825
20970.0935,1.003325,2,0.9878
20970.1611,1.003,2,0.9909
20970.2287,0.999354,2,0.9927
20970.2963,0.996833,2,0.9938
20970.3638,0.999755,2,0.9944
20970.4314,0.997849,2,0.9948
20970.499,0.997171,2,0.9951
20970.5666,0.997079,2,0.9952
20970.6342,0.993549,2,0.9953
20970.7018,0.992492,2,0.9952
20970.7693,0.996374,2,0.9951
20970.8369,0.996388,2,0.9949
20970.9045,0.998899,2,0.9946
20970.9721,0.997438,2,0.9942
20971.0397,0.99632,2,0.9936
20971.1072,0.996926,2,0.9929
20971.1748,0.999267,2,0.9917
20971.2424,0.997512,2,0.99
20971.31,0.995864,2,0.9872
20971.3776,0.993585,2,0.9819
20971.4452,0.988921,2,0.9722
20971.5127,0.991711,2,0.9589
20971.5803,0.994147,2,0.9469
20971.6479,0.995195,2,0.9436
20971.7155,0.997099,2,0.9523
20971.7831,1.001056,2,0.9646
20971.8506,0.995865,2,0.9734
20971.9182,0.99447,2,0.978
20971.9858,0.996337,2,0.9811
20972.0534,0.993578,2,0.9847
20972.121,0.994091,2,0.9882
20972.1885,0.989366,2,0.9908
20972.2561,0.980831,2,0.9923
20972.3237,0.983624,2,0.9933
20972.3913,0.977026,2,0.9939
20972.4589,0.973693,2,0.9943
20972.5265,0.980668,2,0.9946
20972.594,0.978755,2,0.9948
20972.6616,0.978691,2,0.9949
20972.7292,0.984664,2,0.995
20972.7968,0.992622,2,0.995
20972.8644,0.991319,2,0.9949
20972.9319,0.989805,2,0.9948
20972.9995,0.991135,2,0.9947
20973.0671,0.995526,2,0.9945
20973.1347,0.990853,2,0.9942
20973.2023,0.985381,2,0.9938
20973.2698,0.986565,2,0.9933
20973.3374,0.986916,2,0.9925
20973.405,0.986755,2,0.9912
20973.4726,0.988882,2,0.9893
20973.5402,0.99162,2,0.9859
20973.6078,0.991444,2,0.9807
20973.6753,0.990701,2,0.9742
20973.7429,0.997117,2,0.97
20973.8105,0.99792,2,0.9714
20973.8781,1.002119,2,0.9772
20973.9457,1.004436,2,0.9832
20974.0132,1.000373,2,0.9872
20974.0808,1.00138,2,0.9894
20974.1484,1.001898,2,0.9906
20974.216,1.001296,2,0.9912
20974.2836,0.998556,2,0.9915
20974.3512,1.001247,2,0.9915
20974.4187,1.001406,2,0.9913
20974.4863,0.997756,2,0.991
20974.5539,0.996526,2,0.9903
20974.6215,0.997291,2,0.9892
20974.6891,1.004382,2,0.9875
20974.7566,1.00045,2,0.9851
20974.8242,0.99687,2,0.9822
20974.8918,1.002234,2,0.9799
20974.9594,1.001619,2,0.9796
20975.027,1.001811,2,0.9812
20975.0945,1.000967,2,0.9833
20975.1621,0.999937,2,0.9849
20975.2297,1.005305,2,0.9856
20975.2973,1.001115,2,0.9852
20975.3649,1.001018,2,0.9839
20975.4325,1.003445,2,0.9817
20975.5,0.996999,2,0.9794
20975.5676,1.005186,2,0.9782
20975.6352,1.003666,2,0.9788
20975.7028,1.000391,2,0.9805
20975.7704,1.002905,2,0.9821
20975.8379,1.001615,2,0.983
20975.9055,1.002661,2,0.9832
20975.9731,1.00031,2,0.983
20976.0407,0.998841,2,0.9823
20976.1083,0.997935,2,0.9814
20976.1758,1.001723,2,0.9802
20976.2434,1.003727,2,0.9787
20976.311,1.005103,2,0.9769
20976.3786,0.997628,2,0.9746
20976.4462,0.998111,2,0.9717
20976.5138,1.001119,2,0.968
20976.5813,1.002211,2,0.9634
20976.6489,1.000894,2,0.9575
20976.7165,0.999064,2,0.9498
20976.7841,0.999034,2,0.9398
20976.8517,0.999804,2,0.9271
20976.9192,1.000697,2,0.9111
20976.9868,0.999267,2,0.892
20977.0544,0.996298,2,0.8716
20977.122,0.995155,2,0.8531
20977.1896,0.993676,2,0.8408
20977.2572,0.997057,2,0.838
20977.3247,1.001595,2,0.845
20977.3923,1.001338,2,0.8589
20977.4599,1.000868,2,0.8743
20977.5275,1.00643,2,0.8854
20977.5951,1.001632,2,0.8895
20977.6626,1.001919,2,0.8881
20977.7302,0.998459,2,0.8828
20977.7978,0.999954,2,0.8763
20977.8654,1.000123,2,0.8753
20977.933,1.006207,2,0.884
20978.0005,1.012556,2,0.8964
20978.0681,1.005174,2,0.9036
20978.1357,0.997204,2,0.9026
20978.2033,1.003402,2,0.8946
20978.2709,0.997353,2,0.8823
20978.3385,0.99963,2,0.8693
20978.406,0.995524,2,0.8603
20978.4736,1.003481,2,0.859
20978.5412,0.997915,2,0.8663
20978.6088,1.002918,2,0.8786
20978.6764,1.004295,2,0.8925
20978.7439,1.011003,2,0.906
20978.8115,1.00326,2,0.9173
20978.8791,1.004344,2,0.9254
20978.9467,1.008201,2,0.9302
20979.0143,1.001967,2,0.9329
20979.0818,0.998749,2,0.9342
20979.1494,1.002179,2,0.9343
20979.217,1.002522,2,0.933
20979.2846,1.007059,2,0.9302
20979.3522,1.006546,2,0.9256
20979.4198,1.004792,2,0.9192
20979.4873,1.004775,2,0.9107
20979.5549,1.005332,2,0.8996
20979.6225,1.001155,2,0.8851
20979.6901,0.99783,2,0.8666
20979.7577,0.996442,2,0.8427
20979.8252,0.995896,2,0.812
20979.8928,0.989418,2,0.7736
20979.9604,0.980156,2,0.7272
20980.028,0.973739,2,0.6752
20980.0956,0.967864,2,0.6235
20980.1632,0.967921,2,0.5812
20980.2307,0.974978,2,0.5559
20980.2983,0.991773,2,0.549
20980.3659,0.999248,2,0.5532
20980.4335,0.999382,2,0.5568
20980.5011,1.001032,2,0.5516
20980.5686,0.996645,2,0.5373
20980.6362,0.995551,2,0.524
20980.7038,1.008658,2,0.525
20980.7714,1.02024,2,0.5483
20980.839,1.031764,2,0.5926
20980.9065,1.031257,2,0.6487
20980.9741,1.029437,2,0.706
20981.0417,1.027626,2,0.7573
20981.1093,1.023931,2,0.7999
20981.1769,1.017096,2,0.8338
20981.2445,1.014522,2,0.8602
20981.312,1.012208,2,0.8802
20981.3796,1.004017,2,0.895
20981.4472,1.001966,2,0.9049
20981.5148,1.006727,2,0.9108
20981.5824,1.00674,2,0.9152
20981.6499,1.004901,2,0.9221
20981.7175,1.003054,2,0.9318
20981.7851,1.005234,2,0.9414
20981.8527,1.003816,2,0.9489
20981.9203,1.006225,2,0.9542
20981.9878,1.005854,2,0.9579
20982.0554,1.003333,2,0.9605
20982.123,1.001012,2,0.9621
20982.1906,1.000754,2,0.9633
20982.2582,1.007738,2,0.9644
20982.3258,1.005174,2,0.9659
20982.3933,1.002218,2,0.968
20982.4609,1.004938,2,0.9705
20982.5285,1.006621,2,0.9731
20982.5961,1.007027,2,0.9753
20982.6637,0.999673,2,0.9771
20982.7312,1.00087,2,0.9786
20982.7988,1.003057,2,0.9797
20982.8664,0.999465,2,0.9805
20982.934,1.00174,2,0.9809
20983.0016,0.998124,2,0.9809
20983.0692,0.996057,2,0.9803
20983.1367,1.001815,2,0.9789
20983.2043,0.99883,2,0.9767
20983.2719,0.999423,2,0.9741
20983.3395,0.998181,2,0.972
20983.4071,0.997269,2,0.9712
20983.4746,0.993423,2,0.9718
20983.5422,0.996886,2,0.9737
20983.6098,0.999754,2,0.9762
20983.6774,0.993605,2,0.9779
20983.745,0.992759,2,0.9783
20983.8125,0.994087,2,0.9769
20983.8801,0.995469,2,0.973
20983.9477,0.999585,2,0.9648
20984.0153,0.991041,2,0.9505
20984.0829,0.9913,2,0.9326
20984.1505,0.996293,2,0.9217
20984.218,1.007029,2,0.9271
20984.2856,1.004439,2,0.9443
20984.3532,1.005754,2,0.9612
20984.4208,0.994716,2,0.9726
20984.4884,0.999951,2,0.9793
20984.5559,1.002039,2,0.9833
20984.6235,1.000372,2,0.9858
20984.6911,1.00082,2,0.9874
20984.7587,0.994796,2,0.9885
20984.8263,0.99953,2,0.9892
20984.8938,0.999016,2,0.9896
20984.9614,1.00044,2,0.9897
20985.029,0.997104,2,0.9895
20985.0966,0.994813,2,0.9889
20985.1642,0.995616,2,0.9879
20985.2318,0.996852,2,0.986
20985.2993,0.99645,2,0.9828
20985.3669,0.997142,2,0.9783
20985.4345,0.99593,2,0.973
20985.5021,0.995281,2,0.9687
20985.5697,1.001696,2,0.9677
20985.6372,1.003332,2,0.9714
20985.7048,1.003329,2,0.9776
20985.7724,1.003246,2,0.9831
20985.84,1.001331,2,0.9867
20985.9076,1.0014,2,0.9888
20985.9752,1.000132,2,0.99
20986.0427,1.001419,2,0.9904
20986.1103,1.002413,2,0.9901
20986.1779,0.999074,2,0.9892
20986.2455,0.99902,2,0.9875
20986.3131,0.994369,2,0.9853
20986.3806,0.994322,2,0.9838
20986.4482,1.000169,2,0.9841
20986.5158,1.004924,2,0.9862
20986.5834,0.994521,2,0.9887
20986.651,0.996665,2,0.9908
20986.7185,1.001748,2,0.9923
20986.7861,0.997188,2,0.9932
20986.8537,1.000718,2,0.9939
20986.9213,0.9951,2,0.9943
20986.9889,0.998498,2,0.9947
20987.0565,0.998205,2,0.9949
20987.124,0.998635,2,0.9951
20987.1916,1.003354,2,0.9951
20987.2592,1.002962,2,0.9951
20987.3268,0.999128,2,0.9951
20987.3944,0.998711,2,0.9949
20987.4619,0.999162,2,0.9946
20987.5295,1.002741,2,0.9941
20987.5971,0.999956,2,0.9933
20987.6647,0.998632,2,0.9923
20987.7323,0.998875,2,0.9915
20987.7998,0.997164,2,0.9914
20987.8674,0.995334,2,0.9921
20987.935,0.99588,2,0.9931
20988.0026,0.995609,2,0.9941
20988.0702,0.999973,2,0.9947
20988.1378,0.998778,2,0.9952
20988.2053,0.998309,2,0.9955
20988.2729,0.999845,2,0.9957
20988.3405,0.999125,2,0.9958
20988.4081,1.003068,2,0.9959
20988.4757,0.996541,2,0.9959
20988.5432,1.00415,2,0.9959
20988.6108,0.999247,2,0.9958
20988.6784,0.999639,2,0.9957
20988.746,1.000679,2,0.9956
20988.8136,0.999109,2,0.9954
20988.8812,0.998327,2,0.9953
20988.9487,0.999201,2,0.9951
20989.0163,1.000437,2,0.9948
20989.0839,0.993902,2,0.9944
20989.1515,0.999647,2,0.9939
20989.2191,0.999405,2,0.9932
20989.2866,0.998598,2,0.9921
20989.3542,0.999565,2,0.9902
20989.4218,0.999091,2,0.987
20989.4894,0.997477,2,0.9827
20989.557,0.999554,2,0.9798
20989.6245,0.999433,2,0.9804
20989.6921,1.001279,2,0.9837
20989.7597,1.001327,2,0.9872
20989.8273,0.995691,2,0.9893
20989.8949,0.997232,2,0.9903
20989.9625,0.998094,2,0.9903
20990.03,1.000587,2,0.9896
20990.0976,0.994448,2,0.9881
20990.1652,0.993571,2,0.9854
20990.2328,0.99256,2,0.9804
20990.3004,0.988854,2,0.9706
20990.3679,0.995806,2,0.9552
20990.4355,0.990755,2,0.9369
20990.5031,0.998443,2,0.9243
20990.5707,1.002369,2,0.9296
20990.6383,1.002777,2,0.9471
20990.7058,0.999338,2,0.9641
20990.7734,0.996719,2,0.9751
20990.841,0.988421,2,0.981
20990.9086,0.97706,2,0.9839
20990.9762,0.970705,2,0.9848
20991.0438,0.970979,2,0.9844
20991.1113,0.978885,2,0.9834
20991.1789,0.984602,2,0.9829
20991.2465,0.988378,2,0.9831
20991.3141,0.991415,2,0.9837
20991.3817,0.99644,2,0.985
20991.4492,0.99801,2,0.9868
20991.5168,0.999446,2,0.9887
20991.5844,0.999044,2,0.9902
20991.652,1.002185,2,0.9912
20991.7196,1.002062,2,0.9917
20991.7872,1.001622,2,0.9919
20991.8547,1.001656,2,0.9916
20991.9223,1.000504,2,0.9907
20991.9899,1.00189,2,0.9892
20992.0575,0.995996,2,0.9871
20992.1251,0.997898,2,0.9852
20992.1926,0.997918,2,0.9847
20992.2602,1.000488,2,0.9862
20992.3278,1.001131,2,0.9884
20992.3954,1.000345,2,0.9903
20992.463,0.997893,2,0.9915
20992.5305,0.999871,2,0.9922
20992.5981,0.999976,2,0.9925
20992.6657,0.996209,2,0.9925
20992.7333,0.997281,2,0.9924
20992.8009,0.995974,2,0.9921
20992.8685,0.997274,2,0.9917
20992.936,0.997094,2,0.9913
20993.0036,0.997,2,0.9907
20993.0712,0.99916,2,0.9899
20993.1388,1.002525,2,0.9889
20993.2064,0.996884,2,0.9874
20993.2739,0.998657,2,0.9853
20993.3415,0.99819,2,0.9822
20993.4091,0.994793,2,0.9774
20993.4767,0.997386,2,0.9706
20993.5443,0.99955,2,0.9624
20993.6118,1.001256,2,0.955
20993.6794,0.996602,2,0.9494
20993.747,0.9979,2,0.9449
20993.8146,1.00067,2,0.9421
20993.8822,0.999487,2,0.943
20993.9498,0.997182,2,0.9481
20994.0173,1.003012,2,0.9558
20994.0849,1.002991,2,0.9638
20994.1525,1.004248,2,0.9706
20994.2201,1.001138,2,0.9756
20994.2877,1.002647,2,0.979
20994.3552,1.009084,2,0.9814
20994.4228,1.001216,2,0.9828
20994.4904,1.005863,2,0.9837
20994.558,0.994524,2,0.984
20994.6256,0.99874,2,0.9838
20994.6931,1.003124,2,0.9832
20994.7607,1.000377,2,0.982
20994.8283,0.997923,2,0.9803
20994.8959,0.996301,2,0.9781
20994.9635,0.999668,2,0.9763
20995.0311,0.99775,2,0.9755
20995.0986,0.996994,2,0.9753
20995.1662,0.998926,2,0.9749
20995.2338,0.996055,2,0.9736
20995.3014,0.996742,2,0.9713
20995.369,0.996587,2,0.9678
20995.4365,0.997954,2,0.9633
20995.5041,0.999631,2,0.958
20995.5717,1.000935,2,0.9526
20995.6393,1.001576,2,0.9467
20995.7069,0.998267,2,0.9393
20995.7745,1.000577,2,0.9291
20995.842,0.99939,2,0.915
20995.9096,0.996715,2,0.896
20995.9772,0.998529,2,0.8709
20996.0448,0.995972,2,0.839
20996.1124,1.000233,2,0.8023
20996.1799,1.001107,2,0.7671
20996.2475,1.007345,2,0.7438
20996.3151,1.012738,2,0.7411
20996.3827,1.010746,2,0.7594
20996.4503,1.012471,2,0.7908
20996.5178,1.009177,2,0.8251
20996.5854,1.006902,2,0.855
20996.653,1.004766,2,0.8769
20996.7206,1.008513,2,0.8888
20996.7882,0.998389,2,0.8891
20996.8558,0.992578,2,0.8807
20996.9233,1.001041,2,0.8772
20996.9909,1.003849,2,0.8921
20997.0585,1.00735,2,0.9171
20997.1261,1.006876,2,0.9388
20997.1937,1.005109,2,0.953
20997.2612,0.997381,2,0.9619
20997.3288,1.001135,2,0.9674
20997.3964,1.000426,2,0.9705
20997.464,0.998793,2,0.9716
20997.5316,0.999447,2,0.971
20997.5991,1.000168,2,0.9703
20997.6667,0.999552,2,0.9718
20997.7343,0.998845,2,0.9755
20997.8019,1.002282,2,0.9798
20997.8695,0.996388,2,0.9831
20997.9371,0.999321,2,0.9853
20998.0046,1.00196,2,0.9867
20998.0722,1.000747,2,0.9878
20998.1398,0.995706,2,0.9884
20998.2074,0.997131,2,0.9888
20998.275,0.997131,2,0.9889
20998.3425,1.000254,2,0.9886
20998.4101,1.002494,2,0.9879
20998.4777,1.002748,2,0.9867
20998.5453,0.999343,2,0.9855
20998.6129,0.998996,2,0.9849
20998.6805,1.000418,2,0.9855
20998.748,0.998047,2,0.9864
20998.8156,0.995988,2,0.9869
20998.8832,0.995859,2,0.9864
20998.9508,0.997598,2,0.9855
20999.0184,0.998128,2,0.9851
20999.0859,1.002752,2,0.9858
20999.1535,1.00234,2,0.9875
20999.2211,0.999762,2,0.9893
20999.2887,1.002199,2,0.9907
20999.3563,1.001178,2,0.9918
20999.4238,1.003505,2,0.9926
20999.4914,0.999421,2,0.9932
20999.559,1.004374,2,0.9937
20999.6266,0.999035,2,0.9941
20999.6942,0.99828,2,0.9944
20999.7618,1.000154,2,0.9947
20999.8293,0.999999,2,0.9949
20999.8969,1.00234,2,0.9951
20999.9645,0.996898,2,0.9952
21000.0321,1.001104,2,0.9953
21000.0997,0.999936,2,0.9954
21000.1672,0.999004,2,0.9953
21000.2348,0.996509,2,0.9953
21000.3024,0.99838,2,0.9952
21000.37,1.001315,2,0.9951
21000.4376,0.996778,2,0.995
21000.5051,0.998962,2,0.9949
21000.5727,0.998478,2,0.9947
21000.6403,1.002506,2,0.9943
21000.7079,1.000757,2,0.9937
21000.7755,0.998319,2,0.993
21000.8431,1.001277,2,0.9923
21000.9106,1.000493,2,0.9921
21000.9782,1.002374,2,0.9925
21001.0458,1.001619,2,0.9931
21001.1134,1.001471,2,0.9937
21001.181,0.996512,2,0.9941
21001.2485,1.001939,2,0.9942
21001.3161,0.999958,2,0.994
21001.3837,1.001514,2,0.9935
21001.4513,0.997089,2,0.9926
21001.5189,1.001247,2,0.9908
21001.5865,0.99976,2,0.9882
21001.654,0.99626,2,0.9855
21001.7216,0.997102,2,0.9847
21001.7892,1.00068,2,0.9861
21001.8568,0.997591,2,0.9883
21001.9244,0.999091,2,0.9897
21001.9919,1.000947,2,0.9902
21002.0595,1.003249,2,0.9898
21002.1271,1.003723,2,0.9888
21002.1947,0.999662,2,0.9875
21002.2623,1.003293,2,0.987
21002.3298,1.002174,2,0.9876
21002.3974,1.004929,2,0.9891
21002.465,0.999977,2,0.9904
21002.5326,1.000516,2,0.9912
21002.6002,1.004412,2,0.9917
21002.6678,1.002572,2,0.9917
21002.7353,0.997663,2,0.9915
21002.8029,0.998458,2,0.991
21002.8705,1.003655,2,0.9901
21002.9381,0.999181,2,0.9887
21003.0057,0.995651,2,0.9864
21003.0732,0.9996,2,0.9827
21003.1408,0.997236,2,0.9758
21003.2084,0.997419,2,0.963
21003.276,0.995576,2,0.9448
21003.3436,0.996216,2,0.926
21003.4111,1.003887,2,0.9183
21003.4787,1.005987,2,0.9303
21003.5463,1.005865,2,0.9508
21003.6139,1.004697,2,0.9674
21003.6815,1.00315,2,0.9775
21003.7491,1.002307,2,0.9833
21003.8166,0.999363,2,0.9867
21003.8842,1.000391,2,0.9888
21003.9518,0.998414,2,0.9902
21004.0194,0.997755,2,0.9911
21004.087,0.99805,2,0.9917
21004.1545,1.004522,2,0.9922
21004.2221,0.997111,2,0.9925
21004.2897,1.002731,2,0.9926
21004.3573,1.001074,2,0.9926
21004.4249,0.997048,2,0.9924
21004.4925,0.99755,2,0.992
21004.56,0.997207,2,0.9913
21004.6276,1.000578,2,0.9904
21004.6952,1.002747,2,0.9895
21004.7628,0.999368,2,0.9887
21004.8304,1.000759,2,0.9887
21004.8979,1.001179,2,0.9893
21004.9655,1.004103,2,0.9902
21005.0331,0.997241,2,0.991
21005.1007,0.997881,2,0.9914
21005.1683,0.993272,2,0.9916
21005.2358,0.993595,2,0.9915
21005.3034,0.999448,2,0.9913
21005.371,0.99649,2,0.9908
21005.4386,0.996629,2,0.9901
21005.5062,0.996237,2,0.9889
21005.5738,0.997332,2,0.987
21005.6413,0.995585,2,0.9839
21005.7089,0.995515,2,0.9799
21005.7765,1.000952,2,0.9762
21005.8441,1.000509,2,0.9748
21005.9117,0.998175,2,0.9759
21005.9792,1.000037,2,0.9784
21006.0468,0.998092,2,0.9812
21006.1144,1.004279,2,0.9835
21006.182,1.00407,2,0.9853
21006.2496,0.998325,2,0.9864
21006.3171,0.997041,2,0.987
21006.3847,1.000885,2,0.9873
21006.4523,0.999494,2,0.9873
21006.5199,0.992799,2,0.9871
21006.5875,0.997,2,0.9867
21006.6551,0.990106,2,0.9862
21006.7226,0.99409,2,0.9854
21006.7902,0.997104,2,0.9843
21006.8578,0.991489,2,0.9829
21006.9254,0.99777,2,0.9811
21006.993,0.998538,2,0.9793
21007.0605,1.001124,2,0.9777
21007.1281,0.999289,2,0.9765
21007.1957,1.001298,2,0.9752
21007.2633,1.000944,2,0.9737
21007.3309,0.999806,2,0.9721
21007.3985,1.001661,2,0.9707
21007.466,1.002893,2,0.9696
21007.5336,1.002934,2,0.9691
21007.6012,1.001367,2,0.969
21007.6688,0.994992,2,0.9684
21007.7364,0.998787,2,0.9668
21007.8039,0.999152,2,0.9642
21007.8715,1.000363,2,0.9609
21007.9391,0.996762,2,0.9567
21008.0067,1.003522,2,0.9516
21008.0743,0.999964,2,0.9452
21008.1418,0.998537,2,0.9372
21008.2094,0.996499,2,0.9271
21008.277,0.997684,2,0.9141
21008.3446,1.00094,2,0.8973
21008.4122,0.996428,2,0.8758
21008.4798,0.997329,2,0.8487
21008.5473,0.991952,2,0.8161
21008.6149,0.991484,2,0.7813
21008.6825,0.998566,2,0.7513
21008.7501,0.997421,2,0.7342
21008.8177,1.009269,2,0.735
21008.8852,1.012417,2,0.7519
21008.9528,1.010639,2,0.7776
21009.0204,1.011393,2,0.8039
21009.088,1.006254,2,0.8254
21009.1556,1.00479,2,0.84
21009.2231,1.002846,2,0.8475
21009.2907,0.997435,2,0.8483
21009.3583,0.993605,2,0.8427
21009.4259,0.996244,2,0.8304
21009.4935,0.996228,2,0.8108
21009.5611,0.994279,2,0.7832
21009.6286,0.992072,2,0.7466
21009.6962,0.992569,2,0.6992
21009.7638,0.992857,2,0.6382
21009.8314,0.992588,2,0.5642
21009.899,0.967411,1,0.7262
21009.9665,0.980875,1,0.6914
21010.0341,0.999873,1,0.6741
21010.1017,0.999004,1,0.6746
21010.1693,1.010681,1,0.6934
21010.2369,1.022768,1,0.7281
21010.3045,1.018656,1,0.7711
21010.372,1.016976,2,0.5671
21010.4396,1.00471,2,0.6408
21010.5072,0.991471,2,0.7045
21010.5748,0.996381,2,0.7566
21010.6424,0.991108,2,0.7983
21010.7099,0.99212,2,0.8313
21010.7775,0.991403,2,0.8575
21010.8451,0.993068,2,0.8784
21010.9127,0.997762,2,0.8952
21010.9803,0.999782,2,0.9088
21011.0478,0.998207,2,0.92
21011.1154,0.997421,2,0.9292
21011.183,1.002045,2,0.9368
21011.2506,1.001871,2,0.9432
21011.3182,1.002544,2,0.9487
21011.3858,1.002832,2,0.9533
21011.4533,1.001675,2,0.9573
21011.5209,1.002617,2,0.9608
21011.5885,1.003145,2,0.9637
21011.6561,1.004442,2,0.9662
21011.7237,1.000799,2,0.9685
21011.7912,0.999177,2,0.9707
21011.8588,1.00018,2,0.9728
21011.9264,1.005422,2,0.9747
21011.994,0.999421,2,0.9763
21012.0616,1.000496,2,0.9778
21012.1291,0.993696,2,0.979
21012.1967,1.000667,2,0.9802
21012.2643,0.992587,2,0.9812
21012.3319,0.996991,2,0.982
21012.3995,0.995003,2,0.9827
21012.4671,0.993299,2,0.9833
21012.5346,0.99882,2,0.9837
21012.6022,0.997197,2,0.984
21012.6698,1.000217,2,0.9844
21012.7374,0.997556,2,0.9848
21012.805,1.000444,2,0.9851
21012.8725,0.995274,2,0.9853
21012.9401,0.998887,2,0.9854
21013.0077,0.998782,2,0.9851
21013.0753,0.998147,2,0.9844
21013.1429,0.998707,2,0.9831
21013.2105,0.997941,2,0.9811
21013.278,0.999423,2,0.9787
21013.3456,0.996242,2,0.977
21013.4132,0.993236,2,0.9764
21013.4808,0.996593,2,0.9768
21013.5484,0.995301,2,0.9777
21013.6159,0.994778,2,0.9789
21013.6835,0.99812,2,0.9805
21013.7511,0.990627,2,0.9822
21013.8187,0.99419,2,0.9833
21013.8863,0.995492,2,0.9835
21013.9538,0.993895,2,0.9826
21014.0214,0.997414,2,0.9816
21014.089,0.996121,2,0.9817
21014.1566,0.999261,2,0.9831
21014.2242,1.002132,2,0.9853
21014.2918,1.003342,2,0.9873
21014.3593,1.002186,2,0.9889
21014.4269,0.997858,2,0.9899
21014.4945,0.997038,2,0.9905
21014.5621,0.998367,2,0.9907
21014.6297,0.996269,2,0.9908
21014.6972,0.995116,2,0.9907
21014.7648,0.996352,2,0.9904
21014.8324,0.99845,2,0.9899
21014.9,0.99891,2,0.9894
21014.9676,0.997367,2,0.9891
21015.0351,0.99818,2,0.9891
21015.1027,0.997001,2,0.9894
21015.1703,0.999597,2,0.9901
21015.2379,0.997341,2,0.9908
21015.3055,1.001433,2,0.9914
21015.3731,0.998291,2,0.9916
21015.4406,0.995615,2,0.9915
21015.5082,0.999914,2,0.9912
21015.5758,0.998113,2,0.9909
21015.6434,1.000023,2,0.9909
21015.711,1.000741,2,0.9911
21015.7785,1.003152,2,0.9912
21015.8461,1.002144,2,0.9912
21015.9137,0.994166,2,0.9909
21015.9813,0.996711,2,0.9902
21016.0489,1.001442,2,0.989
21016.1165,0.999857,2,0.9871
21016.184,1.002256,2,0.9839
21016.2516,1.001365,2,0.9782
21016.3192,0.991168,2,0.9679
21016.3868,0.996317,2,0.9512
21016.4544,0.997178,2,0.9332
21016.5219,1.004174,2,0.9258
21016.5895,1.006144,2,0.9353
21016.6571,1.007674,2,0.9529
21016.7247,1.004953,2,0.9673
21016.7923,1.000928,2,0.9755
21016.8598,0.999136,2,0.9792
21016.9274,0.999776,2,0.98
21016.995,0.999716,2,0.9789
21017.0626,1.000981,2,0.9774
21017.1302,1.00413,2,0.9771
21017.1978,0.998391,2,0.9786
21017.2653,1.000141,2,0.9812
21017.3329,0.997432,2,0.9842
21017.4005,0.994116,2,0.9869
21017.4681,0.993211,2,0.9891
21017.5357,0.992764,2,0.9908
21017.6032,0.992368,2,0.992
21017.6708,0.996569,2,0.9929
21017.7384,0.998387,2,0.9935
21017.806,0.993333,2,0.9939
21017.8736,1.001102,2,0.994
21017.9411,0.997083,2,0.9938
21018.0087,1.001101,2,0.9932
21018.0763,0.999375,2,0.9921
21018.1439,1.000757,2,0.9906
21018.2115,1.001922,2,0.9895
21018.2791,0.999804,2,0.9896
21018.3466,1.00314,2,0.9907
21018.4142,0.998894,2,0.992
21018.4818,1.003184,2,0.9929
21018.5494,0.998535,2,0.9936
21018.617,0.997655,2,0.994
21018.6845,0.998864,2,0.9944
21018.7521,0.998196,2,0.9949
21018.8197,0.994477,2,0.9954
21018.8873,0.99524,2,0.9958
21018.9549,1.00314,2,0.9961
21019.0225,1.003173,2,0.9963
21019.09,1.002676,2,0.9965
21019.1576,1.001997,2,0.9965
21019.2252,0.997324,2,0.9965
