species,lam_nm,e_low,log_gf,vturb,clean,corr
Fe1,379.1505,2.559193,-1.9761,3.00,no,-0.0464
Fe1,379.2154,2.727567,-1.4260,0.75,no,-0.0238
Fe1,379.2154,2.727567,-1.4260,1.50,no,-0.0340
Fe1,379.2154,2.727567,-1.4260,3.00,no,-0.0523
Fe1,379.2827,2.222730,-2.4959,0.75,no,-0.0110
Fe1,379.2827,2.222730,-2.4959,1.50,no,-0.0179
Fe1,379.2827,2.222730,-2.4959,3.00,no,-0.0312
Fe1,379.3480,2.998070,-1.1300,0.75,no,-0.0238
Fe1,379.3480,2.998070,-1.1300,1.50,no,-0.0353
Fe1,379.3480,2.998070,-1.1300,3.00,no,-0.0582
Fe1,379.3871,2.845066,-1.4010,0.75,no,-0.0244
Fe1,379.3871,2.845066,-1.4010,1.50,no,-0.0369
Fe1,379.3871,2.845066,-1.4010,3.00,no,-0.0610
Fe1,379.4339,2.453451,-1.0059,0.75,no,-0.0199
Fe1,379.4339,2.453451,-1.0059,1.50,no,-0.0302
Fe1,379.4339,2.453451,-1.0059,3.00,no,-0.0529
Fe1,379.5002,0.990119,-0.7410,0.75,no,-0.0097
Fe1,379.5002,0.990119,-0.7410,1.50,no,-0.0174
Fe1,379.5002,0.990119,-0.7410,3.00,no,-0.0327
Fe1,379.7514,3.236747,0.1090,0.75,no,-0.0253
Fe1,379.7514,3.236747,0.1090,1.50,no,-0.0370
Fe1,379.7514,3.236747,0.1090,3.00,no,-0.0603
Fe1,379.7949,2.588127,-1.9941,0.75,no,-0.0168
Fe1,379.7949,2.588127,-1.9941,1.50,no,-0.0261
Fe1,379.7949,2.588127,-1.9941,3.00,no,-0.0455
Fe1,379.8511,0.914610,-1.0880,0.75,no,-0.0104
Fe1,379.8511,0.914610,-1.0880,1.50,no,-0.0186
Fe1,379.8511,0.914610,-1.0880,3.00,no,-0.0347
Fe1,379.9547,0.958165,-0.7960,0.75,no,-0.0095
Fe1,379.9547,0.958165,-0.7960,1.50,no,-0.0171
Fe1,379.9547,0.958165,-0.7960,3.00,no,-0.0323
Fe1,380.1679,2.831615,-1.0220,0.75,no,-0.0282
Fe1,380.1679,2.831615,-1.0220,1.50,no,-0.0416
Fe1,380.1679,2.831615,-1.0220,3.00,no,-0.0676
Fe1,380.2278,3.300950,-1.2140,0.75,no,-0.0220
Fe1,380.2278,3.300950,-1.2140,1.50,no,-0.0323
Fe1,380.2278,3.300950,-1.2140,3.00,no,-0.0499
Fe1,380.5342,3.301430,0.3129,0.75,no,-0.0353
Fe1,380.5342,3.301430,0.3129,1.50,no,-0.0477
Fe1,380.5342,3.301430,0.3129,3.00,no,-0.0744
Fe1,380.6695,3.267140,0.0170,0.75,no,-0.0283
Fe1,380.6695,3.267140,0.0170,1.50,no,-0.0404
Fe1,380.6695,3.267140,0.0170,3.00,no,-0.0665
Fe1,380.7537,2.222730,-0.9910,0.75,no,-0.0244
Fe1,380.7537,2.222730,-0.9910,1.50,no,-0.0341
Fe1,380.7537,2.222730,-0.9910,3.00,no,-0.0543
Fe1,380.8281,3.017275,-1.9370,0.75,no,-0.0193
Fe1,380.8281,3.017275,-1.9370,1.50,no,-0.0280
Fe1,380.8281,3.017275,-1.9370,3.00,no,-0.0426
Fe1,380.8728,2.559193,-1.1230,0.75,no,-0.0302
Fe1,380.8728,2.559193,-1.1230,1.50,no,-0.0429
Fe1,380.8728,2.559193,-1.1230,3.00,no,-0.0681
Fe1,380.9564,2.998070,-1.5530,0.75,no,-0.0233
Fe1,380.9564,2.998070,-1.5530,1.50,no,-0.0336
Fe1,380.9564,2.998070,-1.5530,3.00,no,-0.0518
Fe1,381.0755,3.300950,-0.8971,0.75,no,-0.0309
Fe1,381.0755,3.300950,-0.8971,1.50,no,-0.0446
Fe1,381.0755,3.300950,-0.8971,3.00,no,-0.0738
Fe1,381.1034,2.727567,-2.3070,0.75,no,-0.0146
Fe1,381.1034,2.727567,-2.3070,1.50,no,-0.0222
Fe1,381.1034,2.727567,-2.3070,3.00,no,-0.0356
Fe1,381.1891,2.758600,-1.4150,0.75,no,-0.0197
Fe1,381.1891,2.758600,-1.4150,1.50,no,-0.0293
Fe1,381.1891,2.758600,-1.4150,3.00,no,-0.0481
Fe1,381.2964,0.958165,-1.0470,0.75,no,-0.0199
Fe1,381.2964,0.958165,-1.0470,1.50,no,-0.0303
Fe1,381.2964,0.958165,-1.0470,3.00,no,-0.0489
Fe1,381.3058,2.588127,-1.0739,0.75,no,-0.0114
Fe1,381.3058,2.588127,-1.0739,1.50,no,-0.0186
Fe1,381.3058,2.588127,-1.0739,3.00,no,-0.0330
Fe1,381.3634,2.692430,-1.3910,0.75,no,-0.0231
Fe1,381.3634,2.692430,-1.3910,1.50,no,-0.0348
Fe1,381.3634,2.692430,-1.3910,3.00,no,-0.0587
Fe1,381.3883,3.634380,-0.7979,0.75,no,-0.0306
Fe1,381.3883,3.634380,-0.7979,1.50,no,-0.0442
Fe1,381.3883,3.634380,-0.7979,3.00,no,-0.0664
Fe1,381.3932,2.432715,-2.2430,0.75,no,-0.0122
Fe1,381.3932,2.432715,-2.2430,1.50,no,-0.0196
Fe1,381.3932,2.432715,-2.2430,3.00,no,-0.0351
Fe1,381.4523,1.011064,-2.3691,0.75,no,-0.0093
Fe1,381.4523,1.011064,-2.3691,1.50,no,-0.0149
Fe1,381.4523,1.011064,-2.3691,3.00,no,-0.0247
Fe1,381.5840,1.484877,0.2371,0.75,no,-0.0155
Fe1,381.5840,1.484877,0.2371,1.50,no,-0.0261
Fe1,381.5840,1.484877,0.2371,3.00,no,-0.0479
Fe1,381.6340,2.197885,-1.1948,0.75,no,-0.0127
Fe1,381.6340,2.197885,-1.1948,1.50,no,-0.0206
Fe1,381.6340,2.197885,-1.1948,3.00,no,-0.0363
Fe1,382.0425,0.859003,0.1570,0.75,no,-0.0060
Fe1,382.0425,0.859003,0.1570,1.50,no,-0.0134
Fe1,382.0425,0.859003,0.1570,3.00,no,-0.0268
Fe1,382.1177,3.267140,0.1979,0.75,no,-0.0229
Fe1,382.1177,3.267140,0.1979,1.50,no,-0.0353
Fe1,382.1177,3.267140,0.1979,3.00,no,-0.0626
Fe1,382.1834,2.608523,-1.0969,0.75,no,-0.0114
Fe1,382.1834,2.608523,-1.0969,1.50,no,-0.0194
Fe1,382.1834,2.608523,-1.0969,3.00,no,-0.0359
Fe1,382.4443,0.000000,-1.3420,0.75,no,-0.0084
Fe1,382.4443,0.000000,-1.3420,1.50,no,-0.0167
Fe1,382.4443,0.000000,-1.3420,3.00,no,-0.0327
Fe1,382.5402,2.278623,-2.1490,0.75,no,-0.0085
Fe1,382.5402,2.278623,-2.1490,1.50,no,-0.0171
Fe1,382.5402,2.278623,-2.1490,3.00,no,-0.0344
Fe1,382.5880,0.914610,-0.0242,0.75,no,-0.0047
Fe1,382.5880,0.914610,-0.0242,1.50,no,-0.0140
Fe1,382.5880,0.914610,-0.0242,3.00,no,-0.0291
Fe1,382.6841,2.727567,-1.4530,0.75,no,-0.0141
Fe1,382.6841,2.727567,-1.4530,1.50,no,-0.0240
Fe1,382.6841,2.727567,-1.4530,3.00,no,-0.0460
Fe1,382.7571,2.692430,-1.4239,0.75,no,-0.0146
Fe1,382.7571,2.692430,-1.4239,1.50,no,-0.0247
Fe1,382.7571,2.692430,-1.4239,3.00,no,-0.0453
Fe1,382.7822,1.557370,0.0941,0.75,no,-0.0221
Fe1,382.7822,1.557370,0.0941,1.50,no,-0.0359
Fe1,382.7822,1.557370,0.0941,3.00,no,-0.0666
Fe1,382.8504,2.758600,-2.1960,0.75,no,-0.0111
Fe1,382.8504,2.758600,-2.1960,1.50,no,-0.0186
Fe1,382.8504,2.758600,-2.1960,3.00,no,-0.0337
Fe1,382.9452,3.274011,-1.0600,0.75,no,-0.0198
Fe1,382.9452,3.274011,-1.0600,1.50,no,-0.0387
Fe1,382.9452,3.274011,-1.0600,3.00,no,-0.0784
Fe1,383.0757,2.608523,-1.9410,0.75,no,-0.0180
Fe1,383.0757,2.608523,-1.9410,1.50,no,-0.0281
Fe1,383.0757,2.608523,-1.9410,3.00,no,-0.0488
Fe1,383.0861,2.692430,-1.6740,0.75,no,-0.0186
Fe1,383.0861,2.692430,-1.6740,1.50,no,-0.0289
Fe1,383.0861,2.692430,-1.6740,3.00,no,-0.0499
Fe1,383.3308,2.559193,-1.0258,0.75,no,-0.0125
Fe1,383.3308,2.559193,-1.0258,1.50,no,-0.0204
Fe1,383.3308,2.559193,-1.0258,3.00,no,-0.0369
Fe1,383.4222,0.958165,-0.2690,0.75,no,-0.0069
Fe1,383.4222,0.958165,-0.2690,1.50,no,-0.0145
Fe1,383.4222,0.958165,-0.2690,3.00,no,-0.0277
Fe1,383.6330,3.300950,-0.4400,0.75,no,-0.0174
Fe1,383.6330,3.300950,-0.4400,1.50,no,-0.0272
Fe1,383.6330,3.300950,-0.4400,3.00,no,-0.0493
Fe1,383.7134,2.608523,-1.7770,0.75,no,-0.0178
Fe1,383.7134,2.608523,-1.7770,1.50,no,-0.0271
Fe1,383.7134,2.608523,-1.7770,3.00,no,-0.0457
Fe1,383.9256,3.046894,-0.3300,0.75,no,-0.0159
Fe1,383.9256,3.046894,-0.3300,1.50,no,-0.0248
Fe1,383.9256,3.046894,-0.3300,3.00,no,-0.0438
Fe1,384.0437,0.990119,-0.4970,0.75,no,-0.0078
Fe1,384.0437,0.990119,-0.4970,1.50,no,-0.0158
Fe1,384.0437,0.990119,-0.4970,3.00,no,-0.0287
Fe1,384.1047,1.607909,-0.0441,0.75,no,-0.0139
Fe1,384.1047,1.607909,-0.0441,1.50,no,-0.0229
Fe1,384.1047,1.607909,-0.0441,3.00,no,-0.0415
Fe1,384.2896,2.588127,-2.0131,0.75,no,-0.0205
Fe1,384.2896,2.588127,-2.0131,1.50,no,-0.0314
Fe1,384.2896,2.588127,-2.0131,3.00,no,-0.0569
Fe1,384.2989,2.588127,-2.3620,0.75,no,-0.0191
Fe1,384.2989,2.588127,-2.3620,1.50,no,-0.0293
Fe1,384.2989,2.588127,-2.3620,3.00,no,-0.0469
Fe1,384.3256,3.046894,-0.2410,0.75,no,-0.0248
Fe1,384.3256,3.046894,-0.2410,1.50,no,-0.0365
Fe1,384.3256,3.046894,-0.2410,3.00,no,-0.0615
Fe1,384.5168,2.424218,-1.3942,0.75,no,-0.0233
Fe1,384.5168,2.424218,-1.3942,1.50,no,-0.0343
Fe1,384.5168,2.424218,-1.3942,3.00,no,-0.0591
Fe1,384.5694,3.546549,-1.0391,0.75,no,-0.0228
Fe1,384.5694,3.546549,-1.0391,1.50,no,-0.0324
Fe1,384.5694,3.546549,-1.0391,3.00,no,-0.0484
Fe1,384.6409,3.573248,-0.4740,0.75,no,-0.0292
Fe1,384.6409,3.573248,-0.4740,1.50,no,-0.0414
Fe1,384.6409,3.573248,-0.4740,3.00,no,-0.0633
Fe1,384.6800,3.251509,-0.0160,0.75,no,-0.0446
Fe1,384.6800,3.251509,-0.0160,1.50,no,-0.0664
Fe1,384.6800,3.251509,-0.0160,3.00,no,-0.1282
Fe1,384.6934,2.432715,-2.0030,0.75,no,-0.0181
Fe1,384.6934,2.432715,-2.0030,1.50,no,-0.0275
Fe1,384.6934,2.432715,-2.0030,3.00,no,-0.0457
Fe1,384.9966,1.011064,-0.8630,0.75,no,-0.0080
Fe1,384.9966,1.011064,-0.8630,1.50,no,-0.0148
Fe1,384.9966,1.011064,-0.8630,3.00,no,-0.0262
Fe1,385.0818,0.990119,-1.7340,0.75,no,-0.0118
Fe1,385.0818,0.990119,-1.7340,1.50,no,-0.0188
Fe1,385.0818,0.990119,-1.7340,3.00,no,-0.0313
Fe1,385.2572,2.175963,-1.1850,0.75,no,-0.0199
Fe1,385.2572,2.175963,-1.1850,1.50,no,-0.0289
Fe1,385.2572,2.175963,-1.1850,3.00,no,-0.0477
Fe1,385.4366,3.211216,-1.1020,0.75,no,-0.0171
Fe1,385.4366,3.211216,-1.1020,1.50,no,-0.0269
Fe1,385.4366,3.211216,-1.1020,3.00,no,-0.0458
Fe1,385.6371,0.051570,-1.2800,0.75,no,-0.0090
Fe1,385.6371,0.051570,-1.2800,1.50,no,-0.0175
Fe1,385.6371,0.051570,-1.2800,3.00,no,-0.0340
Fe1,385.9212,2.404094,-0.7490,0.75,no,-0.0125
Fe1,385.9212,2.404094,-0.7490,1.50,no,-0.0215
Fe1,385.9212,2.404094,-0.7490,3.00,no,-0.0396
Fe1,385.9911,0.000000,-0.6980,0.75,no,-0.0079
Fe1,385.9911,0.000000,-0.6980,1.50,no,-0.0167
Fe1,385.9911,0.000000,-0.6980,3.00,no,-0.0337
Fe1,386.3741,2.692430,-1.4310,0.75,no,-0.0204
Fe1,386.3741,2.692430,-1.4310,1.50,no,-0.0306
Fe1,386.3741,2.692430,-1.4310,3.00,no,-0.0499
Fe1,386.5523,1.011064,-0.9500,0.75,no,-0.0080
Fe1,386.5523,1.011064,-0.9500,1.50,no,-0.0147
Fe1,386.5523,1.011064,-0.9500,3.00,no,-0.0260
Fe1,386.7216,3.017275,-0.4500,0.75,no,-0.0282
Fe1,386.7216,3.017275,-0.4500,1.50,no,-0.0417
Fe1,386.7216,3.017275,-0.4500,3.00,no,-0.0694
Fe1,386.7920,2.588127,-1.8459,0.75,no,-0.0191
Fe1,386.7920,2.588127,-1.8459,1.50,no,-0.0281
Fe1,386.7920,2.588127,-1.8459,3.00,no,-0.0452
Fe1,386.9558,2.727567,-1.4060,0.75,no,-0.0270
Fe1,386.9558,2.727567,-1.4060,1.50,no,-0.0383
Fe1,386.9558,2.727567,-1.4060,3.00,no,-0.0576
Fe1,386.9607,2.727567,-1.8100,0.75,no,-0.0116
Fe1,386.9607,2.727567,-1.8100,1.50,no,-0.0186
Fe1,386.9607,2.727567,-1.8100,3.00,no,-0.0337
Fe1,387.1748,2.948817,-0.8410,0.75,no,-0.0213
Fe1,387.1748,2.948817,-0.8410,1.50,no,-0.0390
Fe1,387.1748,2.948817,-0.8410,3.00,no,-0.0813
Fe1,387.2501,0.990119,-0.8919,0.75,no,-0.0084
Fe1,387.2501,0.990119,-0.8919,1.50,no,-0.0159
Fe1,387.2501,0.990119,-0.8919,3.00,no,-0.0270
Fe1,387.2921,2.727567,-1.7460,0.75,no,-0.0124
Fe1,387.2921,2.727567,-1.7460,1.50,no,-0.0210
Fe1,387.2921,2.727567,-1.7460,3.00,no,-0.0389
Fe1,387.3760,2.432715,-0.8758,0.75,no,-0.0203
Fe1,387.3760,2.432715,-0.8758,1.50,no,-0.0302
Fe1,387.3760,2.432715,-0.8758,3.00,no,-0.0511
Fe1,387.6040,1.011064,-2.8870,0.75,no,-0.0047
Fe1,387.6040,1.011064,-2.8870,1.50,no,-0.0095
Fe1,387.6040,1.011064,-2.8870,3.00,no,-0.0188
Fe1,387.8018,0.958165,-0.8960,0.75,no,-0.0081
Fe1,387.8018,0.958165,-0.8960,1.50,no,-0.0154
Fe1,387.8018,0.958165,-0.8960,3.00,no,-0.0271
Fe1,387.8573,0.087286,-1.3790,0.75,no,-0.0200
Fe1,387.8573,0.087286,-1.3790,1.50,no,-0.0434
Fe1,387.8573,0.087286,-1.3790,3.00,no,-0.0902
Fe1,387.8671,2.453451,-0.9541,0.75,no,-0.0116
Fe1,387.8671,2.453451,-0.9541,1.50,no,-0.0186
Fe1,387.8671,2.453451,-0.9541,3.00,no,-0.0337
Fe1,387.8726,3.274011,-0.4419,0.75,no,-0.0177
Fe1,387.8726,3.274011,-0.4419,1.50,no,-0.0289
Fe1,387.8726,3.274011,-0.4419,3.00,no,-0.0475
Fe1,388.3280,3.251509,-0.6930,0.75,no,-0.0269
Fe1,388.3280,3.251509,-0.6930,1.50,no,-0.0533
Fe1,388.3280,3.251509,-0.6930,3.00,no,-0.1079
Fe1,388.4358,2.692430,-1.0900,0.75,no,-0.0218
Fe1,388.4358,2.692430,-1.0900,1.50,no,-0.0331
Fe1,388.4358,2.692430,-1.0900,3.00,no,-0.0555
Fe1,388.5145,2.990377,-1.8781,0.75,no,-0.0129
Fe1,388.5145,2.990377,-1.8781,1.50,no,-0.0232
Fe1,388.5145,2.990377,-1.8781,3.00,no,-0.0438
Fe1,388.5510,2.424218,-1.0850,0.75,no,-0.0223
Fe1,388.5510,2.424218,-1.0850,1.50,no,-0.0354
Fe1,388.5510,2.424218,-1.0850,3.00,no,-0.0696
Fe1,388.6282,0.051570,-1.0549,0.75,no,-0.0093
Fe1,388.6282,0.051570,-1.0549,1.50,no,-0.0207
Fe1,388.6282,0.051570,-1.0549,3.00,no,-0.0433
Fe1,388.7048,0.914610,-1.0910,0.75,no,-0.0085
Fe1,388.7048,0.914610,-1.0910,1.50,no,-0.0160
Fe1,388.7048,0.914610,-1.0910,3.00,no,-0.0277
Fe1,388.8513,1.607909,-0.5470,0.75,no,-0.0177
Fe1,388.8513,1.607909,-0.5470,1.50,no,-0.0280
Fe1,388.8513,1.607909,-0.5470,3.00,no,-0.0503
Fe1,388.8821,3.017275,-0.8770,0.75,no,-0.0159
Fe1,388.8821,3.017275,-0.8770,1.50,no,-0.0255
Fe1,388.8821,3.017275,-0.8770,3.00,no,-0.0460
Fe1,389.0840,2.727567,-1.3130,0.75,no,-0.0239
Fe1,389.0840,2.727567,-1.3130,1.50,no,-0.0347
Fe1,389.0840,2.727567,-1.3130,3.00,no,-0.0542
Fe1,389.1926,3.414925,-0.7330,0.75,no,-0.0304
Fe1,389.1926,3.414925,-0.7330,1.50,no,-0.0436
Fe1,389.1926,3.414925,-0.7330,3.00,no,-0.0658
Fe1,389.3309,2.831615,-1.5110,0.75,no,-0.0116
Fe1,389.3309,2.831615,-1.5110,1.50,no,-0.0186
Fe1,389.3309,2.831615,-1.5110,3.00,no,-0.0337
Fe1,389.3390,2.948817,-0.6020,0.75,no,-0.0334
Fe1,389.3390,2.948817,-0.6020,1.50,no,-0.0515
Fe1,389.3390,2.948817,-0.6020,3.00,no,-0.0842
Fe1,389.3912,2.432715,-1.8648,0.75,no,-0.0258
Fe1,389.3912,2.432715,-1.8648,1.50,no,-0.0387
Fe1,389.3912,2.432715,-1.8648,3.00,no,-0.0620
Fe1,389.4011,3.300950,-0.9311,0.75,no,-0.0470
Fe1,389.4011,3.300950,-0.9311,1.50,no,-0.0989
Fe1,389.4011,3.300950,-0.9311,3.00,no,-0.2650
Fe1,389.5656,0.110115,-1.6680,0.75,no,-0.0097
Fe1,389.5656,0.110115,-1.6680,1.50,no,-0.0181
Fe1,389.5656,0.110115,-1.6680,3.00,no,-0.0340
Fe1,389.7448,2.948817,-1.2780,0.75,no,-0.0278
Fe1,389.7448,2.948817,-1.2780,1.50,no,-0.0514
Fe1,389.7448,2.948817,-1.2780,3.00,no,-0.1009
Fe1,389.7889,2.692430,-0.7359,0.75,no,-0.0337
Fe1,389.7889,2.692430,-0.7359,1.50,no,-0.0492
Fe1,389.7889,2.692430,-0.7359,3.00,no,-0.0757
Fe1,389.8009,1.011064,-2.0400,0.75,no,-0.0077
Fe1,389.8009,1.011064,-2.0400,1.50,no,-0.0129
Fe1,389.8009,1.011064,-2.0400,3.00,no,-0.0192
Fe1,389.9028,2.453451,-1.8060,0.75,no,-0.0150
Fe1,389.9028,2.453451,-1.8060,1.50,no,-0.0242
Fe1,389.9028,2.453451,-1.8060,3.00,no,-0.0433
Fe1,389.9707,0.087286,-1.5150,0.75,no,-0.0100
Fe1,389.9707,0.087286,-1.5150,1.50,no,-0.0193
Fe1,389.9707,0.087286,-1.5150,3.00,no,-0.0371
Fe1,390.0515,3.240996,-1.0400,0.75,no,-0.0194
Fe1,390.0515,3.240996,-1.0400,1.50,no,-0.0300
Fe1,390.0515,3.240996,-1.0400,3.00,no,-0.0507
Fe1,390.2945,1.557370,-0.4420,0.75,no,-0.0144
Fe1,390.2945,1.557370,-0.4420,1.50,no,-0.0232
Fe1,390.2945,1.557370,-0.4420,3.00,no,-0.0414
Fe1,390.3898,2.990377,-0.8050,0.75,no,-0.0257
Fe1,390.3898,2.990377,-0.8050,1.50,no,-0.0462
Fe1,390.3898,2.990377,-0.8050,3.00,no,-0.0940
Fe1,390.6479,0.110115,-2.2130,0.75,no,-0.0092
Fe1,390.6479,0.110115,-2.2130,1.50,no,-0.0169
Fe1,390.6479,0.110115,-2.2130,3.00,no,-0.0298
Fe1,390.6747,3.300950,-0.9460,0.75,no,-0.0261
Fe1,390.6747,3.300950,-0.9460,1.50,no,-0.0406
Fe1,390.6747,3.300950,-0.9460,3.00,no,-0.0757
Fe1,390.7465,2.758600,-1.8840,0.75,no,-0.0216
Fe1,390.7465,2.758600,-1.8840,1.50,no,-0.0310
Fe1,390.7465,2.758600,-1.8840,3.00,no,-0.0471
Fe1,390.7934,2.758600,-1.1159,0.75,no,-0.0289
Fe1,390.7934,2.758600,-1.1159,1.50,no,-0.0409
Fe1,390.7934,2.758600,-1.1159,3.00,no,-0.0622
Fe1,390.9829,2.845066,-1.3171,0.75,no,-0.0282
Fe1,390.9829,2.845066,-1.3171,1.50,no,-0.0404
Fe1,390.9829,2.845066,-1.3171,3.00,no,-0.0618
Fe1,391.0844,2.758600,-1.5480,0.75,no,-0.0290
Fe1,391.0844,2.758600,-1.5480,1.50,no,-0.0405
Fe1,391.0844,2.758600,-1.5480,3.00,no,-0.0678
Fe1,391.0998,3.211216,-1.2570,0.75,no,-0.0274
Fe1,391.0998,3.211216,-1.2570,1.50,no,-0.0395
Fe1,391.0998,3.211216,-1.2570,3.00,no,-0.0656
Fe1,391.3631,2.278623,-1.5060,0.75,no,-0.0258
Fe1,391.3631,2.278623,-1.5060,1.50,no,-0.0356
Fe1,391.3631,2.278623,-1.5060,3.00,no,-0.0537
Fe1,391.6730,3.236747,-0.6039,0.75,no,-0.0286
Fe1,391.6730,3.236747,-0.6039,1.50,no,-0.0419
Fe1,391.6730,3.236747,-0.6039,3.00,no,-0.0667
Fe1,391.7180,0.990119,-2.1500,0.75,no,-0.0067
Fe1,391.7180,0.990119,-2.1500,1.50,no,-0.0114
Fe1,391.7180,0.990119,-2.1500,3.00,no,-0.0162
Fe1,391.8314,2.484393,-1.3800,0.75,no,-0.0291
Fe1,391.8314,2.484393,-1.3800,1.50,no,-0.0444
Fe1,391.8314,2.484393,-1.3800,3.00,no,-0.0777
Fe1,391.8415,2.845066,-1.0110,0.75,no,-0.0542
Fe1,391.8415,2.845066,-1.0110,1.50,no,-0.0789
Fe1,391.8415,2.845066,-1.0110,3.00,no,-0.1277
Fe1,391.8641,3.017647,-0.7240,0.75,no,-0.0352
Fe1,391.8641,3.017647,-0.7240,1.50,no,-0.0562
Fe1,391.8641,3.017647,-0.7240,3.00,no,-0.1033
Fe1,391.9065,2.990377,-1.1130,0.75,no,-0.0292
Fe1,391.9065,2.990377,-1.1130,1.50,no,-0.0471
Fe1,391.9065,2.990377,-1.1130,3.00,no,-0.0817
Fe1,392.0257,0.121267,-1.7340,0.75,no,-0.0102
Fe1,392.0257,0.121267,-1.7340,1.50,no,-0.0191
Fe1,392.0257,0.121267,-1.7340,3.00,no,-0.0358
Fe1,392.0836,3.265733,-1.3270,0.75,no,-0.0209
Fe1,392.0836,3.265733,-1.3270,1.50,no,-0.0326
Fe1,392.0836,3.265733,-1.3270,3.00,no,-0.0542
Fe1,392.1272,2.559193,-2.8510,0.75,no,-0.0097
Fe1,392.1272,2.559193,-2.8510,1.50,no,-0.0167
Fe1,392.1272,2.559193,-2.8510,3.00,no,-0.0290
Fe1,392.2911,0.051570,-1.6260,0.75,no,-0.0096
Fe1,392.2911,0.051570,-1.6260,1.50,no,-0.0182
Fe1,392.2911,0.051570,-1.6260,3.00,no,-0.0346
Fe1,392.5643,2.831615,-1.0311,0.75,no,-0.0266
Fe1,392.5643,2.831615,-1.0311,1.50,no,-0.0394
Fe1,392.5643,2.831615,-1.0311,3.00,no,-0.0656
Fe1,392.5941,2.858076,-0.9359,0.75,no,-0.0338
Fe1,392.5941,2.858076,-0.9359,1.50,no,-0.0490
Fe1,392.5941,2.858076,-0.9359,3.00,no,-0.0772
Fe1,392.6013,3.240996,-0.9301,0.75,no,-0.0116
Fe1,392.6013,3.240996,-0.9301,1.50,no,-0.0186
Fe1,392.6013,3.240996,-0.9301,3.00,no,-0.0337
Fe1,392.7919,0.110115,-1.5220,0.75,no,-0.0108
Fe1,392.7919,0.110115,-1.5220,1.50,no,-0.0205
Fe1,392.7919,0.110115,-1.5220,3.00,no,-0.0393
Fe1,392.8083,3.211216,-0.7700,0.75,no,-0.0173
Fe1,392.8083,3.211216,-0.7700,1.50,no,-0.0280
Fe1,392.8083,3.211216,-0.7700,3.00,no,-0.0480
Fe1,392.9116,2.758600,-1.8810,0.75,no,-0.0196
Fe1,392.9116,2.758600,-1.8810,1.50,no,-0.0320
Fe1,392.9116,2.758600,-1.8810,3.00,no,-0.0555
Fe1,392.9208,3.251509,-1.3610,0.75,no,-0.0242
Fe1,392.9208,3.251509,-1.3610,1.50,no,-0.0372
Fe1,392.9208,3.251509,-1.3610,3.00,no,-0.0581
Fe1,393.0296,0.087286,-1.4910,0.75,no,-0.0100
Fe1,393.0296,0.087286,-1.4910,1.50,no,-0.0193
Fe1,393.0296,0.087286,-1.4910,3.00,no,-0.0371
Fe1,393.1117,3.265733,-1.2499,0.75,no,-0.0179
Fe1,393.1117,3.265733,-1.2499,1.50,no,-0.0283
Fe1,393.1117,3.265733,-1.2499,3.00,no,-0.0480
Fe1,393.2627,2.727567,-1.1620,0.75,no,-0.0255
Fe1,393.2627,2.727567,-1.1620,1.50,no,-0.0373
Fe1,393.2627,2.727567,-1.1620,3.00,no,-0.0596
Fe1,393.3599,3.071364,-1.1630,0.75,no,-0.0263
Fe1,393.3599,3.071364,-1.1630,1.50,no,-0.0387
Fe1,393.3599,3.071364,-1.1630,3.00,no,-0.0616
Fe1,393.5812,2.831615,-0.8779,0.75,no,-0.0283
Fe1,393.5812,2.831615,-0.8779,1.50,no,-0.0407
Fe1,393.5812,2.831615,-0.8779,3.00,no,-0.0651
Fe1,393.7327,2.692430,-1.4591,0.75,yes,-0.0336
Fe1,393.7327,2.692430,-1.4591,1.50,yes,-0.0457
Fe1,393.7327,2.692430,-1.4591,3.00,yes,-0.0668
Fe1,394.0877,0.958165,-2.4940,0.75,no,-0.0043
Fe1,394.0877,0.958165,-2.4940,1.50,no,-0.0080
Fe1,394.0877,0.958165,-2.4940,3.00,no,-0.0119
Fe1,394.1275,3.265733,-1.0299,0.75,no,-0.0275
Fe1,394.1275,3.265733,-1.0299,1.50,no,-0.0400
Fe1,394.1275,3.265733,-1.0299,3.00,no,-0.0628
Fe1,394.2365,2.990377,-2.0740,0.75,no,-0.0116
Fe1,394.2365,2.990377,-2.0740,1.50,no,-0.0186
Fe1,394.2365,2.990377,-2.0740,3.00,no,-0.0337
Fe1,394.2439,2.845066,-0.9500,0.75,no,-0.0331
Fe1,394.2439,2.845066,-0.9500,1.50,no,-0.0487
Fe1,394.2439,2.845066,-0.9500,3.00,no,-0.0729
Fe1,394.3340,2.197885,-2.3450,0.75,no,-0.0137
Fe1,394.3340,2.197885,-2.3450,1.50,no,-0.0209
Fe1,394.3340,2.197885,-2.3450,3.00,no,-0.0348
Fe1,394.4889,2.990377,-1.4440,0.75,no,-0.0305
Fe1,394.4889,2.990377,-1.4440,1.50,no,-0.0474
Fe1,394.4889,2.990377,-1.4440,3.00,no,-0.0755
Fe1,394.5117,2.758600,-1.4600,0.75,no,-0.0299
Fe1,394.5117,2.758600,-1.4600,1.50,no,-0.0408
Fe1,394.5117,2.758600,-1.4600,3.00,no,-0.0590
Fe1,394.6994,3.211216,-0.9981,0.75,no,-0.0293
Fe1,394.6994,3.211216,-0.9981,1.50,no,-0.0416
