species,lam_nm,e_low,log_gf,vturb,clean,corr
Fe1,298.6456,0.110115,-3.0310,0.75,no,-0.0081
Fe1,298.6456,0.110115,-3.0310,1.50,no,-0.0142
Fe1,298.6456,0.110115,-3.0310,3.00,no,-0.0235
Fe1,298.7290,0.914610,-1.3080,0.75,no,-0.0077
Fe1,298.7290,0.914610,-1.3080,1.50,no,-0.0153
Fe1,298.7290,0.914610,-1.3080,3.00,no,-0.0295
Fe1,298.8472,1.484877,-2.1830,0.75,no,-0.0179
Fe1,298.8472,1.484877,-2.1830,1.50,no,-0.0265
Fe1,298.8472,1.484877,-2.1830,3.00,no,-0.0424
Fe1,298.8944,2.727567,-2.0160,0.75,no,-0.0125
Fe1,298.8944,2.727567,-2.0160,1.50,no,-0.0203
Fe1,298.8944,2.727567,-2.0160,3.00,no,-0.0346
Fe1,299.4427,0.051570,-0.5300,0.75,no,-0.0071
Fe1,299.4427,0.051570,-0.5300,1.50,no,-0.0146
Fe1,299.4427,0.051570,-0.5300,3.00,no,-0.0289
Fe1,299.4502,0.121267,-2.1930,0.75,no,-0.0063
Fe1,299.4502,0.121267,-2.1930,1.50,no,-0.0146
Fe1,299.4502,0.121267,-2.1930,3.00,no,-0.0299
Fe1,299.6385,2.424218,-0.9410,0.75,no,-0.0114
Fe1,299.6385,2.424218,-0.9410,1.50,no,-0.0198
Fe1,299.6385,2.424218,-0.9410,3.00,no,-0.0360
Fe1,299.9511,0.859003,-0.5980,0.75,no,-0.0070
Fe1,299.9511,0.859003,-0.5980,1.50,no,-0.0150
Fe1,299.9511,0.859003,-0.5980,3.00,no,-0.0303
Fe1,300.0451,1.484877,-1.0950,0.75,no,-0.0129
Fe1,300.0451,1.484877,-1.0950,1.50,no,-0.0233
Fe1,300.0451,1.484877,-1.0950,3.00,no,-0.0433
Fe1,300.0948,0.087286,-0.5740,0.75,no,-0.0050
Fe1,300.0948,0.087286,-0.5740,1.50,no,-0.0135
Fe1,300.0948,0.087286,-0.5740,3.00,no,-0.0293
Fe1,300.3031,0.958165,-1.2950,0.75,no,-0.0079
Fe1,300.3031,0.958165,-1.2950,1.50,no,-0.0155
Fe1,300.3031,0.958165,-1.2950,3.00,no,-0.0298
Fe1,300.4113,2.432715,-1.3810,0.75,no,-0.0196
Fe1,300.4113,2.432715,-1.3810,1.50,no,-0.0292
Fe1,300.4113,2.432715,-1.3810,3.00,no,-0.0476
Fe1,300.5303,2.404094,-1.2240,0.75,no,-0.0250
Fe1,300.5303,2.404094,-1.2240,1.50,no,-0.0357
Fe1,300.5303,2.404094,-1.2240,3.00,no,-0.0561
Fe1,300.7145,1.484877,-1.1570,0.75,no,-0.0130
Fe1,300.7145,1.484877,-1.1570,1.50,no,-0.0220
Fe1,300.7145,1.484877,-1.1570,3.00,no,-0.0393
Fe1,300.7282,0.087286,-1.7230,0.75,no,-0.0189
Fe1,300.7282,0.087286,-1.7230,1.50,no,-0.0321
Fe1,300.7282,0.087286,-1.7230,3.00,no,-0.0598
Fe1,300.8138,0.110115,-0.8220,0.75,no,-0.0059
Fe1,300.8138,0.110115,-0.8220,1.50,no,-0.0149
Fe1,300.8138,0.110115,-0.8220,3.00,no,-0.0314
Fe1,300.9093,2.404094,-0.9350,0.75,no,-0.0175
Fe1,300.9093,2.404094,-0.9350,1.50,no,-0.0291
Fe1,300.9093,2.404094,-0.9350,3.00,no,-0.0578
Fe1,300.9569,0.914610,-0.7571,0.75,no,-0.0074
Fe1,300.9569,0.914610,-0.7571,1.50,no,-0.0153
Fe1,300.9569,0.914610,-0.7571,3.00,no,-0.0305
Fe1,301.1481,2.758600,-0.3330,0.75,no,-0.0160
Fe1,301.1481,2.758600,-0.3330,1.50,no,-0.0244
Fe1,301.1481,2.758600,-0.3330,3.00,no,-0.0405
Fe1,301.4173,0.958165,-2.7570,0.75,no,-0.0108
Fe1,301.4173,0.958165,-2.7570,1.50,no,-0.0170
Fe1,301.4173,0.958165,-2.7570,3.00,no,-0.0289
Fe1,301.6185,0.990119,-1.4410,0.75,no,-0.0075
Fe1,301.6185,0.990119,-1.4410,1.50,no,-0.0148
Fe1,301.6185,0.990119,-1.4410,3.00,no,-0.0282
Fe1,301.7627,0.110115,-1.5390,0.75,no,-0.0065
Fe1,301.7627,0.110115,-1.5390,1.50,no,-0.0144
Fe1,301.7627,0.110115,-1.5390,3.00,no,-0.0287
Fe1,301.8983,0.958165,-1.0060,0.75,no,-0.0072
Fe1,301.8983,0.958165,-1.0060,1.50,no,-0.0158
Fe1,301.8983,0.958165,-1.0060,3.00,no,-0.0321
Fe1,301.9288,2.453451,-1.4550,0.75,no,-0.0250
Fe1,301.9288,2.453451,-1.4550,1.50,no,-0.0425
Fe1,301.9288,2.453451,-1.4550,3.00,no,-0.0905
Fe1,302.0491,0.087286,-0.8770,0.75,no,-0.0013
Fe1,302.0491,0.087286,-0.8770,1.50,no,-0.0122
Fe1,302.0491,0.087286,-0.8770,3.00,no,-0.0318
Fe1,302.0639,0.000000,-0.0291,0.75,no,0.0305
Fe1,302.0639,0.000000,-0.0291,1.50,no,0.0098
Fe1,302.0639,0.000000,-0.0291,3.00,no,-0.0257
Fe1,302.1073,0.051570,-0.3460,0.75,no,-0.0050
Fe1,302.1073,0.051570,-0.3460,1.50,no,-0.0135
Fe1,302.1073,0.051570,-0.3460,3.00,no,-0.0294
Fe1,302.4033,0.110115,-1.4811,0.75,no,-0.0110
Fe1,302.4033,0.110115,-1.4811,1.50,no,-0.0203
Fe1,302.4033,0.110115,-1.4811,3.00,no,-0.0382
Fe1,302.5280,0.914610,-2.6880,0.75,no,-0.0088
Fe1,302.5280,0.914610,-2.6880,1.50,no,-0.0165
Fe1,302.5280,0.914610,-2.6880,3.00,no,-0.0310
Fe1,302.5636,2.404094,0.0200,0.75,no,-0.0300
Fe1,302.5636,2.404094,0.0200,1.50,no,-0.0481
Fe1,302.5636,2.404094,0.0200,3.00,no,-0.0837
Fe1,302.5842,0.121267,-0.8459,0.75,no,-0.0027
Fe1,302.5842,0.121267,-0.8459,1.50,no,-0.0146
Fe1,302.5842,0.121267,-0.8459,3.00,no,-0.0343
Fe1,302.6462,0.990119,-1.1221,0.75,no,-0.0080
Fe1,302.6462,0.990119,-1.1221,1.50,no,-0.0157
Fe1,302.6462,0.990119,-1.1221,3.00,no,-0.0302
Fe1,302.9234,1.557370,-2.1720,0.75,no,-0.0159
Fe1,302.9234,1.557370,-2.1720,1.50,no,-0.0240
Fe1,302.9234,1.557370,-2.1720,3.00,no,-0.0396
Fe1,303.0148,2.432715,-0.1170,0.75,no,-0.0224
Fe1,303.0148,2.432715,-0.1170,1.50,no,-0.0329
Fe1,303.0148,2.432715,-0.1170,3.00,no,-0.0528
Fe1,303.1637,1.011064,-1.2439,0.75,no,-0.0084
Fe1,303.1637,1.011064,-1.2439,1.50,no,-0.0157
Fe1,303.1637,1.011064,-1.2439,3.00,no,-0.0294
Fe1,303.3100,2.424218,-1.6620,0.75,no,-0.0231
Fe1,303.3100,2.424218,-1.6620,1.50,no,-0.0439
Fe1,303.3100,2.424218,-1.6620,3.00,no,-0.0829
Fe1,303.7389,0.110115,-0.6960,0.75,no,-0.0054
Fe1,303.7389,0.110115,-0.6960,1.50,no,-0.0132
Fe1,303.7389,0.110115,-0.6960,3.00,no,-0.0276
Fe1,303.7780,0.990119,-2.6230,0.75,no,-0.0070
Fe1,303.7780,0.990119,-2.6230,1.50,no,-0.0145
Fe1,303.7780,0.990119,-2.6230,3.00,no,-0.0289
Fe1,303.9317,2.432715,-1.5400,0.75,no,-0.0172
Fe1,303.9317,2.432715,-1.5400,1.50,no,-0.0265
Fe1,303.9317,2.432715,-1.5400,3.00,no,-0.0451
Fe1,304.0427,0.914610,-1.4270,0.75,no,-0.0073
Fe1,304.0427,0.914610,-1.4270,1.50,no,-0.0145
Fe1,304.0427,0.914610,-1.4270,3.00,no,-0.0279
Fe1,304.1637,1.557370,-1.2760,0.75,no,-0.0117
Fe1,304.1637,1.557370,-1.2760,1.50,no,-0.0199
Fe1,304.1637,1.557370,-1.2760,3.00,no,-0.0354
Fe1,304.1739,0.958165,-1.1870,0.75,no,-0.0150
Fe1,304.1739,0.958165,-1.1870,1.50,no,-0.0296
Fe1,304.1739,0.958165,-1.1870,3.00,no,-0.0596
Fe1,304.2020,1.011064,-1.4870,0.75,no,-0.0081
Fe1,304.2020,1.011064,-1.4870,1.50,no,-0.0161
Fe1,304.2020,1.011064,-1.4870,3.00,no,-0.0307
Fe1,304.2665,0.990119,-1.2958,0.75,no,-0.0076
Fe1,304.2665,0.990119,-1.2958,1.50,no,-0.0148
Fe1,304.2665,0.990119,-1.2958,3.00,no,-0.0283
Fe1,304.5078,0.914610,-2.1680,0.75,no,-0.0097
Fe1,304.5078,0.914610,-2.1680,1.50,no,-0.0166
Fe1,304.5078,0.914610,-2.1680,3.00,no,-0.0288
Fe1,304.5588,2.453451,-1.5650,0.75,no,-0.0150
Fe1,304.5588,2.453451,-1.5650,1.50,no,-0.0241
Fe1,304.5588,2.453451,-1.5650,3.00,no,-0.0419
Fe1,304.7604,0.087286,-0.5530,0.75,no,-0.0056
Fe1,304.7604,0.087286,-0.5530,1.50,no,-0.0133
Fe1,304.7604,0.087286,-0.5530,3.00,no,-0.0277
Fe1,305.3066,2.424218,-0.9709,0.75,no,-0.0302
Fe1,305.3066,2.424218,-0.9709,1.50,no,-0.0565
Fe1,305.3066,2.424218,-0.9709,3.00,no,-0.1095
Fe1,305.3454,1.011064,-3.0870,0.75,no,-0.0087
Fe1,305.3454,1.011064,-3.0870,1.50,no,-0.0146
Fe1,305.3454,1.011064,-3.0870,3.00,no,-0.0265
Fe1,305.5262,1.557370,-1.1780,0.75,no,-0.0161
Fe1,305.5262,1.557370,-1.1780,1.50,no,-0.0251
Fe1,305.5262,1.557370,-1.1780,3.00,no,-0.0433
Fe1,305.7446,0.859003,-0.4030,0.75,no,-0.0076
Fe1,305.7446,0.859003,-0.4030,1.50,no,-0.0156
Fe1,305.7446,0.859003,-0.4030,3.00,no,-0.0310
Fe1,305.9085,0.051570,-0.6860,0.75,no,-0.0053
Fe1,305.9085,0.051570,-0.6860,1.50,no,-0.0135
Fe1,305.9085,0.051570,-0.6860,3.00,no,-0.0287
Fe1,306.0538,2.990377,-1.1780,0.75,no,-0.0140
Fe1,306.0538,2.990377,-1.1780,1.50,no,-0.0229
Fe1,306.0538,2.990377,-1.1780,3.00,no,-0.0399
Fe1,306.0983,1.557370,-2.0491,0.75,no,-0.0103
Fe1,306.0983,1.557370,-2.0491,1.50,no,-0.0180
Fe1,306.0983,1.557370,-2.0491,3.00,no,-0.0337
Fe1,306.6479,2.727567,-1.0460,0.75,no,-0.0120
Fe1,306.6479,2.727567,-1.0460,1.50,no,-0.0197
Fe1,306.6479,2.727567,-1.0460,3.00,no,-0.0346
Fe1,306.6999,3.267140,-0.5041,0.75,no,-0.0122
Fe1,306.6999,3.267140,-0.5041,1.50,no,-0.0210
Fe1,306.6999,3.267140,-0.5041,3.00,no,-0.0378
Fe1,306.7119,1.607909,-1.4150,0.75,no,-0.0636
Fe1,306.7119,1.607909,-1.4150,1.50,no,-0.1066
Fe1,306.7119,1.607909,-1.4150,3.00,no,-0.4518
Fe1,306.7244,0.914610,-0.5110,0.75,no,-0.0092
Fe1,306.7244,0.914610,-0.5110,1.50,no,-0.0179
Fe1,306.7244,0.914610,-0.5110,3.00,no,-0.0348
Fe1,306.8173,1.607909,-1.3280,0.75,no,-0.0122
Fe1,306.8173,1.607909,-1.3280,1.50,no,-0.0199
Fe1,306.8173,1.607909,-1.3280,3.00,no,-0.0356
Fe1,307.3979,2.692430,-1.3110,0.75,no,-0.0161
Fe1,307.3979,2.692430,-1.3110,1.50,no,-0.0246
Fe1,307.3979,2.692430,-1.3110,3.00,no,-0.0406
Fe1,307.5720,0.958165,-0.6521,0.75,no,-0.0082
Fe1,307.5720,0.958165,-0.6521,1.50,no,-0.0157
Fe1,307.5720,0.958165,-0.6521,3.00,no,-0.0300
Fe1,307.8016,0.958165,-2.5090,0.75,no,-0.0110
Fe1,307.8016,0.958165,-2.5090,1.50,no,-0.0174
Fe1,307.8016,0.958165,-2.5090,3.00,no,-0.0282
Fe1,307.8432,2.484393,-1.1880,0.75,no,-0.0280
Fe1,307.8432,2.484393,-1.1880,1.50,no,-0.0514
Fe1,307.8432,2.484393,-1.1880,3.00,no,-0.0974
Fe1,307.9989,3.301430,-0.8841,0.75,no,-0.0186
Fe1,307.9989,3.301430,-0.8841,1.50,no,-0.0272
Fe1,307.9989,3.301430,-0.8841,3.00,no,-0.0432
Fe1,308.3741,0.990119,-0.8799,0.75,no,-0.0083
Fe1,308.3741,0.990119,-0.8799,1.50,no,-0.0156
Fe1,308.3741,0.990119,-0.8799,3.00,no,-0.0295
Fe1,309.0205,2.758600,-1.6220,0.75,no,-0.0163
Fe1,309.0205,2.758600,-1.6220,1.50,no,-0.0246
Fe1,309.0205,2.758600,-1.6220,3.00,no,-0.0397
Fe1,309.1577,1.011064,-1.1009,0.75,no,-0.0086
Fe1,309.1577,1.011064,-1.1009,1.50,no,-0.0160
Fe1,309.1577,1.011064,-1.1009,3.00,no,-0.0299
Fe1,309.2781,0.958165,-3.2200,0.75,no,-0.0057
Fe1,309.2781,0.958165,-3.2200,1.50,no,-0.0110
Fe1,309.2781,0.958165,-3.2200,3.00,no,-0.0219
Fe1,309.3805,1.607909,-2.0369,0.75,no,-0.0181
Fe1,309.3805,1.607909,-2.0369,1.50,no,-0.0272
Fe1,309.3805,1.607909,-2.0369,3.00,no,-0.0460
Fe1,309.5267,2.692430,-1.5160,0.75,no,-0.0223
Fe1,309.5267,2.692430,-1.5160,1.50,no,-0.0318
Fe1,309.5267,2.692430,-1.5160,3.00,no,-0.0479
Fe1,309.8189,2.692430,-0.9240,0.75,no,-0.0145
Fe1,309.8189,2.692430,-0.9240,1.50,no,-0.0228
Fe1,309.8189,2.692430,-0.9240,3.00,no,-0.0392
Fe1,309.9895,1.011064,-1.0790,0.75,no,-0.0087
Fe1,309.9895,1.011064,-1.0790,1.50,no,-0.0163
Fe1,309.9895,1.011064,-1.0790,3.00,no,-0.0305
Fe1,309.9968,0.914610,-0.9720,0.75,no,-0.0269
Fe1,309.9968,0.914610,-0.9720,1.50,no,-0.0518
Fe1,309.9968,0.914610,-0.9720,3.00,no,-0.0981
Fe1,310.0303,0.990119,-0.8700,0.75,no,-0.0149
Fe1,310.0303,0.990119,-0.8700,1.50,no,-0.0327
Fe1,310.0303,0.990119,-0.8700,3.00,no,-0.0703
Fe1,310.0665,0.958165,-0.8660,0.75,no,-0.0178
Fe1,310.0665,0.958165,-0.8660,1.50,no,-0.0377
Fe1,310.0665,0.958165,-0.8660,3.00,no,-0.0832
Fe1,310.0836,2.404094,-1.3630,0.75,no,-0.0257
Fe1,310.0836,2.404094,-1.3630,1.50,no,-0.0456
Fe1,310.0836,2.404094,-1.3630,3.00,no,-0.1036
Fe1,310.1002,2.727567,-1.1440,0.75,no,-0.0109
Fe1,310.1002,2.727567,-1.1440,1.50,no,-0.0187
Fe1,310.1002,2.727567,-1.1440,3.00,no,-0.0339
Fe1,310.2636,0.990119,-3.5180,0.75,no,-0.0059
Fe1,310.2636,0.990119,-3.5180,1.50,no,-0.0116
Fe1,310.2636,0.990119,-3.5180,3.00,no,-0.0230
Fe1,311.2078,2.948817,-1.0770,0.75,yes,-0.0226
Fe1,311.2078,2.948817,-1.0770,1.50,yes,-0.0324
Fe1,311.2078,2.948817,-1.0770,3.00,yes,-0.0494
Fe1,311.6283,2.449580,-1.5760,0.75,no,-0.0180
Fe1,311.6283,2.449580,-1.5760,1.50,no,-0.0277
Fe1,311.6283,2.449580,-1.5760,3.00,no,-0.0463
Fe1,311.6632,1.011064,-1.6550,0.75,no,-0.0090
Fe1,311.6632,1.011064,-1.6550,1.50,no,-0.0162
Fe1,311.6632,1.011064,-1.6550,3.00,no,-0.0294
Fe1,311.7640,0.990119,-3.5040,0.75,no,-0.0041
Fe1,311.7640,0.990119,-3.5040,1.50,no,-0.0096
Fe1,311.7640,0.990119,-3.5040,3.00,no,-0.0211
Fe1,311.9495,2.432715,-0.9630,0.75,no,-0.0209
Fe1,311.9495,2.432715,-0.9630,1.50,no,-0.0309
Fe1,311.9495,2.432715,-0.9630,3.00,no,-0.0496
Fe1,312.0435,2.453451,-1.1290,0.75,no,-0.0214
Fe1,312.0435,2.453451,-1.1290,1.50,no,-0.0313
Fe1,312.0435,2.453451,-1.1290,3.00,no,-0.0497
Fe1,312.5651,0.990119,-1.6630,0.75,no,-0.0123
Fe1,312.5651,0.990119,-1.6630,1.50,no,-0.0200
Fe1,312.5651,0.990119,-1.6630,3.00,no,-0.0342
Fe1,312.5683,2.404094,-0.8649,0.75,no,-0.0116
Fe1,312.5683,2.404094,-0.8649,1.50,no,-0.0186
Fe1,312.5683,2.404094,-0.8649,3.00,no,-0.0337
Fe1,312.9333,1.484877,-2.0308,0.75,no,-0.0183
Fe1,312.9333,1.484877,-2.0308,1.50,no,-0.0264
Fe1,312.9333,1.484877,-2.0308,3.00,no,-0.0413
Fe1,313.2518,3.211216,-0.4570,0.75,no,-0.0206
Fe1,313.2518,3.211216,-0.4570,1.50,no,-0.0299
Fe1,313.2518,3.211216,-0.4570,3.00,no,-0.0472
Fe1,313.4110,0.958165,-1.9820,0.75,no,-0.0081
Fe1,313.4110,0.958165,-1.9820,1.50,no,-0.0146
Fe1,313.4110,0.958165,-1.9820,3.00,no,-0.0265
Fe1,314.2452,2.449580,-1.3900,0.75,no,-0.0206
Fe1,314.2452,2.449580,-1.3900,1.50,no,-0.0303
Fe1,314.2452,2.449580,-1.3900,3.00,no,-0.0488
Fe1,314.2889,2.278623,-1.3780,0.75,no,-0.0236
Fe1,314.2889,2.278623,-1.3780,1.50,no,-0.0350
Fe1,314.2889,2.278623,-1.3780,3.00,no,-0.0562
Fe1,314.3242,0.000000,-3.8799,0.75,no,-0.0019
Fe1,314.3242,0.000000,-3.8799,1.50,no,-0.0052
Fe1,314.3242,0.000000,-3.8799,3.00,no,-0.0130
Fe1,314.3990,3.211216,-0.0890,0.75,no,-0.0209
Fe1,314.3990,3.211216,-0.0890,1.50,no,-0.0304
Fe1,314.3990,3.211216,-0.0890,3.00,no,-0.0478
Fe1,314.5057,2.990377,-1.2070,0.75,no,-0.0259
Fe1,314.5057,2.990377,-1.2070,1.50,no,-0.0356
Fe1,314.5057,2.990377,-1.2070,3.00,no,-0.0523
Fe1,314.7795,3.017647,-1.1030,0.75,yes,-0.0233
Fe1,314.7795,3.017647,-1.1030,1.50,yes,-0.0329
Fe1,314.7795,3.017647,-1.1030,3.00,yes,-0.0496
Fe1,315.1866,0.051570,-3.9911,0.75,no,0.0018
Fe1,315.1866,0.051570,-3.9911,1.50,no,-0.0019
Fe1,315.1866,0.051570,-3.9911,3.00,no,-0.0114
Fe1,315.3200,2.449580,-0.9739,0.75,no,-0.0268
Fe1,315.3200,2.449580,-0.9739,1.50,no,-0.0395
Fe1,315.3200,2.449580,-0.9739,3.00,no,-0.0663
Fe1,315.3314,2.449580,-1.5610,0.75,no,-0.0238
Fe1,315.3314,2.449580,-1.5610,1.50,no,-0.0353
Fe1,315.3314,2.449580,-1.5610,3.00,no,-0.0575
Fe1,315.4496,2.468855,-1.3140,0.75,no,-0.0197
Fe1,315.4496,2.468855,-1.3140,1.50,no,-0.0288
Fe1,315.4496,2.468855,-1.3140,3.00,no,-0.0474
Fe1,315.6274,3.240996,-0.1770,0.75,no,-0.0205
Fe1,315.6274,3.240996,-0.1770,1.50,no,-0.0296
Fe1,315.6274,3.240996,-0.1770,3.00,no,-0.0468
Fe1,315.7036,2.425453,-0.6840,0.75,no,-0.0265
Fe1,315.7036,2.425453,-0.6840,1.50,no,-0.0381
Fe1,315.7036,2.425453,-0.6840,3.00,no,-0.0626
Fe1,315.7144,2.278623,-2.0910,0.75,no,-0.0197
Fe1,315.7144,2.278623,-2.0910,1.50,no,-0.0298
Fe1,315.7144,2.278623,-2.0910,3.00,no,-0.0483
Fe1,315.7885,2.468855,-0.7730,0.75,no,-0.0247
Fe1,315.7885,2.468855,-0.7730,1.50,no,-0.0365
Fe1,315.7885,2.468855,-0.7730,3.00,no,-0.0600
Fe1,315.7987,2.425453,-1.6280,0.75,no,-0.0196
Fe1,315.7987,2.425453,-1.6280,1.50,no,-0.0295
Fe1,315.7987,2.425453,-1.6280,3.00,no,-0.0493
Fe1,316.0657,2.425453,-0.5850,0.75,no,-0.0196
Fe1,316.0657,2.425453,-0.5850,1.50,no,-0.0293
Fe1,316.0657,2.425453,-0.5850,3.00,no,-0.0485
Fe1,316.1371,1.557370,-1.7951,0.75,no,-0.0200
Fe1,316.1371,1.557370,-1.7951,1.50,no,-0.0285
Fe1,316.1371,1.557370,-1.7951,3.00,no,-0.0447
Fe1,316.1946,2.399225,-1.0430,0.75,no,-0.0219
Fe1,316.1946,2.399225,-1.0430,1.50,no,-0.0320
Fe1,316.1946,2.399225,-1.0430,3.00,no,-0.0517
Fe1,316.5858,2.449580,-1.1400,0.75,no,-0.0221
Fe1,316.5858,2.449580,-1.1400,1.50,no,-0.0322
Fe1,316.5858,2.449580,-1.1400,3.00,no,-0.0519
Fe1,316.6435,2.559193,-0.7850,0.75,no,-0.0265
Fe1,316.6435,2.559193,-0.7850,1.50,no,-0.0392
Fe1,316.6435,2.559193,-0.7850,3.00,no,-0.0669
Fe1,316.8854,2.468855,-1.5620,0.75,yes,-0.0227
Fe1,316.8854,2.468855,-1.5620,1.50,yes,-0.0327
Fe1,316.8854,2.468855,-1.5620,3.00,yes,-0.0507
Fe1,317.1351,3.046894,-0.7091,0.75,no,-0.0243
Fe1,317.1351,3.046894,-0.7091,1.50,no,-0.0348
Fe1,317.1351,3.046894,-0.7091,3.00,no,-0.0540
Fe1,317.1663,2.482139,-1.6830,0.75,no,-0.0233
Fe1,317.1663,2.482139,-1.6830,1.50,no,-0.0333
Fe1,317.1663,2.482139,-1.6830,3.00,no,-0.0508
Fe1,317.2084,2.197885,-2.1221,0.75,no,-0.0216
Fe1,317.2084,2.197885,-2.1221,1.50,no,-0.0324
Fe1,317.2084,2.197885,-2.1221,3.00,no,-0.0512
Fe1,317.5310,1.484877,-3.2750,0.75,no,-0.0128
Fe1,317.5310,1.484877,-3.2750,1.50,no,-0.0197
Fe1,317.5310,1.484877,-3.2750,3.00,no,-0.0336
Fe1,317.5445,2.399225,-0.6209,0.75,no,-0.0232
Fe1,317.5445,2.399225,-0.6209,1.50,no,-0.0346
Fe1,317.5445,2.399225,-0.6209,3.00,no,-0.0583
Fe1,317.6360,2.608523,-1.5720,0.75,no,-0.0317
Fe1,317.6360,2.608523,-1.5720,1.50,no,-0.0611
Fe1,317.6360,2.608523,-1.5720,3.00,no,-0.1098
Fe1,317.8013,2.399225,-0.7580,0.75,no,-0.0206
Fe1,317.8013,2.399225,-0.7580,1.50,no,-0.0305
Fe1,317.8013,2.399225,-0.7580,3.00,no,-0.0502
Fe1,318.0223,2.449580,-0.2190,0.75,no,-0.0202
Fe1,318.0223,2.449580,-0.2190,1.50,no,-0.0304
Fe1,318.0223,2.449580,-0.2190,3.00,no,-0.0502
Fe1,318.0755,0.087286,-3.0299,0.75,no,-0.0110
Fe1,318.0755,0.087286,-3.0299,1.50,no,-0.0171
Fe1,318.0755,0.087286,-3.0299,3.00,no,-0.0263
Fe1,318.1519,2.588127,-0.8550,0.75,no,-0.0330
Fe1,318.1519,2.588127,-0.8550,1.50,no,-0.0599
Fe1,318.1519,2.588127,-0.8550,3.00,no,-0.1136
Fe1,318.1912,2.468855,-1.8690,0.75,no,-0.0192
Fe1,318.1912,2.468855,-1.8690,1.50,no,-0.0292
Fe1,318.1912,2.468855,-1.8690,3.00,no,-0.0516
Fe1,318.2056,2.425453,-1.3550,0.75,no,-0.0227
Fe1,318.2056,2.425453,-1.3550,1.50,no,-0.0337
Fe1,318.2056,2.425453,-1.3550,3.00,no,-0.0598
Fe1,318.2971,2.851248,-0.8210,0.75,no,-0.0226
Fe1,318.2971,2.851248,-0.8210,1.50,no,-0.0328
Fe1,318.2971,2.851248,-0.8210,3.00,no,-0.0521
Fe1,318.4895,0.051570,-2.6020,0.75,no,-0.0117
Fe1,318.4895,0.051570,-2.6020,1.50,no,-0.0193
Fe1,318.4895,0.051570,-2.6020,3.00,no,-0.0314
Fe1,318.8568,2.399225,-1.0760,0.75,no,-0.0218
Fe1,318.8568,2.399225,-1.0760,1.50,no,-0.0323
Fe1,318.8568,2.399225,-1.0760,3.00,no,-0.0551
Fe1,318.8819,2.482139,-0.7150,0.75,no,-0.0228
Fe1,318.8819,2.482139,-0.7150,1.50,no,-0.0337
Fe1,318.8819,2.482139,-0.7150,3.00,no,-0.0570
Fe1,319.0650,3.046894,-1.0152,0.75,no,-0.0239
Fe1,319.0650,3.046894,-1.0152,1.50,no,-0.0346
Fe1,319.0650,3.046894,-1.0152,3.00,no,-0.0540
Fe1,319.0817,3.046894,-1.1180,0.75,no,-0.0292
Fe1,319.0817,3.046894,-1.1180,1.50,no,-0.0406
Fe1,319.0817,3.046894,-1.1180,3.00,no,-0.0611
Fe1,319.1659,0.000000,-2.5960,0.75,no,-0.0128
Fe1,319.1659,0.000000,-2.5960,1.50,no,-0.0210
Fe1,319.1659,0.000000,-2.5960,3.00,no,-0.0351
Fe1,319.2800,2.482139,-0.4170,0.75,no,-0.0211
Fe1,319.2800,2.482139,-0.4170,1.50,no,-0.0319
Fe1,319.2800,2.482139,-0.4170,3.00,no,-0.0535
Fe1,319.3226,0.000000,-2.2150,0.75,no,-0.0226
Fe1,319.3226,0.000000,-2.2150,1.50,no,-0.0341
Fe1,319.3226,0.000000,-2.2150,3.00,no,-0.0548
Fe1,319.3300,2.468855,-0.4830,0.75,no,-0.0140
Fe1,319.3300,2.468855,-0.4830,1.50,no,-0.0220
Fe1,319.3300,2.468855,-0.4830,3.00,no,-0.0379
Fe1,319.4424,2.468855,-1.3050,0.75,no,-0.0183
Fe1,319.4424,2.468855,-1.3050,1.50,no,-0.0275
Fe1,319.4424,2.468855,-1.3050,3.00,no,-0.0462
Fe1,319.6122,2.832550,-0.7141,0.75,no,-0.0214
Fe1,319.6122,2.832550,-0.7141,1.50,no,-0.0312
Fe1,319.6122,2.832550,-0.7141,3.00,no,-0.0502
Fe1,319.6927,2.425453,0.0031,0.75,no,-0.0206
Fe1,319.6927,2.425453,0.0031,1.50,no,-0.0306
Fe1,319.6927,2.425453,0.0031,3.00,no,-0.0490
Fe1,319.6987,0.051570,-2.8280,0.75,no,-0.0150
Fe1,319.6987,0.051570,-2.8280,1.50,no,-0.0227
Fe1,319.6987,0.051570,-2.8280,3.00,no,-0.0383
Fe1,319.9499,0.110115,-3.0250,0.75,no,-0.0116
Fe1,319.9499,0.110115,-3.0250,1.50,no,-0.0186
Fe1,319.9499,0.110115,-3.0250,3.00,no,-0.0337
Fe1,319.9530,2.425453,-0.5110,0.75,no,-0.0185
Fe1,319.9530,2.425453,-0.5110,1.50,no,-0.0271
Fe1,319.9530,2.425453,-0.5110,3.00,no,-0.0429
Fe1,320.0784,0.087286,-3.5650,0.75,no,-0.0055
Fe1,320.0784,0.087286,-3.5650,1.50,no,-0.0096
Fe1,320.0784,0.087286,-3.5650,3.00,no,-0.0176
Fe1,320.2556,3.046894,-1.1770,0.75,no,-0.0268
Fe1,320.2556,3.046894,-1.1770,1.50,no,-0.0368
Fe1,320.2556,3.046894,-1.1770,3.00,no,-0.0540
Fe1,320.5398,2.482139,-0.3451,0.75,no,-0.0196
Fe1,320.5398,2.482139,-0.3451,1.50,no,-0.0293
Fe1,320.5398,2.482139,-0.3451,3.00,no,-0.0483
