wavelength_air_A,flux
8.210343262779966608e+03,9.972862601280212402e-01
8.210353140025703397e+03,9.967792034149169922e-01
8.210363017295205282e+03,9.962764382362365723e-01
8.210373553075534801e+03,9.958336949348449707e-01
8.210383430394154857e+03,9.954885244369506836e-01
8.210393966226873090e+03,9.950907826423645020e-01
8.210403843594607679e+03,9.947845339775085449e-01
8.210414379479714626e+03,9.946022033691406250e-01
8.210424256896561928e+03,9.948122501373291016e-01
8.210434134337177966e+03,9.949057102203369141e-01
8.210444670300026701e+03,9.950075745582580566e-01
8.210454547789755452e+03,9.954451918601989746e-01
8.210465083804996539e+03,9.954268336296081543e-01
8.210474961343841642e+03,9.951478242874145508e-01
8.210485497411471442e+03,9.954352974891662598e-01
8.210495374999431078e+03,9.955104589462280273e-01
8.210505252611159449e+03,9.947745800018310547e-01
8.210515788756532856e+03,9.945394992828369141e-01
8.210525666417379398e+03,9.949247241020202637e-01
8.210536202615141519e+03,9.944499135017395020e-01
8.210546080325106232e+03,9.940136075019836426e-01
8.210556616575262524e+03,9.941786527633666992e-01
8.210566494334345407e+03,9.942235946655273438e-01
8.210576372117189749e+03,9.939745068550109863e-01
8.210586908445091467e+03,9.933819770812988281e-01
8.210596786277057618e+03,9.926410317420959473e-01
8.210607322657353507e+03,9.921389818191528320e-01
8.210617200538437828e+03,9.917579293251037598e-01
8.210627736971122431e+03,9.912937879562377930e-01
8.210637614901328561e+03,9.910161495208740234e-01
8.210647492855301607e+03,9.911625385284423828e-01
8.210658029365733455e+03,9.907525777816772461e-01
8.210667907368824672e+03,9.893420338630676270e-01
8.210678443931652509e+03,9.886749982833862305e-01
8.210688321983865535e+03,9.888421297073364258e-01
8.210698858599087544e+03,9.884846806526184082e-01
8.210708736700420559e+03,9.881337285041809082e-01
8.210718614825520490e+03,9.886630773544311523e-01
8.210729151518489743e+03,9.891595244407653809e-01
8.210739029692709664e+03,9.890357851982116699e-01
8.210749566438078546e+03,9.892001152038574219e-01
8.210759444661420275e+03,9.892590641975402832e-01
8.210769981459183327e+03,9.888654947280883789e-01
8.210779859731646866e+03,9.888536334037780762e-01
8.210789738027880958e+03,9.891900420188903809e-01
8.210800274903393074e+03,9.891297817230224609e-01
8.210810153248748975e+03,9.889628291130065918e-01
8.210820690176660719e+03,9.892325401306152344e-01
8.210830568571138429e+03,9.896035790443420410e-01
8.210841105551446162e+03,9.901328086853027344e-01
8.210850983995045681e+03,9.902585744857788086e-01
8.210860862462415753e+03,9.902122020721435547e-01
8.210871399520474370e+03,9.909680485725402832e-01
8.210881278036969888e+03,9.919047951698303223e-01
8.210891815147428133e+03,9.924343824386596680e-01
8.210901693713045461e+03,9.931326508522033691e-01
8.210912230875903333e+03,9.939333200454711914e-01
8.210922109490646108e+03,9.948089718818664551e-01
8.210931988129153979e+03,9.952982664108276367e-01
8.210942525369768191e+03,9.952242970466613770e-01
8.210952404057405147e+03,9.953422546386718750e-01
8.210962941350417168e+03,9.952701926231384277e-01
8.210972820087177752e+03,9.945294260978698730e-01
8.210983357432591220e+03,9.932593703269958496e-01
8.210993236218479069e+03,9.920320510864257812e-01
8.211003115028135653e+03,9.914503693580627441e-01
8.211013652451305461e+03,9.905112981796264648e-01
8.211023531310085673e+03,9.891198277473449707e-01
8.211034068785656928e+03,9.873997569084167480e-01
8.211043947693568043e+03,9.850780963897705078e-01
8.211054485221540745e+03,9.824846982955932617e-01
8.211064364178577307e+03,9.800112843513488770e-01
8.211074243159386242e+03,9.773501157760620117e-01
8.211084780765115283e+03,9.743952751159667969e-01
8.211094659795053303e+03,9.719311594963073730e-01
8.211105197453185610e+03,9.698427319526672363e-01
8.211115076532247258e+03,9.676963686943054199e-01
8.211125614242782831e+03,9.664568901062011719e-01
8.211135493370975382e+03,9.672897458076477051e-01
8.211145372522936668e+03,9.694501757621765137e-01
8.211155910311235857e+03,9.714349508285522461e-01
8.211165789512328047e+03,9.734968543052673340e-01
8.211176327353026863e+03,9.759566783905029297e-01
8.211186206603248138e+03,9.783047437667846680e-01
