wavelength_air_A,model_flux
8.211117999999803942e+03,9.872249764364605662e-01
8.211119999999802531e+03,9.871128113590206254e-01
8.211121999999802938e+03,9.870054322035017869e-01
8.211123999999801526e+03,9.869027758229568237e-01
8.211125999999801934e+03,9.868047434715031541e-01
8.211127999999800522e+03,9.867112006242360067e-01
8.211129999999800930e+03,9.866219770915315435e-01
8.211131999999799518e+03,9.865368671470637896e-01
8.211133999999799926e+03,9.864556295467149516e-01
8.211135999999798514e+03,9.863779875235404448e-01
8.211137999999798922e+03,9.863036288947163444e-01
8.211139999999797510e+03,9.862322063451768317e-01
8.211141999999797918e+03,9.861633378898613245e-01
8.211143999999796506e+03,9.860966075076419424e-01
8.211145999999796913e+03,9.860315660132974447e-01
8.211147999999795502e+03,9.859677322549535994e-01
8.211149999999795909e+03,9.859045946780625735e-01
8.211151999999794498e+03,9.858416131892366874e-01
8.211153999999794905e+03,9.857782211709221754e-01
8.211155999999793494e+03,9.857138275400615379e-01
8.211157999999793901e+03,9.856478187857291573e-01
8.211159999999792490e+03,9.855795610066476753e-01
8.211161999999792897e+03,9.855084019563062903e-01
8.211163999999791486e+03,9.854336731595907395e-01
8.211165999999791893e+03,9.853546922364595506e-01
8.211167999999790482e+03,9.852707656610190101e-01
8.211169999999790889e+03,9.851811921178400544e-01
8.211171999999789477e+03,9.850852663040309265e-01
8.211173999999789885e+03,9.849822827801270053e-01
8.211175999999788473e+03,9.848715394018311420e-01
8.211177999999788881e+03,9.847523402729159159e-01
8.211179999999787469e+03,9.846239983917228766e-01
8.211181999999787877e+03,9.844858383750841879e-01
8.211183999999786465e+03,9.843371993706515610e-01
8.211185999999786873e+03,9.841774381125015791e-01
8.211187999999785461e+03,9.840059319038022556e-01
8.211189999999785869e+03,9.838220815098539518e-01
8.211191999999784457e+03,9.836253142957445128e-01
8.211193999999784864e+03,9.834150881489315266e-01
8.211195999999783453e+03,9.831908964352592539e-01
8.211197999999783860e+03,9.829522732726240219e-01
8.211199999999782449e+03,9.826987979373539295e-01
8.211201999999782856e+03,9.824300975225839228e-01
8.211203999999781445e+03,9.821458483196414679e-01
8.211205999999781852e+03,9.818457769373096777e-01
8.211207999999780441e+03,9.815296620451887666e-01
8.211209999999780848e+03,9.811973367051725070e-01
8.211211999999779437e+03,9.808486908645946967e-01
8.211213999999779844e+03,9.804836735784089319e-01
8.211215999999778433e+03,9.801022949502750103e-01
8.211217999999778840e+03,9.797046282315257093e-01
8.211219999999777428e+03,9.792908125643456918e-01
8.211221999999777836e+03,9.788610564234196953e-01
8.211223999999776424e+03,9.784156407606375838e-01
8.211225999999776832e+03,9.779549206105134784e-01
8.211227999999775420e+03,9.774793245242390238e-01
8.211229999999775828e+03,9.769893527236941377e-01
8.211231999999774416e+03,9.764855753024964669e-01
8.211233999999774824e+03,9.759686312909408024e-01
8.211235999999773412e+03,9.754392283408340747e-01
8.211237999999773820e+03,9.748981424239456794e-01
8.211239999999772408e+03,9.743462171514771786e-01
8.211241999999772815e+03,9.737843626885431814e-01
8.211243999999771404e+03,9.732135544353531786e-01
8.211245999999771811e+03,9.726348314733946898e-01
8.211247999999770400e+03,9.720492946063742368e-01
8.211249999999770807e+03,9.714581036146298088e-01
8.211251999999769396e+03,9.708624735592475963e-01
8.211253999999769803e+03,9.702636702865077289e-01
8.211255999999768392e+03,9.696630056216819504e-01
8.211257999999768799e+03,9.690618327196355297e-01
8.211259999999767388e+03,9.684615417122584002e-01
8.211261999999767795e+03,9.678635555431643889e-01
8.211263999999766384e+03,9.672693257403527367e-01
8.211265999999766791e+03,9.666803279085220968e-01
8.211267999999765379e+03,9.660980566458029495e-01
8.211269999999765787e+03,9.655240195955400173e-01
8.211271999999764375e+03,9.649597305639978639e-01
8.211273999999764783e+03,9.644067020273612290e-01
8.211275999999763371e+03,9.638664377964343277e-01
8.211277999999763779e+03,9.633404264276932416e-01
8.211279999999762367e+03,9.628301356118345034e-01
8.211281999999762775e+03,9.623370070156016531e-01
8.211283999999761363e+03,9.618624511211889550e-01
8.211285999999761771e+03,9.614078418033986662e-01
8.211287999999760359e+03,9.609745109351444103e-01
8.211289999999760767e+03,9.605637431876679067e-01
8.211291999999759355e+03,9.601767707493523707e-01
8.211293999999759762e+03,9.598147672147127052e-01
8.211295999999758351e+03,9.594788400581349963e-01
8.211297999999758758e+03,9.591700223084994592e-01
8.211299999999757347e+03,9.588892649117495282e-01
8.211301999999757754e+03,9.586374314927443852e-01
8.211303999999756343e+03,9.584152956617113528e-01
8.211305999999756750e+03,9.582235400018577209e-01
8.211307999999755339e+03,9.580627551280219700e-01
8.211309999999755746e+03,9.579334381574592383e-01
8.211311999999754335e+03,9.578359906811509950e-01
8.211313999999754742e+03,9.577707169920827157e-01
8.211315999999753330e+03,9.577378229051206615e-01
8.211317999999753738e+03,9.577374146286563583e-01
8.211319999999752326e+03,9.577694966417799050e-01
8.211321999999752734e+03,9.578339680304358561e-01
8.211323999999751322e+03,9.579306187148064478e-01
8.211325999999751730e+03,9.580591278839941660e-01
8.211327999999750318e+03,9.582190663849367018e-01
8.211329999999750726e+03,9.584099020386626089e-01
8.211331999999749314e+03,9.586310057115559058e-01
8.211333999999749722e+03,9.588816561717071751e-01
8.211335999999748310e+03,9.591610436153228392e-01
8.211337999999748718e+03,9.594682726564861541e-01
8.211339999999747306e+03,9.598023657022715094e-01
8.211341999999747713e+03,9.601622669415643685e-01
8.211343999999746302e+03,9.605468463610767893e-01
8.211345999999746709e+03,9.609549030437156691e-01
8.211347999999745298e+03,9.613851675191129598e-01
8.211349999999745705e+03,9.618363044829028041e-01
