wavelength_air_A,model_flux
7.436289999999999964e+03,1.000000000000000036e-10
7.436291999999999462e+03,9.972846293280279717e-01
7.436293999999998960e+03,9.972650911828551124e-01
7.436295999999998457e+03,9.972428323399140648e-01
7.436297999999997955e+03,9.972181769152810293e-01
7.436299999999997453e+03,9.971918625271726233e-01
7.436301999999996951e+03,9.971650461326719839e-01
7.436303999999996449e+03,9.971391779910014908e-01
7.436305999999995947e+03,9.971157663024327045e-01
7.436307999999995445e+03,9.970961283129462505e-01
7.436309999999994943e+03,9.970812339184382811e-01
7.436311999999994441e+03,9.970716814545860229e-01
7.436313999999993939e+03,9.970677669470200399e-01
7.436315999999993437e+03,9.970695802908967620e-01
7.436317999999992935e+03,9.970770834355430212e-01
7.436319999999992433e+03,9.970901585182299076e-01
7.436321999999991931e+03,9.971086322371565114e-01
7.436323999999991429e+03,9.971322896939042169e-01
7.436325999999990927e+03,9.971608779484887330e-01
7.436327999999990425e+03,9.971941121862214485e-01
7.436329999999989923e+03,9.972316795733827677e-01
7.436331999999989421e+03,9.972732434046006622e-01
7.436333999999988919e+03,9.973184474745540040e-01
7.436335999999988417e+03,9.973669205382438285e-01
7.436337999999987915e+03,9.974182807484271995e-01
7.436339999999987413e+03,9.974721399824612034e-01
7.436341999999986911e+03,9.975281080003483014e-01
7.436343999999986409e+03,9.975857964088465923e-01
7.436345999999985906e+03,9.976448223749035948e-01
7.436347999999985404e+03,9.977048120475858761e-01
7.436349999999984902e+03,9.977654036429071116e-01
7.436351999999984400e+03,9.978262501350333435e-01
7.436353999999983898e+03,9.978870215402984023e-01
7.436355999999983396e+03,9.979474067695416339e-01
7.436357999999982894e+03,9.980071150610019259e-01
7.436359999999982392e+03,9.980658770197020635e-01
7.436361999999981890e+03,9.981234452670300072e-01
7.436363999999981388e+03,9.981795947280474035e-01
7.436365999999980886e+03,9.982341225591990774e-01
7.436367999999980384e+03,9.982868477409063690e-01
7.436369999999979882e+03,9.983376103809257218e-01
7.436371999999979380e+03,9.983862707686221860e-01
7.436373999999978878e+03,9.984327082412025600e-01
7.436375999999978376e+03,9.984768199008006162e-01
7.436377999999977874e+03,9.985185192105798802e-01
7.436379999999977372e+03,9.985577344956001467e-01
7.436381999999976870e+03,9.985944073649015706e-01
7.436383999999976368e+03,9.986284911029073008e-01
7.436385999999975866e+03,9.986599490822015701e-01
7.436387999999975364e+03,9.986887532385935184e-01
7.436389999999974862e+03,9.987148826225434872e-01
7.436391999999974360e+03,9.987383220046482935e-01
7.436393999999973857e+03,9.987590605334527583e-01
7.436395999999973355e+03,9.987770904651749326e-01
7.436397999999972853e+03,9.987924060050763497e-01
7.436399999999972351e+03,9.988050022922584370e-01
7.436401999999971849e+03,9.988148745194644906e-01
7.436403999999971347e+03,9.988220171698473093e-01
7.436405999999970845e+03,9.988264233470515174e-01
7.436407999999970343e+03,9.988280841933983023e-01
7.436409999999969841e+03,9.988269884143359256e-01
7.436411999999969339e+03,9.988231219176226805e-01
7.436413999999968837e+03,9.988164675664796821e-01
7.436415999999968335e+03,9.988070050151497403e-01
7.436417999999967833e+03,9.987947105848906659e-01
7.436419999999967331e+03,9.987795571714147558e-01
7.436421999999966829e+03,9.987615141950628717e-01
7.436423999999966327e+03,9.987405476218246259e-01
7.436425999999965825e+03,9.987166200597880072e-01
7.436427999999965323e+03,9.986896908967297648e-01
7.436429999999964821e+03,9.986597164545796268e-01
7.436431999999964319e+03,9.986266501474065915e-01
7.436433999999963817e+03,9.985904426574598869e-01
7.436435999999963315e+03,9.985510421532102221e-01
7.436437999999962813e+03,9.985083945454346077e-01
7.436439999999962311e+03,9.984624437703047972e-01
7.436441999999961808e+03,9.984131320748474980e-01
7.436443999999961306e+03,9.983604002937352950e-01
7.436445999999960804e+03,9.983041881455972932e-01
7.436447999999960302e+03,9.982444345775780548e-01
7.436449999999959800e+03,9.981810781768262197e-01
7.436451999999959298e+03,9.981140576215363769e-01
7.436453999999958796e+03,9.980433121128370333e-01
7.436455999999958294e+03,9.979687817697613372e-01
7.436457999999957792e+03,9.978904080078211392e-01
7.436459999999957290e+03,9.978081339564177643e-01
7.436461999999956788e+03,9.977219049519223670e-01
7.436463999999956286e+03,9.976316690866235959e-01
7.436465999999955784e+03,9.975373777850740087e-01
7.436467999999955282e+03,9.974389863785733112e-01
7.436469999999954780e+03,9.973364546822299781e-01
7.436471999999954278e+03,9.972297476079311496e-01
7.436473999999953776e+03,9.971188358303695320e-01
7.436475999999953274e+03,9.970036965092272663e-01
7.436477999999952772e+03,9.968843140295882144e-01
