key,species,wl,gf_ll,gf_synth,dgf,ep,n_comp_ll,n_comp_synth,nist_grade,ll_source,synth_ref,hfs
"(58, 2)",Ce II,5249.91989,-1.36,-1.36,0.0,1.5752,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5252.11232,-1.88,-1.88,0.0,0.6347,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5252.66147,-0.64,-0.64,0.0,1.1551,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5252.817,-1.15,-1.15,0.0,1.327,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5253.53179,-0.97,-0.97,0.0,2.0171,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5258.45636,-1.47,-1.47,0.0,0.7007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5261.63219,-1.81,-1.81,0.0,0.7215,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5262.938,-1.71,-1.71,0.0,1.2962,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5263.19591,-2.43,-2.43,0.0,0.1224,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5265.677,-0.23000000000000004,-0.23000000000000004,0.0,1.2471,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5268.39181,-1.3,-1.3,0.0,1.5824,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5269.53344,-1.97,-1.97,0.0,0.7923,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5275.09618,-1.66,-1.66,0.0,1.2124,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5275.80606,-1.0,-1.0,0.0,1.2788,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5276.74534,-1.61,-1.61,0.0,1.3199,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5278.82365,-1.8,-1.8,0.0,0.6007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5281.71773,-1.11,-1.11,0.0,1.7955,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5286.40596,-1.7,-1.7,0.0,1.2055,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5287.63874,-1.02,-1.02,0.0,1.2124,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5298.04369,-1.39,-1.39,0.0,1.3545,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5304.408,-1.88,-1.88,0.0,1.0418,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5305.35558,-0.8,-0.8,0.0,2.0401,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5318.12749,-0.9,-0.9,0.0,1.666,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5323.583,-1.62,-1.62,0.0,1.1069,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5325.56787,-2.33,-2.33,0.0,0.6213,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5330.87748,-1.39,-1.39,0.0,1.4815,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5333.8793,-1.62,-1.62,0.0,0.893,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5334.56466,-2.1,-2.1,0.0,0.553,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5339.42051,-1.81,-1.81,0.0,0.823,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5343.23576,-1.02,-1.02,0.0,1.6436,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5343.82042,-0.91,-0.91,0.0,1.6772,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5345.06956,-1.77,-1.77,0.0,1.1945,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5345.5117,-2.27,-2.27,0.0,0.521,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5347.80931,-1.7,-1.7,0.0,0.7401,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5354.57749,-1.57,-1.57,0.0,1.2058,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5359.50807,-0.49,-0.49,0.0,1.7838,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5367.9665,-1.27,-1.27,0.0,1.2058,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5378.32511,-0.85,-0.85,0.0,1.77,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5382.98678,-2.31,-2.31,0.0,0.1749,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5384.02377,-1.39,-1.39,0.0,1.4061,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5386.773000000001,-0.71,-0.71,0.0,1.2124,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5386.84163,-2.02,-2.02,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5393.391999999999,-0.05999999999999997,-0.05999999999999997,0.0,1.1031,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5398.508,-1.25,-1.25,0.0,1.2124,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5406.66712,-1.13,-1.13,0.0,1.6436,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5409.229,-0.29000000000000004,-0.29000000000000004,0.0,1.1031,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5410.05617,-1.68,-1.68,0.0,0.893,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5417.83281,-1.46,-1.46,0.0,1.1069,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5422.29501,-2.21,-2.21,0.0,0.7087,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5428.89082,-0.86,-0.86,0.0,1.8133,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5433.927,-1.48,-1.48,0.0,1.3199,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5435.24352,-2.0,-2.0,0.0,0.0,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5446.3891,-1.97,-1.97,0.0,0.6007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5451.13061,-0.73,-0.73,0.0,1.77,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5452.72663,-2.08,-2.08,0.0,0.7215,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5458.11385,-0.4000000000000001,-0.4000000000000001,0.0,2.0514,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5459.095919999999,-1.28,-1.28,0.0,1.5824,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5459.192999999999,-0.33,-0.33,0.0,1.6152,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5460.04674,-1.71,-1.71,0.0,0.529,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5461.1205,-2.66,-2.66,0.0,0.3267,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5464.203,-0.5,-0.5,0.0,1.4202,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5468.371,-0.07000000000000002,-0.07000000000000002,0.0,1.4023,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5472.27911,-0.1,-0.1,0.0,1.2471,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5481.30127,-0.61,-0.61,0.0,1.8133,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5483.678020000001,-1.88,-1.88,0.0,0.9327,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5484.87062,-1.29,-1.29,0.0,1.6264,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5501.33717,-2.59,-2.59,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5505.941,-1.84,-1.84,0.0,0.893,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5509.44543,-0.91,-0.91,0.0,1.8275,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5511.89254,-1.13,-1.13,0.0,1.7479,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5512.00742,-0.87,-0.87,0.0,1.4202,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5512.063999999999,-0.39,-0.39,0.0,1.0081,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5513.118,-1.03,-1.03,0.0,1.4207,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5516.0816,-0.57,-0.57,0.0,1.6152,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5518.35854,-2.03,-2.03,0.0,0.553,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5518.489,-0.65,-0.65,0.0,1.1551,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5521.83786,-0.84,-0.84,0.0,1.9594,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5524.45,-0.95,-0.95,0.0,1.77,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5532.03189,-1.29,-1.29,0.0,1.6956,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5532.2722,-2.68,-2.68,0.0,0.1749,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5535.76634,-2.35,-2.35,0.0,0.6007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5538.98684,-1.08,-1.08,0.0,1.9663,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5543.72255,-1.41,-1.41,0.0,1.2124,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5548.59262,-1.0,-1.0,0.0,1.9312,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5549.98586,-0.85,-0.85,0.0,1.6264,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5550.033,-0.96,-0.96,0.0,1.2788,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5556.76675,-1.33,-1.33,0.0,1.458,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5556.94096,-0.30000000000000004,-0.30000000000000004,0.0,1.8133,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5559.24465,-1.19,-1.19,0.0,1.767,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5561.445,-0.88,-0.88,0.0,1.458,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5582.5557,-0.57,-0.57,0.0,1.666,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5587.19386,-2.27,-2.27,0.0,0.6213,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5594.71219,-0.65,-0.65,0.0,1.7479,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5596.68353,-1.05,-1.05,0.0,1.645,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5597.93113,-2.12,-2.12,0.0,0.7345,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5599.0642,-0.49,-0.49,0.0,1.8764,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5600.172,-1.46,-1.46,0.0,1.4999,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5601.27365,-0.9,-0.9,0.0,1.7838,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5610.48502,-0.76,-0.76,0.0,1.6152,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5610.87391,-0.59,-0.59,0.0,1.6772,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5613.694000000001,-0.64,-0.64,0.0,1.4202,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5614.84584,-1.39,-1.39,0.0,1.4207,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5623.0011,-1.15,-1.15,0.0,0.9563,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5626.731470000001,-1.04,-1.04,0.0,1.6436,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5630.38118,-0.94,-0.94,0.0,1.645,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5638.10753,-1.72,-1.72,0.0,0.6007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5660.476,-1.61,-1.61,0.0,1.2788,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5665.34545,-1.24,-1.24,0.0,1.327,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5667.96,-1.12,-1.12,0.0,1.4999,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5677.24488,-2.18,-2.18,0.0,0.2323,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5677.94942,-2.23,-2.23,0.0,0.2323,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5679.03382,-0.92,-0.92,0.0,1.6772,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5680.26096,-1.6,-1.6,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5684.925,-1.28,-1.28,0.0,1.4207,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5685.19196,-2.07,-2.07,0.0,0.7345,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5685.83865,-0.17000000000000004,-0.17000000000000004,0.0,1.8947,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5687.541430000001,-2.54,-2.54,0.0,0.417,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5688.10709,-1.39,-1.39,0.0,1.3416,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5693.09712,-1.8,-1.8,0.0,0.9,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5695.8474,-0.61,-0.61,0.0,1.6264,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5700.8022599999995,-1.61,-1.61,0.0,1.2739,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5711.437379999999,-0.7,-0.7,0.0,1.458,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5715.25861,-0.65,-0.65,0.0,1.5444,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5718.59228,-0.52,-0.52,0.0,1.8764,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5726.65299,-1.7,-1.7,0.0,0.6347,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5727.25042,-0.32,-0.32,0.0,2.1786,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5730.48969,-2.1,-2.1,0.0,0.6007,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5733.693,-1.2,-1.2,0.0,1.5444,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5740.32941,-1.33,-1.33,0.0,1.5752,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5743.64586,-2.25,-2.25,0.0,0.1224,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5744.21944,-1.97,-1.97,0.0,0.9,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5750.63892,-1.4,-1.4,0.0,1.4061,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5754.70427,-1.39,-1.39,0.0,1.5824,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5760.16798,-1.04,-1.04,0.0,1.9254,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5762.637300000001,-1.29,-1.29,0.0,1.6956,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5763.69847,-1.46,-1.46,0.0,1.4061,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5764.67459,-0.67,-0.67,0.0,2.129,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5769.00948,-0.86,-0.86,0.0,1.5859,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5783.96419,-0.86,-0.86,0.0,1.458,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5788.007,-1.37,-1.37,0.0,1.327,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5788.5755,-1.09,-1.09,0.0,1.9334,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5792.96456,-2.27,-2.27,0.0,0.7368,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5796.45572,-1.09,-1.09,0.0,1.7479,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5797.41675,-1.07,-1.07,0.0,1.5752,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5799.78286,-1.71,-1.71,0.0,0.4592,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5799.85083,-0.79,-0.79,0.0,1.9594,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5801.1846,-2.16,-2.16,0.0,0.8121,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5803.23644,-1.14,-1.14,0.0,1.8275,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5806.16635,-0.92,-0.92,0.0,1.9617,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5817.10789,-1.05,-1.05,0.0,1.9594,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5817.83707,-1.37,-1.37,0.0,1.1945,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5831.85061,-1.02,-1.02,0.0,1.6772,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5832.29,-1.65,-1.65,0.0,1.0916,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5832.98643,-0.96,-0.96,0.0,1.8384,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5842.096,-1.45,-1.45,0.0,1.5283,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5845.92533,-0.81,-0.81,0.0,1.8764,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5846.74485,-2.04,-2.04,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5848.8465,-0.83,-0.83,0.0,1.767,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5879.02327,-0.82,-0.82,0.0,1.9663,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5881.68624,-1.55,-1.55,0.0,1.4061,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5884.72882,-1.54,-1.54,0.0,1.1768,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5887.55229,-1.45,-1.45,0.0,1.3545,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5889.62162,-0.79,-0.79,0.0,1.7419,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5894.34462,-2.12,-2.12,0.0,0.4456,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5894.43568,-1.2,-1.2,0.0,1.7091,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5897.62124,-1.55,-1.55,0.0,1.1551,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5912.65652,-0.69,-0.69,0.0,2.1077,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5915.59647,-2.66,-2.66,0.0,0.32,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5922.9488,-0.54,-0.54,0.0,1.767,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5924.91001,-1.07,-1.07,0.0,1.3194,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5932.303820000001,-1.3,-1.3,0.0,1.645,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5933.58159,-1.77,-1.77,0.0,0.3267,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5936.01012,-2.55,-2.55,0.0,0.3275,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5936.78035,-2.17,-2.17,0.0,0.3275,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5937.71124,-0.84,-0.84,0.0,2.0026,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5959.688,-0.69,-0.69,0.0,1.6264,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5963.36122,-0.98,-0.98,0.0,1.7838,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5973.28554,-1.41,-1.41,0.0,1.4815,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,5975.817999999999,-0.45,-0.45,0.0,1.327,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5995.448,-1.06,-1.06,0.0,1.6388,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,5997.03083,-0.97,-0.97,0.0,2.0076,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6013.568,-1.13,-1.13,0.0,1.645,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6034.205,-0.64,-0.64,0.0,1.458,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6035.476,-0.74,-0.74,0.0,1.6152,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6043.373,-0.48,-0.48,0.0,1.2058,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6051.81541,-1.53,-1.53,0.0,0.2323,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6052.61709,-0.8,-0.8,0.0,1.8384,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6060.734119999999,-0.96,-0.96,0.0,2.0514,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6069.30145,-1.65,-1.65,0.0,1.4061,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6077.55052,-1.36,-1.36,0.0,1.1551,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6079.30934,-1.05,-1.05,0.0,1.6956,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6082.08769,-0.83,-0.83,0.0,1.9254,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6098.32612,-0.32,-0.32,0.0,1.77,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6100.10444,-1.59,-1.59,0.0,1.4815,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6104.85355,-0.93,-0.93,0.0,1.9663,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6124.97961,-2.16,-2.16,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6126.12737,-0.84,-0.84,0.0,2.0514,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6132.00767,-0.88,-0.88,0.0,1.8384,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6151.27055,-1.34,-1.34,0.0,1.4999,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6164.409039999999,-1.07,-1.07,0.0,1.9254,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6183.954,-1.39,-1.39,0.0,1.2124,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6216.078949999999,-0.78,-0.78,0.0,2.0026,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6225.48954,-2.16,-2.16,0.0,0.8081,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6243.947159999999,-2.24,-2.24,0.0,0.2954,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6285.7269,-1.49,-1.49,0.0,0.9768,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6296.145,-1.41,-1.41,0.0,1.4999,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6318.55295,-1.83,-1.83,0.0,0.6347,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6367.080190000001,-1.97,-1.97,0.0,0.893,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6369.17373,-0.91,-0.91,0.0,1.9137,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6425.280140000001,-0.49,-0.49,0.0,2.2288,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6503.27756,-0.63,-0.63,0.0,2.1077,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6507.163,-0.97,-0.97,0.0,1.7838,1,1,,VALD3,LSCI,False
"(58, 2)",Ce II,6537.487689999999,-0.69,-0.69,0.0,1.9663,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6606.85901,-0.84,-0.84,0.0,1.6388,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6628.86924,-0.85,-0.85,0.0,1.645,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6633.32921,-2.22,-2.22,0.0,0.6089,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6704.52357,0.06999999999999999,0.06999999999999999,0.0,2.4735,1,1,,VALD3,PQWB,False
"(58, 2)",Ce II,6742.30805,-2.9,-2.9,0.0,0.0,1,1,,VALD3,PQWB,False
"(27, 1)",Co I,4201.072261539743,-3.7597246515747087,-3.597,0.16272465157470872,1.8826,6,1,,VALD3,K08,True
"(27, 1)",Co I,4201.295933847893,-0.6480417067971139,-0.648,4.1706797113905125e-05,4.0719,22,1,,VALD3,K08,True
"(27, 1)",Co I,4205.4384622226025,-1.9290383066154906,-1.929,3.830661549053538e-05,3.8116,6,1,,VALD3,K08,True
"(27, 1)",Co I,4207.630380457182,-2.3639461497107286,-2.16,0.20394614971072844,2.7004,17,1,,VALD3,K08,True
"(27, 1)",Co I,4208.390763199433,-2.6200029991164064,-1.842,0.7780029991164064,3.7131,5,1,,VALD3,K08,True
"(27, 1)",Co I,4208.390875079894,-1.9210883454879664,-1.842,0.07908834548796628,3.7132,11,1,,VALD3,K08,True
"(27, 1)",Co I,4208.569143111193,-2.252056907336743,-1.747,0.505056907336743,3.6223,8,1,,VALD3,K08,True
"(27, 1)",Co I,4208.589939335108,-1.9096210553997426,-1.747,0.16262105539974248,3.6224,8,1,,VALD3,K08,True
"(27, 1)",Co I,4208.737097991103,-1.1720317291595839,-1.093,0.0790317291595839,3.7132,12,1,,VALD3,K08,True
"(27, 1)",Co I,4210.085588690802,-1.594031729159584,-1.515,0.07903172915958412,3.7132,12,1,,VALD3,K08,True
"(27, 1)",Co I,4210.086317827002,-2.293225987557302,-1.515,0.7782259875573019,3.7131000000000003,6,1,,VALD3,K08,True
"(27, 1)",Co I,4214.855091358868,-3.4320569073367433,-2.927,0.5050569073367432,1.8825,8,1,,VALD3,K08,True
"(27, 1)",Co I,4214.879809300192,-3.0896210553997427,-2.927,0.1626210553997427,1.8826,8,1,,VALD3,K08,True
"(27, 1)",Co I,4218.011620067525,-2.7619436186674675,-2.762,-5.6381332532495776e-05,2.5417999999999994,12,1,,VALD3,K08,True
"(27, 1)",Co I,4221.068164586088,-1.2740383066154906,-1.274,3.830661549053538e-05,3.8116,6,1,,VALD3,K08,True
"(27, 1)",Co I,4221.27902603936,-2.476864571184083,-2.361,0.11586457118408289,3.5679,17,1,,VALD3,K08,True
"(27, 1)",Co I,4221.29947,-2.991,-2.361,0.6299999999999999,3.568,1,1,,VALD3,K08,False
"(27, 1)",Co I,4222.246030682014,-2.0499436186674673,-2.05,-5.6381332532495776e-05,3.1047,12,1,,VALD3,K08,True
"(27, 1)",Co I,4223.757511893688,-3.182971551692215,-2.51,0.672971551692215,2.9578,2,1,,VALD3,FMW,True
"(27, 1)",Co I,4223.778048217043,-2.634898900812502,-2.51,0.12489890081250232,2.9577000000000004,18,1,,VALD3,FMW,True
"(27, 1)",Co I,4224.820144043278,-1.9338978738325068,-1.934,-0.00010212616749316616,3.4092,16,1,,VALD3,K08,True
"(27, 1)",Co I,4225.1054006948425,-3.210244614366677,-2.705,0.5052446143666769,1.8824999999999998,9,1,,VALD3,K08,True
"(27, 1)",Co I,4225.111746777081,-2.8675211874671858,-2.705,0.1625211874671857,1.8826,9,1,,VALD3,K08,True
"(27, 1)",Co I,4228.5074515063325,-1.8868978738325068,-1.887,-0.00010212616749316616,3.4092,16,1,,VALD3,K08,True
"(27, 1)",Co I,4228.874318336984,-1.7515211874671859,-1.589,0.1625211874671859,3.6224,9,1,,VALD3,K08,True
"(27, 1)",Co I,4228.874897286947,-2.0942446143666764,-1.589,0.5052446143666764,3.6223000000000005,9,1,,VALD3,K08,True
"(27, 1)",Co I,4229.954716886938,-4.396943618667468,-4.397,-5.6381332532495776e-05,0.17439999999999997,12,1,,VALD3,K08,True
"(27, 1)",Co I,4233.9972482196945,-3.413136121831667,-3.413,0.00013612183166733516,0.0,21,1,,VALD3,K08,True
"(27, 1)",Co I,4237.341348836021,-2.0869456098583785,-2.087,-5.4390141621674104e-05,2.2800000000000002,10,1,,VALD3,K08,True
