key,species,wl,gf_ll,gf_synth,dgf,ep,n_comp_ll,n_comp_synth,nist_grade,ll_source,synth_ref,hfs
"(26, 1)",Fe I,5358.11289,-3.671,-3.635,0.03600000000000003,3.3009,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5358.44029,-2.354,-2.35,0.0040000000000000036,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5361.62478,-1.43,-1.33,0.09999999999999987,4.4153,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5361.68775,-3.523,-3.517,0.006000000000000227,4.913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5362.27847,-2.728,-2.738,-0.009999999999999787,5.0703,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5363.01373,-3.639,-4.148,-0.5089999999999999,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5364.11672,-1.805,-2.82,-1.015,4.4346,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5364.87034,0.22800000000000004,0.22800000000000004,0.0,4.4456,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5365.1931,-1.955,-2.027,-0.07200000000000006,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5365.3555,-2.488,-2.323,0.16500000000000004,4.7331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5365.39841,-1.02,-1.02,0.0,3.5732,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5366.41999,-1.777,-2.134,-0.357,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5367.46531,0.443,0.444,0.0010000000000000009,4.4153,1,1,,VALD3,BK+BWL,False
"(26, 1)",Fe I,5368.43578,-2.458,-2.454,0.0040000000000000036,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5368.48364,-3.135,-3.124,0.010999999999999677,5.0203,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5369.96066,0.536,0.536,0.0,4.3714,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5370.98514,-3.377,-3.369,0.007999999999999563,4.2833,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5371.43591,-1.186,-1.101,0.08499999999999996,4.4346,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5371.48901,-1.645,-1.645,0.0,0.9582,1,1,,VALD3,GESB79b+BW,False
"(26, 1)",Fe I,5372.00712,-4.158,-4.121,0.03699999999999992,3.6398,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5372.01867,-2.255,-2.356,-0.10099999999999998,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5373.7082,-0.86,-0.71,0.15000000000000002,4.4733,1,1,,VALD3,2014MNRAS.,False
"(26, 1)",Fe I,5374.77023,-3.388,-3.392,-0.0040000000000000036,3.5732,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5374.88004,-3.025,-3.084,-0.05900000000000016,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5375.73208,-4.845,-4.886,-0.04100000000000037,3.3009,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5376.20735,-5.077,-5.104,-0.027000000000000135,2.7275,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5376.36029,-4.396,-4.467,-0.07099999999999973,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5376.82989,-2.31,-2.21,0.10000000000000009,4.2944,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5376.88889,-2.961,-2.963,-0.002000000000000224,4.4456,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5377.04737,-3.439,-3.455,-0.016000000000000014,3.5465,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5378.236,-1.517,-1.651,-0.13400000000000012,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5378.95597,-2.071,-1.99,0.08100000000000018,5.0203,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5379.57336,-1.514,-1.514,0.0,3.6946,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5381.995099999999,-3.107,-4.094,-0.9870000000000001,5.0095,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5382.72129,-3.376,-3.233,0.1429999999999998,5.0856,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5382.77288,-4.694,-4.577,0.11699999999999999,3.5465,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5383.36796,0.645,0.645,0.0,4.3125,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5384.21428,-4.385,-4.431,-0.04600000000000026,3.6537,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5385.5753,-2.97,-2.87,0.10000000000000009,3.6946,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5385.61148,-5.537,-5.545,-0.008000000000000007,3.0469,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5386.07515,-1.999,-2.283,-0.2839999999999998,5.0095,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5386.33285,-1.77,-1.67,0.10000000000000009,4.1544,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5386.96006,-2.789,-2.831,-0.041999999999999815,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5387.4804,-2.034,-2.034,0.0,4.1426,1,1,,VALD3,BK,False
"(26, 1)",Fe I,5387.97158,-2.492,-2.54,-0.04800000000000004,4.9913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5389.24697,-3.122,-3.105,0.016999999999999904,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5389.47824,-0.41,-0.41,0.0,4.4153,1,1,,VALD3,WBW|FMW,False
"(26, 1)",Fe I,5389.76415,-3.528,-3.518,0.010000000000000231,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5389.80861,-2.012,-3.567,-1.5550000000000002,4.4456,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5391.24884,-3.401,-3.369,0.031999999999999584,3.5732,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5391.45876,-0.777,-0.782,-0.0050000000000000044,4.1544,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5391.62305,-4.281,-4.137,0.14400000000000013,3.6343,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5391.78385,-4.463,-4.482,-0.019000000000000128,2.6924,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5392.01476,-1.831,-2.139,-0.30799999999999983,4.7955,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5392.48302,-3.272,-3.178,0.09399999999999986,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5393.16695,-0.715,-0.719,-0.0040000000000000036,3.241,1,1,,VALD3,BKK+2014MN,False
"(26, 1)",Fe I,5393.91333,-4.828,-4.829,-0.0009999999999994458,3.0469,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5394.34583,-2.116,-2.102,0.014000000000000234,4.8349,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5394.68,-1.62,-1.52,0.10000000000000009,4.1864,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5394.82789,-2.798,-2.826,-0.028000000000000025,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5395.21687,-2.17,-2.07,0.10000000000000009,4.4456,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5396.89801,-3.934,-3.964,-0.029999999999999805,3.0173,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5397.12731,-1.993,-1.991,0.0020000000000000018,0.9146,1,1,,VALD3,GESB79b+BW,False
"(26, 1)",Fe I,5397.19812,-1.228,-1.162,0.06600000000000006,4.4456,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5397.617740000001,-2.48,-2.528,-0.04800000000000004,3.6343,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5397.908889999999,-1.897,-1.99,-0.09299999999999997,5.0856,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5398.27849,-0.67,-0.63,0.040000000000000036,4.4456,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5400.07355,-2.929,-2.803,0.1259999999999999,4.4153,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5400.39939,-2.132,-2.415,-0.2829999999999999,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5400.50062,-0.15999999999999998,-0.15999999999999998,0.0,4.3714,1,1,,VALD3,1970ApJ...,False
"(26, 1)",Fe I,5400.65466,-2.615,-2.618,-0.0029999999999996696,3.6352,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5401.265960000001,-1.92,-1.82,0.09999999999999987,4.3201,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5401.51985,-3.666,-3.614,0.052000000000000046,4.1034,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5402.07004,-2.111,-2.218,-0.10699999999999976,4.913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5402.54122,-2.625,-2.651,-0.0259999999999998,5.0856,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5403.24494,-3.165,-3.178,-0.0129999999999999,5.0856,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5403.34978,-1.384,-1.382,0.0020000000000000018,5.1055,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5403.8215,-1.034,-1.034,0.0,4.0758,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5404.116799999999,0.247,0.247,0.0,4.3125,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5404.15069,0.523,0.523,0.0,4.4346,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5404.5486,-1.521,-1.535,-0.014000000000000012,4.7331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5405.16107,-3.458,-3.511,-0.052999999999999936,5.0703,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5405.34958,-1.39,-1.39,0.0,4.3865,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5405.774269999999,-1.844,-1.849,-0.004999999999999893,0.9901,1,1,,VALD3,BKK+GESB79,False
"(26, 1)",Fe I,5405.92773,-2.003,-2.034,-0.030999999999999694,4.913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5406.33468,-1.985,-2.006,-0.020999999999999686,4.0758,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5406.77415,-1.72,-1.62,0.09999999999999987,4.3714,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5407.18064,-2.801,-3.097,-0.2959999999999998,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5407.23854,-4.918,-4.967,-0.04899999999999949,3.6864,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5407.38156,-2.848,-2.848,0.0,3.5465,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5409.13264,-1.3,-1.2,0.10000000000000009,4.3714,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5409.13586,-2.795,-2.058,0.7370000000000001,4.7955,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5409.860319999999,-3.938,-4.386,-0.44799999999999995,4.5931,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5410.12878,-3.631,-3.073,0.5579999999999998,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5410.4901,-3.803,-3.84,-0.03699999999999992,3.6398,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5410.90915,0.39799999999999996,0.39799999999999996,0.0,4.4733,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5411.37133,-2.364,-2.649,-0.28500000000000014,5.0203,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5411.388610000001,-3.431,-3.42,0.01100000000000012,3.6398,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5411.46272,-4.195,-4.147,0.04800000000000004,4.1034,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5411.97861,-2.098,-3.144,-1.0460000000000003,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5412.55731,-3.368,-3.543,-0.17500000000000027,4.5844,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5412.78325,-1.716,-1.716,0.0,4.4346,1,1,,VALD3,BK,False
"(26, 1)",Fe I,5414.90589,-4.402,-4.425,-0.022999999999999687,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5415.19832,0.642,0.643,0.0010000000000000009,4.3865,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5415.50927,-3.611,-3.649,-0.03799999999999981,4.9658,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5415.5389,-2.987,-3.13,-0.1429999999999998,5.0995,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5415.68588,-2.542,-2.738,-0.19600000000000017,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5415.80587,-4.848,-4.972,-0.12400000000000055,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5417.033390147405,-1.678940125931716,-1.579118254272754,0.09982187165896206,4.4153,2,2,,VALD3,MRW,True
"(26, 1)",Fe I,5417.112970000001,-2.526,-2.521,0.004999999999999893,4.985,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5418.25829,-3.695,-2.804,0.891,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5419.15763,-3.601,-3.808,-0.20699999999999985,4.1864,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5421.3964,-3.2,-3.174,0.026000000000000245,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5421.74922,-4.681,-4.582,0.0990000000000002,3.2515,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5421.85,-1.78,-1.68,0.10000000000000009,4.5485,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5422.07239,-5.473,-5.466,0.006999999999999673,3.0713,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5422.15,-2.26,-2.572,-0.3120000000000003,4.3201,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5423.73824,-2.986,-2.972,0.014000000000000234,3.6946,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5424.067240000001,0.52,0.52,0.0,4.3201,1,1,,VALD3,1970ApJ...,False
"(26, 1)",Fe I,5424.14199,-2.33,-2.326,0.0040000000000000036,4.0758,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5424.48104,-3.306,-3.067,0.23899999999999988,4.9658,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5426.79727,-4.956,-4.978,-0.021999999999999353,3.4149,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5427.24478,-4.112,-4.091,0.020999999999999908,3.274,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5428.69507,-2.161,-2.169,-0.008000000000000007,4.1864,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5429.41977,-2.25,-2.252,-0.0019999999999997797,4.1426,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5429.503219999999,-1.016,-1.016,0.0,4.1909,1,1,,VALD3,BK,False
"(26, 1)",Fe I,5429.69607,-1.879,-1.879,0.0,0.9582,1,1,,VALD3,GESB79b+BW,False
"(26, 1)",Fe I,5429.84117,-1.008,-1.007,0.001000000000000112,4.4733,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5431.84735,-2.592,-2.612,-0.020000000000000018,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5432.94754,-1.04,-0.94,0.10000000000000009,4.4456,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5433.11584,-2.439,-1.801,0.6380000000000001,4.4733,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5433.25048,-3.318,-3.512,-0.19399999999999995,4.5931,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5433.30009,-3.145,-3.302,-0.15700000000000003,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5433.64265,-1.352,-1.369,-0.016999999999999904,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5434.52318,-2.122,-2.121,0.0009999999999998899,1.0111,1,1,,VALD3,BKK+GESB79,False
"(26, 1)",Fe I,5435.02545,-1.453,-1.454,-0.0009999999999998899,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5435.170000000001,-2.19,-2.19,0.0,4.4346,1,1,,VALD3,FMW,False
"(26, 1)",Fe I,5435.53756,-2.894,-2.738,0.15600000000000014,4.7955,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5436.29454,-1.54,-1.44,0.10000000000000009,4.3865,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5436.58751,-2.964,-2.964,0.0,2.2786,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5437.08306,-3.552,-3.554,-0.0019999999999997797,2.4534,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5437.19514,-2.68,-2.761,-0.08099999999999996,4.3125,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5438.0351,-2.6,-2.6,0.0,4.5931,1,1,,VALD3,FMW,False
"(26, 1)",Fe I,5439.9017,-2.754,-2.762,-0.008000000000000007,4.7955,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5440.64982,-2.811,-6.164,-3.3529999999999998,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5441.33862,-1.73,-1.63,0.10000000000000009,4.3125,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5441.89577,-3.082,-2.304,0.778,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5442.97454,-2.242,-2.245,-0.0030000000000001137,4.5585,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5443.41,-2.95,-6.105,-3.1550000000000002,4.1034,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5444.49315,-2.763,-2.635,0.1280000000000001,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5445.04145,-0.01999999999999998,-0.01999999999999998,0.0,4.3865,1,1,,VALD3,1970ApJ...,False
"(26, 1)",Fe I,5445.71119,-3.603,-3.589,0.014000000000000234,4.5585,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5445.94614,-3.176,-3.255,-0.07899999999999974,4.4346,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5446.17755,-2.445,-2.404,0.040999999999999925,5.0703,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5446.58197,-0.30000000000000004,-1.266,-0.966,4.4153,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5446.80632,-4.081,-4.081,0.0,3.274,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5446.8722,-3.109,-3.109,0.0,1.6079,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5446.916120000001,-1.914,-1.914,0.0,0.9901,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5447.62283,-3.067,-3.075,-0.008000000000000007,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5448.26738,-2.017,-2.028,-0.01100000000000012,4.1426,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5450.79119,-2.532,-2.606,-0.07399999999999984,4.7331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5452.0882,-2.86,-2.802,0.05799999999999983,3.6398,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5452.60559,-2.152,-2.152,0.0,4.9913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5452.86374,-2.072,-2.116,-0.04400000000000004,4.9913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5453.98734,-4.072,-4.138,-0.06599999999999984,4.1544,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5455.10307,-4.65,-4.619,0.031000000000000583,3.2515,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5455.38855,-0.747,-1.754,-1.0070000000000001,4.4733,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5455.45344,0.329,0.27,-0.059,4.3201,1,1,,VALD3,GESHRL14,False
"(26, 1)",Fe I,5455.60885,-2.091,-2.093,-0.0019999999999997797,1.0111,1,1,,VALD3,BKK+BWL,False
"(26, 1)",Fe I,5456.51289,-3.316,-3.33,-0.014000000000000234,3.6025,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5456.57364,-3.693,-3.673,0.020000000000000018,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5459.38152,-2.312,-3.094,-0.782,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5460.8723,-3.58,-3.426,0.15399999999999991,3.0713,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5461.54892,-1.9,-1.8,0.09999999999999987,4.4456,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5461.73661,-3.497,-3.516,-0.019000000000000128,4.7331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5461.78763,-4.424,-4.459,-0.034999999999999254,3.6864,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5462.95909,-0.131,-0.04500000000000001,0.086,4.4733,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5463.27495,0.11000000000000003,0.06999999999999999,-0.040000000000000036,4.4346,1,1,,VALD3,BKor|2006J,False
"(26, 1)",Fe I,5463.793,-3.649,-3.701,-0.052000000000000046,3.5465,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5464.06595,-3.534,-3.528,0.005999999999999783,4.4733,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5464.27949,-1.402,-1.402,0.0,4.1426,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5465.02149,-4.458,-4.819,-0.36099999999999977,3.6343,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5465.51447,-2.72,-2.863,-0.1429999999999998,5.0638,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5466.39519,-0.63,-0.63,0.0,4.3714,1,1,,VALD3,WBW|FMW,False
"(26, 1)",Fe I,5466.8931999999995,-4.616,-3.631,0.9849999999999999,3.2515,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5466.98678,-2.233,-2.233,0.0,3.5732,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5466.99186,-3.716,-3.742,-0.0259999999999998,3.6537,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5467.77198,-3.6,-3.612,-0.01200000000000001,3.5465,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5468.6253,-2.438,-2.537,-0.09899999999999975,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5469.08842,-4.05,-4.077,-0.027000000000000135,4.2944,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5469.15125,-4.431,-3.708,0.7229999999999999,4.1426,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5469.26974,-2.041,-2.009,0.03200000000000003,4.3125,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5472.70839,-1.495,-1.495,0.0,4.2089,1,1,,VALD3,BK,False
"(26, 1)",Fe I,5473.16231,-2.14,-2.04,0.10000000000000009,4.1909,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5473.90042,-0.76,-0.72,0.040000000000000036,4.1544,1,1,,VALD3,2014MNRAS.,False
"(26, 1)",Fe I,5474.07577,-2.685,-2.669,0.016000000000000014,4.9913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5474.81473,-3.682,-3.975,-0.29300000000000015,5.0117,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5475.02821,-2.581,-2.161,0.41999999999999993,5.0703,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5475.47442,-5.895,-5.88,0.01499999999999968,2.7275,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5476.2885,-0.918,-0.913,0.0050000000000000044,4.1426,1,1,,VALD3,BK+BWL,False
"(26, 1)",Fe I,5476.56415,-0.453,-0.309,0.14400000000000002,4.1034,1,1,,VALD3,BWL+GESHRL,False
"(26, 1)",Fe I,5477.77408,-2.148,-2.329,-0.18100000000000005,4.988,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5478.4549,-1.85,-1.75,0.10000000000000009,4.1909,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5479.95041,-3.24,-3.392,-0.1519999999999997,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5480.86012,-1.26,-1.22,0.040000000000000036,4.2176,1,1,,VALD3,GESHRL14,False
"(26, 1)",Fe I,5480.92112,-2.214,-2.205,0.008999999999999897,5.0117,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5481.24267,-1.243,-1.243,0.0,4.1034,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5481.43802,-1.45,-1.36,0.08999999999999986,4.1909,1,1,,VALD3,2014MNRAS.,False
"(26, 1)",Fe I,5481.502029999999,-3.365,-3.394,-0.028999999999999915,4.8349,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5481.89549,-2.528,-2.581,-0.052999999999999936,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5482.26044,-3.54,-3.54,0.0,3.6352,1,1,,VALD3,FMW,False
"(26, 1)",Fe I,5482.45977,-2.915,-2.619,0.2959999999999998,4.9913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5483.09845,-1.407,-1.392,0.015000000000000124,4.1544,1,1,,VALD3,BWL+GESHRL,False
"(26, 1)",Fe I,5483.58808,-3.718,-3.747,-0.028999999999999915,4.9658,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5484.52308,-2.899,-3.071,-0.17200000000000015,4.9556,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5486.64485,-3.193,-3.105,0.08800000000000008,4.2944,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5487.1451,-1.53,-1.43,0.10000000000000009,4.4153,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5487.48088,-2.744,-2.716,0.028000000000000025,3.6416,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5487.48691,-2.16,-4.014,-1.854,5.0674,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5487.52275,-3.056,-3.018,0.038000000000000256,4.1909,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5487.67758,-1.807,-1.952,-0.14500000000000002,5.0331,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5487.740000000001,-0.71,-0.71,0.0,4.1426,1,1,,VALD3,FMW,False
"(26, 1)",Fe I,5487.744459999999,-0.317,-0.317,0.0,4.3201,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5488.13489,-1.962,-1.961,0.0009999999999998899,4.6076,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5489.85,-2.24,-2.14,0.10000000000000009,4.4456,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5491.06071,-3.754,-3.898,-0.14400000000000013,4.1426,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5491.8315,-2.188,-2.188,0.0,4.1864,1,1,,VALD3,BK,False
"(26, 1)",Fe I,5493.32156,-1.677,-1.677,0.0,3.6398,1,1,,VALD3,BWL,False
"(26, 1)",Fe I,5493.49875,-1.84,-1.48,0.3600000000000001,4.1034,1,1,,VALD3,2014MNRAS.,False
"(26, 1)",Fe I,5493.61588,-3.59,-3.505,0.08499999999999996,4.1544,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5493.81181,-2.116,-2.127,-0.010999999999999677,4.2176,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5493.89242,-4.902,-4.975,-0.07299999999999951,3.0173,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5494.4626,-2.09,-1.99,0.09999999999999987,4.0758,1,1,,VALD3,MRW,False
"(26, 1)",Fe I,5496.47743,-3.806,-3.834,-0.028000000000000025,3.5732,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5496.56175,-1.73,-2.208,-0.4780000000000002,4.913,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5497.51568,-2.849,-2.845,0.0040000000000000036,1.0111,1,1,,VALD3,GESB79b+BW,False
"(26, 1)",Fe I,5497.87818,-4.983,-4.974,0.008999999999999453,2.845,1,1,,VALD3,K07,False
"(26, 1)",Fe I,5498.38891,-1.518,-1.45,0.06800000000000006,5.0703,1,1,,VALD3,K07,False
