element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ew_inversion,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Fe,I,6713.742,kpno_solar_atlas,27.13133348470719,"PROFILE-FIT (voigt); gap 0.697 A; model integrated; chi2_red=0.0006244; sigma_fit=0.0220 A (init 0.0385, floor 0.0057); ew_err=5.86 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0668",7.56178125,-5.393493508350235,ENGINE-A,True,,,,,,True,,,,
Fe,I,6715.3813,kpno_solar_atlas,34.94866430554582,"PROFILE-FIT (voigt); gap 0.855 A; model integrated; chi2_red=2.341e-05; sigma_fit=0.0234 A (init 0.0385, floor 0.0057); ew_err=3.60 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0668",7.715984375,-5.283640094783265,ENGINE-A,True,,,,,,True,,,,
Fe,I,6725.3553,kpno_solar_atlas,20.68658287956461,"PROFILE-FIT (voigt); gap 1.310 A; model integrated; chi2_red=1.416e-05; sigma_fit=0.0344 A (init 0.0386, floor 0.0057); ew_err=1.05 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",7.4123671875,-5.512026475520228,ENGINE-A,True,,,,,,True,,,,
Fe,I,6726.6658,kpno_solar_atlas,52.09858061217322,"PROFILE-FIT (voigt); gap 1.310 A; model integrated; chi2_red=1.427e-05; sigma_fit=0.0428 A (init 0.0386, floor 0.0057); ew_err=0.36 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",7.63309375,-5.110973959802211,ENGINE-A,True,,,,,,True,,,,
Fe,I,6732.0643,kpno_solar_atlas,9.91185505786958,"PROFILE-FIT (voigt); gap 1.086 A; model integrated; chi2_red=6.772e-06; sigma_fit=0.0226 A (init 0.0386, floor 0.0057); ew_err=5.63 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",,-5.8319933127235135,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6733.1498,kpno_solar_atlas,30.60035345026818,"PROFILE-FIT (voigt); gap 1.086 A; model integrated; chi2_red=4.297e-05; sigma_fit=0.0364 A (init 0.0386, floor 0.0057); ew_err=1.82 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",7.2541640625,-5.342491833974501,ENGINE-A,True,,,,,,True,,,,
Fe,I,6739.52,kpno_solar_atlas,15.621852280262177,"PROFILE-FIT (voigt); gap 0.673 A; model integrated; chi2_red=4.518e-05; sigma_fit=0.0178 A (init 0.0386, floor 0.0057); ew_err=1.48 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",7.49846875,-5.634896439635796,ENGINE-A,True,,,,,,True,,,,
Fe,I,6750.151,kpno_solar_atlas,78.90304029546522,"PROFILE-FIT (voigt); gap 1.799 A; model integrated; chi2_red=6.228e-06; sigma_fit=0.0484 A (init 0.0387, floor 0.0057); ew_err=0.49 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",,-4.932219750264605,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6752.7066,kpno_solar_atlas,42.29015443392081,"PROFILE-FIT (voigt); gap 0.757 A; model integrated; chi2_red=1.467e-05; sigma_fit=0.0328 A (init 0.0387, floor 0.0057); ew_err=1.51 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0672",7.524625,-5.203238609269594,ENGINE-A,True,,,,,,True,,,,
Fe,I,6786.858,kpno_solar_atlas,32.15328532597499,"PROFILE-FIT (voigt); gap 0.296 A; model integrated; chi2_red=0.0002081; sigma_fit=0.0239 A (init 0.0389, floor 0.0058); ew_err=1.60 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0676",7.225796875,-5.32444340820337,ENGINE-A,True,,,,,,True,,,,
Fe,I,6806.8425,kpno_solar_atlas,39.27585165314983,"PROFILE-FIT (voigt); gap 2.323 A; model integrated; chi2_red=1.404e-05; sigma_fit=0.0370 A (init 0.0390, floor 0.0058); ew_err=0.39 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",,-5.23882009079916,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6810.2618,kpno_solar_atlas,56.07617740399358,"PROFILE-FIT (voigt); gap 3.347 A; model integrated; chi2_red=5.986e-06; sigma_fit=0.0415 A (init 0.0390, floor 0.0058); ew_err=0.38 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",,-5.084385406357833,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6819.5883,kpno_solar_atlas,13.92212295713697,"PROFILE-FIT (voigt); gap 0.783 A; model integrated; chi2_red=7.857e-06; sigma_fit=0.0176 A (init 0.0391, floor 0.0058); ew_err=12.21 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",,-5.69005269196203,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6820.3709,kpno_solar_atlas,45.92265455748864,"PROFILE-FIT (voigt); gap 0.783 A; model integrated; chi2_red=9.051e-06; sigma_fit=0.0408 A (init 0.0391, floor 0.0058); ew_err=1.93 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",,-5.171781008263369,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6828.5912,kpno_solar_atlas,65.40063423545413,"PROFILE-FIT (voigt); gap 3.161 A; model integrated; chi2_red=0.0001947; sigma_fit=0.0354 A (init 0.0392, floor 0.0058); ew_err=1.80 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",7.56378125,-5.018749154050744,ENGINE-A,True,,,,,,True,,,,
Fe,I,6837.0051,kpno_solar_atlas,24.13176580732322,"PROFILE-FIT (voigt); gap 1.822 A; model integrated; chi2_red=5.428e-05; sigma_fit=0.0123 A (init 0.0392, floor 0.0058); ew_err=0.69 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680",7.614515625,-5.452276801911227,ENGINE-A,True,,,,,,True,,,,
Fe,I,6839.8295,kpno_solar_atlas,39.67460474869534,"PROFILE-FIT (voigt); gap 1.002 A; model integrated; chi2_red=6.867e-05; sigma_fit=0.0211 A (init 0.0392, floor 0.0058); ew_err=5.04 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680,lm0684",,-5.236532667104129,ENGINE-A,False,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction.",,,,,True,,,,
Fe,I,6841.3381,kpno_solar_atlas,85.9893488264743,"PROFILE-FIT (voigt); gap 0.254 A; model integrated; chi2_red=0.0001519; sigma_fit=0.0145 A (init 0.0392, floor 0.0058); ew_err=5.61 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0680,lm0684",7.5999375,-4.900696393686627,ENGINE-A,True,,,,,,True,,,,
Fe,I,6842.6853,kpno_solar_atlas,50.14799637928732,"PROFILE-FIT (voigt); gap 0.654 A; model integrated; chi2_red=0.0005763; sigma_fit=0.0233 A (init 0.0392, floor 0.0058); ew_err=13.25 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0684",7.69940625,-5.1349729811062295,ENGINE-A,True,,,,,,True,,,,
Fe,I,6843.6549,kpno_solar_atlas,69.16406174114157,"PROFILE-FIT (voigt); gap 0.938 A; model integrated; chi2_red=0.0001078; sigma_fit=0.0412 A (init 0.0392, floor 0.0058); ew_err=9.48 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0684",7.4533125,-4.99540761176302,ENGINE-A,True,,,,,,True,,,,
Fe,I,6857.2488,kpno_solar_atlas,26.643759081584857,"PROFILE-FIT (voigt); gap 0.891 A; model integrated; chi2_red=1.682e-05; sigma_fit=0.0345 A (init 0.0393, floor 0.0058); ew_err=10.94 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0684",7.524625,-5.410554409137765,ENGINE-A,True,,,,,,True,,,,
Fe,I,6858.1396,kpno_solar_atlas,58.0507718016916,"PROFILE-FIT (voigt); gap 0.891 A; model integrated; chi2_red=1.655e-05; sigma_fit=0.0421 A (init 0.0393, floor 0.0058); ew_err=5.57 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0684",7.507046875,-5.072398322912821,ENGINE-A,True,,,,,,True,,,,
Fe,I,6862.48,kpno_solar_atlas,36.83629521893179,"PROFILE-FIT (voigt); gap 0.543 A; model integrated; chi2_red=0.00174; sigma_fit=0.0272 A (init 0.0393, floor 0.0058); ew_err=3.42 mA; continuum linear anchors at +/-1.2 A; segment(s) lm0684",7.372421875,-5.270205146853549,ENGINE-A,True,,,,,,True,,,,
