# RYA-373 conditioned CRIRES+ Vesta K-band CO (PROVISIONAL) — snapshot @ rya-373 2eadc4d, input to RYA-390 Part B validation.
# wave_vac_A: VACUUM wavelength (Angstrom; CRIRES IDP / molecfit WAVELENGTH_FRAME=VAC). flux_norm: continuum-normalized. err.
# RYA = RYA-373
# PROVIS = True
# TELL = molecfit
# CONTNORM = True
# RESTFRM = False
# SPECSYS = TOPOCENT
# WLEN = K2217
# GATE = 0.0653
# SNRFRAME = 78.8
# RVSTATUS = RV-INSUFFICIENT: ADP.2025-06-06T16:14:11.206.fits: frame-RV INSUFFIC
# GAP1 = FTS solar IR atlas (RYA-162) absent - telluric-gate final cal pending
# GAP2 = revalidate after RYA-387 0.001 re-extraction (anchors from RYA-381)
wave_vac_A,flux_norm,err
22885.89283,0.999053,190.9270
22885.96174,0.999608,191.9526
22886.03065,1.012278,193.7071
22886.09955,1.005820,193.7152
22886.16846,0.998512,194.3810
22886.23736,1.012317,194.5376
22886.30627,1.003979,195.3747
22886.37517,1.001943,194.8037
22886.44407,1.006053,195.2562
22886.51297,0.997028,194.6160
22886.58187,1.007483,195.0922
22886.65076,1.003070,194.9506
22886.71966,1.005994,195.2268
22886.78855,1.005625,195.0433
22886.85744,1.001518,196.2057
22886.92633,1.004744,195.4954
22886.99522,1.008938,194.6816
22887.06410,0.990022,195.8383
22887.13299,0.994519,194.8354
22887.20187,1.000890,194.6238
22887.27075,1.007591,195.0868
22887.33964,1.022536,193.9837
22887.40851,1.017745,194.8059
22887.47739,1.027216,194.3444
22887.54627,1.029449,194.5596
22887.61514,1.027782,194.4376
22887.68402,1.035103,193.9325
22887.75289,1.037889,194.0836
22887.82176,1.030632,194.4214
22887.89063,1.033466,192.6989
22887.95949,1.041804,192.8207
22888.02836,1.041400,193.4724
22888.09722,1.037596,193.9619
22888.16609,1.043422,195.1971
22888.23495,1.038731,194.8349
22888.30381,1.043793,195.2569
22888.37266,1.040915,195.6451
22888.44152,1.049869,195.3161
22888.51038,1.052016,195.8217
22888.57923,1.050687,195.9910
22888.64808,1.045308,195.2601
22888.71693,1.051966,195.3101
22888.78578,1.049197,196.0507
22888.85463,1.049902,195.8629
22888.92347,1.056568,195.4343
22888.99232,1.052728,195.6586
22889.06116,1.056229,195.2221
22889.13000,1.065960,195.4841
22889.19884,1.060278,195.0977
22889.26768,1.073043,195.7137
22889.33652,1.063905,195.7012
22889.40535,1.070479,195.4838
22889.47419,1.061481,194.6912
22889.54302,1.065881,195.1935
22889.61185,1.058390,194.7193
22889.68068,1.063630,194.8297
22889.74951,1.071586,195.1928
22889.81833,1.068909,194.5465
22889.88716,1.070995,194.8776
22889.95598,1.069268,195.5459
22890.02480,1.078916,194.8262
22890.09362,1.075248,195.8133
22890.16244,1.063255,194.8315
22890.23126,1.070473,195.2582
22890.30008,1.053558,194.3147
22890.36889,1.038651,194.5714
22890.43770,1.017402,193.6922
22890.50652,1.014701,194.0528
22890.57533,1.006375,194.5100
22890.64413,1.037385,194.1819
22890.71294,1.046983,194.2110
22890.78175,1.069218,193.9160
22890.85055,1.070815,194.5919
22890.91935,1.084512,194.0757
22890.98815,1.095172,192.9543
22891.05695,1.089747,193.3825
22891.12575,1.091269,191.7963
22891.19455,1.090639,190.3121
22891.26334,1.081503,188.2980
22891.33213,1.076951,187.9876
22891.40092,1.092898,187.0886
22891.46972,1.093466,189.7138
22891.53850,1.096165,190.4180
22891.60729,1.106382,192.1211
22891.67608,1.108334,192.1224
22891.74486,1.106702,193.2792
22891.81364,1.113616,194.0597
22891.88242,1.108970,193.5297
22891.95120,1.097821,193.4334
22892.01998,1.112309,193.3362
22892.08876,1.107169,192.6037
22892.15753,1.101852,191.9806
22892.22631,1.115904,193.3084
22892.29508,1.116430,193.2296
22892.36385,1.112409,193.3905
22892.43262,1.117192,194.1003
22892.50139,1.118598,194.1715
22892.57015,1.132487,193.9649
22892.63892,1.122539,194.5292
22892.70768,1.119800,194.0318
22892.77644,1.126818,193.1719
22892.84520,1.119992,194.2483
22892.91396,1.137160,193.6711
22892.98272,1.128990,193.1655
22893.05147,1.119474,194.3621
22893.12023,1.129986,194.2792
22893.18898,1.122614,193.9167
22893.25773,1.121343,194.1586
22893.32648,1.112302,194.2135
22893.39523,1.115303,195.4170
22893.46397,1.111702,194.4375
22893.53272,1.108017,194.1969
22893.60146,1.093692,194.8274
22893.67020,1.089315,194.0959
22893.73894,1.065914,195.2926
22893.80768,1.043731,194.7687
22893.87642,0.990628,193.9709
22893.94516,0.932827,194.7748
22894.01389,0.832819,193.8765
22894.08262,0.732094,193.9440
22894.15135,0.684687,193.1368
22894.22008,0.714727,193.2140
22894.28881,0.755444,192.8917
22894.35754,0.771979,192.4819
22894.42627,0.727014,191.2155
22894.49499,0.676116,190.8836
22894.56371,0.649206,188.5964
22894.63243,0.710708,186.8384
22894.70115,0.792126,182.1014
22894.76987,0.841674,176.5636
22894.83858,0.831682,167.4257
22894.90730,0.799713,157.8462
22894.97601,0.779346,153.1214
22895.04472,0.788113,155.6849
22895.11343,0.832000,159.6607
22895.18214,0.889131,160.7283
22895.25085,0.943875,156.6977
22895.31956,0.997307,151.4768
22895.38826,1.036460,149.4577
22895.45696,1.070628,154.9953
22895.52566,1.086630,163.0919
22895.59436,1.110933,167.3120
22895.66306,1.113406,166.8850
22895.73176,1.123349,163.7495
22895.80045,1.123466,162.0013
22895.86915,1.141958,162.8892
22895.93784,1.134833,166.9155
22896.00653,1.139622,172.2136
22896.07522,1.142727,177.1945
22896.14391,1.138909,181.9008
22896.21259,1.125916,185.3242
22896.28128,1.109137,188.3007
22896.34996,1.089129,189.5839
22896.41864,1.070580,191.6575
22896.48732,1.063457,191.9022
22896.55600,1.061866,192.7826
22896.62468,1.063868,192.8880
22896.69335,1.079394,194.3881
22896.76203,1.072228,193.7682
22896.83070,1.075657,194.3652
22896.89937,1.062447,194.5214
22896.96804,1.058163,194.2854
22897.03671,1.064261,193.3184
22897.10537,1.086592,191.8696
22897.17404,1.103328,190.4131
22897.24270,1.108272,188.8509
22897.31136,1.109375,188.5679
22897.38002,1.109403,188.3990
22897.44868,1.108501,188.5116
22897.51734,1.111492,190.0744
22897.58599,1.112544,189.5045
22897.65465,1.109981,189.8000
22897.72330,1.106056,188.9285
22897.79195,1.099060,188.7587
22897.86060,1.093980,189.4092
22897.92925,1.098843,191.3970
22897.99790,1.082082,192.8667
22898.06654,1.076837,193.4229
22898.13519,1.061713,193.7107
22898.20383,1.047818,193.8524
22898.27247,1.031685,193.9125
22898.34111,1.015901,194.2448
22898.40975,0.986693,194.4678
22898.47838,0.955168,194.3686
22898.54702,0.906937,194.2854
22898.61565,0.850583,193.9039
22898.68428,0.777478,193.5481
22898.75291,0.673097,194.1404
22898.82154,0.548774,192.8339
22898.89017,0.407463,192.7059
22898.95879,0.284611,191.3915
22899.02742,0.245808,190.4837
22899.09604,0.317097,189.2557
22899.16466,0.451530,187.9317
22899.23328,0.589299,185.3192
22899.30190,0.693581,182.6258
22899.37051,0.757302,178.4272
22899.43913,0.809988,173.2214
22899.50774,0.840647,165.8403
22899.57635,0.847873,155.0228
22899.64496,0.818957,141.0404
22899.71357,0.765565,123.1099
22899.78218,0.679399,105.5103
22899.85079,0.574619,100.0677
22899.91939,0.516848,110.7573
22899.98799,0.559259,129.4768
22900.05660,0.668789,146.5745
22900.12520,0.773548,158.2875
22900.19379,0.859321,165.4851
22900.26239,0.908770,171.0810
22900.33099,0.944885,174.1947
22900.39958,0.978131,174.9886
22900.46817,0.991727,172.2868
22900.53676,1.003549,166.9598
22900.60535,1.003836,158.1063
22900.67394,1.015096,146.2742
22900.74253,1.014066,140.4668
22900.81111,1.022188,145.1411
22900.87969,1.013210,157.4873
22900.94828,1.019246,168.8863
22901.01686,1.020745,177.6873
22901.08543,1.013835,182.9036
22901.15401,1.018143,186.4481
22901.22259,1.012847,189.7658
22901.29116,1.015640,191.1529
22901.35973,1.002827,192.5764
22901.42830,1.004273,192.7798
22901.49687,1.001759,194.0064
22901.56544,0.994505,194.0562
22901.63401,0.993067,194.9621
22901.70257,0.967772,194.4457
22901.77114,0.964602,195.0956
22901.83970,0.942921,195.4757
22901.90826,0.905048,194.9710
22901.97682,0.856239,195.7060
22902.04538,0.792326,195.2875
22902.11393,0.690846,195.7836
22902.18249,0.592918,194.7651
22902.25104,0.552325,195.1327
22902.31959,0.592792,195.1242
22902.38814,0.682373,194.5510
22902.45669,0.767196,194.5052
22902.52524,0.834995,192.2500
22902.59378,0.888068,192.2453
22902.66233,0.918691,190.1544
22902.73087,0.934220,186.4980
22902.79941,0.951713,181.7803
22902.86795,0.965154,175.2192
22902.93649,0.965962,164.3562
22903.00502,0.967709,153.3977
22903.07356,0.975865,148.7505
22903.14209,0.966733,153.4626
22903.21062,0.958536,163.7319
22903.27915,0.951854,173.1390
22903.34768,0.944584,180.3784
22903.41621,0.946272,186.0623
22903.48473,0.941410,189.1107
22903.55326,0.957425,190.7552
22903.62178,0.963414,192.5987
22903.69030,0.965033,193.9453
22903.75882,0.977651,194.1173
22903.82734,0.968302,194.4327
22903.89586,0.968380,195.2829
22903.96437,0.958090,194.4899
22904.03288,0.955920,193.7652
22904.10140,0.964613,193.1055
22904.16991,0.959701,192.6136
22904.23842,0.974878,192.8519
22904.30692,0.987162,192.3632
22904.37543,0.988369,194.0349
22904.44393,0.992512,194.5237
22904.51244,0.990112,194.9642
22904.58094,0.996246,196.2004
22904.64944,0.985768,195.3210
22904.71794,0.999016,195.4135
22904.78643,1.002429,194.5263
22904.85493,1.008785,194.3780
22904.92342,1.002511,195.1790
22904.99191,0.999218,194.7493
22905.06041,0.991118,196.3504
22905.12889,0.999076,197.5386
22905.19738,0.998959,197.6522
22905.26587,0.998090,198.2270
22905.33435,0.999298,197.9354
22905.40284,0.999867,198.6508
22905.47132,0.978499,197.5380
22905.53980,0.969755,198.8932
22905.60828,0.965740,199.2419
22905.67675,0.966661,199.9227
22905.74523,0.968819,199.2074
22905.81370,0.975302,199.0728
22905.88218,0.974915,198.3467
22905.95065,0.977946,199.1082
22906.01912,0.975452,199.0761
22906.08759,0.980298,199.0898
22906.15605,0.980343,199.1452
22906.22452,0.984019,199.1060
22906.29298,0.976183,197.3210
22906.36144,0.973605,196.5087
22906.42990,0.967130,196.1358
22906.49836,0.959399,196.1690
22906.56682,0.959905,196.5500
22906.63528,0.971416,197.2425
22906.70373,0.973625,197.2666
22906.77218,0.978772,197.6135
22906.84063,0.992978,197.3970
22906.90908,0.988536,198.0178
22906.97753,0.987842,198.0234
22907.04598,0.991837,198.4684
22907.11443,0.983634,197.6847
22907.18287,0.976577,197.5253
22907.25131,0.985044,196.9045
22907.31975,0.975211,196.1776
22907.38819,0.972572,196.3376
22907.45663,0.970271,197.4784
22907.52507,0.960015,197.7436
22907.59350,0.955674,198.2481
22907.66193,0.952873,199.7075
22907.73037,0.967648,199.3548
22907.79880,0.967091,199.3422
22907.86722,0.979354,199.9205
22907.93565,0.985298,198.9268
22908.00408,0.977719,198.4432
22908.07250,0.987589,199.2770
22908.14092,0.986465,198.2847
22908.20934,0.980462,198.0385
22908.27776,0.977810,197.8708
22908.34618,0.992238,196.9013
22908.41460,0.990946,196.6205
22908.48301,0.978468,196.2752
22908.55143,0.987135,197.8608
22908.61984,0.980608,197.6566
22908.68825,0.989003,198.9553
22908.75666,0.986011,199.7052
22908.82507,0.983668,198.8150
22908.89347,0.986880,199.9174
22908.96188,0.981963,199.8224
22909.03028,0.981309,199.2309
22909.09868,0.976625,199.2031
22909.16708,0.977300,200.5931
22909.23548,0.968424,200.4651
22909.30388,0.966210,199.1883
22909.37227,0.957222,200.2859
22909.44066,0.947922,199.5137
22909.50906,0.931718,200.4152
22909.57745,0.918134,200.1375
22909.64584,0.901299,199.8766
22909.71422,0.869879,200.2507
22909.78261,0.854162,199.7657
22909.85100,0.865397,199.7953
22909.91938,0.881174,199.5184
22909.98776,0.907092,199.5332
22910.05614,0.928672,198.8855
22910.12452,0.940744,198.5469
22910.19290,0.942061,197.9229
22910.26127,0.944636,196.8021
22910.32965,0.936864,195.2978
22910.39802,0.930280,193.9966
22910.46639,0.926316,192.1362
22910.53476,0.907017,189.1383
22910.60313,0.890228,187.4807
22910.67149,0.871819,188.5972
22910.73986,0.877687,190.2731
22910.80822,0.873926,192.9394
22910.87658,0.857431,195.0630
22910.94494,0.828020,196.3009
22911.01330,0.779170,196.5241
22911.08166,0.745120,196.7751
22911.15002,0.751940,196.1325
22911.21837,0.804338,195.3494
22911.28672,0.867129,194.9995
22911.35507,0.892803,193.0293
22911.42342,0.912185,191.3452
22911.49177,0.929297,189.4305
22911.56012,0.947791,190.0305
22911.62846,0.955478,189.6502
22911.69681,0.961330,187.7115
22911.76515,0.962089,184.7933
22911.83349,0.967083,179.4822
22911.90183,0.958986,175.9787
22911.97017,0.959958,176.6595
22912.03850,0.969818,182.2595
22912.10684,0.972420,188.6583
22912.17517,0.974416,191.5075
22912.24350,0.980759,193.4291
22912.31183,0.967475,195.1042
22912.38016,0.972810,197.1532
22912.44849,0.977252,197.9170
22912.51681,0.967158,198.1332
22912.58514,0.969338,198.5357
22912.65346,0.964979,198.9504
22912.72178,0.960876,198.3177
22912.79010,0.952148,198.2721
22912.85842,0.938266,199.3263
22912.92673,0.925631,199.4855
22912.99505,0.896723,199.6275
22913.06336,0.865832,200.3230
22913.13167,0.814941,199.0135
22913.19999,0.751348,199.6393
22913.26829,0.705221,199.9967
22913.33660,0.699964,198.9893
22913.40491,0.740931,199.2519
22913.47321,0.795233,198.7774
22913.54151,0.843626,198.3703
22913.60982,0.884812,197.4931
22913.67811,0.898945,196.2256
22913.74641,0.910829,194.9255
22913.81471,0.926089,191.7451
22913.88300,0.942149,188.6496
22913.95130,0.944129,183.3601
22914.01959,0.943243,176.3298
22914.08788,0.950190,171.4369
22914.15617,0.949559,170.8778
22914.22446,0.941861,175.2105
22914.29274,0.933523,181.3253
22914.36103,0.929863,186.4301
22914.42931,0.924565,190.6139
22914.49759,0.913632,192.3787
22914.56587,0.909652,193.6259
22914.63415,0.902143,195.1819
22914.70243,0.890211,196.6779
22914.77070,0.892049,196.9964
22914.83898,0.890600,196.9134
22914.90725,0.898544,197.6836
22914.97552,0.898079,197.5337
22915.04379,0.898959,196.7962
22915.11206,0.909009,195.9691
22915.18032,0.924105,195.5667
22915.24859,0.936979,195.1313
22915.31685,0.944262,194.0200
22915.38511,0.950710,193.7177
22915.45337,0.959298,192.8102
22915.52163,0.951254,191.4996
22915.58989,0.957729,191.8773
22915.65814,0.942613,191.6281
22915.72640,0.929992,192.5039
22915.79465,0.914827,192.4417
22915.86290,0.881104,192.6513
22915.93115,0.845688,193.4256
22915.99940,0.835358,195.0508
22916.06765,0.842600,196.3928
22916.13589,0.879140,197.0378
22916.20413,0.909986,197.7701
22916.27238,0.902743,198.4093
22916.34062,0.875102,197.7043
22916.40885,0.846394,198.3783
22916.47709,0.830670,196.8364
22916.54533,0.857395,195.4757
22916.61356,0.897323,193.7841
22916.68179,0.926129,190.3595
22916.75003,0.953972,186.6986
22916.81826,0.980452,185.6287
22916.88648,0.983619,186.4850
22916.95471,0.989240,189.9812
22917.02294,0.999295,193.0623
22917.09116,1.001242,192.1479
22917.15938,1.004229,189.4045
22917.22760,1.009698,186.4327
22917.29582,1.003890,184.9896
22917.36404,1.010586,187.4029
22917.43225,1.005281,191.4577
22917.50047,1.005286,194.4649
22917.56868,1.012897,197.0862
22917.63689,1.009020,199.5945
22917.70510,1.007556,199.9698
22917.77331,1.012567,200.4203
22917.84152,1.021564,201.3614
22917.90972,1.016280,201.3423
22917.97793,1.024110,201.7227
22918.04613,1.018579,202.0936
22918.11433,1.023845,201.3944
22918.18253,1.026499,201.9281
22918.25073,1.022492,201.4222
22918.31892,1.018623,201.2652
22918.38712,1.012726,201.9441
22918.45531,1.012503,201.4276
22918.52350,1.015130,201.2900
22918.59169,1.031832,201.6299
22918.65988,1.021785,202.4019
22918.72807,1.029896,201.8170
22918.79626,1.030215,202.4336
22918.86444,1.028176,201.8596
22918.93262,1.015946,202.1686
22919.00080,1.019868,202.3364
22919.06898,1.015548,201.8552
22919.13716,1.013470,201.4892
22919.20534,1.003725,200.6645
22919.27351,1.005370,200.5849
22919.34169,0.994931,200.8048
22919.40986,0.982660,202.0814
22919.47803,0.968660,201.1685
22919.54620,0.959296,201.6860
22919.61436,0.933452,201.7179
22919.68253,0.914582,201.3801
22919.75069,0.891407,200.0433
22919.81886,0.854822,200.3725
22919.88702,0.845615,199.7728
22919.95518,0.861507,199.5180
22920.02334,0.877393,198.5180
22920.09149,0.906535,198.5560
22920.15965,0.939728,197.3886
22920.22780,0.969778,196.2470
22920.29595,0.980918,194.7301
22920.36411,1.000274,193.8331
22920.43225,1.021792,191.2333
22920.50040,1.023967,189.1340
22920.56855,1.021298,186.8563
22920.63669,1.031720,183.0505
22920.70484,1.038904,182.2792
22920.77298,1.044201,183.7131
22920.84112,1.050861,185.2493
22920.90926,1.048985,188.1191
22920.97739,1.046446,191.4331
22921.04553,1.051876,194.1841
22921.11366,1.043927,195.3734
22921.18179,1.044302,197.0423
22921.24992,1.051093,199.2738
22921.31805,1.047951,199.2690
22921.38618,1.037928,199.1207
22921.45431,1.044550,200.1371
22921.52243,1.046177,200.7563
22921.59056,1.044990,201.3924
22921.65868,1.040086,201.8708
22921.72680,1.038041,201.6647
22921.79492,1.029581,201.5603
22921.86303,1.024036,202.0226
22921.93115,1.030060,201.4221
22921.99926,1.019012,201.4239
22922.06738,1.000874,202.1194
22922.13549,0.984112,201.8459
22922.20360,0.950548,201.0443
22922.27170,0.912027,201.5949
22922.33981,0.822699,201.9286
22922.40791,0.741554,201.8924
22922.47602,0.678167,201.4166
22922.54412,0.706016,201.3698
22922.61222,0.792652,200.7093
22922.68032,0.861601,200.3166
22922.74842,0.917512,200.7986
22922.81651,0.948293,200.0016
22922.88461,0.963521,198.3678
22922.95270,0.969748,196.8689
22923.02079,0.978589,193.6725
22923.08888,0.969716,189.7202
22923.15697,0.959431,180.8635
22923.22506,0.946123,172.4655
22923.29314,0.933972,165.9339
22923.36122,0.902884,168.7617
22923.42931,0.856662,178.3887
22923.49739,0.811792,185.5219
22923.56547,0.785862,191.3022
22923.63354,0.792880,194.8437
22923.70162,0.831023,196.3906
22923.76969,0.862655,197.2442
22923.83777,0.875081,198.2543
22923.90584,0.885937,197.4979
22923.97391,0.868229,196.7903
22924.04198,0.865084,195.5572
22924.11004,0.864368,194.4523
22924.17811,0.876689,191.3104
22924.24617,0.867917,186.8474
22924.31423,0.868647,182.4129
22924.38229,0.870844,179.7138
22924.45035,0.872225,180.7435
22924.51841,0.865304,184.6586
22924.58647,0.826385,188.2391
22924.65452,0.781072,189.6069
22924.72258,0.706210,190.6188
22924.79063,0.598517,189.1549
22924.85868,0.502568,188.9375
22924.92673,0.453764,189.0562
22924.99477,0.500581,190.4712
22925.06282,0.600856,189.6645
22925.13086,0.720634,189.7460
22925.19890,0.781152,190.0280
22925.26695,0.833849,190.2651
22925.33498,0.874508,189.6546
22925.40302,0.897727,185.3795
22925.47106,0.914912,180.5879
22925.53909,0.906165,172.1434
22925.60713,0.914778,159.0367
22925.67516,0.910997,147.2016
22925.74319,0.891675,140.9342
22925.81122,0.869367,147.1018
22925.87924,0.869261,159.9869
22925.94727,0.888995,174.0072
22926.01529,0.909167,181.3874
22926.08332,0.929592,187.3700
22926.15134,0.937803,191.6401
22926.21936,0.943732,194.0536
22926.28738,0.941453,196.1860
22926.35539,0.940476,195.2403
22926.42341,0.949158,196.1248
22926.49142,0.950723,195.8010
22926.55943,0.958319,193.8904
22926.62744,0.971765,191.8188
22926.69545,0.974422,191.6339
22926.76346,0.974774,193.8759
22926.83146,0.971800,195.9817
22926.89947,0.984623,198.0392
22926.96747,0.984452,198.9668
22927.03547,0.983645,199.7195
22927.10347,0.975056,199.5070
22927.17147,0.961465,199.5276
22927.23947,0.959775,200.3613
22927.30746,0.933323,200.6818
22927.37546,0.920041,201.5107
22927.44345,0.907176,202.9433
22927.51144,0.905366,203.1894
22927.57943,0.930252,203.3199
22927.64742,0.950795,203.0313
22927.71540,0.959295,204.3545
22927.78339,0.963786,204.4029
22927.85137,0.960888,204.3556
22927.91935,0.970956,203.5103
22927.98733,0.966906,202.2048
22928.05531,0.968195,201.9759
22928.12329,0.972926,199.4425
22928.19126,0.985045,198.1338
22928.25923,0.987616,196.7518
22928.32721,0.981500,196.7592
22928.39518,0.989027,199.2492
22928.46315,0.982949,201.4125
22928.53111,0.986355,202.3548
22928.59908,0.993445,202.6319
22928.66705,0.988961,202.5157
22928.73501,0.990102,203.7407
22928.80297,0.990783,203.2437
22928.87093,0.978995,203.4362
22928.93889,0.992038,203.9942
22929.00685,0.984531,205.1981
22929.07480,0.988294,205.3919
22929.14275,0.988271,204.8604
22929.21071,0.999072,205.6974
22929.27866,0.986809,205.1482
22929.34661,0.981955,205.4363
22929.41456,0.986964,206.1104
22929.48250,0.989509,205.8502
22929.55045,0.979955,205.8935
22929.61839,0.984934,205.9519
22929.68633,0.968661,204.9035
22929.75427,0.958826,206.1239
22929.82221,0.948672,205.4212
22929.89015,0.942038,205.8662
22929.95808,0.913640,205.8504
22930.02602,0.896268,206.9168
22930.09395,0.881881,205.7883
22930.16188,0.882553,205.3391
22930.22981,0.905412,205.9387
22930.29774,0.930935,206.0307
22930.36566,0.944140,205.0165
22930.43359,0.965493,205.6628
22930.50151,0.967575,204.0171
22930.56943,0.980763,202.9522
22930.63735,0.987870,201.9334
22930.70527,0.989390,201.1576
22930.77319,0.994552,198.2397
22930.84111,0.993525,196.3874
22930.90902,0.993251,194.9151
22930.97693,0.983020,195.1372
22931.04484,0.991133,197.3204
22931.11275,0.985369,200.1172
22931.18066,0.986336,201.3986
22931.24857,0.991673,203.3745
22931.31647,0.986295,203.8523
22931.38438,0.988857,205.0602
22931.45228,0.986530,205.8938
22931.52018,1.000334,205.8661
22931.58808,0.991922,206.5418
22931.65598,0.998769,206.2381
22931.72387,1.004732,206.0848
22931.79177,0.991754,205.2577
22931.85966,0.987433,206.0007
22931.92755,0.978635,205.2839
22931.99544,0.988760,205.4368
22932.06333,0.994753,205.8030
22932.13122,1.003972,205.3604
22932.19910,1.001563,205.5118
22932.26698,0.999912,205.2754
22932.33487,0.996033,206.6164
22932.40275,1.003697,205.8269
22932.47063,0.996161,206.5203
22932.53850,0.994321,206.9189
22932.60638,0.995547,205.7297
22932.67425,0.991025,205.3093
22932.74213,0.984008,204.4171
22932.81000,0.983440,205.3843
22932.87787,0.986218,206.0218
22932.94574,0.994451,206.5693
22933.01360,0.999506,206.5198
22933.08147,1.002361,206.3011
22933.14933,1.009220,205.8653
22933.21720,1.011638,206.4117
22933.28506,1.009497,205.7555
22933.35292,1.011097,205.4133
22933.42077,1.012916,205.4950
22933.48863,1.028918,204.9449
22933.55648,1.005388,204.2079
22933.62434,1.020175,204.2194
22933.69219,1.015013,204.3093
22933.76004,1.013639,205.1342
22933.82789,1.014253,205.6984
22933.89573,1.012726,205.6452
22933.96358,1.018377,206.4935
22934.03142,1.010512,206.5412
22934.09927,1.015918,206.2992
22934.16711,1.010419,206.3951
22934.23495,1.009249,206.5146
22934.30278,1.012840,207.9464
22934.37062,1.008723,205.7118
22934.43845,1.014333,206.9567
22934.50629,1.002842,206.4451
22934.57412,0.992423,206.2313
22934.64195,0.959329,206.2707
22934.70978,0.935207,206.0697
22934.77761,0.899138,206.4991
22934.84543,0.875706,205.7187
22934.91325,0.877769,206.1289
22934.98108,0.908064,205.7452
22935.04890,0.934365,205.3765
22935.11672,0.963430,205.8028
22935.18454,0.986921,205.3648
22935.25235,0.993738,205.7695
22935.32017,1.004082,204.8452
22935.38798,1.016516,203.4231
22935.45579,1.016314,200.2767
22935.52360,1.022485,197.7283
22935.59141,1.023278,194.1501
22935.65922,1.021661,191.7013
22935.72702,1.028632,191.7928
22935.79483,1.022981,194.8848
22935.86263,1.028861,197.5984
22935.93043,1.029918,200.5814
22935.99823,1.025206,202.5834
22936.06603,1.020120,203.4612
22936.13383,1.007425,204.5285
22936.20162,1.000197,205.4447
22936.26941,0.975164,205.5282
22936.33721,0.977800,206.0036
22936.40500,0.953303,206.2857
22936.47279,0.969443,206.0794
22936.54057,0.985947,206.8026
22936.60836,0.998359,206.1590
22936.67614,1.015039,206.9549
22936.74393,1.010222,207.0263
22936.81171,1.009577,206.4847
22936.87949,0.990341,206.0666
22936.94726,0.978312,204.8938
22937.01504,0.952514,204.3883
22937.08282,0.929584,201.7966
22937.15059,0.899410,201.9647
22937.21836,0.873099,200.0315
22937.28613,0.873394,201.4260
22937.35390,0.856554,203.0567
22937.42167,0.828387,204.4890
22937.48943,0.812971,206.1238
22937.55720,0.805846,205.7188
22937.62496,0.814367,205.6420
22937.69272,0.832070,203.9609
22937.76048,0.841219,202.6952
22937.82824,0.839226,200.1828
22937.89600,0.818700,197.9820
22937.96375,0.802027,194.9723
22938.03151,0.789429,192.3497
22938.09926,0.792310,192.4134
22938.16701,0.795277,190.6839
22938.23476,0.762154,187.5395
22938.30251,0.732807,186.1440
22938.37025,0.702279,185.5616
22938.43800,0.712486,186.3815
22938.50574,0.770219,188.4496
22938.57348,0.814893,189.2151
22938.64122,0.852499,189.2289
22938.70896,0.885968,187.0399
22938.77670,0.904101,185.4271
22938.84443,0.927942,183.9455
22938.91216,0.945734,184.5421
22938.97990,0.928597,184.5110
22939.04763,0.926099,181.0267
22939.11536,0.886213,177.6685
22939.18308,0.831463,174.4823
22939.25081,0.751257,175.7099
22939.31853,0.670775,182.0702
22939.38626,0.612759,187.1058
22939.45398,0.650062,191.4002
22939.52170,0.719169,194.7812
22939.58942,0.783921,196.9155
22939.65713,0.822571,199.5049
22939.72485,0.864540,200.9345
22939.79256,0.865764,199.5075
22939.86028,0.872558,199.3195
22939.92799,0.883432,195.2349
22939.99570,0.893678,189.0063
22940.06340,0.926187,180.2391
22940.13111,0.935575,170.9977
22940.19881,0.939393,164.5003
22940.26652,0.954072,168.3992
22940.33422,0.956914,176.6758
22940.40192,0.942736,184.1398
22940.46962,0.944781,188.4360
22940.53731,0.946266,192.9757
22940.60501,0.944725,193.2396
22940.67270,0.963474,194.0948
22940.74040,0.960786,195.1587
22940.80809,0.956803,196.2466
22940.87578,0.942068,199.7232
22940.94346,0.917031,200.5392
22941.01115,0.905742,201.1084
22941.07884,0.906079,202.5505
22941.14652,0.920148,202.7201
22941.21420,0.931812,201.4481
22941.28188,0.941762,201.5911
22941.34956,0.944963,201.7865
22941.41724,0.942706,201.6043
22941.48491,0.941485,203.5013
22941.55259,0.938464,203.2377
22941.62026,0.941762,202.6097
22941.68793,0.956973,201.2314
22941.75560,0.974938,198.6933
22941.82327,0.992752,197.5368
22941.89093,0.998931,197.3991
22941.95860,1.005206,198.8916
22942.02626,1.021389,200.1112
22942.09392,1.006472,201.0621
22942.16158,1.013640,201.2322
22942.22924,1.008431,201.2152
22942.29690,1.013609,200.9250
22942.36455,1.010613,200.8840
22942.43221,0.990362,200.9207
22942.49986,0.980219,202.4488
22942.56751,0.968049,204.4127
22942.63516,0.956038,206.1709
22942.70281,0.940966,206.6910
22942.77045,0.934276,207.3634
22942.83810,0.935810,208.7323
22942.90574,0.931138,207.3182
22942.97338,0.920640,208.0742
22943.04103,0.925166,207.4780
22943.10866,0.935564,207.8294
22943.17630,0.942235,207.4943
22943.24394,0.963207,205.3826
22943.31157,0.973410,204.4070
22943.37920,0.976044,203.0493
22943.44683,0.959107,201.7896
22943.51446,0.963546,200.1024
22943.58209,0.949896,199.4765
22943.64972,0.951273,199.2864
22943.71734,0.951912,198.9017
22943.78497,0.976237,197.6340
22943.85259,0.988270,198.0161
