# RYA-380 conditioned CRIRES+ Vesta K-band CO (PROVISIONAL) — snapshot @ build/rya-380 2eacae7; input to RYA-390 Part B validation.
# wave_vac_A: VACUUM Å (CRIRES IDP / molecfit WAVELENGTH_FRAME=VAC). flux_norm: continuum-normalized. err. mtrans: molecfit transmission model.
# RYA = RYA-373
# PROVIS = True
# TELL = molecfit
# CONTNORM = True
# RESTFRM = False
# SPECSYS = TOPOCENT
# WLEN = K2192
# GDAS = gdas_C-70.4-24.6_2022-11-23T00.gdas.fits
# GATE = 0.0606
# SNRFRAME = 97.4
# RVSTATUS = RV-INSUFFICIENT: ADP.2025-06-06T16:29:59.738.fits: frame-RV INSUFFIC
# MTRANS = True
# GAP1 = FTS solar IR atlas (RYA-162) absent - telluric-gate final cal pending
# GAP2 = revalidate after RYA-387 0.001 re-extraction (anchors from RYA-381)
wave_vac_A,flux_norm,err,mtrans
22887.901068312764,0.9829900881893816,,0.9374093410927616
22887.9672389561,0.9761549346596383,,0.9364909656947744
22888.03340795558,0.9860254588928569,,0.9355595595946855
22888.099575311153,0.9882784257568241,,0.934614588895492
22888.165741022756,0.9855570244308388,,0.9336554469522151
22888.23190509034,0.9898350404521356,,0.9326815114532426
22888.29806751383,0.9909740808233741,,0.9316920957733308
22888.364228293187,0.9943421019916878,,0.9306862070074873
22888.430387428343,0.9947311365978877,,0.9296624318011445
22888.496544919246,0.9862403274327872,,0.928618735947465
22888.562700765833,0.9941916665865761,,0.927551788285414
22888.628854968047,0.9947447369645668,,0.9264575785305906
22888.69500752584,0.9968976839291892,,0.9253309444975812
22888.76115843914,0.9921289197818554,,0.9241619788420121
22888.827307707907,0.9991344153744409,,0.9229313843987602
22888.893455332065,1.0017185710202092,,0.9216091153231715
22888.959601311573,0.9970563296146585,,0.9201953814263243
22889.025745646362,0.9983188327329064,,0.9187154656458515
22889.091888336374,1.007121715299981,,0.9172059728372448
22889.15802938156,1.0144837195485723,,0.9157126100653294
22889.22416878186,1.0106974558112394,,0.9142788240988383
22889.29030653722,1.0057823898686031,,0.9129093337516543
22889.356442647568,1.009175344001177,,0.9115901031469007
22889.42257711286,1.0157344240843693,,0.910305003816651
22889.488709933034,1.018603498275453,,0.9090403302580782
22889.554841108034,1.0003286598539662,,0.9077874890799291
22889.620970637803,1.0079181327900286,,0.9065420911503246
22889.68709852228,1.0022148267465918,,0.905302362435888
22889.753224761414,1.0077793386043608,,0.9040676310055237
22889.819349355144,1.00969555365062,,0.9028378798980013
22889.88547230341,1.0088132437909307,,0.9016126766055303
22889.951593606158,1.0189876445165627,,0.9003896376069103
22890.01771326333,1.0230356240706593,,0.8991663723683065
22890.083831274864,1.0246453379277227,,0.8979465534772009
22890.14994764071,1.0203836992054283,,0.8967350140992107
22890.2160623608,1.0089785018671387,,0.8955352791527476
22890.28217543509,1.0048297305012848,,0.8943514765378455
22890.34828686352,0.9944919558785432,,0.8931888053925916
22890.414396646018,0.9750998845879121,,0.8920468848292159
22890.480504782543,0.9592924030310737,,0.890925763589945
22890.546611273036,0.9568889016107947,,0.8898269423712065
22890.61271611743,0.968880888301243,,0.8887508932995491
22890.678819315675,0.9949562745749122,,0.8876949332702598
22890.74492086771,1.0056369846835496,,0.886654713638285
22890.81102077348,1.0113827412278205,,0.8856314973953462
22890.877119032928,1.0205673357086575,,0.8846309790157989
22890.943215645995,1.0312013390842032,,0.8836575808904207
22891.009310612622,1.0241543683884156,,0.882715965476089
22891.07540393275,1.0333254781345946,,0.8818111578669691
22891.141495606335,1.0391021330846486,,0.8809420295640776
22891.207585633296,1.02240910375483,,0.8801054660205611
22891.273674013595,1.0185250538614823,,0.8793008007147901
22891.339760747174,1.0207146975611654,,0.8785278220491001
22891.405845833964,1.0250453433277555,,0.8777863880097103
22891.471929273914,1.0371053725586548,,0.8770758341145599
22891.53801106697,1.0341259180009799,,0.8763948293821603
22891.604091213063,1.0522007558746909,,0.8757417614969771
22891.670169712153,1.0473708013759617,,0.8751150260533613
22891.736246564164,1.0569603136848513,,0.8745130960039894
22891.80232176905,1.050108990310456,,0.8739346107974821
22891.868395326754,1.0551715254402412,,0.8733783255755196
22891.934467237217,1.0480040973230125,,0.8728430214160101
22892.000537500375,1.0411615877823193,,0.8723273355820109
22892.066606116176,1.04803537149701,,0.8718294788732709
22892.132673084565,1.0532080213808634,,0.871347008595958
22892.19873840548,1.0548268253954454,,0.8708765070474985
22892.264802078866,1.0625749692240958,,0.8704125297478869
22892.330864104668,1.061438377609764,,0.8699506206646467
22892.396924482822,1.0719780841976185,,0.8694916413374411
22892.46298321327,1.0599517708490738,,0.8690370448899345
22892.529040295965,1.066112994877133,,0.8685879872881591
22892.595095730838,1.0624899179395424,,0.8681463873410765
22892.66114951784,1.0662856859103218,,0.8677118571956606
22892.72720165691,1.062257079733047,,0.8672785679685399
22892.79325214799,1.07016854734753,,0.866843718746913
22892.859300991026,1.061577997405801,,0.8664065435351697
22892.925348185956,1.0612817969408477,,0.8659664287242634
22892.991393732722,1.069036461953022,,0.8655224702614186
22893.057437631272,1.0724696491755237,,0.8650736959885476
22893.123479881546,1.0587175703545142,,0.864616642284257
22893.189520483484,1.0627550052818715,,0.8641469628380523
22893.255559437028,1.0664681276659957,,0.8636635103915945
22893.321596742135,1.0554510011597111,,0.8631675127401738
22893.38763239872,1.055033339972911,,0.862660527934865
22893.453666406753,1.0534367006512944,,0.8621443459761721
22893.51969876616,1.046851590399202,,0.861620844940546
22893.58572947689,1.0335582301143034,,0.8610891761615049
22893.65175853888,1.0219214192921977,,0.8605475687381134
22893.717785952085,1.0117018802134015,,0.8599950458307394
22893.783811716436,0.9847630191642117,,0.8594310623979609
22893.849835831876,0.9586037397946411,,0.8588553063709045
22893.91585829835,0.9127038314808283,,0.8582680381476675
22893.9818791158,0.8400518833241395,,0.8576697140015715
22894.04789828417,0.7408246697256347,,0.8570610198808033
22894.113915803406,0.6661359522131458,,0.8564431355340514
22894.179931673443,0.6507417344045932,,0.855817595470701
22894.245945894232,0.6925438678290785,,0.8551849182767509
22894.311958465703,0.7341994256529865,,0.8545442350270168
22894.37796938781,0.7237798192419592,,0.8538963569291077
22894.443978660496,0.6792045001696365,,0.853245861358014
22894.509986283694,0.6222585508618955,,0.8525973120390181
22894.57599225735,0.6249994009094618,,0.8519556931534181
22894.641996581413,0.6886148973773544,,0.8513267647709536
22894.707999255814,0.7529372088503633,,0.8507135440901792
22894.774000280515,0.7915802198989532,,0.8501157621532834
22894.839999655433,0.7897242173804588,,0.8495341581514423
22894.905997380534,0.7513040223045548,,0.848970236778881
22894.971993455743,0.7371048450082341,,0.8484259418762953
22895.037987881013,0.7466226971108704,,0.8479033464367147
22895.10398065628,0.7720064157513429,,0.8474046534616503
22895.169971781495,0.8312695651432547,,0.8469323976363122
22895.23596125659,0.875234577119886,,0.8464890663955604
22895.301949081513,0.9371191916245846,,0.8460770389177373
22895.367935256218,0.9610026044203462,,0.8456987033221085
22895.433919780626,1.001553345817535,,0.8453562763114663
22895.499902654694,1.025821211231588,,0.8450515797649147
22895.565883878357,1.0371078831276146,,0.8447863059865156
22895.63186345156,1.048158515564699,,0.8445620175575084
22895.697841374244,1.05833196596851,,0.8443801064395599
22895.763817646362,1.063951593106466,,0.8442417826918814
22895.829792267847,1.0603375114213007,,0.8441480855579493
22895.895765238638,1.0749466118132824,,0.8440998805373985
22895.961736558682,1.084496948541755,,0.8440977324439871
22896.027706227927,1.0742119063674034,,0.844141845983302
22896.093674246305,1.0685359924987903,,0.8442320170107148
22896.159640613772,1.0732921210812716,,0.8443679179552869
22896.22560533026,1.0616720187330837,,0.8445496128087026
22896.29156839571,1.0540522173307718,,0.8447762114887796
22896.357529810077,1.018149390750082,,0.8450427514124871
22896.42348957329,1.0106620164937294,,0.8453434131255261
22896.489447685293,0.9934347338482552,,0.8456660924610082
22896.55540414604,1.0105351411011543,,0.846006461910026
22896.62135895546,1.0095407395961788,,0.8463735292564103
22896.687312113507,1.0152586412283222,,0.8467790629731372
22896.75326362012,1.0253498125608314,,0.8472335373755012
22896.81921347523,1.0136915551574062,,0.8477495444138029
22896.885161678798,1.0193896408837466,,0.8483273332940282
22896.951108230758,1.0087597168870777,,0.8489583361526699
22897.017053131054,1.015479914858022,,0.8496397257243785
22897.082996379617,1.0243679851091536,,0.8503726309583859
22897.14893797641,1.0556040116246068,,0.8511465168062655
22897.21487792136,1.0525308175432384,,0.8519490299429723
22897.280816214414,1.060807597928643,,0.8527682657763652
22897.34675285552,1.0632539719195382,,0.8535886099593748
22897.41268784461,1.064254409378673,,0.854402797994345
22897.47862118164,1.0618163645149454,,0.8552199742350017
22897.544552866537,1.0623439903622476,,0.8560466300518419
22897.610482899257,1.0556650960625449,,0.8568858199840889
22897.676411279735,1.065713313048209,,0.857736963925475
22897.742338007916,1.0563196473256067,,0.858584853220568
22897.808263083745,1.0592869824043545,,0.8594062640340288
22897.87418650716,1.058028896104893,,0.8602103344021503
22897.940108278097,1.0471245707002308,,0.8610170279500987
22898.006028396518,1.0384314808725363,,0.8618426298923666
22898.07194686235,1.0363658404174967,,0.8627062696596487
22898.137863675543,1.0156229676783661,,0.8636244819950648
22898.203778836032,1.0068810739320193,,0.8645823515812661
22898.269692343765,0.99019154802829,,0.8655648612464495
22898.335604198688,0.9642064413157986,,0.866565826051893
22898.401514400735,0.9519574369077982,,0.8675820642456001
22898.467422949852,0.9269440181134305,,0.8686115091068609
22898.53332984599,0.8894160645585639,,0.8696534605449256
22898.599235089074,0.8468086109198623,,0.8707076425499191
22898.665138679058,0.7700887142420837,,0.8717722120625817
22898.73104061589,0.6882808326357206,,0.8728456433261389
22898.7969408995,0.5761689748450162,,0.8739266240041172
22898.862839529833,0.44906449177461977,,0.8750130767371816
22898.92873650684,0.3211144048011082,,0.8761048393695823
22898.99463183046,0.23880189322076456,,0.8772033164901897
22899.06052550063,0.2717646913066233,,0.8783084836238443
22899.1264175173,0.373069465059807,,0.87941993643298
22899.192307880407,0.506480934639668,,0.8805371247320359
22899.258196589893,0.6207790710730859,,0.8816584596675447
22899.324083645715,0.7017150121402332,,0.8827828216642604
22899.38996904779,0.7568806932244037,,0.8839099774605262
22899.455852796076,0.7982789439429211,,0.8850396717566402
22899.521734890517,0.8213802248235159,,0.8861720524312092
22899.587615331053,0.8174646441351516,,0.8873072893888875
22899.65349411762,0.7930809467289386,,0.8884457326231312
22899.719371250172,0.7451841051469301,,0.8895872659183568
22899.785246728643,0.6574542840006669,,0.8907311123688557
22899.85112055298,0.5610509058839326,,0.8918760239006585
22899.916992723123,0.49812645134474876,,0.8930209569053031
22899.98286323902,0.5486085009631207,,0.894164950675298
22900.048732100604,0.6479098457143085,,0.8953075247013024
22900.114599307824,0.7457506141384671,,0.8964485962178678
22900.180464860623,0.8263798535311484,,0.8975882145885122
22900.24632875894,0.8810437846074506,,0.8987266209292615
22900.312191002722,0.9051235671573701,,0.8998644041552073
22900.378051591906,0.9427412173937523,,0.9010026834925764
22900.443910526443,0.9586453191115204,,0.902143010194853
22900.509767806267,0.9763164962515108,,0.9032904647075052
22900.57562343132,0.9829808332535677,,0.9044577039427729
22900.64147740155,0.9928960372509688,,0.905669008431589
22900.707329716897,0.9920680439506089,,0.906944270958596
22900.77318037731,0.9934463017846924,,0.9082604312878472
22900.839029382718,1.0028229174689491,,0.9095881074751175
22900.90487673308,1.006511229642666,,0.9109008971493103
22900.970722428323,0.9962058877682968,,0.9121747575158851
22901.0365664684,1.0018715166397174,,0.9134161058801442
22901.10240885325,0.9972846145943814,,0.9146720472457377
22901.168249582814,1.0047547669721941,,0.9159413358437425
22901.23408865704,0.986252565011084,,0.9172017065977744
22901.299926075862,0.9893166422770115,,0.9184294195496154
22901.365761839228,0.9938703677967805,,0.91959674963765
22901.431595947088,0.9878750043348812,,0.9206948527409242
22901.49742839936,0.9904361235020536,,0.9217638293261929
22901.563259196017,0.9784005794791506,,0.9228329847118996
22901.62908833698,0.9671886884041043,,0.9238985623173512
22901.694915822205,0.9639653949224187,,0.924948984548774
22901.76074165163,0.9404112848095053,,0.9259659809843204
22901.82656582519,0.9269420534948952,,0.9269209059211458
22901.892388342836,0.8990375924539955,,0.9278051777432101
22901.95820920451,0.8590173152891633,,0.9286309998202212
22902.02402841015,0.8056757918561971,,0.9294064127444099
22902.089845959705,0.7164270206269302,,0.9301390091252228
22902.15566185311,0.6217266030276654,,0.9308397484567461
22902.221476090315,0.5531338312598604,,0.9315130412697933
22902.287288671258,0.5666991753114853,,0.9321613635864583
22902.353099595886,0.6366115931456305,,0.932786047464644
22902.41890886413,0.7228051246535263,,0.9333873216887748
22902.484716475952,0.7939971382680662,,0.9339640547288158
22902.550522431273,0.8524293022051589,,0.9345141665708007
22902.616326730058,0.8992721742675461,,0.9350328311254205
22902.682129372224,0.9158569666432397,,0.9355073984849128
22902.747930357735,0.9424884667314388,,0.9359322152762471
22902.813729686528,0.9428938390201762,,0.9363230556449509
22902.879527358535,0.9631548319329272,,0.9366959002389652
22902.945323373715,0.9578457769499565,,0.9370679732919635
22903.011117731992,0.9577485221807115,,0.9374612348823543
22903.07691043333,0.9658151671549164,,0.9378725364762792
22903.142701477653,0.9693206763449324,,0.9382732693774749
22903.208490864912,0.9514731374323859,,0.9386353747787678
22903.274278595058,0.9499098985089242,,0.9389545767928636
22903.34006466801,0.9473262730534859,,0.939238114847172
22903.405849083734,0.9497032979749841,,0.9395047525896698
22903.471631842156,0.9591761774582395,,0.9397783591325062
22903.537412943228,0.9586480663664899,,0.9400788324814897
22903.603192386894,0.9602131824464908,,0.940394267849056
22903.668970173094,0.9675575252443835,,0.9407103085410893
22903.73474630177,0.9695840699722476,,0.9410174341221292
22903.800520772853,0.9710756932146161,,0.9413073578719596
22903.866293586314,0.9658012481586288,,0.9415767058181682
22903.93206474206,0.9704895898006136,,0.9418298148954647
22903.997834240065,0.952690982241942,,0.9420689248111448
22904.063602080256,0.9471190953095934,,0.9422950596922128
22904.129368262576,0.9451542455519244,,0.9425087328330211
22904.19513278697,0.9585323805938785,,0.9427102328450084
22904.260895653373,0.9740390516114489,,0.942899928563816
22904.326656861744,0.9760084941940915,,0.943078205699354
22904.39241641201,0.9829831457632342,,0.9432451726868698
22904.458174304124,0.9840346215832221,,0.9434011849879177
22904.52393053802,0.9887138023549003,,0.9435468595304636
22904.589685113646,0.9961679700388156,,0.9436826499872678
22904.655438030946,1.0002387595605802,,0.9438098186825898
22904.721189289856,1.0007809202782765,,0.9439303250641448
22904.786938890324,0.9902329452161992,,0.944045877059124
22904.85268683229,1.0043547451586812,,0.9441582945988953
22904.918433115705,1.0022240096953363,,0.9442698981872321
22904.984177740494,1.0019871200021513,,0.944383025927124
22905.049920706613,1.0023962267810194,,0.9445013234312388
22905.115662014003,0.9993156532938768,,0.9446305646988847
22905.1814016626,0.991917602570678,,0.9447785890624699
22905.24713965236,1.0001761215200575,,0.944954970344498
22905.312875983214,1.0021577994934425,,0.9451680060693465
22905.3786106551,0.9977692677994178,,0.9454314608790704
22905.44434366798,0.9827927942077073,,0.9457659763625702
22905.51007502177,0.9868880187616257,,0.9461926861306442
22905.57580471644,0.9675026177749094,,0.9467049620866673
22905.641532751913,0.9682682842561253,,0.9472662217645067
22905.70725912814,0.9723813737705691,,0.9478245494462026
22905.77298384506,0.9680905333529723,,0.9483248739462736
22905.838706902618,0.9729688462885145,,0.9487234759319831
22905.90442830076,0.9752163345294178,,0.9490139135525095
22905.97014803942,0.9815840861301081,,0.9492175965120958
22906.03586611855,0.9773702381291588,,0.9493597670454289
22906.101582538082,0.9811090448444969,,0.9494624997569978
22906.167297297965,0.9842760334144007,,0.9495437203805839
22906.23301039814,0.9859763365611313,,0.9496204688205406
22906.298721838557,0.9895376678324429,,0.949711539081682
22906.364431619142,0.9792381878546458,,0.9498419400119889
22906.430139739856,0.9675963080636405,,0.9500480801412363
22906.49584620063,0.9653288939595864,,0.9503293096206934
22906.56155100141,0.9652115370002705,,0.950649539346299
22906.627254142135,0.9732524512556173,,0.950970291478991
22906.692955622748,0.986286095711572,,0.9512511127525031
22906.758655443202,0.9842910511493265,,0.951452782775256
22906.824353603428,0.9876312738719459,,0.9515810992928829
22906.890050103375,0.985836337998575,,0.9516645123389741
22906.955744942978,0.9862992707184648,,0.9517222116940739
22907.021438122192,0.9916756284986802,,0.9517661630836506
22907.08712964094,0.9911934927439147,,0.9518039421685549
22907.152819499184,0.9844189767049368,,0.9518403888156541
22907.21850769686,0.9773252003479144,,0.951879073388755
22907.284194233907,0.9900400378761125,,0.9519227568211904
22907.34987911027,0.9868398998777154,,0.9519733711377724
22907.415562325896,0.9819324012166022,,0.9520323712366009
22907.48124388072,0.9834255169429926,,0.9521009105524195
22907.546923774684,0.9731582144210738,,0.9521798321809265
22907.61260200774,0.9615557487519606,,0.9522695308279236
22907.678278579824,0.9671485220896737,,0.9523702262069248
22907.74395349088,0.9716984125329923,,0.9524820818857899
22907.80962674085,0.9852394915571847,,0.9526052314637983
22907.875298329673,0.9823930007833923,,0.9527396616421971
22907.940968257295,0.9859237956865761,,0.9528852265714522
22908.006636523663,0.9844343141033708,,0.9530418075690827
22908.07230312872,0.9972174387250473,,0.953209352039997
22908.1379680724,0.9890978967303552,,0.9533877892468147
22908.203631354645,0.9924365912757642,,0.9535774915395415
22908.2692929754,0.9944586201050314,,0.9537793716495012
22908.334952934616,0.9986349965350043,,0.9539947890323448
22908.400611232228,1.0019777882209517,,0.9542260858306695
22908.466267868178,0.9933315331977464,,0.9544763116680912
22908.531922842412,0.9899296131066975,,0.9547495590469015
22908.59757615487,0.991672501491917,,0.9550543607053245
22908.663227805497,1.0011409600704293,,0.9554083067827132
22908.72887779423,0.9981473783931419,,0.9558391017928207
22908.79452612102,0.9929914907394508,,0.9563434455959264
22908.8601727858,0.9945751099610532,,0.9568927369808199
22908.92581778852,0.9942169767021594,,0.9574471779265853
22908.99146112912,0.9937734995902349,,0.9579575127989983
22909.057102807543,0.9870429177236628,,0.9583754625076103
22909.122742823733,0.9825122259968248,,0.9586871195546467
22909.188381177628,0.9873091232799585,,0.9588843391022499
22909.254017869178,0.9775463484074894,,0.9589614010750779
22909.319652898317,0.9736247028284045,,0.9589563637946805
22909.385286264987,0.964488985248785,,0.9589114110633363
22909.45091796914,0.9667690423574733,,0.9588625180883843
22909.516548010717,0.9506078470077722,,0.9588488865758136
22909.582176389653,0.9408141007048337,,0.9588937824654231
22909.647803105894,0.9195727824958768,,0.9589745264869401
22909.713428159383,0.8925386466547565,,0.9590729441643829
22909.779051550067,0.87312194576861,,0.9591817589926299
22909.844673277883,0.8624489879970053,,0.9592978141492451
22909.91029334277,0.8890504735655073,,0.9594136889303994
22909.97591174469,0.9236976139280809,,0.9595209092811848
22910.041528483558,0.9487108742927604,,0.9596133591520241
22910.10714355933,0.9478200127223987,,0.9596848779096758
22910.172756971948,0.9526613834408743,,0.9597278041256896
22910.238368721362,0.9608783542861674,,0.9597361545228339
22910.303978807497,0.9436323858926682,,0.9596974622827401
22910.369587230314,0.9603797235031842,,0.9596152987237389
22910.435193989746,0.9447252072397633,,0.9595020078738872
22910.500799085734,0.9310444644704234,,0.959375462836924
22910.56640251823,0.9065371695678284,,0.9592596329283732
22910.632004287163,0.8923994727661779,,0.9591713183845558
22910.697604392484,0.8874390285651372,,0.9590998983459879
22910.763202834136,0.8855062737653672,,0.9590275738642601
22910.82879961206,0.8896242010555718,,0.9589384015970716
22910.894394726194,0.8736009035777288,,0.9588275479799793
22910.959988176495,0.8267880433848136,,0.9586992477256542
22911.025579962883,0.7735596317229346,,0.9585595463287184
22911.09117008533,0.7538728881881455,,0.9584130010516997
22911.156758543744,0.7812480100840525,,0.9582643639087112
22911.222345338094,0.8276253001350374,,0.9581105438829992
22911.28793046831,0.8747451484649095,,0.9579493565972309
22911.353513934337,0.9154501503211295,,0.9577796317963746
22911.419095736124,0.9330037592652582,,0.957598352291921
22911.484675873602,0.9551993849933021,,0.9573916318219106
22911.55025434673,0.9557402551287074,,0.9571417336865394
22911.61583115543,0.9696504578982046,,0.956825865331756
22911.681406299656,0.9645297632769915,,0.9564129137714753
22911.746979779353,0.9841032683302082,,0.9559151914903233
22911.812551594463,0.9795649626593489,,0.9553773655203035
22911.87812174492,0.9851934149194993,,0.9548440992177879
22911.943690230677,0.986029071451852,,0.9543615539438974
22912.00925705167,0.9856257909142954,,0.9539722853709154
22912.074822207847,0.9900733430319671,,0.9536718662806113
22912.140385699142,0.994913444352861,,0.9534361539739417
22912.205947525505,0.9815406231789028,,0.9532447184177673
22912.271507686874,0.9874584818930563,,0.9530823606568222
22912.337066183194,0.9857433475260964,,0.952937455512757
22912.402623014408,0.992901530758671,,0.9527992348761943
22912.468178180457,0.990316456508925,,0.9526613013102871
22912.533731681287,0.9980263658595793,,0.9525226188986748
22912.599283516833,0.9926710391398447,,0.9523755879013687
22912.664833687046,0.9802321547359077,,0.9522162973755957
22912.730382191858,0.9853243884938789,,0.9520514201770103
22912.795929031232,0.9836379591077287,,0.9518881513828074
22912.861474205092,0.987374568914591,,0.9517338859783965
22912.927017713377,0.9768862350131873,,0.9516004307755515
22912.992559556045,0.9714798907891247,,0.9514926032551866
22913.05809973303,0.9486083032377115,,0.9514027252179694
22913.12363824428,0.9379037062772776,,0.9513199935430873
22913.18917508973,0.8888054531649773,,0.9512399352392454
22913.254710269328,0.8876478595206164,,0.9511629300433188
22913.32024378301,0.875423706058278,,0.951088980789431
22913.38577563074,0.8920965036577683,,0.9510216136919271
22913.45130581243,0.9103881344946594,,0.9509666420225484
22913.516834328035,0.9369546326950731,,0.9509232872846552
22913.582361177505,0.9439977104330592,,0.9508877809394551
22913.647886360774,0.9560833773144882,,0.9508582210280512
22913.713409877793,0.9501607184721468,,0.9508331446515585
22913.77893172849,0.9533157598176684,,0.9508113990623765
22913.844451912824,0.9592297972052329,,0.9507919280280042
22913.909970430726,0.9778748556684893,,0.9507732765169784
22913.975487282143,0.9789943983343476,,0.9507534821332904
22914.04100246702,0.9754120797140907,,0.9507311155120015
22914.10651598529,0.9729470939915094,,0.9507049315162056
22914.172027836907,0.9687490955557343,,0.9506687149248091
22914.23753802181,0.9639881402315981,,0.9506151857639875
22914.303046539935,0.9616065372202391,,0.950546418771858
22914.368553391236,0.9601099806784974,,0.9504656021180934
22914.434058575647,0.9414536265972352,,0.950376018334626
22914.499562093115,0.9405559936435944,,0.9502850079814747
22914.565063943584,0.923777719045298,,0.9501976885145056
22914.630564126983,0.9164749245435418,,0.9501100775928966
22914.69606264327,0.9103470265376997,,0.9500182229060046
22914.76155949238,0.9016506537513336,,0.9499183141138681
22914.827054674264,0.9179303218250671,,0.9498086904690455
22914.892548188855,0.9051348509677642,,0.949689633869214
22914.9580400361,0.9090501530141875,,0.9495611383075152
