element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,observed_depth,implied_width_A,observed_conditioning
Si,I,5645.6128,harps,53.94780922208557,"PROFILE-FIT (voigt); gap 0.220 A; model integrated; chi2_red=0.0006399; sigma_fit=0.0208 A (init 0.0382, floor 0.0208); ew_err=3.48 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-5.01973727605896,,True,,,,,,4.9296,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",90808.33280975226,,,True,0.020847574430412973,0.020847574429209578,0.07128782133731194,,,,0.0006398659274991342,0.252890436995462,0.20040529681362948,
Si,I,5684.484,harps,84.36098663480429,"PROFILE-FIT (voigt); gap 0.280 A; model integrated; chi2_red=0.005963; sigma_fit=0.0210 A (init 0.0385, floor 0.0210); ew_err=7.64 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-4.828549398080244,,False,REW -4.829 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,4.9538,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",90952.86127803753,,,True,0.020991114247490013,0.020991114247447328,0.06520908869433965,,,,0.005963219999550969,0.4179767391105256,0.18960829227308185,
Si,I,5690.425,harps,56.72522415609095,"PROFILE-FIT (voigt); gap 0.965 A; model integrated; chi2_red=1.946e-05; sigma_fit=0.0440 A (init 0.0385, floor 0.0210); ew_err=10.24 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-5.001368482975698,,True,,,,,,4.9296,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",91003.34979765718,,,True,0.0440203529024429,0.02101305259923864,0.02285139386711666,,,,1.9463781594542766e-05,0.36386908701720644,0.14645319461366027,
Si,I,5701.104,harps,132.6296534088064,"PROFILE-FIT (voigt); gap 0.892 A; model integrated; chi2_red=0.01847; sigma_fit=0.3433 A (init 0.0386, floor 0.0211); ew_err=40.58 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-4.633318328793837,,False,"OVER-PHYSICAL-WIDTH: the fitted voigt profile has Gaussian sigma 0.3433 A, against the 0.0856 A that instrumental + thermal + microturbulent + macroturbulent + rotational broadening together permit at this wavelength (instrumental sigma 0.0211 A; vmac and vsini are counted as Gaussian sigmas, which overstates both, so this is a ceiling and not an expectation). No Doppler mechanism can make a line this wide, so the integrated EW is absorption from something else, not this line's EW.",,,,,4.9296,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",91122.56940152016,,,True,0.3433110933666646,0.021052486980450456,7.115665058791434e-20,,,,0.018467860992677165,0.4306308894601395,0.28933651468766763,
Si,I,5772.146,harps,72.81049852074328,"PROFILE-FIT (voigt); gap 1.882 A; model integrated; chi2_red=0.0005582; sigma_fit=0.0213 A (init 0.0391, floor 0.0213); ew_err=2.36 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-4.89914330295518,,False,REW -4.899 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,,5.0823,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",93105.22194897708,,,True,0.021314858195731538,0.02131482402605867,0.06451819889594204,,,,0.0005581512853510821,0.34966731179909327,0.19561707452480676,
Si,I,5793.0727,harps,60.230743470226244,"PROFILE-FIT (voigt); gap 0.842 A; model integrated; chi2_red=0.0001595; sigma_fit=0.0214 A (init 0.0392, floor 0.0214); ew_err=9.28 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-4.983090754694974,,True,,,,,,4.9296,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",93823.73339433467,,,True,0.02139210012552761,0.021392100125441134,0.05956812333355348,,,,0.00015954773494374338,0.3043026573262907,0.18594318642132204,
Si,I,6741.628,harps,49.64515162084275,"PROFILE-FIT (voigt); gap 1.494 A; model integrated; chi2_red=0.0001858; sigma_fit=0.0249 A (init 0.0456, floor 0.0249); ew_err=3.12 mA; continuum linear anchors at +/-1.2 A; source holding=solar_harps_molecfit_corrected · solar_normalized_tellcorr.csv",,-5.132887943263112,,True,,,,,,5.984,1.0,"pre-normalised: solar_harps_molecfit_corrected ships its own continuum and unity IS it, by construction — no local fit is made",90675.91098558676,,,True,0.024894833649244122,0.02489483364924412,0.2294256770374226,,,,0.0001857619699210637,0.11624750413424378,0.40120006435112354,
