wavelength_air_A,wavelength_vac_A,residual_flux,irradiance_uW_cm2_nm
7662.91380,7665.02320,0.97902,123.42000
7662.92240,7665.03180,0.97788,123.27000
7662.93030,7665.03970,0.97737,123.21000
7662.93880,7665.04820,0.97646,123.09000
7662.94740,7665.05680,0.97548,122.97000
7662.95590,7665.06530,0.97464,122.86000
7662.96390,7665.07330,0.97373,122.75000
7662.97240,7665.08180,0.97315,122.67000
7662.98100,7665.09040,0.97214,122.55000
7662.98890,7665.09830,0.97098,122.40000
7662.99740,7665.10680,0.97119,122.43000
7663.00600,7665.11540,0.97180,122.50000
7663.01390,7665.12330,0.97237,122.58000
7663.02250,7665.13190,0.97383,122.76000
7663.03100,7665.14040,0.97459,122.85000
7663.03890,7665.14830,0.97453,122.85000
7663.04750,7665.15690,0.97572,123.00000
7663.05600,7665.16540,0.97675,123.13000
7663.06400,7665.17340,0.97689,123.14000
7663.07250,7665.18190,0.97818,123.31000
7663.08110,7665.19050,0.97947,123.47000
7663.08900,7665.19840,0.97959,123.48000
7663.09750,7665.20690,0.98021,123.56000
7663.10610,7665.21550,0.98075,123.63000
7663.11400,7665.22340,0.98077,123.63000
7663.12260,7665.23200,0.98157,123.73000
7663.13110,7665.24050,0.98174,123.75000
7663.13960,7665.24900,0.98095,123.65000
7663.14760,7665.25700,0.98143,123.71000
7663.15610,7665.26550,0.98205,123.79000
7663.16470,7665.27410,0.98156,123.73000
7663.17260,7665.28210,0.98143,123.71000
7663.18120,7665.29070,0.98124,123.69000
7663.18970,7665.29920,0.98027,123.57000
7663.19760,7665.30710,0.97971,123.50000
7663.20620,7665.31570,0.97959,123.48000
7663.21470,7665.32420,0.97934,123.45000
7663.22270,7665.33220,0.97899,123.40000
7663.23120,7665.34070,0.97847,123.34000
7663.23970,7665.34920,0.97811,123.29000
7663.24770,7665.35720,0.97805,123.29000
7663.25620,7665.36570,0.97793,123.27000
7663.26480,7665.37430,0.97786,123.26000
7663.27270,7665.38220,0.97780,123.25000
7663.28120,7665.39070,0.97786,123.26000
7663.28980,7665.39930,0.97818,123.30000
7663.29770,7665.40720,0.97795,123.27000
7663.30630,7665.41580,0.97709,123.16000
7663.31480,7665.42430,0.97653,123.09000
7663.32340,7665.43290,0.97658,123.10000
7663.33130,7665.44080,0.97701,123.15000
7663.33980,7665.44930,0.97719,123.17000
7663.34840,7665.45790,0.97695,123.14000
7663.35630,7665.46580,0.97691,123.14000
7663.36490,7665.47440,0.97648,123.08000
7663.37340,7665.48290,0.97542,122.95000
7663.38130,7665.49080,0.97500,122.90000
7663.38990,7665.49940,0.97473,122.86000
7663.39840,7665.50790,0.97402,122.77000
7663.40640,7665.51590,0.97397,122.77000
7663.41490,7665.52440,0.97405,122.78000
7663.42350,7665.53300,0.97340,122.69000
7663.43140,7665.54090,0.97276,122.61000
7663.43990,7665.54940,0.97198,122.51000
7663.44850,7665.55800,0.97117,122.41000
7663.45640,7665.56590,0.97158,122.46000
7663.46500,7665.57450,0.97243,122.57000
7663.47350,7665.58300,0.97255,122.59000
7663.48140,7665.59090,0.97270,122.60000
7663.49000,7665.59950,0.97318,122.66000
7663.49850,7665.60800,0.97359,122.72000
7663.50710,7665.61660,0.97433,122.81000
7663.51500,7665.62450,0.97488,122.88000
7663.52360,7665.63310,0.97465,122.85000
7663.53210,7665.64160,0.97473,122.86000
7663.54000,7665.64950,0.97509,122.90000
7663.54860,7665.65820,0.97465,122.85000
7663.55710,7665.66670,0.97437,122.81000
7663.56510,7665.67470,0.97442,122.82000
7663.57360,7665.68320,0.97358,122.71000
7663.58220,7665.69180,0.97280,122.61000
7663.59010,7665.69970,0.97260,122.59000
7663.59860,7665.70820,0.97196,122.51000
7663.60720,7665.71680,0.97133,122.43000
7663.61510,7665.72470,0.97080,122.36000
7663.62370,7665.73330,0.97052,122.33000
7663.63220,7665.74180,0.97085,122.37000
7663.64010,7665.74970,0.97006,122.27000
7663.64870,7665.75830,0.96889,122.12000
7663.65720,7665.76680,0.96789,121.99000
7663.66520,7665.77480,0.96374,121.47000
7663.67370,7665.78330,0.95809,120.76000
7663.68230,7665.79190,0.94712,119.37000
7663.69080,7665.80040,0.91941,115.88000
7663.69870,7665.80830,0.89326,112.59000
7663.70730,7665.81690,0.90132,113.60000
7663.71580,7665.82540,0.93170,117.43000
7663.72380,7665.83340,0.95230,120.03000
7663.73230,7665.84190,0.96154,121.19000
7663.74080,7665.85040,0.96784,121.98000
7663.74880,7665.85840,0.97049,122.32000
7663.75730,7665.86690,0.97152,122.45000
7663.76590,7665.87550,0.97249,122.57000
7663.77380,7665.88340,0.97255,122.58000
7663.78230,7665.89190,0.97291,122.62000
7663.79090,7665.90050,0.97352,122.70000
7663.79880,7665.90840,0.97419,122.78000
7663.80740,7665.91700,0.97478,122.86000
7663.81590,7665.92550,0.97383,122.74000
7663.82390,7665.93350,0.97316,122.65000
7663.83240,7665.94200,0.97350,122.70000
7663.84090,7665.95050,0.97218,122.53000
7663.84950,7665.95910,0.97104,122.39000
7663.85740,7665.96700,0.97089,122.37000
7663.86600,7665.97560,0.96869,122.09000
7663.87450,7665.98410,0.96621,121.78000
7663.88240,7665.99200,0.96244,121.30000
7663.89100,7666.00060,0.95324,120.14000
7663.89950,7666.00910,0.94730,119.39000
7663.90750,7666.01710,0.95235,120.03000
7663.91600,7666.02570,0.95910,120.88000
7663.92460,7666.03430,0.96119,121.14000
7663.93250,7666.04220,0.96254,121.31000
7663.94100,7666.05070,0.96315,121.39000
7663.94960,7666.05930,0.96233,121.28000
7663.95750,7666.06720,0.96242,121.30000
7663.96610,7666.07580,0.96247,121.30000
7663.97460,7666.08430,0.96131,121.16000
7663.98250,7666.09220,0.95994,120.98000
7663.99110,7666.10080,0.95865,120.82000
7663.99960,7666.10930,0.95749,120.67000
7664.00820,7666.11790,0.95555,120.43000
7664.01610,7666.12580,0.95237,120.03000
7664.02470,7666.13440,0.94934,119.65000
7664.03320,7666.14290,0.94556,119.17000
7664.04110,7666.15080,0.93978,118.44000
7664.04970,7666.15940,0.93307,117.59000
7664.05820,7666.16790,0.92464,116.53000
7664.06620,7666.17590,0.91419,115.21000
7664.07470,7666.18440,0.90328,113.84000
7664.08330,7666.19300,0.89060,112.24000
7664.09120,7666.20090,0.87554,110.34000
7664.09970,7666.20940,0.85972,108.35000
7664.10830,7666.21800,0.84239,106.16000
7664.11620,7666.22590,0.82375,103.82000
7664.12480,7666.23450,0.80580,101.55000
7664.13330,7666.24300,0.78839,99.36000
7664.14120,7666.25090,0.77149,97.23000
7664.14980,7666.25950,0.75627,95.31000
7664.15830,7666.26800,0.74306,93.65000
7664.16690,7666.27660,0.73158,92.20000
7664.17480,7666.28450,0.72083,90.84000
7664.18330,7666.29300,0.71098,89.60000
7664.19190,7666.30160,0.70195,88.46000
7664.19980,7666.30950,0.69000,86.96000
7664.20840,7666.31810,0.67410,84.95000
7664.21690,7666.32660,0.65685,82.78000
7664.22490,7666.33460,0.63666,80.23000
7664.23340,7666.34310,0.61236,77.17000
7664.24190,7666.35160,0.58677,73.95000
7664.24990,7666.35960,0.56017,70.59000
7664.25840,7666.36810,0.53309,67.18000
7664.26700,7666.37670,0.50878,64.12000
7664.27490,7666.38460,0.48783,61.48000
7664.28340,7666.39320,0.47008,59.24000
7664.29200,7666.40180,0.45713,57.61000
7664.29990,7666.40970,0.44999,56.71000
7664.30850,7666.41830,0.44972,56.67000
7664.31700,7666.42680,0.45645,57.52000
7664.32560,7666.43540,0.46913,59.12000
7664.33350,7666.44330,0.48807,61.51000
7664.34200,7666.45180,0.51328,64.68000
7664.35060,7666.46040,0.54349,68.49000
7664.35850,7666.46830,0.57757,72.79000
7664.36710,7666.47690,0.61369,77.34000
7664.37560,7666.48540,0.64996,81.91000
7664.38350,7666.49330,0.68537,86.37000
7664.39210,7666.50190,0.71873,90.57000
7664.40060,7666.51040,0.74923,94.42000
7664.40860,7666.51840,0.77625,97.82000
7664.41710,7666.52690,0.79911,100.70000
7664.42570,7666.53550,0.81856,103.15000
7664.43360,7666.54340,0.83541,105.28000
7664.44210,7666.55190,0.84948,107.05000
7664.45070,7666.56050,0.86040,108.43000
7664.45920,7666.56900,0.86814,109.40000
7664.46720,7666.57700,0.87411,110.15000
7664.47570,7666.58550,0.87938,110.82000
7664.48430,7666.59410,0.88261,111.22000
7664.49220,7666.60200,0.88385,111.38000
7664.50070,7666.61050,0.88454,111.47000
7664.50930,7666.61910,0.88414,111.42000
7664.51720,7666.62700,0.88254,111.21000
7664.52580,7666.63560,0.88024,110.92000
7664.53430,7666.64410,0.87697,110.51000
7664.54220,7666.65200,0.87360,110.09000
7664.55080,7666.66060,0.86990,109.62000
7664.55930,7666.66910,0.86422,108.91000
7664.56730,7666.67710,0.85800,108.12000
7664.57580,7666.68560,0.85256,107.44000
7664.58440,7666.69420,0.84620,106.63000
7664.59230,7666.70210,0.83867,105.68000
7664.60080,7666.71060,0.83086,104.70000
7664.60940,7666.71920,0.82221,103.61000
7664.61790,7666.72770,0.81224,102.35000
7664.62590,7666.73570,0.80100,100.94000
7664.63440,7666.74420,0.78886,99.41000
7664.64290,7666.75270,0.77596,97.78000
7664.65090,7666.76070,0.76133,95.94000
7664.65940,7666.76930,0.74476,93.85000
7664.66800,7666.77790,0.72664,91.57000
7664.67590,7666.78580,0.70598,88.96000
7664.68440,7666.79430,0.68273,86.03000
7664.69300,7666.80290,0.65751,82.85000
7664.70090,7666.81080,0.62885,79.24000
7664.70950,7666.81940,0.59602,75.11000
7664.71800,7666.82790,0.55980,70.54000
7664.72600,7666.83590,0.51835,65.32000
7664.73450,7666.84440,0.47037,59.27000
7664.74300,7666.85290,0.41781,52.65000
7664.75160,7666.86150,0.35947,45.30000
7664.75950,7666.86940,0.29310,36.93000
7664.76810,7666.87800,0.22582,28.46000
7664.77660,7666.88650,0.16699,21.04000
7664.78450,7666.89440,0.11480,14.47000
7664.79310,7666.90300,0.06631,8.36000
7664.80160,7666.91150,0.02897,3.65000
7664.80960,7666.91950,0.00838,1.06000
7664.81810,7666.92800,0.00018,0.02000
7664.82670,7666.93660,-0.00148,-0.19000
7664.83460,7666.94450,-0.00057,-0.07000
7664.84310,7666.95300,-0.00004,-0.01000
7664.85170,7666.96160,0.00014,0.02000
7664.85960,7666.96950,0.00021,0.03000
7664.86820,7666.97810,-0.00058,-0.07000
7664.87670,7666.98660,-0.00102,-0.13000
7664.88530,7666.99520,-0.00041,-0.05000
7664.89320,7667.00310,0.00087,0.11000
7664.90170,7667.01160,0.00465,0.59000
7664.91030,7667.02020,0.01215,1.53000
7664.91820,7667.02810,0.02227,2.81000
7664.92680,7667.03670,0.03479,4.38000
7664.93530,7667.04520,0.04992,6.29000
7664.94320,7667.05310,0.06833,8.61000
7664.95180,7667.06170,0.09211,11.61000
7664.96030,7667.07020,0.12208,15.38000
7664.96830,7667.07820,0.15802,19.91000
7664.97680,7667.08670,0.20030,25.24000
7664.98540,7667.09530,0.24787,31.23000
7664.99330,7667.10320,0.29878,37.65000
7665.00180,7667.11170,0.35145,44.28000
7665.01040,7667.12030,0.40387,50.89000
7665.01890,7667.12880,0.45460,57.28000
7665.02690,7667.13690,0.50255,63.32000
7665.03540,7667.14540,0.54602,68.80000
7665.04390,7667.15390,0.58472,73.68000
7665.05190,7667.16190,0.61998,78.12000
7665.06040,7667.17040,0.65237,82.20000
7665.06900,7667.17900,0.68114,85.82000
7665.07690,7667.18690,0.70555,88.90000
7665.08540,7667.19540,0.72664,91.56000
7665.09400,7667.20400,0.74614,94.01000
7665.10190,7667.21190,0.76389,96.25000
7665.11050,7667.22050,0.77899,98.15000
7665.11900,7667.22900,0.79176,99.76000
7665.12700,7667.23700,0.80295,101.17000
7665.13550,7667.24550,0.81332,102.48000
7665.14400,7667.25400,0.82281,103.67000
7665.15260,7667.26260,0.83050,104.64000
7665.16050,7667.27050,0.83700,105.46000
7665.16910,7667.27910,0.84352,106.28000
7665.17760,7667.28760,0.84951,107.04000
7665.18550,7667.29550,0.85464,107.68000
7665.19410,7667.30410,0.85965,108.31000
7665.20260,7667.31260,0.86451,108.93000
7665.21060,7667.32060,0.86870,109.45000
7665.21910,7667.32910,0.87262,109.95000
7665.22770,7667.33770,0.87672,110.46000
7665.23560,7667.34560,0.88053,110.94000
7665.24410,7667.35410,0.88404,111.39000
7665.25270,7667.36270,0.88785,111.87000
7665.26060,7667.37060,0.89103,112.27000
7665.26920,7667.37920,0.89304,112.52000
7665.27770,7667.38770,0.89578,112.86000
7665.28630,7667.39630,0.89896,113.26000
7665.29420,7667.40420,0.90037,113.44000
7665.30270,7667.41270,0.90150,113.58000
7665.31130,7667.42130,0.90388,113.88000
7665.31920,7667.42920,0.90566,114.11000
7665.32780,7667.43780,0.90682,114.25000
7665.33630,7667.44630,0.90866,114.49000
7665.34420,7667.45420,0.91032,114.69000
7665.35280,7667.46280,0.91150,114.84000
7665.36130,7667.47130,0.91257,114.98000
7665.36930,7667.47930,0.91319,115.06000
7665.37780,7667.48780,0.91412,115.17000
7665.38640,7667.49640,0.91547,115.34000
7665.39490,7667.50500,0.91571,115.37000
7665.40280,7667.51290,0.91514,115.30000
7665.41140,7667.52150,0.91517,115.30000
7665.41990,7667.53000,0.91569,115.37000
7665.42790,7667.53800,0.91589,115.39000
7665.43640,7667.54650,0.91559,115.36000
7665.44490,7667.55500,0.91548,115.34000
7665.45290,7667.56300,0.91567,115.37000
7665.46140,7667.57150,0.91536,115.33000
7665.47000,7667.58010,0.91531,115.32000
7665.47790,7667.58800,0.91575,115.38000
7665.48650,7667.59660,0.91473,115.25000
7665.49500,7667.60510,0.91300,115.03000
7665.50290,7667.61300,0.91228,114.94000
7665.51150,7667.62160,0.91085,114.76000
7665.52000,7667.63010,0.90869,114.48000
7665.52860,7667.63870,0.90742,114.32000
7665.53650,7667.64660,0.90521,114.05000
7665.54500,7667.65510,0.90183,113.62000
7665.55360,7667.66370,0.89924,113.29000
7665.56150,7667.67160,0.89482,112.74000
7665.57010,7667.68020,0.88735,111.79000
7665.57860,7667.68870,0.88257,111.19000
7665.58650,7667.69660,0.88323,111.28000
7665.59510,7667.70520,0.88481,111.47000
7665.60360,7667.71370,0.88409,111.38000
7665.61160,7667.72170,0.88174,111.09000
7665.62010,7667.73020,0.87833,110.66000
7665.62870,7667.73880,0.87414,110.13000
7665.63720,7667.74730,0.86958,109.55000
7665.64510,7667.75520,0.86434,108.89000
7665.65370,7667.76380,0.85854,108.16000
7665.66220,7667.77230,0.85258,107.41000
7665.67020,7667.78030,0.84556,106.53000
7665.67870,7667.78880,0.83739,105.50000
7665.68730,7667.79740,0.82928,104.48000
7665.69520,7667.80530,0.82091,103.42000
7665.70370,7667.81380,0.81102,102.18000
7665.71230,7667.82240,0.79930,100.70000
7665.72020,7667.83030,0.78599,99.02000
7665.72880,7667.83890,0.77177,97.23000
7665.73730,7667.84740,0.75668,95.33000
7665.74520,7667.85530,0.73946,93.16000
7665.75380,7667.86390,0.71960,90.66000
7665.76230,7667.87240,0.69747,87.87000
7665.77090,7667.88110,0.67261,84.74000
7665.77880,7667.88900,0.64400,81.13000
7665.78740,7667.89760,0.61110,76.99000
7665.79590,7667.90610,0.57440,72.36000
7665.80380,7667.91400,0.53357,67.22000
7665.81240,7667.92260,0.48676,61.32000
7665.82090,7667.93110,0.43368,54.64000
7665.82890,7667.93910,0.37516,47.26000
7665.83740,7667.94760,0.31071,39.14000
7665.84590,7667.95610,0.24121,30.39000
7665.85390,7667.96410,0.17072,21.51000
7665.86240,7667.97260,0.10527,13.26000
7665.87100,7667.98120,0.05226,6.58000
7665.87950,7667.98970,0.01788,2.25000
7665.88750,7667.99770,0.00266,0.34000
7665.89600,7668.00620,-0.00058,-0.07000
7665.90450,7668.01470,-0.00089,-0.11000
7665.91250,7668.02270,-0.00076,-0.10000
7665.92100,7668.03120,-0.00002,0.00000
7665.92960,7668.03980,-0.00053,-0.07000
7665.93750,7668.04770,-0.00112,-0.14000
7665.94600,7668.05620,-0.00065,-0.08000
7665.95460,7668.06480,-0.00115,-0.14000
7665.96250,7668.07270,0.00269,0.34000
7665.97110,7668.08130,0.02156,2.72000
7665.97960,7668.08980,0.05964,7.51000
7665.98820,7668.09840,0.11547,14.55000
7665.99610,7668.10630,0.18317,23.07000
7666.00460,7668.11480,0.25392,31.99000
7666.01320,7668.12340,0.32343,40.74000
7666.02110,7668.13130,0.38938,49.05000
7666.02970,7668.13990,0.44816,56.46000
7666.03820,7668.14840,0.50015,63.01000
7666.04610,7668.15630,0.54738,68.96000
7666.05470,7668.16490,0.58929,74.24000
7666.06320,7668.17340,0.62563,78.81000
7666.07120,7668.18140,0.65721,82.79000
7666.07970,7668.18990,0.68520,86.32000
7666.08830,7668.19850,0.71085,89.55000
7666.09680,7668.20700,0.73375,92.43000
7666.10470,7668.21490,0.75346,94.92000
7666.11330,7668.22350,0.77088,97.11000
7666.12180,7668.23200,0.78692,99.13000
7666.12980,7668.24000,0.80167,100.99000
7666.13830,7668.24860,0.81462,102.62000
7666.14690,7668.25720,0.82625,104.08000
7666.15480,7668.26510,0.83740,105.49000
7666.16330,7668.27360,0.84711,106.71000
7666.17190,7668.28220,0.85550,107.77000
7666.17980,7668.29010,0.86345,108.77000
7666.18840,7668.29870,0.87023,109.62000
7666.19690,7668.30720,0.87652,110.42000
7666.20540,7668.31570,0.88308,111.24000
7666.21340,7668.32370,0.88845,111.92000
7666.22190,7668.33220,0.89328,112.53000
7666.23050,7668.34080,0.89855,113.19000
7666.23840,7668.34870,0.90299,113.75000
7666.24690,7668.35720,0.90682,114.23000
7666.25550,7668.36580,0.91051,114.70000
7666.26340,7668.37370,0.91362,115.09000
7666.27200,7668.38230,0.91711,115.53000
7666.28050,7668.39080,0.92069,115.98000
7666.28850,7668.39880,0.92316,116.29000
7666.29700,7668.40730,0.92535,116.56000
7666.30550,7668.41580,0.92796,116.89000
7666.31410,7668.42440,0.93059,117.22000
7666.32200,7668.43230,0.93268,117.49000
7666.33060,7668.44090,0.93432,117.69000
7666.33910,7668.44940,0.93625,117.94000
7666.34700,7668.45730,0.93788,118.14000
7666.35560,7668.46590,0.93927,118.32000
7666.36410,7668.47440,0.94108,118.54000
7666.37210,7668.48240,0.94158,118.61000
7666.38060,7668.49090,0.94128,118.57000
7666.38920,7668.49950,0.94150,118.60000
7666.39710,7668.50740,0.93982,118.38000
7666.40560,7668.51590,0.93625,117.93000
7666.41420,7668.52450,0.92714,116.79000
7666.42270,7668.53300,0.90638,114.17000
7666.43070,7668.54100,0.89044,112.16000
7666.43920,7668.54950,0.90054,113.43000
7666.44780,7668.55810,0.92380,116.36000
7666.45570,7668.56600,0.93839,118.20000
7666.46420,7668.57450,0.94484,119.01000
7666.47280,7668.58310,0.94897,119.53000
7666.48070,7668.59100,0.95181,119.89000
7666.48930,7668.59960,0.95467,120.25000
7666.49780,7668.60810,0.95723,120.57000
7666.50570,7668.61610,0.95908,120.81000
7666.51430,7668.62470,0.96028,120.96000
7666.52280,7668.63320,0.96071,121.01000
7666.53140,7668.64180,0.96214,121.19000
7666.53930,7668.64970,0.96402,121.43000
7666.54790,7668.65830,0.96427,121.46000
7666.55640,7668.66680,0.96469,121.51000
7666.56430,7668.67470,0.96604,121.68000
7666.57290,7668.68330,0.96626,121.71000
7666.58140,7668.69180,0.96589,121.66000
7666.58940,7668.69980,0.96667,121.76000
7666.59790,7668.70830,0.96822,121.96000
7666.60640,7668.71680,0.96872,122.02000
7666.61440,7668.72480,0.96764,121.88000
7666.62290,7668.73330,0.96611,121.69000
7666.63150,7668.74190,0.96290,121.28000
7666.64000,7668.75040,0.95733,120.58000
7666.64790,7668.75830,0.95511,120.30000
7666.65650,7668.76690,0.95976,120.89000
7666.66500,7668.77540,0.96592,121.66000
7666.67300,7668.78340,0.96898,122.05000
7666.68150,7668.79190,0.97046,122.24000
7666.69010,7668.80050,0.97183,122.41000
7666.69800,7668.80840,0.97264,122.51000
7666.70650,7668.81690,0.97330,122.59000
7666.71510,7668.82550,0.97422,122.71000
7666.72300,7668.83340,0.97447,122.74000
7666.73160,7668.84200,0.97422,122.71000
7666.74010,7668.85050,0.97476,122.78000
7666.74870,7668.85910,0.97565,122.89000
7666.75660,7668.86700,0.97587,122.91000
7666.76510,7668.87550,0.97571,122.89000
7666.77370,7668.88410,0.97547,122.86000
7666.78160,7668.89200,0.97538,122.85000
7666.79020,7668.90060,0.97563,122.88000
7666.79870,7668.90910,0.97585,122.91000
7666.80660,7668.91700,0.97591,122.92000
7666.81520,7668.92560,0.97614,122.95000
7666.82370,7668.93410,0.97663,123.01000
7666.83230,7668.94270,0.97738,123.10000
7666.84020,7668.95060,0.97785,123.16000
7666.84880,7668.95920,0.97770,123.14000
7666.85730,7668.96770,0.97782,123.16000
7666.86520,7668.97560,0.97852,123.25000
7666.87380,7668.98420,0.97890,123.29000
7666.88230,7668.99280,0.97911,123.32000
7666.89030,7669.00080,0.97976,123.40000
7666.89880,7669.00930,0.98035,123.48000
7666.90730,7669.01780,0.98057,123.50000
7666.91530,7669.02580,0.98097,123.55000
7666.92380,7669.03430,0.98139,123.61000
7666.93240,7669.04290,0.98144,123.61000
7666.94090,7669.05140,0.98171,123.65000
7666.94890,7669.05940,0.98226,123.71000
7666.95740,7669.06790,0.98260,123.76000
7666.96590,7669.07640,0.98266,123.76000
7666.97390,7669.08440,0.98249,123.74000
7666.98240,7669.09290,0.98252,123.75000
7666.99100,7669.10150,0.98295,123.80000
7666.99890,7669.10940,0.98293,123.80000
7667.00740,7669.11790,0.98268,123.77000
7667.01600,7669.12650,0.98309,123.82000
7667.02390,7669.13440,0.98358,123.88000
7667.03250,7669.14300,0.98390,123.92000
7667.04100,7669.15150,0.98394,123.92000
7667.04960,7669.16010,0.98322,123.83000
7667.05750,7669.16800,0.98349,123.87000
7667.06600,7669.17650,0.98520,124.08000
7667.07460,7669.18510,0.98561,124.13000
7667.08250,7669.19300,0.98498,124.05000
7667.09110,7669.20160,0.98504,124.06000
7667.09960,7669.21010,0.98484,124.04000
7667.10750,7669.21800,0.98457,124.00000
7667.11610,7669.22660,0.98490,124.04000
7667.12460,7669.23510,0.98495,124.05000
7667.13320,7669.24370,0.98519,124.08000
7667.14110,7669.25160,0.98586,124.16000
7667.14970,7669.26020,0.98591,124.17000
7667.15820,7669.26870,0.98580,124.15000
7667.16610,7669.27660,0.98563,124.13000
7667.17470,7669.28520,0.98527,124.09000
7667.18320,7669.29370,0.98569,124.14000
7667.19120,7669.30170,0.98568,124.14000
7667.19970,7669.31020,0.98436,123.97000
7667.20830,7669.31880,0.98441,123.98000
7667.21620,7669.32670,0.98579,124.15000
7667.22470,7669.33520,0.98566,124.14000
7667.23330,7669.34380,0.98482,124.03000
7667.24180,7669.35230,0.98497,124.05000
7667.24980,7669.36040,0.98517,124.07000
7667.25830,7669.36890,0.98531,124.09000
7667.26680,7669.37740,0.98565,124.13000
