element,ion,band,instrument,treatment,handler,A,n_lines,n_excluded,stat_dex,syst_dex,dominant
Fe,I,NIR,crires_plus,1D-LTE,SynthesisHandler,7.352,8,0,0.0223,0.1726,gf scale (UNGRADED)
