element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2
Al,I,5557.062,kpno_solar_atlas,11.872678823168412,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.339; red_chi2=4.331; n_pix=46; window +/-0.173 A wing-wide from EW 21 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.339,-5.6702965226922695,ENGINE-B,True,,,,,,3.1427,,,,0.0,"none — LTE, no departure applied",False,,,,0.038315512676798426,3.6853821563531453,2.3392227507392693,4.331
Al,I,6696.0137,kpno_solar_atlas,51.79821981315125,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.266; red_chi2=1.12; n_pix=63; window +/-0.259 A wing-wide from EW 53 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.266,-5.111501499260331,ENGINE-B,True,,,,,,3.1427,,,,0.0,"none — LTE, no departure applied",False,,,,0.008270172880396687,117.60999083772555,2.266341909320352,1.12
Al,I,6698.6715,kpno_solar_atlas,23.680952096536657,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.245; red_chi2=3.081; n_pix=47; window +/-0.194 A wing-wide from EW 29 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.245,-5.45158952141441,ENGINE-B,True,,,,,,3.1427,,,,0.0,"none — LTE, no departure applied",False,,,,0.021463313108777138,18.800605627732782,2.2452881432648644,3.081
Al,I,6783.638,kpno_solar_atlas,16.910026181863394,"SYNTHESIS via _fit_synth_flux (synth-v2, RYA-287); A=6.277; red_chi2=0.633; n_pix=51; window +/-0.217 A wing-wide from EW 37 mA; R=500000, vmac=3.8, vsini=1.8; EW is the SYNTHETIC target-line EW over +/-1.00 A, not the measurement",6.277,-5.603318384289837,ENGINE-B,True,,,,,,4.0215,,,,0.0,"none — LTE, no departure applied",False,,,,0.033502552259843214,3.9959145652571517,2.2772162327866914,0.633
