band,element,ion,treatment,deck,n_lines,A,has_published_row,A_published,reproduces_A,stat_dex,reproduces_stat,syst_before,syst_published,reproduces_syst,syst_published_rule_pre_rya869,syst_diff_is_rya869_correction,rung,gf_graded,n_graded,n_unresolved,n_absent_from_linelist,n_ambiguous_in_linelist,cited_sigma_dex,syst_after,d_syst,dominant_after,harness_charged_dex,harness_handler,grade_counts,reason,src
NIR,Fe,I,1D-LTE,,31,7.492,True,7.492,True,0.1391,True,0.1726,0.1726,True,0.1726,False,1,False,1,0,0,0,,0.1726,0.0,gf scale (UNGRADED),0.0,SynthesisHandler,"{""GF-LAB"": 1, ""GF-NIST"": 10, ""systematic:K07"": 19, ""systematic:K07/SCALE-MISMATCH"": 1}","MIXED POOL: 1 of 31 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x10, systematic:K07 x19, systematic:K07/SCALE-MISMATCH x1. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",FeI_10000_12935_kpno_solar_atlas_SYNTH_1D-LTE_lines.csv
near-UV,Fe,I,1D-LTE,,39,7.498,True,7.498,True,0.0669,True,0.1972,0.1972,True,0.1972,False,1,False,0,2,0,2,,0.1972,0.0,gf scale (UNGRADED),0.0,SynthesisHandler,"{""GF-NIST"": 15, ""UNRESOLVED"": 2, ""systematic:K07"": 22}","MIXED POOL: 0 of 39 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x15, UNRESOLVED x2, systematic:K07 x22. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",FeI_3000_3780_kpno_solar_atlas_SYNTH_1D-LTE_lines.csv
VIS,Fe,I,1D-LTE,gerber-nlte,148,7.586,True,7.586,True,0.0261,True,0.1705,0.1705,True,0.1705,False,1,False,5,15,13,2,,0.1705,0.0,gf scale (UNGRADED),0.0129,ProfileFitHandler,"{""GF-LAB"": 5, ""GF-NIST"": 1, ""UNRESOLVED"": 15, ""systematic:K07"": 124, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 5 of 148 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x15, systematic:K07 x124, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",gerber-nlte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv
VIS,Fe,I,ENGINE-A,gerber-nlte,105,7.597,True,7.597,True,0.0279,True,0.1705,0.1705,True,0.1705,False,1,False,4,10,8,2,,0.1705,0.0,gf scale (UNGRADED),0.0129,ProfileFitHandler,"{""GF-LAB"": 4, ""GF-NIST"": 1, ""UNRESOLVED"": 10, ""systematic:K07"": 87, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 4 of 105 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x10, systematic:K07 x87, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",gerber-nlte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_ENGINE-A_lines.csv
VIS,Fe,I,ENGINE-B-NLTE,gerber-nlte,131,7.57,True,7.57,True,0.0205,True,0.17,0.1705,False,0.1705,True,1,False,4,12,10,2,,0.17,0.0,gf scale (UNGRADED),0.0,SynthesisHandler,"{""GF-LAB"": 4, ""GF-NIST"": 1, ""UNRESOLVED"": 12, ""systematic:K07"": 111, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 4 of 131 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x12, systematic:K07 x111, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",gerber-nlte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_ENGINE-B-NLTE_lines.csv
VIS,Fe,I,1D-LTE,ts-lte,148,7.586,True,7.586,True,0.0261,True,0.1705,0.1705,True,0.1705,False,1,False,5,15,13,2,,0.1705,0.0,gf scale (UNGRADED),0.0129,ProfileFitHandler,"{""GF-LAB"": 5, ""GF-NIST"": 1, ""UNRESOLVED"": 15, ""systematic:K07"": 124, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 5 of 148 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x15, systematic:K07 x124, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",ts-lte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_1D-LTE_lines.csv
VIS,Fe,I,ENGINE-A,ts-lte,105,7.597,True,7.597,True,0.0279,True,0.1705,0.1705,True,0.1705,False,1,False,4,10,8,2,,0.1705,0.0,gf scale (UNGRADED),0.0129,ProfileFitHandler,"{""GF-LAB"": 4, ""GF-NIST"": 1, ""UNRESOLVED"": 10, ""systematic:K07"": 87, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 4 of 105 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x10, systematic:K07 x87, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",ts-lte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_ENGINE-A_lines.csv
VIS,Fe,I,ENGINE-B,ts-lte,129,7.515,True,7.515,True,0.0193,True,0.17,0.17,True,0.17,False,1,False,4,12,10,2,,0.17,0.0,gf scale (UNGRADED),0.0,SynthesisHandler,"{""GF-LAB"": 4, ""GF-NIST"": 1, ""UNRESOLVED"": 12, ""systematic:K07"": 109, ""systematic:K07/SCALE-MISMATCH"": 3}","MIXED POOL: 4 of 129 Fe I lines are GF-LAB (primary laboratory gf); the rest are GF-NIST x1, UNRESOLVED x12, systematic:K07 x109, systematic:K07/SCALE-MISMATCH x3. A pool is graded only if every line in it is — inheriting the best rung a subset carries would attribute a laboratory pedigree to lines that do not have one",ts-lte/FeI_3800_6910_kpno_solar_atlas_PROFILEFIT_ENGINE-B_lines.csv
