band,species,wavelength_A,depth,unsaturated,purity,gof,robust,canonical_line_id,action
H,FeI,17204.215, , , , , ,gf_169828,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17204.298,Y,Y,U,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17204.419, , , , , ,gf_169830,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17205.731,Y,Y,Y,Y,Y,gf_174871,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17207.419, , , , , ,gf_174873,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17208.66, , , , , ,gf_169832,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17208.864, , , , , ,gf_169833,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17212.239, , , , , ,gf_169834,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17219.541, , , , , ,gf_169836,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17221.395,Y,Y,Y,Y,Y,gf_169837,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17222.492, , , , , ,gf_169838,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17224.849, , , , , ,gf_169839,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17224.899, , , , , ,gf_169840,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17225.57, , , , , ,gf_174885,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17227.386, , , , , ,gf_174888,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NaI,17227.749, , , , , ,gf_174891,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17228.722, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17229.72,Y,Y,U,N,N,gf_169842,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17232.23,Y,Y,Y,N,N,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17233.171,N, , , ,N,gf_169845,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17234.47,Y,Y,Y,Y,Y,gf_174899,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17239.385,N, , , ,N,gf_169847,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17249.269,Y,Y,Y,N,N,gf_174920,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17254.274,Y,Y,U,N,N,gf_169853,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17254.947,N, , , ,N,gf_169855,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17257.565,Y,Y,Y,Y,Y,gf_169856,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17263.298, , , , , ,gf_169859,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,17268.296, , , , , ,gf_174929,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17270.402, , , , , ,gf_169863,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17274.94, , , , , ,gf_174934,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17276.962, , , , , ,gf_169864,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17277.479,Y,Y,Y,N,N,gf_169865,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17278.724, , , , , ,gf_169867,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17280.277, , , , , ,gf_174938,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17280.803, , , , , ,gf_169868,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17282.291,Y,Y,Y,N,N,gf_169871,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17282.757, , , , , ,gf_169872,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17283.982, , , , , ,gf_169874,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17286.54, , , , , ,gf_169875,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17290.495,Y,Y,Y,N,N,gf_169877,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17293.112,Y,Y,U,N,N,gf_169878,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17293.642,Y,Y,U,N,N,gf_169879,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17294.234,N, , , ,N,gf_169880,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17297.212,N, , , ,N,gf_169882,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17300.453,Y,Y,U,N,N,gf_169883,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17301.696,Y,Y,N, ,N,gf_169884,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17302.304,Y,Y,Y,N,N,gf_169885,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17305.979, , , , , ,gf_174968,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17306.518,N, , , ,N,gf_174969,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17308.007,N, , , ,N,gf_169888,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17310.231, , , , , ,gf_169889,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17310.848, , , , , ,gf_169891,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17316.887, , , , , ,gf_169893,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,17320.509, , , , , ,gf_174975,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17321.238, , , , , ,gf_169894,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,17321.541, , , , , ,gf_174977,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17321.61, , , , , ,gf_174978,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17321.727, , , , , ,gf_169895,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CaI,17322.946, , , , , ,gf_174983,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17323.47, , , , , ,gf_174985,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17324.16, , , , , ,gf_174988,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17324.735, , , , , ,gf_174990,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17325.155, , , , , ,gf_174994,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17325.912,N, , , ,N,gf_169897,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17326.368, , , , , ,gf_174997,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17327.275,N, , , ,N,gf_174999,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17332.758,Y,Y,Y,N,N,gf_169901,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17334.077,N, , , ,N,gf_169902,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17337.38, , , , , ,gf_175007,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17337.994, , , , , ,gf_169904,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17338.56, , , , , ,gf_175009,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17339.086, , , , , ,gf_175010,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17339.296, , , , , ,gf_175011,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17344.75,N, , , ,N,gf_169905,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17346.4, , , , , ,gf_175016,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17349.184, , , , , ,gf_175017,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17349.816, , , , , ,gf_175019,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17356.825, , , , , ,gf_175023,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17357.127, , , , , ,gf_175024,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17357.145,Y,Y,N, ,N,gf_175025,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17359.692, , , , , ,gf_169906,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17360.672,Y,Y,N, ,N,gf_175030,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,HI,17362.112, , , , , ,gf_175034,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17364.905, , , , , ,gf_169907,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,YI,17366.715, , , , , ,gf_175038,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17367.171, , , , , ,gf_169908,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17371.13, , , , , ,gf_169909,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17374.674, , , , , ,gf_169911,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17376.574,Y,Y,Y,N,N,gf_175042,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17383.097,Y,Y,Y,N,N,gf_175044,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17388.515,N, , , ,N,gf_175051,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17389.828,N, , , ,N,gf_169913,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17390.632,N, , , ,N,gf_175054,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17391.939,N, , , ,N,gf_169914,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17393.455,N, , , ,N,gf_175060,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17395.423,N, , , ,N,gf_169916,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17399.386,N, , , ,N,gf_175064,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17400.579,N, , , ,N,gf_169917,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17401.027, , , , , ,gf_169918,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17401.53,N, , , ,N,gf_175065,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17405.344,Y,Y,N, ,N,gf_169921,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17406.89, , , , , ,gf_175074,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17407.363, , , , , ,gf_175075,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17407.517, , , , , ,gf_175077,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17407.518, , , , , ,gf_175077,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MgI,17407.536, , , , , ,gf_175077,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17408.35, , , , , ,gf_175078,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17409.497, , , , , ,gf_169922,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17409.9, , , , , ,gf_169923,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17418.135, , , , , ,gf_169924,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17418.506, , , , , ,gf_169926,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,NiI,17419.288, , , , , ,gf_175088,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17420.825,N, , , ,N,gf_169927,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,YI,17422.838, , , , , ,gf_175090,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17426.193, , , , , ,gf_169928,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17427.44, , , , , ,gf_175095,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17428.122, , , , , ,gf_169929,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17433.636, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,TiI,17446.745, , , , , ,gf_175111,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17448.6, , , , , ,gf_175114,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17450.99, , , , , ,gf_175116,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17453.839, , , , , ,gf_169941,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,CI,17455.99, , , , , ,gf_175126,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17457.579, , , , , ,gf_169943,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17459.119, , , , , ,gf_169944,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17459.997, , , , , ,gf_169945,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17461.0, , , , , ,gf_169946,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,SiI,17466.879, , , , , ,gf_175135,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17469.919, , , , , ,gf_169953,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17478.016, , , , , ,gf_169957,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17480.644, , , , , ,gf_169960,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17488.549, , , , , ,gf_169962,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,MnI,17496.087, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17497.186, , , , , ,,TRACE_PRIMARY_GF_BEFORE_PROMOTION
H,FeI,17499.98, , , , , ,gf_169967,TRACE_PRIMARY_GF_BEFORE_PROMOTION
