band,species,element,wavelength_A,lower_ep_eV,elgueta_loggf,c6,procyon_Fd_depth,procyon_Fd_sat,procyon_Fd_pur,procyon_Fd_gof,procyon_Fd_rob,sun_Gd_depth,sun_Gd_sat,sun_Gd_pur,sun_Gd_gof,sun_Gd_rob,eps_eri_Kd_depth,eps_eri_Kd_sat,eps_eri_Kd_pur,eps_eri_Kd_gof,eps_eri_Kd_rob,beta_hyi_FGKsg_depth,beta_hyi_FGKsg_sat,beta_hyi_FGKsg_pur,beta_hyi_FGKsg_gof,beta_hyi_FGKsg_rob,arcturus_FGKg_depth,arcturus_FGKg_sat,arcturus_FGKg_pur,arcturus_FGKg_gof,arcturus_FGKg_rob,gamma_sge_Mg_depth,gamma_sge_Mg_sat,gamma_sge_Mg_pur,gamma_sge_Mg_gof,gamma_sge_Mg_rob,robust_any,source_file,source_md5,doi,canonical_line_id,canonical_loggf,canonical_source,canonical_grade,delta_loggf,match_status,primary_source_trace,action
J,FeI,Fe,12586.976,5.273,-2.083,-7.55, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,N,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12589.204,6.616,-1.507,-7.13, , , , , ,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12600.277,1.443,-2.32,-7.79, , , , , , , , , , ,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12601.49,8.851,-0.443,-7.197,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167702,-0.443,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12606.47,6.066,-1.11,-7.54, , , , , ,N, , , ,N, , , , , ,N, , , ,N, , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12610.942,5.049,-0.063,-6.77, , , , , ,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167703,-0.063,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CI,C,12614.1,8.851,0.049,-7.198,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,N,N, , , , , , , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167704,0.0489999999999999,VALD3,VALD3,1.0408340855860843e-16,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12615.928,4.638,-1.517,-7.54,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167705,-1.517,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12627.674,6.619,-0.805,-7.13,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167706,-0.805,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12631.469,5.446,-2.052,-7.47, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12632.548,6.4,-1.271,-7.15, , , , , , , , , , ,Y,Y,U,N,N, , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12638.703,4.559,-0.783,-7.54,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N, , , ,N,N, , , ,N,N, , , ,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167707,-0.783,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12648.741,4.607,-1.14,-7.54,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167708,-1.14,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CrI,Cr,12651.03,3.845,-1.719,-7.78, , , , , , , , , , ,Y,Y,N, ,N, , , , , , , , , , ,Y,N, , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,NiI,Ni,12655.376,6.114,-0.106,-7.13, , , , , , , , , , , , , , , ,N, , , ,N, , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12656.816,2.175,-2.56,-7.75, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,N,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12667.112,5.587,-1.627,-7.5, , , , , ,Y,Y,U,Y,N, , , , , , , , , , , , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12670.169,5.273,-2.162,-7.55, , , , , , , , , , ,Y,Y,U,Y,N, , , , , , , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12671.095,1.43,-2.36,-7.79, , , , , , , , , , ,Y,Y,U,Y,N, , , , , ,N, , , ,N,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,NaI,Na,12679.17,3.617,-0.043,-6.653, , , , , , , , , , ,N, , , ,N, , , , , , , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167709,0.1878205435555074,VALD3,VALD3,-0.2308205435555074,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,NaI,Na,12679.22,3.617,-0.197,-6.653,N, , , ,N,N, , , ,N, , , , , ,Y,Y,N, ,N, , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167709,0.1878205435555074,VALD3,VALD3,-0.38482054355550743,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12680.703,5.478,-2.087,-7.48, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,U,Y,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CoI,Co,12694.438,4.916,-0.385,-7.55, , , , , , , , , , ,Y,Y, , ,N, , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,NiI,Ni,12698.995,6.117,-0.034,-7.15, , , , , ,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167711,-0.034,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CoI,Co,12720.156,3.53,-1.165,-7.73, , , , , ,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12721.745,6.311,-1.226,-7.16, , , , , , , , , , ,N, , , ,N, , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12735.92,5.753,-2.52,0.0, , , , , ,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12738.383,2.175,-1.28,-7.75, , , , , ,Y,Y,U,N,N,N, , , ,N, , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MgI,Mg,12740.204,5.753,-2.04,0.0,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N, , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167712,-2.04,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12740.932,3.409,-0.721,-7.71, , , , , , , , , , ,N, , , ,N, , , , , ,N, , , ,N,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,NiI,Ni,12743.264,5.284,-0.452,-7.56,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167713,-0.452,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12744.905,2.487,-1.28,-7.77, , , , , , , , , , ,N, , , ,N, , , , , ,N, , , ,N,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CrI,Cr,12744.93,3.438,-2.548,-7.64, , , , , , , , , , ,N, , , ,N, , , , , , , , , , ,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,AlI,Al,12749.835,4.022,-2.217,0.0, , , , , , , , , , ,Y,Y,N, ,N, , , , , , , , , , ,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,AlI,Al,12757.26,4.021,-2.472,0.0, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,N, ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12789.45,5.01,-1.514,-7.55,Y,Y,Y,N,N,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167714,-1.514,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12793.147,3.252,-4.853,-7.79, , , , , , , , , , , , , , , , , , , , , , , , , ,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12807.152,3.64,-2.452,-7.75,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167715,-2.452,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12808.243,4.988,-1.362,-7.55,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167716,-1.362,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12811.478,2.16,-1.39,-7.75, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12816.045,3.91,-0.765,-7.52,N, , , ,N,Y,Y,N, ,N,Y,Y,U,N,N,Y,Y,N, ,N,Y,Y,Y,Y,Y, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167717,-0.765,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,HI,H,12818.077,12.088,0.433,5.0,N, , , ,N,N, , , ,N, , , , , ,Y,Y,Y,N,N,Y, ,Y,N,N,Y,N, , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12819.924,3.017,-5.38,-7.81, , , , , , , , , , , , , , , , , , , , , , , , , ,N, , , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12821.672,1.46,-1.19,-7.79,N, , , ,N,Y,Y,U,N,N,Y,Y,Y,Y,Y,Y,Y,N, ,N,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167718,-1.19,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12823.867,3.91,-0.997,-7.52,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,U,Y,N, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167719,-0.997,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12824.859,3.018,-3.835,-7.81, , , , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167720,-3.835,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12827.059,3.91,-1.478,-7.52,N, , , ,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167721,-1.478,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12831.445,1.43,-1.49,-7.79, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167722,-1.49,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12840.574,4.956,-1.329,-7.55,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167723,-1.329,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,TiI,Ti,12847.034,1.443,-1.33,-7.79,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167724,-1.33,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12853.369,7.069,-0.933,-6.66,N, , , ,N,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167725,-0.933,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,SiI,Si,12861.473,7.04,-1.069,-6.69, , , , , ,N, , , ,N, , , , , , , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167726,-1.069,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CrI,Cr,12862.58,3.438,-2.353,-7.64, , , , , , , , , , , , , , , , , , , , , , , , , ,Y,N, , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12879.766,2.279,-3.458,-7.82,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167728,-3.458,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12885.29,4.43,-1.164,-7.71, , , , , ,N, , , ,N,N, , , ,N, , , , , , , , , , , , , , , ,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,FeI,Fe,12896.118,4.913,-1.424,-7.55,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167729,-1.424,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,MnI,Mn,12899.76,2.114,-1.07,0.0,Y,Y,N, ,N,Y,Y,N, ,N,Y,Y,N, ,N,Y,Y,N, ,N,Y,Y, , ,N,Y,Y, , ,N,False,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167730,-1.0698925385520788,VALD3,VALD3,-0.00010746144792128653,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
J,CaI,Ca,12909.07,4.43,-0.224,-7.71,N, , , ,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,Y,Y,Y,Y,Y, , , , , ,True,atomicj.dat,fa96a986db708f9ec4630e1f29fad9b7,10.1051/0004-6361/202659148,gf_167731,-0.224,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
