band,species,element,wavelength_A,lower_ep_eV,elgueta_loggf,c6,procyon_Fd_depth,procyon_Fd_sat,procyon_Fd_pur,procyon_Fd_gof,procyon_Fd_rob,sun_Gd_depth,sun_Gd_sat,sun_Gd_pur,sun_Gd_gof,sun_Gd_rob,eps_eri_Kd_depth,eps_eri_Kd_sat,eps_eri_Kd_pur,eps_eri_Kd_gof,eps_eri_Kd_rob,beta_hyi_FGKsg_depth,beta_hyi_FGKsg_sat,beta_hyi_FGKsg_pur,beta_hyi_FGKsg_gof,beta_hyi_FGKsg_rob,arcturus_FGKg_depth,arcturus_FGKg_sat,arcturus_FGKg_pur,arcturus_FGKg_gof,arcturus_FGKg_rob,gamma_sge_Mg_depth,gamma_sge_Mg_sat,gamma_sge_Mg_pur,gamma_sge_Mg_gof,gamma_sge_Mg_rob,robust_any,source_file,source_md5,doi,canonical_line_id,canonical_loggf,canonical_source,canonical_grade,delta_loggf,match_status,primary_source_trace,action
Y,FeI,Fe,10114.014,2.759,-3.692,-7.81, , , , , , , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,Y,Y,U,N,N,Y,Y,U,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167355,-3.692,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,NI,N,10114.64,11.764,0.777,-7.251,Y,Y,Y,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CI,C,10123.87,8.537,-0.031,-7.216,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , , , , , , , , , , , , , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167356,-0.0309999999999999,VALD3,VALD3,-1.0061396160665481e-16,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10137.1,5.086,-1.708,-7.55, , , , , , , , , , ,Y,Y,Y,N,N,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,U,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167357,-1.708,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10145.561,4.795,-0.177,-7.54,Y,Y,Y,N,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,U,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167360,-0.177,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10149.076,5.099,-2.121,-7.56, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , , , , , , ,Y,Y,U,Y,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10153.305,5.446,-1.187,-7.51, , , , , , , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,Y,Y,N, ,N,Y,Y,N, ,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167361,-1.187,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10155.162,2.176,-4.226,-7.8, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167362,-4.226,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10156.505,4.593,-1.711,-7.79, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167363,-1.711,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10167.468,2.198,-4.117,-7.8, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167364,-4.117,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10170.486,1.443,-3.116,-7.78, , , , , , , , , , , , , , , , , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeII,Fe,10173.515,5.511,-2.736,-7.874,Y,Y,Y,Y,Y, , , , , , , , , , ,N, , , ,N, , , , , , , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10189.138,1.46,-3.095,-7.78, , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10195.105,2.728,-3.58,-7.81, , , , , , , , , , ,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167366,-3.58,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10216.313,4.733,-0.063,-7.54,Y,Y,Y,N,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167367,-0.13,PRIMARY LAB Ruffoni2014,LAB,0.067,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10218.407,3.071,-2.76,-7.648,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167368,-2.76,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10227.994,6.119,-0.354,-7.12,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167369,-0.354,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10230.795,6.119,-0.339,-7.12, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167370,-0.339,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10265.217,2.223,-4.537,-7.8, , , , , , , , , , ,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167372,-4.537,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CaI,Ca,10273.684,4.535,-0.636,-6.96, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N,Y,Y,U,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167373,-0.636,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10283.775,5.506,-1.657,-7.52, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , , , , , , ,N, , , ,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SiI,Si,10288.944,4.92,-1.511,-7.26,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167374,-1.511,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,NiI,Ni,10302.611,4.266,-0.881,-7.56,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167375,-0.881,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10307.453,4.593,-2.067,-7.77, , , , , , , , , , ,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167376,-2.067,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,MgI,Mg,10312.531,6.118,-1.73,0.0, , , , , ,Y,Y,Y,N,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167377,-1.73,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SiI,Si,10313.197,6.399,-0.886,-7.08, , , , , ,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167378,-0.886,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SrII,Sr,10327.311,1.839,-0.247,-7.641,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N, , , ,N,N, , , ,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167379,-0.247,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10332.327,3.635,-2.938,-7.73, , , , , , , , , , ,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167382,-2.938,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10340.885,2.198,-3.577,-7.8,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167383,-3.577,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CaI,Ca,10343.819,2.933,-0.3,-7.48,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167384,-0.3,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10347.965,5.393,-0.551,-7.52,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167385,-0.551,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10353.804,5.393,-0.819,-7.52,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167386,-0.819,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10362.704,5.478,-1.343,-7.52, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N,Y,Y,U,Y,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167387,-1.343,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10364.062,5.446,-0.96,-7.51,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,N, , , ,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167388,-0.96,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SiI,Si,10371.263,4.93,-0.705,-7.259,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167389,-0.705,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10387.483,5.539,-1.509,-7.54, , , , , , , , , , , , , , , ,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10388.745,5.446,-1.468,-7.51,N, , , ,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10395.794,2.176,-3.393,-7.8,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167393,-3.393,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10396.8,0.848,-1.539,-7.81, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167394,-1.539,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SiI,Si,10407.037,6.616,-0.597,-6.98,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167395,-0.597,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SiI,Si,10414.913,6.619,-1.137,-6.98, , , , , ,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,N, , , ,N, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167396,-1.137,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10423.027,2.692,-3.616,-7.81, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167397,-3.616,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10423.743,3.071,-2.918,-7.79,Y,Y,Y,Y,N, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167398,-2.918,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10435.355,4.733,-1.945,-7.55, , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167399,-2.07,PRIMARY LAB DenHartog2014,LAB,0.12499999999999978,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SI,S,10455.47,6.86,0.25,-7.333,Y,Y,Y,Y,Y, , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,Y,Y,N, ,N, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167401,0.25,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SI,S,10456.79,6.86,-0.447,-7.333,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,Y,N, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167402,-0.447,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,SI,S,10459.46,6.86,0.03,-7.333,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167403,0.03,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10460.05,2.256,-1.399,-7.72, , , , , , , , , , ,Y,Y,U,Y,N, , , , , ,Y,Y,U,Y,N,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CrI,Cr,10486.25,3.011,-0.953,-7.77,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167405,-0.953,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10496.116,0.836,-1.651,-7.81, , , , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167406,-1.651,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeII,Fe,10501.503,5.549,-2.086,-7.877,Y,Y,Y,Y,N,Y, ,Y,Y,N, , , , , ,Y,Y,Y,Y,Y, , , , , ,N, , , ,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167407,-2.086,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CrI,Cr,10510.01,3.013,-1.539,-7.77, , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y, , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167408,-1.539,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,PI,P,10529.524,6.954,0.24,-7.449,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y, , , , , , , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,FeI,Fe,10535.709,6.206,-0.108,-7.11,Y,Y,Y,Y,N,Y, ,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , ,Y,Y,U,Y,N,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,gf_167412,-0.108,VALD3,VALD3,0.0,PHYSICAL_KEY_UNIQUE,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,CI,C,10541.24,8.537,-1.398,-6.979,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , , , , , , , , , , , , , , , , , , ,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
Y,TiI,Ti,10551.756,1.887,-2.416,-7.77, , , , , , , , , , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,True,atomicy.dat,d068e93c574645a644872cb252697268,10.1051/0004-6361/202659148,,,,,,NO_PHYSICAL_KEY_MATCH,UNTRACED_ELGUETA_TABLE_HAS_NO_GF_REFERENCE,TRACE_PRIMARY_GF_BEFORE_PROMOTION
