line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry,w,band,depth,tier,ionx
gf_151773,pk_660af6efd93e,26,2.0,Fe II,3193.799,1.724,1,-1.65,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-1.68,False,False,True,,DH19,0.04,10.3847/1538-4365/ab322e,True,LAB,False,3193.799,near-UV,0.98,DEEPGRADED,2.0
gf_151840,pk_611337302ff9,26,2.0,Fe II,3196.07,1.6706,1,-1.74,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-1.62,False,False,True,,DH19,0.03,10.3847/1538-4365/ab322e,True,LAB,False,3196.07,near-UV,0.982,DEEPGRADED,2.0
gf_152216,pk_47f70269ac75,26,2.0,Fe II,3210.444,1.724,1,-1.62,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-1.7,False,False,True,,DH19,0.03,10.3847/1538-4365/ab322e,True,LAB,False,3210.444,near-UV,0.979,DEEPGRADED,2.0
gf_152255,pk_a0ab6c05282d,26,1.0,Fe I,3211.986,2.3992,1,-0.31,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.1899999999999999,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3211.986,near-UV,0.979,DEEPGRADED,1.0
gf_152296,pk_fcded4d4fa5c,26,2.0,Fe II,3213.309,1.6953,1,-1.24,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-1.28,False,False,True,,DH19,0.03,10.3847/1538-4365/ab322e,True,LAB,False,3213.309,near-UV,0.985,DEEPGRADED,2.0
gf_152402,pk_1df16037cd6a,26,1.0,Fe I,3217.377,2.3992,1,-0.5,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.679,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3217.377,near-UV,0.97,DEEPGRADED,1.0
gf_152625,pk_d81561f05785,26,1.0,Fe I,3225.787,2.3992,1,0.41,PRIMARY LAB DenHartog2014,B+,nearuv_vald(RYA-759),lab_rya945,,,0.379,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3225.787,near-UV,0.986,DEEPGRADED,1.0
gf_152687,pk_2053f62ffef4,26,2.0,Fe II,3227.742,1.6706,1,-1.03,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-1.08,False,False,True,,DH19,0.03,10.3847/1538-4365/ab322e,True,LAB,False,3227.742,near-UV,0.987,DEEPGRADED,2.0
gf_152690,pk_cdd199955dd0,26,1.0,Fe I,3227.795,2.4254,1,-0.26,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.266,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3227.795,near-UV,0.977,DEEPGRADED,1.0
gf_152705,pk_f4b7feb7d5f4,26,1.0,Fe I,3228.249,2.4688,1,-0.78,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-0.759,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3228.249,near-UV,0.965,DEEPGRADED,1.0
gf_152720,pk_e046823188cd,26,1.0,Fe I,3228.898,2.4821,1,-1.31,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.178,False,False,True,,DH14,0.08,10.1088/0067-0049/215/2/23,True,LAB,False,3228.898,near-UV,0.951,DEEPGRADED,1.0
gf_152783,pk_48922f57d1b8,26,1.0,Fe I,3230.963,2.4496,1,-0.49,PRIMARY LAB DenHartog2014,D+,nearuv_vald(RYA-759),lab_rya945,,,-0.52,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3230.963,near-UV,0.972,DEEPGRADED,1.0
gf_152872,pk_e2bd611abf97,26,1.0,Fe I,3233.967,2.4254,1,-0.5,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.532,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3233.967,near-UV,0.972,DEEPGRADED,1.0
gf_153025,pk_a863a1e6593b,26,1.0,Fe I,3239.433,2.4254,1,-0.21,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.379,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3239.433,near-UV,0.975,DEEPGRADED,1.0
gf_153209,pk_b5c319e4adc2,26,1.0,Fe I,3247.28,2.4688,1,-1.15,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.093,False,False,True,,DH14,0.05,10.1088/0067-0049/215/2/23,True,LAB,False,3247.28,near-UV,0.954,DEEPGRADED,1.0
gf_153231,pk_4128a5079035,26,1.0,Fe I,3248.204,2.4496,1,-0.67,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.673,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3248.204,near-UV,0.967,DEEPGRADED,1.0
gf_153373,pk_122823c085b6,26,1.0,Fe I,3252.914,2.5592,1,-1.49,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-1.416,False,False,True,,BEL17,0.05,10.3847/1538-4357/aa8cd3,True,LAB,False,3252.914,near-UV,0.935,DEEPGRADED,1.0
gf_153422,pk_9b5674e52b89,26,1.0,Fe I,3254.454,2.4496,1,-2.38,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-2.407,False,False,True,,DH14,0.11,10.1088/0067-0049/215/2/23,True,LAB,False,3254.454,near-UV,0.871,DEEPGRADED,1.0
gf_153455,pk_ecdfa7d10bb4,26,2.0,Fe II,3255.887,0.9863,1,-2.51,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-2.48,False,False,True,,DH19,0.04,10.3847/1538-4365/ab322e,False,LAB,False,3255.887,near-UV,0.981,DEEPGRADED,2.0
gf_153573,pk_fee101c0336d,26,1.0,Fe I,3259.989,2.4496,1,-1.27,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-1.368,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3259.989,near-UV,0.943,DEEPGRADED,1.0
gf_153703,pk_216b5fd19668,26,1.0,Fe I,3264.512,2.1979,1,-1.95,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.315,False,False,True,,BEL17,0.06,10.3847/1538-4357/aa8cd3,True,LAB,False,3264.512,near-UV,0.957,DEEPGRADED,1.0
gf_154086,pk_e5b09ba33ea8,26,2.0,Fe II,3277.348,0.9863,1,-2.14,PRIMARY LAB DenHartog2019,,nearuv_vald(RYA-759),lab_rya945,,,-2.39,False,False,True,,DH19,0.08,10.3847/1538-4365/ab322e,False,LAB,False,3277.348,near-UV,0.981,DEEPGRADED,2.0
gf_154321,pk_f9ebca4c05ca,26,1.0,Fe I,3286.016,2.2227,1,-2.34,PRIMARY LAB Belmonte2017,,nearuv_vald(RYA-759),lab_rya945,,,-2.453,False,False,True,,BEL17,0.08,10.3847/1538-4357/aa8cd3,True,LAB,False,3286.016,near-UV,0.889,DEEPGRADED,1.0
gf_156792,pk_a994ddde7b0f,26,1.0,Fe I,3370.783,2.6924,1,-0.36,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-0.266,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3370.783,near-UV,0.964,DEEPGRADED,1.0
gf_157192,pk_ad353963132c,26,1.0,Fe I,3383.979,2.1759,1,-1.006,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-1.106,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3383.979,near-UV,0.958,DEEPGRADED,1.0
gf_157434,pk_06e833b03bcf,26,1.0,Fe I,3392.305,2.1979,1,-1.17,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.067,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3392.305,near-UV,0.958,DEEPGRADED,1.0
gf_157773,pk_fe57a40f818a,26,1.0,Fe I,3404.354,2.1979,1,-0.84,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-0.878,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3404.354,near-UV,0.963,DEEPGRADED,1.0
gf_158070,pk_7c0888925171,26,1.0,Fe I,3415.531,2.2227,1,-1.49,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.392,False,False,True,,BEL17,0.04,10.3847/1538-4357/aa8cd3,True,LAB,False,3415.531,near-UV,0.944,DEEPGRADED,1.0
gf_158347,pk_239f9d3930ec,26,1.0,Fe I,3427.119,2.1759,1,-0.067,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-0.098,False,False,True,,BEL17,0.02,10.3847/1538-4357/aa8cd3,True,LAB,False,3427.119,near-UV,0.978,DEEPGRADED,1.0
gf_159599,pk_d12dabf48c19,26,1.0,Fe I,3475.863,2.4327,1,-1.85,PRIMARY LAB Belmonte2017,,nearuv_vald(RYA-759),lab_rya945,,,-1.96,False,False,True,,BEL17,0.08,10.3847/1538-4357/aa8cd3,True,LAB,False,3475.863,near-UV,0.89,DEEPGRADED,1.0
gf_160345,pk_8b9a8f83ebdb,26,1.0,Fe I,3506.58,2.882,1,-1.68,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.798,False,False,True,,DH14,0.12,10.1088/0067-0049/215/2/23,True,LAB,False,3506.58,near-UV,0.855,DEEPGRADED,1.0
gf_160412,pk_75effd136030,26,1.0,Fe I,3509.725,2.8852,1,-1.61,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.929,False,False,True,,DH14,0.12,10.1088/0067-0049/215/2/23,True,LAB,False,3509.725,near-UV,0.84,DEEPGRADED,1.0
gf_160752,pk_fc940ef55e59,26,1.0,Fe I,3523.308,2.8755,1,-1.36,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.228,False,False,True,,DH14,0.06,10.1088/0067-0049/215/2/23,True,LAB,False,3523.308,near-UV,0.902,DEEPGRADED,1.0
gf_160817,pk_8a1587e667ba,26,1.0,Fe I,3526.238,2.8654,1,-0.57,PRIMARY LAB Ruffoni2014,B+,nearuv_vald(RYA-759),lab_rya945,,,-0.545,False,False,True,,RU14,0.02,10.1093/mnras/stu780,True,LAB,False,3526.238,near-UV,0.939,DEEPGRADED,1.0
gf_160859,pk_fd9d6c8de52e,26,1.0,Fe I,3527.891,2.7586,1,-1.98,PRIMARY LAB Belmonte2017,,nearuv_vald(RYA-759),lab_rya945,,,-1.84,False,False,True,,BEL17,0.09,10.3847/1538-4357/aa8cd3,True,LAB,False,3527.891,near-UV,0.862,DEEPGRADED,1.0
gf_160911,pk_7e4ae468032e,26,1.0,Fe I,3529.82,2.882,1,-0.43,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.362,False,False,True,,DH14,0.02,10.1088/0067-0049/215/2/23,True,LAB,False,3529.82,near-UV,0.945,DEEPGRADED,1.0
gf_160984,pk_153b5cca8a2f,26,1.0,Fe I,3533.006,2.8852,1,-0.37,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.32,False,False,True,,DH14,0.02,10.1088/0067-0049/215/2/23,True,LAB,False,3533.006,near-UV,0.947,DEEPGRADED,1.0
gf_161159,pk_edd736e328fb,26,1.0,Fe I,3540.121,2.8654,1,-0.71,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-0.795,False,False,True,,DH14,0.02,10.1088/0067-0049/215/2/23,True,LAB,False,3540.121,near-UV,0.927,DEEPGRADED,1.0
gf_161932,pk_b09e70c9de9a,26,1.0,Fe I,3570.254,2.8083,1,0.65,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,0.805,False,False,True,,DH14,0.02,10.1088/0067-0049/215/2/23,True,LAB,False,3570.254,near-UV,0.974,DEEPGRADED,1.0
gf_162216,pk_4bbe2c4af6b1,26,1.0,Fe I,3581.193,0.859,1,0.43,PRIMARY LAB Belmonte2017,A,nearuv_vald(RYA-759),lab_rya945,,,0.406,False,False,True,,BEL17,0.02,10.3847/1538-4357/aa8cd3,False,LAB,False,3581.193,near-UV,0.985,DEEPGRADED,1.0
gf_162760,pk_e71abcb38367,26,1.0,Fe I,3603.681,2.5592,1,-2.1,PRIMARY LAB Belmonte2017,C,nearuv_vald(RYA-759),lab_rya945,,,-2.011,False,False,True,,BEL17,0.05,10.3847/1538-4357/aa8cd3,True,LAB,False,3603.681,near-UV,0.859,DEEPGRADED,1.0
gf_162778,pk_a77949a03542,26,1.0,Fe I,3604.372,2.882,1,-1.59,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.479,False,False,True,,DH14,0.09,10.1088/0067-0049/215/2/23,True,LAB,False,3604.372,near-UV,0.874,DEEPGRADED,1.0
gf_162934,pk_7bd9808393fc,26,1.0,Fe I,3610.159,2.8083,1,0.12,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,0.176,False,False,True,,DH14,0.05,10.1088/0067-0049/215/2/23,True,LAB,False,3610.159,near-UV,0.96,DEEPGRADED,1.0
gf_162949,pk_0275fa8b8cca,26,1.0,Fe I,3610.695,2.8755,1,-1.31,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.211,False,False,True,,DH14,0.05,10.1088/0067-0049/215/2/23,True,LAB,False,3610.695,near-UV,0.895,DEEPGRADED,1.0
gf_163147,pk_3f8b50266dcf,26,1.0,Fe I,3618.299,2.8325,1,-1.0,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.063,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3618.299,near-UV,0.907,DEEPGRADED,1.0
gf_163307,pk_f7fa4652dea9,26,1.0,Fe I,3623.773,2.8654,1,-1.08,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-0.921,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3623.773,near-UV,0.913,DEEPGRADED,1.0
gf_163348,pk_c2c64ba4f9d3,26,1.0,Fe I,3625.141,2.8325,1,-0.78,PRIMARY LAB DenHartog2014,C+,nearuv_vald(RYA-759),lab_rya945,,,-0.84,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3625.141,near-UV,0.92,DEEPGRADED,1.0
gf_163461,pk_a8ffae3d3e2a,26,1.0,Fe I,3630.347,2.8512,1,-0.82,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.842,False,False,True,,DH14,0.06,10.1088/0067-0049/215/2/23,True,LAB,False,3630.347,near-UV,0.918,DEEPGRADED,1.0
gf_163824,pk_d6ddd706399a,26,1.0,Fe I,3645.075,2.8512,1,-1.31,PRIMARY LAB DenHartog2014,D+,nearuv_vald(RYA-759),lab_rya945,,,-1.283,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3645.075,near-UV,0.888,DEEPGRADED,1.0
gf_164343,pk_227fc45af572,26,1.0,Fe I,3664.537,2.998,1,-1.08,PRIMARY LAB Ruffoni2014,B,nearuv_vald(RYA-759),lab_rya945,,,-1.071,False,False,True,,RU14,0.03,10.1093/mnras/stu780,True,LAB,False,3664.537,near-UV,0.899,DEEPGRADED,1.0
gf_165312,pk_3cf9d88a16fc,26,1.0,Fe I,3704.461,2.6924,1,-0.62,PRIMARY LAB Ruffoni2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.5800000000000001,False,False,True,,RU14,0.02,10.1093/mnras/stu780,True,LAB,False,3704.461,near-UV,0.941,DEEPGRADED,1.0
gf_165699,pk_15bea0ef7af3,26,1.0,Fe I,3721.272,2.1759,1,-1.82,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.789,False,False,True,,BEL17,0.07,10.3847/1538-4357/aa8cd3,True,LAB,False,3721.272,near-UV,0.911,DEEPGRADED,1.0
gf_165917,pk_0704cf2431c3,26,1.0,Fe I,3730.386,3.0469,1,-0.69,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-0.651,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3730.386,near-UV,0.915,DEEPGRADED,1.0
gf_166037,pk_49f39ea0c25c,26,1.0,Fe I,3735.324,2.9398,1,-0.32,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.294,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3735.324,near-UV,0.938,DEEPGRADED,1.0
gf_166098,pk_0565bff6d6b1,26,1.0,Fe I,3738.305,3.2671,1,-0.031,PRIMARY LAB Belmonte2017,B,nearuv_vald(RYA-759),lab_rya945,,,-0.028,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3738.305,near-UV,0.932,DEEPGRADED,1.0
gf_166199,pk_ad0abf245536,26,1.0,Fe I,3742.617,2.9398,1,-0.81,PRIMARY LAB DenHartog2014,B,nearuv_vald(RYA-759),lab_rya945,,,-0.8940000000000001,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3742.617,near-UV,0.908,DEEPGRADED,1.0
gf_166916,pk_f89b47b5095f,26,1.0,Fe I,3769.987,2.998,1,-1.07,PRIMARY LAB DenHartog2014,,nearuv_vald(RYA-759),lab_rya945,,,-0.732,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3769.987,near-UV,0.911,DEEPGRADED,1.0
gf_167081,pk_dc81456788de,26,1.0,Fe I,3776.454,2.1759,1,-1.68,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.493,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3776.454,near-UV,0.924,DEEPGRADED,1.0
gf_167147,pk_b0a7238a3518,26,1.0,Fe I,3779.201,2.7586,1,-2.46,PRIMARY LAB Ruffoni2014,,nearuv_vald(RYA-759),lab_rya945,,,-1.529,False,False,True,,RU14,0.08,10.1093/mnras/stu780,True,LAB,False,3779.201,near-UV,0.875,DEEPGRADED,1.0
gf_167149,pk_97a23e141f8b,26,1.0,Fe I,3779.416,2.5592,1,-2.036,PRIMARY LAB Belmonte2017,C+,nearuv_vald(RYA-759),lab_rya945,,,-1.994,False,False,True,,BEL17,0.05,10.3847/1538-4357/aa8cd3,True,LAB,False,3779.416,near-UV,0.854,DEEPGRADED,1.0
gf_052459,pk_9d21f4cf35b0,26,1.0,Fe I,3789.1755,2.7275,1,-1.33,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.291,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3789.1755,VIS,0.895,DEEPGRADED,1.0
gf_052474,pk_e5a6cb1f4487,26,1.0,Fe I,3790.6536,3.0385,1,-1.53,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-1.545,False,False,True,,DH14,0.06,10.1088/0067-0049/215/2/23,True,LAB,False,3790.6536,VIS,0.843,DEEPGRADED,1.0
gf_052487,pk_bd0f754f1d26,26,1.0,Fe I,3793.4801,2.998,1,-1.13,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-0.922,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3793.4801,VIS,0.898,DEEPGRADED,1.0
gf_052540,pk_873c519e44ac,26,1.0,Fe I,3808.281,3.0173,1,-1.84,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.937,False,False,True,,BEL17,0.07,10.3847/1538-4357/aa8cd3,True,LAB,False,3808.281,VIS,0.798,DEEPGRADED,1.0
gf_052542,pk_426b0c224224,26,1.0,Fe I,3808.7283,2.5592,1,-1.17,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.159,False,False,True,,BEL17,0.04,10.3847/1538-4357/aa8cd3,True,LAB,False,3808.7283,VIS,0.914,DEEPGRADED,1.0
gf_052545,pk_96f775b1d5af,26,1.0,Fe I,3809.5638,2.998,1,-1.5,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-1.553,False,False,True,,DH14,0.08,10.1088/0067-0049/215/2/23,True,LAB,False,3809.5638,VIS,0.845,DEEPGRADED,1.0
gf_052558,pk_e8f18ad9eb0f,26,1.0,Fe I,3813.0577,2.5881,1,-1.01,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.074,False,False,True,,BEL17,0.02,10.3847/1538-4357/aa8cd3,True,LAB,False,3813.0577,VIS,0.917,DEEPGRADED,1.0
gf_052601,pk_575607e5374d,26,1.0,Fe I,3821.8343,2.6085,1,-1.044,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.097,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3821.8343,VIS,0.913,DEEPGRADED,1.0
gf_052657,pk_0fb25a8696fc,26,1.0,Fe I,3833.3077,2.5592,1,-0.98,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.032,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3833.3077,VIS,0.919,DEEPGRADED,1.0
gf_052673,pk_09fc00d95471,26,1.0,Fe I,3837.1342,2.6085,1,-1.82,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.778,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3837.1342,VIS,0.863,DEEPGRADED,1.0
gf_052697,pk_57affdaa6038,26,1.0,Fe I,3843.2564,3.0469,1,-0.21,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-0.241,False,False,True,,BEL17,0.02,10.3847/1538-4357/aa8cd3,True,LAB,False,3843.2564,VIS,0.928,DEEPGRADED,1.0
gf_052960,pk_6cf461296776,26,1.0,Fe I,3900.515,3.241,1,-1.04,PRIMARY LAB Ruffoni2014,,linelist(VALD3),lab_rya945,,,-0.92,False,False,True,,RU14,0.05,10.1093/mnras/stu780,True,LAB,False,3900.515,VIS,0.867,DEEPGRADED,1.0
gf_053114,pk_661060e4842c,26,1.0,Fe I,3928.0829,3.2112,1,-0.77,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-0.93,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3928.0829,VIS,0.866,DEEPGRADED,1.0
gf_053133,pk_ed5463a7571e,26,1.0,Fe I,3931.1172,3.2657,1,-1.25,PRIMARY LAB Ruffoni2014,,linelist(VALD3),lab_rya945,,,-1.14,False,False,True,,RU14,0.12,10.1093/mnras/stu780,True,LAB,False,3931.1172,VIS,0.842,DEEPGRADED,1.0
gf_053157,pk_a7c0c9bca9ef,26,1.0,Fe I,3935.3064,2.845,1,-2.199,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.87,False,False,True,,BEL17,0.07,10.3847/1538-4357/aa8cd3,True,LAB,False,3935.3064,VIS,0.815,DEEPGRADED,1.0
gf_053186,pk_debeedc8e067,26,1.0,Fe I,3941.2753,3.2657,1,-1.03,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-1.01,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3941.2753,VIS,0.853,DEEPGRADED,1.0
gf_053219,pk_7d86287e6ca5,26,1.0,Fe I,3948.0971,3.241,1,-0.59,PRIMARY LAB Ruffoni2014,,linelist(VALD3),lab_rya945,,,-0.56,False,False,True,,RU14,0.02,10.1093/mnras/stu780,True,LAB,False,3948.0971,VIS,0.889,DEEPGRADED,1.0
gf_053259,pk_7d853bebd623,26,1.0,Fe I,3955.3412,3.283,1,-1.05,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-1.01,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3955.3412,VIS,0.849,DEEPGRADED,1.0
gf_053269,pk_f96aa4117ad3,26,1.0,Fe I,3956.4548,3.2367,1,-0.39,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-0.343,False,False,True,,BEL17,0.02,10.3847/1538-4357/aa8cd3,True,LAB,False,3956.4548,VIS,0.902,DEEPGRADED,1.0
gf_053301,pk_9057d2ceb5b0,26,1.0,Fe I,3963.1002,3.283,1,-0.68,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-0.7,False,False,True,,DH14,0.03,10.1088/0067-0049/215/2/23,True,LAB,False,3963.1002,VIS,0.874,DEEPGRADED,1.0
gf_053312,pk_9626b3261b4f,26,1.0,Fe I,3965.5086,3.241,1,-1.55,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-1.778,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3965.5086,VIS,0.764,DEEPGRADED,1.0
gf_053320,pk_6d1ba975bf20,26,1.0,Fe I,3966.4991,3.2918,1,-0.97,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-0.776,False,False,True,,DH14,0.04,10.1088/0067-0049/215/2/23,True,LAB,False,3966.4991,VIS,0.867,DEEPGRADED,1.0
gf_053355,pk_c62c6d715078,26,1.0,Fe I,3971.322,2.6924,1,-0.95,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-0.975,False,False,True,,BEL17,0.04,10.3847/1538-4357/aa8cd3,True,LAB,False,3971.322,VIS,0.903,DEEPGRADED,1.0
gf_053369,pk_dcc8e23d077e,26,1.0,Fe I,3974.38,3.241,1,-1.88,PRIMARY LAB Ruffoni2014,,linelist(VALD3),lab_rya945,,,-1.9,False,False,True,,RU14,0.12,10.1093/mnras/stu780,True,LAB,False,3974.38,VIS,0.739,DEEPGRADED,1.0
gf_053413,pk_8702fc78433a,26,1.0,Fe I,3983.9559,2.7275,1,-0.93,PRIMARY LAB Belmonte2017,,linelist(VALD3),lab_rya945,,,-1.021,False,False,True,,BEL17,0.03,10.3847/1538-4357/aa8cd3,True,LAB,False,3983.9559,VIS,0.897,DEEPGRADED,1.0
gf_053419,pk_0f2fa939067e,26,1.0,Fe I,3984.9343,3.283,1,-2.15,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-2.346,False,False,True,,DH14,0.1,10.1088/0067-0049/215/2/23,True,LAB,False,3984.9343,VIS,0.572,GRADED,1.0
gf_053473,pk_12060f5aa0e4,26,1.0,Fe I,3996.26,3.2918,1,-2.35,PRIMARY LAB DenHartog2014,,linelist(VALD3),lab_rya945,,,-2.259,False,False,True,,DH14,0.07,10.1088/0067-0049/215/2/23,True,LAB,False,3996.26,VIS,0.607,DEEPGRADED,1.0
