line,chi2_base,chi2_A,chi2_B,chi2_C,verdict
5234.623,124.2,,124.1,,unfixable with sourced values → RETIRE from solar clean pool; distrust on metal-rich (55 Cnc) [also needs manual NIST/M&B gf + Barklem ABO pulls to be definitive]
5991.371,213.3,,213.2,,unfixable with sourced values → RETIRE from solar clean pool; distrust on metal-rich (55 Cnc) [also needs manual NIST/M&B gf + Barklem ABO pulls to be definitive]
6084.102,133.8,,133.8,,unfixable with sourced values → RETIRE from solar clean pool; distrust on metal-rich (55 Cnc) [also needs manual NIST/M&B gf + Barklem ABO pulls to be definitive]
6247.557,180.2,179.2,180.2,179.1,unfixable with sourced values → RETIRE from solar clean pool; distrust on metal-rich (55 Cnc)
6456.38,133.1,,132.8,,unfixable with sourced values → RETIRE from solar clean pool; distrust on metal-rich (55 Cnc) [also needs manual NIST/M&B gf + Barklem ABO pulls to be definitive]
