wave_A,a_synth,red_chi2,cont_ratio,own_depth,blend_depth,depth_frac,depth_frac_core,n_in_core,n_in_window,nn_sep_A,nn_depth,resid,pool
3233.9675,8.028,,,0.972,10.963000000000001,0.08144113950565562,0.42059714409346605,2,28,0.023500000000240107,0.631,0.43400000000000016,rya836
3239.4329,7.541,,,0.975,7.721000000000001,0.1121205151793928,0.5099372384937239,1,47,0.024100000000089494,0.937,0.052999999999999936,rya836
3247.2801,7.567,,,0.954,45.403999999999996,0.020578972345657708,0.3791732909379968,3,104,0.010099999999965803,0.605,0.027000000000000135,rya836
3248.2042,7.644,,,0.967,20.058999999999997,0.04599067820793304,1.0,0,32,0.08320000000003347,0.062,0.04999999999999982,rya836
3252.915,7.13,,,0.935,12.315000000000001,0.07056603773584905,0.08081943123865501,14,47,0.009000000000014552,0.988,0.4640000000000004,rya836
3254.4569,7.485,,,0.871,20.967999999999996,0.0398827785154998,0.9498364231188658,2,105,0.024100000000089494,0.03,0.10899999999999999,rya836
3259.9895,6.873,,,0.943,21.041000000000004,0.042894832605531286,0.9254170755642788,2,80,0.029500000000098225,0.011,0.7210000000000001,rya836
3264.513,7.473,,,0.957,28.679999999999993,0.032290717683976115,0.9979144942648592,1,85,0.047000000000025466,0.002,0.12100000000000044,rya836
3286.016,8.197,,,0.889,3.3549999999999995,0.20947219604147033,0.6414141414141413,3,42,0.005999999999858119,0.039,0.6029999999999989,rya836
3370.783,8.011,,,0.964,13.917,0.06478059270210335,0.39028340080971663,11,116,0.0019999999999527063,0.15,0.4169999999999989,rya836
3383.979,7.462,,,0.958,37.361,0.025000652417860595,0.4233318603623509,3,90,0.026000000000294676,0.025,0.13200000000000056,rya836
3392.305,8.479,,,0.958,7.5329999999999995,0.11282534448239312,0.4943240454076367,5,32,0.0009999999997489795,0.017,0.8849999999999989,rya836
3404.354,7.676,,,0.963,6.674999999999999,0.12608012568735272,0.9846625766871165,1,61,0.018999999999778083,0.015,0.08199999999999985,rya836
3407.46,8.428,,,0.98,8.453,0.10389059684087777,0.2276422764227642,14,29,0.0019999999999527063,0.257,0.8340000000000005,rya836
3415.531,7.854,,,0.944,24.52899999999999,0.037058846621913416,0.07563496514702346,25,95,0.0,0.521,0.2599999999999998,rya836
3427.12,7.516,,,0.978,2.7449999999999997,0.2626913779210314,0.5977995110024449,3,13,0.021999999999934516,0.008,0.07800000000000029,rya836
3475.863,7.346,,,0.89,6.881,0.11452837472654742,0.869140625,2,52,0.013000000000374712,0.131,0.24800000000000022,rya836
3506.5803,7.132,,,0.855,20.705999999999996,0.03965493251704467,0.9163987138263665,3,59,0.01830000000018117,0.067,0.46200000000000063,rya836
3509.7258,7.065,,,0.012,23.786999999999992,0.0005042228665069963,0.005717008099094807,6,92,0.0008000000002539309,0.84,0.5289999999999999,rya836
3523.3087,7.322,,,0.902,32.389,0.027094409900573727,1.0,0,77,0.10730000000012296,0.957,0.27200000000000024,rya836
3526.238,8.517,,,0.939,9.158,0.0929979201743092,0.9947033898305084,1,54,0.010999999999967258,0.005,0.9229999999999992,rya836
3527.891,8.75,,,0.862,8.425,0.09281791751911272,0.5085545722713865,7,39,0.01499999999987267,0.06,1.1559999999999997,rya836
3529.8198,7.449,,,0.971,23.323000000000008,0.0399687165555281,0.04528495476168268,23,52,0.0001999999999497959,0.945,0.14500000000000046,rya836
3533.0066,8.816,,,0.947,20.032999999999994,0.045138226882745484,1.0,0,67,0.06839999999965585,0.616,1.2220000000000004,rya836
3540.1211,9.519,,,0.927,2.7170000000000005,0.254390779363337,0.5446533490011751,1,29,0.025099999999838474,0.775,1.9249999999999998,rya836
3570.2542,7.404,,,0.974,14.953999999999999,0.061150175791059774,0.9979508196721312,1,46,0.021199999999680585,0.002,0.1900000000000004,rya836
3581.193,7.618,,,0.985,7.666999999999999,0.11384650947757745,1.0,0,14,0.08699999999998909,0.024,0.02400000000000002,rya836
3603.681,8.917,,,0.859,5.8,0.12899834810031535,1.0,0,17,0.06300000000010186,0.021,1.3229999999999995,rya836
3604.3716,7.948,,,0.874,10.903000000000002,0.0742124479918485,0.9583333333333333,1,44,0.008400000000165164,0.038,0.3540000000000001,rya836
3610.1591,7.31,,,0.96,20.069999999999997,0.0456490727532097,0.542679479932165,2,52,0.0061000000000603904,0.806,0.2840000000000007,rya836
3610.6946,7.205,,,0.895,12.676000000000002,0.06594945103529584,1.0,0,47,0.05859999999984211,0.001,0.38900000000000023,rya836
3618.299,10.608,,,0.907,10.368,0.08044345898004435,0.9923413566739606,1,60,0.03499999999985448,0.007,3.0140000000000002,rya836
3623.7731,8.009,,,0.913,16.387999999999998,0.05277151609733542,0.0778545237486143,16,49,0.0039000000001578883,0.837,0.41500000000000004,rya836
3625.1417,7.81,,,0.92,11.889000000000001,0.0718244983995628,0.9956709956709957,2,35,0.007700000000113505,0.003,0.2159999999999993,rya836
3630.3478,7.508,,,0.918,13.286999999999999,0.06462513199577614,1.0,0,29,0.06719999999995707,0.007,0.0860000000000003,rya836
3645.0748,8.387,,,0.888,43.596999999999994,0.019961784871304938,0.3059958649207444,5,98,0.009199999999964348,0.012,0.7930000000000001,rya836
3664.5374,7.638,,,0.899,10.484,0.07897742247210754,0.6674090571640683,1,54,0.0005999999998493877,0.448,0.043999999999999595,rya836
3704.4612,7.672,,,0.941,23.093999999999998,0.03915123777824007,0.9926160337552743,1,39,0.014799999999922875,0.007,0.0779999999999994,rya836
3721.272,7.481,,,0.72,7.758,0.08492569002123142,0.4414469650521152,1,56,0.0,0.911,0.11300000000000043,rya836
3730.386,7.301,,,0.915,17.101999999999997,0.05078536937336961,0.6947608200455581,3,59,0.03099999999994907,0.06,0.29300000000000015,rya836
3738.305,7.552,,,0.932,3.2629999999999995,0.22216924910607871,0.9608247422680412,1,53,0.006000000000312866,0.038,0.0420000000000007,rya836
3742.6166,7.586,,,0.908,2.877,0.23989431968295907,0.8384118190212374,3,19,0.023400000000037835,0.114,0.008000000000000007,rya836
3769.9874,7.602,,,0.911,2.3790000000000004,0.2768996960486322,0.98914223669924,2,96,0.008400000000165164,0.008,0.008000000000000007,rya836
3776.455,7.076,,,0.924,7.504999999999999,0.10962154466722034,0.4840230487166056,10,55,0.0019999999999527063,0.085,0.5180000000000007,rya836
3779.2027,7.186,,,0.875,3.5319999999999996,0.19854776491944634,0.9668508287292817,1,30,0.030300000000352156,0.03,0.40800000000000036,rya836
3779.416,7.2,,,0.854,5.082,0.14386792452830188,0.441343669250646,2,51,0.03699999999980719,0.854,0.39400000000000013,rya836
