element,ion,wavelength_air_A,instrument,ew_mA,ew_method,abundance,rew,treatment,in_aggregate,excluded_reason,problem_class,problem_status,problem_tickets,problem_action,ep_eV,continuum_level,continuum_method,continuum_ref,nlte_delta_dex,nlte_source,ew_inversion,profile_sigma_A,profile_sigma_floor_A,profile_gamma_A,sigma_A,frac_rise_weaker,edge_distance_dex,red_chi2,observed_depth,implied_width_A,observed_conditioning
Si,II,6371.3714,iag_fts_solar_atlas,42.73086034760783,"PROFILE-FIT (voigt); gap 0.797 A; model integrated; chi2_red=6.978e-05; sigma_fit=0.0039 A (init 0.0363, floor 0.0039); ew_err=4.17 mA; continuum linear anchors at +/-1.2 A; source holding=solar_iag · iag_telfree_solaratlas.fits",,-5.173491284679407,,True,,,,,,8.121,1.0,"pre-normalised: solar_iag ships its own continuum and unity IS it, by construction — no local fit is made",,,,True,0.0038652462365974002,0.0038652462365943645,0.07571416699557657,,,,6.977855375827915e-05,0.19086402654647827,0.2103223110598902,
