canonical_line_id,wavelength_air,band,gf_grade,manifest_instrument_reach,measurement_suitability_status,n_catalog_instruments,catalog_instruments
alphys_I_6631.8090_0351,6631.809,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6696.0150_0352,6696.015,VIS,GF-LAB,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6696.1850_0353,6696.185,VIS,EXCLUDED-SHALLOW,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6696.7880_0354,6696.788,VIS,CANDIDATE-BLENDED,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6698.6730_0355,6698.673,VIS,GF-LAB,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6783.6380_0356,6783.638,VIS,GRADEABLE,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6784.2560_0357,6784.256,VIS,CANDIDATE-BLENDED,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6905.6460_0358,6905.646,VIS,D,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6906.2870_0359,6906.287,VIS,C,harps|kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,16,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6928.6970_0360,6928.697,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,15,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|harps_n|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6936.1985_0361,6936.1985,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_6999.8290_0362,6999.829,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7007.6010_0363,7007.601,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7019.5450_0364,7019.545,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7027.1200_0365,7027.12,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7027.3600_0366,7027.36,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7083.9690_0367,7083.969,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7084.6430_0368,7084.643,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7118.8990_0369,7118.899,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7126.9380_0370,7126.938,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7145.3970_0371,7145.397,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7153.1990_0372,7153.199,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7153.4960_0373,7153.496,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7290.8310_0374,7290.831,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7299.2630_0375,7299.263,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7327.4700_0376,7327.47,red-optical,D,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7335.6480_0377,7335.648,red-optical,C,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7335.9870_0378,7335.987,red-optical,E,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7361.5680_0379,7361.568,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7362.2960_0380,7362.296,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7554.1620_0381,7554.162,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7563.2140_0382,7563.214,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7606.1600_0383,7606.16,red-optical,D,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7614.8200_0384,7614.82,red-optical,C,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7615.3370_0385,7615.337,red-optical,E,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7835.3090_0386,7835.309,red-optical,B,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7836.1340_0387,7836.134,red-optical,B+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,14,chiron|delbouille_liege_intensity|espadons|espresso|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_7993.0500_0388,7993.05,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_8003.1850_0389,8003.185,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_8065.9680_0390,8065.968,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_8075.3530_0391,8075.353,red-optical,C+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_8076.2890_0392,8076.289,red-optical,C,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,13,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpf|kpno_solar_atlas|mike|narval|uves
alphys_I_8772.8650_0393,8772.865,red-optical,B+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,12,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8773.8961_0394,8773.8961,red-optical,B+,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,ELIGIBLE_WITH_STATED_GF_TIER,12,chiron|delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8828.9090_0395,8828.909,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8841.2770_0396,8841.277,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8912.9000_0397,8912.9,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8923.5550_0398,8923.555,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_8925.5040_0399,8925.504,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_9170.8700_0400,9170.87,red-optical,EXCLUDED-SHALLOW,kpno_solar_atlas|iag_fts_solar_atlas|delbouille_liege_intensity,CANDIDATE_NOT_SELECTED,11,delbouille_liege_intensity|espadons|feros|ghost|hires|hst_stis|iag_fts_solar_atlas|kpno_solar_atlas|mike|narval|uves
alphys_I_10768.3650_0401,10768.365,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,8,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou|uves
alphys_I_10782.0450_0402,10782.045,NIR,GRADEABLE,kpno_solar_atlas,ELIGIBLE_WITH_STATED_GF_TIER,8,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou|uves
alphys_I_10786.7680_0403,10786.768,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,8,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou|uves
alphys_I_10872.9730_0404,10872.973,NIR,GRADEABLE,kpno_solar_atlas,ELIGIBLE_WITH_STATED_GF_TIER,8,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou|uves
alphys_I_10891.7360_0405,10891.736,NIR,GRADEABLE,kpno_solar_atlas,ELIGIBLE_WITH_STATED_GF_TIER,8,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou|uves
alphys_I_11253.1890_0406,11253.189,NIR,GF-LAB,kpno_solar_atlas,ELIGIBLE_WITH_STATED_GF_TIER,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11254.9239_0407,11254.9239,NIR,VALD3,kpno_solar_atlas,ELIGIBLE_WITH_STATED_GF_TIER,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11427.6490_0408,11427.649,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11649.0350_0409,11649.035,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11655.2220_0410,11655.222,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11851.0190_0411,11851.019,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_11857.4230_0412,11857.423,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12127.7220_0413,12127.722,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12134.4280_0414,12134.428,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12253.3900_0415,12253.39,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12254.8760_0416,12254.876,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12523.2870_0417,12523.287,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12530.4380_0418,12530.438,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12747.6510_0419,12747.651,NIR,EXCLUDED-SHALLOW,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12749.9090_0420,12749.909,NIR,GF-LAB,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_12757.2750_0421,12757.275,NIR,GF-LAB,kpno_solar_atlas,CANDIDATE_NOT_SELECTED,7,crires_plus|ishell|kpno_solar_atlas|nirps|nirspec|phoenix|spirou
alphys_I_13122.3220_0422,13122.322,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13123.4160_0423,13123.416,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,,ELIGIBLE_WITH_STATED_GF_TIER,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13130.1740_0424,13130.174,OUTSIDE_CURRENT_INSTRUMENT_REACH,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13150.7530_0425,13150.753,OUTSIDE_CURRENT_INSTRUMENT_REACH,GF-LAB,,ELIGIBLE_WITH_STATED_GF_TIER,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13323.0030_0426,13323.003,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13823.9180_0427,13823.918,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_13827.0170_0428,13827.017,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14067.6060_0429,14067.606,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14078.7920_0430,14078.792,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14107.7780_0431,14107.778,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14116.8540_0432,14116.854,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14363.9660_0433,14363.966,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14376.1670_0434,14376.167,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14447.2330_0435,14447.233,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14451.5270_0436,14451.527,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14458.5600_0437,14458.56,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14458.9830_0438,14458.983,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14874.4890_0439,14874.489,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14887.5740_0440,14887.574,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_14990.6440_0441,14990.644,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15002.6270_0442,15002.627,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15003.9330_0443,15003.933,J,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,6,crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15645.3780_0444,15645.378,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15659.8550_0445,15659.855,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15815.0720_0446,15815.072,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15828.2850_0447,15828.285,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15829.8640_0448,15829.864,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15956.6750_0449,15956.675,H,CANDIDATE-BLENDED,,ELIGIBLE_WITH_STATED_GF_TIER,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_15968.2870_0450,15968.287,H,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16684.7230_0451,16684.723,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16689.2380_0452,16689.238,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16697.4190_0453,16697.419,H,EXCLUDED-SHALLOW,,CANDIDATE_NOT_SELECTED,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16718.9570_0454,16718.957,H,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16750.5640_0455,16750.564,H,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
alphys_I_16763.3600_0456,16763.36,H,GRADEABLE,,ELIGIBLE_WITH_STATED_GF_TIER,7,apogee|crires_plus|ishell|nirps|nirspec|phoenix|spirou
