canonical_line_id,n_source_rows,source_row_ids,source_lambdas_A,distinct_transitions
alphys_II_3587.0720_0333,3,"vuj2002_t4_011,vuj2002_t5_012,vuj2002_t5_013","3587.068,3587.100,3587.068",4f^3^F^o^_3_ | 3d^3^D_2_ // 4f^3^F^o_2_ | 3d^3^D_3_ // 4f^3^F^o_3_ | 3d^3^D_2_
