key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,lab_log_gf,lab_sigma_dex,lab_source,lab_wavelength_A,n_lab_candidates,adjudicated,delta_lab_minus_vald,nist_log_gf,nist_grade,nist_ref_tp,delta_nist_minus_vald
26,1,Fe 1,10674.07,6.1692,-0.466,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10683.08,7.4828,0.07899999999999999,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10685.34,7.4804,-0.272,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10689.716,5.9537,-0.12,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10691.25,7.4878,0.344,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10694.251,5.9639,0.04800000000000001,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10707.32,7.4828,-0.411,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10717.806,5.5392,-0.436,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10725.185,3.6398,-2.763,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,10726.39,0.8129,-2.064,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10727.406,5.984,0.21699999999999997,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10729.53,7.4878,-0.42,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10741.728,6.6161,-0.883,VALD3,1,,,,,0,False,,,,,
11,1,Na 1,10746.449217896767,3.1914,-1.293893844955223,VALD3,6,,,,,0,False,,,,,
14,1,Si 1,10749.378,4.9296,-0.205,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10753.004000000003,3.9597,-1.845,VALD3,1,,,,,0,False,,,,,
6,1,C 1,10753.980000000001,7.4878,-1.606,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10754.281,5.5869,-1.185,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10770.133,6.6192,-1.253,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10771.228,5.5869,-1.285,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10780.694,3.2367,-3.289,VALD3,1,,,,,0,False,,,,,
13,1,Al 1,10782.045029240879,4.087200000000001,-1.249979304661504,VALD3,12,,,,,0,False,,,,,
26,1,Fe 1,10783.05,3.111,-2.567,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10784.562,5.9639,-0.839,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10786.849,4.9296,-0.303,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10796.106,6.1807,-1.266,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,10801.361,3.0111,-1.567,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,10811.112221742305,5.945900000000001,0.5001715717101073,VALD3,7,,,,,0,False,,,,,
26,1,Fe 1,10818.274,3.9597,-1.948,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,10821.66,3.0133,-1.524,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,10827.013,4.877,-0.30000000000000004,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10827.088,4.9538,0.302,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,10831.938,4.8775,-0.028999999999999984,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,10833.382,4.877,-0.244,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10833.963,5.5869,-1.223,VALD3,1,,,,,0,False,,,,,
11,1,Na 1,10834.870290891658,3.617,-0.27259144535903995,VALD3,2,,,,,0,False,,,,,
20,1,Ca 1,10838.969999999998,4.8775,0.238,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10843.858,5.8625,-0.11199999999999997,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,10861.582,4.8767,-0.343,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10863.518,4.7331,-0.895,VALD3,1,-0.9,0.02,Ruffoni2014,10863.52,1,True,-0.0050000000000000044,,,,
14,1,Si 1,10868.79,6.191,0.206,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,10869.491,4.8775,-0.271,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10869.536,5.0823,0.371,VALD3,1,,,,,0,False,,,,,
13,1,Al 1,10872.973,4.0853,-1.3996613158447317,VALD3,4,,,,,0,False,,,,,
20,1,Ca 1,10879.868,4.877,-0.357,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10881.758,2.845,-3.604,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10882.809,5.984,-0.815,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10884.263,3.9286,-1.925,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10885.333,6.1807,0.22099999999999997,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,10891.329,4.1672,-1.413,VALD3,1,,,,,0,False,,,,,
13,1,Al 1,10891.735832907802,4.0872,-1.0998160962029186,VALD3,6,,,,,0,False,,,,,
14,1,Si 1,10893.684,6.191,-1.661,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10894.792,6.191,-1.474,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10896.299,3.0713,-2.694,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,10905.713,3.4379,-0.561,VALD3,1,,,,,0,False,,,,,
12,2,Mg 2,10914.244,8.8637,0.02000000000000003,VALD3,1,,,,,0,False,,,,,
38,2,Sr 2,10914.887,1.8047,-0.526,VALD3,1,,,,,0,False,,,,,
12,2,Mg 2,10951.778,8.8638,-0.23000000000000004,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,10953.32,5.9315,-0.863,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,10957.172,3.0128,-1.687,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,10957.297022686775,5.932,-0.3855301883177868,VALD3,2,,,,,0,False,,,,,
12,1,Mg 1,10965.444554101774,5.9328,-0.16876702013604913,VALD3,2,,,,,0,False,,,,,
14,1,Si 1,10979.308,4.9538,-0.524,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,10979.827636976524,4.1536,-0.6934002538729019,VALD3,2,,,,,0,False,,,,,
14,1,Si 1,10982.058,6.191,0.10399999999999995,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,10984.538000000002,6.191,-0.373,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,10987.207,2.8316,-3.727,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11013.235,4.7955,-1.383,VALD3,1,-1.33,0.05,DenHartog2014,11013.237,1,True,0.052999999999999936,,,,
14,1,Si 1,11013.703,6.206,-0.983,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11015.527999999998,3.4493,-0.427,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11017.966,6.206,0.76,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11026.788,3.9433,-2.805,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11032.103,5.9459,-1.801,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11033.662,5.9459,-2.073,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11040.405,6.206,-1.449,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11045.599,5.5869,-0.624,VALD3,1,,,,,0,False,,,,,
30,1,Zn 1,11054.253,5.7957,-0.30000000000000004,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11057.772,4.8349,-1.967,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,11088.612,4.1646,-1.679,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11119.795,2.845,-2.202,VALD3,1,,,,,0,False,,-2.2027324591692836,C+,T5720,-0.0007324591692836613
14,1,Si 1,11130.029,6.206,-0.19400000000000003,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11149.262,2.8316,-3.237,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11149.926,6.2865,-0.359,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11156.955000000002,3.4635,-0.332,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11178.382,5.5869,-0.936,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11186.14,5.6207,-0.95,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11187.588,6.1807,0.237,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11188.466,6.2416,0.12999999999999998,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11190.874,5.5392,-0.671,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11192.093,6.2416,-0.20399999999999996,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,11196.788072423959,2.7403,-1.941400253872902,VALD3,2,,,,,0,False,,,,,
14,1,Si 1,11196.846,6.2227,-1.624,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11200.836,5.4855,-1.357,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11201.89,6.1807,-0.677,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11224.953,3.2671,-3.591,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11237.104,6.2461,-0.08599999999999998,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11251.115,2.8581,-2.192,VALD3,1,,,,,0,False,,-2.191789027075778,B,T5720,0.00021097292422211922
13,1,Al 1,11253.189,4.0215,0.16699999999999998,VALD3,1,,,,,0,False,,,,,
13,1,Al 1,11254.92390917812,4.02165,0.35375100807429366,VALD3,2,,,,,0,False,,,,,
14,1,Si 1,11289.829,6.191,0.19800000000000004,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11298.859,2.8316,-2.588,VALD3,1,,,,,0,False,,-2.58838029403677,B,T5720,-0.00038029403676986817
14,1,Si 1,11308.362,6.191,-0.728,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11310.73,3.323,-0.886,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11330.28,8.5371,0.291,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11331.923,3.3223,-1.011,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11337.808,5.4855,-1.235,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11339.162,3.323,-0.536,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11355.954,3.6416,-2.474,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11374.078,2.1759,-3.235,VALD3,1,,,,,0,False,,-3.234778633695019,C+,T5720,0.000221366304980819
24,1,Cr 1,11379.334,3.3212,-1.362,VALD3,1,,,,,0,False,,,,,
11,1,Na 1,11381.44106247437,2.1023,-0.46585189634839885,VALD3,4,,,,,0,False,,,,,
26,1,Fe 1,11388.538,5.6207,-0.711,VALD3,1,,,,,0,False,,,,,
16,1,S 1,11390.122,8.4158,0.76,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11390.750000000002,3.3223,-0.425,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11398.064,3.323,-0.649,VALD3,1,,,,,0,False,,,,,
16,1,S 1,11400.329,8.4167,0.06999999999999999,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11402.734,6.264,0.23999999999999996,VALD3,1,,,,,0,False,,,,,
16,1,S 1,11403.303000000002,8.417,0.19000000000000003,VALD3,1,,,,,0,False,,,,,
11,1,Na 1,11403.765906980396,2.1044,-0.164893844955223,VALD3,6,,,,,0,False,,,,,
16,1,S 1,11406.214,8.4173,0.4,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11409.913,5.6424,-0.838,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11421.605,6.264,-0.548,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11422.319,2.1979,-2.7,VALD3,1,,,,,0,False,,-2.700057099977233,C+,T5720,-5.709997723268856e-05
26,1,Fe 1,11439.124,2.845,-1.751,VALD3,1,,,,,0,False,,-1.751291264399082,B,T5720,-0.00029126439908200297
14,1,Si 1,11446.269,6.206,-1.194,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11473.023,3.3212,-0.524,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11475.765,5.5392,-1.228,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11484.628,3.3223,-0.22800000000000004,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11485.811,6.2227,-0.22800000000000004,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11489.558,6.3192,0.238,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11501.655,6.3207,-0.38400000000000006,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11502.697,6.2612,-0.761,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11511.768,6.3207,-0.533,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11518.608,6.7271,-0.907,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11522.213,3.2367,-3.263,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11522.24,6.1182,-1.91,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11522.926,5.6531,-1.176,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11540.672,6.1182,-1.717,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11572.523,6.28,0.322,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11585.208,5.6531,-1.31,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,11588.712,4.2357,-1.373,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11589.92,6.28,-0.373,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11591.466,6.2694,-0.34,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11592.289,6.2694,-0.554,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,11593.077,4.4187,-1.242,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11593.588,2.2227,-2.448,VALD3,1,,,,,0,False,,-2.447331783887807,C+,T5720,0.0006682161121931429
26,1,Fe 1,11594.546,4.58,-1.883,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11607.572,2.1979,-2.009,VALD3,1,,,,,0,False,,-2.0087739243075053,C+,T5720,0.00022607569249455395
14,1,Si 1,11609.802,6.2612,-1.064,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,11610.558,3.3212,0.053000000000000005,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11611.06,6.2612,0.10000000000000002,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11619.29,8.6404,-0.574,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11620.565,5.6424,-1.263,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11627.527,5.9639,-1.925,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11628.83,8.643,-0.26,VALD3,1,,,,,0,False,,,,,
27,1,Co 1,11630.916024454911,3.4092,-0.6828978738325069,VALD3,16,,,,,0,False,,,,,
26,1,Fe 1,11638.260000000002,2.1759,-2.214,VALD3,1,,,,,0,False,,-2.2138877162801736,B,T5720,0.0001122837198264115
14,1,Si 1,11640.941,6.2739,-0.432,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11658.85,8.7711,-0.278,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11659.68,8.6472,0.028000000000000042,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11662.677,6.2865,-0.17199999999999996,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11669.63,8.7711,-0.030000000000000016,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11669.648999999998,6.336,-0.11800000000000002,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11674.14,8.6472,-0.795,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11689.972,2.2227,-2.068,VALD3,1,,,,,0,False,,-2.068033885271827,C+,T5720,-3.388527182712764e-05
19,1,K 1,11690.220249889775,1.61,0.250106155044777,VALD3,6,,,,,0,False,,,,,
26,1,Fe 1,11699.944,6.1189,-0.622,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11700.239,6.2694,-0.526,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11725.562,5.6989,-1.096,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11748.22,8.6404,0.37499999999999994,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11753.32,8.6472,0.691,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11754.76,8.643,0.542,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,11767.481,4.5322,-0.536,VALD3,1,,,,,0,False,,,,,
19,1,K 1,11769.639187404462,1.6171,-0.44999747360007875,VALD3,9,,,,,0,False,,,,,
19,1,K 1,11772.838187514646,1.6171,0.5100003832158093,VALD3,9,,,,,0,False,,,,,
6,1,C 1,11777.54,8.643,-0.52,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11783.265,2.8316,-1.574,VALD3,1,,,,,0,False,,-1.5743027866374089,B,T5720,-0.00030278663740879175
20,1,Ca 1,11793.043,4.5347,-0.258,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11801.08,8.6472,-0.735,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11811.558,5.932,-1.04,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11820.982,5.9328,-1.52,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11827.142,4.5844,-1.762,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,11828.171,4.3458,-0.333,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11829.856,5.6207,-1.332,VALD3,1,,,,,0,False,,,,,
20,2,Ca 2,11838.997,6.4679,0.31200000000000006,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11848.71,8.643,-0.697,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11863.01,8.6404,-0.71,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11863.92,5.984,-1.457,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11879.58,8.6404,-0.61,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11882.844,2.1979,-1.668,VALD3,1,,,,,0,False,,-1.6675615400843946,B,T5720,0.00043845991560531594
26,1,Fe 1,11884.083,2.2227,-2.083,VALD3,1,,,,,0,False,,-2.083546051450075,C+,T5720,-0.0005460514500748026
14,1,Si 1,11890.483,5.0823,-2.222,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11890.487,5.5392,-0.544,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,11892.877,1.4298,-1.73,VALD3,1,,,,,0,False,,,,,
6,1,C 1,11892.91,8.643,-0.27699999999999997,VALD3,1,,,,,0,False,,,,,
27,1,Co 1,11894.631,3.5299,-1.906,VALD3,1,,,,,0,False,,,,,
27,1,Co 1,11894.85246501844,3.5299,-1.118869452541803,VALD3,6,,,,,0,False,,,,,
27,1,Co 1,11895.160626266072,3.5299,-1.3907675827435846,VALD3,3,,,,,0,False,,,,,
6,1,C 1,11895.75,8.6472,-0.008000000000000018,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11896.026000000002,5.6424,-1.268,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11900.055,5.9639,-1.864,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,11949.547,1.4432,-1.57,VALD3,1,,,,,0,False,,,,,
20,2,Ca 2,11949.744,6.4679,0.006000000000000035,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,11955.955,4.1308,-0.849,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11970.497,4.607,-2.025,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11973.046,2.1759,-1.483,VALD3,1,,,,,0,False,,-1.4828041020500258,B,T5720,0.00019589794997432186
22,1,Ti 1,11973.847,1.4601,-1.39,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11984.198,4.9296,0.239,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,11990.386000000002,5.3933,-1.587,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,11991.568,4.9201,-0.10899999999999997,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12005.397,5.5869,-0.533,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12005.547,5.6207,-0.918,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12010.578,5.6925,-1.166,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12031.504,4.9538,0.477,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12039.822,5.7532,-1.53,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12053.081999999999,4.5585,-1.543,VALD3,1,,,,,0,False,,-1.5431786519784014,D+,T5720,-0.0001786519784015006
14,1,Si 1,12080.391,6.2612,-1.635,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12081.972,6.2612,-0.518,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12083.281700074509,5.7532,0.47429844303372454,VALD3,2,,,,,0,False,,,,,
12,1,Mg 1,12083.649,5.7532,0.4099999999999999,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12100.181,6.7271,-1.127,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12102.433,6.6192,-0.694,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12103.534,4.9296,-0.35,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12105.841,4.5541,-0.305,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12110.659000000001,6.6161,-0.13600000000000004,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12115.756000000001,6.0172,-0.96,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12119.494,4.5931,-1.635,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12175.733,6.6192,-0.855,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12178.339,6.2694,-1.1,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12189.241,6.6161,-1.005,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12190.098,3.6352,-2.33,VALD3,1,,,,,0,False,,-2.329754146925876,D+,T5720,0.00024585307412428037
14,1,Si 1,12191.433,6.6161,-1.39,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12213.336,4.6382,-1.845,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,12216.544,5.2825,-0.68,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12225.953999999998,6.2368,-0.767,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12227.112,4.607,-1.368,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12270.692,4.9538,-0.396,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12273.027,6.2057,-0.823,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12283.298,6.1692,-0.537,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12297.197,6.3253,-0.278,VALD3,1,,,,,0,False,,,,,
11,1,Na 1,12319.980187514651,3.7533,-0.7529996167841908,VALD3,9,,,,,0,False,,,,,
26,1,Fe 1,12320.261999999999,5.6693,-1.011,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12331.906,6.3999,-0.64,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12333.026,6.3327,-0.531,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12342.916,4.6382,-1.463,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12390.154,5.0823,-1.767,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12395.832,4.9538,-1.644,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12417.936999999998,5.9315,-1.664,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12423.029,5.932,-1.188,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,12423.672,6.0949,0.16699999999999998,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12426.174,6.5879,-1.39,VALD3,1,,,,,0,False,,,,,
19,1,K 1,12432.273124991905,1.61,-0.4388518963483989,VALD3,4,,,,,0,False,,,,,
26,1,Fe 1,12432.81,5.6826,-1.239,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12433.452,5.9328,-0.967,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12433.748,5.0261,-0.06600000000000003,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,12436.107,6.0969,0.07700000000000003,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12439.963,5.0823,-2.732,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12510.519,4.9556,-1.605,VALD3,1,,,,,0,False,,,,,
24,1,Cr 1,12521.811,2.7079,-1.595,VALD3,1,,,,,0,False,,,,,
19,1,K 1,12522.13412516102,1.6171,-0.13889384495522306,VALD3,6,,,,,0,False,,,,,
24,1,Cr 1,12532.838,2.7088,-1.887,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12539.831,6.5879,-1.46,VALD3,1,,,,,0,False,,,,,
6,1,C 1,12549.49,8.8466,-0.565,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12556.996,2.2786,-3.626,VALD3,1,,,,,0,False,,-3.6261688549261697,C+,T5720,-0.00016885492616980358
6,1,C 1,12562.12,8.8481,-0.522,VALD3,1,,,,,0,False,,,,,
6,1,C 1,12569.04,8.8481,-0.598,VALD3,1,,,,,0,False,,,,,
27,1,Co 1,12569.634026730508,3.4092,-0.9918878507483916,VALD3,18,,,,,0,False,,,,,
6,1,C 1,12581.59,8.8481,-0.536,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12583.924,6.6161,-0.462,VALD3,1,,,,,0,False,,,,,
6,1,C 1,12601.49,8.8507,-0.443,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12610.942,5.0486,-0.06300000000000003,VALD3,1,,,,,0,False,,,,,
6,1,C 1,12614.1,8.8507,0.04899999999999997,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12615.928,4.6382,-1.517,VALD3,1,,,,,0,False,,,,,
14,1,Si 1,12627.674,6.6192,-0.805,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12638.703000000001,4.5585,-0.783,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12648.741,4.607,-1.14,VALD3,1,,,,,0,False,,-1.1396619934290062,C+,T5720,0.0003380065709936986
11,1,Na 1,12679.190613391931,3.617,0.18782054355550748,VALD3,2,,,,,0,False,,,,,
12,1,Mg 1,12683.733,6.5879,-1.5,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,12698.995000000003,6.1165,-0.03400000000000002,VALD3,1,,,,,0,False,,,,,
12,1,Mg 1,12740.204,5.7532,-2.04,VALD3,1,,,,,0,False,,,,,
28,1,Ni 1,12743.264,5.2843,-0.452,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12789.45,5.0095,-1.514,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12807.152,3.6398,-2.452,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12808.242999999999,4.988,-1.362,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12816.044999999998,3.9104,-0.765,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,12821.672,1.4601,-1.19,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12823.867,3.9104,-0.997,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12824.859,3.0176,-3.835,VALD3,1,,,,,0,False,,,,,
20,1,Ca 1,12827.059,3.9104,-1.478,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,12831.445,1.4298,-1.49,VALD3,1,,,,,0,False,,,,,
26,1,Fe 1,12840.574,4.9556,-1.329,VALD3,1,,,,,0,False,,,,,
22,1,Ti 1,12847.034,1.4432,-1.33,VALD3,1,,,,,0,False,,,,,
