canonical_line_id,canonical_source_line_id,species,wavelength_air,wavelength_vac,lower_EP,upper_lower_level_identity,band,instrument_reach,transition_source,loggf_adopted,gf_source,gf_source_type,gf_grade,gf_sigma_dex,gf_source_doi,current_canonical_loggf,current_canonical_source,competing_gf_summary,HFS_status,component_or_total,literature_line_set_membership,telluric_risk,synthesis_context_status,intake_status,measurement_suitability_status,rejection_problem_code,source_ticket,notes
alphys_I_2075.8980_0107,,Al I,2075.898,2076.5601,0.0,,NUV,,RYA-1001 physical-feature census,-2.909,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.1790_0108,,Al I,2076.179,2076.8411,0.0,,NUV,,RYA-1001 physical-feature census,-4.36,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.2360_0109,,Al I,2076.236,2076.8981,0.0139,,NUV,,RYA-1001 physical-feature census,-3.8435127992,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.2549_0110,,Al I,2076.2549,2076.917,0.0139,,NUV,,RYA-1001 physical-feature census,-3.8120562886,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.2660_0111,,Al I,2076.266,2076.9281,0.0,,NUV,,RYA-1001 physical-feature census,-2.866,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.2758_0112,,Al I,2076.2758,2076.938,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7959582251,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.2968_0113,,Al I,2076.2968,2076.959,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7789582251,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.3188_0114,,Al I,2076.3188,2076.981,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7619582251,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.3418_0115,,Al I,2076.3418,2077.0039,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7449582251,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.3658_0116,,Al I,2076.3658,2077.0279,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7269911463,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.3898_0117,,Al I,2076.3898,2077.052,0.0139,,NUV,,RYA-1001 physical-feature census,-3.7091220725,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.4158_0118,,Al I,2076.4158,2077.078,0.0139,,NUV,,RYA-1001 physical-feature census,-3.6911220725,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.4428_0119,,Al I,2076.4428,2077.105,0.0139,,NUV,,RYA-1001 physical-feature census,-3.6730239942,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.4709_0120,,Al I,2076.4709,2077.1331,0.0139,,NUV,,RYA-1001 physical-feature census,-3.6550239942,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.5008_0121,,Al I,2076.5008,2077.1629,0.0139,,NUV,,RYA-1001 physical-feature census,-3.6360239942,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.5318_0122,,Al I,2076.5318,2077.1939,0.0139,,NUV,,RYA-1001 physical-feature census,-3.6170239942,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.5637_0123,,Al I,2076.5637,2077.2259,0.0139,,NUV,,RYA-1001 physical-feature census,-3.5980239942,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.5780_0124,,Al I,2076.578,2077.2402,0.0,,NUV,,RYA-1001 physical-feature census,-4.317,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.5977_0125,,Al I,2076.5977,2077.2599,0.0139,,NUV,,RYA-1001 physical-feature census,-3.578056769,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.6327_0126,,Al I,2076.6327,2077.2949,0.0139,,NUV,,RYA-1001 physical-feature census,-3.558056769,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.6697_0127,,Al I,2076.6697,2077.3319,0.0139,,NUV,,RYA-1001 physical-feature census,-3.5380894709,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.6740_0128,,Al I,2076.674,2077.3362,0.0,,NUV,,RYA-1001 physical-feature census,-2.822,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.7078_0129,,Al I,2076.7078,2077.37,0.0139,,NUV,,RYA-1001 physical-feature census,-3.5171875641,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.7487_0130,,Al I,2076.7487,2077.4109,0.0139,,NUV,,RYA-1001 physical-feature census,-3.4970894709,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.7917_0131,,Al I,2076.7917,2077.4539,0.0139,,NUV,,RYA-1001 physical-feature census,-3.4752202006,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.8366_0132,,Al I,2076.8366,2077.4989,0.0139,,NUV,,RYA-1001 physical-feature census,-3.4541221001,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.8836_0133,,Al I,2076.8836,2077.5459,0.0139,,NUV,,RYA-1001 physical-feature census,-3.4321221001,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.9336_0134,,Al I,2076.9336,2077.5959,0.0139,,NUV,,RYA-1001 physical-feature census,-3.4101221001,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2076.9856_0135,,Al I,2076.9856,2077.6479,0.0139,,NUV,,RYA-1001 physical-feature census,-3.3871546566,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.0220_0136,,Al I,2077.022,2077.6843,0.0,,NUV,,RYA-1001 physical-feature census,-4.273,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.0290_0137,,Al I,2077.029,2077.6913,0.0139,,NUV,,RYA-1001 physical-feature census,-4.852,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.0420_0138,,Al I,2077.042,2077.7043,0.0139,,NUV,,RYA-1001 physical-feature census,-3.3785127992,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.0870_0139,,Al I,2077.087,2077.7493,0.0139,,NUV,,RYA-1001 physical-feature census,-4.829,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.1000_0140,,Al I,2077.1,2077.7623,0.0139,,NUV,,RYA-1001 physical-feature census,-3.3546142052,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.1290_0141,,Al I,2077.129,2077.7913,0.0,,NUV,,RYA-1001 physical-feature census,-2.776,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.1480_0142,,Al I,2077.148,2077.8103,0.0139,,NUV,,RYA-1001 physical-feature census,-4.806,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.1620_0143,,Al I,2077.162,2077.8243,0.0139,,NUV,,RYA-1001 physical-feature census,-3.3315127992,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.2120_0144,,Al I,2077.212,2077.8743,0.0139,,NUV,,RYA-1001 physical-feature census,-4.782,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.2271_0145,,Al I,2077.2271,2077.8894,0.0139,,NUV,,RYA-1001 physical-feature census,-3.3065127992,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.2810_0146,,Al I,2077.281,2077.9433,0.0139,,NUV,,RYA-1001 physical-feature census,-4.758,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.2970_0147,,Al I,2077.297,2077.9593,0.0139,,NUV,,RYA-1001 physical-feature census,-3.2816142052,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.3530_0148,,Al I,2077.353,2078.0153,0.0139,,NUV,,RYA-1001 physical-feature census,-4.733,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.3700_0149,,Al I,2077.37,2078.0323,0.0139,,NUV,,RYA-1001 physical-feature census,-3.2565127992,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.4300_0150,,Al I,2077.43,2078.0923,0.0139,,NUV,,RYA-1001 physical-feature census,-4.708,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.4480_0151,,Al I,2077.448,2078.1104,0.0139,,NUV,,RYA-1001 physical-feature census,-3.2306142052,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,COMPONENT_SUM_VERIFIED,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,SATURATED_DEEP|ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
alphys_I_2077.5120_0152,,Al I,2077.512,2078.1744,0.0139,,NUV,,RYA-1001 physical-feature census,-4.682,UNGRADED,FALLBACK,EXCLUDED-NO-HOME,0.2,,,,Burheim=nan; canonical=nan; NIST=nan,NO_SPLIT_COMPONENTS_IN_CENSUS,TOTAL_TRANSITION_GF,RYA1001_PHASE0,VERIFICATION_REQUIRED,NO_DECLARED_BAND_POLICY,CROSSMATCH_REVIEW,CANDIDATE_NOT_SELECTED,ABSENT_CANONICAL,RYA-1132;RYA-1001,No abundance adoption; provenance ranking fixed before measurement.
