band,species,wavelength_A,lower_ep_eV,elgueta_loggf,gd_depth,gd_saturation,gd_purity,gd_gof,gd_robust,elgueta_status,failure_reasons,canonical_match,canonical_line_id,canonical_grade,canonical_gf_source,gf_sigma_dex,gradeable_currently,in_current_main_rya904,in_recent_rya1054_commit,implementation_artifact,conditioned_spectrum_reaches,coverage_note,gap_class,recommended_next_action
J,FeI,12824.859,3.018,-3.835,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_167720,VALD3,VALD3,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12840.574,4.956,-1.329,Y,Y,Y,Y,Y,robust,,True,gf_167723,VALD3,VALD3,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12879.766,2.279,-3.458,Y,Y,Y,Y,Y,robust,,True,gf_167728,VALD3,VALD3,0.0719,True,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
J,FeI,12896.118,4.913,-1.424,Y,Y,Y,Y,Y,robust,,True,gf_167729,VALD3,VALD3,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12933.006,5.02,-1.548,Y,Y,Y,Y,Y,robust,,True,gf_167734,VALD3,VALD3,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12934.666,5.393,-0.948,Y,Y,Y,Y,Y,robust,,True,gf_167735,VALD3,VALD3,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12946.532,3.252,-4.754,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,12964.422,6.222,-1.268,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13000.834,5.064,-2.452,,,,,,unassessed,,True,gf_168312,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13006.684,2.99,-3.744,Y,Y,Y,N,N,assessed_nonrobust,gof,True,gf_168313,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13014.841,5.446,-1.693,Y,Y,Y,Y,Y,robust,,True,gf_168314,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13039.647,5.655,-0.731,Y,Y,Y,Y,Y,robust,,True,gf_168315,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13077.337,5.067,-2.018,,,,,,unassessed,,True,gf_168317,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13098.876,5.01,-1.29,Y,Y,Y,Y,Y,robust,,True,gf_168318,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13105.097,2.484,-5.757,,,,,,unassessed,,True,gf_171216,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13107.972,5.669,-1.449,N,,,,N,assessed_nonrobust,depth;sat;purity;gof,True,gf_168319,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13145.071,4.143,-3.296,,,,,,unassessed,,True,gf_168322,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13147.92,5.393,-0.814,Y,Y,Y,Y,Y,robust,,True,gf_168323,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13151.599,3.017,-4.879,,,,,,unassessed,,True,gf_168324,KURUCZ,K14,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
J,FeI,13198.502,6.325,-1.035,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned J derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15009.416,6.281,-0.383,,,,,,unassessed,,True,gf_168783,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15013.771,6.222,0.087,,,,,,unassessed,,True,gf_168785,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15015.462,6.268,-1.033,,,,,,unassessed,,True,gf_168786,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15017.7,6.222,0.062,,,,,,unassessed,,True,gf_168787,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15022.317,6.415,-0.282,,,,,,unassessed,,True,gf_168790,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15040.32,5.587,-1.928,,,,,,unassessed,,True,gf_168794,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15051.749,5.352,0.426,,,,,,unassessed,,True,gf_168797,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15062.146,6.253,-0.291,,,,,,unassessed,,True,gf_168801,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15077.241,2.832,-4.122,,,,,,unassessed,,True,gf_168808,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15077.287,5.587,-0.244,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15080.22,6.264,-0.843,,,,,,unassessed,,True,gf_168812,LAB,PRIMARY LAB Ruffoni2013,0.13,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15084.3,5.539,-1.91,,,,,,unassessed,,True,gf_168814,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15094.695,6.36,0.603,,,,,,unassessed,,True,gf_168816,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15095.194,4.284,-2.769,,,,,,unassessed,,True,gf_168817,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15106.136,6.266,-0.941,,,,,,unassessed,,True,gf_168821,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15112.331,6.266,-0.617,,,,,,unassessed,,True,gf_168824,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15118.115,6.266,-0.641,,,,,,unassessed,,True,gf_168827,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15120.504,5.446,-0.798,,,,,,unassessed,,True,gf_168829,VALD3,VALD3,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15122.38,5.621,-0.211,,,,,,unassessed,,True,gf_168831,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15136.124,5.828,-0.126,,,,,,unassessed,,True,gf_168835,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15143.09,5.921,-0.891,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15144.051,5.642,-0.401,,,,,,unassessed,,True,gf_168840,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15159.719,6.303,-0.452,,,,,,unassessed,,True,gf_168843,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15160.503,6.342,-0.253,,,,,,unassessed,,True,gf_168844,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15176.712,5.921,-0.497,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15179.745,5.979,-1.237,,,,,,unassessed,,True,gf_168851,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15182.924,6.329,-0.531,,,,,,unassessed,,True,gf_168853,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15183.436,6.333,-1.064,,,,,,unassessed,,True,gf_168854,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15194.49,2.223,-4.815,,,,,,unassessed,,True,gf_168857,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15198.798,6.306,-1.184,,,,,,unassessed,,True,gf_168860,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15201.562,6.306,-0.161,,,,,,unassessed,,True,gf_168861,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15207.526,5.385,0.323,,,,,,unassessed,,True,gf_168863,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15213.02,6.306,-0.467,,,,,,unassessed,,True,gf_168864,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15214.152,6.306,-1.05,,,,,,unassessed,,True,gf_168865,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15224.729,5.956,-0.315,,,,,,unassessed,,True,gf_168872,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15239.712,6.419,-0.032,,,,,,unassessed,,True,gf_168879,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15244.973,5.587,-0.072,,,,,,unassessed,,True,gf_168881,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15246.394,4.143,-3.612,,,,,,unassessed,,True,gf_168883,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15260.642,6.308,-0.474,,,,,,unassessed,,True,gf_168888,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15264.188,6.311,-0.898,,,,,,unassessed,,True,gf_168890,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15283.646,6.275,-1.199,,,,,,unassessed,,True,gf_168898,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15291.365,6.275,-0.691,,,,,,unassessed,,True,gf_168903,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15293.135,6.311,0.143,,,,,,unassessed,,True,gf_168904,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15294.56,5.309,0.719,,,,,,unassessed,,True,gf_168905,LAB,PRIMARY LAB Ruffoni2013,0.06,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15296.163,5.064,-1.783,,,,,,unassessed,,True,gf_168909,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15297.167,6.349,-0.915,,,,,,unassessed,,True,gf_168910,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15301.557,5.921,-0.687,,,,,,unassessed,,True,gf_168911,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15305.603,6.277,-0.715,,,,,,unassessed,,True,gf_168914,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15323.555,6.35,-0.597,,,,,,unassessed,,True,gf_168918,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15335.383,5.41,0.088,,,,,,unassessed,,True,gf_168921,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15343.788,5.653,-0.582,,,,,,unassessed,,True,gf_168922,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15351.28,0.052,-8.821,,,,,,unassessed,,True,gf_173134,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15360.234,4.261,-2.7,,,,,,unassessed,,True,gf_168927,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15375.345,5.921,-0.991,,,,,,unassessed,,True,gf_168931,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15381.96,5.979,-0.46,,,,,,unassessed,,True,gf_168934,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15387.803,6.277,-0.184,,,,,,unassessed,,True,gf_168936,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15394.67,5.956,-0.508,,,,,,unassessed,,True,gf_168937,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15394.673,5.621,0.008,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15395.718,5.621,-0.126,,,,,,unassessed,,True,gf_168939,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15427.619,6.452,-0.656,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15441.802,5.874,-1.879,,,,,,unassessed,,True,gf_168954,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15451.298,6.453,-0.263,,,,,,unassessed,,True,gf_168960,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15451.941,6.286,-0.854,,,,,,unassessed,,True,gf_168961,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15475.204,5.486,-2.006,,,,,,unassessed,,True,gf_168966,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15476.5,6.321,-0.809,,,,,,unassessed,,True,gf_168968,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15479.603,6.321,-0.348,,,,,,unassessed,,True,gf_168970,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15485.454,6.277,-1.105,,,,,,unassessed,,True,gf_168974,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15502.174,6.347,-1.222,,,,,,unassessed,,True,gf_168985,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15514.279,6.287,-0.473,,,,,,unassessed,,True,gf_168990,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15518.891,6.277,-0.817,,,,,,unassessed,,True,gf_168992,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15519.937,2.484,-5.505,,,,,,unassessed,,True,gf_168994,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15521.681,6.323,-1.252,,,,,,unassessed,,True,gf_168995,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15522.607,6.321,-1.118,,,,,,unassessed,,True,gf_168996,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15524.308,5.793,-0.881,,,,,,unassessed,,True,gf_168997,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15531.752,5.642,-0.243,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15531.802,6.242,-0.844,,,,,,unassessed,,True,gf_169000,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15534.245,5.642,-0.382,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15537.695,6.323,-0.033,,,,,,unassessed,,True,gf_169003,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15542.079,5.642,-0.337,,,,,,unassessed,,True,gf_169005,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15550.436,6.323,-0.102,,,,,,unassessed,,True,gf_169008,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15551.433,6.347,-0.371,,,,,,unassessed,,True,gf_169009,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15560.784,6.349,-0.475,,,,,,unassessed,,True,gf_169015,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15565.222,6.323,-0.557,,,,,,unassessed,,True,gf_169019,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15566.725,6.35,-0.681,,,,,,unassessed,,True,gf_169020,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15571.118,5.879,-1.421,,,,,,unassessed,,True,gf_169022,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15571.749,6.321,-0.857,,,,,,unassessed,,True,gf_169023,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15588.259,6.367,0.419,,,,,,unassessed,,True,gf_169027,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15590.046,6.242,-0.829,,,,,,unassessed,,True,gf_169028,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15591.49,6.242,0.874,,,,,,unassessed,,True,gf_169031,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15591.497,6.364,-0.687,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15592.835,6.253,-1.493,,,,,,unassessed,,True,gf_169033,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15593.749,5.033,-1.922,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15598.769,6.349,-0.282,,,,,,unassessed,,True,gf_169036,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15598.869,6.242,-0.236,,,,,,unassessed,,True,gf_169037,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15604.164,5.874,-0.35,,,,,,unassessed,,True,gf_169038,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15604.22,6.242,0.538,,,,,,unassessed,,True,gf_169039,LAB,PRIMARY LAB Ruffoni2013,0.06,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15611.145,3.415,-3.768,,,,,,unassessed,,True,gf_169040,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15613.625,6.35,-0.671,,,,,,unassessed,,True,gf_169042,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15621.654,5.539,0.589,,,,,,unassessed,,True,gf_169049,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15629.364,5.946,-1.014,,,,,,unassessed,,True,gf_169050,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15631.948,5.352,0.12,,,,,,unassessed,,False,,,,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15638.944,5.814,-1.461,,,,,,unassessed,,True,gf_169056,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15645.016,6.311,-0.39,,,,,,unassessed,,True,gf_169058,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15648.51,5.426,-0.599,,,,,,unassessed,,True,gf_169059,LAB,PRIMARY LAB Ruffoni2013,0.05,True,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,measurement_required
H,FeI,15652.871,6.246,-0.161,,,,,,unassessed,,True,gf_169061,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15659.803,5.538,-2.329,,,,,,unassessed,,True,gf_169064,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15662.013,5.828,0.371,,,,,,unassessed,,True,gf_169068,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15665.24,5.979,-0.337,,,,,,unassessed,,True,gf_169070,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15670.124,6.206,-0.986,,,,,,unassessed,,True,gf_169071,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15671.004,6.329,-0.221,,,,,,unassessed,,True,gf_169072,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15671.866,5.921,-1.06,,,,,,unassessed,,True,gf_169073,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15673.151,6.246,-0.726,,,,,,unassessed,,True,gf_169074,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15673.802,6.329,-1.222,,,,,,unassessed,,True,gf_169075,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15676.584,5.106,-1.958,,,,,,unassessed,,True,gf_169076,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
H,FeI,15677.012,6.246,-0.137,,,,,,unassessed,,True,gf_169077,KURUCZ,K14,,False,False,False,,False,no conditioned H derivative in current main,NOT_REACHED_OR_UNCONDITIONED,condition_and_measure
