wavelength_air_A,flux
10106.9086,0.99729
10106.9208,0.99712
10106.9324,0.99715
10106.944,0.99744
10106.9562,0.99768
10106.9678,0.9976
10106.9794,0.99729
10106.9916,0.99713
10107.003200000001,0.99719
10107.014799999999,0.99723
10107.027,0.9971
10107.0386,0.99694
10107.0502,0.99691
10107.062399999999,0.99691
10107.074,0.99679
10107.0856,0.99665
10107.0978,0.99668
10107.109400000001,0.99683
10107.121,0.9968
10107.1332,0.99652
10107.1448,0.99621
10107.1564,0.99602
10107.1686,0.99583
10107.1802,0.9955
10107.1918,0.99517
10107.204,0.995
10107.2156,0.99485
10107.2272,0.99446
10107.2394,0.99386
10107.251,0.99338
10107.2626,0.99317
10107.2748,0.99295
10107.2864,0.99245
10107.297999999999,0.99181
10107.3102,0.99149
10107.3218,0.99176
10107.3334,0.99248
10107.345000000001,0.99326
10107.3572,0.99381
10107.3688,0.99415
10107.3804,0.99447
10107.3926,0.99491
10107.404199999999,0.99541
10107.4158,0.9958
10107.428,0.996
10107.4396,0.9961
10107.4512,0.99622
10107.4634,0.99633
10107.474999999999,0.99642
10107.4866,0.99659
10107.4988,0.99693
10107.5104,0.9973
10107.522,0.99748
10107.5342,0.99745
10107.5458,0.99742
10107.5574,0.99754
10107.5696,0.99767
10107.5812,0.99767
10107.5928,0.99755
10107.605,0.9975
10107.6166,0.99758
10107.628200000001,0.99768
10107.6404,0.9977
10107.652,0.99764
10107.6636,0.99752
10107.675799999999,0.99737
10107.687399999999,0.99724
10107.699,0.99719
10107.7112,0.99725
10107.7228,0.99727
10107.734400000001,0.99715
10107.7466,0.99697
10107.7582,0.99691
10107.7698,0.99696
10107.782,0.99697
10107.7936,0.99684
10107.8052,0.99666
10107.8174,0.99657
10107.829,0.99659
10107.8406,0.99665
10107.852799999999,0.99674
10107.8644,0.99687
10107.876,0.99703
10107.8876,0.99714
10107.8998,0.99718
10107.9114,0.99727
10107.922999999999,0.99744
10107.9352,0.99757
10107.9468,0.99756
10107.9584,0.99745
10107.9706,0.99733
10107.9822,0.99725
10107.9938,0.99717
10108.006000000001,0.9971
10108.0176,0.99712
10108.029199999999,0.99718
10108.0414,0.9972
10108.053,0.99716
10108.0646,0.99714
10108.0768,0.99718
10108.0884,0.99724
10108.099999999999,0.99729
10108.1122,0.99739
10108.1238,0.99757
10108.1354,0.99771
10108.1476,0.99772
10108.1592,0.99772
10108.1708,0.99777
10108.183,0.99774
10108.1946,0.99747
10108.2062,0.99715
10108.2184,0.99714
10108.23,0.9975
10108.2416,0.9978
10108.2538,0.99772
10108.2654,0.99743
10108.277,0.99735
10108.289200000001,0.99752
10108.300799999999,0.99768
10108.312399999999,0.99769
10108.3246,0.9977
10108.3362,0.99783
10108.3478,0.99797
10108.36,0.99795
10108.3716,0.99784
10108.3832,0.99776
10108.395400000001,0.99766
10108.407,0.9975
10108.4186,0.99739
10108.4308,0.99748
10108.4424,0.99763
10108.454,0.99754
10108.4662,0.99717
10108.477799999999,0.99688
10108.4894,0.99698
10108.5016,0.99734
10108.5132,0.9976
10108.5248,0.99759
10108.537,0.99745
10108.5486,0.99738
10108.5602,0.99742
10108.572400000001,0.99751
10108.583999999999,0.99756
10108.5956,0.99754
10108.6078,0.99746
10108.6194,0.99737
10108.631000000001,0.99729
10108.6432,0.99717
10108.6548,0.99695
10108.6664,0.99671
10108.678,0.99657
10108.6902,0.99652
10108.7018,0.99637
10108.7134,0.99601
10108.7256,0.99554
10108.7372,0.99513
10108.7488,0.9948
10108.760999999999,0.99446
10108.7726,0.99404
10108.7842,0.99355
10108.7964,0.99303
10108.808,0.99251
10108.8196,0.99196
10108.8318,0.99135
10108.8434,0.9906
10108.855,0.98978
10108.8672,0.98904
10108.8788,0.98855
10108.8904,0.98827
10108.9026,0.98806
10108.914200000001,0.98798
10108.925799999999,0.98821
10108.938,0.98879
10108.9496,0.98948
10108.9612,0.99002
10108.973399999999,0.99047
10108.985,0.99108
10108.9966,0.9919
10109.0088,0.99274
10109.020400000001,0.99345
10109.032,0.9941
10109.0442,0.99473
10109.0558,0.99524
10109.0674,0.99551
10109.079600000001,0.99561
10109.0912,0.9957
10109.102799999999,0.99581
10109.115,0.99583
10109.1266,0.99572
10109.1382,0.99555
10109.1504,0.99537
10109.162,0.99516
10109.1736,0.99486
10109.1858,0.99439
10109.197400000001,0.99359
10109.208999999999,0.9923
10109.2212,0.99067
10109.2328,0.98924
10109.2444,0.98858
10109.2566,0.9888
10109.2682,0.98948
10109.2798,0.99015
10109.292000000001,0.99068
10109.3036,0.99108
10109.3152,0.99135
10109.3274,0.99149
10109.339,0.99164
10109.3506,0.992
10109.3628,0.99253
10109.3744,0.993
10109.385999999999,0.99328
10109.3982,0.99362
10109.4098,0.99423
10109.4214,0.99495
10109.4336,0.99534
10109.4452,0.99528
10109.4568,0.99514
10109.469000000001,0.99532
10109.4806,0.99575
10109.4922,0.99605
10109.5044,0.99609
10109.516,0.99615
10109.5276,0.99637
10109.5398,0.99654
10109.5514,0.99642
10109.563,0.99617
10109.575200000001,0.99612
10109.5868,0.99627
10109.598399999999,0.99628
10109.6106,0.99597
10109.6222,0.99554
10109.6338,0.99521
10109.646,0.99491
10109.6576,0.99451
10109.6692,0.99406
10109.6814,0.99364
10109.693,0.99308
10109.704600000001,0.99211
10109.7168,0.99077
10109.7284,0.98943
10109.74,0.98827
10109.7522,0.98715
