wavelength_air_A,flux
8674.017399747578,0.9705
8674.027397043108,0.9701
8674.037394338637,0.9698
8674.047391634165,0.9696
8674.057388929692,0.9695
8674.067386225222,0.9694
8674.077383520747,0.9695
8674.08738081628,0.9697
8674.097378111806,0.9699
8674.107375407335,0.9699
8674.117372702864,0.97
8674.12736999839,0.97
8674.137367293919,0.9701
8674.147364589448,0.9701
8674.157361884974,0.9704
8674.167359180501,0.9708
8674.177356476031,0.9713
8674.18735377156,0.9719
8674.197351067085,0.9724
8674.207348362614,0.9728
8674.217345658142,0.9732
8674.227342953669,0.9735
8674.237340249198,0.9738
8674.247337544726,0.9741
8674.257334840251,0.9743
8674.26733213578,0.9745
8674.277329431306,0.9748
8674.287326726833,0.9749
8674.297324022364,0.975
8674.307321317889,0.9749
8674.317318613414,0.9747
8674.327315908946,0.9745
8674.33731320447,0.9742
8674.347310499996,0.9737
8674.357307795524,0.9733
8674.367305091051,0.9727
8674.377302386578,0.972
8674.387299682106,0.9713
8674.397296977631,0.9706
8674.407294273156,0.9696
8674.417291568685,0.9685
8674.427288864212,0.9673
8674.437286159739,0.966
8674.447283455263,0.9648
8674.45728075079,0.9635
8674.467278046317,0.9621
8674.477275341844,0.9607
8674.48727263737,0.9591
8674.497269932894,0.9574
8674.507267228422,0.9558
8674.517264523949,0.9538
8674.527261819474,0.9514
8674.537259115,0.9484
8674.547256410526,0.9444
8674.557253706053,0.9392
8674.567251001577,0.9326
8674.577248297106,0.9242
8674.587245592627,0.9137
8674.597242888154,0.9004
8674.607240183681,0.8843
8674.617237479208,0.8649
8674.627234774733,0.8421
8674.637232070258,0.8157
8674.64722936578,0.7854
8674.657226661308,0.7518
8674.667223956834,0.7157
8674.67722125236,0.6783
8674.687218547884,0.6408
8674.697215843411,0.6045
8674.707213138936,0.5706
8674.71721043446,0.5403
8674.727207729988,0.5146
8674.73720502551,0.4944
8674.747202321034,0.4804
8674.75719961656,0.473
8674.767196912086,0.4728
8674.77719420761,0.4801
8674.787191503137,0.4951
8674.79718879866,0.518
8674.807186094184,0.5478
8674.81718338971,0.5826
8674.827180685232,0.6212
8674.837177980758,0.6615
8674.847175276282,0.7016
8674.857172571807,0.7399
8674.867169867332,0.7752
8674.877167162856,0.8069
8674.887164458381,0.8348
8674.897161753903,0.8588
8674.907159049428,0.8791
8674.917156344953,0.8963
8674.927153640476,0.9107
8674.937150935999,0.9225
8674.947148231526,0.9321
8674.957145527049,0.9399
8674.967142822574,0.9463
8674.977140118095,0.9516
8674.98713741362,0.956
8674.997134709145,0.9596
8675.007132004666,0.9624
8675.017129300191,0.9647
8675.027126595716,0.9665
8675.037123891238,0.9681
8675.04712118676,0.9694
8675.057118482286,0.9705
8675.067115777809,0.9716
8675.07711307333,0.9726
8675.087110368855,0.9736
8675.097107664378,0.9745
8675.107104959901,0.9752
8675.117102255426,0.9759
8675.127099550948,0.9764
8675.137096846473,0.9768
8675.147094141994,0.977
8675.157091437519,0.9773
8675.167088733038,0.9776
8675.177086028561,0.9779
8675.187083324085,0.9779
8675.19708061961,0.9776
8675.207077915133,0.9768
8675.217075210654,0.9754
8675.227072506175,0.9737
8675.237069801698,0.9712
8675.247067097223,0.968
8675.257064392743,0.9638
8675.267061688264,0.9585
8675.277058983787,0.9517
8675.28705627931,0.9435
8675.297053574832,0.934
8675.307050870353,0.9234
8675.31704816588,0.9119
8675.3270454614,0.9
8675.337042756923,0.8881
8675.347040052442,0.8769
8675.357037347965,0.8673
8675.367034643486,0.8599
8675.37703193901,0.8556
8675.387029234531,0.8548
8675.397026530052,0.8575
8675.407023825574,0.8635
8675.417021121095,0.8722
8675.427018416616,0.8828
8675.43701571214,0.8945
8675.44701300766,0.9064
8675.457010303182,0.918
8675.467007598703,0.9288
8675.477004894225,0.9384
8675.487002189748,0.9467
8675.496999485269,0.9536
8675.506996780789,0.9593
8675.51699407631,0.9639
8675.52699137183,0.9677
8675.53698866735,0.9707
8675.546985962874,0.9727
8675.556983258393,0.974
8675.566980553913,0.9748
8675.576977849436,0.9751
8675.586975144957,0.9751
8675.596972440477,0.9748
8675.606969735994,0.9744
8675.616967031518,0.9742
8675.626964327039,0.9742
8675.636961622558,0.9742
8675.64695891808,0.9742
8675.6569562136,0.974
8675.666953509119,0.9737
8675.676950804642,0.9732
8675.686948100161,0.9725
8675.696945395683,0.9717
8675.706942691202,0.9705
8675.716939986722,0.9691
8675.726937282241,0.9676
8675.73693457776,0.9658
8675.74693187328,0.964
8675.756929168801,0.9622
8675.766926464323,0.9606
8675.77692375984,0.9594
8675.786921055362,0.9588
8675.796918350881,0.9587
8675.806915646399,0.9593
8675.816912941918,0.9605
8675.82691023744,0.9622
8675.83690753296,0.9642
8675.846904828477,0.9664
8675.856902123996,0.9688
8675.866899419516,0.9709
8675.876896715037,0.9729
8675.886894010557,0.9747
8675.896891306074,0.9763
8675.906888601592,0.9778
8675.916885897113,0.9789
8675.926883192631,0.9799
8675.93688048815,0.9808
8675.946877783668,0.9814
8675.956875079188,0.982
8675.966872374709,0.9824
8675.976869670227,0.9829
8675.986866965743,0.9832
8675.996864261262,0.9834
8676.006861556783,0.9836
8676.016858852301,0.9835
