source_species,species,element,ion_or_molecule,atomic_or_molecular,wavelength_air_A,wavelength_system,excitation_potential_eV,loggf_used,band,crires_setup,stated_gf_source,traced_primary_source,gf_grade,gf_sigma,hfs_isotope_flag,diagnostic_role,source_ref,canonical_match_status,canonical_line_id,canonical_loggf,canonical_gf_tier,canonical_gf_source,delta_loggf,promotion_allowed,action,transferability,route_to,al_classification
CN,CN,CNO,molecule,molecular,21525.249,air,1.131,-1.9,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21539.413,air,1.086,-1.77,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21542.754,air,1.069,-1.77,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21556.249,air,1.155,-1.9,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21589.829,air,1.047,-3.08,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21597.282,air,2.824,-3.57,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21630.766,air,1.18,-1.9,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21638.212,air,0.956,-2.31,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21639.8,air,1.062,-2.06,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21681.29,air,0.975,-2.19,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21685.264,air,1.041,-2.13,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21689.535,air,0.956,-2.31,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21706.627,air,1.029,-2.6,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21716.523,air,1.092,-2.24,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21738.718,air,0.886,-3.36,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21742.585,air,0.99,-2.18,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21745.412,air,1.062,-2.04,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21747.755,air,1.205,-1.88,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21750.512,air,0.975,-2.18,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21793.492,air,1.079,-1.98,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21822.521,air,1.047,-2.47,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,21847.32,air,0.997,-2.29,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22280.258,air,1.104,-2.08,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22335.934,air,1.129,-2.22,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22354.931,air,1.122,-2.07,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22373.137,air,1.14,-2.07,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22397.695,air,1.289,-2.02,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22484.297,air,1.447,-1.84,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22509.162,air,1.402,-2.13,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22513.328,air,1.18,-2.24,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22565.653,air,1.39,-2.12,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22581.409,air,1.476,-1.83,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22681.266,air,1.318,-2.02,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
CN,CN,CNO,molecule,molecular,22728.26,air,1.25,-2.85,K,K2166,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,,N abundance,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
Na I,Na I,Na,I,atomic,12311.477,air,3.753,-1.0,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Na I,Na I,Na,I,atomic,16373.87,air,3.753,-1.33,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174009,-1.327851896348399,VALD3,VALD3,-0.002148,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Na I,Na I,Na,I,atomic,16388.85,air,3.753,-1.03,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174029,-1.026893844955223,VALD3,VALD3,-0.003106,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Na I,Na I,Na,I,atomic,21452.226,air,4.283,-0.38,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177646,-0.3577615980857448,VALD3,VALD3,-0.022238,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Na I,Na I,Na,I,atomic,23379.137,air,3.75,0.53,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178641,0.5380003832158093,VALD3,VALD3,-0.008,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,12417.937,air,5.931,-1.664,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167680,-1.664,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,12423.029,air,5.932,-1.188,J,J1226,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_167681,-1.188,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,14898.691,air,6.719,-1.64,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,NO_PHYSICAL_KEY_MATCH,,,,,,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,15740.706,air,5.931,-0.212,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173369,-0.21200000000000002,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,15748.988,air,5.932,0.14,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173378,0.13999999999999999,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Mg I,Mg I,Mg,I,atomic,21458.863,air,6.516,-1.319,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177651,-1.319,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Al I,Al I,Al,I,atomic,16718.957,air,4.085,0.152,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174372,0.15218390379708127,OTHER,WSM,-0.000184,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,RYA-716;RYA-1001,ALREADY_COVERED
Al I,Al I,Al,I,atomic,16750.564,air,4.087,0.408,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174406,0.408020695338496,OTHER,WSM,-2.1e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,RYA-716;RYA-1001,ALREADY_COVERED
Al I,Al I,Al,I,atomic,16763.36,air,4.087,-0.55,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174417,-0.5499563523620887,OTHER,WSM,-4.4e-05,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,RYA-716;RYA-1001,ALREADY_COVERED
Al I,Al I,Al,I,atomic,17699.094,air,4.673,-1.162,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_175238,-1.1618160962029187,KURUCZ,K75,-0.000184,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,RYA-716;RYA-1001,ALREADY_COVERED
Al I,Al I,Al,I,atomic,22700.868,air,4.827,-1.673,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,HFS_REQUIRED,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178315,-2.275030946537802,KURUCZ,K75,0.602031,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,RYA-716;RYA-1001,ALREADY_COVERED
Si I,Si I,Si,I,atomic,15243.588,air,6.727,-0.867,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_172998,-0.867,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,15361.161,air,5.954,-2.084,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173107,-2.084,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,15827.213,air,7.092,-0.654,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173448,-0.654,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,15833.603,air,6.223,-0.187,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173453,-0.18700000000000003,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,16129.016,air,7.14,-0.659,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173753,-0.659,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,16163.69,air,5.954,-0.862,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173796,-0.862,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21425.785,air,7.331,-0.219,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177633,-0.21241602512431154,KURUCZ,K07,-0.006584,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21441.924,air,7.331,-0.303,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177641,-0.303,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21475.215,air,7.33,-1.065,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177658,-1.065,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21754.432,air,7.302,-0.673,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177802,-0.673,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21779.66,air,6.718,0.418,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177818,0.418,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,21837.953,air,7.069,-0.889,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177856,-0.889,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,22423.1,air,7.319,-0.784,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178167,-0.784,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Si I,Si I,Si,I,atomic,22537.533,air,6.616,-0.226,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178205,-0.22600000000000003,KURUCZ,K07,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,15469.816,air,8.045,-0.05,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173172,-0.04999999999999998,OTHER,BQZ,-0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,15478.482,air,8.046,0.18,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_173178,0.18000000000000002,OTHER,BQZ,-0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22507.557,air,7.866,-0.48,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178195,-0.48,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
S I,S I,S,I,atomic,22519.066,air,7.866,-0.25,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178197,-0.25,OTHER,BQZ,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
