source_species,species,element,ion_or_molecule,atomic_or_molecular,wavelength_air_A,wavelength_system,excitation_potential_eV,loggf_used,band,crires_setup,stated_gf_source,traced_primary_source,gf_grade,gf_sigma,hfs_isotope_flag,diagnostic_role,source_ref,canonical_match_status,canonical_line_id,canonical_loggf,canonical_gf_tier,canonical_gf_source,delta_loggf,promotion_allowed,action,transferability,route_to,al_classification
Fe I,Fe I,Fe,I,atomic,14988.778,air,6.169,0.186,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168775,0.186,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15013.771,air,6.222,0.087,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168785,0.087,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15239.712,air,6.419,-0.032,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168879,-0.032,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15301.558,air,5.921,-0.687,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168911,-0.687,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15343.788,air,5.653,-0.582,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168922,-0.582,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15381.96,air,5.979,-0.46,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_168934,-0.46,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15671.004,air,6.329,-0.221,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169072,-0.221,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15723.586,air,5.621,-0.143,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169096,-0.143,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15741.917,air,5.653,-0.099,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169103,-0.099,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15821.712,air,5.642,-0.792,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169141,-0.792,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15911.302,air,5.874,0.104,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169206,0.104,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,15934.018,air,6.308,-0.294,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169230,-0.294,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16115.966,air,6.39,0.433,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169318,0.433,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16125.898,air,6.352,0.86,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169322,0.86,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16156.557,air,5.956,-0.294,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169329,-0.294,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16171.93,air,6.38,-0.445,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169336,-0.445,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16177.99,air,6.38,-0.402,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169341,-0.402,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16180.899,air,6.275,0.295,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169345,0.295,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16292.84,air,5.921,-0.157,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169404,-0.157,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,16331.523,air,5.979,-0.392,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169415,-0.392,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17161.104,air,6.017,-0.071,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169810,-0.071,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17200.312,air,6.365,-0.639,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169826,-0.639,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17257.564,air,6.323,-0.384,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169856,-0.384,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17282.291,air,6.427,0.097,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169871,0.097,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17302.303,air,6.066,0.123,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_169885,0.123,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17683.916,air,6.336,0.214,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170052,0.214,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17695.936,air,5.946,-0.517,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170058,-0.517,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17706.615,air,6.579,0.605,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170060,0.605,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17712.598,air,6.74,-0.141,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170065,-0.141,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17717.133,air,6.342,-0.362,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170067,-0.362,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,17771.123,air,5.946,0.178,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_170093,0.178,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21553.299,air,6.703,-0.496,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177703,-0.496,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21735.457,air,6.175,-0.715,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177794,-0.715,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21795.195,air,5.829,-1.776,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177829,-1.776,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21813.977,air,5.848,-1.385,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177835,-1.385,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21832.98,air,6.78,-0.001,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177853,-0.0010000000000000189,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21841.156,air,5.849,-1.736,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177857,-1.736,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21851.381,air,3.642,-3.608,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177862,-3.608,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,21856.129,air,6.175,-1.321,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_177864,-1.321,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22344.445,air,5.72,-1.831,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178132,-1.831,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22375.176,air,5.844,-1.067,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178143,-1.067,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22380.797,air,5.033,-0.525,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178147,-0.464,VALD3,VALD3,-0.061,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22385.102,air,5.32,-1.355,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178149,-1.355,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22392.879,air,5.1,-1.248,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178153,-1.248,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22419.977,air,6.218,-0.155,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178164,-0.155,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22473.264,air,6.119,0.475,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178182,0.44199999999999995,OTHER,KCN,0.033,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22493.67,air,5.829,-0.885,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178191,-0.885,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22502.248,air,5.352,-2.654,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178192,-2.654,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
Fe I,Fe I,Fe,I,atomic,22619.838,air,4.991,-0.362,K,K2166,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_178268,-0.362,KURUCZ,K14,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,,,
C I,C I,C,I,atomic,17274.939,air,9.695,0.442,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_174859,0.44199999999999995,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,REQUIRES_FGK_SYNTHESIS_TEST,RYA-719;RYA-720;RYA-721,
C I,C I,C,I,atomic,17768.91,air,9.707,0.42,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_175307,0.42,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,REQUIRES_FGK_SYNTHESIS_TEST,RYA-719;RYA-720;RYA-721,
C I,C I,C,I,atomic,17793.301,air,9.709,-0.045,H,H1582,VALD3,UNTRACED_BEYOND_VALD3,VALD3_FALLBACK,,,atomic abundance line,10.3847/1538-4357/ae7de8,PHYSICAL_KEY_UNIQUE,gf_175325,-0.04500000000000001,VALD3,VALD3,0.0,False,TRACE_PRIMARY_GF_BEFORE_PROMOTION,REQUIRES_FGK_SYNTHESIS_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15667.552,air,0.862,-7.128,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15779.968,air,0.457,-7.009,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15781.725,air,0.444,-7.03,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15794.593,air,0.385,-7.143,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15795.246,air,0.773,-6.696,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15802.494,air,0.817,-6.666,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15824.025,air,0.322,-7.339,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,15831.041,air,0.961,-6.58,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16168.591,air,0.236,-7.926,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16220.356,air,1.351,-5.902,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16222.602,air,0.858,-6.516,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16227.416,air,0.85,-6.546,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16237.901,air,0.836,-6.61,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16262.31,air,0.813,-6.765,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16269.233,air,0.559,-7.203,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16295.603,air,0.571,-7.139,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16303.565,air,0.444,-7.321,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
C12O,C12O,CNO,molecule,molecular,16314.409,air,1.71,-5.715,H,H1582,Plez online compilation,UNTRACED_MOLECULAR_TRANSITION,MOLECULAR_SOURCE_UNTRACED,,isotope-sensitive,C abundance; 12C/13C,10.3847/1538-4357/ae7de8,MOLECULAR_SCHEMA_SEPARATE,,,,,,False,TRACE_MOLECULAR_LINE_LIST,GIANT_SPECIFIC_USABILITY_ONLY_PENDING_FGK_TEST,RYA-719;RYA-720;RYA-721,
