line_id,physical_id,key_z,ion,species,wavelength_air_A,excitation_potential_eV,hfs_n_components,log_gf,loggf_reference,nist_grade,seed_source,adjudication_status,gf_synth_ges,gf_regions_vald,gf_linelist_vald,in_synth,in_regions,in_linelist,delta_synth_minus_ew,lab_source_tag,gf_sigma_dex,gf_source_doi,is_diagnostic,gf_tier,diagnostic_excluded_by_registry
gf_008666,pk_147204219d31,CN,,CN,3871.1355,0.3924,1,0.1241,VALD3,,linelist(VALD3),single_source,,,0.1241,False,False,True,,,,,False,VALD3,False
gf_008667,pk_1c6def451ae1,CN,,CN,3871.1567,0.3813,1,-1.8329,VALD3,,linelist(VALD3),single_source,,,-1.8329,False,False,True,,,,,False,VALD3,False
gf_008668,pk_fb63469d3164,CN,,CN,3871.2005,0.528,1,0.2439,VALD3,,linelist(VALD3),single_source,,,0.2439,False,False,True,,,,,False,VALD3,False
gf_008669,pk_25cc8c18b74d,CN,,CN,3871.2295,0.404,1,0.1416,VALD3,,linelist(VALD3),single_source,,,0.1416,False,False,True,,,,,False,VALD3,False
gf_008670,pk_ef87486591b5,CN,,CN,3871.277,0.5125,1,0.2309,VALD3,,linelist(VALD3),single_source,,,0.2309,False,False,True,,,,,False,VALD3,False
gf_008671,pk_bd3d70cbd79c,CN,,CN,3871.3114,0.4159,1,0.1428,VALD3,,linelist(VALD3),single_source,,,0.1428,False,False,True,,,,,False,VALD3,False
gf_008672,pk_0e33bdb6d7ab,CN,,CN,3871.3437,0.4973,1,0.2179,VALD3,,linelist(VALD3),single_source,,,0.2179,False,False,True,,,,,False,VALD3,False
gf_008673,pk_7f5315230deb,CN,,CN,3871.3596,0.007,1,-0.3984,VALD3,,linelist(VALD3),single_source,,,-0.3984,False,False,True,,,,,False,VALD3,False
gf_008674,pk_61dbb8121076,CN,,CN,3871.3601,0.4284,1,0.144,VALD3,,linelist(VALD3),single_source,,,0.144,False,False,True,,,,,False,VALD3,False
gf_008675,pk_8745a737a52b,CN,,CN,3871.3907,0.4826,1,0.2044,VALD3,,linelist(VALD3),single_source,,,0.2044,False,False,True,,,,,False,VALD3,False
gf_008676,pk_83ade409c483,CN,,CN,3871.3993,0.4413,1,0.16,VALD3,,linelist(VALD3),single_source,,,0.16,False,False,True,,,,,False,VALD3,False
gf_008677,pk_9f4c78c612a5,CN,,CN,3871.4112,2.1224,1,-0.1029,VALD3,,linelist(VALD3),single_source,,,-0.1029,False,False,True,,,,,False,VALD3,False
gf_008678,pk_f0836e4c236e,CN,,CN,3871.4148,0.4684,1,0.1899,VALD3,,linelist(VALD3),single_source,,,0.1899,False,False,True,,,,,False,VALD3,False
gf_008679,pk_2474baf10712,CN,,CN,3871.5384,0.9038,1,0.6125,VALD3,,linelist(VALD3),single_source,,,0.6125,False,False,True,,,,,False,VALD3,False
gf_008680,pk_3b29d36851e9,CN,,CN,3871.6612,0.0067,1,-2.3514,VALD3,,linelist(VALD3),single_source,,,-2.3514,False,False,True,,,,,False,VALD3,False
gf_008681,pk_a49e263fc0d3,CN,,CN,3871.8579,2.1353,1,-0.0874,VALD3,,linelist(VALD3),single_source,,,-0.0874,False,False,True,,,,,False,VALD3,False
gf_008682,pk_f33db64b0e82,CN,,CN,3872.048,0.0047,1,-0.4778,VALD3,,linelist(VALD3),single_source,,,-0.4778,False,False,True,,,,,False,VALD3,False
gf_008683,pk_1724a9c1aad5,CN,,CN,3872.2215,0.8754,1,0.6055,VALD3,,linelist(VALD3),single_source,,,0.6055,False,False,True,,,,,False,VALD3,False
gf_008684,pk_e12ca1f82d9b,CN,,CN,3872.3042,2.1487,1,-0.0724,VALD3,,linelist(VALD3),single_source,,,-0.0724,False,False,True,,,,,False,VALD3,False
gf_008685,pk_662f58e84190,CN,,CN,3872.3211,0.0045,1,-2.4322,VALD3,,linelist(VALD3),single_source,,,-2.4322,False,False,True,,,,,False,VALD3,False
gf_008686,pk_9f9b4046724d,CN,,CN,3872.7166,0.0028,1,-0.5749,VALD3,,linelist(VALD3),single_source,,,-0.5749,False,False,True,,,,,False,VALD3,False
gf_008687,pk_d9fb592cfff6,CN,,CN,3872.7506,2.1625,1,-0.0579,VALD3,,linelist(VALD3),single_source,,,-0.0579,False,False,True,,,,,False,VALD3,False
gf_008688,pk_f96f0b0c65d7,CN,,CN,3872.8727,0.8476,1,0.8868,VALD3,,linelist(VALD3),single_source,,,0.8868,False,False,True,,,,,False,VALD3,False
gf_008689,pk_a5e15e920fe5,CN,,CN,3872.962,0.0027,1,-2.5318,VALD3,,linelist(VALD3),single_source,,,-2.5318,False,False,True,,,,,False,VALD3,False
gf_008690,pk_27c6440c3872,CN,,CN,3873.1974,2.1767,1,-0.0439,VALD3,,linelist(VALD3),single_source,,,-0.0439,False,False,True,,,,,False,VALD3,False
gf_008691,pk_af015ac8be68,CN,,CN,3873.3651,0.0014,1,-0.7,VALD3,,linelist(VALD3),single_source,,,-0.7,False,False,True,,,,,False,VALD3,False
gf_008692,pk_12968a562060,CN,,CN,3873.528,0.8201,1,0.5915,VALD3,,linelist(VALD3),single_source,,,0.5915,False,False,True,,,,,False,VALD3,False
gf_008693,pk_3c059c6cfb78,CN,,CN,3873.5838,0.0013,1,-2.6626,VALD3,,linelist(VALD3),single_source,,,-2.6626,False,False,True,,,,,False,VALD3,False
gf_008694,pk_52790bbb5c09,CN,,CN,3873.6446,2.1913,1,-0.0299,VALD3,,linelist(VALD3),single_source,,,-0.0299,False,False,True,,,,,False,VALD3,False
gf_008695,pk_f1c3e56bf828,CN,,CN,3873.9936,0.0005,1,-0.876,VALD3,,linelist(VALD3),single_source,,,-0.876,False,False,True,,,,,False,VALD3,False
gf_008696,pk_7c63cccae6b4,CN,,CN,3874.0927,2.2064,1,-0.0164,VALD3,,linelist(VALD3),single_source,,,-0.0164,False,False,True,,,,,False,VALD3,False
gf_008697,pk_564b46f0ad95,CN,,CN,3874.1514,0.7931,1,0.584,VALD3,,linelist(VALD3),single_source,,,0.584,False,False,True,,,,,False,VALD3,False
gf_008698,pk_76f95c288603,CN,,CN,3874.1847,0.0004,1,-3.048,VALD3,,linelist(VALD3),single_source,,,-3.048,False,False,True,,,,,False,VALD3,False
gf_008699,pk_1e3754a397dd,CN,,CN,3874.5419,2.2218,1,-0.0034,VALD3,,linelist(VALD3),single_source,,,-0.0034,False,False,True,,,,,False,VALD3,False
gf_008700,pk_a41ea39f7cca,CN,,CN,3874.6021,0.0,1,-1.1769,VALD3,,linelist(VALD3),single_source,,,-1.1769,False,False,True,,,,,False,VALD3,False
gf_008701,pk_bcb7ceca0ee1,CN,,CN,3874.7548,0.7665,1,0.5765,VALD3,,linelist(VALD3),single_source,,,0.5765,False,False,True,,,,,False,VALD3,False
gf_008702,pk_4fe1b6c8876e,CN,,CN,3874.9987,2.2377,1,-0.298,VALD3,,linelist(VALD3),single_source,,,-0.298,False,False,True,,,,,False,VALD3,False
gf_008703,pk_c7fbf7ed66db,CN,,CN,3875.3381,0.7403,1,0.569,VALD3,,linelist(VALD3),single_source,,,0.569,False,False,True,,,,,False,VALD3,False
gf_008704,pk_9bff74924b02,CN,,CN,3875.7588,0.0005,1,-1.1779,VALD3,,linelist(VALD3),single_source,,,-1.1779,False,False,True,,,,,False,VALD3,False
gf_008705,pk_dea7091151ef,CN,,CN,3875.9013,0.7147,1,0.561,VALD3,,linelist(VALD3),single_source,,,0.561,False,False,True,,,,,False,VALD3,False
gf_008706,pk_68f2ec53ba92,CN,,CN,3876.3074,0.0014,1,-0.8735,VALD3,,linelist(VALD3),single_source,,,-0.8735,False,False,True,,,,,False,VALD3,False
gf_008707,pk_2200d5ec8095,CN,,CN,3876.4444,0.6894,1,0.553,VALD3,,linelist(VALD3),single_source,,,0.553,False,False,True,,,,,False,VALD3,False
gf_008708,pk_c8fc1e6026a8,CN,,CN,3876.8354,0.0028,1,-0.6959,VALD3,,linelist(VALD3),single_source,,,-0.6959,False,False,True,,,,,False,VALD3,False
gf_008709,pk_f4994eadf01e,CN,,CN,3876.9672,0.6645,1,0.545,VALD3,,linelist(VALD3),single_source,,,0.545,False,False,True,,,,,False,VALD3,False
gf_008710,pk_b503262ec5cc,CN,,CN,3877.3427,0.0046,1,-0.5711,VALD3,,linelist(VALD3),single_source,,,-0.5711,False,False,True,,,,,False,VALD3,False
gf_008711,pk_3340e4df8229,CN,,CN,3877.4698,0.6401,1,0.5366,VALD3,,linelist(VALD3),single_source,,,0.5366,False,False,True,,,,,False,VALD3,False
gf_008712,pk_390ec518e636,CN,,CN,3877.5602,0.6138,1,-1.718,VALD3,,linelist(VALD3),single_source,,,-1.718,False,False,True,,,,,False,VALD3,False
gf_008713,pk_2cac31bd5359,CN,,CN,3877.8298,0.0069,1,-0.474,VALD3,,linelist(VALD3),single_source,,,-0.474,False,False,True,,,,,False,VALD3,False
gf_008714,pk_c4194938e92d,CN,,CN,3877.952,0.6162,1,0.528,VALD3,,linelist(VALD3),single_source,,,0.528,False,False,True,,,,,False,VALD3,False
gf_008715,pk_61f0a60206bf,CN,,CN,3877.9907,0.5909,1,-1.4214,VALD3,,linelist(VALD3),single_source,,,-1.4214,False,False,True,,,,,False,VALD3,False
gf_008716,pk_5b3ad0666700,CN,,CN,3878.2964,0.0096,1,-0.3951,VALD3,,linelist(VALD3),single_source,,,-0.3951,False,False,True,,,,,False,VALD3,False
gf_008717,pk_8d9d0e42fa9e,CN,,CN,3878.323,2.5819,1,-0.318,VALD3,,linelist(VALD3),single_source,,,-0.318,False,False,True,,,,,False,VALD3,False
gf_008718,pk_1fda181cfa74,CN,,CN,3878.4139,0.5927,1,0.5196,VALD3,,linelist(VALD3),single_source,,,0.5196,False,False,True,,,,,False,VALD3,False
gf_008719,pk_235b00a551d3,CN,,CN,3878.4333,0.5684,1,-1.4304,VALD3,,linelist(VALD3),single_source,,,-1.4304,False,False,True,,,,,False,VALD3,False
gf_008720,pk_f600b7634238,CN,,CN,3878.7428,0.0129,1,-0.3283,VALD3,,linelist(VALD3),single_source,,,-0.3283,False,False,True,,,,,False,VALD3,False
gf_008721,pk_9ee1a17c306e,CN,,CN,3878.8554,0.5697,1,0.5106,VALD3,,linelist(VALD3),single_source,,,0.5106,False,False,True,,,,,False,VALD3,False
gf_008722,pk_728b9dcf5bac,CN,,CN,3878.8563,0.5463,1,-1.439,VALD3,,linelist(VALD3),single_source,,,-1.439,False,False,True,,,,,False,VALD3,False
gf_008723,pk_81e276311c63,CN,,CN,3879.1687,0.0166,1,-0.2701,VALD3,,linelist(VALD3),single_source,,,-0.2701,False,False,True,,,,,False,VALD3,False
gf_008724,pk_56f97c09f5a2,CN,,CN,3879.2596,0.5246,1,-1.4474,VALD3,,linelist(VALD3),single_source,,,-1.4474,False,False,True,,,,,False,VALD3,False
gf_008725,pk_282bb8bfff16,CN,,CN,3879.2766,0.5471,1,0.5016,VALD3,,linelist(VALD3),single_source,,,0.5016,False,False,True,,,,,False,VALD3,False
gf_008726,pk_a33db782d6c7,CN,,CN,3879.4405,2.5692,1,-0.334,VALD3,,linelist(VALD3),single_source,,,-0.334,False,False,True,,,,,False,VALD3,False
gf_008727,pk_f165a9640bce,CN,,CN,3879.464,2.1947,1,-0.761,VALD3,,linelist(VALD3),single_source,,,-0.761,False,False,True,,,,,False,VALD3,False
gf_008728,pk_8c8375861c9b,CN,,CN,3879.5743,0.0207,1,-0.2191,VALD3,,linelist(VALD3),single_source,,,-0.2191,False,False,True,,,,,False,VALD3,False
gf_008729,pk_6eb9d83071fd,CN,,CN,3879.6204,0.509,1,-2.533,VALD3,,linelist(VALD3),single_source,,,-2.533,False,False,True,,,,,False,VALD3,False
gf_008730,pk_2bc8db6ab201,CN,,CN,3879.6432,0.5033,1,-1.4569,VALD3,,linelist(VALD3),single_source,,,-1.4569,False,False,True,,,,,False,VALD3,False
gf_008731,pk_16709c63a214,CN,,CN,3879.6772,0.5249,1,0.4926,VALD3,,linelist(VALD3),single_source,,,0.4926,False,False,True,,,,,False,VALD3,False
gf_008732,pk_a16b0af86ff7,CN,,CN,3879.9057,0.0247,1,-2.1289,VALD3,,linelist(VALD3),single_source,,,-2.1289,False,False,True,,,,,False,VALD3,False
gf_008733,pk_fd65cd44c3bc,CN,,CN,3879.9599,0.0258,1,-0.1783,VALD3,,linelist(VALD3),single_source,,,-0.1783,False,False,True,,,,,False,VALD3,False
gf_008734,pk_4191bf04df06,CN,,CN,3879.9932,2.2003,1,-0.727,VALD3,,linelist(VALD3),single_source,,,-0.727,False,False,True,,,,,False,VALD3,False
gf_008735,pk_7a3acfcf3a63,CN,,CN,3880.0075,0.4825,1,-1.4664,VALD3,,linelist(VALD3),single_source,,,-1.4664,False,False,True,,,,,False,VALD3,False
gf_008736,pk_cfe2ddd93fe1,CN,,CN,3880.0482,0.4879,1,-2.552,VALD3,,linelist(VALD3),single_source,,,-2.552,False,False,True,,,,,False,VALD3,False
gf_008737,pk_1a189ffaf9f8,CN,,CN,3880.2553,0.0297,1,-2.0875,VALD3,,linelist(VALD3),single_source,,,-2.0875,False,False,True,,,,,False,VALD3,False
gf_008738,pk_f4e28b73aac9,CN,,CN,3880.3246,0.0309,1,-0.1366,VALD3,,linelist(VALD3),single_source,,,-0.1366,False,False,True,,,,,False,VALD3,False
gf_008739,pk_b78aad8e1a91,CN,,CN,3880.3382,0.4673,1,-2.552,VALD3,,linelist(VALD3),single_source,,,-2.552,False,False,True,,,,,False,VALD3,False
gf_008740,pk_95f2e70a500f,CN,,CN,3880.3636,2.557,1,-0.351,VALD3,,linelist(VALD3),single_source,,,-0.351,False,False,True,,,,,False,VALD3,False
gf_008741,pk_f36775839b11,CN,,CN,3880.4169,0.4819,1,0.4741,VALD3,,linelist(VALD3),single_source,,,0.4741,False,False,True,,,,,False,VALD3,False
gf_008742,pk_6a71afd8c2d0,CN,,CN,3880.5301,2.2063,1,-0.4102,VALD3,,linelist(VALD3),single_source,,,-0.4102,False,False,True,,,,,False,VALD3,False
gf_008743,pk_8a9811886534,CN,,CN,3880.5863,0.0351,1,-2.0136,VALD3,,linelist(VALD3),single_source,,,-2.0136,False,False,True,,,,,False,VALD3,False
gf_008744,pk_9a9f79587f17,CN,,CN,3880.6689,0.0366,1,-0.0988,VALD3,,linelist(VALD3),single_source,,,-0.0988,False,False,True,,,,,False,VALD3,False
gf_008745,pk_f367e36bc6dc,CN,,CN,3880.6763,0.4421,1,-1.4859,VALD3,,linelist(VALD3),single_source,,,-1.4859,False,False,True,,,,,False,VALD3,False
gf_008746,pk_667659d3d5ca,CN,,CN,3880.7559,0.4612,1,0.4641,VALD3,,linelist(VALD3),single_source,,,0.4641,False,False,True,,,,,False,VALD3,False
gf_008747,pk_869b10f83cfb,CN,,CN,3880.8968,0.041,1,-1.9787,VALD3,,linelist(VALD3),single_source,,,-1.9787,False,False,True,,,,,False,VALD3,False
gf_008748,pk_c289b56ee24b,CN,,CN,3880.9813,0.4226,1,-1.4959,VALD3,,linelist(VALD3),single_source,,,-1.4959,False,False,True,,,,,False,VALD3,False
gf_008749,pk_2c076115c573,CN,,CN,3880.9924,0.0426,1,-0.0645,VALD3,,linelist(VALD3),single_source,,,-0.0645,False,False,True,,,,,False,VALD3,False
gf_008750,pk_12f204942ebb,CN,,CN,3881.0036,0.4274,1,-2.2754,VALD3,,linelist(VALD3),single_source,,,-2.2754,False,False,True,,,,,False,VALD3,False
gf_008751,pk_da661fc0d4b6,CN,,CN,3881.0623,2.2128,1,-0.3802,VALD3,,linelist(VALD3),single_source,,,-0.3802,False,False,True,,,,,False,VALD3,False
gf_008752,pk_8d3ebd040541,CN,,CN,3881.0744,0.4408,1,0.4541,VALD3,,linelist(VALD3),single_source,,,0.4541,False,False,True,,,,,False,VALD3,False
gf_008753,pk_d6d678317f93,CN,,CN,3881.1334,2.5451,1,-0.368,VALD3,,linelist(VALD3),single_source,,,-0.368,False,False,True,,,,,False,VALD3,False
gf_008754,pk_d18ae079ca80,CN,,CN,3881.1862,0.0472,1,-1.9822,VALD3,,linelist(VALD3),single_source,,,-1.9822,False,False,True,,,,,False,VALD3,False
gf_008755,pk_d4d183aa22e2,CN,,CN,3881.2663,0.4035,1,-1.5059,VALD3,,linelist(VALD3),single_source,,,-1.5059,False,False,True,,,,,False,VALD3,False
gf_008756,pk_3bfe42fe968b,CN,,CN,3881.2921,0.4081,1,-2.2859,VALD3,,linelist(VALD3),single_source,,,-2.2859,False,False,True,,,,,False,VALD3,False
gf_008757,pk_b87e329c7fed,CN,,CN,3881.2954,0.0486,1,-0.0318,VALD3,,linelist(VALD3),single_source,,,-0.0318,False,False,True,,,,,False,VALD3,False
gf_008758,pk_9385612a9298,CN,,CN,3881.3457,0.4209,1,0.148,VALD3,,linelist(VALD3),single_source,,,0.148,False,False,True,,,,,False,VALD3,False
gf_008759,pk_f60e3f83ee76,CN,,CN,3881.3993,0.4208,1,0.138,VALD3,,linelist(VALD3),single_source,,,0.138,False,False,True,,,,,False,VALD3,False
gf_008760,pk_2265079cbbe0,CN,,CN,3881.5315,0.3849,1,-1.5164,VALD3,,linelist(VALD3),single_source,,,-1.5164,False,False,True,,,,,False,VALD3,False
gf_008761,pk_2e85135ab864,CN,,CN,3881.5605,0.3892,1,-2.2959,VALD3,,linelist(VALD3),single_source,,,-2.2959,False,False,True,,,,,False,VALD3,False
gf_008762,pk_cc4866675fef,CN,,CN,3881.5766,0.0551,1,0.0029,VALD3,,linelist(VALD3),single_source,,,0.0029,False,False,True,,,,,False,VALD3,False
gf_008763,pk_c7f8d9355d30,CN,,CN,3881.5962,2.2196,1,-0.3517,VALD3,,linelist(VALD3),single_source,,,-0.3517,False,False,True,,,,,False,VALD3,False
gf_008764,pk_58097422cc30,CN,,CN,3881.6494,0.4014,1,0.4336,VALD3,,linelist(VALD3),single_source,,,0.4336,False,False,True,,,,,False,VALD3,False
gf_008765,pk_6d3d9938ff07,CN,,CN,3881.7817,0.3687,1,-1.4602,VALD3,,linelist(VALD3),single_source,,,-1.4602,False,False,True,,,,,False,VALD3,False
gf_008766,pk_360b1d4038ab,CN,,CN,3881.785,2.5337,1,-0.385,VALD3,,linelist(VALD3),single_source,,,-0.385,False,False,True,,,,,False,VALD3,False
gf_008767,pk_293fa7096086,CN,,CN,3881.8382,0.0624,1,0.0313,VALD3,,linelist(VALD3),single_source,,,0.0313,False,False,True,,,,,False,VALD3,False
gf_008768,pk_4b65a10cac02,CN,,CN,3881.9059,0.3824,1,0.4226,VALD3,,linelist(VALD3),single_source,,,0.4226,False,False,True,,,,,False,VALD3,False
gf_008769,pk_2e6857ce94e1,CN,,CN,3882.0077,0.3508,1,-1.4716,VALD3,,linelist(VALD3),single_source,,,-1.4716,False,False,True,,,,,False,VALD3,False
gf_008770,pk_60acf6c85afb,CN,,CN,3882.0794,0.0702,1,0.0572,VALD3,,linelist(VALD3),single_source,,,0.0572,False,False,True,,,,,False,VALD3,False
gf_008771,pk_4660daac6443,CN,,CN,3882.1319,2.2269,1,-0.3258,VALD3,,linelist(VALD3),single_source,,,-0.3258,False,False,True,,,,,False,VALD3,False
gf_008772,pk_5b7727829e6b,CN,,CN,3882.1418,0.3639,1,0.4116,VALD3,,linelist(VALD3),single_source,,,0.4116,False,False,True,,,,,False,VALD3,False
gf_008773,pk_eec22866eab7,CN,,CN,3882.2139,0.3334,1,-1.4827,VALD3,,linelist(VALD3),single_source,,,-1.4827,False,False,True,,,,,False,VALD3,False
gf_008774,pk_a8f320b5d2a3,CN,,CN,3882.2998,0.0785,1,0.0822,VALD3,,linelist(VALD3),single_source,,,0.0822,False,False,True,,,,,False,VALD3,False
gf_008775,pk_7004d63cab1b,CN,,CN,3882.3479,2.5227,1,-0.404,VALD3,,linelist(VALD3),single_source,,,-0.404,False,False,True,,,,,False,VALD3,False
gf_008776,pk_00e8806e2071,CN,,CN,3882.357,0.3458,1,0.4006,VALD3,,linelist(VALD3),single_source,,,0.4006,False,False,True,,,,,False,VALD3,False
gf_008777,pk_b88749bc0f84,CN,,CN,3882.4003,0.3163,1,-1.4942,VALD3,,linelist(VALD3),single_source,,,-1.4942,False,False,True,,,,,False,VALD3,False
gf_008778,pk_570cbbddf7c0,CN,,CN,3882.4995,0.0869,1,0.1053,VALD3,,linelist(VALD3),single_source,,,0.1053,False,False,True,,,,,False,VALD3,False
gf_008779,pk_e21808ae1fe0,CN,,CN,3882.5447,2.5452,1,-0.351,VALD3,,linelist(VALD3),single_source,,,-0.351,False,False,True,,,,,False,VALD3,False
gf_008780,pk_d4807e88559a,CN,,CN,3882.5514,0.3281,1,0.3891,VALD3,,linelist(VALD3),single_source,,,0.3891,False,False,True,,,,,False,VALD3,False
gf_008781,pk_49db703e2846,CN,,CN,3882.5609,0.2981,1,-1.5729,VALD3,,linelist(VALD3),single_source,,,-1.5729,False,False,True,,,,,False,VALD3,False
gf_008782,pk_3908660da0cb,CN,,CN,3882.6011,2.5337,1,-0.368,VALD3,,linelist(VALD3),single_source,,,-0.368,False,False,True,,,,,False,VALD3,False
gf_008783,pk_ceb094386003,CN,,CN,3882.602,0.3014,1,-2.3529,VALD3,,linelist(VALD3),single_source,,,-2.3529,False,False,True,,,,,False,VALD3,False
gf_008784,pk_7ead483f571e,CN,,CN,3882.6137,2.557,1,-0.335,VALD3,,linelist(VALD3),single_source,,,-0.335,False,False,True,,,,,False,VALD3,False
gf_008785,pk_fe25ad492ab8,CN,,CN,3882.6697,2.2346,1,-0.3003,VALD3,,linelist(VALD3),single_source,,,-0.3003,False,False,True,,,,,False,VALD3,False
gf_008786,pk_2ead173f20b1,CN,,CN,3882.6787,0.096,1,0.1278,VALD3,,linelist(VALD3),single_source,,,0.1278,False,False,True,,,,,False,VALD3,False
gf_008787,pk_d909cfb0bc2d,CN,,CN,3882.7133,0.2836,1,-1.5182,VALD3,,linelist(VALD3),single_source,,,-1.5182,False,False,True,,,,,False,VALD3,False
gf_008788,pk_fb95b67cfacc,CN,,CN,3882.7252,0.3109,1,0.3771,VALD3,,linelist(VALD3),single_source,,,0.3771,False,False,True,,,,,False,VALD3,False
gf_008789,pk_3011e6e25dd4,CN,,CN,3882.7562,2.5228,1,-0.386,VALD3,,linelist(VALD3),single_source,,,-0.386,False,False,True,,,,,False,VALD3,False
gf_008790,pk_dc19f63c47f5,CN,,CN,3882.8049,0.1142,1,-1.7196,VALD3,,linelist(VALD3),single_source,,,-1.7196,False,False,True,,,,,False,VALD3,False
gf_008791,pk_0e94dedd1e60,CN,,CN,3882.8335,0.2664,1,-1.5974,VALD3,,linelist(VALD3),single_source,,,-1.5974,False,False,True,,,,,False,VALD3,False
gf_008792,pk_068e1da02fc4,CN,,CN,3882.8392,0.1081,1,0.1431,VALD3,,linelist(VALD3),single_source,,,0.1431,False,False,True,,,,,False,VALD3,False
gf_008793,pk_8f11c842d21a,CN,,CN,3882.8401,2.5692,1,-0.319,VALD3,,linelist(VALD3),single_source,,,-0.319,False,False,True,,,,,False,VALD3,False
gf_008794,pk_14c618494247,CN,,CN,3882.8458,2.5122,1,-0.422,VALD3,,linelist(VALD3),single_source,,,-0.422,False,False,True,,,,,False,VALD3,False
gf_008795,pk_ff688a02c831,CN,,CN,3882.878,0.2694,1,-2.3774,VALD3,,linelist(VALD3),single_source,,,-2.3774,False,False,True,,,,,False,VALD3,False
gf_008796,pk_37783af8eb66,CN,,CN,3882.8781,0.2942,1,0.3646,VALD3,,linelist(VALD3),single_source,,,0.3646,False,False,True,,,,,False,VALD3,False
gf_008797,pk_9c528a430137,CN,,CN,3882.9174,0.1245,1,-1.7006,VALD3,,linelist(VALD3),single_source,,,-1.7006,False,False,True,,,,,False,VALD3,False
gf_008798,pk_85105b49731c,CN,,CN,3882.94,0.2512,1,-1.6104,VALD3,,linelist(VALD3),single_source,,,-1.6104,False,False,True,,,,,False,VALD3,False
gf_008799,pk_b429e60cf285,CN,,CN,3882.977,0.1184,1,0.1631,VALD3,,linelist(VALD3),single_source,,,0.1631,False,False,True,,,,,False,VALD3,False
gf_008800,pk_42030f967e7a,CN,,CN,3882.9858,0.2541,1,-2.3904,VALD3,,linelist(VALD3),single_source,,,-2.3904,False,False,True,,,,,False,VALD3,False
gf_008801,pk_e09be3bb4ee0,CN,,CN,3882.9877,2.5122,1,-0.404,VALD3,,linelist(VALD3),single_source,,,-0.404,False,False,True,,,,,False,VALD3,False
gf_008802,pk_91d7b07014f9,CN,,CN,3883.0099,0.1353,1,-1.6821,VALD3,,linelist(VALD3),single_source,,,-1.6821,False,False,True,,,,,False,VALD3,False
gf_008803,pk_546321017693,CN,,CN,3883.0103,0.2779,1,0.3521,VALD3,,linelist(VALD3),single_source,,,0.3521,False,False,True,,,,,False,VALD3,False
gf_008804,pk_fda8d55ea3ff,CN,,CN,3883.0266,0.2365,1,-1.6239,VALD3,,linelist(VALD3),single_source,,,-1.6239,False,False,True,,,,,False,VALD3,False
gf_008805,pk_d90169aefd9e,CN,,CN,3883.0735,0.2392,1,-2.4034,VALD3,,linelist(VALD3),single_source,,,-2.4034,False,False,True,,,,,False,VALD3,False
gf_008806,pk_443b4e9c7993,CN,,CN,3883.094,0.1292,1,0.1826,VALD3,,linelist(VALD3),single_source,,,0.1826,False,False,True,,,,,False,VALD3,False
gf_008807,pk_49794352c8a7,CN,,CN,3883.1217,0.2621,1,0.3396,VALD3,,linelist(VALD3),single_source,,,0.3396,False,False,True,,,,,False,VALD3,False
gf_008808,pk_3bd3817120d7,CN,,CN,3883.1353,0.1583,1,-1.6471,VALD3,,linelist(VALD3),single_source,,,-1.6471,False,False,True,,,,,False,VALD3,False
gf_008809,pk_9924405fd0b0,CN,,CN,3883.147,0.2095,1,-1.5852,VALD3,,linelist(VALD3),single_source,,,-1.5852,False,False,True,,,,,False,VALD3,False
gf_008810,pk_b8d6ea3ee961,CN,,CN,3883.181,0.1831,1,-1.6151,VALD3,,linelist(VALD3),single_source,,,-1.6151,False,False,True,,,,,False,VALD3,False
gf_008811,pk_05c75c726aaf,CN,,CN,3883.1902,0.1404,1,0.2011,VALD3,,linelist(VALD3),single_source,,,0.2011,False,False,True,,,,,False,VALD3,False
gf_008812,pk_c057a74b2543,CN,,CN,3883.21,2.2428,1,-0.2763,VALD3,,linelist(VALD3),single_source,,,-0.2763,False,False,True,,,,,False,VALD3,False
gf_008813,pk_0817d2d4692b,CN,,CN,3883.2126,0.2467,1,0.3261,VALD3,,linelist(VALD3),single_source,,,0.3261,False,False,True,,,,,False,VALD3,False
gf_008814,pk_165c7a2048cd,CN,,CN,3883.2658,0.1521,1,0.2186,VALD3,,linelist(VALD3),single_source,,,0.2186,False,False,True,,,,,False,VALD3,False
gf_008815,pk_7e0d0b58bc3d,CN,,CN,3883.2824,0.2318,1,0.3121,VALD3,,linelist(VALD3),single_source,,,0.3121,False,False,True,,,,,False,VALD3,False
gf_008816,pk_5a41672692d6,CN,,CN,3883.2875,2.502,1,-0.1309,VALD3,,linelist(VALD3),single_source,,,-0.1309,False,False,True,,,,,False,VALD3,False
gf_008817,pk_b702200cf6fa,CN,,CN,3883.3204,0.1642,1,0.2356,VALD3,,linelist(VALD3),single_source,,,0.2356,False,False,True,,,,,False,VALD3,False
gf_008818,pk_7819efa9f879,CN,,CN,3883.3316,0.2174,1,0.2981,VALD3,,linelist(VALD3),single_source,,,0.2981,False,False,True,,,,,False,VALD3,False
gf_008819,pk_648f92c1b15f,CN,,CN,3883.3676,0.1899,1,0.2681,VALD3,,linelist(VALD3),single_source,,,0.2681,False,False,True,,,,,False,VALD3,False
gf_008820,pk_f18c94cf2b3f,CN,,CN,3883.6104,2.4923,1,-0.442,VALD3,,linelist(VALD3),single_source,,,-0.442,False,False,True,,,,,False,VALD3,False
