# host=Mac machine=arm64 python=3.12.13 numpy=2.2.6 ncalls=2 nlines=473
call_seq,wave,element,normal_abund
1,663.121800,Al 1,7.2439999999999998
1,664.061800,Si 1,9.0790000000000006
1,664.302700,Cr 1,8.7149999999999999
1,664.512000,Eu 2,0.42799999999999999
1,664.779300,Ni 1,7.5410000000000004
1,665.730300,Ca 1,nan
1,665.759100,Cr 1,6.6529999999999996
1,666.107500,Cr 1,5.9059999999999997
1,666.467200,Si 1,9.2929999999999993
1,666.584900,Ti 1,6.032
1,666.878900,Si 1,8.625
1,666.928100,Cr 1,5.8159999999999998
1,668.027600,Cr 1,6.0339999999999998
1,668.272800,Si 1,8.6760000000000002
1,668.846900,Ca 1,nan
1,669.618500,Al 1,7.4059999999999997
1,670.697900,Si 1,8.9649999999999999
1,670.989300,Ca 1,7.7389999999999999
1,671.666600,Ti 1,8.2059999999999995
1,671.768100,Ca 1,6.7699999999999996
1,672.973400,Cr 1,6.6310000000000002
1,673.420000,Cr 1,7.2199999999999998
1,673.901100,Ti 1,7.2199999999999998
1,674.523000,Ca 1,nan
1,674.554400,Ti 1,6.0529999999999999
1,674.633300,Ti 1,6.7279999999999998
1,675.130100,Cr 1,nan
1,675.696000,S 1,8.1199999999999992
1,675.715000,S 1,7.3860000000000001
1,677.481300,Si 1,8.1159999999999997
1,678.521900,Ti 2,5.4160000000000004
1,680.557100,Si 1,8.7690000000000001
1,682.737100,Ni 1,8.0749999999999993
1,684.858000,Si 1,7.5739999999999998
1,686.144500,Ti 1,6.7359999999999998
1,686.701400,Mn 1,9.2270000000000003
1,687.635900,Si 1,10.4
1,688.251200,Cr 1,5.9500000000000002
1,615.422600,Na 1,6.391
1,616.074700,Na 1,6.3479999999999999
