star_id,query_name,simbad_main_id,ra_deg_j2000,dec_deg_j2000,pm_ra_cosdec_mas_yr,pm_dec_mas_yr,v_mag,aliases
55cnc_a,55 Cnc,* rho01 Cnc,133.14921293501794,28.330820831797222,-485.681,-233.517,,**lds6219a|*55cnc|*rho01cnc|*rhocnc|2massj08523579+2819509|[b10]2380|ag+28954|akari-irc-v1j0852355+281949|ascc678466|bd+281660|bd+281660a|ci20494|cns52182|csi+2816601|gaiadr2704967037090946688|gaiadr3704967037090946688|gc12244|gcrv5843|gen#+1.00075732a|gj324a|hd75732|hic43587|hip43587|hr3522|iras08496+2831|jp111727|lft609|lhs2062|lspmj0852+2819|ltt12310|n302085|namecopernicus|nltt20414|plx2117|pm08496+2831|pm08496+2831a|ppm99117|sao80478|sky#17095|spocs407|tic332064670|toi-1773|tyc1949-2012-1|ubv8589|ubvm14808|usno-b1.01183-00181854|uvby98100075732a|wdsj08526+2820a|web8400|wiseaj085235.41+281948.5|ypac155|yz284722
alpha_cen_a,alf Cen A,* alf Cen A,219.90205833170774,-60.83399268831004,-3679.25,473.67,0.009999999776482582,**rhd1a|*alf01cen|*alfcena|2massj14393592-6050069|ccdmj14396-6050a|cd-605293a|cns53627|cpd-605483a|csi-60548341|galah140708001701306|gcrv8517|gen#+1.00128620a|gj559a|hd128620|hic71683|hip71683|hr5459|ids14328-6025a|lft1127|lhs50|ltt5806|namerigelkentaurus|namerigilkentaurus|nltt37984|plx3309|pm14362-6038a|pmsc14328-6025a|ppm360911|sky#26645|spocs610|td117606|tic471011145|tyc9007-5849-1|wdsj14396-6050a|web12354|zkh209
alpha_cen_b,alf Cen B,* alf Cen B,219.89609628987276,-60.83752756558407,-3614.39,802.98,1.3300000429153442,**rhd1b|*alf02cen|*alfcenb|[aop94]7|ccdmj14396-6050b|cd-605293b|cpd-605483b|csi-60548342|gcrv8518|gen#+1.00128621|gj559b|hd128621|hic71681|hip71681|hr5460|ids14328-6025b|lft1128|lhs51|ltt5807|nametoliman|nltt37985|pm14362-6038b|pmsc14328-6025b|ravej143935.1-605014|sky#26644|spocs609|tic471011144|tyc9007-5848-1|wdsj14396-6050b|zkh210
eps_eri,eps Eri,* eps Eri,53.23268537982792,-9.458260970518056,-974.758,20.876,3.7300000190734863,"**bla2|**mba1a|*18eri|*epseri|1axgj033256-0926|1e0330.5-0937|1rxsj033256.4-092727|2e0330.5-0937|2e788|2euvej0332-09.4|2massj03325591-0927298|2rej0332-092|2rej033253-092646|8pc310.75|[fs2003]0134|apj03325591-0927298|bd-09697|ccdmj03329-0927a|ci20241|cns5905|euvej0332-09.4|fk5127|gaiadr25164707970261630080|gaiadr35164707970261890560|gc4244|gcrv1962|gen#+1.00022049|gesj03325495-0927294|gj144|gj144.0|hd22049|hic16537|hip16537|hr1084|iras03305-0937|irc-10048|jp11792|lft291|lhs1557|lpm158|ltt1675|n30726|nameran|nltt11207|plx742|plx742.00|pm03306-0938|pmc90-9391|ppm185905|rafgl497|ravej033255.8-092730|rbs439|rej0332-092|rej033255-092717|rot531|rxj0332.9-0927|sacs76|sao130564|sky#5366|spocs171|td12301|tic118572803|tyc5296-1533-1|ubv3410|ubvm9580|uvby98100022049|v*epseri|wdsj03329-0927a|wdsj03329-0927aa,ab|web3160|yz04513|yz99836|zkh51"
procyon,Procyon,* alf CMi,114.82549790798149,5.224987557059477,-714.59,-1036.8,0.3700000047683716,**shb1a|*10cmi|*alfcmi|*alfcmia|1axgj073918+0514|1c12.01|1es0736+05.3|1rxsj073918.3+051332|2e0736.6+0520|2e1849|2euvej0739+05.2|2massj07391805+0513298|2rej0739+051|2rej073918+051351|8pc285.93a|[hfe83]530|[tsa98]j073919.85+051356.36|ag+051072|akari-fis-v1j0739178+051322|apj07391805+0513298|ascc1030621|bd+051739|ccdmj07393+0514a|ci20432|cns51895|csi+0517391|csi+0517395|csv100884|euvej0739+05.2|faust1387|fk5291|galah141101003801339|gc10277|gcrv5099|gen#+1.00061421|gesj07391749+0513163|gj280|gj280.0|gj280a|hd61421|hic37279|hip37279|hr2943|ids07341+0529a|iras07366+0520|irc+10170|jp111576|lft541|lhs233|lspmj0739+0513|ltt12053|n301726|nameprocyon|nameprocyona|nltt18229|nsv3672|plx1805|pm07367+0521|pmc90-93212|ppm153068|rafgl1161|rej0739+051|rej073917+051339|rot1234|rxj0739.3+0513|sao115756|sbc7317|sbc9467|sky#14100|spocs352|sv*zi646|td110647|tic280310048|tic471011543|tyc187-2184-1|ubv7352|usno-b1.00952-00146563|usno825|uvby98100061421|wdsj07393+0514a|web7381|zkh106
tau_boo,tau Boo,* tau Boo,206.8155757166775,17.456891543222227,-468.923,63.469,4.489999771118164,**stt270a|*4boo|*tauboo|*taubooa|1rxsj134716.2+172733|2e1344.8+1742|2e3138|2massj13471581+1727249|2xmmj134715.6+172726|[hfe83]972|[zeh2003]rxj1347.2+17271|ads9025a|ag+171387|akari-irc-v1j1347155+172724|ascc869404|bd+182782|ccdmj13473+1727a|ci20807|cns53408|csi+1827821|csv7085|fk5507|gaiadr21244571953471006720|gaiadr31244571953471006720|gc18637|gcrv8140|gen#+1.00120136|gj527|gj527a|gsc01460-00132|hd120136|hic67275|hip67275|hr5185|ids13425+1757a|iras13448+1742|jp112426|lspmj1347+1727|ltt14021|n303139|nltt35234|nsv6444|plx3144|pmc90-93361|ppm130070|rbs1315|rot1996|rxj1347.2+1726|rxj1347.2+1727|sao100706|sky#25297|spocs577|td117060|tic72506701|tyc1460-132-1|ubv12303|usno-b1.01074-00267954|uvby98100120136|wdsj13473+1727a|web11837|wiseaj134715.36+172725.6|yz175012
tau_cet,tau Cet,* tau Cet,26.01701307163417,-15.93747989102139,-1721.728,854.963,3.5,*52cet|*taucet|1rxsj014404.7-155632|2massj01440402-1556141|8pc274.17|bd-16295|ccdmj01441-1557a|ci20124|cns5448|csi-162951|fk559|gaiadr22452378776434276992|gaiadr32452378776434477184|galah140708006401203|gc2123|gcrv979|gen#+1.00010700|gesj01440247-1556034|gj71|gj71.0|hd10700|hic8102|hip8102|hr509|ids01394-1628a|iras01416-1611|irc-20018|jp11535|lft159|lhs146|lpm84|ltt935|n30359|nltt5787|plx365|plx365.00|pm01417-1612|pmc90-9341|ppm210580|rafgl4135s|ravej014404.1-155615|rot249|sacs31|sao147986|sky#2598|spocs96|td1997|tic419015728|tyc5855-2292-1|ubv1769|ubvm8397|uvby98100010700|wdsj01441-1556a|web1733|yz106431|zkh33
