18 Sco    FeI    4787.83      3.00     41.90   -999.00   -999.00     42.10   -999.00   -999.00
18 Sco    FeI    4788.76      3.24     67.70   -999.00   -999.00     68.00   -999.00   -999.00
18 Sco    FeI    4802.88      3.64     60.50     61.40   -999.00     60.60   -999.00   -999.00
18 Sco    FeI    4808.15      3.25     28.50     27.40     27.00     28.70     27.53   -999.00
18 Sco    FeI    4875.88      3.33     55.80   -999.00     65.70     55.90   -999.00   -999.00
18 Sco    FeI    4907.73      3.43     60.90   -999.00   -999.00     61.00   -999.00   -999.00
18 Sco    FeI    4924.77      2.28     93.60   -999.00   -999.00     93.50   -999.00   -999.00
18 Sco    FeI    4939.69      0.86    100.10   -999.00   -999.00    100.30   -999.00   -999.00
18 Sco    FeI    4946.39      3.37     98.00   -999.00    107.20     97.80   -999.00   -999.00
18 Sco    FeI    4950.11      3.42     76.30     76.50     70.00     76.30   -999.00   -999.00
18 Sco    FeI    4962.57      4.18     54.90   -999.00     78.50     55.00     57.94   -999.00
18 Sco    FeI    4985.55      2.87    103.80   -999.00    104.60    103.70   -999.00   -999.00
18 Sco    FeI    4999.11      4.19     29.60   -999.00     37.60     29.80   -999.00   -999.00
18 Sco    FeI    5012.69      4.28   -999.00   -999.00     40.60     37.50   -999.00   -999.00
18 Sco    FeI    5023.19      4.28     35.10   -999.00     33.00     35.20   -999.00   -999.00
18 Sco    FeI    5044.21      2.85     72.90   -999.00   -999.00     73.00   -999.00   -999.00
18 Sco    FeI    5058.50      3.64   -999.00     12.60   -999.00     10.60     12.42   -999.00
18 Sco    FeI    5079.22      2.20     99.20   -999.00   -999.00     99.20   -999.00   -999.00
18 Sco    FeI    5079.74      0.99     97.20   -999.00   -999.00     97.30   -999.00   -999.00
18 Sco    FeI    5088.15      4.15     34.50   -999.00     40.90     34.60   -999.00   -999.00
18 Sco    FeI    5107.45      0.99    106.30   -999.00   -999.00    106.00   -999.00   -999.00
18 Sco    FeI    5107.64      1.56    108.30   -999.00   -999.00    107.90   -999.00   -999.00
18 Sco    FeI    5109.65      4.30     74.60   -999.00     75.60     74.60   -999.00   -999.00
18 Sco    FeI    5127.36      0.92     96.10   -999.00   -999.00     96.50   -999.00   -999.00
18 Sco    FeI    5131.47      2.22     83.70   -999.00   -999.00     83.70   -999.00   -999.00
18 Sco    FeI    5141.74      2.42     82.80   -999.00     84.60     82.90   -999.00   -999.00
18 Sco    FeI    5166.28      0.00    116.50   -999.00   -999.00    115.60   -999.00   -999.00
18 Sco    FeI    5197.94      4.30     32.00     38.80     35.70     32.00   -999.00   -999.00
18 Sco    FeI    5198.71      2.22     91.70   -999.00   -999.00     91.80   -999.00   -999.00
18 Sco    FeI    5217.39      3.21    104.70   -999.00   -999.00    104.10   -999.00   -999.00
18 Sco    FeI    5225.53      0.11     74.40   -999.00     72.70     74.50   -999.00   -999.00
18 Sco    FeI    5228.38      4.22     61.80   -999.00     61.50     62.10   -999.00   -999.00
18 Sco    FeI    5242.49      3.63     84.60   -999.00   -999.00     84.70   -999.00   -999.00
18 Sco    FeI    5243.78      4.26     60.80   -999.00     64.40     60.80     63.90   -999.00
18 Sco    FeI    5247.05      0.09     66.90   -999.00   -999.00     67.00     67.33   -999.00
18 Sco    FeI    5250.21      0.12     68.10   -999.00   -999.00     68.30   -999.00   -999.00
18 Sco    FeI    5250.65      2.20     98.40   -999.00   -999.00     98.40   -999.00   -999.00
18 Sco    FeI    5253.02      2.28   -999.00     19.70   -999.00     16.00     19.47   -999.00
18 Sco    FeI    5253.46      3.28     74.50   -999.00   -999.00     74.60   -999.00   -999.00
18 Sco    FeI    5285.13      4.43     28.60   -999.00     31.40     28.80   -999.00   -999.00
18 Sco    FeI    5288.52      3.69     59.00   -999.00   -999.00     59.20   -999.00   -999.00
18 Sco    FeI    5293.96      4.14     30.00   -999.00     30.30     30.00   -999.00   -999.00
18 Sco    FeI    5294.55      3.64   -999.00   -999.00     16.80     14.30     14.59   -999.00
18 Sco    FeI    5295.31      4.42     29.40   -999.00     31.80     29.60     29.64   -999.00
18 Sco    FeI    5321.11      4.43     41.20   -999.00     44.70     41.30   -999.00   -999.00
18 Sco    FeI    5322.04      2.28     61.00     61.10   -999.00     61.10   -999.00   -999.00
18 Sco    FeI    5365.40      3.57     77.30     72.60   -999.00     77.40   -999.00   -999.00
18 Sco    FeI    5373.71      4.47     64.40   -999.00     62.80     64.40     67.60   -999.00
18 Sco    FeI    5379.57      3.69     61.30     63.20   -999.00     61.40     61.34   -999.00
18 Sco    FeI    5386.33      4.15     31.80     34.10     32.70     31.80   -999.00   -999.00
18 Sco    FeI    5389.48      4.42     81.90   -999.00   -999.00     81.90     90.17   -999.00
18 Sco    FeI    5395.22      4.45   -999.00     20.60   -999.00     18.80   -999.00   -999.00
18 Sco    FeI    5398.28      4.45     72.60     74.80     75.90     72.70     80.93   -999.00
18 Sco    FeI    5412.78      4.43   -999.00   -999.00   -999.00     18.40     20.43   -999.00
18 Sco    FeI    5417.03      4.42     32.60   -999.00     36.60     32.70     31.23   -999.00
18 Sco    FeI    5436.59      2.28     45.30   -999.00   -999.00     45.40   -999.00   -999.00
18 Sco    FeI    5441.34      4.31     30.50     33.50     35.10     30.60     28.82   -999.00
18 Sco    FeI    5464.28      4.14     39.00     39.70   -999.00     39.20   -999.00   -999.00
18 Sco    FeI    5466.40      4.37     77.90   -999.00     82.60     77.70     83.61   -999.00
18 Sco    FeI    5470.09      4.45     25.20     27.40   -999.00     25.40   -999.00   -999.00
18 Sco    FeI    5473.90      4.15     80.40   -999.00   -999.00     80.50     87.22   -999.00
18 Sco    FeI    5483.10      4.15     45.90   -999.00   -999.00     46.20     48.27   -999.00
18 Sco    FeI    5487.15      4.42     35.90   -999.00   -999.00     36.10     34.95   -999.00
18 Sco    FeI    5494.46      4.08     27.50   -999.00     30.20     27.70     26.50   -999.00
18 Sco    FeI    5506.78      0.99    118.60   -999.00   -999.00    118.80   -999.00   -999.00
18 Sco    FeI    5522.45      4.21     43.40     44.90   -999.00     43.60     44.23   -999.00
18 Sco    FeI    5539.28      3.64   -999.00   -999.00     18.60     18.50     16.45   -999.00
18 Sco    FeI    5543.94      4.22     63.70     63.30   -999.00     63.90     63.91   -999.00
18 Sco    FeI    5546.51      4.37     54.20     53.00   -999.00     54.40   -999.00   -999.00
18 Sco    FeI    5560.21      4.43     52.90     53.40   -999.00     53.10     54.83   -999.00
18 Sco    FeI    5576.09      3.43    107.20   -999.00   -999.00    106.30   -999.00   -999.00
18 Sco    FeI    5587.57      4.14     39.30   -999.00     36.30     39.50   -999.00   -999.00
18 Sco    FeI    5618.63      4.21     51.60     52.00   -999.00     51.80     52.97   -999.00
18 Sco    FeI    5619.60      4.39     34.80   -999.00     37.80     34.90   -999.00   -999.00
18 Sco    FeI    5633.95      4.99     68.00   -999.00     66.70     68.10     70.03   -999.00
18 Sco    FeI    5636.70      3.64   -999.00     19.20     20.30     20.10   -999.00   -999.00
18 Sco    FeI    5638.26      4.22     77.50     79.90     80.70     77.60     82.90   -999.00
18 Sco    FeI    5641.43      4.26     66.50   -999.00     70.30     66.70   -999.00   -999.00
18 Sco    FeI    5649.99      5.10     36.40   -999.00     38.40     36.60   -999.00   -999.00
18 Sco    FeI    5651.47      4.47   -999.00     19.40     20.70     18.80     18.71   -999.00
18 Sco    FeI    5652.32      4.26     26.50   -999.00     26.50     26.80     26.62   -999.00
18 Sco    FeI    5653.87      4.39   -999.00     41.30     41.80     40.80   -999.00   -999.00
18 Sco    FeI    5655.18      5.06     54.10   -999.00     56.00     54.30   -999.00   -999.00
18 Sco    FeI    5661.35      4.28     23.70   -999.00   -999.00     23.90     24.62   -999.00
18 Sco    FeI    5662.52      4.18     92.30   -999.00     97.70     92.40   -999.00   -999.00
18 Sco    FeI    5679.02      4.65     60.80   -999.00     62.60     60.90     61.01   -999.00
18 Sco    FeI    5691.50      4.30     42.20   -999.00     43.70     42.50   -999.00   -999.00
